Präzision36;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;
Time:;14:19:58;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;797.014221;753.634705;114.119400;822.894043;1049.548340;421.011688;768.143921;662.677979;51.395847;800.471436;675.019714;50.797684;800.202698;1016.149658;282.513794;;;;;;;;;
2;797.048889;753.627991;114.142128;822.919617;1049.557495;420.975281;768.173828;662.563293;51.456760;800.663208;674.935608;50.719444;800.155273;1016.251282;282.554108;;;;;;;;;
3;796.966919;753.634094;114.085327;822.940186;1049.563232;421.032623;768.262329;662.627502;51.517029;800.746155;674.838867;50.767605;800.226318;1016.176025;282.564331;;;;;;;;;
4;796.956848;753.593811;114.072899;822.914063;1049.563721;421.030884;768.237915;662.589722;51.447803;800.570435;675.013855;50.760876;800.242371;1016.172180;282.490692;;;;;;;;;
5;797.045471;753.628235;114.141113;822.912170;1049.557739;420.984070;768.251526;662.592896;51.369820;800.753540;675.004395;50.751213;800.229431;1016.163269;282.522430;;;;;;;;;
6;796.988770;753.592834;114.078079;822.920532;1049.557251;420.970886;768.269775;662.588928;51.348450;800.842834;674.919006;50.763870;800.087646;1016.159241;282.611298;;;;;;;;;
7;796.943848;753.621094;114.059616;822.922852;1049.564575;421.032715;768.259766;662.576660;51.362103;800.770569;674.982971;50.709038;800.053528;1016.134033;282.709503;;;;;;;;;
8;796.962952;753.599670;114.080193;822.923462;1049.560913;421.031372;768.266235;662.580200;51.365677;800.796387;674.948486;50.652802;800.112244;1016.137390;282.694092;;;;;;;;;
9;796.992859;753.624939;114.106033;822.912415;1049.563232;421.025269;768.286987;662.594238;51.352173;800.733276;675.079041;50.648743;800.145264;1016.119873;282.671051;;;;;;;;;
10;796.996521;753.631226;114.108719;822.900269;1049.550659;421.029480;768.274109;662.589600;51.354813;800.845154;675.031128;50.646320;800.138855;1016.117859;282.705872;;;;;;;;;
11;796.967651;753.592590;114.081268;822.908020;1049.545410;420.982452;768.324219;662.610596;51.293762;800.780273;675.036133;50.622700;800.130859;1016.112854;282.673492;;;;;;;;;
12;796.980530;753.614685;114.091537;822.963013;1049.550293;421.061035;768.327026;662.623230;51.311066;800.879150;674.943176;50.701797;800.093689;1016.127075;282.679779;;;;;;;;;
13;796.971985;753.597839;114.086395;822.949524;1049.529785;421.091553;768.393372;662.598267;51.280743;800.764832;675.071777;50.660793;799.978333;1016.155579;282.728394;;;;;;;;;
14;796.955872;753.578979;114.068680;822.908997;1049.558105;421.036865;768.327209;662.575745;51.242710;800.843750;674.893372;50.419445;800.044495;1016.115417;282.822845;;;;;;;;;
15;796.994812;753.578308;114.086227;823.007141;1049.555664;421.043671;768.348999;662.605408;51.221863;800.716370;674.937927;50.221863;800.114990;1016.119324;282.783051;;;;;;;;;
16;797.011597;753.560486;114.136200;822.921326;1049.548218;421.004364;768.260254;662.585693;51.295448;800.572693;675.162292;50.493656;800.130737;1016.121033;282.724609;;;;;;;;;
17;797.010864;753.556641;114.145546;822.997803;1049.564819;421.064697;768.268005;662.569824;51.249912;800.663391;675.015137;50.688725;800.130737;1016.120667;282.712830;;;;;;;;;
18;796.945679;753.577515;114.085831;823.021240;1049.567017;421.071686;768.238647;662.552673;51.276451;800.597046;675.007507;50.682423;800.042419;1016.139954;282.705109;;;;;;;;;
19;796.873352;753.566406;114.054695;823.026001;1049.553223;421.046234;768.220642;662.543335;51.302277;800.588257;675.032593;50.663849;800.102600;1016.123352;282.695618;;;;;;;;;
20;796.870544;753.564697;114.051369;823.012329;1049.552368;421.070190;768.226074;662.532898;51.263268;800.045349;675.854126;50.063580;800.096924;1016.126953;282.684814;;;;;;;;;
21;796.864563;753.524841;114.152237;823.018738;1049.551514;421.051056;768.229248;662.545593;51.285061;800.166199;675.368591;50.310760;799.986572;1016.153931;282.722137;;;;;;;;;
22;796.828613;753.521667;114.147789;823.014709;1049.552124;421.070221;768.171692;662.552124;51.263493;800.468445;675.005554;50.621346;800.080994;1016.121704;282.701691;;;;;;;;;
23;796.802917;753.557922;114.137276;823.009399;1049.551880;421.078491;768.178101;662.554382;51.207436;800.494812;674.985046;50.735882;800.146179;1016.114197;282.670837;;;;;;;;;
24;796.804626;753.517883;114.115059;823.033203;1049.565063;421.063263;768.162842;662.557251;51.236958;800.395508;675.076721;50.718250;800.048706;1016.143066;282.732269;;;;;;;;;
25;796.764465;753.505615;114.137459;823.029480;1049.554199;421.041412;768.186279;662.445251;51.290531;800.474243;674.996826;50.715214;800.045166;1016.136475;282.727814;;;;;;;;;
26;796.799194;753.533691;114.170441;823.091431;1049.549194;421.093414;768.149231;662.512512;51.286343;800.362549;675.085510;50.713993;800.120605;1016.124512;282.751587;;;;;;;;;
27;796.763733;753.506470;114.219490;823.041687;1049.552246;421.071472;768.153748;662.571777;51.299198;800.385620;675.071594;50.680431;800.109985;1016.104065;282.789307;;;;;;;;;
28;796.742920;753.577698;114.153488;823.071106;1049.542480;421.115417;768.150940;662.464661;51.341801;800.315796;675.124084;50.647812;800.153564;1016.106262;282.737244;;;;;;;;;
29;796.737915;753.562195;114.177238;823.118896;1049.621338;421.172485;768.194031;662.417236;51.311428;800.489685;675.046448;50.658058;800.138855;1016.118713;282.711609;;;;;;;;;
30;796.767761;753.531799;114.148010;823.109375;1049.664185;421.119781;768.113586;662.523132;51.327240;799.961487;675.830078;50.150459;800.171204;1016.110535;282.707367;;;;;;;;;
31;796.743164;753.492432;114.142220;823.072815;1049.607666;421.217804;768.101135;662.540466;51.256744;800.041382;675.314575;50.376896;800.133179;1016.104614;282.789978;;;;;;;;;
32;796.726013;753.474304;114.147324;823.105286;1049.637817;421.163116;768.102844;662.433594;51.252178;800.504089;674.942871;50.660072;800.142822;1016.094788;282.820343;;;;;;;;;
33;796.707947;753.539551;114.168526;823.389587;1049.661011;420.983337;768.080994;662.477600;51.262737;800.424133;674.951965;50.866264;800.108887;1016.104065;282.824493;;;;;;;;;
34;796.667908;753.453613;114.201378;823.268921;1049.651978;421.096436;768.036194;662.520264;51.276863;800.402222;675.124512;50.777332;800.096008;1016.107666;282.827972;;;;;;;;;
35;796.601807;753.426208;114.239281;823.193665;1049.631226;421.284821;767.993347;662.431580;51.316673;799.737183;676.005981;50.087116;800.087341;1016.110291;282.833405;;;;;;;;;
36;796.604797;753.439392;114.257355;823.186829;1049.648438;421.222076;767.976440;662.391846;51.344433;799.816040;675.419739;49.963310;800.142883;1016.096252;282.815399;;;;;;;;;
