Präzision22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:34:58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;811.855103;758.301941;107.369034;793.261292;968.301086;201.651749;831.508423;985.575989;335.792542;796.060059;668.249390;78.591652;772.956238;670.786438;62.950916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;811.870911;758.283813;107.430466;793.279968;968.335693;201.699631;831.367004;985.524109;335.842804;796.061523;668.253235;78.602219;772.867737;670.747437;63.027283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;811.893433;758.244385;107.513672;793.328491;968.325195;201.745132;831.388794;985.559875;335.828613;796.065674;668.260010;78.628426;772.863953;670.739746;63.028923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;811.912415;758.296204;107.546837;793.350708;968.344482;201.782532;831.425598;985.544739;335.805878;796.064331;668.253540;78.610832;772.890930;670.753418;63.005436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;811.922424;758.301147;107.538200;793.359070;968.345764;201.784531;831.471802;985.542053;335.780029;796.062195;668.248352;78.587700;772.944153;670.783447;62.991219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;811.898438;758.247864;107.518250;793.381470;968.351868;201.777115;831.532288;985.527710;335.822662;796.044495;668.252808;78.619453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;811.895264;758.267578;107.456383;793.400024;968.354614;201.754944;831.587585;985.555176;335.836761;795.999084;668.212463;78.602127;;;;767.762695;659.600891;71.429688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;811.897522;758.277222;107.441399;793.447083;968.320007;201.767578;831.579712;985.562012;335.838013;795.955627;668.232605;78.611160;;;;767.733765;659.515137;71.491272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;811.877747;758.277344;107.446663;793.514587;968.329041;201.757935;831.635193;985.533875;335.852509;795.961304;668.205505;78.639084;;;;767.662659;659.482544;71.503281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
