Präzision27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:35:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;836.766174;988.208496;323.492462;799.093628;673.066833;40.244049;813.581726;761.352234;78.159225;804.604553;963.160339;190.068420;768.317505;666.155945;36.775608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;836.825500;988.250793;323.658905;799.103943;673.061279;40.246197;813.680664;761.336609;78.222885;804.501709;963.145874;190.187317;768.317505;666.155945;36.775608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;836.769470;988.339539;323.666046;799.064331;673.121033;40.168980;813.618042;761.330505;78.287834;804.528564;963.159912;190.146454;768.366150;666.143799;36.824444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;836.745422;988.375061;323.692383;799.128601;673.043396;40.259945;813.587036;761.330933;78.301231;804.527527;963.146851;190.161407;768.385803;666.130554;36.793457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;836.736694;988.451843;323.697601;799.134399;673.072815;40.248028;813.590210;761.374817;78.289841;804.532837;963.116882;190.202118;768.305237;666.155334;36.740433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;836.755493;988.461365;323.688293;799.073730;673.059570;40.242348;813.592834;761.341248;78.288139;804.500122;963.120361;190.232574;768.320496;666.153320;36.716171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;836.741577;988.544312;323.744263;799.089355;673.067932;40.269444;813.593445;761.329895;78.290741;804.454834;963.135132;190.261414;768.299866;666.161743;36.728596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;836.808655;988.664001;324.010956;799.075867;673.135254;40.220039;813.593140;761.330933;78.291672;804.472839;963.127991;190.252853;768.313965;666.158630;36.770329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;836.803650;988.670654;323.806671;799.038025;673.151428;40.223995;813.592896;761.332275;78.291405;804.445435;963.109070;190.265305;768.327209;666.146729;36.737469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
