Präzision27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:59:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;816.005127;687.915100;43.429829;841.883728;790.399414;84.798294;844.495361;700.128967;47.175358;849.658813;1037.632324;280.188202;792.806702;1045.605347;152.619049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;822.725037;702.901794;32.826118;841.669373;790.468872;85.003639;844.446167;700.038818;47.191696;849.696472;1037.653442;280.135101;792.844482;1045.597534;152.734695;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;;;;841.690796;790.524231;85.008102;844.508789;700.062378;47.247913;849.704651;1037.655273;280.118317;792.876221;1045.606934;152.708282;816.339478;687.515686;43.210674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;;;;841.682190;790.585144;84.608795;844.426941;700.069031;47.148647;849.760010;1037.778198;280.029724;792.841003;1045.710815;152.590195;816.349976;687.522278;43.156704;-425.256744;518.833313;219.380005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;;;;841.533997;790.704895;84.717911;844.320740;700.234985;47.110497;849.827454;1037.799805;280.039734;792.891418;1045.735840;152.634216;816.331909;687.542053;43.126701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;;;;841.615784;790.698669;84.673729;844.233459;700.120544;47.248074;849.790527;1037.795898;280.001526;792.899902;1045.721313;152.630341;816.075256;687.923584;43.397469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;;;;841.760864;790.572327;84.368469;843.716919;700.454224;46.965778;849.868713;1037.806152;279.997803;792.971069;1045.701416;152.634506;816.225952;687.624634;43.276295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;;;;841.853271;790.529907;84.178856;844.146912;700.158386;47.249531;849.948059;1037.800903;280.033325;792.977173;1045.794434;152.630127;816.320679;687.502319;43.132298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;;;;841.856140;790.556152;84.163834;844.477051;700.045166;47.277592;850.015930;1037.816650;280.006531;793.030457;1045.826294;152.536041;815.942749;687.991699;43.457966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;;;;841.793091;790.605713;84.368324;844.533203;700.024414;47.298424;850.053345;1037.924438;279.942749;792.962280;1045.822632;152.479935;816.266235;687.614685;43.290222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;;;;841.837830;790.541016;84.285583;844.423889;700.153687;47.183636;850.056580;1037.946777;279.920288;793.296875;1045.791382;152.585922;816.350342;687.493164;43.121460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;;;;841.759155;790.661499;84.551643;843.853210;700.520874;46.917690;850.159363;1037.971558;279.876892;793.442932;1045.889282;152.565445;816.389771;687.596985;43.109886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;;;;841.889709;790.616150;84.408615;843.651855;700.576111;46.800331;850.132019;1038.075562;279.886688;793.334534;1045.893066;152.575241;816.330627;687.656616;43.149609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;;;;841.915222;790.545654;83.807961;844.278320;700.255859;46.997219;850.143188;1038.191284;279.838013;793.449463;1046.082886;152.440399;816.376038;687.618164;43.205757;;;;-432.698669;504.869812;219.734482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;;;;842.094666;790.585693;83.914230;844.479370;700.171326;47.169529;850.129272;1038.207642;279.858948;793.631104;1046.129395;152.381287;816.423340;687.616272;43.200077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;;;;842.076965;790.667908;84.289047;844.201782;700.412598;46.884285;850.106506;1038.200073;279.875031;793.548035;1046.161743;152.268158;816.433594;687.625549;43.184689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;;;;841.841187;790.606262;83.885559;844.402222;700.255920;47.074459;850.165039;1038.294800;279.865234;793.674561;1046.315186;152.222229;816.431274;687.629517;43.180595;;;;;;;-431.307953;505.426117;222.302490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;;;;841.957214;790.531006;83.607826;843.999390;700.423279;47.083393;850.212891;1038.316895;279.838898;793.801086;1046.389038;152.109940;816.438782;687.635376;43.196007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;;;;842.055603;790.520935;83.524445;844.367188;700.239075;47.149788;850.314392;1038.411011;279.861877;793.885071;1046.372681;152.089264;816.407410;687.647156;43.194118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;;;;842.151062;790.549316;83.605362;844.499390;700.230286;47.158924;850.298218;1038.451416;279.770905;794.007996;1046.491211;152.080887;816.343750;687.654724;43.216026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;;;;842.208008;790.614258;84.070396;843.978333;700.462585;47.009762;850.291077;1038.531494;279.762146;794.095215;1046.526123;152.005142;816.385254;687.639221;43.170753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;;;;841.921326;790.666504;83.791679;843.978333;700.089050;46.898296;850.912109;1038.745483;279.438599;794.117676;1046.527710;151.991989;816.404053;687.660095;43.230400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;;;;841.949158;790.664612;83.667305;843.521729;700.805542;46.359463;850.650452;1038.683594;279.608154;794.189087;1046.621704;152.013901;816.388000;687.654541;43.241688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;;;;842.167114;790.757690;84.068886;844.269104;700.415527;46.879539;850.513062;1038.658447;279.826569;794.376038;1046.684204;151.904236;816.382141;687.650635;43.239059;;;;;;;;;;-419.616455;524.990845;234.654068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;;;;842.106384;790.770020;84.306252;844.630737;700.141968;47.229427;850.471069;1038.742432;279.891479;794.489258;1046.709961;151.872726;816.354675;687.675903;43.209270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;;;;842.052979;790.786987;84.342613;844.549194;700.222900;47.243660;850.424255;1038.843384;280.206482;794.532227;1046.677246;151.857742;816.318726;687.665527;43.217247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;;;;841.959473;790.664673;83.795555;844.267212;700.438538;46.945141;850.437927;1038.850220;280.321075;794.664917;1046.756836;151.905212;816.342041;687.676392;43.211170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;;;;842.188354;790.811035;83.974861;844.064758;700.563049;46.849438;850.510742;1038.917603;280.350494;794.867737;1046.881958;151.796875;816.324646;687.654846;43.185650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;;;;842.182617;790.796814;84.172050;844.160950;700.486145;46.903332;850.565735;1038.908203;280.432251;794.894775;1046.848999;151.764832;816.350037;687.668457;43.164673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;;;;842.134521;790.751526;84.147003;844.175232;700.441895;46.942291;850.653381;1038.911255;280.464569;794.883179;1046.801514;151.973450;816.026062;688.161804;43.439449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
