;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;;*19;;;*20;;;*21;;;*22;;;*23;;;*24;;;*25;;;*26;;;*27;;;*28;;;*29;;;*30;;;*31;;;*32;;;*33;;;*34;;;*35;;;*36;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
55;814.323364;783.315002;79.114937;772.977905;1084.061035;358.559204;;;;775.504272;677.418823;42.614525;804.655273;687.156250;44.701473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;813.609985;782.497375;79.701241;772.858398;1083.967651;358.702972;;;;775.626465;677.347900;42.400135;804.478699;687.232117;44.532417;;;;770.951172;1020.241638;197.888657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;813.460205;782.325439;79.883827;772.998718;1083.843384;358.510254;;;;775.694397;677.372131;42.237915;804.305969;687.198730;44.266487;;;;770.848755;1020.217773;197.885803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;813.552429;782.402222;79.955658;773.120728;1083.845459;358.362061;;;;775.616577;677.443848;42.453674;804.271790;687.269043;44.297886;;;;770.849854;1020.123596;197.862244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;813.391907;782.383240;79.725571;773.189575;1083.760986;358.453644;;;;775.637085;677.381348;42.405960;804.416504;687.256653;44.465286;;;;770.884460;1020.109375;197.866364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;813.510193;782.391296;79.915581;772.648193;1083.577026;358.687988;;;;775.685852;677.363708;42.289055;804.513977;687.211853;44.575607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;813.542419;782.309509;79.838066;772.958191;1083.608887;358.516449;;;;775.711182;677.388611;42.286282;804.733765;687.013550;44.830704;;;;;;;770.795654;1020.126831;197.803452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;813.401550;782.262451;79.682922;773.115845;1083.624634;358.419403;;;;775.605774;677.325256;42.414753;804.527161;687.114502;44.632706;;;;;;;770.771790;1020.099243;197.889404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;813.451660;782.252441;79.807053;773.238770;1083.520508;358.526428;;;;775.621277;677.249573;42.369045;804.575012;687.075134;44.638748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;814.025024;783.011353;79.076424;773.209656;1083.526489;358.471893;;;;775.660706;677.252319;42.313850;804.590759;686.942871;44.700287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;813.490051;782.245605;79.625374;773.232056;1083.440796;358.488892;;;;775.558716;677.287781;42.426060;804.598877;686.885132;44.778873;;;;;;;;;;770.744141;1020.007874;197.820328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;813.299988;782.034180;79.887405;773.230225;1083.404907;358.462128;;;;775.568237;677.273621;42.403961;804.371399;686.971375;44.463200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;813.297729;782.095947;79.954025;773.289246;1083.323853;358.383423;;;;774.941040;677.119080;43.114388;804.276001;687.022705;44.433563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;813.381104;782.040466;79.941116;773.288208;1083.324707;358.480988;;;;774.708008;676.963562;43.282520;804.030640;686.954834;44.322819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;813.250366;782.009766;80.157707;773.280273;1083.314453;358.572906;;;;774.661926;676.944092;43.306286;804.652039;686.703552;44.870396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;813.136475;781.941101;80.362236;773.330933;1083.246582;358.543121;;;;774.640869;676.955017;43.193363;804.949829;686.510498;45.342606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;812.971985;781.886169;80.610939;772.977295;1083.121094;358.767212;;;;774.679810;676.996338;43.179207;804.900024;686.495361;45.376743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;812.819031;781.774536;80.840996;773.234863;1083.284912;358.765076;;;;774.389954;677.050781;43.213509;804.760315;686.599426;45.445614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;812.685364;781.812317;81.019150;773.291138;1083.275391;358.853577;;;;774.394043;677.000916;43.251492;804.761597;686.562866;45.716946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;812.538147;781.915833;81.304016;773.309509;1083.340210;358.948486;;;;774.442322;677.091858;43.377392;804.653381;686.581116;46.119354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;812.444580;782.019409;81.534042;773.140991;1083.415649;359.105957;;;;774.328125;677.284180;43.844810;804.595154;686.602966;46.661053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;812.271179;782.210449;81.820549;773.155701;1083.609863;359.286804;;;;774.198792;677.456299;44.253548;804.375305;686.547729;47.190392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;812.050354;782.486023;82.031448;773.189575;1083.810913;359.472137;;;;774.189148;677.793945;44.508415;804.044006;686.523560;47.768963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;811.715332;782.749146;82.495842;773.140869;1084.028442;359.646515;;;;774.021545;678.099243;45.096371;803.518433;686.487488;48.641281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;811.386475;783.040894;83.226639;773.157349;1084.418335;359.838409;;;;773.764587;678.484375;45.675827;802.943420;686.843201;49.583660;;;;;;;;;;;;;769.339172;1022.025513;197.474319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;810.820679;783.303772;84.090492;772.935608;1084.936401;359.968994;;;;773.214294;678.789978;46.698029;802.387268;687.505066;50.151905;;;;;;;;;;;;;769.137512;1022.564941;197.212448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;810.386963;783.577820;85.220642;772.818176;1085.473145;360.217285;;;;772.788208;679.085388;47.941154;802.359436;687.719604;51.413116;;;;;;;;;;;;;768.984497;1023.404175;197.219498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;810.062805;783.862244;86.316078;772.573914;1086.227295;360.401611;;;;772.383118;679.401794;49.141827;802.067688;687.988708;53.099247;;;;;;;;;;;;;768.806763;1024.377930;197.488342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;809.541260;784.129211;87.691750;772.502258;1086.952881;360.512482;;;;772.416870;679.701660;50.211418;801.693481;688.333191;54.719833;;;;;;;;;;;;;768.512085;1025.278931;197.667206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;809.161865;784.549561;88.705566;772.423584;1087.647827;360.737946;;;;772.206238;680.267639;51.582779;801.891418;688.926270;56.527431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;808.853882;785.133118;90.627258;772.019348;1088.553345;360.917755;;;;771.670654;680.818237;53.075867;800.975708;689.229980;58.321804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;808.263062;785.735229;92.510017;771.797852;1089.476685;361.454315;;;;771.227966;681.304260;54.711536;800.658875;689.374207;60.991570;;;;;;;;;;;;;;;;767.664063;1028.894531;197.956726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;807.683228;786.543762;93.981995;771.661987;1090.485474;361.685455;;;;770.725525;682.095703;57.406586;800.142273;689.655457;63.503227;;;;;;;;;;;;;;;;767.346252;1030.216187;197.615814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;807.242615;787.444702;96.307869;771.635132;1091.534912;361.885498;;;;770.437012;682.818604;59.624306;799.449646;690.389160;65.967094;;;;;;;;;;;;;;;;766.680969;1032.040649;197.484070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;807.007629;788.268494;98.051949;771.597656;1092.788574;362.329376;;;;769.564941;683.253845;63.176903;798.852844;691.049866;69.027542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;806.849182;789.103333;100.924553;771.414368;1094.098389;362.631714;;;;769.749329;683.774292;66.219902;798.758667;692.039063;71.909821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;806.629028;790.338135;103.552109;771.297241;1095.530151;362.802246;;;;769.821655;684.615479;69.033516;799.018066;692.506836;75.753654;;;;;;;;;;;;;;;;;;;765.391296;1037.579956;197.853943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;806.474792;791.512451;106.326637;771.437622;1097.100830;362.560730;;;;769.903320;685.730713;72.958580;798.784973;693.586609;79.965195;;;;;;;;;;;;;;;;;;;764.825989;1039.852051;197.980209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;806.138123;792.811768;108.967545;771.438293;1098.652832;362.688965;;;;770.089905;686.554077;76.881355;799.201538;694.280029;83.707458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;805.892822;794.206299;111.916382;771.316406;1100.186279;363.189240;;;;769.860657;687.359436;81.180519;798.997070;695.134766;87.347511;;;;;;;;;;;;;;;;;;;;;;763.684448;1044.117310;197.005859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;805.747986;795.860107;114.989204;771.043274;1101.802002;363.617645;;;;769.648621;688.472290;85.837509;798.789734;696.668945;91.848358;;;;;;;;;;;;;;;;;;;;;;762.540222;1046.687622;197.486115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;805.315857;797.179443;118.804276;770.684326;1103.476685;363.942841;;;;769.723572;689.759888;90.818001;798.522278;698.175110;96.404846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;805.085693;799.333435;122.077148;770.358459;1105.171753;364.293671;;;;769.255676;690.604431;96.183609;799.238464;699.147278;100.762360;;;;;;;;;;;;;;;;;;;;;;;;;761.932068;1051.443115;197.352615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;804.663208;800.798096;125.263527;;;;;;;769.714355;692.158142;100.457481;799.415894;701.162842;105.290482;;;;;;;;;;;;;;;;;;;;;;;;;760.326721;1054.421875;197.914154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;804.203613;802.908203;128.852707;;;;;;;769.471924;693.563354;105.846443;799.646179;702.492737;110.705505;;;;;;;;;;;;;;;;;;;;;;;;;759.374268;1057.052856;198.123047;769.516846;1108.795654;365.580200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;803.960876;804.559692;132.788132;;;;;;;769.906860;695.122253;110.282272;799.577637;704.300293;115.829025;;;;;;;;;;;;;;;;;;;;;;;;;758.465515;1059.608398;198.066650;769.415466;1110.770752;365.693237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;803.257874;807.048401;136.482452;;;;;;;770.340515;696.911316;114.973167;799.387268;706.188599;120.531532;;;;;;;;;;;;;;;;;;;;;;;;;;;;769.684998;1112.884155;365.782562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;802.744324;809.349854;140.484024;;;;;;;770.210754;698.804260;120.439880;799.463562;708.783875;125.458801;;;;;;;;;;;;;;;;;;;;;;;;;;;;769.587402;1114.884033;365.821594;757.271606;1065.654541;198.776489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;802.138000;811.720215;144.359436;;;;;;;770.172424;700.863770;125.245926;799.513916;710.513855;129.743729;;;;;;;;;;;;;;;;;;;;;;;;;;;;769.453552;1117.003784;366.270203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;801.397766;814.291321;148.452194;;;;;;;769.950684;702.862427;130.411560;799.705872;712.717896;134.370789;;;;;;;;;;;;;;;;;;;;;;;;;;;;768.702393;1119.038940;367.406738;;;;755.158875;1071.832642;198.608017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;800.937073;816.404724;152.063293;;;;;;;770.078979;705.056458;135.030807;799.638550;714.912415;139.349777;;;;;;;;;;;;;;;;;;;;;;;;;;;;768.026245;1121.008057;368.335571;;;;753.715698;1074.878174;199.335648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;800.071960;819.186890;156.063080;;;;;;;770.223633;707.308044;139.577835;799.266174;717.716858;143.999237;;;;;;;;;;;;;;;;;;;;;;;;;;;;767.342957;1123.047607;369.008484;;;;752.517944;1077.881592;200.462875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;799.091248;822.169983;159.835602;;;;;;;769.688721;709.651306;145.026413;799.395325;720.362854;149.010590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;798.403198;825.019653;163.891983;;;;;;;769.944214;712.273193;149.817291;799.106018;722.697266;154.110794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;766.718384;1127.609863;369.996307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;797.193787;827.807922;167.911697;;;;;;;769.706543;714.737732;154.520935;798.405823;725.721008;158.712479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;766.107422;1130.147217;370.802094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;796.010925;830.869324;171.286072;;;;;;;768.601868;717.548950;159.714798;797.862305;728.794434;163.353531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;765.908020;1132.645508;371.190582;748.192749;1091.061157;201.754181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;795.061646;833.863464;175.449814;;;;;;;768.653320;719.975830;163.986359;797.405945;731.354736;168.059784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;765.809143;1135.228027;371.657715;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;793.894287;836.889343;178.956299;;;;;;;767.892029;722.872131;168.411163;796.787354;734.297058;171.921768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;765.193237;1137.856689;372.596741;;;;746.147705;1097.808716;202.217957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;792.740540;839.912048;182.113037;;;;;;;767.221985;725.871887;172.419586;796.393982;737.687683;175.934662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;764.681885;1140.188721;373.323669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;791.496521;843.033813;186.081512;;;;;;;766.615662;728.820007;176.534225;795.637146;741.165283;179.661041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;764.003113;1142.628174;374.250031;;;;;;;743.928406;1104.907593;203.174637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;789.945618;846.468933;189.507187;;;;;;;765.982422;731.884033;179.890182;794.610657;744.034546;183.678360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.712524;1145.087280;374.893188;;;;;;;742.778809;1108.223999;204.335815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;788.296326;849.906128;192.806458;;;;;;;764.195801;734.701965;184.605652;793.214111;747.103638;187.410538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;763.346375;1147.739380;375.766205;;;;;;;741.586487;1111.571899;204.751694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;786.555725;853.019653;196.461838;;;;;;;762.627502;737.822693;188.952072;791.872437;750.393433;191.098694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.753479;1150.365112;376.716614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;784.934570;856.212891;199.597473;;;;;;;761.071899;741.117737;192.540192;790.627319;753.623291;195.135223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.259521;1152.965698;377.625427;;;;;;;;;;739.541931;1118.763306;205.478729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;783.320129;859.560669;202.530807;;;;;;;759.811768;744.138611;195.654770;788.819153;757.105469;198.525955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.358704;1155.653198;377.906403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;781.539307;862.969482;205.826157;;;;;;;758.386108;747.375122;198.540344;786.762878;760.462708;201.138565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.383606;1158.232300;378.418457;;;;;;;;;;;;;737.051758;1125.665894;207.683853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;779.634460;866.558167;209.129883;;;;;;;756.539490;750.761658;201.664215;785.294373;763.455688;204.089844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;762.018616;1160.969360;379.304810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;777.768005;869.626770;211.389725;;;;;;;754.700745;754.063293;204.196167;783.605652;766.717773;206.736343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;761.566711;1163.502930;379.871521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;775.765076;872.758667;213.949738;;;;;;;752.255310;757.044189;207.224182;781.181641;770.199768;209.004501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;761.018005;1166.177246;380.763153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;773.464478;875.923645;216.531509;;;;;;;750.005676;760.442871;209.843277;778.824768;773.637268;211.487442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.426025;1168.808838;382.178558;;;;;;;;;;;;;;;;733.124023;1139.611450;209.647705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;770.931458;879.294617;218.948181;;;;;;;747.818298;763.676270;211.499893;776.489746;776.625977;214.264526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;760.050537;1171.490479;382.984528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;768.515015;882.674500;221.073654;;;;;;;745.649963;766.950378;213.349182;774.121094;779.464233;216.838776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.990784;1174.105957;383.518280;;;;;;;;;;;;;;;;;;;730.668152;1146.563599;211.724899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;766.509583;885.791199;222.790405;;;;;;;743.267700;770.002502;214.862427;772.070007;782.598511;217.886520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.853027;1176.613525;384.009125;;;;;;;;;;;;;;;;;;;729.840393;1149.884644;212.216797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;763.993652;888.850769;224.878754;;;;;;;740.699097;773.072632;216.752960;769.365784;785.917542;219.051147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.708130;1179.469360;384.712708;;;;;;;;;;;;;;;;;;;729.381104;1153.288940;212.354675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;761.482483;891.884155;226.594177;;;;;;;738.150391;776.118958;217.492538;766.497681;788.985779;220.950241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.970764;1182.436157;384.899567;;;;;;;;;;;;;;;;;;;728.602356;1156.805298;212.858490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;758.868286;895.055786;227.870026;;;;;;;735.467163;779.441895;218.706268;763.913696;791.890503;221.747223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.565186;1184.877319;385.592072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;756.572266;897.858704;228.824707;;;;;;;732.230347;782.702576;219.747696;761.292053;795.060120;222.321960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;759.199463;1187.444092;386.229919;;;;;;;;;;;;;;;;;;;;;;726.858337;1163.147461;214.079422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;754.097778;900.743103;229.894669;;;;;;;729.457886;785.716431;219.840485;758.052856;798.268188;223.348190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.875488;1189.978638;387.187653;;;;;;;;;;;;;;;;;;;;;;726.150940;1166.485229;214.834259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;751.402649;904.138367;230.514587;;;;;;;726.367126;788.754700;220.075500;755.344116;800.822815;223.626221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.884521;1192.455811;388.071930;;;;;;;;;;;;;;;;;;;;;;725.555847;1169.612671;215.381134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;748.788086;906.821899;231.218292;;;;;;;723.598816;791.797607;219.771408;752.070679;803.793579;223.550888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.852600;1194.994995;388.580444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;746.138245;909.437744;231.573242;;;;;;;720.009338;794.559631;219.728836;749.195313;807.022888;223.490005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;758.822815;1197.347046;388.833771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
