Präzision01161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:11:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;;*14;;;*15;;;*16;;;*17;;;*18;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;774.412109;706.203064;88.249077;766.855408;816.726990;117.397667;717.911072;1124.600586;364.656860;790.312439;726.255127;80.790909;701.944397;1095.937500;215.603104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;773.801880;709.033203;91.705666;765.909058;819.177307;119.679008;717.864136;1126.469971;364.953308;;;;700.912354;1099.419678;215.634903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;773.491455;711.764526;95.568497;765.341858;822.395020;122.662552;717.694702;1128.341431;365.507660;;;;700.337646;1102.589111;215.988647;798.749084;729.029297;97.313484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;773.101685;714.393433;99.183434;764.929443;825.395935;124.753662;717.450806;1130.250244;366.161713;;;;700.134399;1106.187866;215.870895;798.215881;731.359192;100.528999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;772.524536;717.023987;102.799980;763.993835;828.478882;127.444763;717.642090;1132.131348;366.669861;;;;700.098999;1109.945923;215.681564;797.858887;734.473145;104.522324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;771.761230;720.168579;106.285034;762.983154;831.685791;130.637268;717.680786;1134.317261;367.139008;;;;699.156616;1113.533447;216.353104;797.389099;737.690308;108.349960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;771.500427;723.457642;109.985092;762.223511;834.807556;133.265945;717.708740;1136.350952;367.295074;;;;698.307251;1117.307617;216.751907;796.775330;740.515381;112.545189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;770.500305;726.674683;113.480537;761.237122;838.073669;136.066635;718.032593;1138.431885;367.040771;;;;697.883728;1121.245605;217.173050;795.637817;743.573547;116.151726;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;769.745544;729.937927;117.148384;760.185303;841.822998;138.796448;718.315247;1140.683105;367.262299;;;;697.285828;1125.131592;217.528870;794.908020;747.309265;118.881676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;768.988464;733.365417;120.808701;758.946655;845.448181;141.522430;718.625732;1142.863770;367.647400;;;;697.083618;1128.908325;217.489822;794.042664;750.986145;122.715530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;767.321411;736.838318;124.180138;757.596985;848.790222;144.398178;718.540466;1145.047485;368.566040;;;;696.611816;1133.010864;218.160522;792.918518;754.385620;126.577667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;766.168091;740.309753;127.888596;756.315918;852.430176;147.621307;718.360840;1147.047241;369.356812;;;;;;;791.399902;758.026001;129.774979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;765.120483;743.903076;131.228622;754.807983;856.044678;149.991623;718.536255;1149.197876;369.748810;;;;;;;790.190979;761.534363;133.453354;696.311096;1140.792358;218.802521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;763.674438;747.583618;134.500076;753.403381;859.609985;152.514297;718.340393;1151.665161;370.272217;;;;;;;789.143127;764.943848;137.091354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;762.754700;751.257507;137.455750;751.903992;863.426331;155.217819;718.375977;1153.806763;370.933319;;;;;;;787.614136;768.505188;140.021927;;;;695.765381;1149.247925;220.396271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;761.053711;754.864136;140.827240;750.491516;867.556519;157.757370;718.707336;1155.843384;371.728943;;;;;;;786.063660;772.322754;142.856415;;;;695.120667;1153.330566;221.795746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
