Präzision24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;10:35:17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;803.104980;762.315125;97.607903;797.594971;675.845032;52.003906;785.867126;973.145447;201.333298;822.117126;998.122070;333.931000;775.205994;679.284119;35.783508;;;;;;;;;;;;;;;
2;803.122559;762.322998;97.603699;797.685547;675.841003;52.078121;785.801758;973.149353;201.283463;822.145020;998.135315;333.938202;775.373352;679.280518;35.796360;;;;;;;;;;;;;;;
3;803.128174;762.320496;97.590950;797.586365;675.853516;52.038708;785.775513;973.167969;201.222565;822.111572;998.101196;333.949829;775.637085;679.324219;35.788170;;;;;;;;;;;;;;;
4;803.112793;762.321350;97.573967;797.598755;675.930115;52.003483;785.828674;973.133362;201.312119;822.085449;998.114136;334.011841;775.698914;679.373718;35.830387;;;;;;;;;;;;;;;
5;803.107544;762.318115;97.558670;797.594971;675.888367;51.990211;785.772156;973.157349;201.243195;822.100769;998.097046;333.967560;775.480774;679.306946;35.831688;;;;;;;;;;;;;;;
6;803.108215;762.317566;97.556923;797.319275;676.112061;52.177090;785.778015;973.050964;201.537720;822.106628;998.161804;334.110535;775.557495;679.399109;35.723904;;;;;;;;;;;;;;;
7;803.110168;762.321594;97.571236;797.613159;675.962891;52.089054;785.737427;973.019043;201.654510;822.063538;998.166809;334.144958;775.770996;679.454834;35.703354;;;;;;;;;;;;;;;
8;803.170227;762.329773;97.602356;797.637451;675.870544;52.027130;785.791016;973.102539;201.465012;822.103027;998.133667;334.155853;775.838379;679.446594;35.695351;;;;;;;;;;;;;;;
9;803.069214;762.332397;97.514847;797.604614;675.838379;52.016087;785.763977;973.025513;201.598450;822.123779;998.170288;334.253174;775.498779;679.315125;35.791523;;;;;;;;;;;;;;;
10;803.064087;762.354614;97.511192;797.671265;675.829529;52.024704;785.689392;973.072449;201.533798;822.066284;998.166992;334.279755;775.489990;679.318970;35.744061;;;;;;;;;;;;;;;
11;803.073853;762.357666;97.520172;797.585083;675.889221;51.990696;785.707458;973.021667;201.725296;822.053528;998.164917;334.279236;775.394592;679.293152;35.775608;;;;;;;;;;;;;;;
12;803.177856;762.330017;97.498474;797.583618;675.891968;52.030968;785.628540;972.994324;201.791931;822.088440;998.150696;334.291351;775.198303;679.216919;35.835407;;;;;;;;;;;;;;;
13;803.158447;762.348572;97.453873;797.565735;675.930237;52.013699;785.600952;972.980652;201.837097;822.162903;998.132996;334.254486;775.282532;679.245667;35.776630;;;;;;;;;;;;;;;
14;803.122070;762.355164;97.445168;797.637756;675.906250;52.027138;785.584229;972.871094;201.877609;822.122375;998.143372;334.266663;775.696960;679.405640;35.676392;;;;;;;;;;;;;;;
15;803.151245;762.350098;97.481209;797.607727;675.871704;52.003174;785.509216;972.834473;201.935425;822.130798;998.140320;334.376068;775.538208;679.339539;35.740303;;;;;;;;;;;;;;;
16;803.189392;762.328613;97.496124;797.633606;675.919617;51.943047;785.504517;972.808167;202.071381;822.056091;998.148438;334.407349;775.597473;679.358521;35.717480;;;;;;;;;;;;;;;
17;803.166870;762.343750;97.490273;797.723511;675.952881;51.941544;785.479553;972.802063;202.119431;822.071838;998.141113;334.399658;775.645630;679.463135;35.645744;;;;;;;;;;;;;;;
18;803.245789;762.342773;97.436951;797.672546;675.992981;51.931721;785.434814;972.813721;202.066299;822.135071;998.136414;334.422272;775.533875;679.422668;35.660683;;;;;;;;;;;;;;;
19;803.255920;762.336731;97.521744;797.600708;676.034851;51.876495;785.398499;972.757019;201.998215;822.123779;998.138367;334.444641;775.767700;679.535400;35.625114;;;;;;;;;;;;;;;
20;803.258789;762.338318;97.452202;797.648804;675.938843;51.918861;785.404114;972.663940;202.133713;822.132690;998.136902;334.433838;775.898193;679.495239;35.649849;;;;;;;;;;;;;;;
21;803.285156;762.343506;97.420647;797.645447;675.965515;51.918896;785.318787;972.658081;202.250305;822.168335;998.129395;334.495789;775.796875;679.461975;35.676193;;;;;;;;;;;;;;;
22;803.290955;762.344299;97.420876;797.637878;675.984192;51.909626;785.367126;972.648315;202.360580;822.195068;998.125305;334.492340;775.675476;679.482788;35.681328;;;;;;;;;;;;;;;
23;803.299744;762.306824;97.427849;797.645630;676.052368;51.863209;785.402039;972.546509;202.405609;822.197571;998.143066;334.520233;775.876648;679.546204;35.691998;;;;;;;;;;;;;;;
24;803.276062;762.294800;97.385551;797.688782;675.994690;51.906628;785.314941;972.495850;202.510376;822.228394;998.143066;334.595428;775.977966;679.551086;35.648132;;;;;;;;;;;;;;;
25;803.351318;762.245483;97.370705;797.695129;675.963867;51.918896;785.228088;972.487854;202.634140;822.260010;998.135559;334.590485;775.630798;679.416931;35.688454;;;;;;;;;;;;;;;
26;803.352356;762.290527;97.337494;797.746704;675.941467;51.939800;785.216614;972.463745;202.725174;822.276550;998.123169;334.669464;775.777710;679.488037;35.617161;;;;;;;;;;;;;;;
27;803.409851;762.323059;97.421310;797.683044;676.020081;51.851475;785.217896;972.376587;202.728180;822.319153;998.123901;334.777344;775.820313;679.556152;35.625145;;;;;;;;;;;;;;;
28;803.477173;762.289001;97.397903;797.714844;676.002502;51.920765;785.214661;972.341125;202.761215;822.293457;998.217834;334.825287;775.747803;679.402893;35.670612;;;;;;;;;;;;;;;
29;803.499268;762.275635;97.380043;797.766846;675.963074;51.924412;785.194580;972.326599;202.824310;822.347351;998.213806;334.833405;775.706421;679.331299;35.696358;;;;;;;;;;;;;;;
30;803.505249;762.341980;97.379074;797.760681;676.002991;51.884567;785.148743;972.233948;202.963501;822.354553;998.216614;334.862854;775.710144;679.424255;35.674725;;;;;;;;;;;;;;;
31;803.597961;762.280640;97.424843;797.751648;675.993286;51.876953;785.008179;972.059082;203.109268;822.380371;998.193481;334.966156;775.780884;679.487671;35.608852;;;;;;;;;;;;;;;
32;803.613586;762.319519;97.442894;797.757446;676.020752;51.775288;784.921082;972.025269;203.256485;822.460449;998.149048;335.118713;775.808228;679.498779;35.588337;;;;;;;;;;;;;;;
33;803.639771;762.280029;97.390541;797.783508;676.026001;51.772038;784.900696;972.037842;203.290390;822.477600;998.145691;335.169647;776.013000;679.531555;35.569862;;;;;;;;;;;;;;;
34;803.724731;762.264343;97.421204;797.790649;676.015015;51.783264;785.100098;971.958618;203.299881;822.499634;998.110657;335.269073;775.952209;679.481323;35.626709;;;;;;;;;;;;;;;
35;803.749695;762.210999;97.440651;797.837524;676.008728;51.768105;784.958679;971.870911;203.479034;822.612366;998.130310;335.332977;776.040894;679.511169;35.611259;;;;;;;;;;;;;;;
