Präzision01164;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/26;;;;;;;;;;;;;;;;;;;;;;;
Time:;15:47:41;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;843.609741;769.594910;94.324249;898.859131;999.526672;228.714981;817.983582;687.977844;39.453968;789.798462;684.674744;38.040520;958.054016;1026.135864;375.006348;;;;;;;;;
2;843.452881;770.043945;94.853539;898.927612;1000.400146;228.726486;817.377075;688.881409;41.297432;789.690430;685.553650;38.501148;958.171326;1026.630859;374.973175;;;;;;;;;
3;843.137146;770.860168;95.596230;899.310059;1001.287903;228.608597;816.898193;689.540527;42.565239;789.263733;686.793396;39.845497;958.461060;1027.130493;374.863861;;;;;;;;;
4;842.854309;772.056702;96.392746;899.955383;1002.869995;228.467804;817.169312;689.232117;44.213161;788.382568;687.841736;41.301464;958.958130;1027.921631;374.623474;;;;;;;;;
5;842.105469;773.444092;97.607201;900.420227;1004.459656;228.342484;816.863098;690.505615;46.423306;787.807007;688.661133;42.474640;959.486023;1028.684448;374.646912;;;;;;;;;
6;841.553650;774.381348;98.816040;900.780640;1005.647644;228.348969;815.744324;691.797546;47.750294;787.200623;689.997192;44.401722;959.881226;1029.352051;374.608276;;;;;;;;;
7;841.238892;775.491577;100.022156;901.294006;1007.266968;228.462799;815.209717;692.573975;49.789906;786.471252;691.163208;46.020737;960.253540;1029.964966;374.590668;;;;;;;;;
8;840.697693;777.072266;101.583351;902.280579;1008.965088;227.923798;814.731323;693.691040;52.130554;785.454224;692.510803;47.316555;960.293457;1030.548950;374.882050;;;;;;;;;
9;840.033752;778.325867;102.984207;903.202942;1010.748352;227.774643;813.396484;695.107422;53.591805;784.683105;694.087646;49.398373;960.357849;1031.245728;375.012970;;;;;;;;;
10;839.454163;779.867004;104.462158;903.811707;1012.400085;228.058319;812.280884;696.368713;55.535114;783.830200;695.391663;51.178055;960.700684;1032.216187;375.032379;;;;;;;;;
11;838.850281;781.633301;106.067642;904.487671;1014.329712;228.420700;811.419373;697.589111;58.024326;782.612366;697.355896;53.075520;961.267944;1033.156738;374.938232;;;;;;;;;
12;838.342224;783.310974;107.611763;905.319397;1016.316711;228.234344;809.923950;699.114990;59.877605;781.602844;698.992615;54.839180;961.821045;1034.143921;374.876587;;;;;;;;;
13;837.603577;785.327454;109.319122;906.355713;1018.600769;227.568817;808.827881;700.622253;62.170525;780.307556;701.135559;56.915066;962.245972;1035.205444;374.945251;;;;;;;;;
14;836.651794;787.051514;111.208870;907.304993;1020.662109;227.350693;807.368591;702.801819;64.010460;778.786804;702.953186;59.295025;962.442871;1036.242920;375.061005;;;;;;;;;
