Präzision01118;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;
Time:;16:10:11;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;816.623291;784.097412;97.167198;822.397949;1037.537964;461.088409;844.396118;973.786743;280.110168;806.141296;701.337219;35.681358;778.866394;687.871155;37.782684;;;;;;;;;
2;816.649719;784.045776;97.171631;822.437988;1037.597656;461.141083;844.338501;973.780151;280.207031;806.238403;701.346924;35.765663;778.995789;687.881592;37.699627;;;;;;;;;
3;816.554260;784.107544;97.193291;822.229065;1037.640869;461.019348;844.386719;973.810913;280.376740;807.212219;700.757141;36.216866;778.961304;687.900269;37.668064;;;;;;;;;
4;816.552673;784.112244;97.236435;822.503235;1037.752075;461.058075;844.385437;973.766235;280.437744;807.747498;700.332947;36.670086;778.970337;687.896973;37.740250;;;;;;;;;
5;816.686646;784.052246;97.249229;822.537781;1037.783081;461.103088;844.257141;973.711365;280.695160;806.942993;700.782166;36.464230;778.932251;687.962646;37.780376;;;;;;;;;
6;816.588989;784.050720;97.266579;822.507263;1037.920898;461.081726;844.184265;973.756714;280.810486;807.184937;700.732544;36.307953;778.927246;687.996094;37.706127;;;;;;;;;
7;816.551941;784.064209;97.292564;822.484497;1037.947876;461.174286;844.112427;973.838501;280.892853;807.576294;700.529785;36.469402;778.922974;687.916321;37.684944;;;;;;;;;
8;816.618469;784.011475;97.326012;822.523743;1038.033325;461.181000;844.068604;973.914856;281.029205;807.552673;700.415833;36.594154;778.868774;687.880737;37.798019;;;;;;;;;
9;816.593018;783.992920;97.391212;822.563660;1038.116089;461.281006;843.994873;974.063477;281.178741;807.484558;700.428833;36.613899;778.653564;687.983337;37.984764;;;;;;;;;
10;816.525085;784.003052;97.482346;822.536316;1038.225952;461.328796;843.905029;974.131653;281.161560;807.395447;700.429871;36.632378;778.687988;687.979065;37.934513;;;;;;;;;
11;816.680725;783.872803;97.526428;822.515320;1038.338379;461.378204;843.775085;974.236633;281.232971;807.194824;700.551025;36.588482;778.817200;687.981873;37.885662;;;;;;;;;
12;816.667175;783.794983;97.602386;822.550171;1038.452881;461.349152;843.675842;974.366882;281.371002;806.984375;700.596985;36.574791;778.750977;688.009155;38.051365;;;;;;;;;
13;816.841736;783.668701;98.113976;822.547485;1038.626099;461.354889;843.574890;974.479492;281.534058;806.698914;700.750244;36.435631;778.607239;688.004150;38.230984;;;;;;;;;
14;816.854065;783.615845;98.406921;822.511108;1038.855957;461.391907;843.401611;974.696167;281.568146;806.345398;700.880676;36.404831;778.504395;688.068726;38.352608;;;;;;;;;
15;816.867065;783.604614;98.490913;822.414978;1039.038452;461.467316;843.281250;974.925598;281.714111;805.857300;701.062744;36.294727;778.491211;688.083435;38.357391;;;;;;;;;
16;816.695129;783.596313;98.743965;822.499207;1039.226685;461.516876;843.327637;975.070801;281.869659;805.652466;701.248718;36.253311;778.407471;688.211792;38.301342;;;;;;;;;
17;816.579163;783.619019;99.015732;822.495239;1039.427734;461.517853;843.242004;975.218872;282.010040;805.585754;701.271912;36.341801;778.292664;688.261841;38.359699;;;;;;;;;
18;816.496826;783.613281;99.198631;822.410950;1039.646118;461.611328;843.199951;975.424866;282.036774;805.524414;701.246521;36.581337;778.051880;688.493103;38.235325;;;;;;;;;
19;816.399841;783.723450;99.590569;822.408630;1039.922607;461.741760;843.141785;975.676575;282.092377;805.460632;701.303345;36.733795;777.939209;688.745667;38.282551;;;;;;;;;
20;816.249939;783.831543;99.897087;822.298706;1040.187134;461.870789;843.071350;975.936646;282.169922;805.304382;701.436340;36.944233;778.000977;688.972900;38.641769;;;;;;;;;
21;816.038147;783.994385;100.374344;822.178528;1040.508179;461.914490;842.926147;976.242188;282.191986;804.929443;701.478638;37.578671;777.851440;689.158569;38.999405;;;;;;;;;
22;815.795959;784.280212;100.815094;822.246033;1040.714478;462.044525;842.721985;976.635803;282.332825;804.958679;701.234558;38.713669;777.742920;689.124939;39.537590;;;;;;;;;
23;815.513306;784.690247;101.209503;822.103149;1041.009888;462.138794;842.529846;977.145142;282.500458;805.313110;700.926758;40.370770;777.671387;689.106201;40.025013;;;;;;;;;
24;815.327698;785.034058;101.481598;822.050659;1041.413818;462.295074;842.355530;977.619751;282.746979;805.323486;701.236450;41.392338;777.594971;689.192078;40.497501;;;;;;;;;
25;815.185730;785.438660;101.971329;821.965088;1041.739502;462.434723;842.386780;977.966248;282.608154;805.043640;701.416870;42.055412;777.298279;689.461426;42.071850;;;;;;;;;
26;815.013306;785.774719;102.507187;822.168152;1042.241333;462.543091;842.126038;978.590210;282.885712;804.331177;701.463806;43.138138;776.681702;689.442078;43.831573;;;;;;;;;
27;814.865479;786.058411;103.541153;822.201843;1042.687866;462.692108;841.949768;979.316162;283.070007;804.032715;701.332825;44.769108;776.299744;689.402710;44.920483;;;;;;;;;
28;814.611084;786.479492;104.639122;822.286560;1043.150391;462.730103;841.709900;980.263062;283.160645;804.545654;700.991455;46.788498;776.400391;689.511597;46.070034;;;;;;;;;
29;814.370850;786.739502;105.800713;822.307983;1043.815918;462.566589;841.432861;981.056580;283.471069;804.977234;700.807495;48.939049;776.251953;689.700317;47.658516;;;;;;;;;
30;814.031738;787.126465;106.827293;822.388611;1044.377686;462.684143;841.265808;981.851624;283.879303;804.639587;701.020386;50.861320;775.589600;690.066345;49.401543;;;;;;;;;
31;813.612793;787.757568;107.950188;822.386719;1044.969482;462.806213;841.279602;982.846619;284.142487;804.477722;700.766357;52.498695;774.972290;690.366333;50.883186;;;;;;;;;
32;813.298828;788.395874;109.498390;822.389893;1045.774048;462.976837;841.531311;984.167664;284.446716;803.272400;700.982483;54.435207;774.398560;690.729492;52.765385;;;;;;;;;
33;812.825134;789.155701;110.670326;822.430786;1046.451416;463.125641;841.593506;985.389648;284.622620;802.277222;701.391174;56.273418;773.836853;690.971130;54.633125;;;;;;;;;
34;812.497009;789.755188;111.934578;822.490112;1047.352539;463.309906;841.454773;986.513000;284.793396;801.699219;701.319153;58.432835;772.987427;691.306274;57.524677;;;;;;;;;
35;812.254150;790.081970;113.794876;822.547729;1048.245972;463.331604;841.354004;987.978394;284.881653;801.986389;701.506897;61.385609;772.461853;691.608582;59.530575;;;;;;;;;
36;812.016296;790.784180;115.296356;822.551392;1049.291382;463.297028;841.256897;989.518311;285.210602;801.435120;701.691650;63.876656;772.019348;692.230835;61.781677;;;;;;;;;
37;811.478638;791.412842;117.281990;822.502747;1050.237793;463.310638;841.303772;990.912598;285.405518;801.139282;701.886475;66.376205;771.435608;692.450012;64.141792;;;;;;;;;
38;810.876953;792.476746;119.089394;822.221497;1051.187744;463.598206;841.268677;992.739075;285.593079;800.533142;701.623108;68.958649;770.713318;692.828857;66.567543;;;;;;;;;
39;810.509888;793.324646;120.888954;821.941345;1052.357788;464.028717;841.237915;993.859314;286.014984;799.437683;702.340027;71.394394;769.810913;693.537720;69.406120;;;;;;;;;
40;809.879700;794.012756;123.148590;821.828552;1053.458984;464.343628;841.084290;995.878967;286.524475;798.198547;702.840210;74.194572;769.256897;694.176697;72.186653;;;;;;;;;
41;809.377991;794.858582;124.875221;822.379150;1054.791626;464.387909;840.799255;997.375244;286.805725;797.807617;703.041870;77.027916;768.523987;694.559265;75.096191;;;;;;;;;
42;808.972900;795.917969;127.142113;822.472229;1056.176147;464.489380;840.356812;999.009766;287.372070;798.009216;703.604797;79.988594;767.730408;695.179565;77.913368;;;;;;;;;
43;808.579651;796.850647;129.131531;822.464050;1057.481689;464.669464;840.019714;1000.466248;288.011200;796.723267;704.662476;82.806831;766.931641;695.972351;80.453491;;;;;;;;;
44;807.919495;797.752136;131.260635;822.569031;1058.872559;464.770782;840.206665;1002.396484;288.518555;795.818054;705.262146;85.571320;766.370911;696.880127;83.547066;;;;;;;;;
45;807.396301;799.052612;133.432281;822.664124;1060.144531;464.746613;840.016663;1003.923218;288.790833;795.318359;706.062195;88.626404;765.446167;697.729370;86.924507;;;;;;;;;
46;807.042358;800.425171;136.004730;822.732971;1061.495483;464.777710;839.676575;1005.729675;289.265594;794.873840;706.483521;91.598618;764.822021;698.433960;89.043594;;;;;;;;;
47;806.386963;801.464111;138.038467;822.593872;1062.937012;464.941986;839.355835;1007.510742;289.847656;794.509277;707.157715;94.424316;764.293945;699.410645;92.439018;;;;;;;;;
48;805.729126;802.224121;140.089096;822.301392;1064.302002;465.399353;839.433655;1009.644653;290.409180;793.357300;708.378601;97.528519;763.619690;700.497559;95.060944;;;;;;;;;
49;805.167480;803.619141;142.458450;822.215515;1065.873535;465.800690;839.247620;1011.781738;290.473297;792.270020;709.620178;99.867821;762.848938;701.518494;97.972755;;;;;;;;;
50;804.604614;805.209229;144.981384;822.185547;1067.328003;466.142578;838.955750;1013.664185;290.638245;792.038574;710.335815;102.857529;762.324707;702.401733;101.157181;;;;;;;;;
51;803.840759;806.530396;146.926056;822.187805;1068.858276;466.372894;838.456299;1016.057495;291.226563;791.085388;711.607849;106.108559;761.201782;703.815186;103.977547;;;;;;;;;
52;802.889282;808.131958;149.496536;822.230225;1070.261597;466.670898;838.039734;1018.238647;292.224487;790.021423;713.179810;108.729095;760.418518;704.993164;106.898285;;;;;;;;;
53;802.470215;809.775513;151.715439;822.208130;1071.670044;466.880768;837.999146;1020.390991;292.877045;789.229736;714.326416;111.393692;759.852722;706.260559;110.242973;;;;;;;;;
54;801.853638;811.054993;154.232971;822.156250;1073.251587;467.276947;837.997375;1022.874939;293.053711;788.994202;715.205994;114.948639;759.008362;707.964172;112.973595;;;;;;;;;
55;801.167786;812.960266;155.963867;822.056396;1074.727783;467.767029;837.363586;1025.093506;293.703949;788.032043;717.255615;117.263443;758.313354;709.258179;115.429642;;;;;;;;;
56;800.278198;814.479370;158.637924;821.657715;1076.201050;468.410614;836.946289;1027.345337;294.742249;786.934937;718.671387;119.998009;757.658447;710.912048;118.753731;;;;;;;;;
57;799.935852;816.340271;160.784912;821.416748;1077.733643;468.783478;836.262451;1029.722534;295.314697;786.541809;720.036316;123.058411;756.658997;712.306030;121.516243;;;;;;;;;
58;798.976807;818.164856;163.021088;821.472839;1079.293945;469.190247;835.785583;1032.011108;295.629333;785.332581;722.261230;125.485855;755.475037;714.040039;124.103951;;;;;;;;;
59;798.150757;820.098694;165.011475;821.207153;1080.838013;469.522217;835.356445;1034.261108;296.039124;783.998718;723.537842;128.203522;754.608582;715.686829;126.935486;;;;;;;;;
60;797.102478;821.957214;167.332916;820.899719;1082.451172;469.905243;835.207947;1037.079468;296.899475;783.815674;725.156067;130.991974;753.454529;717.419739;129.933365;;;;;;;;;
61;796.139282;823.930542;169.246185;820.869568;1083.986328;470.313904;835.043335;1039.437866;297.022217;782.771606;726.769348;133.639908;752.602600;718.960632;132.277786;;;;;;;;;
62;795.176086;825.985596;171.469177;820.630798;1085.795776;470.785248;834.510376;1041.782227;297.908356;781.743896;728.625610;136.184830;751.522949;721.158447;134.542465;;;;;;;;;
63;794.307678;827.994202;173.572891;820.792664;1087.299072;471.084808;833.846436;1044.287231;299.014771;780.622803;730.642517;138.389893;750.520630;723.095825;136.561493;;;;;;;;;
64;793.375854;830.160706;175.256226;820.952576;1088.971313;471.436523;832.913879;1046.662842;299.670258;778.957458;733.010376;140.478134;749.590942;725.257690;139.295303;;;;;;;;;
65;792.301270;832.316650;177.442795;820.920105;1090.577026;471.617889;832.139282;1048.892700;300.559113;777.772827;734.710999;142.268494;748.292542;726.979248;141.305710;;;;;;;;;
66;791.263977;834.298828;179.193207;820.595703;1092.309570;472.185425;831.842468;1051.357910;301.131500;776.280884;736.977539;144.158813;747.143433;729.204346;143.955536;;;;;;;;;
67;790.147888;836.638611;181.489014;820.252380;1093.870728;472.680115;831.960205;1054.093750;301.041046;775.707581;738.672913;146.949066;745.866211;731.268250;145.563049;;;;;;;;;
68;789.162415;838.565918;182.770279;819.975708;1095.504517;473.389984;831.817017;1056.650269;301.348022;774.723816;740.891235;148.832535;744.865173;733.384216;147.845169;;;;;;;;;
69;787.846008;841.070923;184.892868;819.710449;1097.132813;474.012482;831.305176;1059.124512;302.113586;773.454041;742.889343;150.780594;743.864319;735.808533;149.394211;;;;;;;;;
70;786.842651;843.207336;186.099564;819.844116;1098.723511;474.523926;830.523071;1061.727295;302.860321;771.965515;745.540588;152.229797;742.245422;738.140198;151.356323;;;;;;;;;
71;785.566833;845.701172;187.962082;819.862488;1100.393921;475.012421;830.037354;1064.224121;303.514343;770.663879;747.462341;154.067734;740.651245;740.291687;152.880661;;;;;;;;;
72;784.459412;847.750854;188.914810;819.457092;1102.186157;475.794434;829.533386;1066.491089;304.567749;769.197083;750.386597;155.465500;739.318970;742.915649;154.650879;;;;;;;;;
