Präzision01158;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/28;;;;;;;;;;;;;;;;;;;;
Time:;11:53:53;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;801.703491;655.875366;71.463005;832.295837;769.615295;91.541740;836.013184;984.066284;211.950104;847.134155;1083.533081;424.394592;819.072571;676.180908;62.401417;;;;;;
2;801.777527;655.922058;71.518524;832.388794;769.621033;91.640778;835.853027;984.152344;211.708527;847.123169;1083.517212;424.403503;818.968567;676.316345;62.301720;;;;;;
3;801.933228;655.914734;71.615639;832.399841;769.726318;91.658279;836.038696;984.227722;211.960678;847.114685;1083.603638;424.587860;818.164978;676.626648;61.761887;;;;;;
4;801.892761;655.954956;71.372681;832.332397;769.780151;91.720924;836.098022;984.203064;211.953339;847.086060;1083.651489;424.415588;818.341431;676.664978;61.790279;;;;;;
5;801.912292;656.069458;71.548683;832.305542;769.786316;91.741821;836.015686;984.293152;211.989929;847.075623;1083.726563;424.451477;818.769226;676.649963;62.127926;;;;;;
6;801.996521;656.100037;71.573929;832.294617;769.879883;91.739746;836.001526;984.349976;212.088440;847.092834;1083.718506;424.654755;819.074158;676.558289;62.402462;;;;;;
7;802.021912;656.069824;71.479355;832.294373;769.896118;91.735558;835.776917;984.468140;211.892868;847.108154;1083.754395;424.712982;819.253113;676.516785;62.559086;;;;;;
8;802.164429;656.090820;71.437675;832.251343;769.943359;91.785225;835.939087;984.496521;212.080948;847.079712;1083.756226;424.772552;819.979858;676.492981;62.926750;;;;;;
9;802.180176;656.205444;71.609497;832.244080;770.014587;91.826309;835.916992;984.616272;212.266251;847.090271;1083.733521;424.672699;819.844238;676.485168;62.978539;;;;;;
10;802.101379;656.257690;71.638535;832.257385;770.030273;91.835175;835.898010;984.623230;212.242813;847.108887;1083.819702;424.706268;819.413513;676.570557;62.688931;;;;;;
11;802.151489;656.255981;71.695488;832.254944;770.008728;91.928802;835.850220;984.714294;212.300110;847.019287;1083.879028;424.900330;819.943359;676.645874;62.939861;;;;;;
12;802.163574;656.242798;71.701889;832.267212;770.072937;91.982857;835.824768;984.761108;212.360580;846.939819;1083.992798;424.995087;819.515015;676.594849;62.770390;;;;;;
13;802.194031;656.226379;71.695206;832.254761;770.066467;91.954819;835.659851;984.721924;212.058167;846.996521;1083.974243;424.899536;819.126160;676.740479;62.451828;;;;;;
14;802.268127;656.226074;71.734734;832.258545;770.073608;91.957474;835.768311;984.837036;212.305847;847.048889;1083.990234;424.871704;818.783569;676.870667;62.219494;;;;;;
15;802.175903;656.291748;71.701965;832.328308;770.054504;91.996429;835.757629;984.875977;212.457306;846.922424;1084.096313;424.938721;819.432007;676.847656;62.500546;;;;;;
16;802.239746;656.331604;71.743996;832.330444;770.044678;92.008530;835.733337;984.878906;212.563248;846.979004;1084.105469;424.978577;819.711975;676.782043;62.874020;;;;;;
17;802.240967;656.345825;71.686867;832.337769;770.054138;92.016472;835.672058;984.863464;212.514221;846.967896;1084.093384;425.008575;819.565979;676.761475;62.880959;;;;;;
18;802.245605;656.313904;71.682602;832.339172;770.056580;92.016823;835.639221;984.829041;212.528168;846.941040;1084.107300;424.972443;819.079529;676.767212;62.461742;;;;;;
19;802.228821;656.289795;71.704536;832.347351;770.063416;92.027382;835.521790;984.868042;212.582748;846.969604;1084.101929;424.951111;819.074036;676.907288;62.416779;;;;;;
20;802.171265;656.250305;71.701302;832.331909;769.999634;92.007248;835.569763;984.863892;212.631500;846.947144;1084.194946;425.015594;819.077820;676.856995;62.372772;;;;;;
