Präzision14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;13:25:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;785.587341;772.856445;106.936630;803.323242;660.907471;71.087738;825.737244;678.335388;77.724533;719.160461;1018.504456;389.939270;702.143066;1052.534546;220.036743;;;;;;;;;;;;;;;;;;
2;785.569458;772.993652;106.844978;803.330017;660.979797;71.069351;825.679016;678.240479;77.877991;719.124878;1018.592224;390.013184;702.140137;1052.526855;219.980743;;;;;;;;;;;;;;;;;;
3;785.612122;773.094727;107.000000;803.225281;661.052307;71.139702;825.034973;680.120300;78.198761;719.118774;1018.600464;390.030975;702.086060;1052.605591;219.920563;;;;;;;;;;;;;;;;;;
4;785.571838;773.073608;106.869720;803.230408;661.043091;71.125786;824.764221;680.582153;78.196144;719.074951;1018.582581;390.052765;702.126953;1052.645996;220.098053;;;;;;;;;;;;;;;;;;
5;785.507202;773.253906;106.721031;803.248779;661.091919;71.070366;824.717896;680.507874;78.063202;719.055176;1018.663025;390.071655;702.099304;1052.644531;219.981689;;;;;;;;;;;;;;;;;;
6;785.404663;773.303284;106.543114;803.231689;661.152771;71.078171;824.742737;680.446350;78.074242;719.020447;1018.726624;390.034668;702.148682;1052.650024;219.984741;;;;;;;;;;;;;;;;;;
7;785.468628;773.394775;106.747986;803.199036;661.251221;71.158134;824.726563;680.506653;78.085464;719.062439;1018.784973;390.044098;702.143005;1052.646240;219.957153;;;;;;;;;;;;;;;;;;
8;785.422424;773.348267;106.576553;803.027527;661.173706;71.285904;824.741455;680.536926;78.136475;719.158020;1018.869995;389.935150;702.115540;1052.734985;219.988770;;;;;;;;;;;;;;;;;;
9;785.348450;773.424438;106.544907;802.988831;661.203430;71.312805;824.780334;680.487366;78.193596;719.046631;1018.911194;389.758209;702.058411;1052.763794;220.003571;;;;;;;;;;;;;;;;;;
10;785.338440;773.473389;106.529907;802.940674;661.202209;71.357330;824.793274;680.469971;78.206802;719.133545;1019.031494;389.707825;702.032715;1052.856934;220.094315;;;;;;;;;;;;;;;;;;
11;785.369873;773.526733;106.587502;802.940857;661.283020;71.347977;824.790283;680.472412;78.201645;719.017090;1019.022949;389.765106;702.318970;1052.807983;220.023880;;;;;;;;;;;;;;;;;;
12;785.355896;773.577698;106.601715;802.994141;661.341797;71.333794;824.782715;680.560425;78.243355;719.114502;1019.010498;389.619568;702.124084;1052.848511;219.980438;;;;;;;;;;;;;;;;;;
13;785.306396;773.650696;106.551292;803.014771;661.417053;71.310455;824.779907;680.570374;78.223358;719.046509;1019.100769;389.704803;702.009644;1052.966553;220.019470;;;;;;;;;;;;;;;;;;
14;785.305176;773.722839;106.485504;803.043152;661.461853;71.285957;824.794983;680.568420;78.213562;718.949158;1019.086182;389.712219;702.012634;1052.989990;220.086823;;;;;;;;;;;;;;;;;;
15;785.375488;773.777771;106.468498;803.000366;661.539368;71.311256;824.768005;680.637573;78.184372;718.907776;1019.164429;389.724731;702.284058;1053.011719;219.992477;;;;;;;;;;;;;;;;;;
16;785.380798;773.815308;106.470947;803.099182;661.592224;71.390099;824.727112;680.687683;78.199532;718.999817;1019.204834;389.796722;702.386169;1053.017578;219.905243;;;;;;;;;;;;;;;;;;
17;785.363037;773.829346;106.474228;803.169373;661.587524;71.358894;824.805847;680.732849;78.288429;719.008728;1019.212646;389.788727;702.159302;1053.084717;219.933456;;;;;;;;;;;;;;;;;;
18;785.384583;773.916992;106.466194;803.146729;661.601135;71.389366;824.783447;680.767639;78.226547;718.973450;1019.188599;389.713104;702.105469;1053.184082;220.136734;;;;;;;;;;;;;;;;;;
19;785.386475;773.949890;106.383591;803.200439;661.662903;71.408417;824.855225;680.774780;78.286667;719.135925;1019.321106;389.594757;702.033081;1053.215942;220.056870;;;;;;;;;;;;;;;;;;
20;785.364685;773.948242;106.370514;803.646362;661.622131;70.904556;824.831238;680.811523;78.254807;719.067322;1019.324646;389.622742;702.364929;1053.224487;220.047256;;;;;;;;;;;;;;;;;;
21;785.419312;774.046509;106.442139;803.406616;661.830322;71.158043;824.851013;680.836243;78.235107;719.008789;1019.318848;389.699158;702.186340;1053.277100;220.075302;;;;;;;;;;;;;;;;;;
22;785.386230;774.079529;106.432938;803.345154;661.876038;71.235443;824.882202;680.928894;78.174736;719.059265;1019.301758;389.779236;702.083557;1053.302856;220.096146;;;;;;;;;;;;;;;;;;
23;785.372375;774.083618;106.445511;803.337769;661.931641;71.209404;824.899963;680.927612;78.189034;719.010254;1019.369202;389.748566;702.151001;1053.325439;220.102783;;;;;;;;;;;;;;;;;;
24;785.457397;774.164185;106.481598;803.338135;661.948486;71.216927;825.217041;680.952515;78.402168;718.999084;1019.396790;389.754730;702.362122;1053.494629;219.791840;;;;;;;;;;;;;;;;;;
25;785.505127;774.183350;106.478767;803.338257;661.944946;71.222717;825.020996;680.935608;78.279579;719.114929;1019.397217;389.805389;702.360718;1053.551636;219.608398;;;;;;;;;;;;;;;;;;
26;785.529663;774.230103;106.468132;803.396912;661.958435;71.208824;824.885193;681.028809;78.141068;719.152527;1019.406372;389.814087;702.162659;1053.555298;219.807999;;;;;;;;;;;;;;;;;;
27;785.766968;774.277832;106.480392;803.391846;662.011719;71.197289;824.949524;681.018311;78.208618;719.161987;1019.505371;389.829407;702.160400;1053.529175;220.030258;;;;;;;;;;;;;;;;;;
28;785.853210;774.282532;106.465797;803.415344;662.088806;71.280418;824.914001;681.027832;78.129440;719.201782;1019.521484;389.858154;702.263367;1053.673706;219.869232;;;;;;;;;;;;;;;;;;
