Präzision30;;;;;;;;;;;;;;;;;;
Date:;2025/04/16;;;;;;;;;;;;;;;;;
Time:;14:19:17;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;792.593445;779.304932;113.679665;772.042175;1033.564453;281.145996;780.779724;673.194092;69.095322;792.921448;1071.317017;417.724823;799.280457;694.944763;59.692616;;;
2;792.559143;779.303955;113.649231;772.108032;1033.583374;281.099884;780.758789;673.173279;69.155045;792.992371;1071.227783;417.653809;799.280457;694.944763;59.692642;;;
3;792.537964;779.342041;113.644485;772.036011;1033.572388;281.037781;780.766968;673.182739;69.119980;792.980835;1071.212036;417.655853;799.280518;694.944763;59.692654;;;
4;792.556396;779.254456;113.678276;771.983093;1033.659546;281.092194;780.812012;673.210571;69.116913;792.902466;1071.278931;417.691925;799.263184;694.947083;59.687229;;;
5;792.529846;779.277893;113.737785;771.974060;1033.671631;281.096619;780.773804;673.225342;69.062592;792.949768;1071.322266;417.687775;799.682556;694.876160;59.962395;;;
6;792.480103;779.292480;113.793732;771.953613;1033.675415;281.126068;780.680054;673.239136;69.021545;792.948853;1071.316284;417.688354;799.873169;694.790222;60.145035;;;
7;792.493958;779.287842;113.802338;771.907593;1033.677002;281.126282;780.651367;673.229614;69.102425;792.897827;1071.290039;417.698547;799.866333;694.816101;60.151020;;;
8;792.515808;779.231934;113.799225;771.931946;1033.673706;281.141418;780.628479;673.211365;69.074768;792.892578;1071.300781;417.668915;799.753479;694.815674;60.070103;;;
9;792.493469;779.222717;113.769463;771.911743;1033.676147;281.124207;780.614624;673.127441;69.037277;792.927490;1071.316772;417.710205;799.654480;694.830383;59.989155;;;
10;792.429688;779.200928;113.748894;771.939392;1033.674194;281.134583;780.614380;673.108215;69.035103;792.641846;1071.501831;418.189758;799.546387;694.838074;59.997108;;;
11;792.470337;779.218872;113.793098;771.949524;1033.673706;281.134644;780.569458;673.090332;69.153442;792.850342;1071.453613;417.796387;799.358826;694.911377;59.804569;;;
12;792.365967;779.203918;113.774826;771.879883;1033.685303;281.096100;780.575378;673.110779;69.104408;793.020569;1071.448120;417.617737;799.735413;694.832947;60.115768;;;
13;792.297180;779.200989;113.745644;771.910034;1033.681641;281.103516;780.564392;673.105652;69.144333;793.035522;1071.450928;417.615265;799.612793;694.734680;60.114765;;;
14;792.285156;779.191101;113.735374;771.897034;1033.681885;281.082550;780.374268;673.026489;69.256554;793.021484;1071.446289;417.621185;799.980835;694.716614;60.362682;;;
15;792.296814;779.190857;113.788467;771.873230;1033.686401;281.089081;780.508240;673.059082;69.141800;793.036926;1071.444946;417.614746;800.175964;694.616028;60.531879;;;
16;792.323181;779.222168;113.949394;771.880005;1033.675659;281.065857;780.456909;673.046326;69.236740;793.019775;1071.444824;417.619324;800.211243;694.574829;60.575802;;;
17;792.300415;779.178040;113.947311;771.865051;1033.771606;281.105164;780.364990;672.985535;69.368034;793.036438;1071.445313;417.614563;800.122070;694.594238;60.515175;;;
18;792.241943;779.197632;114.014885;771.849060;1033.785156;281.102570;780.290527;672.979431;69.462975;793.021973;1071.445557;417.620728;800.032166;694.642212;60.466125;;;
19;792.175110;779.213806;114.123199;771.799072;1033.785522;281.048523;780.295471;672.988342;69.540840;793.006287;1071.414063;417.672791;799.703186;694.722473;60.328587;;;
20;792.151062;779.191895;114.170715;771.809814;1033.895630;281.067230;780.331421;672.969788;69.528206;793.029968;1071.438843;417.628082;799.415100;694.727356;60.225365;;;
21;792.073608;779.189392;114.233955;771.777893;1034.001465;281.009827;780.393188;673.067871;69.504189;793.052979;1071.462158;417.569977;799.985962;694.812683;60.660919;;;
22;792.263489;779.182617;114.252312;771.757202;1034.018311;281.001984;780.368042;673.020691;69.687592;793.077515;1071.457886;417.583740;800.835571;694.745911;61.495293;;;
23;791.984802;779.267212;114.460075;771.684204;1034.189453;280.999084;780.392700;672.973328;69.844231;793.057129;1071.558228;417.597351;802.190430;694.223755;62.788319;;;
24;791.910400;779.264343;114.681389;771.570190;1034.328369;281.021942;780.235840;672.947388;70.085388;793.058105;1071.571777;417.577118;805.396545;693.120728;65.673233;;;
25;791.834351;779.291443;114.849487;771.482117;1034.439941;281.052551;780.167114;672.932373;70.257950;793.108887;1071.568115;417.623138;807.285461;692.348083;67.839767;;;
26;791.738037;779.264343;114.976639;771.393005;1034.648193;281.023743;780.290649;673.115784;70.434097;793.055054;1071.627563;417.656555;807.515808;692.159912;68.366417;;;
27;791.687622;779.283752;115.161362;771.384094;1034.854370;281.004211;780.385925;673.295593;70.729500;793.052734;1071.767334;417.678192;806.883179;692.372070;68.232918;;;
28;791.656677;779.278687;115.307594;771.264954;1035.170410;280.923096;780.368835;673.347900;70.995094;792.679077;1071.958496;418.177002;806.216797;692.625305;68.330048;;;
29;791.506287;779.291077;115.507256;771.243286;1035.514282;280.870117;780.293701;673.412048;71.270844;793.128296;1072.065918;417.805542;805.904114;692.798584;68.692886;;;
30;791.637024;779.214050;115.733704;771.189758;1035.861816;280.789246;780.301270;673.502136;71.585732;793.117310;1072.098999;417.584290;805.847168;692.903259;69.104530;;;
31;791.879578;779.258667;116.116226;771.186523;1036.290894;280.787964;780.167297;673.607971;72.041611;793.167908;1072.242188;417.536591;805.920837;692.911621;69.700089;;;
32;791.889465;779.454407;116.778183;771.239075;1036.719238;280.543304;780.086609;673.639282;72.900887;793.082703;1072.414063;417.611786;806.388550;692.606506;70.722176;;;
33;791.735535;779.765381;117.452454;771.316162;1037.129761;280.424591;779.744873;673.612671;73.929588;793.083740;1072.697998;417.503754;807.362610;692.142700;72.560730;;;
34;791.639771;780.054199;117.939484;771.331299;1037.630005;280.328552;779.541382;673.701965;74.693085;792.976440;1072.906250;417.610901;807.903870;691.915710;73.452820;;;
35;791.615295;780.248779;118.689560;771.212708;1038.147827;280.170532;779.297852;673.911743;75.471016;792.947021;1073.123901;417.594879;807.691650;692.156311;73.810425;;;
36;791.371033;780.360168;119.397186;770.912842;1038.845947;279.826202;779.376099;674.072083;76.095016;793.059265;1073.431763;417.645874;807.388123;692.557007;74.093185;;;
37;791.452332;780.693970;119.708870;770.664917;1039.517456;279.846252;779.733887;674.327209;76.836929;793.114258;1073.678833;417.637054;806.287537;693.602600;74.148132;;;
38;791.475708;780.975830;119.997513;770.493652;1040.198364;279.925629;780.001892;674.583191;77.692467;793.122986;1073.970459;417.663422;805.665710;694.136414;74.616859;;;
39;791.389771;781.309143;120.439911;770.504944;1040.799805;279.953278;779.988098;674.773743;78.693657;793.142151;1074.278198;417.678162;806.200500;693.889343;76.163254;;;
40;791.346313;781.918274;121.658188;770.525574;1041.395264;280.040649;779.710449;674.836060;79.780571;793.133240;1074.759399;417.547638;806.403809;694.101013;77.259911;;;
41;791.375366;782.353333;122.503143;770.524353;1041.869751;280.050537;779.504089;675.190674;80.764427;793.182373;1075.247192;417.810730;806.535706;694.316345;77.993233;;;
42;791.249451;782.590576;123.396515;770.380798;1042.647949;280.106812;780.066345;675.415710;82.053047;793.158813;1075.646118;417.869812;806.541504;694.551086;78.688766;;;
43;791.241699;782.720642;124.115601;770.273193;1043.591919;280.234009;780.271790;675.617249;83.091446;793.140259;1076.145386;417.983307;806.498718;694.815430;79.686867;;;
44;790.984192;782.943787;124.953018;770.111633;1044.386963;280.345245;780.046448;675.854614;84.246956;792.962402;1076.655396;418.086639;806.352051;694.871277;81.055588;;;
45;790.796448;783.195984;125.736809;769.578613;1045.277954;280.415436;780.079285;676.185181;85.412201;792.941772;1077.134644;418.290283;806.374146;695.138672;82.544167;;;
46;790.778015;783.613586;126.707802;768.817932;1046.226929;280.803101;780.416077;676.370789;86.430031;792.945740;1077.694092;418.418793;806.533936;695.272827;83.652756;;;
47;790.403748;784.249817;127.823990;768.445129;1047.378784;280.947510;780.681152;676.666504;87.483681;792.939026;1078.424438;418.443573;807.453186;694.902100;85.384422;;;
48;790.283325;784.924927;128.863556;768.559265;1048.389893;280.893524;780.723022;676.968689;88.690102;792.842346;1079.163574;418.574066;807.114746;695.530212;86.862999;;;
49;790.191895;785.436523;129.669861;768.466125;1049.325684;280.627991;780.525940;677.365662;89.986740;792.755615;1079.833618;418.636108;807.664490;695.801636;88.987312;;;
50;790.277222;785.828552;131.363220;768.264221;1050.610229;280.174683;780.196594;677.949585;91.924675;792.569885;1080.418823;418.701355;807.413391;696.758789;89.944572;;;
51;789.845459;786.188538;132.793579;767.605408;1051.836426;280.000671;779.934570;678.298584;94.002853;792.354065;1081.090332;418.808960;806.499695;698.016907;90.611557;;;
52;789.633179;786.862366;133.779861;767.229675;1052.695190;280.292480;779.681824;678.559265;95.504097;792.152466;1081.872681;419.073578;805.614075;698.513184;91.758751;;;
