Präzision01162;;;;;;;;;;;;;;;
Date:;2025/04/30;;;;;;;;;;;;;;
Time:;17:47:02;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;809.104797;686.043884;63.239445;785.252625;675.042236;55.585625;791.164490;775.946045;107.351524;806.249756;1053.155640;395.940155;786.650574;1014.647949;228.593719
2;808.539429;686.153748;64.733803;785.555115;675.455383;57.583614;790.204407;776.285400;108.572838;806.490540;1053.596313;396.323883;786.484497;1015.265137;228.574478
3;807.589050;686.187073;66.468765;784.536255;675.092468;58.506176;789.558411;776.669128;109.273994;806.569702;1054.139038;396.747742;786.380798;1015.885193;228.823929
4;806.754700;686.306885;67.968864;783.537720;675.147827;60.339146;788.167969;777.019409;110.393013;806.823303;1054.693359;396.992859;786.131165;1016.713867;229.345673
5;806.289490;686.167603;70.849411;782.563538;675.094177;61.958172;787.124329;777.401917;111.473824;807.207947;1055.336792;397.106537;785.891968;1017.417603;229.781982
6;805.722046;686.266968;72.298058;781.690247;675.349854;63.303978;786.293091;777.926758;112.494247;807.432190;1056.078979;397.405121;785.536072;1018.398865;230.688446
7;804.775513;686.532104;74.079247;781.112671;675.802429;64.921272;785.114441;778.283630;114.005653;807.592224;1056.669189;397.977234;785.281494;1019.318176;231.398804
8;803.634521;687.140808;75.598389;780.321716;676.148804;66.476997;784.070007;778.798035;115.067253;807.628113;1057.448608;398.429199;784.962952;1020.277039;232.188889
9;802.592896;687.472656;77.572128;779.047791;676.516296;68.905640;782.980347;779.476074;117.047920;807.813599;1058.317261;398.674225;785.053650;1021.394714;232.320862
10;802.080444;687.974976;79.173279;778.320740;676.869995;70.872108;782.186340;780.107422;118.517059;807.968140;1059.337524;398.866150;785.081909;1022.567139;232.454468
11;800.896118;688.739258;81.971237;777.578247;677.333557;72.768044;781.072571;781.018250;120.016342;808.202637;1060.497070;399.110260;784.958862;1023.785461;233.175049
