Präzision01164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;11:54:41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;;*12;;;*13;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;832.291199;754.450928;72.798599;845.173828;972.309204;200.128632;852.089783;1070.895996;411.815369;809.047546;669.831116;40.360439;789.149841;670.918091;25.420736;;;;;;;;;;;;;;;;;;;;;;;;
2;832.279236;754.489014;72.786522;845.012268;972.319885;200.207184;852.011536;1070.889404;411.756989;809.055725;669.837952;40.402111;789.756287;670.944336;25.773027;;;;;;;;;;;;;;;;;;;;;;;;
3;832.228210;754.510437;72.855515;844.879578;972.341492;200.148132;851.961731;1070.893799;411.792847;809.056335;669.946777;40.422401;790.007751;671.051453;25.966703;;;;;;;;;;;;;;;;;;;;;;;;
4;832.162170;754.623108;73.070190;844.858521;972.408936;200.051468;851.941956;1070.789673;411.786346;808.992859;670.033569;40.465042;790.217773;671.101624;26.158344;;;;;;;;;;;;;;;;;;;;;;;;
5;832.076050;754.697632;73.186951;844.633362;972.557678;200.098434;851.947327;1070.756348;411.676392;808.921204;670.024658;40.574486;790.329163;671.140869;26.470903;;;;;;;;;;;;;;;;;;;;;;;;
6;832.067627;754.757019;73.212112;844.472290;972.709412;199.970840;851.908264;1070.744873;411.676483;808.882263;670.014465;40.896175;790.176880;671.115479;26.810513;;;;;;;;;;;;;;;;;;;;;;;;
7;832.027405;754.876404;73.390427;844.383911;972.897766;199.887421;851.818970;1070.779053;411.613922;809.156311;669.993225;41.600548;790.083191;671.048279;27.294510;;;;;;;;;;;;;;;;;;;;;;;;
8;831.938354;755.204529;73.794022;844.221252;973.077637;199.667999;851.755554;1070.679810;411.622314;809.463196;669.935608;42.583813;789.892395;670.967651;28.052612;;;;;;;;;;;;;;;;;;;;;;;;
9;831.877380;755.353455;74.138237;844.218201;973.555664;199.194916;851.777832;1070.596191;411.630829;809.458374;669.988403;44.234394;781.853394;651.267639;41.430695;;;;;;;;;;;;;;;;;;;;;;;;
10;831.825073;755.478638;74.561409;844.194763;973.954346;198.846970;851.712891;1070.589600;411.542938;809.338684;670.127380;45.152576;779.000183;636.434875;51.310055;;;;;;;;;;;;;;;;;;;;;;;;
11;831.707214;755.686829;75.234734;844.251465;974.379395;198.410980;851.525879;1070.638428;411.511536;808.971008;670.408142;45.490974;778.368286;627.097656;57.925724;;;;;;;;;;;;;;;;;;;;;;;;
12;831.292603;756.167969;76.368851;844.217102;974.737000;198.119354;851.490356;1070.642578;411.511993;808.549805;670.815186;46.049759;;;;781.249512;652.262756;44.821625;;;;;;;;;;;;;;;;;;;;;
13;831.227112;756.524658;77.414139;844.289856;975.200928;197.924744;851.423157;1070.639526;411.528351;808.225342;671.040100;47.278114;;;;781.069092;652.589111;45.726383;;;;;;;;;;;;;;;;;;;;;
14;831.277649;756.861023;78.123215;844.459656;975.973511;197.799408;851.365662;1070.683960;411.437958;807.382751;671.618713;48.874722;;;;780.854797;652.891785;47.499413;;;;;;;;;;;;;;;;;;;;;
15;831.295288;757.513855;79.387665;844.435608;977.000549;197.913971;851.272339;1070.683472;411.520691;807.776428;671.941467;50.875748;;;;780.665405;653.289368;49.270813;;;;;;;;;;;;;;;;;;;;;
16;831.090454;758.297913;81.095245;844.585815;978.099243;197.973663;851.225708;1070.779297;411.492981;807.825012;672.281982;53.118931;;;;779.953125;653.581970;51.481400;;;;;;;;;;;;;;;;;;;;;
17;830.918335;758.870605;82.282936;844.659058;978.815002;197.884308;851.148010;1070.899902;411.557495;807.983276;672.449646;56.084812;;;;779.907104;654.067993;53.369164;;;;;;;;;;;;;;;;;;;;;
18;830.872742;759.182678;83.890083;845.029358;979.833069;197.937271;851.191406;1071.054810;411.662170;808.173950;672.683289;58.260738;;;;779.920898;654.510803;55.249935;;;;;;;;;;;;;;;;;;;;;
19;830.555725;759.531494;85.338112;844.915283;981.116333;198.214310;851.173096;1071.370117;411.724945;807.132385;673.250854;60.340065;;;;779.701538;655.116760;57.975552;;;;;;;;;;;;;;;;;;;;;
20;830.294434;760.520691;87.311447;844.982666;982.239929;198.119171;851.103394;1071.523560;411.981659;805.948547;674.316467;61.732430;;;;779.088440;655.754883;60.419754;;;;;;;;;;;;;;;;;;;;;
21;830.109802;761.528137;88.982353;845.304077;983.489929;197.923355;851.185547;1071.984741;412.216949;805.963623;674.378845;65.076324;;;;778.664429;656.587036;63.469883;;;;;;;;;;;;;;;;;;;;;
22;829.871765;762.381042;91.203522;845.627747;985.009583;197.633469;851.338257;1072.254272;412.331909;806.148987;674.976868;67.799332;;;;777.808105;657.056030;66.461166;;;;;;;;;;;;;;;;;;;;;
23;829.693542;763.106567;93.706856;845.853210;986.335999;197.976517;851.402527;1072.628906;412.380249;805.580566;675.814514;70.977921;;;;777.490417;657.725708;69.019272;;;;;;;;;;;;;;;;;;;;;
24;829.617432;764.021240;95.368782;845.953796;987.914124;198.342621;851.525085;1072.973755;412.337616;805.136475;676.972046;73.799545;;;;777.374573;658.898010;71.776016;;;;;;;;;;;;;;;;;;;;;
25;829.108521;765.306458;97.826912;846.185059;989.696411;198.479691;851.639465;1073.476196;412.554962;804.645386;677.825012;76.494453;;;;776.740906;659.989990;74.600479;;;;;;;;;;;;;;;;;;;;;
26;828.799377;766.383667;100.208580;846.510010;991.181519;198.307266;851.745789;1073.902100;412.666962;804.065491;678.519775;79.805672;;;;776.140015;660.934937;77.686867;;;;;;;;;;;;;;;;;;;;;
27;828.433777;767.392395;102.366791;846.290405;992.759827;198.684555;851.753052;1074.248535;412.869110;803.753052;679.705994;82.375946;;;;775.190491;662.051758;81.410316;;;;;;;;;;;;;;;;;;;;;
28;828.253967;768.956482;104.755989;846.236206;994.170105;199.092468;851.629944;1074.605103;412.911346;803.113037;681.128662;85.651115;;;;774.726257;663.377014;84.489967;;;;;;;;;;;;;;;;;;;;;
29;827.944275;770.229980;107.344498;846.648010;996.278381;198.984131;851.520020;1075.082153;413.433868;803.145508;682.107605;89.156075;;;;774.558044;664.569824;87.530434;;;;;;;;;;;;;;;;;;;;;
30;827.523987;771.701721;109.603249;847.187866;998.163879;198.760208;851.492126;1075.553833;413.627747;802.467773;683.412537;92.017784;;;;773.690491;666.341248;91.107613;;;;;;;;;;;;;;;;;;;;;
31;827.160217;773.489563;112.457565;847.951416;1000.433716;198.771042;851.640991;1076.112183;413.737122;801.771118;685.254639;95.577072;;;;773.156494;667.719604;94.181602;;;;;;;;;;;;;;;;;;;;;
32;826.851868;774.959900;115.401840;847.587891;1002.278748;199.349197;851.788635;1076.697266;413.844238;801.309326;686.448669;98.120438;;;;772.739624;669.302795;97.398010;;;;;;;;;;;;;;;;;;;;;
33;826.377930;776.831238;117.706589;847.393921;1004.229431;199.911148;852.046021;1077.241577;414.053833;800.737793;688.399597;101.310432;;;;772.154724;671.094482;100.552521;;;;;;;;;;;;;;;;;;;;;
