Präzision01129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;17:20:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;;*8;;;*9;;;*10;;;*11;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;814.494446;769.218689;120.949280;784.213318;680.990845;62.242260;783.915344;978.442749;267.926086;788.442200;1082.550659;442.753662;810.421021;689.361328;63.288494;;;;;;;;;;;;;;;;;;
2;814.518738;769.227905;120.944305;784.213318;680.990845;62.242260;783.975952;978.462708;267.889282;788.447937;1082.555786;442.748962;810.499207;689.371948;63.191376;;;;;;;;;;;;;;;;;;
3;814.592041;769.198059;120.973877;784.222290;680.885193;62.260216;783.943848;978.470398;267.854095;788.466553;1082.541870;442.714325;810.532043;689.362793;63.232841;;;;;;;;;;;;;;;;;;
4;814.562439;769.203613;120.940559;784.255554;680.855103;62.261456;784.007019;978.463257;267.892365;788.464905;1082.546509;442.721680;810.638794;689.369263;63.304317;;;;;;;;;;;;;;;;;;
5;814.596619;769.187927;120.947220;784.205261;680.846863;62.290726;784.022827;978.450195;267.870880;788.504395;1082.459595;442.678131;810.603821;689.355835;63.317593;;;;;;;;;;;;;;;;;;
6;814.612427;769.185791;120.974518;784.216980;680.828552;62.356983;783.994202;978.450867;267.813751;788.505981;1082.454590;442.694336;810.538818;689.353760;63.247906;;;;;;;;;;;;;;;;;;
7;814.605286;769.184387;120.956635;784.232605;680.842896;62.411659;783.974670;978.458008;267.811371;788.543945;1082.451294;442.758820;810.516785;689.377197;63.237202;;;;;;;;;;;;;;;;;;
8;814.670105;769.161133;121.043327;784.249634;680.821960;62.427425;784.049744;978.452515;267.855072;788.473999;1082.447754;442.720123;810.507507;689.226440;62.961143;;;;;;;;;;;;;;;;;;
9;814.571838;769.188965;121.029495;784.252075;680.829346;62.353603;784.003906;978.451721;267.815735;788.455811;1082.448242;442.712036;810.421631;689.213074;62.853283;;;;;;;;;;;;;;;;;;
