Präzision01165;;;;;;;;;;;;;;;;;;;;;
Date:;2025/04/28;;;;;;;;;;;;;;;;;;;;
Time:;11:54:45;;;;;;;;;;;;;;;;;;;;
Type:;test;;;;;;;;;;;;;;;;;;;;
Description:;"";;;;;;;;;;;;;;;;;;;;
Notes:;"";;;;;;;;;;;;;;;;;;;;
TRAJECTORIES;;;;;;;;;;;;;;;;;;;;;
200.000000;Hz;;;;;;;;;;;;;;;;;;;;
;*1;;;*2;;;*3;;;*4;;;*5;;;*6;;;*7;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z
1;827.503113;771.272583;98.452187;854.679138;1074.306396;421.252502;836.568665;995.445679;207.984970;780.572144;664.113159;69.208519;797.348633;687.685852;62.931091;;;;;;
2;826.519226;773.088257;100.169456;854.693176;1075.138794;421.623810;836.501160;996.927795;208.258652;779.569824;665.440674;71.951752;795.597046;688.787537;64.297112;;;;;;
3;826.080017;774.604187;101.658379;854.934326;1075.941895;421.842438;836.633545;999.112976;207.992813;778.604370;666.907471;73.917679;795.447266;690.437561;67.214722;;;;;;
4;825.451416;775.954041;103.838448;855.087769;1076.734985;422.076630;836.868103;1000.988220;207.583237;777.584595;668.583679;76.795670;794.630798;691.960571;70.051659;;;;;;
5;824.694946;777.865417;105.626518;855.073303;1077.551392;422.425049;836.829041;1002.964722;207.353195;777.060120;670.125610;78.833855;799.917297;691.666199;78.039474;;;;;;
6;824.013367;779.354309;107.454933;855.098450;1078.316040;422.822937;836.389465;1005.066467;207.903763;775.746033;672.096985;81.396774;801.718872;692.596863;83.369316;;;;;;
7;823.197998;781.591492;109.402695;854.826294;1079.037964;423.361115;836.107178;1007.156006;208.707230;774.333862;673.733521;83.787209;800.963379;694.247864;86.010681;;;;;;
8;822.305969;783.490540;111.113701;854.879517;1079.792358;423.494751;836.147644;1009.958313;209.059662;773.156677;676.089417;86.433670;798.790039;696.897095;87.609001;;;;;;
9;821.286499;785.743164;112.930283;855.295288;1080.774536;423.427643;836.187317;1012.314880;208.520676;771.908752;678.151794;88.956688;797.321289;698.315063;89.781372;;;;;;
10;820.472229;787.707092;115.036781;855.733215;1081.606445;423.519806;836.314148;1014.478394;208.108139;771.038025;680.572083;91.226753;795.530762;701.012817;91.152283;;;;;;
11;819.492981;790.254517;117.179680;856.160034;1082.601563;423.456635;835.913513;1017.002930;208.399475;769.637451;682.871826;93.594048;794.487976;703.079163;94.109467;;;;;;
12;818.464722;792.340271;119.309990;856.459290;1083.590210;423.556274;835.941284;1019.865662;208.810806;768.229309;685.318298;96.289879;793.571350;705.582947;96.961281;;;;;;
13;817.489929;795.117737;121.293831;856.577881;1084.557129;423.640656;835.697754;1022.446594;209.381012;766.784363;687.533325;98.701080;792.348572;707.471924;99.285835;;;;;;
14;816.305237;797.762756;123.457092;856.837830;1085.497192;423.828064;835.574768;1025.352905;208.979721;765.348816;690.234314;101.346039;790.624023;710.378662;102.047989;;;;;;
15;815.277588;800.082092;125.189125;856.838318;1086.367554;423.927612;835.471863;1027.893677;208.881073;763.895630;693.208252;104.141701;788.713989;712.786255;104.407806;;;;;;
16;814.121216;802.988159;127.114685;856.840942;1087.211548;424.182739;835.473511;1030.427490;209.458237;762.321960;695.882507;106.149269;787.377502;715.571777;106.436768;;;;;;
17;813.034424;805.880005;128.778580;856.971375;1088.196899;424.441803;835.160461;1033.369751;209.602524;759.965759;698.714478;109.418297;785.844910;718.492493;108.575760;;;;;;
18;811.739441;808.593994;131.011337;856.991943;1089.072754;424.748871;835.006714;1036.589722;209.463058;758.412598;701.653442;112.038246;784.226196;720.942383;111.701897;;;;;;
19;810.347900;811.466431;132.934464;857.046692;1090.001099;424.869141;835.553406;1039.599731;209.254166;757.044861;704.737427;113.600716;783.101196;723.753540;114.128448;;;;;;
20;809.123962;814.537659;134.938980;857.325256;1091.117920;424.973785;835.341370;1042.206543;209.964096;754.916077;707.835205;116.510933;781.548828;727.214111;116.275337;;;;;;
21;807.653198;817.407715;137.038132;857.474426;1092.178345;424.898895;835.085754;1045.030273;210.349594;752.818237;711.019409;119.502861;779.268799;730.276672;118.494400;;;;;;
22;806.558105;820.456970;138.729156;857.623413;1093.132935;425.160034;835.071045;1048.088745;210.258911;751.401184;714.246155;121.254517;777.456055;732.751343;121.175446;;;;;;
23;805.012695;823.665100;140.484497;857.774048;1094.261108;425.305115;835.357422;1051.354126;210.520462;749.718933;717.777466;123.494690;775.809448;736.410400;122.999199;;;;;;
24;803.863281;827.135498;142.634094;857.995056;1095.495850;425.423981;835.099365;1054.450684;211.500198;747.939636;720.942688;125.384415;774.105164;739.724060;125.401917;;;;;;
25;802.363159;830.172607;144.507416;858.333069;1096.625000;425.577362;834.909180;1057.109131;211.776138;745.873596;724.125122;127.616974;772.009094;742.946899;127.966774;;;;;;
26;800.848633;833.180176;146.484848;858.536072;1097.669922;425.662598;835.252686;1060.080566;211.215317;743.781616;727.775818;130.056122;769.975708;746.054138;130.031479;;;;;;
27;800.116760;835.602722;148.712311;858.733093;1098.681274;425.811646;835.780701;1063.159912;211.311844;741.694031;731.502014;132.294006;768.454041;749.264954;131.926163;;;;;;
28;798.061951;839.775085;150.096481;858.558960;1099.709961;426.164520;835.284912;1066.407104;212.529816;739.781921;735.079346;134.268280;766.561707;752.788269;134.246643;;;;;;
29;796.404663;843.543945;151.705872;858.720398;1100.854980;426.240814;834.916870;1069.224609;213.039413;737.847412;738.635681;136.127625;764.617676;756.358032;136.963730;;;;;;
30;794.642029;846.811157;153.111145;859.047241;1101.938354;426.558624;835.321655;1072.020386;213.084610;735.702515;742.285950;138.245590;762.977234;759.814331;138.104782;;;;;;
31;793.204895;849.955994;154.607468;859.444397;1103.112549;426.874023;835.835083;1075.053833;213.075119;733.538208;745.913513;140.173859;760.979492;763.207642;140.004196;;;;;;
32;791.666382;853.456482;156.676956;859.828918;1104.145874;427.003632;835.341797;1077.935425;213.794098;731.473694;749.375793;141.857849;758.576660;766.426147;142.502823;;;;;;
33;790.182556;856.774658;157.978806;859.988342;1105.329956;427.379456;835.370483;1081.009033;214.232483;729.136414;753.039612;144.010864;756.930542;769.857056;144.016998;;;;;;
34;788.593994;860.423401;159.832092;860.170654;1106.405884;427.592621;835.846558;1084.033081;214.169937;726.484619;756.640015;146.056183;755.137573;773.573975;145.906143;;;;;;
35;787.043701;863.812378;161.477005;860.380249;1107.123779;428.019928;835.950928;1086.807861;214.979797;724.352295;760.262451;147.625046;752.608765;777.256165;147.723541;;;;;;
36;785.516296;866.970276;162.854904;860.351807;1108.462646;428.269440;835.676941;1089.576538;215.417648;722.546997;764.205444;148.831406;750.768250;780.905884;148.743576;;;;;;
37;783.737610;870.095825;164.108978;860.909851;1109.618286;428.483948;835.783997;1092.496704;215.649780;720.720398;768.081726;149.465439;748.535828;784.403503;150.693771;;;;;;
38;781.992249;873.821289;165.846619;861.087891;1110.686768;428.850708;835.978455;1095.623657;215.946335;718.432678;771.740540;151.075562;746.524048;787.755798;152.338043;;;;;;
39;780.102234;877.433716;166.452988;861.236572;1111.845825;429.135468;836.046204;1098.135254;216.808929;716.119629;775.560364;152.421967;744.165161;791.274902;153.402542;;;;;;
40;778.687195;880.808899;167.342392;861.547974;1112.990967;429.159058;836.132690;1100.653931;217.479996;713.738892;779.389343;153.530151;741.783447;794.825317;154.633789;;;;;;
41;776.867371;883.827698;169.203278;861.726868;1114.092896;429.333740;835.911743;1103.361572;217.909821;711.618286;783.017517;154.380585;740.243103;798.761475;155.451431;;;;;;
42;775.108032;886.938965;169.859375;862.015747;1115.342407;429.735474;836.184265;1106.232300;218.345963;708.969055;786.667664;155.770996;737.503296;802.123779;156.531113;;;;;;
43;773.416809;890.192017;171.092880;862.332397;1116.332153;430.100220;836.505981;1108.936890;218.458893;706.916565;790.419800;156.142288;735.566467;805.426147;157.557632;;;;;;
44;771.891785;893.554016;172.173065;862.593750;1117.398804;430.426270;837.041443;1111.533325;218.572372;705.045410;794.127502;156.509933;733.332336;809.205322;158.692490;;;;;;
45;770.113953;896.573914;172.505035;862.953064;1118.574341;430.988922;836.508240;1113.963379;220.004166;702.495483;797.752747;157.278183;731.174927;812.285706;158.980240;;;;;;
46;768.179871;899.920715;173.565445;863.020508;1119.627319;431.482086;836.314941;1116.272461;220.618637;700.034607;801.299377;158.067322;729.333862;815.690063;159.900024;;;;;;
47;766.363281;903.005981;174.168915;863.334900;1120.655273;431.664001;836.804016;1118.486694;220.866776;697.789429;804.701965;158.494263;726.870850;819.294800;160.566711;;;;;;
48;764.974487;905.983093;174.797501;863.711853;1121.543579;431.832275;837.096252;1120.903320;221.411697;695.340149;808.012207;159.183212;724.484802;822.314697;161.247437;;;;;;
49;763.385132;908.977112;175.599380;864.185059;1122.645752;431.827576;836.916260;1123.231934;222.163147;693.266785;811.616272;159.066772;722.269714;825.418396;161.190735;;;;;;
50;761.716125;911.885132;175.332657;864.396240;1123.682861;431.921875;836.766113;1125.311768;222.957550;691.251709;815.085388;159.329422;720.443481;828.689209;162.096603;;;;;;
51;760.290100;914.572021;176.112411;864.500732;1124.591064;432.095093;836.983521;1127.643921;223.041306;689.109558;818.722229;159.458328;718.348145;832.118591;161.798737;;;;;;
52;758.567444;917.438843;176.360626;864.818909;1125.469238;432.453552;837.481689;1129.639282;222.870178;687.333496;822.094666;159.093430;716.097473;835.189819;162.233124;;;;;;
53;756.665039;920.184082;176.523087;864.781311;1126.416626;433.026337;837.490906;1131.904419;223.009918;685.451538;825.568481;158.618378;714.311523;838.089661;162.456650;;;;;;
54;755.374268;923.035522;177.330551;865.052795;1127.411499;433.364349;837.367615;1133.710815;223.944107;683.329712;828.811829;159.027481;712.627197;841.249207;162.464523;;;;;;
55;753.693542;925.751648;177.903320;865.573120;1128.305298;433.321442;837.455078;1135.751831;224.662613;680.949829;831.612122;159.680786;710.345642;844.236694;162.439346;;;;;;
56;752.501465;928.597900;177.212219;865.975952;1129.197632;433.659393;837.582458;1137.543213;224.932800;679.078552;834.596497;159.417068;708.447876;846.983398;162.436081;;;;;;
57;751.462646;931.112610;177.160522;866.431152;1130.082275;433.804138;837.546875;1139.550659;225.550507;677.350159;837.702637;159.116013;707.019653;850.003113;162.352234;;;;;;
58;749.987427;933.431030;177.512543;866.768066;1130.930420;433.953979;837.398804;1141.030762;225.674271;675.491638;840.372192;159.451416;705.159485;852.689148;162.123871;;;;;;
59;748.383850;936.134033;177.545517;866.874390;1131.631836;434.187653;837.585083;1143.039551;226.032578;673.763550;843.521851;158.977066;703.554932;855.241943;162.906143;;;;;;
60;747.382629;938.606201;177.444199;867.151184;1132.567383;434.464172;837.817627;1144.691406;226.491852;672.189941;846.070923;158.803131;701.691040;858.027710;162.259354;;;;;;
61;746.159973;940.722534;177.865860;867.476135;1133.516113;434.440521;837.478088;1146.655273;227.027344;670.216919;848.687988;159.493027;700.586914;860.560730;162.002380;;;;;;
62;744.716003;942.944580;177.412766;867.872864;1134.341797;434.524902;837.472900;1148.042236;227.148331;668.962341;851.531799;158.662125;699.210266;863.217834;161.391403;;;;;;
63;744.091797;945.275696;176.993958;868.031555;1135.056030;434.941589;837.496643;1149.598633;227.571457;667.409729;853.908508;158.793259;697.424194;865.289551;161.428284;;;;;;
64;743.207825;947.102905;176.794144;868.147766;1135.905762;435.122864;837.548706;1151.046387;227.560822;666.106689;856.333130;157.984940;695.873169;867.736084;161.426498;;;;;;
65;741.887817;949.023926;176.994843;868.330261;1136.739014;435.306427;837.831665;1152.421631;227.821457;665.144104;858.820801;157.384506;694.641785;869.784546;160.974442;;;;;;
66;740.878540;951.445190;176.478821;868.568542;1137.398315;435.487366;837.991028;1153.950073;228.003937;663.988403;861.135681;156.648254;693.595947;872.262268;160.365173;;;;;;
67;739.844055;953.359070;176.276505;868.872742;1138.188477;435.483765;838.196167;1155.093506;228.230850;662.623474;863.395874;156.172043;692.567505;874.130981;159.918106;;;;;;
68;738.786194;954.843506;176.225113;869.182373;1138.913330;435.703949;838.270386;1156.428589;228.560669;661.512390;865.437073;155.759201;691.293457;876.488831;158.984985;;;;;;
69;737.793884;956.694031;175.598038;869.604248;1139.673096;435.938416;837.849548;1157.826538;229.241653;659.662415;867.140381;155.830841;690.667175;878.122314;158.381027;;;;;;
70;737.086304;958.367249;174.955185;869.814636;1140.425049;436.246490;837.529053;1158.632202;229.602737;658.698181;869.231018;155.143463;689.790955;880.118042;157.462158;;;;;;
71;736.528320;959.873291;174.676880;870.039246;1141.052979;436.623322;837.671448;1159.670898;229.980545;657.932007;871.069031;154.047745;688.273499;881.758911;156.859848;;;;;;
72;735.354370;961.430664;174.388168;870.413208;1141.668945;436.708954;837.570618;1160.820923;230.134308;657.034790;873.019287;153.205902;687.565002;883.309937;156.171524;;;;;;
73;734.744751;963.196594;173.172882;871.022095;1142.340942;436.386780;837.694458;1161.684082;230.441116;656.352905;874.629028;152.347107;686.485168;885.222351;155.364319;;;;;;
74;734.071045;964.620972;172.816772;871.115173;1142.871216;436.693909;837.443726;1162.677002;230.718582;655.063416;876.000122;152.011688;685.516846;886.706970;154.594360;;;;;;
75;733.193604;965.881470;172.837280;871.385864;1143.522095;436.892334;837.391479;1163.635010;231.034256;654.284302;877.834839;151.121353;684.854065;888.326721;153.887543;;;;;;
76;732.137634;967.286377;172.555984;872.036072;1144.157593;436.775696;837.472107;1164.842407;231.046219;653.918945;879.297302;150.062012;684.178101;889.967224;153.298141;;;;;;
77;731.729309;968.912292;171.470688;872.171448;1144.801636;436.965759;837.691345;1165.591675;230.944901;652.907898;880.483887;149.173065;683.391479;891.346436;152.818329;;;;;;
78;731.274414;970.129578;171.021927;872.548645;1145.268555;436.769379;837.749329;1166.508545;230.841232;652.180664;882.076721;148.679443;682.781067;892.526611;152.051941;;;;;;
79;730.534973;971.257935;170.848495;872.798157;1145.714355;436.704285;837.771118;1167.331787;230.957138;651.556946;883.424194;148.101639;682.067505;894.025085;151.336899;;;;;;
80;729.798523;972.518494;170.475204;873.007141;1146.159424;436.743988;837.690552;1168.132202;231.063202;651.046875;884.727417;147.406830;681.389282;895.498413;150.929428;;;;;;
81;729.598816;973.886597;169.385254;873.105652;1146.586914;436.857635;837.653381;1168.914917;231.115479;650.688171;885.905334;146.414902;681.086304;896.366333;150.482300;;;;;;
82;729.332520;974.907349;168.670853;873.215881;1146.974731;437.061432;837.617004;1169.453003;231.189850;650.625549;887.179565;145.432617;680.612915;897.553589;149.428650;;;;;;
83;728.823730;975.901733;168.580872;873.331299;1147.374390;437.183289;837.609375;1170.094971;231.482651;650.415222;888.415894;144.391586;679.924194;898.785400;148.775864;;;;;;
84;728.007996;976.893738;168.623795;873.496765;1147.733765;437.250824;837.646851;1170.826538;231.795776;649.256775;889.397400;144.360840;679.167175;899.897766;148.112274;;;;;;
85;727.715881;978.040344;167.901581;873.736328;1148.052368;437.340057;837.687561;1171.413330;231.904297;648.947449;890.349060;143.454391;679.163269;900.707520;147.555435;;;;;;
86;727.601807;978.983154;167.076950;873.904785;1148.327637;437.387329;837.741333;1172.047241;231.953751;648.993713;891.293213;142.448196;679.010254;901.479431;147.027145;;;;;;
87;727.354797;979.755981;166.805664;874.095398;1148.628540;437.469635;837.923279;1172.501099;232.117020;648.883240;892.396851;141.547379;678.441528;902.338867;146.453064;;;;;;
88;726.921387;980.402527;166.733963;874.326477;1149.014282;437.509125;838.083191;1172.814087;232.059341;648.660706;893.289001;140.811478;677.842346;903.291931;145.894699;;;;;;
89;726.387024;981.072266;166.422195;874.612793;1149.299072;437.448090;838.192139;1173.154053;232.069382;648.282593;894.056213;139.935883;677.319458;904.145020;145.246597;;;;;;
90;726.193298;981.913269;165.391083;874.844421;1149.560791;437.434784;838.291992;1173.762573;232.021942;648.020874;894.706604;139.079834;677.179565;904.841614;144.852341;;;;;;
91;726.370117;982.730652;164.294495;874.992004;1149.819214;437.448303;838.132263;1174.215088;232.265289;647.121887;895.112915;139.305496;677.033508;905.515686;144.412674;;;;;;
92;726.268066;983.448425;163.765884;875.115051;1150.144653;437.463104;838.080200;1174.555786;232.334274;;;;676.697632;906.137390;143.948898;;;;;;
93;726.082336;983.973450;163.905182;875.249817;1150.379028;437.488800;838.167786;1174.861328;232.343369;;;;676.884583;906.704895;142.992920;647.499023;896.718262;137.411499;;;
94;725.792053;984.510193;164.085602;875.284912;1150.573730;437.605652;838.200134;1175.197632;232.341232;;;;676.591064;907.236328;142.507965;647.351257;897.199036;136.837814;;;
