PTP252
Date:,2025/05/06
Time:,14:02:20
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1
Field #,X,Y,Z
1,836.963318,679.957764,148.828339
2,833.339783,682.678345,149.907104
3,829.227295,685.019104,150.949203
4,825.187500,687.471130,152.047668
5,820.690918,690.215088,153.368240
6,816.292297,692.803284,154.706696
7,811.561401,695.523926,155.500656
8,806.756104,698.416687,156.583221
9,801.647949,701.204895,157.982040
10,796.230835,703.832397,159.660187
11,790.979797,707.088440,160.057007
12,785.881592,710.292053,160.574402
13,780.320557,713.464355,162.117310
14,774.625854,716.339722,163.407303
15,769.170349,719.467407,164.056213
16,763.456848,722.604797,165.197037
17,758.038574,725.992798,165.288559
18,752.258301,729.253418,166.267899
19,746.503601,732.585815,166.515274
20,740.693542,735.973572,167.521484
21,734.334534,739.140808,168.216095
22,728.777588,742.378723,168.529144
23,723.135315,745.752686,168.625198
24,717.687378,749.191284,168.940445
25,711.980042,752.422485,168.611328
26,706.402039,755.577209,168.821442
27,700.913513,759.199951,168.893448
28,695.213745,762.156067,168.985550
29,689.533508,765.598816,168.558426
30,684.494202,769.064880,167.908112
31,679.245544,772.091492,167.770889
32,673.986938,775.604126,167.270691
33,669.134766,778.842957,166.466400
34,664.078552,781.822510,165.585297
35,659.399292,784.803528,164.564270
36,654.846069,787.760193,163.424652
37,650.064758,790.398010,163.119019
38,645.887146,793.352844,161.991470
39,641.458374,796.233887,160.916855
40,636.973389,799.143188,160.003067
41,632.847778,801.536743,159.205276
42,628.210083,804.132202,158.439575
43,624.376953,806.673096,157.723129
44,620.131897,808.913574,157.091354
45,616.723511,811.484497,155.681702
46,612.903809,813.750732,155.302475
47,609.483459,815.870667,153.903076
48,606.239868,818.091492,153.171387
49,602.805176,819.955872,152.089203
50,600.149353,822.065186,150.916153
51,597.124084,824.045166,149.504440
52,593.779480,825.500549,148.454559
53,591.795593,827.399841,146.606613
54,588.656250,828.539490,146.117264
55,586.370972,830.060669,145.336655
56,583.975525,831.452026,143.474594
57,581.763489,832.511414,142.023621
58,579.623901,833.623169,140.930069
59,577.312866,834.950012,140.040634
60,574.895203,835.626770,139.553970
61,573.316101,836.792786,137.421402
62,571.540955,837.550476,136.699783
63,569.214233,838.264771,136.115372
64,567.699219,839.185303,134.884308
65,566.272461,839.647156,133.461441
66,564.874939,840.247620,131.400391
67,563.445190,840.564331,130.572372
68,561.707520,840.561340,129.745224
69,561.080139,841.107544,127.779716
70,559.725281,841.300720,126.534538
71,558.762817,841.588989,125.114677
72,557.853394,841.566895,123.212730
73,557.078674,841.605530,122.256470
74,556.490234,841.699280,120.694954
75,556.477905,841.838196,118.295776
76,556.088379,841.683777,117.094597
