Frame;1_X;1_Y;1_Z;2_X;2_Y;2_Z;3_X;3_Y;3_Z;4_X;4_Y;4_Z
224;534.396973;743.628418;127.98143;839.961609;794.312683;441.89389;487.224854;661.559875;85.133087;416.894104;714.900391;92.077911
225;534.42865;743.651428;127.955261;840.012756;794.30011;441.84726;487.227264;661.548096;85.062637;416.862457;714.994019;92.10997
226;534.44873;743.652466;127.937614;840.144897;794.328247;441.881561;487.196167;661.545715;85.113037;416.864502;715.008728;92.087486
227;534.50177;743.639404;127.977234;840.254883;794.285828;442.029053;487.224854;661.543701;85.13549;416.875732;715.003479;92.068871
228;534.473083;743.684204;128.091293;840.305603;794.285889;442.029083;487.168671;661.451965;85.163017;416.927795;714.99231;92.043526
229;534.4823;743.64447;128.023026;840.414673;794.23877;441.983154;487.159271;661.4505;85.132576;416.933746;714.999023;91.972633
230;534.47644;743.682861;128.111267;840.486938;794.230652;441.967499;487.225647;661.572632;85.116081;416.948761;715.017456;91.909622
231;534.416199;743.675049;128.130371;840.645142;794.251343;442.024567;487.236237;661.639709;85.114189;416.936768;715.002075;92.00042
232;534.454712;743.621582;128.07753;840.662292;794.292053;442.037445;487.272186;661.67511;85.072426;416.906677;714.995361;92.029869
233;534.467651;743.656311;128.216064;840.768982;794.241821;442.043274;487.246948;661.595337;85.077019;416.837158;715.001465;92.038536
234;534.4375;743.667114;128.19754;840.93512;794.223022;442.054901;487.267761;661.628235;85.084122;416.930603;714.986145;92.065147
235;534.452393;743.676331;128.233994;840.969299;794.225281;442.040314;487.185638;661.528259;85.06884;416.866302;715.010193;91.990349
236;534.447327;743.656189;128.242188;841.005188;794.263489;442.067841;487.248383;661.559387;85.105125;416.910919;715.015076;91.88726
237;534.46582;743.66272;128.24472;840.994873;794.321411;442.108368;487.324402;661.612244;85.088753;416.954102;715.012634;91.82811
238;534.403687;743.679504;128.228561;841.073364;794.379211;442.203339;487.362396;661.637756;85.022079;416.937317;715.017273;91.861084
239;534.406067;743.665527;128.205643;841.219421;794.361938;442.234924;487.401093;661.695496;85.023712;416.928284;715.014465;91.872559
240;534.411438;743.648438;128.314774;841.181946;794.301086;442.277039;487.405975;661.712708;85.02813;416.933746;715.002747;91.917358
241;534.368042;743.646912;128.33284;841.15448;794.400818;442.350677;487.401672;661.705811;85.032089;416.884064;715.014465;91.828094
242;534.378113;743.645813;128.314972;841.234192;794.431458;442.389648;487.443268;661.666504;85.037827;416.957153;715.000305;91.86187
243;534.372437;743.648743;128.31395;841.326599;794.396362;442.395996;487.448425;661.636169;85.000053;416.963959;714.992798;91.836838
244;534.390076;743.642578;128.305023;841.406372;794.398438;442.380035;487.410187;661.662903;84.948814;416.894287;715.006531;91.861092
245;534.374817;743.64801;128.312622;841.466736;794.397522;442.417877;487.488159;661.736938;84.985001;416.888672;715.012512;91.935051
246;534.362976;743.653381;128.320572;841.436035;794.420166;442.471405;487.476135;661.6922;84.985649;416.887909;715.004639;91.874908
247;534.279907;743.675781;128.502075;841.501709;794.493225;442.524506;487.535767;661.701233;84.963547;416.902985;715.013611;91.783745
248;534.307678;743.638977;128.477997;841.546143;794.502869;442.588684;487.555145;661.722473;84.947144;416.921051;715.005371;91.805618
249;534.358765;743.623962;128.421432;841.630615;794.505066;442.624512;487.544128;661.737732;84.978821;416.936615;714.998779;91.847511
250;534.379517;743.630371;128.435059;841.736023;794.454712;442.693817;487.543396;661.679382;84.973877;416.882874;715.002747;91.823074
251;534.373596;743.632446;128.448425;841.819092;794.440735;442.762512;487.546753;661.696533;84.961296;416.847809;715.006348;91.823868
252;534.443115;743.613953;128.478912;841.787537;794.560486;442.768921;487.592529;661.691467;84.951057;416.843353;715.006592;91.830734
253;534.410522;743.625427;128.505356;841.381226;794.696289;443.104309;487.554657;661.769958;84.968338;416.906097;714.995544;91.796326
254;534.389587;743.629211;128.469894;841.629211;794.589722;443.044189;487.570709;661.825378;84.863289;416.88092;715.002441;91.787132
255;534.400452;743.709412;128.454254;841.341064;794.709167;443.249298;487.670074;661.78949;84.823158;416.830719;715.012817;91.8564
256;534.377136;743.734741;128.466476;841.332886;794.689392;443.375244;487.702667;661.814819;84.86393;416.880127;714.998413;91.834976
257;534.371704;743.706726;128.53096;841.415466;794.826233;443.167755;487.696442;661.825989;84.8797;416.871094;715.002319;91.801483
258;534.35675;743.705933;128.550339;841.498901;794.748901;443.354492;487.720703;661.861694;84.858505;416.828094;715.012207;91.856964
259;534.361145;743.726379;128.491867;841.525452;794.726318;443.451538;487.729736;661.882996;84.84111;416.881836;714.998352;91.83194
260;534.278503;743.744141;128.588943;841.563416;794.916565;443.300171;487.685516;661.858765;84.81295;416.909943;714.995605;91.798233
261;534.307251;743.708496;128.592087;841.404236;795.03302;443.456055;487.779053;661.979675;84.844116;416.913849;714.996521;91.789482
262;534.358948;743.723389;128.496445;841.296082;795.042419;443.549835;487.697357;661.911987;84.835846;416.874359;715.015747;91.769424
263;534.286255;743.73114;128.502289;841.178162;794.954224;444.023041;487.743988;661.939514;84.873055;416.874603;715.023621;91.750153
264;534.257935;743.730835;128.529434;841.114502;794.927795;444.209717;487.797302;661.961792;84.868423;416.91983;714.998108;91.771606
265;534.307495;743.719055;128.576111;841.11908;794.930542;444.198608;487.744568;661.90387;84.836472;416.868927;715.000061;91.736588
266;534.267944;743.727356;128.539032;841.197327;795.003845;444.247192;487.757172;661.785156;84.854797;416.92569;714.990601;91.690582
267;534.310364;743.719788;128.567902;841.231812;795.02179;444.309875;487.710266;661.783081;84.729019;416.964966;714.999268;91.622932
268;534.256653;743.722778;128.543198;841.167969;795.00708;444.300873;487.767639;661.890015;84.794296;416.916382;714.925903;91.618774
269;534.232178;743.731506;128.542557;841.228271;795.014343;444.332184;487.79837;661.853333;84.846191;416.884064;715.000488;91.667313
270;534.232361;743.738464;128.54805;841.248047;795.070129;444.378571;487.796173;661.841553;84.814964;416.823547;715.016907;91.660423
271;534.245361;743.726074;128.543121;841.262329;795.089905;444.452759;487.845215;661.992737;84.831078;416.848602;715.022034;91.687904
272;534.249146;743.723267;128.539536;841.257813;795.088745;444.463989;487.752075;661.947266;84.818115;416.89032;715.005493;91.64151
273;534.299072;743.713135;128.579666;841.311035;795.12915;444.500793;487.71225;661.881348;84.689751;416.90921;715.01001;91.635292
274;534.290222;743.719299;128.525879;841.271118;795.190674;444.516418;487.83194;661.900269;84.784653;416.919922;715.002075;91.596886
275;534.267639;743.729797;128.520294;841.390747;795.145264;444.546112;487.911285;661.975281;84.842491;416.912201;715.010559;91.627914
276;534.311584;743.720154;128.568878;841.377747;795.198792;444.583832;487.807831;661.931885;84.823509;416.866486;715.020935;91.676903
277;534.267639;743.721863;128.535583;841.241333;795.209839;444.631744;487.768402;661.852417;84.83847;416.863953;715.011658;91.652054
278;534.305481;743.71698;128.566711;841.320862;795.312866;444.664398;487.813202;661.931824;84.712631;416.825195;715.022217;91.652809
279;534.305908;743.711975;128.584045;841.398254;795.312012;444.686249;487.831848;661.90625;84.727974;416.899414;715.003479;91.614029
280;534.326111;743.716187;128.568176;841.405823;795.309448;444.668549;487.79837;661.895203;84.775162;416.91507;715.00238;91.604797
281;534.325012;743.705627;128.593918;841.530151;795.371338;444.662292;487.767822;661.877319;84.638718;416.923126;715.001038;91.589851
282;534.35791;743.804504;128.56546;841.406189;795.410645;444.67511;487.821869;661.885498;84.771919;416.910858;715.010986;91.631203
283;534.314453;743.729187;128.571259;841.381531;795.520142;444.721741;487.85672;661.4151;84.881973;416.864532;715.021057;91.680176
284;534.311035;743.706543;128.574768;841.357361;795.516235;444.740326;487.719543;661.519104;84.790771;416.897034;715.003113;91.62674
285;534.338501;743.701416;128.559113;841.378174;795.521057;444.745117;487.860138;661.90863;84.842072;416.888153;714.990601;91.615799
