Trial05;;;
Date:;2025/04/01;;
Time:;13:57:25;;
Type:;test;;
Description:;"";;
Notes:;"";;
TRAJECTORIES;;;
200.000000;Hz;;
;*1;;
Field #;X;Y;Z
1;595.377930;700.991516;21.316820
2;596.190857;701.099365;21.345533
3;596.761902;701.001770;21.639912
4;597.603333;700.861633;21.696392
5;599.265076;700.689026;21.332914
6;601.107422;700.727600;21.230263
7;602.656433;700.699585;21.373667
8;604.423340;700.461731;21.902746
9;606.805786;700.252502;21.280149
10;609.416504;700.178833;21.720875
11;611.819336;699.919189;21.912926
12;615.076294;699.716248;21.865690
13;618.085266;699.369507;22.222254
14;621.495605;699.067505;22.319414
15;624.745605;698.751038;22.384796
16;628.565918;698.335022;22.397707
17;632.569763;697.686584;22.374058
18;636.140686;697.099304;22.526655
19;640.085449;696.647034;22.348896
20;643.505371;696.170776;22.656199
21;647.471436;695.595154;22.687817
22;651.946411;694.995789;22.587812
23;656.245972;694.362305;22.898169
24;660.862793;693.755981;22.868494
25;665.887451;693.328796;22.627235
26;670.651367;692.908936;22.926672
27;675.565369;692.426697;23.439011
28;681.072510;692.023376;23.755396
29;686.939575;691.554688;23.902813
30;692.695557;691.076172;23.605293
31;698.559692;690.755554;23.620832
32;704.632507;690.544373;23.907827
33;710.586426;690.452332;24.241779
34;716.783142;690.314026;24.493258
35;722.872498;690.387024;24.596375
36;729.146545;690.565491;24.810202
37;735.503845;690.765381;24.946457
38;741.838135;691.033813;25.011953
39;748.137146;691.278503;25.156443
40;754.074707;691.644958;25.444372
41;760.004639;692.226624;25.687611
42;765.851135;692.847534;25.760109
43;772.040466;693.540955;26.142891
44;778.156006;694.105591;26.230743
45;783.955078;694.836060;26.472591
46;789.530823;695.750427;26.711439
47;795.072021;696.733154;26.735481
48;800.566956;697.807068;26.835575
49;805.933716;698.902466;27.129900
50;811.212585;700.290833;27.073471
51;816.225769;701.474121;27.310549
52;820.726624;702.901733;27.288345
53;825.146484;704.268921;27.543320
54;829.223450;705.374634;27.473137
55;832.398254;706.717896;27.524311
56;835.752502;707.779236;27.657005
57;838.228394;708.726746;27.863827
58;840.918091;709.586243;27.746693
59;842.736023;710.482239;27.962996
60;844.232971;711.134338;28.035624
61;845.482849;711.521240;28.358446
62;846.334961;711.760925;28.387634
63;846.694031;711.769531;28.217596
64;846.641113;711.691589;28.160275
65;846.555969;711.597290;28.177404
66;846.340393;711.470764;28.301388
67;846.019287;711.286499;28.389139
68;845.552673;711.036804;28.466888
69;844.985291;710.695374;28.308237
70;844.388000;710.197693;28.113884
71;843.556946;709.631287;28.106285
72;842.328308;708.638000;28.311878
73;839.676392;707.410767;28.169460
74;836.527466;705.258972;28.104755
75;833.011902;703.223328;27.937433
76;829.700989;700.626160;27.817110
77;825.939331;698.094604;27.726974
78;822.276367;695.727600;27.568834
79;818.278870;692.774475;27.294941
80;813.971069;689.884705;27.334772
81;809.823364;686.896484;26.758268
82;805.207214;683.835632;26.699072
83;800.086731;680.446106;26.691471
84;794.981079;676.951782;26.818056
85;789.610413;673.488464;26.752638
86;783.919739;669.885559;26.045181
87;778.226318;666.303406;25.502949
88;772.354248;662.724182;25.623507
89;765.886047;659.070068;25.490061
90;759.591553;655.498840;25.454092
91;753.183350;651.976318;25.174446
92;746.812195;648.420349;24.954082
93;740.443665;644.689697;24.492926
94;733.935486;641.224426;24.464251
95;727.227417;637.815186;24.185810
96;720.366089;634.550232;24.473917
97;713.435852;631.145874;24.638840
98;706.824341;627.909119;24.220581
99;700.593323;624.677673;23.947649
100;694.271667;621.669006;23.647619
101;687.801392;618.795654;23.368673
102;681.732422;615.924744;23.034380
103;675.979248;613.129883;22.780363
104;669.780334;610.356140;23.221273
105;664.096130;607.473938;22.933090
106;658.345947;604.930725;22.609987
107;652.758972;602.646973;22.640812
108;647.177429;600.105164;22.531338
109;641.930969;597.765564;22.247030
110;637.082031;595.052551;21.899843
111;632.074219;592.953369;21.750673
112;627.051819;590.831360;21.710794
113;622.166382;588.702942;21.796392
114;617.766907;586.601318;21.555765
115;613.403259;585.011169;21.510025
116;609.451111;582.793701;21.037334
117;605.377014;581.253479;21.141754
118;602.078552;579.460266;21.262299
119;598.354492;577.891174;20.952808
120;595.185852;576.363403;20.847876
121;592.365051;574.992676;21.170282
122;589.897339;573.392029;20.646027
123;587.783508;572.527405;20.904867
124;585.713562;571.176575;20.932909
125;584.369263;569.865723;20.509398
126;583.263855;568.774658;20.124823
127;582.240417;567.774841;20.239538
128;581.507446;566.783630;20.314220
129;581.218506;565.963074;20.088898
130;581.011658;565.175171;20.039970
131;580.749817;564.530029;20.227514
132;580.696716;563.823914;20.426126
133;580.478027;563.294373;20.441145
134;581.067322;562.843994;20.520706
135;581.786743;562.152832;20.396198
136;582.448242;561.448059;20.612959
137;583.489929;560.550720;20.693146
138;584.987366;559.633118;20.650654
139;587.061768;558.763672;20.736195
140;589.375671;557.954834;20.526039
141;592.051208;556.935669;20.591816
142;594.974854;555.846436;20.519135
143;597.736694;555.290405;20.899000
144;600.665100;554.454712;20.964001
