Weight62
Date:,2025/04/24
Time:,15:55:16
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
222,,,,566.935303,720.181641,141.403641,848.945068,764.431763,355.551941,491.943085,652.103516,154.370804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.931946,796.413025,216.889755,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.637817,729.030518,162.286865,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,566.100037,719.896057,140.676392,847.697632,764.379639,355.209686,490.971252,651.575073,152.675613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.953552,796.494202,216.091873,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.927948,728.731873,161.721100,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,565.485474,719.465576,139.521149,847.244568,764.134644,354.986053,490.267609,651.477051,151.208801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.140503,796.499695,215.674377,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.717010,728.520203,160.632431,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,564.610046,719.494568,137.783447,846.257080,764.111023,354.604736,489.383972,651.437927,149.750061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.513489,796.286804,215.201248,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.715668,728.430542,158.818329,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,563.889099,719.751038,136.235794,844.534058,764.427246,354.096405,488.349792,651.324768,148.698151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.637146,796.274719,214.778534,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.641266,728.253296,157.697693,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,563.004883,719.776245,135.657608,843.430359,764.484680,353.350281,487.371124,651.336060,147.340164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.131104,796.356445,214.463608,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.757538,728.199890,156.535141,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,561.840698,719.746948,134.502655,842.686462,764.383484,353.192413,486.700226,651.201172,145.697906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.049622,796.194458,213.859192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,561.138672,719.606934,133.140579,842.134338,764.290771,352.634796,486.286743,651.060974,144.363571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.231323,796.091431,213.261826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,561.176514,719.382263,131.882843,841.251526,764.319153,352.158813,485.484589,651.156494,143.182816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.611267,796.029602,212.493912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.182800,728.027466,151.429840,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,560.384705,719.385803,130.886963,840.200562,764.393127,351.799103,484.864838,651.126465,141.904068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.369812,795.917725,211.792786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.672546,728.192017,149.662796,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,559.752563,719.117493,129.738052,839.235962,764.468201,351.594513,484.599152,650.908691,140.037964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.572205,795.959839,211.217239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.072754,728.205139,148.451416,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,559.602844,719.160278,128.413773,838.259827,764.506165,351.157349,484.032349,651.055237,138.551727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.188354,796.011658,210.552170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.956268,728.156921,147.371918,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,559.055481,719.305359,127.288872,837.417297,764.534363,350.449768,483.496490,651.243408,137.530685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.399719,795.768799,210.016617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.458527,728.253113,145.407364,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,558.770447,719.213379,126.006683,836.781067,764.640076,350.011200,482.829773,651.056458,136.350418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.325562,795.390747,208.977280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.170380,728.212769,144.444153,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,558.313049,719.104309,124.523361,836.437744,764.611145,349.502472,482.039978,650.998535,134.638824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.809814,795.535034,207.506866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.296692,728.296875,143.706650,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,558.011719,719.304138,123.147308,835.404114,764.672424,348.920532,482.002991,651.231628,133.202469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.179138,795.536865,206.708984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.949524,728.298645,141.814743,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,557.323792,719.408508,122.345490,834.406921,764.811523,348.457367,481.663483,651.192139,132.003494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.697571,795.325745,206.247803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.958618,728.346741,139.879868,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,556.636047,719.414551,121.323151,833.647766,764.808289,348.231110,480.923309,651.276367,130.526291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.219788,795.256958,205.907043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,556.529053,719.253296,120.190010,832.780579,764.842041,347.767548,480.563568,651.263977,129.466385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.571289,795.097168,205.155807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,556.406982,719.152100,118.824173,831.873840,764.868652,347.270294,480.492859,651.206970,128.028580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.828247,794.852600,204.470551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.110077,728.499634,136.064331,,,,,,,,,,,,,,,,,,,,,
242,,,,556.049255,719.181091,117.711029,830.975952,764.848389,346.647919,479.745361,651.097351,126.046989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.375549,794.898254,203.933975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,555.618469,719.197021,116.696815,830.941650,764.713440,346.006622,479.439972,651.298645,125.112991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.972473,794.787109,203.303726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.450165,728.612366,133.625214,,,,,,,,,,,,,,,,,,
244,,,,555.317139,719.158875,116.128120,830.546326,764.726013,345.277222,479.265411,651.435181,124.480049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.571045,794.474243,202.248276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.057617,728.739807,132.731400,,,,,,,,,,,,,,,,,,
245,,,,554.823486,719.356018,115.546440,829.611084,764.964722,344.717194,478.486481,651.218079,123.188911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.108032,794.329895,201.307068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.075256,728.906860,131.653015,,,,,,,,,,,,,,,,,,
246,,,,554.346008,719.634033,114.139893,828.857483,765.153320,344.241486,478.294220,651.467834,121.743973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.705750,794.414551,200.766312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.821716,729.040833,130.372772,,,,,,,,,,,,,,,,,,
247,,,,554.480835,719.507751,113.151138,828.254883,765.311951,343.547424,478.296082,651.700195,120.432312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.215393,794.614014,200.547485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.550476,729.148438,129.319183,,,,,,,,,,,,,,,,,,
248,,,,554.764038,719.351685,112.329994,827.788330,765.216064,343.411285,478.170746,651.768982,119.716576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.905762,794.690063,200.179092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.127838,729.180725,128.085800,,,,,,,,,,,,,,,,,,
249,,,,554.628357,719.316650,111.575844,827.212463,765.237976,342.874542,477.541656,651.937683,118.729668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.820862,794.651855,199.187469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.175385,729.323303,127.037659,,,,,,,,,,,,,,,,,,
250,,,,554.090576,719.448730,110.638420,826.956299,765.449036,342.188019,477.016022,651.980530,117.711983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.524658,794.729126,198.344467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.014648,729.486328,125.894478,,,,,,,,,,,,,,,,,,
251,,,,553.781189,719.670105,109.526482,826.548584,765.423035,341.476257,477.148010,652.257568,116.574173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.180664,795.278381,197.620758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.531189,729.670776,125.029617,,,,,,,,,,,,,,,,,,
252,,,,553.709656,719.854614,108.972862,826.213257,765.379578,340.794769,477.079803,652.468567,115.993828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.073303,795.633118,196.865814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.129608,729.779419,124.294586,,,,,,,,,,,,,,,,,,
253,,,,553.720642,720.071777,108.270721,826.218323,765.373535,340.427673,476.671448,652.776733,115.049164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.157166,795.765808,196.185547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.199097,729.949585,123.103233,,,,,,,,,,,,,,,,,,
254,,,,553.705872,720.069153,107.621010,825.925476,765.513062,340.177795,476.450439,652.895020,114.227165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.935120,795.840454,195.810364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.359039,730.145386,121.646965,,,,,,,,,,,,,,,,,,
255,,,,553.564880,720.046021,106.915047,825.425842,765.763123,339.846802,476.320038,652.959900,113.601151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.498779,795.951538,195.567352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.099579,730.341187,120.612221,,,,,,,,,,,,,,,,,,
256,,,,553.317139,720.112732,105.611374,824.907654,765.929749,339.460022,476.270996,653.069946,112.724754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.075562,796.154785,194.899185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.397797,730.594971,120.512871,,,,,,,,,,,,,,,,,,
257,,,,553.104187,720.347534,104.487587,824.251953,766.271484,338.840820,476.297791,653.251160,111.917259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.861816,796.303833,194.265091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.215149,730.746582,119.784760,,,,,,,,,,,,,,,,,,
258,,,,552.963928,720.343994,103.933983,823.834534,766.640381,338.193176,476.058502,653.484497,111.059944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.763123,796.313293,193.733627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.356018,730.932007,118.453583,,,,,,,,,,,,,,,,,,
259,,,,553.127197,720.501343,103.209015,823.589600,766.834839,337.925079,475.792572,653.568665,110.446411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.525391,796.408813,193.462448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.641541,731.052979,116.692970,,,,,,,,,,,,,,,,,,
260,,,,553.067871,720.689209,102.837143,823.518494,766.885315,337.765137,475.907043,653.838928,109.586304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.051025,796.591492,193.309677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.801697,731.187012,115.537178,,,,,,,,,,,,,,,,,,
261,,,,552.959534,720.800415,102.456909,823.276794,767.002502,337.437164,475.845306,653.768555,109.201721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.915588,796.603088,193.025864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.392090,731.255615,115.116798,,,,,,,,,,,,,,,,,,
262,,,,552.650879,720.892334,101.865219,822.957214,767.017151,337.079651,475.980743,653.565369,108.928322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.851501,796.674927,192.699951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.974487,731.348328,114.946838,,,,,,,,,,,,,,,,,,
263,,,,552.322876,720.990417,101.021881,822.434998,767.155212,336.704926,475.739441,653.796387,107.845276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.763611,796.596191,192.144012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.775116,731.434937,114.058441,,,,,,,,,,,,,,,,,,
264,,,,552.120728,721.202515,100.318428,821.958984,767.350403,336.451477,475.694000,654.013550,106.597206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.365295,796.622375,191.679688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,551.863770,721.252197,100.044319,821.789612,767.382446,335.601685,475.743683,653.713013,106.130852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.238708,796.832153,190.815475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,551.586365,721.237549,100.085045,821.698364,767.402161,335.394562,475.713257,653.358154,106.253242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.253723,796.948975,190.337540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,551.238708,721.191040,100.201004,821.640747,767.289124,335.277802,475.567352,653.271729,106.564301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.169312,796.965271,190.022949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,551.162109,721.109741,100.029808,821.785767,767.466064,335.020172,475.431641,653.307434,106.739494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.525940,796.662598,189.187027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,551.107422,721.096985,99.929131,821.305420,767.606750,334.636841,475.209869,653.321228,106.795639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.769592,796.557800,188.609924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,551.216309,720.889099,99.570084,820.724854,767.675476,334.158234,475.208344,653.095215,106.939796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.876526,796.499878,188.340897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,551.256592,720.750488,99.351830,820.135132,767.972168,333.553528,475.187714,652.883972,106.894737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.808105,796.617004,188.629944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,551.132324,720.559143,99.192520,819.651978,768.131470,333.232513,475.105347,652.733215,106.741776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.353088,796.615784,188.373215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,551.068970,720.304321,99.102089,819.400452,768.253967,332.941254,474.950775,652.561707,106.624023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.087952,796.586243,188.323120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,550.928833,720.107666,98.986076,819.302917,768.338684,332.805359,474.786987,652.421021,106.582275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.495667,796.903564,188.012756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,550.734131,719.919067,98.794075,819.068176,768.473511,332.737183,474.755066,652.254028,106.451599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.087280,796.765808,188.243515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.943970,729.664978,114.840271,,,,,,,,,,,,,,,
276,,,,550.597168,719.807617,98.646240,818.890076,768.692139,332.904877,474.675385,652.119446,106.371811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.675842,796.695496,188.202316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.722015,729.324036,114.796913,,,,,,,,,,,,,,,
277,,,,550.380310,719.760254,98.654572,818.811401,768.886353,332.903412,474.646851,652.097168,106.310417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.445129,796.585571,187.964951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.392090,729.117554,114.778358,,,,,,,,,,,,,,,
278,,,,550.222046,719.649963,98.644600,818.655090,769.075562,332.858368,474.243225,651.689453,105.821762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.899963,796.528259,187.638672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.298737,728.767517,114.646858,,,,,,,,,,,,,,,
279,,,,549.943298,719.702332,98.668495,818.643188,769.191895,332.814880,474.072968,651.213135,105.657410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.448059,796.546082,187.627060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.083221,728.394531,114.304733,,,,,,,,,,,,,,,
