Weight62
Date:,2025/04/30
Time:,17:44:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
93,,,,498.621582,646.477783,153.634109,863.245422,802.367859,434.398407,440.253448,698.709473,157.340790,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.647461,730.614502,165.354462,,,,778.749023,827.932190,269.165741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,495.898468,646.968445,151.852585,860.829834,801.690002,433.599030,437.669037,699.534363,155.783310,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.294189,730.612061,163.687897,,,,776.375916,827.540955,268.863098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,493.389618,647.492371,149.502243,,,,435.390442,700.227051,152.873260,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.804077,731.061707,162.660873,,,,773.955872,827.183655,268.772980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,490.789581,647.714478,147.723373,,,,433.063812,700.825439,151.453186,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.363708,731.292114,161.154907,,,,771.333862,826.763000,268.050964,856.950623,800.830750,432.499939,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,488.526031,648.462036,145.983871,,,,430.691528,701.398560,149.512344,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.998474,731.317078,160.282532,,,,769.340027,826.300537,267.509827,854.053528,800.494751,433.023651,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,486.112030,648.719421,144.205399,,,,428.501648,701.985901,147.519165,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.198486,731.588867,158.021271,,,,767.239685,825.917664,267.043427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,483.810577,648.910461,142.514069,,,,426.661102,702.580627,146.252884,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.524231,731.712708,156.461014,,,,765.215698,825.504150,266.687866,,,,850.141724,799.686829,432.148804,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,481.684479,649.254761,140.752121,,,,424.686096,703.089966,144.150772,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.640625,731.915588,155.381714,,,,763.417847,825.236267,266.228455,,,,847.995850,799.387695,431.652527,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,479.992523,649.834045,138.837448,,,,422.874237,703.802246,142.141327,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.660400,732.146973,153.911606,,,,761.599854,824.810669,265.926208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,478.177887,650.282410,137.173676,,,,421.431641,704.267944,140.104218,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.950134,732.391602,153.111694,,,,759.764099,824.591858,265.063171,,,,,,,845.692017,798.555237,429.626740,,,,,,,,,,,,,,,,,,,,,
103,,,,476.465485,650.486328,135.104828,,,,419.583832,704.652466,139.449951,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.227356,732.536499,151.862503,,,,758.045227,824.421021,264.596466,,,,,,,843.121582,798.596863,429.921265,,,,,,,,,,,,,,,,,,,,,
104,,,,474.783051,650.819580,133.656326,,,,417.971283,705.134094,137.555847,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.136353,732.473877,149.514297,,,,756.219788,823.931213,264.057190,,,,,,,841.538452,798.445801,429.744415,,,,,,,,,,,,,,,,,,,,,
105,,,,473.472107,651.202637,131.836182,,,,416.927582,705.559753,135.374069,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.774475,732.726685,148.537949,,,,754.883972,823.639709,263.423584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,472.060394,651.692017,130.419449,,,,415.631897,705.934204,134.354080,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.389587,733.166992,147.429276,,,,753.590637,823.308716,263.000641,,,,,,,,,,839.599670,797.842041,427.875397,,,,,,,,,,,,,,,,,,
107,,,,470.709961,652.052002,129.102188,,,,414.665527,706.445984,132.684753,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.965210,733.213074,146.494598,,,,751.987549,823.113403,262.435181,,,,,,,,,,837.828430,797.882385,427.283417,,,,,,,,,,,,,,,,,,
108,,,,469.664063,652.271057,127.033066,,,,413.200165,706.507690,131.503448,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.916504,733.065857,145.155670,,,,750.841614,823.003479,261.670105,,,,,,,,,,836.183716,797.761353,426.899841,,,,,,,,,,,,,,,,,,
109,,,,468.442749,652.540527,125.989555,,,,411.924988,706.800903,129.961563,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.175781,733.404358,143.581650,,,,749.704102,822.874023,260.826935,,,,,,,,,,835.263123,797.439209,426.373871,,,,,,,,,,,,,,,,,,
110,,,,467.237915,652.639404,125.209236,,,,410.884918,707.188171,128.839645,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.256653,733.888428,142.331558,,,,748.584045,822.730103,260.332428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,466.246399,653.097107,123.896042,,,,410.034058,707.392944,127.302345,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.128784,734.153625,141.710281,,,,747.440186,822.575439,259.837830,,,,,,,,,,,,,833.300293,797.179077,424.876068,,,,,,,,,,,,,,,
112,,,,465.644653,653.448792,122.767601,,,,409.421326,707.585083,126.305878,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.071533,734.222046,140.566544,,,,746.475098,822.529541,259.153473,,,,,,,,,,,,,831.814270,797.212402,424.559082,,,,,,,,,,,,,,,
113,,,,465.294373,653.895203,121.277229,,,,408.748047,707.817993,125.377487,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.411316,734.490417,139.236740,,,,745.570740,822.526733,258.153229,,,,,,,,,,,,,830.757324,797.099243,423.766144,,,,,,,,,,,,,,,
114,,,,464.147919,653.951233,120.590355,,,,407.809479,708.096680,124.362022,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.928894,734.647583,138.073639,,,,744.994873,822.487305,257.248077,,,,,,,,,,,,,829.873779,796.924866,423.012299,,,,,,,,,,,,,,,
115,,,,463.359375,653.997192,119.753937,,,,407.255402,708.250305,123.305290,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.223877,734.778198,137.299667,,,,744.384766,822.423035,256.602020,,,,,,,,,,,,,829.338745,796.898682,422.289093,,,,,,,,,,,,,,,
116,,,,463.031067,654.334351,118.168076,,,,406.624054,708.454590,122.560539,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.787476,734.979004,135.794479,,,,743.548828,822.383850,255.847412,,,,,,,,,,,,,828.628784,796.854065,421.537781,,,,,,,,,,,,,,,
117,,,,462.721436,654.511597,117.111816,,,,405.737122,708.755554,121.407494,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.958862,735.242554,134.651840,,,,742.667664,822.250793,255.221344,,,,,,,,,,,,,827.387329,796.949890,420.859375,,,,,,,,,,,,,,,
118,,,,462.100616,654.611816,116.521805,,,,405.204803,709.004089,120.463882,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.340454,735.472351,134.061996,,,,742.237305,822.173828,254.722717,,,,,,,,,,,,,825.979431,796.993225,420.889801,,,,,,,,,,,,,,,
119,,,,461.533173,654.705017,115.795609,,,,405.020782,709.120300,119.359749,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.653503,735.599976,133.685806,,,,741.544067,822.167664,253.654587,,,,,,,,,,,,,824.774597,797.123901,420.297180,,,,,,,,,,,,,,,
120,,,,461.215912,654.768982,114.563271,,,,404.897766,709.346558,117.807396,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.433838,735.759949,132.240509,,,,740.926819,822.180969,252.604431,,,,,,,,,,,,,823.909668,797.153931,419.559021,,,,,,,,,,,,,,,
121,,,,460.756500,654.779053,113.623756,,,,404.564423,709.614136,116.628410,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.195740,735.886292,130.590668,,,,740.553833,822.201172,251.938690,,,,,,,,,,,,,824.202515,796.882996,418.593994,,,,,,,,,,,,,,,
122,,,,460.423126,654.953735,112.772156,,,,404.302185,709.774536,115.823059,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.208618,736.099548,129.362152,,,,740.327881,822.133728,251.461502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,460.158295,655.074219,111.860558,,,,404.021912,709.922791,115.215652,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.756653,736.260376,128.973938,,,,739.908447,822.062439,250.658890,,,,,,,,,,,,,,,,822.777344,797.093384,417.136505,,,,,,,,,,,,
124,,,,459.750854,655.169922,111.136383,,,,403.950928,710.047363,114.421844,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.427368,736.182129,128.522232,,,,739.459290,822.152710,249.701614,,,,,,,,,,,,,,,,821.832642,797.168030,416.585480,,,,,,,,,,,,
125,,,,459.552551,655.288635,110.288605,,,,403.747711,710.308167,113.426582,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.349243,736.189819,127.324120,,,,739.120544,822.270569,248.642685,,,,,,,,,,,,,,,,821.004822,797.299194,416.079376,,,,,,,,,,,,
126,,,,459.531342,655.431396,108.998978,,,,403.535950,710.493713,112.330177,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.221191,736.302673,126.074730,,,,739.114624,822.205994,247.940079,,,,,,,,,,,,,,,,820.063171,797.335022,415.563660,,,,,,,,,,,,
127,,,,459.165192,655.388367,108.526482,,,,403.487946,710.576233,111.691315,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.367676,736.374817,125.227234,,,,739.128174,822.165100,247.073532,,,,,,,,,,,,,,,,819.224609,797.364319,415.045837,,,,,,,,,,,,
128,,,,459.005737,655.647461,107.732704,,,,403.459656,710.787231,111.270546,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.208069,736.520630,124.853119,,,,738.975037,822.148132,246.276352,,,,,,,,,,,,,,,,818.772766,797.314148,414.507721,,,,,,,,,,,,
129,,,,458.915283,655.853760,107.296928,,,,403.338043,710.939575,110.889107,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.158997,736.602966,124.343842,,,,738.737488,822.134094,245.500839,,,,,,,,,,,,,,,,818.916504,797.342346,413.413086,,,,,,,,,,,,
130,,,,458.582764,655.887634,107.265282,,,,403.204224,711.068481,110.589653,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.982117,736.716431,123.982254,,,,738.336060,822.331482,244.673462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,458.364899,655.949890,107.072281,,,,403.433258,711.322937,110.036491,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.096252,736.861938,122.824883,,,,738.224731,822.416138,243.764191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,458.713440,656.209900,106.183098,,,,403.307465,711.361084,109.921898,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.490906,736.845276,121.394890,,,,738.723450,822.298584,242.916168,,,,,,,,,,,,,,,,,,,818.089600,797.672791,410.382019,,,,,,,,,
133,,,,459.030853,656.442139,105.305397,,,,403.262726,711.413330,109.618141,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.704712,736.970032,120.232506,,,,739.074524,822.229065,241.938126,,,,,,,,,,,,,,,,,,,817.328552,797.779541,410.270447,,,,,,,,,
134,,,,459.019501,656.396790,105.127914,,,,403.276672,711.543213,109.186234,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.677307,737.110535,119.732552,,,,739.120483,822.304199,241.072830,,,,,,,,,,,,,,,,,,,816.567505,797.789734,409.804260,,,,,,,,,
135,,,,459.264374,656.442688,104.527191,,,,403.396881,711.563293,108.852676,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.480713,737.267578,119.636940,,,,739.166321,822.299133,240.246796,,,,,,,,,,,,,,,,,,,815.914307,797.930786,409.051178,,,,,,,,,
136,,,,459.485748,656.576233,103.974442,,,,403.522186,711.475037,108.576401,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.356567,737.273987,119.557648,,,,739.343201,822.413818,239.283188,,,,,,,,,,,,,,,,,,,815.307312,797.953430,408.661102,,,,,,,,,
137,,,,459.581268,656.563477,103.832832,,,,403.681641,711.456177,108.201897,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.376526,737.493103,119.211037,,,,739.412842,822.494202,238.282532,,,,,,,,,,,,,,,,,,,815.011902,798.216675,407.834106,,,,,,,,,
138,,,,459.766602,656.586670,103.390610,,,,403.758881,711.496521,107.601700,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.585999,737.639526,118.605354,,,,739.673889,822.518982,237.346573,,,,,,,,,,,,,,,,,,,815.002625,798.276978,407.030884,,,,,,,,,
139,,,,459.972412,656.617004,102.989983,,,,404.071259,711.502136,107.126335,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.046326,737.740967,117.553558,,,,739.948853,822.564270,236.595032,,,,,,,,,,,,,,,,,,,815.081299,798.209106,406.037506,,,,,,,,,
140,,,,460.225922,656.636230,102.592194,,,,404.262390,711.479919,106.586349,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.425781,737.880554,116.576691,,,,740.257019,822.564453,235.983231,,,,,,,,,,,,,,,,,,,814.892212,798.327271,405.373627,,,,,,,,,
141,,,,460.358978,656.588745,102.343201,,,,404.417664,711.390076,106.158569,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.412231,738.148621,115.949577,,,,740.418152,822.627502,235.346024,,,,,,,,,,,,,,,,,,,814.484131,798.404846,404.943237,,,,,,,,,
142,,,,460.468384,656.487610,102.112556,,,,404.579346,711.338867,105.878044,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.937195,738.007874,114.772713,,,,740.679993,822.827942,234.359634,,,,,,,,,,,,,,,,,,,814.556458,798.524353,403.941895,,,,,,,,,
143,,,,460.649109,656.477661,101.762741,,,,404.646851,711.269104,105.566307,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.212341,738.103821,114.138084,,,,740.918030,823.011536,233.308563,,,,,,,,,,,,,,,,,,,814.640259,798.639343,403.131439,,,,,,,,,
144,,,,460.797546,656.419617,101.405418,,,,404.806671,711.202454,105.130791,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.326904,738.135193,113.832497,,,,741.161194,823.100281,232.455093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,461.118500,656.298828,100.691704,,,,404.988647,711.129822,104.512634,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.306335,738.192261,113.577812,,,,741.430054,823.177307,231.742142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,461.436279,656.179016,99.941368,,,,405.523041,710.860352,103.433479,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.209961,738.430725,113.149544,,,,741.691528,823.346252,230.802063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,462.034546,655.942200,99.065041,,,,406.108521,710.566895,103.192894,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.521362,738.580688,112.290916,,,,741.704468,823.437195,230.205719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,462.928040,655.767334,98.625999,,,,406.392426,710.130920,103.531563,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.007874,738.607849,111.642197,,,,741.954590,823.534668,229.605087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,463.389160,655.616333,98.503029,,,,406.903503,709.552185,103.918350,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.358337,738.624390,111.298126,,,,742.322083,823.752625,228.562958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,463.748779,655.292480,97.947670,,,,407.284271,709.076111,103.741631,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.636353,738.510559,110.943642,,,,742.701294,823.858765,227.795120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,464.209076,655.016907,97.516411,,,,407.574951,708.650635,103.433624,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.980896,738.376221,110.493423,,,,742.864929,823.840027,227.173462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,464.609863,654.880310,97.251953,,,,407.801727,708.327209,103.195129,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.127136,738.074341,109.715912,,,,743.169128,823.983765,226.526581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,464.927765,654.661255,97.154961,,,,407.937866,707.909058,103.054810,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.276855,737.926086,109.477509,,,,743.429932,824.042419,225.976852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,465.239563,654.397827,96.983772,,,,408.078217,707.352417,102.917671,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.486755,737.673706,109.411369,,,,743.768555,824.159790,225.438232,,,,,,,,,,,,,,,,,,,,,,814.839478,800.865417,395.289215,,,,,,
155,,,,465.647247,653.987732,96.854042,,,,408.154907,706.814270,102.940437,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.615479,737.327881,109.309097,,,,743.901978,824.247803,225.014221,,,,,,,,,,,,,,,,,,,,,,814.468506,801.138306,395.295959,,,,,,
156,,,,465.784058,653.626099,96.702713,,,,408.165710,706.292419,103.079453,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.717102,737.003235,109.286148,,,,744.190552,824.369385,224.551849,,,,,,,,,,,,,,,,,,,,,,814.498657,801.478516,394.752655,,,,,,
157,,,,466.001160,653.280090,96.661133,,,,408.241150,705.667175,103.183044,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.830017,736.747864,109.154732,,,,744.253479,824.589172,223.746185,,,,,,,,,,,,,,,,,,,,,,814.796509,801.713135,394.086029,,,,,,
158,,,,466.168945,652.885620,96.627975,,,,408.444214,705.284119,103.193001,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.904724,736.520508,108.969681,,,,744.384277,824.731995,223.212173,,,,,,,,,,,,,,,,,,,,,,815.125244,801.913879,393.529877,,,,,,
159,,,,466.635651,652.695313,96.264847,,,,408.646545,704.782471,103.141350,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.208862,736.372925,108.572792,,,,744.465210,824.890320,222.818008,,,,,,,,,,,,,,,,,,,,,,815.275696,802.039429,393.025970,,,,,,
160,,,,466.835266,652.186279,96.510490,,,,408.839172,704.435242,102.964088,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.230713,736.126160,108.324036,,,,744.497559,824.982422,222.382217,,,,,,,,,,,,,,,,,,,,,,815.266541,802.320496,392.435669,,,,,,
161,,,,466.981049,651.730530,96.351234,,,,409.052307,703.832642,102.908585,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.132996,736.010620,108.373726,,,,744.540466,825.112915,221.988358,,,,,,,,,,,,,,,,,,,,,,815.067383,802.629639,392.159180,,,,,,
162,,,,467.458801,651.403564,95.993721,,,,409.137207,703.165344,102.863937,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.146057,735.758606,108.147026,,,,744.574402,825.246033,221.701843,,,,,,,,,,,,,,,,,,,,,,814.726563,802.807434,392.080963,,,,,,
163,,,,467.842133,651.084167,95.544563,,,,409.192535,702.431641,102.916679,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.071777,735.593140,107.960220,,,,744.715088,825.324402,221.378372,,,,,,,,,,,,,,,,,,,,,,814.401001,803.113342,391.944092,,,,,,
164,,,,468.226013,650.951355,94.956551,,,,409.130219,701.832764,103.202217,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.039124,735.425720,107.972282,,,,744.682495,825.407654,221.115036,,,,,,,,,,,,,,,,,,,,,,814.393372,803.502991,391.659485,,,,,,
165,,,,468.510254,650.751221,94.967651,,,,409.187805,701.461304,103.443985,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.010986,735.256226,107.840965,,,,744.798828,825.387695,220.777969,,,,,,,,,,,,,,,,,,,,,,814.445435,803.779907,391.105042,,,,,,
166,,,,468.525909,650.258667,95.393547,,,,409.245239,701.147217,103.358315,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.081116,735.122437,107.599556,,,,744.778931,825.585510,220.320831,,,,,,,,,,,,,,,,,,,,,,814.447693,804.101440,390.873596,,,,,,
167,,,,468.476624,649.792847,95.523186,,,,409.280212,700.933044,103.059868,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.808228,735.090271,107.657501,,,,744.549194,825.671875,220.172928,,,,,,,,,,,,,,,,,,,,,,814.225098,804.455200,390.766632,,,,,,
168,,,,468.594574,649.590576,95.507507,,,,409.384308,700.711243,102.585121,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.779785,734.935425,107.402069,,,,744.298279,825.690308,220.038498,,,,,,,,,,,,,,,,,,,,,,814.075012,804.786011,390.880585,,,,,,
169,,,,468.669434,649.450928,95.495644,,,,409.498871,700.567078,102.191223,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.763733,734.873352,107.065979,,,,744.141113,825.865967,219.953979,,,,,,,,,,,,,,,,,,,,,,814.009888,805.052979,390.644928,,,,,,
170,,,,468.592499,649.414307,95.519089,,,,409.323975,700.485352,101.769897,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.828613,734.820496,106.914459,,,,744.023682,825.965393,219.639954,,,,,,,,,,,,,,,,,,,,,,814.371704,805.200928,390.175934,,,,,,
171,,,,468.389954,649.445251,95.516983,,,,409.254456,700.693176,101.105835,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.828125,734.700989,106.646187,,,,743.924011,826.026184,219.251648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,468.463531,649.789063,95.241806,,,,409.293884,700.920715,100.612389,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.654602,734.808228,106.460869,,,,743.859314,826.039673,219.000504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,468.336029,649.949036,95.264496,,,,409.132599,701.041931,100.324532,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.590942,734.904602,106.418251,,,,743.757446,826.089661,218.836990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,468.201385,650.107422,95.185303,,,,409.051178,701.231445,100.227386,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.601685,734.907104,106.299950,,,,743.621155,826.120300,218.589066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,468.087952,650.290344,95.131004,,,,408.906311,701.446167,100.145584,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.428650,734.936890,106.327896,,,,743.568298,826.165466,218.423660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,467.836243,650.221497,95.453461,,,,408.813110,701.564392,100.206261,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.315674,734.959290,106.224991,,,,743.482056,826.108459,218.251846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,467.670319,650.156128,95.504494,,,,408.724915,701.656067,100.210663,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.267883,734.960999,106.133484,,,,743.460266,826.126648,218.046539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,467.634125,650.039429,95.486351,,,,408.701538,701.690308,100.235802,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.493958,734.868103,105.926727,,,,743.433350,826.075928,217.870605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,467.627686,649.973511,95.385902,,,,408.704376,701.561768,100.206451,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.352783,734.743408,105.860031,,,,743.525391,826.010254,217.772629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,467.616760,649.845276,95.269424,,,,408.699677,701.450562,100.204735,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.233521,734.649902,105.980705,,,,743.552368,825.900818,217.640472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,467.702301,649.924561,94.736649,,,,408.613403,701.451843,100.176529,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.150452,734.570618,106.115135,,,,743.576355,825.892212,217.519714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,467.788544,649.756165,94.326942,,,,408.600708,701.358032,100.159760,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.149963,734.474854,106.102119,,,,743.638062,825.790100,217.429565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,467.708801,649.766785,94.274338,,,,408.570374,701.336975,100.153633,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.107727,734.375000,106.121605,,,,743.656189,825.715820,217.408020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,467.458588,649.512878,94.589653,,,,408.468689,701.361938,100.161919,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.047729,734.207581,106.166718,,,,743.638062,825.593872,217.329849,,,,,,,,,,,,,,,,,,,,,,,,,813.351624,807.380188,388.622223,,,
185,,,,467.247528,649.358337,94.766449,,,,408.389557,701.375977,100.135338,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.052307,734.080505,106.202690,,,,743.549683,825.521057,217.259766,,,,,,,,,,,,,,,,,,,,,,,,,813.558350,807.510254,388.566132,,,
186,,,,467.064209,649.251160,94.867188,,,,408.369720,701.378723,100.119789,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.949097,734.004761,106.228325,,,,743.590393,825.411621,217.177582,,,,,,,,,,,,,,,,,,,,,,,,,813.592529,807.710510,388.541046,,,
187,,,,466.852356,649.123596,94.950966,,,,408.306427,701.386597,100.129982,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.950928,733.838379,106.193726,,,,743.584717,825.288269,217.154495,,,,,,,,,,,,,,,,,,,,,,,,,813.686890,807.840881,388.428772,,,
188,,,,466.837646,649.145752,94.814034,,,,408.297913,701.455261,100.160538,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.986694,733.710938,106.243736,,,,743.582581,825.219421,217.147949,,,,,,,,,,,,,,,,,,,,,,,,,813.771606,808.096069,388.439240,,,
189,,,,466.851410,649.083069,94.775925,,,,408.267700,701.379822,100.167404,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.028687,733.535583,106.146057,,,,743.613586,825.043579,217.067841,,,,,,,,,,,,,,,,,,,,,,,,,813.891357,808.280518,388.440735,,,
190,,,,466.732086,648.952087,94.760704,,,,408.244873,701.462463,100.054451,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.130310,733.364929,105.939560,,,,743.567200,824.850159,217.011169,,,,,,,,,,,,,,,,,,,,,,,,,814.200073,808.477539,388.404419,,,
191,,,,466.692169,648.860596,94.737923,,,,408.289612,701.485962,99.959686,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.226318,733.161316,105.791695,,,,743.600647,824.716248,216.917740,,,,,,,,,,,,,,,,,,,,,,,,,814.485168,808.691650,388.307770,,,
