Weight62
Date:,2025/04/30
Time:,17:44:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
192,,,,466.620728,648.777710,94.725426,,,,408.298340,701.411926,99.995712,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.257996,733.032166,105.760857,,,,743.678955,824.541138,216.810104,,,,,,,,,,,,,,,,,,,,,,,,,814.803040,808.940125,388.002716,,,
193,,,,466.568787,648.688599,94.606239,,,,408.290405,701.372986,99.944748,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.302246,732.926880,105.701790,,,,743.701172,824.316162,216.761871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,466.515656,648.656860,94.630905,,,,408.256714,701.392456,99.883827,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.320740,732.827698,105.647598,,,,743.802917,824.105469,216.710754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,466.437988,648.596558,94.583954,,,,408.213470,701.392273,99.916237,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.311707,732.693848,105.590675,,,,743.946472,823.871948,216.657486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,466.316559,648.495483,94.582146,,,,408.214630,701.393555,99.929604,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.329590,732.600891,105.593872,,,,743.929688,823.629272,216.613693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,466.336823,648.475220,94.587463,,,,408.189087,701.393188,99.811172,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.174622,732.569214,105.687927,,,,743.929077,823.383484,216.682190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,466.283020,648.401733,94.637871,,,,408.243347,701.418457,99.822418,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.134888,732.496399,105.663589,,,,743.974487,823.194702,216.716919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,466.235687,648.311646,94.563972,,,,408.272644,701.407471,99.763824,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.322693,732.375244,105.518478,,,,743.938904,822.875793,216.685226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,466.240936,648.306091,94.536819,,,,408.232452,701.484314,99.739853,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.334717,732.327515,105.367371,,,,744.120728,822.588806,216.786636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,466.166992,648.321106,94.511658,,,,408.223480,701.436707,99.679848,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.320068,732.254883,105.318489,,,,744.142517,822.362488,216.913269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,466.144897,648.321777,94.532104,,,,408.296173,701.529724,99.591637,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.331665,732.241821,105.273933,,,,744.192688,822.066162,216.974686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,466.075104,648.319397,94.508995,,,,408.243439,701.552673,99.537819,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.337219,732.237976,105.241493,,,,744.267761,821.817200,217.356415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,466.035095,648.335022,94.526497,,,,408.222443,701.568970,99.479233,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.317627,732.155884,105.133484,,,,744.287598,821.539124,217.632294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,466.006866,648.317505,94.529671,,,,408.202728,701.667664,99.425018,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.349426,732.140015,105.096458,,,,744.298279,821.301270,217.905365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,465.966858,648.282166,94.504517,,,,408.191315,701.675659,99.439819,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.268188,732.157349,105.050743,,,,744.296997,820.973816,218.141205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,465.932556,648.214600,94.466034,,,,408.150848,701.678772,99.342438,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.300659,732.089539,104.971931,,,,744.158081,820.701111,218.488617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,465.926666,648.227051,94.481834,,,,408.103394,701.689575,99.272552,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.331970,732.074036,104.918121,,,,744.100403,820.427673,218.664047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,465.851563,648.230835,94.470444,,,,408.100433,701.691284,99.268875,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.290649,731.978699,104.830116,,,,743.957153,820.095337,219.059708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,465.835266,648.248657,94.443085,,,,408.024963,701.717957,99.226196,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.269226,731.895508,104.881287,,,,743.933411,819.802429,219.248215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,465.722778,648.222778,94.419678,,,,408.037750,701.707581,99.150703,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.218872,731.874512,104.858330,,,,743.934143,819.526550,219.353394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,465.695190,648.197632,94.392235,,,,407.988190,701.701050,99.118111,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.189575,731.845398,104.868996,,,,744.065857,819.227600,219.459930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,465.702850,648.196838,94.384811,,,,407.975769,701.700317,99.126678,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.185425,731.762634,104.878456,,,,744.110474,818.874634,219.582169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,465.697235,648.179016,94.350105,,,,407.909729,701.719666,99.043083,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.186401,731.685730,104.878029,,,,744.076172,818.533630,219.762100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,465.600800,648.115784,94.406136,,,,407.915527,701.714783,99.054359,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.123352,731.646301,104.915504,,,,744.067139,818.275208,220.087784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,465.549652,648.053223,94.390678,,,,407.893829,701.707153,99.040970,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.053589,731.655396,104.895912,,,,743.863037,818.086060,220.279953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,465.490295,648.046570,94.416725,,,,407.889709,701.611389,99.060509,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.007080,731.637878,104.932190,,,,743.389648,818.109253,220.727509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,465.509735,648.079102,94.428329,,,,407.813477,701.601501,99.045296,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.041687,731.525269,104.945976,,,,743.109741,818.054932,221.113556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,465.472839,648.090088,94.315956,,,,407.762482,701.623962,98.991280,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.978027,731.526306,105.003578,,,,742.875916,817.775879,221.797424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,465.458984,647.976135,94.329567,,,,407.785828,701.522400,98.985115,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.903137,731.413696,104.607948,,,,742.474548,817.615906,222.242538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,465.425293,647.942566,94.352158,,,,407.784332,701.491882,99.022629,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.866577,731.521851,104.907028,,,,742.093933,817.484009,222.628815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,465.399689,647.959412,94.387817,,,,407.745514,701.508423,98.932518,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.783752,731.559753,105.007423,,,,741.802673,817.295471,223.050140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,465.421143,647.967041,94.382401,,,,407.721436,701.506042,98.924210,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.718506,731.536072,104.982224,,,,741.670593,817.166382,223.213715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,465.476410,647.948853,94.325569,,,,407.702972,701.508850,98.926331,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.729370,731.526184,104.881180,,,,741.656860,817.114014,223.345337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,465.421661,647.967529,94.361557,,,,407.670715,701.517944,98.950096,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.720947,731.547058,104.990150,,,,741.632568,817.045654,223.385635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,465.474762,647.964966,94.349045,,,,407.678375,701.420654,98.935692,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.733032,731.554077,105.020157,,,,741.648499,816.989197,223.480865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,465.453918,647.977905,94.351234,,,,407.557678,701.362244,98.574089,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.653992,731.554260,105.043884,,,,741.609009,816.906982,223.566925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,465.484741,647.968018,94.337822,,,,407.658600,701.428040,98.755142,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.610535,731.617798,105.049789,,,,741.604309,816.886414,223.718765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,465.505920,647.973694,94.321022,,,,407.627380,701.436035,98.863777,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.664307,731.571899,105.059799,,,,741.525208,816.812866,223.799652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,465.508667,647.976868,94.316269,,,,407.642639,701.427490,98.834534,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.666260,731.642395,105.106682,,,,741.341858,816.908386,224.032166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,465.517242,647.983521,94.309860,,,,407.624420,701.430542,98.849655,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.654724,731.669434,105.125214,,,,741.249817,816.937439,224.261215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,465.561554,648.071655,94.268448,,,,407.622345,701.513672,98.816910,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.619324,731.666077,105.052391,,,,741.187744,816.947205,224.505142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,465.661499,648.123474,94.216431,,,,407.629028,701.527649,98.802063,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.720154,731.736816,104.999626,,,,741.049805,816.879333,224.649734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,465.640778,648.140808,94.216995,,,,407.690033,701.546204,98.730186,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.669800,731.790161,104.978157,,,,740.920776,816.867676,224.803894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,465.673645,648.071411,94.240875,,,,407.587311,701.488098,98.432556,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.649902,731.879333,104.993568,,,,740.881287,816.762207,224.934357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,465.647888,648.079956,94.213951,,,,407.675629,701.521729,98.694160,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.602722,731.881958,104.921669,,,,740.710449,816.640137,225.134903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,465.710114,648.073975,94.217140,,,,407.723328,701.537781,98.727959,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.345032,732.017517,105.084465,,,,740.411499,816.539734,225.595352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,465.755981,648.105469,94.214462,,,,407.705322,701.547791,98.718033,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.453247,731.938293,105.030525,,,,740.295044,816.430542,225.779984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,465.781555,648.077026,94.179855,,,,407.692505,701.463806,98.719307,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.478271,731.872803,104.852562,,,,740.270020,816.321106,225.886078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,465.815796,648.114441,94.194588,,,,407.600098,701.441895,98.731003,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.484009,731.960205,104.800140,,,,740.306458,816.136108,225.877762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,465.813965,648.098938,94.174042,,,,407.600128,701.442749,98.680565,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.326050,732.070923,104.948189,,,,740.150757,816.078918,225.972244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,,,465.818390,648.052368,94.038849,,,,407.636993,701.450562,98.592140,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.376587,731.926575,104.886116,,,,739.973450,815.966187,226.298752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,465.801514,648.078125,93.962555,,,,407.636841,701.450745,98.545097,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.365540,731.889832,104.792755,,,,739.948730,815.825195,226.412140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,465.748322,648.082581,94.026497,,,,407.565216,701.447327,98.578957,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.357483,731.900757,104.780556,,,,739.951477,815.659851,226.734116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,465.780945,648.021790,94.037506,,,,407.552490,701.456543,98.570930,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.321228,731.882324,104.795059,,,,739.925720,815.608887,226.512314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,465.791504,648.068115,93.989426,,,,407.566132,701.370972,98.575127,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.351379,731.851379,104.746452,,,,739.938599,815.418091,226.668564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,465.701874,648.121216,93.989288,,,,407.516327,701.357300,98.622406,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.263245,731.865234,104.695740,,,,739.879333,815.212585,226.832611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,465.693268,648.021057,94.020393,,,,407.479401,701.363037,98.630531,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.265259,731.815369,104.743484,,,,739.835083,815.088928,226.885895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,465.616119,647.993652,94.076851,,,,407.436188,701.365234,98.548637,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.179443,731.791382,104.616852,,,,739.798706,814.822876,226.980972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,465.595795,647.993652,94.097076,,,,407.441376,701.366394,98.524475,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.227966,731.738770,104.469398,,,,739.717896,814.541382,227.034180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,,,465.590454,647.990723,94.099899,,,,407.422241,701.366821,98.576591,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.152100,731.735596,104.488029,,,,739.623352,814.380676,227.117798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,,,465.494446,647.999878,94.020218,,,,407.327179,701.383728,98.518181,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.110168,731.638672,104.204575,,,,739.583679,814.278992,227.218628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,465.454468,647.945190,93.842323,,,,407.313751,701.377258,98.536598,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.058228,731.719971,104.415970,,,,739.461914,814.155090,227.335358,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.562439,804.431824,399.279907
254,,,,465.462097,648.001404,94.045769,,,,407.328949,701.278259,98.592010,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.999023,731.736572,104.566467,,,,739.421387,814.025574,227.419617,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.356934,804.364624,399.567535
255,,,,465.440216,647.942078,93.891640,,,,407.246460,701.374268,98.500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.969177,731.743591,104.631088,,,,739.401489,813.968689,227.573486,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.392334,804.159973,399.688629
256,,,,465.420441,647.977783,93.925163,,,,407.263733,701.302917,98.409088,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.917236,731.727661,104.618034,,,,739.407227,813.943481,227.706467,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.354065,804.030090,399.945679
257,,,,465.402527,647.976807,93.829758,,,,407.215759,701.283020,98.470009,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.919922,731.745422,104.690666,,,,739.381409,813.924805,227.874741,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.456787,803.832764,400.109436
258,,,,465.355194,648.013611,93.979309,,,,407.122284,701.296265,98.464188,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.288513,731.875305,104.062950,,,,739.319519,813.929382,227.957672,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.530579,803.716492,400.277466
259,,,,465.267334,647.993164,94.056221,,,,407.104553,701.286194,98.430870,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.082764,731.632629,104.426277,,,,739.315430,813.983154,228.084808,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.642151,803.594849,400.292297
260,,,,465.415344,648.083191,93.758873,,,,407.077606,701.293945,98.499527,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.908630,731.693848,104.895088,,,,739.282471,814.067627,228.273422,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.852112,803.469299,400.468628
261,,,,465.491730,648.154114,93.628105,,,,406.993896,701.400146,98.453094,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.949158,731.596191,104.920410,,,,738.790405,814.483337,229.038437,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.902222,803.422729,400.599701
262,,,,465.418884,648.166382,93.730591,,,,406.990234,701.351074,98.182648,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.933777,731.580200,105.005013,,,,738.364319,814.739685,229.535538,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.076782,803.321594,400.761627
263,,,,465.110870,648.042114,94.093025,,,,406.914795,701.398315,98.368355,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.909302,731.569885,105.231720,,,,738.170959,814.991150,229.881042,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.095703,803.310913,401.260590
264,,,,464.924500,647.991272,94.327377,,,,406.785400,701.326538,98.157661,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.841736,731.568787,105.401176,,,,737.961914,815.320496,230.204056,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.120605,803.261963,401.844635
265,,,,464.798737,648.023376,94.364105,,,,406.819061,701.342896,98.134865,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.841309,731.485779,105.548279,,,,737.897034,815.697815,230.441635,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.387756,803.337524,402.281372
266,,,,464.726379,648.046143,94.403763,,,,406.727386,701.352600,98.159950,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.825745,731.469727,105.672234,,,,737.942871,816.109009,230.469482,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.867676,803.515076,402.572205

