Weight59
Date:,2025/04/24
Time:,13:14:46
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
176,555.072327,730.374207,143.266953,,,,,,,,,,,,,490.475037,650.040405,117.636787,,,,915.248169,796.046143,420.811615,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.397156,824.505615,248.546265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,554.649719,730.391724,142.784683,,,,,,,,,,,,,490.129791,650.266113,116.424568,,,,914.784668,796.043823,420.149597,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.101013,824.388123,248.094574,,,,428.709351,717.285522,118.140305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,554.019165,730.325500,142.531662,,,,,,,,,,,,,489.867279,650.523743,115.657921,,,,914.295532,796.027405,419.429474,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.241211,824.464722,247.814178,,,,428.494568,717.439880,117.154999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,553.441589,730.303833,142.106735,,,,,,,,,,,,,489.430481,650.181274,115.781784,,,,913.828674,795.985046,418.861359,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.377441,824.436523,247.618774,,,,428.163757,717.451111,116.532555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,553.121033,730.194092,140.721970,,,,,,,,,,,,,488.822876,649.927490,115.076561,,,,913.458313,795.943481,418.460114,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.647095,824.261597,247.169342,,,,427.586151,717.591431,116.041267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,552.887939,730.147522,139.990631,,,,,,,,,,,,,488.571259,649.889893,113.901619,,,,912.759155,795.922485,418.208160,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.127686,824.178345,246.751694,,,,427.096497,717.645264,115.690948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,552.278625,730.231750,139.401749,,,,,,,,,,,,,488.412354,650.187195,113.105988,,,,911.666260,795.981445,417.877258,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.841797,824.149292,246.542587,,,,426.603302,717.667236,115.173172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,551.682861,730.280396,139.049057,,,,,,,,,,,,,488.233063,650.360535,112.685371,,,,910.899414,795.889160,417.394562,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.665344,824.056763,246.067169,,,,426.579712,717.907776,114.409302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,551.221985,730.335938,138.637711,,,,,,,,,,,,,488.201111,650.768494,111.992783,,,,910.252930,795.706055,417.043091,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.958191,823.873291,244.908920,,,,426.486481,718.033691,113.589561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,551.088013,730.338440,138.112625,,,,,,,,,,,,,487.428833,650.682678,111.556458,,,,909.998596,795.751160,416.693146,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.068054,823.829529,243.750381,,,,425.977264,718.207397,112.801170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,550.722900,730.408386,137.650986,,,,,,,,,,,,,486.630615,650.472778,111.552399,,,,909.813171,795.717285,416.554596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.574341,718.159790,112.260811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,550.457642,730.352234,137.289459,,,,,,,,,,,,,486.192932,650.489441,111.417221,,,,909.523071,795.580872,416.099060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.202820,823.903625,242.855377,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,550.146912,730.321411,136.853882,,,,,,,,,,,,,485.787476,650.537048,110.896828,,,,909.279663,795.378357,415.557556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.681213,824.019714,242.865204,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,549.861450,730.394714,136.281097,,,,,,,,,,,,,485.438660,650.563538,110.300598,,,,908.901733,795.312256,415.135559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.144409,824.068726,242.873260,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,549.543945,730.402649,135.549408,,,,,,,,,,,,,485.112854,650.547119,110.129501,,,,908.475037,795.347473,414.609467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.629761,824.096436,242.688965,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,549.316528,730.419312,135.184113,,,,,,,,,,,,,484.619904,650.420715,109.747742,,,,907.695984,795.105225,414.376587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.816284,824.031128,242.580353,424.035492,717.967102,110.873207,,,,,,,,,,,,,,,,,,,,,,,,
192,548.969543,730.467651,135.000153,,,,,,,,,,,,,484.344147,650.301697,109.065178,,,,907.099182,794.998535,414.378143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.011902,824.120422,242.504791,423.298126,717.927490,110.842720,,,,,,,,,,,,,,,,,,,,,,,,
193,548.542358,730.453979,134.968903,,,,,,,,,,,,,484.114044,650.256531,108.599564,,,,906.086182,795.168884,414.405792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.480835,824.080627,242.330933,422.709076,717.934387,110.367340,,,,,,,,,,,,,,,,,,,,,,,,
194,548.113525,730.431702,134.763336,,,,,,,,,,,,,483.924225,650.402283,108.044861,,,,905.496277,795.125488,414.168396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.974182,824.177307,242.219070,422.138947,717.861389,110.312332,,,,,,,,,,,,,,,,,,,,,,,,
195,547.720764,730.282715,134.527786,,,,,,,,,,,,,483.747406,650.460388,107.331619,,,,905.089233,794.985962,413.785156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.878967,824.268311,241.916656,421.656860,717.852661,110.422180,,,,,,,,,,,,,,,,,,,,,,,,
196,547.357666,730.143311,134.140228,,,,,,,,,,,,,483.614044,650.479553,106.935875,,,,904.784851,795.014893,413.559235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.801453,824.261658,241.479446,421.660034,717.878174,109.761757,,,,,,,,,,,,,,,,,,,,,,,,
197,546.892944,730.023682,133.906540,,,,,,,,,,,,,483.206512,650.083313,107.441521,,,,904.742920,794.945801,413.224976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.651978,824.299316,241.077087,421.513153,717.835083,109.249634,,,,,,,,,,,,,,,,,,,,,,,,
198,546.471741,729.924561,133.707016,,,,,,,,,,,,,482.757813,649.836426,107.445717,,,,903.890930,795.449036,413.431519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.462219,824.253601,240.539276,421.234955,717.766785,109.055077,,,,,,,,,,,,,,,,,,,,,,,,
199,546.190552,729.933533,133.518723,,,,,,,,,,,,,482.547852,649.823608,107.055267,,,,903.484802,795.513367,413.354034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.928162,717.686890,108.844307,,,,,,,,,,,,,,,,,,,,,,,,
200,545.856445,729.848389,133.235519,,,,,,,,,,,,,482.234711,649.752991,106.561058,,,,903.358643,795.586731,413.250977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.516693,717.621216,108.551170,772.839233,824.346069,239.754837,,,,,,,,,,,,,,,,,,,,,
201,545.426331,729.902222,132.987961,,,,,,,,,,,,,482.258209,650.034180,105.690300,,,,903.170898,795.595459,413.094604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.111969,717.485107,108.133942,772.189514,824.397583,239.790726,,,,,,,,,,,,,,,,,,,,,
202,545.010254,729.923340,132.651489,,,,,,,,,,,,,482.245911,650.154907,105.048317,,,,902.811462,795.622620,412.979126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.564331,824.514465,239.872055,,,,,,,,,,,,,,,,,,,,,
203,544.775513,729.908752,132.179199,,,,,,,,,,,,,481.975311,650.206360,104.765724,,,,902.209595,795.685425,412.888062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.995056,824.518799,240.006760,,,,,,,,,,,,,,,,,,,,,
204,544.569458,730.020569,131.698700,,,,,,,,,,,,,481.373749,649.699463,105.485184,,,,901.655334,795.687317,412.649597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.491272,824.549622,240.138611,,,,,,,,,,,,,,,,,,,,,
205,544.208618,730.111755,131.466003,,,,,,,,,,,,,480.881897,649.485535,105.606979,,,,901.120483,795.739807,412.583801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.989380,824.532898,240.201874,,,,,,,,,,,,,,,,,,,,,
206,543.945374,730.097656,131.247986,,,,,,,,,,,,,480.867249,649.521118,105.143745,,,,900.514160,795.762390,412.492645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.443420,824.494385,240.183182,,,,,,,,,,,,,,,,,,,,,
207,543.520569,730.020203,130.863434,,,,,,,,,,,,,480.557526,649.338013,104.882149,,,,900.252625,795.775391,412.248749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.901184,824.401489,240.053574,,,,,,,,,,,,,,,,,,,,,
208,543.422302,730.030701,130.855347,,,,,,,,,,,,,480.226501,649.205994,104.662682,,,,900.232727,795.631897,411.845825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.500000,824.406250,239.905106,,,,,,,,,,,,,,,,,,,,,
209,543.208801,729.963928,130.665894,,,,,,,,,,,,,479.889465,649.746277,103.566101,,,,899.948120,795.601501,411.635712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.203796,824.344849,239.723923,,,,,,,,,,,,,,,,,,,,,
210,542.779724,729.852051,130.390717,,,,,,,,,,,,,479.817780,649.116455,103.126129,,,,899.676392,795.596802,411.553833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.006409,824.176636,239.508362,417.247803,715.996216,105.018204,,,,,,,,,,,,,,,,,,
211,542.390625,729.783875,130.108704,,,,,,,,,,,,,479.583405,648.721619,102.474411,,,,899.504761,795.595337,411.543182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.759216,824.052673,239.243240,417.610901,715.856140,103.804832,,,,,,,,,,,,,,,,,,
212,542.159302,729.589600,129.506363,,,,,,,,,,,,,479.382477,648.735596,101.550240,,,,899.266174,795.533325,411.463684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.521362,823.986145,239.110962,417.619781,715.768982,103.251541,,,,,,,,,,,,,,,,,,
213,542.347351,729.362671,129.048019,,,,,,,,,,,,,479.449066,649.179443,100.610352,,,,898.972839,795.221497,411.412079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.277649,823.847290,238.883652,417.237427,715.830811,103.178215,,,,,,,,,,,,,,,,,,
214,542.076599,729.234436,128.709061,,,,,,,,,,,,,479.462097,649.509521,99.783875,,,,898.680298,795.182373,411.221802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.255371,823.655884,238.789551,417.104736,715.737671,103.050354,,,,,,,,,,,,,,,,,,
215,541.836731,729.138367,128.355606,,,,,,,,,,,,,479.104187,649.390747,99.098000,,,,898.594849,795.120544,410.945190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.158203,823.409485,238.657272,416.634033,715.726196,102.950760,,,,,,,,,,,,,,,,,,
216,541.610840,729.077209,127.795433,,,,,,,,,,,,,478.941498,649.202820,98.179733,,,,898.344238,795.050720,410.803345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.901672,823.248413,238.439224,416.356659,715.731384,102.570061,,,,,,,,,,,,,,,,,,
217,541.406189,729.039124,127.114761,,,,,,,,,,,,,478.643982,649.420166,97.575935,,,,897.848938,795.031616,410.833282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.768921,823.085388,237.814346,416.171387,715.759583,102.005432,,,,,,,,,,,,,,,,,,
218,541.263367,728.955994,126.672844,,,,,,,,,,,,,478.368439,649.596130,96.541168,,,,897.103455,795.174255,410.958557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.909729,715.709717,101.477737,,,,,,,,,,,,,,,,,,
219,541.012573,728.897827,126.277710,,,,,,,,,,,,,478.341217,649.770081,95.631454,,,,896.402771,795.208679,411.120056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.128967,715.838623,100.517014,,,,,,,,,,,,,,,,,,
220,540.788391,728.908752,125.907005,,,,,,,,,,,,,478.364166,649.762146,94.966911,,,,896.165527,794.589478,410.782532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.129303,715.929871,99.348419,766.398621,822.530884,236.539246,,,,,,,,,,,,,,,
221,540.653381,728.919250,125.574654,,,,,,,,,,,,,478.406708,649.800720,94.552361,,,,895.711609,795.087097,410.811829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.012421,716.223450,98.732330,765.908386,822.462280,236.457611,,,,,,,,,,,,,,,
222,540.534485,729.066956,125.124931,,,,,,,,,,,,,477.832031,649.413147,95.240921,,,,895.237854,795.234375,410.737366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.732330,716.754761,98.511391,765.474121,822.395447,236.410278,,,,,,,,,,,,,,,
223,540.617310,729.294739,124.771393,,,,,,,,,,,,,476.960358,649.240662,96.466370,,,,895.075256,795.148193,410.717743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.390625,717.400330,98.531631,765.055481,822.334961,236.378418,,,,,,,,,,,,,,,
224,540.488159,729.554749,124.592232,,,,,,,,,,,,,476.441895,649.632507,96.923508,,,,894.970886,795.103699,410.641724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.069092,717.945557,98.357658,764.718567,822.370605,236.390167,,,,,,,,,,,,,,,
225,540.218994,729.784485,124.387703,,,,,,,,,,,,,476.254181,650.007996,96.949760,,,,894.702698,794.358948,410.523346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.766815,718.410828,98.040070,764.729553,822.258240,236.153336,,,,,,,,,,,,,,,
226,540.125427,730.017273,124.157623,,,,,,,,,,,,,476.009308,650.294067,96.895401,,,,894.562683,794.230591,410.393280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.610748,718.661926,97.818459,,,,,,,,,,,,,,,,,,
227,540.088684,730.193115,123.941292,,,,,,,,,,,,,475.723511,650.447449,97.091011,,,,894.177307,794.994263,410.515503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,540.075928,730.231384,123.767967,,,,,,,,,,,,,475.478577,650.569214,97.251320,,,,894.010498,794.580994,410.186035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.265747,822.256836,235.094910,,,,,,,,,,,,
229,540.069458,730.213684,123.616119,,,,,,,,,,,,,475.337463,650.498047,97.265442,,,,894.021362,794.967041,409.947388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.094055,822.330017,234.893280,,,,,,,,,,,,
230,540.093384,730.212280,123.531372,,,,,,,,,,,,,475.443726,650.409302,97.284309,,,,894.001526,795.148865,409.718079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.957947,822.416748,234.772186,,,,,,,,,,,,
231,540.105957,730.128479,123.425644,,,,,,,,,,,,,475.440552,650.365601,97.128357,,,,893.505188,795.140625,409.643921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.952759,822.448914,234.640381,,,,,,,,,,,,
232,540.043762,730.020020,123.310646,,,,,,,,,,,,,475.384583,650.283386,96.997177,,,,893.463806,795.131836,409.260742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.795959,822.457642,234.456131,,,,,,,,,,,,
233,540.073364,729.902832,123.200768,,,,,,,,,,,,,475.449280,650.124878,96.723099,,,,893.791992,795.032654,408.553162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.716187,822.600891,234.418884,,,,,,,,,,,,
234,540.058838,729.784424,123.145164,,,,,,,,,,,,,475.507294,649.822693,96.512985,,,,893.927368,795.210876,408.118561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.657959,822.642883,234.348602,414.949341,718.462036,97.153458,,,,,,,,,
235,540.056580,729.579346,123.215340,,,,,,,,,,,,,475.639679,649.458130,96.322731,,,,894.414734,795.297729,407.680206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.538025,822.681885,234.292953,414.955109,718.257996,97.386215,,,,,,,,,
236,540.030334,729.339783,123.173637,,,,,,,,,,,,,476.007233,649.372681,95.917297,,,,894.469360,795.385864,407.503571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.385254,822.694641,234.199203,414.707306,718.108398,97.689568,,,,,,,,,
237,540.052979,729.177002,123.116325,,,,,,,,,,,,,476.221985,649.366699,95.678497,,,,894.379089,795.650452,407.588165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.198303,822.793213,234.144043,414.615906,717.932617,97.853378,,,,,,,,,
238,540.085510,729.164856,122.965065,,,,,,,,,,,,,476.304260,649.263184,95.582581,,,,894.159912,795.888367,407.686035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.124084,822.825134,234.148193,414.712433,717.811035,97.851189,,,,,,,,,
239,540.193909,729.107971,122.836731,,,,,,,,,,,,,476.387299,649.135864,95.569717,,,,894.014526,796.147644,407.830231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.030518,822.825867,234.136169,414.797729,717.707397,97.742470,,,,,,,,,
240,540.184143,729.104248,122.624222,,,,,,,,,,,,,476.484222,649.067505,95.454453,,,,893.967529,796.281067,407.850464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.898071,822.863464,234.096542,414.859680,717.606995,97.669792,,,,,,,,,
241,540.239502,729.122681,122.538979,,,,,,,,,,,,,476.549133,649.048523,95.320496,,,,893.904358,796.284607,407.955505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.891663,822.972717,234.162064,414.866699,717.593506,97.631271,,,,,,,,,
242,540.237488,729.227051,122.481590,,,,,,,,,,,,,476.669037,649.015625,95.360039,,,,893.587280,796.495483,408.156799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.833862,822.995972,234.134048,414.771515,717.617188,97.525879,,,,,,,,,
243,540.242188,729.326172,122.427315,,,,,,,,,,,,,476.721100,649.078857,95.312851,,,,893.531982,796.513306,408.364014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.713867,822.985291,234.139938,414.764893,717.626648,97.532066,,,,,,,,,
244,540.294250,729.339600,122.305023,,,,,,,,,,,,,476.727081,649.053101,95.212898,,,,893.465820,796.494263,408.389374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.673279,822.982239,234.169449,415.095093,717.696472,97.185028,,,,,,,,,
245,540.345581,729.506592,122.231590,,,,,,,,,,,,,476.783325,649.055603,95.105942,,,,893.275391,796.608032,408.723846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.707397,822.977783,234.238846,415.209473,717.705200,96.830864,,,,,,,,,
246,540.165039,729.581421,122.113586,,,,,,,,,,,,,476.783691,649.056152,95.151398,,,,893.323242,796.440369,408.815979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.716125,822.977966,234.249649,415.227905,717.716553,96.583687,,,,,,,,,
247,540.033569,729.586914,122.070526,,,,,,,,,,,,,476.833038,649.114258,95.051216,,,,893.293457,796.370850,408.879333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.653259,822.976379,234.283463,415.250885,717.725586,96.500824,,,,,,,,,
248,539.932739,729.588745,122.090912,,,,,,,,,,,,,476.829285,649.096985,94.904526,,,,893.094727,796.295471,408.979218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.585205,822.977478,234.364670,415.248413,717.744385,96.418327,,,,,,,,,
249,540.005981,729.555176,121.774498,,,,,,,,,,,,,476.820557,649.102905,94.791061,,,,892.735413,796.192383,409.334717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.192261,823.080383,234.654541,415.102356,717.758850,96.357231,,,,,,,,,
250,539.973450,729.554565,121.764908,,,,,,,,,,,,,476.733429,649.081116,94.690628,,,,892.072449,796.396851,410.042755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.828003,823.059387,234.985031,415.084320,717.770752,96.319458,,,,,,,,,
251,539.879272,729.460449,121.731834,,,,,,,,,,,,,476.646301,649.105103,94.631905,,,,891.720398,796.421082,410.340942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.687256,823.004761,235.183136,415.033783,717.680786,96.203583,,,,,,,,,
252,539.787354,729.434143,121.634148,,,,,,,,,,,,,476.615814,649.094910,94.432617,,,,891.585754,796.433472,410.396637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.435913,822.950134,235.381271,414.933411,717.661194,96.163605,,,,,,,,,
253,539.726440,729.354858,121.724495,,,,,,,,,,,,,476.465607,649.098206,93.936653,,,,891.425293,796.238586,410.528992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.284180,822.828186,235.536316,414.938568,717.662415,96.070404,,,,,,,,,
254,539.654968,729.349426,121.731659,,,,,,,,,,,,,476.343475,649.151184,93.714615,,,,891.383484,796.203491,410.574921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.039612,822.780396,235.614136,414.929962,717.675659,95.917549,,,,,,,,,
255,539.631714,729.261475,121.709801,,,,,,,,,,,,,476.353271,649.158936,93.668991,,,,891.272156,796.250793,410.650055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.031921,822.689575,235.798187,414.895233,717.667725,95.768356,,,,,,,,,
256,539.550232,729.241699,121.756889,,,,,,,,,,,,,476.372223,649.158386,93.801590,,,,891.133362,796.358582,410.704590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.020142,822.543884,235.946793,414.898438,717.647278,95.652534,,,,,,,,,
257,539.507935,729.264404,121.721375,,,,,,,,,,,,,476.276855,649.101013,93.732727,,,,891.096130,796.435486,410.819855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.882019,822.512939,235.977951,414.893402,717.537903,95.481422,,,,,,,,,
258,539.467468,729.249207,121.704018,,,,,,,,,,,,,476.246735,649.110535,93.750725,,,,891.101135,796.428833,410.866272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.762207,822.463074,236.022736,414.913239,717.541260,95.425331,,,,,,,,,
259,539.376343,729.244019,121.641357,,,,,,,,,,,,,476.261810,649.104614,93.691116,,,,891.068359,796.416382,410.880035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.822632,822.411072,236.090057,414.911469,717.552612,95.438164,,,,,,,,,
260,539.380188,729.255188,121.622742,,,,,,,,,,,,,476.356415,649.237061,93.430939,,,,891.073425,796.408142,410.875793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.921936,822.272705,236.061890,414.832794,717.563721,95.420464,,,,,,,,,
261,539.355408,729.260986,121.639435,,,,,,,,,,,,,476.462128,649.380676,93.140671,,,,891.027344,796.319336,410.875854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.876221,822.156738,236.067245,414.813751,717.565796,95.427025,,,,,,,,,
262,539.434021,729.268799,121.560081,,,,,,,,,,,,,476.353729,649.207581,93.457954,,,,891.041199,796.289734,410.871918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.814819,822.161316,236.103775,414.924896,717.520996,95.171867,,,,,,,,,
263,539.445923,729.255615,121.491409,,,,,,,,,,,,,476.422333,649.222839,93.410591,,,,891.030334,796.225403,410.859131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.004150,822.094238,235.986435,414.942535,717.551880,94.904579,,,,,,,,,
264,539.414673,729.261841,121.478661,,,,,,,,,,,,,476.394714,649.148682,93.543022,,,,890.981201,796.223206,410.877930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.045471,821.956299,235.964737,414.938660,717.574768,94.914284,,,,,,,,,
265,539.440063,729.284119,121.405090,,,,,,,,,,,,,476.443481,649.226685,93.350655,,,,890.894104,796.151367,410.905609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.079102,821.792908,235.978073,414.941711,717.587280,94.956978,,,,,,,,,
266,539.539734,729.269287,121.305496,,,,,,,,,,,,,476.448914,649.141235,93.420807,,,,890.884155,796.130371,410.917145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.162354,821.682495,235.868393,414.842316,717.636780,95.077278,,,,,,,,,
