Weight59
Date:,2025/04/23
Time:,14:06:55
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,873.716553,712.730774,123.490356,756.822815,674.940186,116.400452,823.795410,620.438721,115.806206,1131.587646,844.682739,382.818695,,,,1078.926147,867.853149,236.595184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,873.038513,712.905396,123.824661,756.186646,674.877502,116.564865,822.852173,620.706116,116.293030,1130.905151,844.797424,383.164978,,,,1077.817261,868.368469,237.310547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,871.448303,713.320801,124.779007,754.941345,674.817139,116.373444,821.579712,620.793213,117.112602,1130.441528,844.781738,383.310089,,,,1076.795410,868.784729,237.493195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,870.060425,713.504395,126.150276,753.660095,674.758484,116.036247,820.422302,620.770874,117.549149,1129.784912,844.851807,383.219818,,,,1075.799438,868.755310,238.129028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,868.921936,713.844604,126.698822,752.264221,674.775330,116.153069,819.511902,620.711121,117.785027,1128.851685,844.936523,383.417877,,,,1074.472412,868.657349,238.884750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,868.140625,713.851501,126.994164,752.175354,674.424988,116.114281,818.572632,620.931763,118.043762,1127.798584,845.062012,383.830383,,,,1073.310181,869.229492,239.321259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,866.553284,714.381714,127.439392,750.550110,674.451599,115.761513,817.333374,621.320984,118.501694,1126.677368,845.081787,384.137177,,,,1072.419678,869.643005,239.442749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,864.802979,714.886841,128.370392,748.652222,674.763489,115.834511,816.168762,621.396362,118.881531,1126.042725,844.992004,384.135284,,,,1071.278198,869.641846,239.923889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,863.364624,714.735779,129.295532,747.203064,674.627258,116.242790,814.779541,621.317688,120.046036,1125.370605,845.093018,384.345184,,,,1069.651001,870.377136,240.711288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,861.686340,714.913025,129.927094,746.179932,674.530151,116.553612,813.210449,621.376221,120.701866,1124.311401,845.242981,384.822296,,,,1068.612427,870.817505,241.153839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,860.058350,715.257202,130.658829,744.670959,674.639099,116.195564,811.894775,621.662903,121.196510,1122.993652,845.427063,385.177277,,,,1067.684570,871.382507,241.656799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,858.690979,715.576782,131.473114,742.823853,674.824768,116.162918,810.511963,621.975281,121.940002,1122.322632,845.359375,385.329926,,,,1066.289795,871.603699,242.325287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,857.033569,715.624390,132.088440,741.414551,674.839233,116.283287,808.837219,622.050171,122.528732,1121.140503,845.390320,385.403809,,,,1064.743408,871.793396,242.438995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,854.652893,716.166870,132.829666,740.039368,674.838806,115.939171,807.162292,622.267639,123.487038,1119.580566,845.575500,385.810333,,,,1062.591675,872.457703,242.986969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,852.739502,716.696045,133.784576,738.043823,674.970276,116.188156,805.690735,622.461731,124.499809,1118.460327,845.682983,386.020935,,,,1061.259155,872.617920,243.440536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,851.205811,716.893799,134.491318,736.489563,674.914978,116.671509,803.881470,622.804688,125.315704,1117.307129,845.696228,386.222290,,,,1059.823120,873.073669,244.209320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,848.824341,717.292908,135.084213,734.404480,674.961853,116.512016,801.902161,623.095215,126.165962,1115.582397,845.795715,386.684998,,,,1057.906250,873.010437,244.954269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,847.028870,717.255676,135.900146,732.488159,675.161133,116.746994,800.114197,623.312500,126.994164,1114.384766,845.881775,387.005951,,,,1056.187012,873.544434,245.349731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,845.022583,717.820190,136.755768,730.881714,675.255493,117.136269,798.237305,623.667786,128.355881,1113.047241,846.040527,387.096771,,,,1054.222290,873.735840,245.815231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,843.130798,718.204712,137.580078,728.634827,675.406433,116.568298,796.550781,623.978210,129.171524,1111.044556,846.003784,387.532654,,,,1052.260254,874.271118,246.413269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,841.093811,718.266907,138.156677,727.032898,675.555603,117.192337,794.407349,624.354858,130.072586,1109.825439,846.126770,387.699097,,,,1050.470215,874.334045,247.292664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,838.733337,718.706543,138.989685,725.050781,675.682190,117.522438,792.162109,624.513733,131.313995,1108.209839,846.349121,388.178741,,,,1049.323975,874.617188,247.630997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,836.627014,718.831299,139.796448,722.949341,675.888611,117.714287,790.114868,624.953125,132.323441,1106.725464,846.168823,389.214722,,,,1046.683472,874.784790,248.278427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,834.623474,719.364624,140.516663,721.232422,675.936707,118.504120,788.185242,625.295654,132.907440,1105.082764,846.324524,388.740112,,,,1044.903809,875.194824,248.486069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,832.467224,719.763672,141.586411,719.051392,676.235168,119.302872,786.317139,625.344360,133.478851,1103.062500,846.540649,389.040436,,,,1043.106567,875.404053,249.391525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,830.722229,719.593201,142.073792,717.412415,676.251099,120.200478,784.417358,625.715027,133.751450,1101.583984,846.600830,389.339294,,,,1041.268433,875.466980,249.880951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,828.715149,719.978149,142.796616,715.215515,676.365784,120.959999,782.351868,625.923218,134.981049,1099.809692,846.688843,389.904510,,,,1039.039551,875.760498,250.494034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,826.994385,720.064575,143.854691,713.411499,676.701965,121.469131,780.105225,625.916077,135.854462,1098.074463,846.744873,390.395844,,,,1037.395386,876.220642,250.688568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,824.903809,720.251709,144.816574,711.769226,676.632690,122.704750,778.174011,626.190979,136.573196,1096.462280,846.658142,390.446899,,,,1035.115845,876.282410,251.560196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,822.669128,720.471375,145.846664,709.330688,676.862732,123.393654,776.083191,626.259705,137.527756,1094.422241,846.862366,390.882721,,,,1033.699951,876.740051,252.220871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,820.633728,720.539124,146.722992,707.358704,676.989746,124.758255,774.077515,626.390564,138.438751,1093.184570,846.869934,391.097137,,,,1031.731567,877.440918,252.381638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,818.157898,721.006958,147.927094,705.373657,677.142944,126.185989,771.809326,626.438843,139.385773,1091.424316,846.846008,391.737366,,,,1029.671875,877.349365,252.954742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,816.151917,721.013611,149.498505,702.938904,677.410034,127.814178,769.645264,626.611633,140.226242,1089.458252,846.905518,391.963593,,,,1028.172363,877.869873,253.207397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,813.969177,721.031494,150.541428,700.308044,677.659851,129.140289,767.660889,626.947449,141.039581,1087.717651,846.956665,391.913818,,,,1026.282349,878.407532,253.986359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,811.378967,721.199951,151.996506,698.081055,677.774353,129.759415,764.918335,627.059509,142.294785,1085.937744,847.072144,392.530945,,,,1024.943726,878.265076,254.664764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,809.446960,721.414185,153.415878,695.922668,678.018555,131.326141,762.845093,627.298157,143.471451,1084.396484,847.090332,392.839661,,,,1022.626709,879.199463,254.721939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,807.057678,722.008728,154.646774,693.826782,678.266357,131.782745,760.649536,627.464172,144.313629,1082.875122,847.201538,393.304993,,,,1020.703552,879.389709,255.267441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,804.726563,722.075989,155.818237,691.464783,678.538513,132.835419,758.406311,627.897583,145.651718,1080.819824,847.375732,393.337616,,,,1019.236816,879.598572,255.968597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,802.679626,722.533630,156.897385,689.382751,678.685730,133.955841,755.921509,628.219666,147.328705,1079.119629,847.392151,393.510040,,,,1017.177124,879.910828,256.550201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,800.338684,722.843323,158.105331,687.439209,678.964905,134.882889,753.634155,628.365845,148.901535,1077.568237,847.540466,394.102875,,,,1015.890259,880.216125,256.683167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,798.773499,722.983459,159.442368,685.003540,679.486816,136.313004,751.447388,628.650574,150.005478,1076.338745,847.645447,394.312592,,,,1013.495667,880.701660,257.400970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,796.278809,723.486633,160.605133,682.537964,680.010864,137.662369,749.280640,629.112793,151.592834,1074.335449,847.804749,394.461761,,,,1011.669861,881.095581,257.803528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,793.914429,723.705933,162.417496,680.787964,680.380188,138.769836,747.065613,629.703308,153.485886,1072.468018,848.111328,394.864777,,,,1010.389282,881.460510,258.663605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,791.573059,724.193054,163.893478,678.770996,680.831604,139.747238,745.057739,630.338440,155.271423,1071.377563,848.207336,395.030670,,,,1008.550598,881.529541,259.118744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,789.465332,724.658630,164.793716,676.817505,681.370850,141.448730,742.628845,630.660278,156.432449,1069.841797,848.414124,395.530853,,,,1006.444397,882.246521,259.541473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,787.825989,724.959412,165.435623,674.326477,681.966431,143.283295,740.511230,631.290466,158.227371,1068.138672,848.656921,395.867401,,,,1005.047607,882.018250,260.139923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,785.893311,725.764465,166.990326,672.310486,682.369751,144.341461,738.466919,631.986877,160.119293,1066.770508,848.923828,395.803864,,,,1003.161560,882.870605,260.508728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,783.756836,726.082214,168.132278,670.438965,682.708557,146.021606,736.535583,632.361938,161.596710,1065.122070,849.297546,396.293945,,,,1001.418030,882.804688,261.572235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,781.814209,726.832092,168.956451,668.598755,683.125427,147.726303,734.561523,633.007446,163.288162,1063.708130,849.460754,396.577057,,,,999.899597,883.177856,261.749939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,779.990112,727.207275,170.248627,666.323242,683.633667,148.913513,732.213257,633.594849,165.306320,1062.618530,849.692505,396.608154,,,,997.704590,883.748352,262.256958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,777.888611,727.588318,171.201065,664.373901,684.109985,150.266220,729.739319,634.078552,166.689941,1060.896729,850.011902,397.001587,,,,996.331482,884.173340,262.519226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,775.780090,728.258545,172.244324,662.029785,684.511353,151.552124,728.121948,634.582336,168.036743,1059.306274,850.249329,397.072968,,,,994.755066,884.895508,263.089386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,773.751038,728.512878,174.093323,660.132690,684.958008,152.975769,725.728577,635.074585,170.245117,1057.883179,850.534973,396.859619,,,,993.000977,885.235291,263.783569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,771.144775,729.011292,175.649765,657.899109,685.412781,154.240829,723.734192,635.507507,171.954803,1056.337769,850.818909,397.525635,,,,991.609314,885.364624,264.155090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,769.195496,729.379700,176.818466,655.854980,685.708618,156.143585,721.816345,635.987488,173.009109,1055.171997,850.930725,397.764313,,,,989.746521,885.949463,264.344421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,766.857666,729.905579,178.000366,653.595764,686.123474,157.728790,719.564514,636.401611,174.922134,1053.853638,850.941406,398.131226,,,,987.989380,886.318420,264.879028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,765.018372,730.521851,179.545898,651.508423,686.484985,158.993744,717.346252,637.007507,176.584488,1051.614868,851.326599,398.018555,,,,986.882202,886.494934,265.281342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,762.667358,730.904114,180.631424,649.252563,686.884277,160.514252,714.926575,637.439758,177.782135,1050.272095,851.476807,398.174591,,,,984.560608,886.947937,265.836182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,760.385132,731.556030,181.576080,647.004150,687.231750,162.260086,712.786499,637.978271,179.427719,1049.263428,851.625793,398.516754,,,,982.844360,887.212952,266.153046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,758.687927,731.494446,182.560104,644.706238,687.643188,163.457428,710.741516,638.356750,181.156891,1047.259888,851.820007,399.190582,,,,980.999756,887.494263,266.592194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,756.111938,732.089905,183.807266,642.428772,687.997925,164.702271,708.204407,638.675171,182.878738,1045.865723,852.003113,398.951904,,,,979.204102,887.611328,267.275787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,754.055603,732.152954,184.669037,639.958435,688.251587,166.738235,705.939514,639.089905,184.105743,1044.535278,852.259338,398.935883,,,,977.626282,887.871765,267.983215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,751.671021,732.421204,186.435471,637.550903,688.481262,168.552673,703.291687,639.166199,185.696426,1042.957275,852.390320,399.491974,,,,975.146362,888.156250,267.949310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,749.111572,732.771851,187.657501,635.043640,688.913208,170.167664,700.977539,639.530151,187.317001,1041.414917,852.553772,399.729980,,,,973.144165,888.529785,268.834625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,746.984070,732.857788,188.920746,632.692993,689.160156,171.321762,698.916626,639.935547,188.355042,1040.062622,852.699585,399.765198,,,,971.567078,888.313049,269.728363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,744.022400,733.213440,190.364716,630.475159,689.375610,172.647110,696.294373,640.182922,189.849030,1038.501099,852.979370,399.945007,,,,968.798767,888.874573,270.027649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,741.505676,733.427979,191.509109,627.799255,689.718445,173.971436,693.665283,640.445435,191.338577,1036.888306,853.137817,400.193207,,,,966.719238,888.809265,270.286072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,738.805115,733.945007,192.247299,624.962036,690.042542,176.288803,690.985229,640.696594,192.810226,1035.624023,853.247742,400.331604,,,,964.460754,889.140503,270.899719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,736.532593,733.906006,193.164124,622.008484,690.218567,177.783539,688.668762,640.909302,193.785187,1034.070801,853.425049,400.555939,,,,962.538696,888.957275,271.441040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,733.972107,734.305664,194.021469,619.696472,690.241760,179.141006,685.876953,640.974731,194.729630,1032.189087,853.601501,400.537628,,,,959.751770,889.384827,271.809296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,731.184204,734.459717,195.356308,616.991394,690.507385,180.235565,683.378540,641.302063,196.081787,1030.583374,853.716492,400.470795,,,,957.727905,889.316650,272.364655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,728.318298,734.888062,196.626984,614.070496,690.839783,182.055222,680.425842,641.441772,197.649658,1029.259277,853.859985,400.829712,,,,955.256104,889.097351,272.975403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,725.655334,735.005920,197.271347,611.311768,690.967896,183.474609,677.593689,641.790100,198.459747,1027.427612,853.933350,400.840546,,,,952.903442,889.053528,273.049591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,722.439575,735.491943,198.411240,608.077637,691.216553,184.741272,674.891174,641.950256,199.796951,1025.515991,854.098633,400.437225,,,,950.817017,889.138733,273.765564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,719.915527,735.421204,199.314606,605.468201,691.323425,185.874771,671.937744,642.128113,200.418289,1023.909119,854.175110,400.721527,,,,947.776001,889.355286,273.901398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,716.708679,735.623047,200.193588,602.233643,691.679749,187.409409,668.816772,642.238892,201.932877,1022.509888,854.231934,401.160858,,,,945.322266,888.710388,274.834595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,714.310608,735.680298,201.214798,599.046448,691.805847,188.992264,665.638306,642.306519,202.982086,1020.481750,854.200806,400.731201,,,,943.022278,888.723999,275.086487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,710.580383,735.880920,202.206589,595.937439,692.016418,190.399002,662.786011,642.512634,203.962891,1018.333984,854.313721,401.150146,,,,940.246216,888.557007,275.218903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,707.898315,735.888428,203.052322,593.275391,692.414795,191.112030,659.216980,642.614014,204.843491,1016.843201,854.326721,401.314728,,,,937.682129,888.709717,275.788208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,704.680664,736.139587,203.665863,589.896606,692.777710,193.074615,656.427917,642.770691,205.790268,1015.186401,854.302490,400.965149,,,,935.044983,888.297546,276.039520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,701.819458,735.890869,204.542038,586.734131,693.062988,194.466949,653.132935,642.848328,206.442261,1013.191895,854.473389,401.164612,,,,932.692993,888.091187,276.502319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,699.030579,736.048340,205.137848,583.572571,693.382446,195.488770,649.775024,643.180542,207.892868,1011.606201,854.342102,401.363647,,,,929.682556,887.781555,276.956360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,696.056274,736.313843,205.786484,580.517090,693.616760,196.605896,646.559326,643.278198,208.489944,1009.657715,854.435608,401.040314,,,,926.902222,887.760498,277.173950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,692.524658,736.049133,206.842407,577.122925,694.030518,197.874695,643.456909,643.441833,209.290268,1007.569763,854.501282,401.265930,,,,924.248169,887.374268,277.727631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,689.462891,736.137512,207.432449,573.999878,694.181458,198.945282,640.243408,643.607056,209.786255,1005.628845,854.553833,401.265076,,,,921.672302,886.807129,278.060303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,686.227905,736.106018,207.843964,570.849609,694.523804,199.703171,636.691284,643.703186,210.406052,1003.763916,854.538757,400.918213,,,,918.784058,886.478210,278.452759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,682.874634,736.177551,208.540359,567.476685,694.770996,200.702057,633.744995,643.885315,211.047913,1001.254639,854.559937,401.247070,,,,916.182739,885.654358,278.800262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
