Weight59
Date:,2025/05/06
Time:,14:07:39
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
57,825.965271,715.833618,144.124985,722.394409,657.860901,142.190033,,,,794.929871,621.510437,145.761734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.010742,884.976624,398.698853,995.450195,906.629456,214.164108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,822.871887,715.922241,145.897430,719.903809,657.765747,143.869125,,,,791.743042,621.665955,147.224838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.153442,884.260498,399.234253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,819.877258,715.536377,147.200317,716.765076,657.986389,145.468857,,,,788.947815,621.559875,149.216400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.407104,883.534607,399.335541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,816.932007,715.522522,148.431870,713.613586,658.179626,147.623154,,,,785.724487,621.131348,150.328278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.578491,882.584534,399.072357,,,,988.430176,905.575134,215.053665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,813.224670,715.430176,150.306915,709.903198,657.908203,150.113632,,,,781.867126,621.240112,151.935486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.050171,881.684998,398.801147,,,,986.266602,904.829407,215.468628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,809.604126,715.306213,151.514938,706.125244,658.249512,152.039566,,,,778.267090,621.525330,153.842636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.868958,881.351135,398.986542,,,,983.927490,904.681091,215.311905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,806.141418,715.258545,152.571213,702.764099,658.412598,153.624039,,,,774.726013,621.377991,155.487137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.921082,880.047607,398.669281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,802.820007,714.981506,153.293335,698.553223,658.522095,156.033005,,,,770.607605,621.040588,157.527969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.014771,878.779358,398.637787,,,,,,,977.734924,903.431946,216.376450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,798.545227,714.946899,154.805740,693.472961,658.405396,159.289047,,,,766.082397,620.533142,159.351807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.096741,878.168030,398.681213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,794.046021,714.905884,156.501099,689.324097,658.817871,160.767319,,,,761.304871,620.371521,161.509567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.879333,876.688416,398.368408,,,,,,,,,,971.691162,901.570801,216.922150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,789.676514,714.863831,157.860123,685.342651,659.239014,162.015778,,,,756.700317,620.343079,162.744751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.781250,876.076416,398.696777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,785.850952,714.538025,158.977188,680.677551,659.785767,163.758057,,,,751.715881,620.599670,164.336563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009.832153,874.223816,398.353760,,,,,,,,,,,,,965.642517,899.964355,217.561569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,781.194458,714.352539,160.082306,675.744690,660.511169,165.871582,,,,746.569580,620.907471,166.122635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.348877,872.750122,398.755585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,776.250549,714.020264,161.364349,670.770325,661.078796,167.698105,,,,741.203552,621.030945,167.762177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.108521,872.374329,399.048798,,,,,,,,,,,,,,,,958.189636,897.503418,218.777100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,771.352844,713.789185,162.963043,665.337708,661.629883,169.581909,,,,735.701843,621.010803,169.231018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.028198,870.621094,398.602753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,766.733948,713.428772,164.058670,660.008057,662.049622,171.124039,,,,730.026611,621.260742,171.052139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.705566,869.602234,398.567078,,,,,,,,,,,,,,,,,,,950.653076,895.218872,220.056427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,761.581482,713.113342,165.247391,654.520813,662.389099,173.154938,,,,724.068481,621.421265,173.027115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.364197,867.804932,399.253693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,756.236389,712.922607,166.399826,648.515259,663.053101,175.592972,,,,718.359497,621.022827,174.313934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.498596,866.691711,399.463348,,,,,,,,,,,,,,,,,,,,,,943.328857,892.624268,220.929825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,751.027039,712.694214,167.318314,642.598022,663.659424,177.264008,,,,712.324463,620.877258,176.016495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.382996,865.470215,399.135284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,746.017273,712.469910,168.728546,636.912415,664.337036,178.639862,,,,706.011353,621.330322,177.351349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.432007,863.758972,399.298920,,,,,,,,,,,,,,,,,,,,,,,,,935.581177,889.618225,221.724075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,740.755188,712.230896,170.057663,631.032776,665.326538,180.523239,,,,699.780701,621.713501,178.633041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.281311,862.867859,399.371979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,735.451477,711.977661,171.060074,625.186829,666.487122,180.757034,,,,693.309387,621.821838,179.212921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.824707,861.018799,399.581909,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.753662,886.462158,222.989929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,729.822937,711.673889,171.891769,619.437622,667.367004,181.425232,,,,686.525513,621.044617,180.410965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.693420,859.890381,399.574982,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.432739,884.973083,223.097824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724.139709,711.266479,172.365997,613.018188,668.030212,183.012085,,,,680.176025,619.693359,182.320572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.653992,858.055420,399.940033,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.214478,883.179260,223.834656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,718.347351,710.972961,173.289658,606.335205,668.619568,184.544907,,,,673.547852,619.576599,183.444504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.639465,856.801941,399.993561,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.493347,882.126465,223.775009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,712.134949,710.997803,174.416550,600.147583,669.265869,185.281235,,,,667.100281,619.950623,183.874496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.950012,855.100586,399.777618,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.255615,879.879028,224.669724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,706.728638,711.153748,175.179703,593.991150,670.233154,185.361984,,,,660.794495,620.536682,184.629486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.466614,854.037231,399.966248,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.318665,878.272949,225.286438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,701.162170,711.251831,175.100204,588.584229,671.337524,184.954987,,,,654.164551,620.857849,184.884308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.828247,852.076355,400.138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,695.292236,711.029602,175.589828,582.233459,671.958557,186.030762,,,,647.728271,621.074097,184.445389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.613464,851.171387,399.986176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.925781,874.311951,226.800232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,689.350647,710.742065,175.798279,575.589600,672.900452,186.706085,,,,641.236938,621.468750,184.563370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.802979,849.198669,399.716919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.064575,873.114441,226.845245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,683.668823,710.436646,176.026306,569.495605,673.882568,187.341431,,,,634.742371,621.861450,184.589966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958.488708,847.953491,399.742493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.852356,870.877441,228.387054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,678.190308,710.502625,175.661255,563.792603,674.684998,187.177185,,,,628.310425,622.193604,184.316223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.894653,846.078674,399.523865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.293396,869.385254,228.722549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,672.026794,710.338989,175.473633,558.075012,675.914368,186.426163,,,,621.847961,622.544617,183.916794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952.871399,844.312012,399.175354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.954712,867.131714,229.697464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,666.857239,710.033203,175.650970,552.574646,676.801270,186.414749,,,,615.807190,622.945740,183.302826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.889771,842.748047,399.283630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.030396,865.712097,229.649475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,661.748779,710.195313,175.108566,546.527771,677.697021,186.457382,,,,609.504761,623.278015,182.307541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.518738,841.035034,399.071289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.812866,863.577515,230.067078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,656.693115,709.793701,174.577332,540.884521,678.741089,185.760727,,,,603.232910,623.882874,181.423187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.636414,839.487244,398.973877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.357788,861.824707,230.755539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,651.605896,709.354980,173.526672,535.594543,679.879639,185.066177,,,,597.164001,624.193176,180.325317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.378174,837.922241,398.869202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.354248,859.975342,230.476273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,646.423767,709.309875,172.213181,530.116211,681.095825,183.988907,,,,590.905579,624.499268,178.995087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.486938,836.414856,398.827148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.482910,858.062988,231.522034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,641.175598,709.014465,172.216919,524.963379,682.261597,182.908356,,,,584.711975,625.099548,177.475296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.506653,834.852966,398.646057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856.616150,856.251465,231.943649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,635.948120,709.086975,171.548157,519.446289,683.140686,182.273407,,,,578.947815,625.543518,176.031616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.975403,833.262573,398.562561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.035889,854.462463,232.247101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,630.883667,708.910645,170.552505,514.308960,684.060547,181.184189,,,,573.134155,626.005615,174.532791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.956787,831.831970,398.807159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848.423340,852.667053,232.242355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,626.052246,708.749573,170.071075,509.175903,685.000244,180.007004,,,,567.481079,626.499084,172.742950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.030334,830.201111,398.315277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.771851,850.796448,232.591843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,621.506409,708.756104,168.597534,503.913239,686.251160,178.797363,,,,561.826721,626.958862,171.469360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.279968,828.725525,398.119354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.542603,848.938660,232.836304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,617.301331,708.589722,167.741333,499.262268,687.355957,177.369858,,,,556.360229,627.441956,169.749542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.203735,826.937866,397.777618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.236267,846.899353,233.510803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,612.501526,708.740845,166.479294,494.163330,688.204895,176.218887,,,,551.232483,627.990662,168.140930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.270508,825.712952,397.589417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.628296,845.242554,233.909302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,607.677002,708.574707,165.655060,489.653931,688.922363,174.160904,,,,546.235107,628.647888,166.280365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.344299,824.131287,397.545959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,603.304810,708.744446,164.437515,485.396057,689.838806,172.217239,,,,541.232849,629.190735,164.621399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.802002,822.597290,397.020416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.481873,842.033203,233.687714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,599.378967,708.750244,163.048676,480.978180,690.719971,170.585983,,,,536.397400,629.735046,163.347946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.780029,821.449341,396.662415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,595.383850,708.997742,161.771118,476.826691,691.867615,169.359619,,,,531.786865,630.147766,161.364288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.620911,819.779480,396.623291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.343933,838.096741,234.825912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,591.567749,708.827881,160.480225,472.785004,692.816711,168.126801,,,,527.593201,630.952026,159.424835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.182129,818.596497,396.218292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,587.911438,708.816040,158.798508,469.062500,693.839600,166.128922,,,,523.462219,631.433960,157.406403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.060974,816.581604,395.689667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,584.154724,708.785583,157.400894,465.457062,694.515991,164.097122,,,,519.236755,631.999329,156.129852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.208191,815.597351,395.701172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807.445313,833.128113,235.134216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,580.673401,709.084961,156.234253,461.748108,695.175842,162.274261,,,,514.988831,632.487610,154.418686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.908203,813.684631,394.851166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,576.726257,709.012756,154.749023,458.454010,696.162476,160.631729,,,,510.940826,632.936707,153.092575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.749084,812.703796,395.129089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,573.886597,708.899963,153.444687,455.101013,697.064087,159.304581,,,,507.606567,633.436218,150.611206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.923401,810.886780,394.809357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.223816,828.005310,235.374222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,571.090637,708.830139,151.231400,452.113190,697.977966,157.629425,,,,504.003174,633.955872,148.884323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.689026,809.423950,394.193726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,568.413330,708.678284,149.832855,449.246918,698.642639,154.913498,,,,500.746887,634.427856,146.996140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.212769,807.976563,393.732239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,565.648438,708.823120,148.363922,,,,,,,497.309296,634.696655,145.463226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.761597,806.705872,392.982147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,562.581909,708.748230,147.249115,,,,,,,494.422821,635.045654,143.102295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.564880,805.557556,392.696503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.995300,821.800781,234.706955,443.540436,699.790771,151.559967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,560.247681,708.478699,145.489655,,,,,,,491.494629,635.343750,141.459381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.658997,820.135864,234.280823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
