Weight61
Date:,2025/05/06
Time:,14:17:14
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,790.185608,618.073608,130.108215,828.416809,714.388428,129.705627,720.675659,660.731750,140.187210,1071.974243,852.204163,364.138245,1043.157715,885.426758,195.437958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,787.571228,618.327881,131.191757,825.767883,714.985657,131.300980,717.526184,661.117554,141.857269,1070.748779,852.295654,363.921722,1041.265381,885.189819,194.839844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,784.109070,618.534180,132.936035,822.419434,715.143066,132.399368,714.641663,661.493713,143.424866,1069.253662,852.387207,363.757690,1038.106689,885.436157,195.329315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,780.321228,618.793335,134.925262,818.783875,715.039917,133.954865,710.971130,661.663086,145.532913,1067.309692,852.007751,363.798553,1035.341797,885.243347,195.850281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,776.463501,618.932678,136.916214,815.704346,715.306580,135.075119,707.527527,662.155396,147.530518,1065.927490,852.102417,363.974518,1032.543213,885.212463,195.911179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,772.907471,619.192505,138.017960,812.085083,715.494873,136.369553,703.632385,662.647583,149.528687,1064.170776,852.256470,363.937012,1029.481689,885.024048,195.921539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,769.235840,619.287354,139.318817,807.881775,715.505432,137.810730,699.729370,662.724976,151.901398,1062.060913,851.953125,363.781738,1026.234619,885.013000,196.410416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,764.807556,619.626587,140.974609,804.635376,715.593811,139.366959,695.832703,663.036499,153.383102,1060.559448,851.996521,363.853149,1022.809998,884.700378,196.921463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,760.491699,619.953064,142.886871,800.362061,715.915955,140.337021,692.024658,663.705994,155.057465,1058.174194,851.987244,363.653015,1019.531738,884.215637,197.128372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,756.338806,620.125732,143.450378,796.459778,715.901794,141.662521,687.825317,664.407837,156.540588,1055.829712,851.829346,363.214539,1015.750854,884.288757,197.343552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,751.719238,620.529785,144.756210,792.640686,715.856995,142.767014,683.650879,664.940002,157.844589,1054.339233,852.073181,363.252594,1012.483765,883.914001,198.036026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,747.191589,620.736450,146.508774,787.845093,716.172119,143.857147,679.167175,665.361267,159.777054,1051.435791,851.737305,363.303375,1008.799805,883.637146,197.812729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
