Weight14
Date:,2025/04/16
Time:,10:57:07
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
69,849.306030,673.801636,156.078796,1065.218750,721.961243,415.480072,764.878967,629.528259,120.015472,1086.391357,750.390076,259.645813,,,,,,,,,,,,,,,,,,,,,,735.410461,707.796265,120.658112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,845.657104,674.374817,156.998734,1063.609131,722.333557,415.294495,761.658142,629.804749,121.531487,1083.692993,750.946106,259.205780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,842.638672,674.372314,157.983047,1061.499756,722.337158,415.241943,757.891968,630.078735,122.633957,1081.420654,751.048218,259.315094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,838.908569,674.952148,158.960678,1059.954346,722.408203,414.910004,754.503723,630.282410,123.768440,1078.339600,751.615234,258.757507,,,,,,,,,,,,,,,,,,,,,,,,,723.362122,709.011597,126.015877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,834.753845,675.526367,159.678162,1058.141235,722.745605,414.629547,750.612671,630.645874,124.815483,1075.158691,751.912048,258.421295,,,,,,,,,,,,,,,,,,,,,,,,,720.520569,709.125610,126.153465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,831.441406,675.511353,160.924805,1056.001587,722.818726,414.090942,746.657715,630.995239,126.397514,1072.203613,752.492676,257.782013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,827.157104,676.087830,161.659973,1053.943604,723.029297,413.883484,742.714722,631.391602,127.779877,1068.984009,752.999573,257.718262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,823.443848,676.817261,162.141373,1052.195435,723.231689,413.647278,738.720154,631.736633,128.569809,1066.057617,753.264343,257.270844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,819.451477,677.182068,163.041901,1050.473633,722.908264,413.324768,734.694092,631.859497,129.839706,1062.403564,753.770508,256.727722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,815.735901,677.037476,163.500183,1048.000854,723.421631,413.293854,730.432556,632.295166,130.773987,1059.004272,754.320068,256.311371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,811.678894,677.823364,164.129059,1046.017944,723.400269,412.393585,726.149597,632.903137,131.760468,1055.547729,754.710815,255.710098,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.918518,711.100342,132.799271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,807.077393,678.712585,164.906876,1043.438721,723.627625,412.662476,721.728516,633.207336,132.801178,1051.693604,755.134460,255.440186,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.425110,711.429932,134.247040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,802.733154,678.837952,165.689285,1041.065063,723.859314,412.228729,717.472534,633.456055,133.817352,1048.143311,755.762268,255.016098,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.673584,711.869690,135.447479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,798.415955,679.133850,165.766693,1038.909058,723.796509,411.941833,713.069092,633.859802,134.282562,1043.957031,756.285583,254.659882,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.802734,712.235352,136.440231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,794.454834,679.376892,166.167938,1036.567749,723.945129,411.892365,708.591492,634.432495,134.692291,1039.876221,756.444092,254.696747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,789.881531,679.978333,166.810822,1034.064819,724.040588,411.576111,703.923645,634.832947,135.567749,1035.902710,756.838989,254.291931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.757874,713.041138,138.115738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,785.223145,680.800903,167.351715,1031.605347,724.126465,411.496429,699.198792,635.200684,136.263916,1032.567871,757.152344,253.791519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.014099,713.404236,138.955917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,780.400635,681.802856,167.910065,1028.906738,724.274719,411.086578,694.393005,635.541321,136.845749,1028.287476,757.590149,253.463562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.094788,713.767151,139.824570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,775.781067,682.067871,168.425095,1026.178589,724.514343,410.809326,689.552795,635.926208,137.255737,1023.493408,758.158630,253.252533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.519714,714.217285,139.838745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,771.012207,682.687317,168.455353,1023.478882,724.709412,410.494720,685.054443,636.349731,137.266891,1019.062134,758.550110,252.887741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,766.176880,683.309082,168.651901,1021.243530,724.813232,410.333374,680.465271,636.980042,137.671524,1015.600586,758.748657,252.839600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,761.206238,683.443054,169.092834,1018.103394,724.913818,410.204987,675.570129,637.459839,138.133011,1011.970398,758.900085,253.017242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,756.450073,683.862915,169.227707,1015.901917,724.829529,410.185638,670.505066,637.888306,138.762985,1007.171082,759.346558,252.834854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,751.688721,684.497009,168.983810,1012.954956,724.919922,410.106812,665.512451,638.309509,139.078659,1002.268127,759.729309,252.323410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,746.950989,685.300476,168.974808,1010.327637,724.812927,410.044556,660.697937,638.784485,139.113327,997.553589,760.214111,252.121872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,741.840454,686.226196,169.123322,1007.225830,725.239624,409.712799,655.927856,639.538208,139.191498,993.431274,760.513977,252.058975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,736.726379,686.599243,169.268143,1004.896118,724.961121,409.804657,651.118042,640.095398,139.347412,989.396790,760.698303,252.268539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,732.048401,687.138245,169.069046,1001.520081,725.372559,409.699249,646.129456,640.661194,139.493530,984.983154,760.913696,252.022903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.102905,718.591553,141.057190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,727.683472,687.592468,168.584824,998.850708,725.045105,410.125793,640.868530,640.983704,139.744492,980.507446,760.872803,252.179581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.129028,719.052063,141.596588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,722.931824,688.073364,167.912201,995.900085,725.299133,409.976959,636.044006,641.397583,139.595566,975.441650,761.182251,252.184860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604.653625,719.675903,141.650528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,718.476807,688.223022,168.025620,992.918335,725.205750,410.125946,631.482483,642.052856,139.222382,970.714233,761.568054,252.061111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.035706,720.206970,141.510391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,713.652527,688.762573,168.038376,990.118347,725.356567,409.677979,626.770142,642.769836,138.728409,965.975342,762.036682,251.954575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.139648,720.640686,141.384277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,708.390686,689.322937,168.156738,986.837830,725.496155,409.789001,621.972473,643.431091,138.484695,961.747009,762.250488,252.212692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.120361,721.205688,140.843246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,703.445923,689.907898,167.789154,983.897583,725.410645,409.978729,617.328857,643.731873,138.295822,957.723816,762.148560,252.487869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.683167,721.747192,140.434433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,698.679565,690.484131,167.291840,980.898499,725.549561,409.807434,612.588318,644.199402,137.882736,953.446716,762.069946,252.603668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.911682,722.263367,140.546371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,693.830566,691.124207,167.163818,978.247498,725.034302,410.196777,608.024841,644.785400,137.294556,948.820374,762.151489,252.703766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.243164,722.803650,140.503159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,689.188354,691.225037,167.521713,975.338135,725.188416,409.970764,603.448853,645.276489,136.909851,944.296143,762.371094,253.244080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.487854,723.187256,139.545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,685.221497,691.384644,166.741104,972.731079,724.738403,410.146057,599.175232,645.740234,136.273544,940.128540,762.467590,253.218353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.876404,723.598328,139.645050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,680.906311,691.707397,165.747330,969.095093,725.234863,410.104187,594.382324,646.200928,135.678177,935.767578,762.645203,253.093964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.445984,724.188965,139.733536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,676.132507,692.402466,165.302750,966.754333,724.413818,410.519135,589.605164,646.705750,135.456177,931.939941,762.466003,253.302383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.521729,724.698181,139.536087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,671.626831,692.978943,165.268799,963.210388,724.548584,410.513336,585.232056,647.247742,135.145966,927.534973,762.429871,253.806519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.260742,725.062988,139.062012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,667.297668,693.089294,165.083282,961.092957,724.162659,410.331909,581.153137,647.796570,134.236679,922.943298,762.573853,254.190979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.505432,725.747498,137.948441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,663.513611,693.210327,164.668213,957.378906,724.176514,410.326111,576.719788,648.263062,133.878052,919.093689,762.245178,254.398087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.618225,726.313599,137.217224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,659.047119,694.062012,164.128723,955.023804,724.116577,410.648865,572.475769,648.713013,133.803650,915.596680,761.878052,254.424271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.459473,726.623047,137.049316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,654.806091,694.531006,163.732407,951.828796,724.115112,410.873505,568.308350,649.070679,133.474030,911.392944,762.032837,254.595184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.134888,727.268188,136.460495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,650.825989,694.752930,163.344635,949.563782,723.592712,411.202393,564.314331,649.578918,132.672440,906.835388,762.004761,254.943695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,647.040100,695.022278,162.684006,946.750732,723.652710,411.220093,560.269531,650.119385,132.349930,903.506653,761.431335,255.366394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,643.166565,695.492371,162.391190,944.159241,722.759460,411.360718,556.316406,650.576538,132.206116,899.803101,761.391602,255.690063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,639.589905,695.854858,161.635986,941.214111,723.363586,411.609375,552.564514,651.053101,131.430542,895.883789,761.518494,255.705505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.109680,729.565125,135.667206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,636.140686,695.837219,161.492401,938.880005,722.499268,411.852203,548.959106,651.456909,130.644928,892.643860,761.095520,256.454529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.023376,730.063110,135.065765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,631.562805,696.570801,161.254044,936.022888,721.700684,412.008179,545.142639,652.100098,130.125046,888.812256,761.010742,256.841705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,628.445862,696.572632,160.500488,933.249939,721.174072,412.039246,541.447510,652.544312,129.828812,885.300781,761.051025,256.927917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,624.899475,696.708069,160.566116,931.254517,720.979431,412.187592,537.816833,652.905884,129.660980,881.906250,761.065918,257.573639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,621.370850,697.135864,160.140884,928.354370,720.909607,412.092682,534.577515,653.311829,128.594223,878.661682,760.631714,257.615021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.534332,732.092957,132.233047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,618.409546,697.310730,159.541428,,,,530.964172,653.723572,128.457260,875.620056,760.185120,257.734741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,614.527161,697.693054,159.057861,,,,527.984619,654.157837,127.657722,872.239075,760.206604,257.704498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.698120,720.582458,412.212280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,611.990784,697.729248,158.615128,,,,524.831787,654.400879,127.099648,869.519287,759.552246,258.032196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.342957,719.974060,411.807800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,608.579163,698.227112,158.085007,,,,521.910889,654.749939,126.108742,866.236511,759.466248,258.567444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.267151,719.858582,412.190887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,606.036560,698.348816,157.598907,,,,518.744263,655.087463,125.844032,863.595581,759.136230,258.598297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.926270,719.701050,412.177765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,602.844177,698.678833,157.076538,,,,515.984192,655.505798,125.429047,860.586487,759.023560,258.839050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.076721,719.429321,412.053375,485.713776,734.221130,129.594025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,599.986023,698.564270,156.785049,,,,513.511292,655.725342,124.270340,858.148682,758.858948,259.120453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.661804,719.439758,412.381470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,597.358643,698.985413,156.162323,,,,510.575012,656.062561,123.451660,855.132813,758.688660,259.720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.260864,719.506836,412.440521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,594.854431,698.817688,155.956711,,,,507.879761,656.298889,123.010551,852.703857,758.476990,259.847687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,591.775696,699.398315,155.382141,,,,505.081787,656.573486,122.708389,850.185364,758.036011,260.015320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.771667,718.721375,413.114807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,589.472900,699.139648,155.129562,,,,502.867767,656.944824,121.927681,847.561646,758.155029,260.226074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.050903,718.418579,412.464813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,587.217224,699.350098,154.798569,,,,500.341125,657.075928,121.107697,845.233643,757.526184,260.481781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.297668,718.206238,412.656677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,584.433594,699.637512,154.234985,,,,498.049530,657.331177,120.713768,843.000732,757.442261,260.837097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.673157,717.939514,412.802460,468.690704,736.228455,124.856964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,582.602722,699.425476,153.403046,,,,495.831055,657.619202,120.128815,840.249146,756.944824,260.960083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.695068,717.954102,412.699066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,580.085938,699.784363,153.039566,,,,493.508362,657.483704,119.087807,838.472656,756.811340,260.850189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.923279,717.705627,412.523651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,578.243408,699.457703,152.305832,,,,492.107178,657.993958,117.695984,836.049255,756.878906,260.666260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,576.648499,699.568481,151.446518,,,,489.821167,658.033569,117.295502,834.022766,756.746155,260.816986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.651367,717.606018,412.823486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
