Weight13
Date:,2025/04/16
Time:,10:33:15
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
39,980.956482,773.477722,395.322754,,,,,,,792.024719,621.144653,111.506355,859.451599,667.966003,171.275513,769.190308,635.219604,117.677505,987.316956,835.412903,293.696747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,980.505615,773.743042,395.155334,,,,,,,790.883484,621.994934,113.466339,858.215210,668.188721,172.880508,,,,986.907715,835.527527,294.186707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,979.946960,773.885559,395.336212,,,,,,,790.014465,622.878723,114.734352,856.862915,668.128296,174.458038,,,,986.039246,835.904236,294.727600,766.976807,635.953857,120.507935,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,979.067810,774.039429,395.496185,,,,,,,788.763428,623.680603,115.960983,855.366394,667.672424,176.803162,,,,984.351135,836.440857,295.760254,765.929932,636.176208,121.462540,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,978.143127,774.352173,395.234955,,,,,,,786.880310,623.686462,117.627991,853.860962,667.598083,178.708344,,,,983.427673,837.007141,296.417206,764.107483,636.552185,123.082291,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,977.357117,774.753357,395.006348,,,,,,,785.208496,623.144836,119.628586,852.723267,667.834229,180.046387,,,,983.300964,837.572693,296.636688,762.576965,637.015015,124.969391,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,976.753967,775.035095,394.984894,,,,,,,782.855591,622.395569,121.528946,851.079102,668.255371,181.677292,,,,983.165527,838.015686,296.691071,761.288086,637.359253,126.453041,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,975.991943,775.404297,394.990875,,,,,,,780.828308,622.422852,123.558823,849.694641,668.759949,183.344162,,,,982.680420,838.442322,296.863861,759.186035,638.031006,128.196884,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,975.374084,775.765625,395.252380,,,,,,,778.835449,623.065491,125.624466,848.290039,669.483704,185.076813,,,,,,,757.439087,638.514221,130.044785,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,974.989197,775.905457,395.458923,,,,,,,776.554871,623.465576,127.620674,845.565125,670.434204,186.367599,,,,,,,756.339783,639.255127,131.081726,979.539001,839.643616,298.624207,,,,,,,,,,,,,,,,,,,,,,,,
49,974.012878,776.269348,395.979828,,,,,,,774.814331,623.911377,129.603714,843.491760,671.229797,188.332764,,,,,,,753.882813,639.474609,133.243881,979.310730,839.737366,299.081085,,,,,,,,,,,,,,,,,,,,,,,,
50,972.848328,776.930908,396.206543,,,,,,,772.549072,624.449219,131.600342,841.441650,671.068665,191.131088,,,,,,,751.101807,639.598816,135.530640,978.631042,840.062683,299.829956,,,,,,,,,,,,,,,,,,,,,,,,
51,971.934021,777.195679,396.563599,,,,,,,769.059937,624.630920,134.606003,839.403625,671.622498,192.577026,,,,,,,748.334045,640.137024,138.637100,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,971.247437,777.379578,396.735138,,,,,,,767.445557,624.915222,136.780487,837.142456,672.567627,194.071564,,,,,,,745.505981,640.494629,140.541672,,,,976.139160,841.615845,301.223450,,,,,,,,,,,,,,,,,,,,,
53,970.643799,777.708984,397.165497,,,,,,,765.030640,625.025085,138.849258,833.932373,673.113220,196.411545,,,,,,,743.338318,640.816101,141.897797,,,,974.730042,842.192749,302.111877,,,,,,,,,,,,,,,,,,,,,
54,969.775024,777.925537,397.575562,,,,,,,762.820740,625.274658,141.028763,831.925354,673.502502,198.037964,,,,,,,740.986694,641.332520,144.308929,,,,973.270447,842.200928,302.307892,,,,,,,,,,,,,,,,,,,,,
55,968.902832,778.046753,397.883636,,,,,,,759.635376,625.679626,143.824173,828.643677,674.050354,200.476944,,,,,,,737.939758,642.045349,146.648956,,,,971.143799,842.679443,302.799072,,,,,,,,,,,,,,,,,,,,,
56,967.823303,778.176086,398.125824,,,,,,,756.726196,626.070007,146.245895,825.822266,674.538330,202.452362,,,,,,,735.084473,642.697388,148.672043,,,,970.230530,842.801147,303.350281,,,,,,,,,,,,,,,,,,,,,
57,966.609619,778.433777,398.320770,,,,,,,753.482849,626.423279,148.381927,822.538391,675.219543,204.794708,,,,,,,731.975342,643.275757,151.094391,,,,968.309631,843.305298,304.245056,,,,,,,,,,,,,,,,,,,,,
58,966.032898,778.595825,398.782288,,,,,,,749.946106,626.641724,150.690079,819.712097,675.690125,206.483688,,,,,,,728.524780,643.634399,153.698074,,,,966.181396,843.832092,304.711975,,,,,,,,,,,,,,,,,,,,,
59,965.126282,778.933655,398.712891,,,,,,,747.011780,627.482117,152.756363,816.740601,676.059937,208.135880,,,,,,,724.947998,643.970154,155.926453,,,,964.822998,844.105469,305.060608,,,,,,,,,,,,,,,,,,,,,
60,963.392517,779.147522,399.236115,,,,,,,743.129761,627.964966,155.436096,813.366760,676.360352,210.879745,,,,,,,721.804260,644.410034,158.237320,,,,962.173035,844.520081,305.774841,,,,,,,,,,,,,,,,,,,,,
61,961.447571,779.245544,399.452057,,,,,,,739.662476,627.987915,157.378052,809.929443,676.883118,212.873322,,,,,,,718.306946,645.005066,160.436981,,,,960.833862,844.591064,306.301971,,,,,,,,,,,,,,,,,,,,,
62,960.203125,779.260437,399.602814,,,,,,,736.226624,628.465210,160.078125,806.757751,677.284668,214.432007,,,,,,,714.649475,645.517212,163.121170,,,,958.418945,844.912842,306.863647,,,,,,,,,,,,,,,,,,,,,
63,959.214600,779.194946,400.073212,,,,,,,731.992737,628.765076,162.135941,803.323669,677.374451,217.222519,,,,,,,710.671875,645.974304,165.369781,,,,956.247498,844.930847,307.073151,,,,,,,,,,,,,,,,,,,,,
64,957.803894,779.131409,400.551697,,,,,,,728.131775,629.239502,164.502655,799.745300,677.777039,218.462021,,,,,,,706.777710,646.231567,168.052246,,,,953.490601,845.410767,307.804535,,,,,,,,,,,,,,,,,,,,,
65,955.966919,779.215332,400.435150,,,,,,,723.998291,629.422363,166.652451,796.125977,678.125183,220.202606,,,,,,,703.443970,646.933105,169.504456,,,,951.535767,845.187927,308.249573,,,,,,,,,,,,,,,,,,,,,
66,954.654053,779.314392,400.216675,,,,,,,720.375366,629.977173,168.637650,792.437073,678.224243,222.532898,,,,,,,699.732605,647.396729,171.545792,,,,948.841736,845.343567,308.628906,,,,,,,,,,,,,,,,,,,,,
67,952.775696,779.387451,400.653046,,,,,,,715.864258,630.075134,170.814682,788.812866,678.381165,224.491806,,,,,,,696.644409,648.062439,172.495392,,,,947.035034,845.048584,308.921844,,,,,,,,,,,,,,,,,,,,,
68,950.869934,779.370544,400.951263,,,,,,,712.211243,630.367737,172.834473,784.939758,678.678650,225.518341,,,,,,,692.510803,648.615723,174.084763,,,,943.551331,845.549255,309.325653,,,,,,,,,,,,,,,,,,,,,
69,949.456055,779.250977,400.902832,,,,,,,707.779297,630.677307,174.644562,781.200867,678.936279,227.058350,,,,,,,688.521057,649.096497,176.413864,,,,941.183716,845.304077,309.744995,,,,,,,,,,,,,,,,,,,,,
70,947.735962,778.988098,401.068756,,,,,,,703.800659,631.490295,177.094345,777.474182,679.275940,228.682190,,,,,,,683.382996,649.283325,179.841461,,,,938.249023,845.339600,310.337555,,,,,,,,,,,,,,,,,,,,,
71,945.915100,778.995239,401.563080,,,,,,,699.150146,631.464966,177.899673,773.740723,679.341919,229.856781,,,,,,,678.617126,649.282837,181.919876,,,,935.782227,845.104492,310.318390,,,,,,,,,,,,,,,,,,,,,
72,944.706970,778.523865,401.704651,,,,,,,694.925171,631.972839,180.095047,769.769531,679.448303,230.885330,,,,,,,673.676086,649.730957,184.899277,,,,932.970947,844.992676,310.378784,,,,,,,,,,,,,,,,,,,,,
73,942.034485,778.660156,401.312744,,,,,,,690.361694,632.255493,182.188293,766.127991,679.881714,232.084457,,,,,,,669.374756,650.214905,186.898712,,,,929.612549,845.251160,310.689301,,,,,,,,,,,,,,,,,,,,,
74,939.897827,778.713257,401.997955,,,,,,,685.977844,632.759705,183.877472,761.981567,679.912476,233.467926,,,,,,,665.151245,650.634094,188.355911,,,,926.496277,844.879517,310.973114,,,,,,,,,,,,,,,,,,,,,
75,937.862000,778.493835,402.319519,,,,,,,681.544434,633.088257,185.270111,757.794006,679.933289,235.108597,,,,,,,661.713562,651.477966,189.062851,,,,923.688416,844.872803,311.025482,,,,,,,,,,,,,,,,,,,,,
76,935.412537,778.295288,402.458679,,,,,,,676.941772,633.504028,187.258530,753.772217,680.466553,235.198608,,,,,,,657.033447,651.795166,190.696335,,,,921.350952,844.357727,310.392700,,,,,,,,,,,,,,,,,,,,,
77,933.811584,778.038757,402.811523,,,,,,,672.019348,633.733765,188.888351,750.109131,680.829041,235.429916,,,,,,,652.109253,652.127502,192.636856,,,,916.900146,844.472046,310.935272,,,,,,,,,,,,,,,,,,,,,
78,931.709473,777.523865,403.108917,,,,,,,667.383728,634.121643,190.007034,745.915833,680.972046,236.019806,,,,,,,647.584961,652.558105,194.705902,,,,914.151062,843.793213,311.167755,,,,,,,,,,,,,,,,,,,,,
79,929.379822,777.294922,403.247742,,,,,,,662.990479,634.521851,190.720688,741.776917,681.045410,237.080078,,,,,,,642.665283,652.985901,196.489624,,,,910.965576,843.444824,311.012878,,,,,,,,,,,,,,,,,,,,,
80,927.221130,776.783813,403.205261,,,,,,,658.110474,634.744385,192.123184,737.645935,681.221802,237.692474,,,,,,,,,,,,,907.084534,843.109680,311.321075,,,,,,,,,,,,,,,,,,,,,
81,925.553223,776.345947,403.166290,,,,,,,653.553772,635.080811,193.392181,733.391968,681.507324,238.046829,,,,,,,,,,,,,904.215027,842.716553,310.792603,633.843750,654.015808,198.264771,,,,,,,,,,,,,,,,,,
82,923.214844,775.767151,403.396851,,,,,,,648.952576,635.347351,194.157440,728.929626,681.904297,237.961365,,,,,,,,,,,,,901.041016,842.497559,310.999603,629.750793,654.484070,198.781342,,,,,,,,,,,,,,,,,,
83,921.470886,775.385986,403.318085,,,,,,,644.132813,635.542297,194.645996,724.685425,682.139954,237.948349,,,,,,,,,,,,,897.166199,841.978821,311.089783,625.319458,654.853027,199.864288,,,,,,,,,,,,,,,,,,
84,919.139954,774.873413,403.539307,,,,,,,639.565918,635.951782,195.062225,720.466309,682.437927,237.786636,,,,,,,,,,,,,893.776611,841.150513,310.631866,620.285950,655.145752,201.079773,,,,,,,,,,,,,,,,,,
85,916.583801,774.602295,403.501587,,,,,,,635.151733,636.460266,195.368805,716.172119,682.423096,238.096695,,,,,,,,,,,,,890.594299,840.503784,310.457581,615.432922,655.530823,201.919907,,,,,,,,,,,,,,,,,,
86,914.457886,773.834106,403.552124,,,,,,,630.487000,636.819153,195.663132,711.974548,682.543518,238.424469,,,,,,,,,,,,,886.796997,840.098206,310.586090,610.826599,655.878479,202.260941,,,,,,,,,,,,,,,,,,
87,912.341248,773.001648,403.613464,,,,,,,625.816711,637.069275,195.858643,707.730347,683.020386,237.940201,,,,,,,,,,,,,883.402649,839.141785,310.524689,606.411316,656.187256,202.249588,,,,,,,,,,,,,,,,,,
88,909.996460,772.267639,403.881653,,,,,,,621.016785,637.267395,196.137741,703.602722,683.161560,237.024185,,,,,,,,,,,,,879.344727,838.631592,310.707062,602.123291,656.473938,202.284317,,,,,,,,,,,,,,,,,,
89,908.145508,771.528137,403.866730,,,,,,,616.344910,637.434875,196.533905,699.314697,683.399719,236.707626,,,,,,,,,,,,,875.708008,838.146790,310.415344,598.328735,656.874390,201.383698,,,,,,,,,,,,,,,,,,
90,905.215637,770.884888,404.135254,,,,,,,611.434631,637.547241,196.433563,695.021240,683.448120,236.435150,,,,,,,,,,,,,872.922302,837.148804,309.755890,592.878174,657.339417,202.965607,,,,,,,,,,,,,,,,,,
91,902.890686,770.066284,404.403931,,,,,,,607.281921,638.030884,196.325943,690.657776,683.427979,236.184799,,,,,,,,,,,,,868.739319,836.627686,309.894745,588.155273,657.473999,203.438675,,,,,,,,,,,,,,,,,,
92,900.683044,769.012634,404.352234,,,,,,,602.857300,638.360352,195.955551,686.472290,683.261292,235.756546,,,,,,,,,,,,,866.084534,835.328613,309.800110,583.559570,657.669006,202.944427,,,,,,,,,,,,,,,,,,
93,898.501648,768.027954,404.337799,,,,,,,598.279297,638.541321,195.745300,682.272217,683.507751,234.629120,,,,,,,,,,,,,861.431091,834.790344,309.595093,579.463013,657.943665,202.834000,,,,,,,,,,,,,,,,,,
94,895.660156,767.373352,404.286957,,,,,,,594.056946,638.761658,195.357559,677.987671,683.685120,233.933060,,,,,,,,,,,,,858.490540,833.392639,309.763763,574.750183,658.276489,203.177780,,,,,,,,,,,,,,,,,,
95,892.923340,766.430786,404.569092,,,,,,,589.689514,638.908813,194.552734,673.905579,683.613220,232.997864,,,,,,,,,,,,,855.233398,832.684875,309.686371,570.936340,658.472778,202.457642,,,,,,,,,,,,,,,,,,
96,891.086426,765.242676,405.007874,,,,,,,585.208618,639.099426,194.119614,669.834839,683.545898,232.161453,,,,,,,,,,,,,851.390564,831.673035,309.404480,566.998413,658.741760,201.511429,,,,,,,,,,,,,,,,,,
97,888.600769,764.296448,404.861694,,,,,,,580.819275,639.262817,193.876938,665.713623,683.435120,231.399765,,,,,,,,,,,,,847.623840,830.698120,309.143616,563.276978,658.915955,200.371597,,,,,,,,,,,,,,,,,,
98,886.564148,763.400452,404.943359,,,,,,,576.782288,639.615173,192.763367,661.841980,683.103210,230.748413,,,,,,,,,,,,,844.769836,829.147766,308.882111,558.994629,659.285217,199.789383,,,,,,,,,,,,,,,,,,
99,883.853210,762.399719,405.128571,,,,,,,572.527954,639.833435,192.032791,657.654175,683.344482,229.739090,,,,,,,,,,,,,840.665710,828.579041,308.999512,554.371643,659.513123,198.951599,,,,,,,,,,,,,,,,,,
100,881.385193,761.174194,405.476501,,,,,,,568.357056,639.922791,191.758118,653.653870,683.459229,228.600464,,,,,,,,,,,,,838.090759,827.107361,308.584808,550.405518,659.625488,198.200287,,,,,,,,,,,,,,,,,,
101,879.218323,760.073425,405.442261,,,,,,,564.218262,639.995483,190.421478,649.637024,683.333740,227.501205,,,,,,,,,,,,,833.715149,826.443115,308.582825,546.189331,659.943787,197.682861,,,,,,,,,,,,,,,,,,
102,876.790161,758.982788,405.397339,,,,,,,560.247192,640.319763,189.657425,645.791199,683.074890,226.272842,,,,,,,,,,,,,831.024414,824.877563,308.470764,542.079407,660.207275,196.611664,,,,,,,,,,,,,,,,,,
103,875.036926,758.002258,405.458282,,,,,,,555.985535,640.338623,188.757278,642.283386,682.830811,225.223602,,,,,,,,,,,,,827.354980,823.618958,308.414063,538.272156,660.398254,195.895279,,,,,,,,,,,,,,,,,,
104,872.478149,756.842651,405.807770,,,,,,,552.283325,640.398987,187.199112,638.390625,682.730774,224.352997,,,,,,,,,,,,,824.551697,822.303101,308.474731,534.540039,660.445496,194.662659,,,,,,,,,,,,,,,,,,
105,870.469604,755.764587,405.767883,,,,,,,548.408936,640.670715,186.312637,634.430542,682.536560,223.334427,,,,,,,,,,,,,820.616821,821.596863,308.293945,532.140442,660.651917,191.928436,,,,,,,,,,,,,,,,,,
106,868.847473,754.319153,405.951477,,,,,,,544.764648,640.829773,185.090012,630.904297,681.950317,222.930084,,,,,,,,,,,,,817.122437,820.409912,308.377319,529.571472,660.775513,189.259293,,,,,,,,,,,,,,,,,,
107,866.475952,753.212830,405.957428,,,,,,,541.605469,641.183350,183.699097,627.043152,682.134094,221.234726,,,,,,,,,,,,,814.945801,818.514221,308.200195,525.306458,660.793457,189.182571,,,,,,,,,,,,,,,,,,
108,863.868774,752.259766,405.987213,,,,,,,538.039307,641.146545,182.200775,623.951477,682.156738,219.514969,,,,,,,,,,,,,811.520081,817.472595,307.479736,520.821411,660.636658,189.685455,,,,,,,,,,,,,,,,,,
109,862.337158,750.997375,406.287201,,,,,,,534.645691,641.325500,180.879745,620.765686,682.012634,218.269821,,,,,,,,,,,,,808.677673,816.216614,307.286499,516.506592,660.495483,189.187378,,,,,,,,,,,,,,,,,,
110,860.511292,749.719727,406.362335,,,,,,,531.212708,641.128601,179.604111,617.325806,681.583008,217.281921,,,,,,,,,,,,,805.326843,815.091370,307.609741,513.228149,660.652954,188.171219,,,,,,,,,,,,,,,,,,
111,858.672913,748.551697,406.280365,,,,,,,528.072693,640.649902,177.963181,614.009460,681.371460,216.496277,,,,,,,,,,,,,802.222290,813.695923,307.383392,511.247772,660.706787,184.946777,,,,,,,,,,,,,,,,,,
112,856.434021,747.619812,406.826416,,,,,,,524.929871,640.452942,176.707809,610.749390,681.003784,215.089417,,,,,,,,,,,,,799.953308,812.271240,307.323242,509.422424,660.734131,181.711212,,,,,,,,,,,,,,,,,,
113,854.316528,746.599670,407.076172,,,,,,,521.840210,640.296387,175.733322,608.019775,680.774109,213.479416,,,,,,,,,,,,,796.300903,811.546021,307.204834,506.511169,660.638977,180.103607,,,,,,,,,,,,,,,,,,
114,852.499634,745.301941,406.802124,,,,,,,518.325745,640.471619,174.604767,605.018799,680.648682,212.212128,,,,,,,,,,,,,793.087708,810.327087,307.559418,502.352631,660.196716,180.462311,,,,,,,,,,,,,,,,,,
115,850.926208,744.136597,406.947876,,,,,,,515.721863,640.272034,172.526031,601.936035,680.337585,211.154648,,,,,,,,,,,,,790.354614,808.807922,307.446228,497.889252,659.824951,181.022766,,,,,,,,,,,,,,,,,,
116,849.217224,742.874146,407.451721,,,,,,,513.106995,640.236511,170.991348,598.787170,680.002563,210.283325,,,,,,,,,,,,,788.560791,807.480896,307.199921,495.019745,659.478333,179.491211,,,,,,,,,,,,,,,,,,
117,847.209106,741.780823,407.606079,,,,,,,510.226898,640.186768,169.291122,595.777893,679.619751,208.783173,,,,,,,,,,,,,784.876770,806.471863,307.177002,492.824677,659.495667,177.456680,,,,,,,,,,,,,,,,,,
118,845.002136,740.782288,407.859161,,,,,,,507.500580,639.990417,168.343979,593.177612,679.188354,207.395721,,,,,,,,,,,,,782.730408,804.886047,307.803711,490.336365,659.429016,175.611816,,,,,,,,,,,,,,,,,,
119,843.546570,739.786987,408.039520,,,,,,,504.862915,639.590454,166.637329,590.582397,678.979004,205.970215,,,,,,,,,,,,,780.310425,803.607788,307.433258,487.159027,659.034546,175.053406,,,,,,,,,,,,,,,,,,
