Weight68
Date:,2025/05/06
Time:,14:17:32
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,841.805359,714.502014,131.136414,803.921875,617.949829,126.457878,1083.062866,827.483521,382.670654,1058.722168,876.143066,216.818375,733.672058,660.497437,130.235962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,838.847595,714.770508,133.060333,801.075317,617.999695,128.769180,1082.208984,827.489441,382.608826,1056.575806,876.303894,217.334717,730.451660,660.636475,133.762955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,836.645325,715.126831,134.054550,798.483704,618.523132,131.039825,1081.010254,827.443909,382.955231,1055.004517,876.237854,217.197800,728.086121,661.052063,135.561523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,833.914490,715.115479,135.418594,795.621887,618.829773,132.575439,1079.675781,827.394348,382.754883,1053.450195,876.369263,217.346283,725.343140,661.313599,137.844177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,831.612244,715.693970,137.183990,792.842590,619.288696,134.440567,1078.465942,827.337585,382.424988,1051.319580,876.013550,217.466064,722.323853,662.239502,139.492935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,828.142822,715.790710,138.975403,789.734375,619.758301,136.571045,1077.354248,827.259094,382.193176,1049.609131,875.781494,217.219009,719.650146,662.525330,141.435059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,825.405823,716.008057,140.318771,786.390686,620.038452,138.404160,1076.178955,827.231201,382.508270,1047.071899,875.749451,217.839111,716.610168,663.156128,143.490677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,822.401062,716.273010,141.756287,783.148926,620.485107,140.155090,1074.629395,827.030945,382.418488,1044.601318,875.457031,217.809448,713.449890,663.994141,145.110611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,818.923950,716.496399,143.277283,779.623779,620.715271,142.289215,1073.044312,826.979187,381.943115,1042.334961,874.602844,217.755783,709.763184,664.309509,147.633118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,816.096497,716.956665,144.535339,775.997131,621.137146,143.702835,1071.904663,826.871704,381.608856,1039.600342,873.842773,217.885056,706.473206,664.958862,149.280914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,811.963867,717.013062,145.920868,772.243774,621.524719,145.426208,1070.431885,826.832092,382.028564,1037.096802,873.504028,217.534683,702.774353,665.655884,151.384995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,809.046753,717.124817,146.669952,768.066162,622.127930,147.369827,1068.646362,826.570374,381.538452,1034.400146,873.276611,218.047012,698.825806,666.119019,153.505051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,805.651917,717.559448,148.103622,764.011230,622.404541,148.931580,1066.780762,826.634583,381.016998,1031.533081,873.590515,217.911041,694.952087,666.928223,155.169403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,801.422852,717.906799,149.568634,760.165588,622.976563,150.237839,1065.330200,826.319580,381.052032,1029.044922,874.289734,218.013138,691.387817,667.853210,155.909683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,797.491882,717.949768,150.631516,755.785339,623.471008,151.624908,1063.381836,826.213379,380.957520,1025.785156,873.776550,218.014481,687.317017,668.488586,157.434601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,794.027466,718.209839,151.890411,751.502686,623.740723,153.212173,1061.538818,826.243591,380.662781,1022.565430,872.361328,218.242264,682.996582,669.233948,159.662842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,789.861694,718.609070,152.738541,747.041931,624.270996,154.554871,1059.914551,826.012939,380.601349,1019.977539,871.222900,217.666656,678.616211,669.889771,161.485428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,785.941956,718.757568,153.813629,742.399048,624.906006,155.779678,1057.965210,825.728271,380.398560,1016.119141,870.851624,217.981567,674.152039,670.807922,162.617310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,781.548828,719.002258,155.092941,737.936768,625.373535,157.424271,1055.884766,825.514893,380.251526,1012.798218,870.245605,218.388855,669.839478,671.909363,163.804703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,777.077209,719.314880,156.001114,733.307434,625.769287,158.549240,1054.003418,825.251953,380.046417,1009.170166,870.031738,218.615631,665.429199,672.525024,165.185699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,773.031128,719.286072,156.846329,728.646851,626.356750,159.536209,1051.708496,825.119263,379.598083,1005.497864,869.595032,218.943268,660.973267,673.182068,166.545807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,768.954285,719.592773,157.482117,723.597595,626.909668,160.468262,1049.603516,824.939575,379.593750,1002.006775,868.830017,218.778030,656.312500,674.020569,167.829315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,764.505066,719.817566,158.389755,718.361023,627.393433,161.676407,1047.431152,824.491638,379.093109,998.296631,868.247192,218.937958,651.626160,674.907166,169.060043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,760.160339,720.249512,158.951767,713.673157,628.033264,162.749741,1044.786255,824.571960,379.133087,994.746948,867.672791,218.901596,647.105164,675.893738,169.973282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,755.703979,720.590820,159.403656,708.952759,628.572937,163.239578,1042.618896,824.453979,379.056549,991.058044,866.953796,218.713837,642.795044,676.997375,170.421509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,750.992126,720.761780,159.912445,704.013733,628.973816,163.776337,1040.124268,824.039490,378.900848,987.577026,866.162537,218.867081,638.377014,677.999023,170.850861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,746.328979,720.791138,160.568832,699.118164,629.501282,164.726807,1037.820190,824.076477,378.764160,983.368408,865.528381,219.216751,633.544800,678.860229,171.726456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,741.752747,721.094482,161.307800,694.003906,630.040283,165.372528,1035.318237,823.439758,378.351807,979.210083,864.730042,219.441330,628.352295,679.542664,172.944443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,737.581604,721.199402,161.524582,688.857056,630.414185,165.769379,1033.010864,823.206482,378.109161,975.722290,863.885193,219.460281,623.345642,680.161377,173.743317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,733.191345,721.383118,161.241928,683.641602,630.823059,166.322876,1030.202637,822.615601,377.557373,971.371094,863.287720,219.706528,618.407471,680.970276,174.483582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,728.067566,721.863342,161.396149,678.336243,631.333801,166.683594,1027.659302,822.570129,377.708221,967.401306,862.486816,219.801376,613.659058,682.003906,174.513412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,723.208313,722.201660,161.729752,673.214539,631.837952,166.749741,1024.632935,822.067139,377.440094,963.873230,861.352661,219.845184,608.610535,682.723694,175.056351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,718.609741,722.356689,162.116562,668.009155,632.371765,167.122681,1022.260315,821.954224,377.345032,959.742981,860.494690,219.919876,603.564209,683.518066,175.644150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,714.066406,722.677063,162.677200,663.036804,632.714783,166.706268,1019.269897,821.492920,377.074249,955.522461,859.371216,219.963913,598.603455,684.249268,176.048920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,709.682800,722.704102,162.277786,657.898804,633.071045,166.342239,1016.975220,820.850830,376.978760,952.028687,858.335632,219.892181,593.787354,684.933228,175.893982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,704.916992,723.061707,161.933060,652.811707,633.660828,166.158432,1013.744141,820.375549,376.404358,947.722229,857.604675,220.325455,589.083374,685.632813,175.743652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,699.755859,723.109436,162.217072,647.712769,634.129639,166.423508,1011.445557,819.968323,375.980988,943.683472,856.459167,220.408127,584.441406,686.430298,174.961777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,694.513672,723.331909,162.961426,642.500061,634.488708,166.566071,1008.626099,819.889587,375.827423,939.566589,855.576477,220.610977,579.674316,687.303406,174.852631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,689.895691,723.728394,162.635178,637.299683,634.859131,166.188370,1006.048279,819.117981,375.501862,935.672302,854.665344,220.996994,574.721313,688.096252,175.005539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,685.692871,723.760742,162.331604,632.125916,635.414246,165.672195,1002.691528,818.631104,375.559570,931.633240,853.432678,220.858444,569.540955,688.966309,175.173401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,681.384399,723.606567,161.740143,627.131775,635.994141,165.193558,1000.146912,818.136169,375.134613,927.259521,852.378113,221.203934,564.808655,689.806763,174.361649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,676.991638,723.980957,160.973389,622.270630,636.349854,164.426682,997.312195,817.586243,374.895477,923.237793,851.163086,221.817444,560.195190,690.464478,174.131012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
