Weight10
Date:,2025/04/15
Time:,13:43:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
101,963.671509,888.429565,410.896179,839.251831,642.033752,89.668030,761.172546,661.284729,100.361214,855.870239,737.344421,108.857048,,,,979.226746,949.087158,253.191269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,963.603455,888.360657,410.893097,839.249329,641.993103,89.594810,761.100708,661.294495,100.333199,855.870544,737.339600,108.914635,,,,979.296143,949.031677,253.220612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,963.489685,888.360718,410.900909,839.329773,642.030457,89.632065,761.151367,661.187500,100.310165,855.860168,737.361389,108.891937,,,,979.328796,949.021973,253.222046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,963.532959,888.417297,410.976166,839.364441,642.050903,89.608765,761.112427,661.271362,100.318848,855.841187,737.369385,108.974602,,,,979.228210,949.006348,253.219971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,963.458252,888.474121,410.946594,839.362732,642.068298,89.586617,761.093323,661.302429,100.328545,855.821838,737.358704,108.996796,,,,979.245667,948.989807,253.248169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,963.432617,888.473633,411.002197,839.272644,642.052673,89.550293,761.138672,661.289185,100.306221,855.846313,737.348755,108.966759,,,,979.225220,948.974609,253.267319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,963.410156,888.431946,410.988770,839.319092,642.073303,89.614418,761.081177,661.299194,100.287804,855.847961,737.325012,108.924339,,,,979.217468,948.988342,253.332581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,963.358948,888.457886,411.035828,839.325378,642.061951,89.525299,761.148987,661.279785,100.247543,855.852905,737.339050,108.939438,,,,979.135254,948.968201,253.256546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,963.374329,888.453369,411.040955,839.267761,642.059509,89.524384,761.176880,661.256897,99.987015,855.872192,737.377441,108.834152,,,,979.161011,948.984497,253.280182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,963.296387,888.453979,411.068726,839.297363,642.073181,89.491325,761.184326,661.307678,100.139000,855.885315,737.399414,108.822792,,,,979.176514,948.992493,253.292313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,963.270813,888.453369,411.082733,839.339111,642.087830,89.504295,761.134216,661.279358,99.967438,855.901123,737.382629,108.806206,,,,979.150024,948.985291,253.331039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,963.329346,888.447266,411.092560,839.348389,642.084717,89.516335,761.180359,661.278442,99.861618,855.916443,737.371582,108.784615,,,,979.074219,949.022888,253.353424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,963.348083,888.447388,411.086609,839.344238,642.072205,89.523170,761.170471,661.327881,100.118340,855.907959,737.389771,108.817467,,,,979.052185,949.032166,253.363815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,963.226135,888.436951,411.106476,839.251831,642.044250,89.538742,761.140625,661.271484,99.964958,855.906921,737.383667,108.809608,,,,979.074890,948.976624,253.373978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,963.130615,888.457642,411.109528,839.320862,642.045776,89.589615,761.160522,661.277954,99.871727,855.841370,737.381409,108.863152,,,,979.074768,948.953003,253.404434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,963.055420,888.516785,411.126434,839.340698,642.056213,89.568077,761.174011,661.384705,99.823471,855.861938,737.388855,108.913834,,,,979.067017,948.954651,253.414780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,962.986572,888.550476,411.155212,839.344604,642.061462,89.530624,761.162720,661.443787,100.062668,855.873596,737.405151,108.867722,,,,978.988525,948.981323,253.340775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,962.950989,888.540771,411.197876,839.336609,642.080994,89.556000,761.126221,661.390320,99.929764,855.903198,737.403320,108.829926,,,,978.949951,949.008606,253.316055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,962.924866,888.542480,411.214050,839.339111,642.071472,89.533287,761.138611,661.419556,100.083305,855.916504,737.439209,108.815277,,,,978.909302,948.997864,253.338058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,962.866150,888.569031,411.198761,839.346863,642.087036,89.608437,761.063660,661.427612,100.195541,855.928284,737.400269,108.732803,,,,978.917786,948.969482,253.362823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,962.796143,888.564453,411.221832,839.354919,642.065063,89.606049,761.104492,661.375977,99.957542,855.946228,737.300171,108.765106,,,,978.896118,948.960205,253.346329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,962.750183,888.672058,411.237671,839.344727,642.039124,89.549683,761.160583,661.333557,100.115814,855.933960,737.359253,108.726387,,,,978.745728,949.010742,253.365112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,962.529297,888.655762,411.441071,839.379150,642.015808,89.444794,761.120239,661.306458,100.234558,855.911438,737.396179,108.803673,,,,978.654541,949.009338,253.411560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,962.523499,888.640076,411.482819,839.356445,642.046631,89.450592,761.082031,661.388245,100.209724,855.886841,737.403809,108.848442,,,,978.644043,949.004150,253.424957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,962.531128,888.670288,411.270660,839.379517,642.054382,89.423233,761.097046,661.419617,100.167915,855.840759,737.385681,108.887573,,,,978.596924,949.088440,253.391647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,962.521973,888.685303,411.219513,839.391846,642.058472,89.410133,761.026672,661.354431,100.180664,855.894165,737.288818,108.803925,,,,978.559204,949.102356,253.370422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,962.517700,888.667786,411.251312,839.352600,642.087769,89.492935,761.084900,661.358643,99.897713,855.948914,737.253723,108.744690,,,,978.464844,949.110107,253.332596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,962.434509,888.662537,411.264496,839.338989,642.063293,89.488045,761.166443,661.432190,100.036797,855.943054,737.405579,108.773758,,,,978.402710,949.094727,253.351318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,962.330994,888.673706,411.270081,839.365845,642.018127,89.389259,761.157227,661.396912,99.878998,855.938721,737.344910,108.748100,,,,978.392578,949.091309,253.364944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,962.342102,888.749268,411.278412,839.341248,642.034485,89.394569,761.110046,661.437622,100.085533,855.941956,737.371643,108.710289,,,,978.369873,949.087769,253.347229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,962.312744,888.774353,411.351013,839.328186,642.051941,89.408241,761.043396,661.426697,100.214928,855.941162,737.332764,108.674187,,,,978.303101,949.157715,253.057510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,962.109314,888.808899,411.345612,839.327942,642.056946,89.410416,761.005859,661.427185,100.215820,855.949463,737.282593,108.676643,,,,978.284790,949.152954,252.991028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,962.091248,888.796143,411.343018,839.330078,642.055115,89.409386,761.016724,661.434265,100.187553,855.947876,737.385742,108.733482,,,,978.205261,949.148193,253.045502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,961.970764,888.816528,411.390717,839.330872,642.051636,89.409912,761.048706,661.426331,100.190536,855.915710,737.334167,108.756340,,,,978.138367,949.140869,253.126633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,961.912964,888.812683,411.356812,839.328308,642.066101,89.452248,761.039063,661.437378,100.172188,855.937927,737.307861,108.741280,,,,978.028931,949.125671,253.111710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,961.840759,888.835999,411.373657,839.329651,642.048889,89.426933,761.034363,661.441833,100.166809,855.923462,737.303711,108.584251,,,,977.935791,949.123291,253.135468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,961.742920,888.858704,411.407745,839.330566,642.042297,89.412239,761.033630,661.441162,100.168579,855.992615,737.310608,108.607628,,,,977.858398,949.210388,253.125336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,961.559021,888.966858,411.370850,839.330688,642.045044,89.410439,761.080627,661.429626,100.145660,855.997437,737.318176,108.639114,,,,977.851196,949.229858,253.124634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,961.573608,888.964111,411.349670,839.354248,641.999573,89.399521,761.033630,661.432556,100.046669,855.942810,737.345520,108.553108,,,,977.823303,949.210999,253.137497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,961.579285,888.962158,411.348297,839.338318,642.006714,89.423325,761.045654,661.447876,100.125298,855.927124,737.347595,108.527290,,,,977.722534,949.218872,253.107376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,961.483765,888.986145,411.434235,839.328796,642.024902,89.427284,761.082642,661.432068,100.149834,855.924805,737.306763,108.546150,,,,977.629089,949.198975,253.166977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,961.417664,889.002075,411.476532,839.390381,641.977966,89.362221,761.095337,661.428711,100.139473,855.911987,737.347168,108.637978,,,,977.508057,949.296387,253.186478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,961.194031,889.036316,411.451782,839.358582,641.996948,89.280312,761.114380,661.426453,100.089676,855.882324,737.320068,108.606316,,,,977.484192,949.320251,253.195999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,961.154114,889.014038,411.479309,839.366821,642.059814,89.319504,761.079956,661.441406,100.092270,855.907654,737.302429,108.566429,,,,977.165405,949.344360,253.159775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,961.076538,889.107605,411.467560,839.375549,642.082947,89.341141,761.073669,661.398865,99.816147,855.928406,737.297852,108.547882,,,,977.159851,949.287720,253.188766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,961.024231,889.141174,411.428375,839.377136,642.074097,89.345268,761.113159,661.452148,99.989487,855.948364,737.312378,108.483734,,,,977.084656,949.385376,253.200897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,960.974670,889.155579,411.440399,839.344971,642.054932,89.268852,761.036865,661.443726,100.049644,855.924316,737.337952,108.514091,,,,976.975464,949.403076,253.205154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,960.983032,889.128906,411.467651,839.343933,642.080933,89.277512,761.072998,661.429443,100.139153,855.981934,737.280396,108.563858,,,,977.189331,949.509216,253.300278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,960.990601,889.122498,411.469238,839.369995,642.088501,89.325325,761.053467,661.428284,100.127487,855.986694,737.283020,108.603859,,,,977.060730,949.563049,253.329391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,960.887329,889.150757,411.449463,839.330688,642.067993,89.345497,761.102173,661.425049,100.093605,855.924683,737.297058,108.563766,,,,976.890442,949.626892,253.286713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,960.810547,889.158264,411.442596,839.360229,642.044067,89.357216,761.044250,661.436462,100.029770,855.956787,737.332703,108.727036,,,,976.397278,949.871704,253.408478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,960.861877,889.151184,411.439606,839.292175,642.036133,89.408981,761.091980,661.403137,99.807838,855.888672,737.303711,108.680405,,,,976.525513,949.749634,253.533813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,960.835876,889.287170,411.407440,839.226685,642.020813,89.443024,761.105652,661.459351,100.032761,855.911621,737.304199,108.729301,,,,976.572388,949.802979,253.444870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,960.768372,889.245911,411.482239,839.215820,642.006226,89.451607,761.057861,661.436584,100.125290,855.925537,737.286011,108.712921,,,,976.574951,949.893982,253.476501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,960.784241,889.285400,411.351593,839.211426,642.029358,89.457535,761.071167,661.423157,100.159622,855.917114,737.286743,108.790482,,,,976.476379,950.024597,253.458282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,960.671509,889.334351,411.285858,839.306580,642.057678,89.465385,761.443787,661.598816,99.631912,855.177307,737.508606,109.481689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,960.673340,889.341187,411.317200,839.268433,642.059021,89.480942,761.710327,661.742981,99.256905,854.983398,737.597595,109.659927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,960.587158,889.363098,411.274567,839.239136,642.041199,89.492081,761.526550,661.670105,99.514778,854.780945,737.667786,109.768974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,960.524719,889.459106,411.275452,839.235474,642.021606,89.500824,761.179321,661.478516,100.020424,855.545410,737.392029,109.270454,,,,,,,976.131714,950.223938,253.457230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,960.454834,889.390625,411.317383,839.239075,642.009949,89.506424,761.050171,661.335632,99.962280,855.970581,737.230530,108.878685,,,,,,,975.803894,950.420593,253.662903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,960.385986,889.454895,411.343719,839.222900,642.042969,89.552132,761.052490,661.312134,100.135521,856.020325,737.139465,108.767189,,,,,,,975.569519,950.559143,253.711594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,960.360413,889.422363,411.332520,839.222473,642.055725,89.520126,761.087463,661.299683,100.257675,855.906921,737.139771,108.904594,,,,,,,975.496216,950.608582,253.707809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,960.300842,889.394104,411.348328,839.216492,642.102417,89.577438,761.095154,661.258911,99.951271,855.808655,737.211914,109.084435,,,,,,,975.362671,950.694153,253.677597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,960.300964,889.351624,411.360413,839.252686,642.090576,89.641006,761.175415,661.276245,99.761932,855.787354,737.306274,109.197121,,,,,,,975.247437,950.739563,253.737503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,960.117371,889.326477,411.278778,839.228882,642.137756,89.737366,761.162781,661.335327,100.047653,855.713867,737.264038,109.089012,,,,,,,975.118225,950.885559,253.821518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,960.030029,889.317627,411.175171,839.260132,642.100281,89.774254,761.073914,661.313782,100.221909,855.671997,737.254456,109.161812,,,,,,,974.992065,950.962158,253.851364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,959.999817,889.206787,411.188232,839.237671,642.139404,89.856895,761.076965,661.255432,99.982254,855.648743,737.233032,109.272072,,,,,,,974.868347,951.011780,253.922195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,959.767822,889.145569,411.209747,839.236145,642.182983,89.913605,761.117249,661.221375,100.160698,855.531738,737.213623,109.419258,,,,,,,974.781677,951.077271,254.007339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,959.674683,889.113525,411.334747,839.218445,642.251160,89.993454,761.089844,661.183716,100.233856,855.482483,737.214905,109.594467,,,,,,,974.696655,951.182617,254.111908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,959.628906,889.088562,411.344604,839.222961,642.288452,90.045036,761.007690,661.178040,100.160347,855.149536,737.390625,109.990425,,,,,,,974.623779,951.293823,254.218277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,959.444214,889.005737,411.404144,839.182251,642.311584,90.139549,761.030457,661.106506,100.281349,854.877258,737.469238,110.247902,,,,,,,974.459900,951.404846,254.357574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,959.267639,888.952942,411.530548,839.092529,642.311951,90.269997,760.944458,660.982788,100.177666,854.662964,737.471436,110.459564,,,,,,,974.398315,951.506042,254.431076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,959.188843,888.878540,411.668091,839.046265,642.255981,90.376648,760.926147,661.029602,100.082069,854.364624,737.441345,110.820114,,,,,,,974.328369,951.696594,254.542450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,959.075806,888.900513,411.778473,839.123352,642.257507,90.539742,761.060181,660.772156,99.539307,854.107361,737.558838,111.112328,,,,,,,974.228333,951.881348,254.729752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,959.015869,888.821228,412.015594,839.051575,642.330444,90.651657,761.188232,660.677612,99.346596,854.031494,737.652344,111.229889,,,,,,,974.128357,952.084290,254.893509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,958.834290,888.847900,412.108429,838.982483,642.360779,90.755646,761.073364,660.615906,99.370522,853.674500,737.671204,111.666237,,,,,,,974.169067,952.169067,255.204590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,958.653015,888.843628,412.156403,838.931580,642.437927,90.888107,760.772034,660.616516,99.794006,853.215454,737.695435,112.102364,,,,,,,974.156921,952.346558,255.461563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,958.479919,888.891602,412.271484,838.841309,642.508423,91.095718,760.511353,660.468811,100.034187,852.666687,737.734497,112.445183,,,,,,,974.036682,952.513977,255.657303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,958.339417,889.026428,412.399719,838.684998,642.520142,91.288971,760.307617,660.408997,100.048355,852.115295,737.829651,112.707985,,,,,,,973.837341,952.705444,255.818054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,958.146179,889.046082,412.494476,838.526855,642.616394,91.474060,760.194153,660.329712,100.017029,851.678284,738.107056,113.165497,,,,,,,973.556458,952.961121,256.085144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,958.021606,889.112793,412.604736,838.365845,642.749573,91.922974,759.949219,660.114380,100.058716,851.168579,738.365540,113.431160,,,,,,,973.206299,953.237183,256.476593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,957.677795,889.207825,412.828369,838.035339,642.899719,92.162277,759.658691,659.841553,100.259155,850.742065,738.487488,113.515503,,,,,,,972.911316,953.535095,256.561279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,957.358032,889.285645,413.005737,837.727661,643.015991,92.320930,759.569214,659.594604,100.110886,850.382202,738.543152,113.478783,,,,,,,972.914368,953.654541,256.872253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,957.042175,889.320374,413.177887,837.412903,643.143494,92.441154,759.345947,659.406555,100.063431,850.050476,738.580566,113.372505,,,,,,,972.763672,953.850403,257.132172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,956.884460,889.487488,413.584747,837.057190,643.398376,93.197144,758.942993,659.210510,100.120201,849.597717,738.724915,113.597847,,,,,,,972.080017,954.109009,257.658264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,956.685913,889.489685,413.846069,836.583557,643.557129,93.304970,758.517273,658.965515,100.169258,848.897766,738.837830,114.038399,,,,,,,971.540100,954.343872,258.210175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,956.523621,889.465759,414.050171,836.206726,643.727234,93.383553,758.106995,658.731445,100.278984,847.853638,739.169800,114.893280,,,,,,,971.218262,954.566406,258.534729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,956.381348,889.416626,414.186951,835.836487,643.906372,93.522568,757.641724,658.510132,100.275566,846.684143,739.459167,115.619057,,,,,,,970.941101,954.828003,258.832184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,956.236023,889.424561,414.322815,835.563965,643.984375,93.935165,757.149658,658.427063,100.157776,845.650208,739.786621,116.131683,,,,,,,970.727600,955.092712,259.279053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,956.053589,889.389160,414.501831,835.418518,643.905884,94.510086,756.850037,658.244263,99.907646,844.850525,740.275391,116.786667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,955.802368,889.345886,414.632263,835.111938,643.690613,95.161743,756.788269,658.207214,99.327248,843.746704,740.783508,117.738991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,955.551575,889.206482,414.814758,834.674927,643.469788,95.879936,756.387695,658.058716,99.346664,843.427368,740.686462,117.820175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,955.244568,889.109253,414.988892,834.169312,643.492859,96.486557,755.857361,657.961914,99.544586,843.081177,740.591980,117.960243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,954.857544,888.936646,415.157471,833.769409,643.846863,97.057556,755.280396,657.835815,99.714333,842.409302,740.651001,118.194572,,,,,,,,,,968.234436,956.325317,261.189972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,954.494019,888.740906,415.498962,833.216980,644.500000,97.465988,754.639893,657.735291,100.021873,841.466858,740.692627,118.937523,,,,,,,,,,967.870605,956.593018,261.366028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,954.291504,888.661682,415.552429,832.542358,645.446106,97.846519,753.825500,657.544617,100.300888,840.272400,741.144653,119.725922,,,,,,,,,,967.307861,956.939148,261.830353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,953.785645,888.528809,415.844421,831.938293,646.243225,97.832649,753.118835,657.485779,100.434021,839.140076,741.600830,120.442215,,,,,,,,,,966.760498,957.215881,262.217041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
