Weight10
Date:,2025/04/15
Time:,13:43:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,965.543457,886.853088,408.765198,839.374207,642.381958,90.225540,761.945435,660.274719,101.676857,852.233521,738.387329,113.394485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,965.494873,886.879456,408.798126,839.355408,642.300476,90.242653,761.920410,660.275940,101.596626,852.033752,738.409302,113.455917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,965.500122,886.970581,408.853271,839.379211,642.277588,90.262810,761.923462,660.280945,101.567276,851.922974,738.406738,113.516617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,965.407532,887.013794,408.914368,839.423584,642.270508,90.278732,761.913391,660.292786,101.640816,851.805847,738.428955,113.534760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,965.354370,887.012634,408.986023,839.398804,642.272156,90.184479,761.893066,660.286865,101.681053,851.861450,738.427490,113.494789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,965.304810,887.093689,409.060089,839.380310,642.318359,90.127037,761.809082,660.299561,101.623222,851.803223,738.421753,113.499130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,965.298340,887.100769,409.068756,839.405029,642.356812,90.159424,761.824036,660.398010,101.573372,852.488159,738.303284,112.828880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,965.303162,887.089539,409.109222,839.417175,642.348633,90.185638,761.807922,660.440430,101.496666,853.140503,738.146057,112.175575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,965.232300,887.178040,409.140717,839.409424,642.287659,90.113892,761.788330,660.434875,101.306427,853.514954,738.096375,111.860680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,965.203186,887.206848,409.205872,839.404541,642.263000,90.091286,761.798584,660.450867,101.317299,853.622314,738.099854,111.751358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,965.194946,887.192749,409.279907,839.404175,642.263794,90.095985,761.761169,660.447388,101.335625,853.536743,738.029846,111.799080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,965.154297,887.220703,409.259735,839.355042,642.198730,90.083862,761.681946,660.443298,101.418915,853.430359,738.033203,111.748199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,965.092407,887.171265,409.237183,839.324158,642.195374,90.076210,761.599976,660.444275,101.414886,853.406189,738.051819,111.753967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,965.061035,887.234314,409.282410,839.302673,642.199280,90.084320,761.567993,660.446716,101.379189,853.432922,738.042480,111.726311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,965.040955,887.232971,409.341461,839.290955,642.231201,90.070450,761.557190,660.462463,101.337128,853.382629,738.003723,111.800255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,965.008118,887.200317,409.313324,839.250061,642.241821,90.055061,761.590149,660.560547,101.296112,853.369629,737.949829,111.767021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,965.018433,887.225098,409.400299,839.267334,642.199768,90.071846,761.519592,660.611755,101.248405,853.024231,738.045776,111.995689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,964.942200,887.239563,409.396088,839.250427,642.183838,90.083130,761.493408,660.609619,101.252609,853.143066,738.088074,111.933403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,964.841675,887.283264,409.396423,839.176880,642.290039,90.061989,761.489746,660.599976,101.265793,853.159607,738.142212,111.974037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,964.932922,887.311157,409.422974,839.195007,642.323486,89.979034,761.455505,660.693481,101.117462,853.265503,738.080200,111.784721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,964.917603,887.327026,409.425842,839.214111,642.331177,89.949020,761.479187,660.730591,101.047470,853.361755,738.000427,111.578484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,964.814636,887.356384,409.467957,839.263184,642.236816,89.936249,761.503235,660.730225,101.029228,853.470764,738.008972,111.528748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,964.762329,887.347595,409.493713,839.277649,642.136780,89.975273,761.482300,660.829102,100.958321,853.403259,738.067871,111.653679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,964.797363,887.328125,409.501678,839.231750,642.127563,89.996445,761.462891,660.764099,101.031281,853.315125,738.089355,111.736618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,964.782898,887.407410,409.482727,839.266296,642.135925,89.957741,761.463623,660.813416,100.961075,853.272827,738.061707,111.694962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,964.782654,887.431702,409.517761,839.281372,642.128418,89.934189,761.440308,660.860046,100.956978,853.428528,738.049805,111.548340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,964.799316,887.409973,409.510559,839.284607,642.156250,89.930695,761.432190,660.856445,100.947159,853.623779,738.022705,111.379669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,964.766296,887.486450,409.507629,839.262634,642.146851,89.925560,761.433411,660.850159,100.945328,853.906921,737.941284,111.032562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,965.018677,887.505005,409.457916,839.313721,642.119812,89.891136,761.434448,660.849060,100.946037,854.128479,737.919495,110.833206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,964.918884,887.573120,409.393311,839.282104,642.104065,89.885368,761.387146,660.861267,100.896774,854.115662,737.964172,110.917236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,964.866882,887.511047,409.510376,839.315491,642.102905,89.889931,761.414490,660.956848,100.832756,853.939819,737.962524,110.991043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,964.683105,887.590759,409.545959,839.292664,642.078125,89.894547,761.424561,660.888306,100.798859,853.875427,738.020752,111.129684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,964.857971,887.546814,409.594543,839.308472,642.071289,89.859093,761.417053,660.857483,100.808479,854.105957,737.956543,110.950218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,964.900513,887.562866,409.565063,839.264404,642.085999,89.839417,761.389160,660.867798,100.798500,854.211243,737.885193,110.723122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,964.723389,887.702698,409.550873,839.285278,642.167114,89.804153,761.382202,660.964722,100.815468,854.377686,737.861206,110.508278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,964.819763,887.636780,409.646820,839.272705,642.162231,89.782341,761.348633,660.981323,100.621361,854.515625,737.838135,110.377647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,964.721985,887.685791,409.600189,839.244751,642.115417,89.717255,761.363647,660.990662,100.547989,854.439941,737.796204,110.398354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,964.823975,887.648926,409.685059,839.311218,642.103088,89.790489,761.332214,660.911316,100.555885,854.367004,737.829651,110.422478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,964.641357,887.772888,409.662598,839.265808,642.061768,89.757172,761.282349,660.977722,100.547272,854.505127,737.804321,110.396622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,964.547058,887.814880,409.710083,839.238037,642.053589,89.733871,761.340576,661.005310,100.716240,854.639465,737.732239,110.259094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,964.535034,887.798340,409.710114,839.260620,642.054810,89.769295,761.343384,660.967712,100.553818,854.398254,737.786987,110.426689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,964.537781,887.839050,409.751373,839.249146,642.055847,89.748260,761.324524,661.011414,100.627914,854.547363,737.758301,110.319359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,964.520569,887.894287,409.803345,839.265259,642.057434,89.771301,761.291077,661.013794,100.694992,854.614807,737.698120,110.242523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,964.438965,887.871948,409.799835,839.248840,642.059326,89.744972,761.275635,661.004761,100.714447,854.825073,737.691345,110.040565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,964.410950,887.861755,409.803101,839.242676,642.055725,89.679840,761.183899,661.025024,100.684715,854.927185,737.610657,109.865623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,964.396973,887.881348,409.831818,839.351318,642.085449,89.731300,761.209717,661.020203,100.655785,854.940613,737.618896,109.792908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,964.429260,887.939575,409.832947,839.280029,642.089417,89.731537,761.251099,660.993652,100.410309,854.921997,737.629028,109.734665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,964.412903,887.968689,409.859924,839.260498,642.074463,89.765617,761.290405,661.036072,100.531631,855.021667,737.622437,109.737175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,964.381409,887.958496,409.940826,839.295166,642.063904,89.744125,761.253540,661.031433,100.631226,855.102539,737.607849,109.701332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,964.390137,887.922546,409.975403,839.321472,642.053040,89.721390,761.267273,661.083557,100.370132,855.181335,737.606750,109.730759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,964.368042,887.942566,410.014526,839.283997,642.056091,89.766594,761.337219,661.121826,100.227531,855.688416,737.403625,109.308060,981.048157,948.592285,252.454056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,964.355652,887.929504,410.027435,839.307190,642.038696,89.743118,761.303040,661.170837,100.492424,855.954224,737.295166,109.022652,981.017151,948.605652,252.473953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,964.251221,887.943298,410.089447,839.321411,642.037842,89.726685,761.215576,661.146606,100.651466,855.983826,737.312500,109.024277,981.034058,948.734863,252.449173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,964.267578,887.976563,410.232605,839.270630,642.040039,89.724609,761.195923,661.119812,100.631035,855.676392,737.442871,109.159729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,964.329468,888.039185,410.241333,839.239563,642.028503,89.680855,761.256409,661.123413,100.607811,855.514648,737.507324,109.300186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,964.258728,888.017517,410.143616,839.300903,642.050720,89.706825,761.204346,661.147095,100.513626,855.474915,737.558472,109.400360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,964.226257,888.030090,410.113281,839.327026,642.060913,89.720192,761.256165,661.138367,100.500923,855.544861,737.503235,109.307732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,964.215576,888.020386,410.171173,839.309937,642.061890,89.642616,761.212036,661.151245,100.493134,855.542114,737.474121,109.399361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,964.260864,888.015625,410.215332,839.239746,642.094971,89.641655,761.188171,661.151917,100.504448,855.196838,737.607910,109.695412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,964.236328,888.083374,410.291412,839.218079,642.113586,89.648636,761.231445,661.137207,100.561523,855.335083,737.543884,109.549797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,964.186340,888.054199,410.283478,839.276306,642.118042,89.649734,761.193420,661.143860,100.525345,855.526001,737.464722,109.488976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,964.107971,888.120361,410.291107,839.249695,642.089050,89.607735,761.171753,661.157288,100.556442,855.212646,737.595825,109.700668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,964.255798,888.138184,410.312286,839.230103,642.074158,89.597275,761.192444,661.143005,100.488510,854.914124,737.665527,109.889389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,964.125732,888.123779,410.342590,839.227966,642.069763,89.602905,761.201477,661.151245,100.487335,854.844238,737.703003,109.996124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,964.094727,888.140503,410.340759,839.241272,642.078979,89.650269,761.212708,661.147522,100.460838,854.862793,737.700256,109.989944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,964.182739,888.164551,410.372955,839.235840,642.062988,89.626366,761.219604,661.148010,100.448784,854.883362,737.675903,109.899490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,964.246826,888.234985,410.409241,839.255615,642.046387,89.652039,761.219971,661.148621,100.448868,854.956665,737.664917,109.886314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,964.112549,888.179016,410.432220,839.239624,642.037354,89.632401,761.217712,661.148010,100.452126,855.008789,737.651794,109.859779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,964.099182,888.215515,410.455231,839.230347,642.049194,89.615639,761.199097,661.152344,100.494003,855.529602,737.429749,109.433617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,964.039917,888.205383,410.441132,839.262756,642.083679,89.737907,761.185364,661.149170,100.514694,855.869263,737.293152,109.094383,,,,980.265320,948.928467,252.699875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,963.989746,888.186462,410.494141,839.328674,642.071472,89.696579,761.200623,661.142578,100.475990,855.923279,737.294922,109.053925,,,,980.199646,948.930359,252.637283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,964.136902,888.273071,410.507935,839.283569,642.043274,89.662819,761.217651,661.146606,100.450531,855.866821,737.320435,109.046837,,,,980.296509,948.954956,252.606003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,964.050598,888.195007,410.569916,839.306030,642.051453,89.705070,761.222595,661.149597,100.445419,855.869995,737.354126,109.120689,,,,980.274963,948.927124,252.675308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,963.995117,888.177979,410.617554,839.269409,642.044189,89.729759,761.202881,661.153992,100.489304,855.855835,737.339966,109.126297,,,,980.396912,948.891174,252.585434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,963.995178,888.256348,410.618134,839.304871,642.038513,89.732796,761.186157,661.149597,100.513771,855.857483,737.330444,109.113853,,,,980.208740,949.006042,252.635788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,963.938232,888.299255,410.654816,839.323120,642.040527,89.728592,761.199890,661.142273,100.476860,855.881226,737.374329,109.156013,,,,980.099609,949.032593,252.719711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,963.865784,888.304688,410.654022,839.323364,642.047485,89.723846,761.216980,661.146301,100.451378,855.870605,737.359558,109.134880,,,,980.081848,949.026550,252.828552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,963.885437,888.288330,410.701172,839.320435,642.054260,89.720299,761.222412,661.149536,100.445679,855.861633,737.352295,109.137520,,,,980.016174,949.018799,252.802124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,963.764832,888.274475,410.670319,839.319458,642.057922,89.718475,761.246033,661.241699,100.421135,855.858276,737.333069,109.115166,,,,979.641113,949.106201,253.028793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,963.811218,888.288086,410.692200,839.319580,642.058167,89.718338,761.189514,661.187988,100.378212,855.863525,737.347534,109.132675,,,,980.048157,949.008667,252.765472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,963.729858,888.289368,410.680542,839.333008,642.068298,89.670563,761.191101,661.252747,100.358009,855.882690,737.350830,109.052353,,,,979.771301,949.061096,252.946945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,963.764954,888.357361,410.732147,839.337646,642.096497,89.641640,761.159729,661.288574,100.370674,855.911987,737.356873,108.949432,,,,979.607239,949.093323,253.106400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,963.748047,888.371521,410.698120,839.358582,642.110474,89.669998,761.191040,661.275818,100.361076,855.925781,737.378723,108.951752,,,,979.457153,949.137146,253.171997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,963.777283,888.366638,410.727905,839.332642,642.094543,89.608849,761.209229,661.271729,100.347618,855.916382,737.382874,108.976028,,,,979.490540,949.102722,253.174927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,963.809998,888.354553,410.788757,839.352356,642.099792,89.662033,761.211975,661.273193,100.343117,855.857300,737.354187,108.970207,,,,979.522888,949.065186,253.122360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,963.716614,888.373840,410.777130,839.363403,642.081726,89.699936,761.214233,661.183594,100.399719,855.862915,737.341431,109.098831,,,,979.506348,949.072021,253.114029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,963.700989,888.375122,410.797333,839.351990,642.045410,89.666344,761.120300,661.162048,100.432091,855.866760,737.351318,109.154327,,,,979.495972,949.074951,253.154266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,963.639832,888.350403,410.852081,839.336731,642.059631,89.657448,761.112732,661.255066,100.422005,855.853882,737.330750,109.116425,,,,979.356140,949.098572,253.206619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,963.675293,888.338989,410.879486,839.343079,642.066895,89.641670,761.137817,661.287048,100.394135,855.833557,737.380798,108.954277,,,,979.301575,949.103760,253.238266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,963.675659,888.345642,410.880707,839.276001,642.055908,89.652634,761.198730,661.276794,100.354225,855.841858,737.353760,108.931648,,,,979.306458,949.102417,253.237717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
