Weight60
Date:,2025/04/23
Time:,12:59:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
157,,,,,,,,,,799.137268,799.835510,211.584778,,,,564.696655,723.481934,121.318741,,,,,,,,,,497.172241,656.279602,141.223694,847.877197,778.514893,291.306366,,,,,,,448.488525,726.403748,133.538742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,797.763245,799.439453,211.137283,,,,563.258179,723.468811,120.335129,,,,,,,,,,495.603149,656.455994,140.593399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,796.639526,799.235840,210.464050,,,,562.371582,723.487793,119.563522,,,,,,,,,,494.607330,656.459717,139.344742,,,,,,,,,,,,,446.599915,726.608521,130.630234,845.935059,778.094299,290.102631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,795.949890,798.947144,209.735519,,,,561.184326,723.901550,118.989624,,,,,,,,,,493.662140,656.368164,138.231964,,,,,,,,,,,,,445.253113,726.668762,130.774780,844.204163,778.399963,289.601227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,794.857910,798.759155,209.314026,,,,560.278198,723.963562,118.100548,,,,,,,,,,492.882507,656.687073,137.459991,,,,,,,,,,,,,444.151703,726.705627,130.496094,842.895325,778.394775,289.280334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,793.917847,798.822388,208.525543,,,,559.403076,723.813049,117.519180,,,,,,,,,,492.310669,656.778931,136.834793,,,,,,,,,,,,,443.363434,726.920593,129.421616,842.413025,778.105103,288.261841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,792.876709,799.096619,207.749435,,,,558.409485,723.462219,116.685745,,,,,,,,,,491.012787,656.648315,135.925171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,792.149414,799.083496,207.390762,,,,557.219055,723.398682,115.891907,,,,,,,,,,489.781616,656.645996,135.245132,,,,,,,,,,,,,,,,,,,442.509644,726.687988,126.636108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,791.056885,798.297546,207.052628,,,,556.912476,723.468811,114.918999,,,,,,,,,,489.049713,656.631470,135.068924,,,,,,,,,,,,,,,,,,,441.127747,726.743347,126.905457,839.476074,778.001404,287.033569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,790.154846,798.514282,206.626038,,,,556.787048,723.206604,114.213493,,,,,,,,,,487.993195,656.362793,134.744003,,,,,,,,,,,,,,,,,,,439.816498,726.727173,126.877174,837.792419,778.120667,286.759735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,789.356262,798.618469,206.293213,,,,555.658142,723.204895,113.279884,,,,,,,,,,487.287811,656.262573,134.164063,,,,,,,,,,,,,,,,,,,439.096588,726.616150,126.638252,836.428223,778.074951,286.456085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,788.892395,798.583679,205.524811,,,,554.704285,723.251892,113.182693,,,,,,,,,,487.046326,656.339722,133.100479,,,,,,,,,,,,,,,,,,,438.511169,726.608215,125.592384,836.381897,777.791565,285.834137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,787.672119,798.461670,204.693222,,,,553.748535,723.145325,113.197891,,,,,,,,,,486.469940,656.256653,131.914215,,,,,,,,,,,,,,,,,,,438.229950,726.452087,124.267120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,786.447083,798.567749,204.383438,,,,552.481323,723.332703,112.880981,,,,,,,,,,485.778809,656.074524,131.405060,,,,,,,,,,,,,,,,,,,,,,,,,835.762817,777.636230,284.530640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,785.658386,798.502380,204.406281,,,,551.371643,723.426086,111.824760,,,,,,,,,,485.047516,655.952087,130.921631,,,,,,,,,,,,,,,,,,,,,,,,,833.922546,777.875854,284.168579,437.127258,726.100220,122.866508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,551.212952,723.420410,111.083397,,,,,,,,,,484.444061,655.956787,130.581909,,,,,,,,,,,,,,,,,,,,,,,,,832.637878,778.004272,284.196472,435.890442,725.968323,122.886986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,551.245300,723.166870,110.304848,,,,,,,,,,483.624878,655.635681,130.224457,,,,,,,,,,,,,,,,,,,,,,,,,831.807190,777.997131,284.188080,435.339630,725.724792,122.695992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,550.647522,722.749695,109.896820,,,,,,,,,,482.922424,655.364014,129.915787,,,,,,,,,,,,,,,,,,,,,,,,,831.118896,778.058838,283.841919,434.623108,725.495117,122.257408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,549.971619,722.515198,109.197701,,,,,,,,,,482.374542,655.145447,129.456848,,,,,,,,,,,,,,,,,,,,,,,,,830.918701,777.851074,283.204987,434.124023,725.241394,121.933075,782.892700,798.801880,203.110657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,549.375732,722.325439,108.946541,,,,,,,,,,482.013641,654.876770,128.707230,,,,,,,,,,,,,,,,,,,,,,,,,830.111877,777.938721,282.890778,433.692596,724.969727,121.386063,781.753296,799.239014,202.985977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,548.659729,722.053711,108.744522,,,,,,,,,,481.887085,654.700867,128.137863,,,,,,,,,,,,,,,,,,,,,,,,,829.046326,778.252869,282.789185,433.030182,724.559875,120.656296,780.949829,799.489136,202.472870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,548.110657,722.024719,108.379669,,,,,,,,,,481.844666,654.424072,127.534706,,,,,,,,,,,,,,,,,,,,,,,,,827.863831,778.452820,282.347656,432.232941,724.050171,120.330246,780.797852,799.284912,201.714386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,547.388123,722.156860,107.298698,,,,,,,,,,481.703003,654.208679,127.001328,,,,,,,,,,,,,,,,,,,,,,,,,826.241638,779.152954,282.567657,431.457153,723.691101,120.044136,780.063232,799.396606,201.194916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,546.638306,722.235474,106.351875,,,,,,,,,,480.938843,653.749146,126.274498,,,,,,,,,,,,,,,,,,,,,,,,,825.141479,779.292847,282.530823,,,,779.223206,799.439331,201.132278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,546.316650,722.155701,105.992500,,,,,,,,,,480.297974,653.399536,125.510498,,,,,,,,,,,,,,,,,,,,,,,,,825.209656,778.915405,282.325500,,,,778.636841,799.606262,201.044006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,546.122437,722.049500,105.979759,,,,,,,,,,480.052216,652.970093,124.764946,,,,,,,,,,,,,,,,,,,,,,,,,825.162537,778.671265,281.903107,,,,778.002869,799.761658,200.599762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,545.635132,721.983826,105.959816,,,,,,,,,,479.682739,652.619995,124.374420,,,,,,,,,,,,,,,,,,,,,,,,,824.048401,779.027527,281.496887,,,,777.456055,799.834595,200.089584,429.969971,722.298523,117.519180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,545.031433,721.820313,105.573982,,,,,,,,,,479.146973,652.360291,123.889946,,,,,,,,,,,,,,,,,,,,,,,,,822.725220,779.032227,280.525024,,,,776.751221,800.397766,199.273712,429.533051,721.752991,117.236534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,544.238953,721.685608,105.170433,,,,,,,,,,478.656677,651.944885,123.652138,,,,,,,,,,,,,,,,,,,,,,,,,821.759460,779.044617,280.216492,,,,776.283081,800.835144,198.564987,429.157776,721.272217,117.170830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,543.820190,721.329224,104.675827,,,,,,,,,,478.087433,651.449219,123.194214,,,,,,,,,,,,,,,,,,,,,,,,,821.329834,779.146423,280.072937,,,,775.418823,801.064209,198.853012,428.527771,720.695190,117.245537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,543.359863,721.126831,104.021034,,,,,,,,,,477.895111,651.240906,122.367783,,,,,,,,,,,,,,,,,,,,,,,,,820.995239,779.209473,279.634644,,,,774.717773,800.834900,198.949081,427.700958,720.241394,117.193031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,542.869019,720.843811,103.381943,,,,,,,,,,477.847076,650.918762,121.479301,,,,,,,,,,,,,,,,,,,,,,,,,819.933411,779.640930,280.154053,,,,773.880371,800.786865,198.692230,427.112152,719.917969,117.036530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,542.648376,720.570740,102.825493,,,,,,,,,,477.683044,650.668213,120.920937,,,,,,,,,,,,,,,,,,,,,,,,,819.007263,779.945862,280.129303,,,,773.081421,800.947083,198.335358,426.653168,719.565674,116.734810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,542.161133,720.445679,101.892319,,,,,,,,,,477.335236,650.236572,120.412216,,,,,,,,,,,,,,,,,,,,,,,,,818.297119,780.165466,279.747284,,,,772.615845,801.145020,198.106888,426.376007,719.112427,116.381165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,541.966675,720.318237,101.267586,,,,,,,,,,476.984406,649.737122,119.934212,,,,,,,,,,,,,,,,,,,,,,,,,817.911682,779.923706,279.273773,,,,771.727844,801.127930,198.370667,426.043182,718.653137,116.117851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,541.496155,720.290283,101.118668,,,,,,,,,,476.649261,649.331360,119.332611,,,,,,,,,,,,,,,,,,,,,,,,,817.152710,779.744507,278.748199,,,,771.396851,801.476135,197.851563,425.773499,718.155518,115.904961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,540.946533,720.315552,101.290352,,,,,,,,,,476.418121,649.006897,118.162285,,,,,,,,,,,,,,,,,,,,,,,,,816.198547,779.844971,278.481750,,,,770.880737,801.560730,197.164551,425.402313,717.674011,115.573029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,540.363647,720.351196,101.428574,,,,,,,,,,476.268463,648.996826,117.582344,,,,,,,,,,,,,,,,,,,,,,,,,815.838867,779.608643,277.819702,,,,770.125000,801.700134,196.809433,424.761902,717.250916,115.148285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,539.811096,720.338440,100.885429,,,,,,,,,,476.164276,648.839478,117.110672,,,,,,,,,,,,,,,,,,,,,,,,,815.914612,779.468079,277.239105,,,,769.450684,801.815247,196.292984,423.957794,716.974548,114.945282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,539.067505,720.224609,100.128372,,,,,,,,,,476.018433,648.636780,116.683388,,,,,,,,,,,,,,,,,,,,,,,,,815.927307,779.574890,276.630066,,,,769.068054,801.346313,196.470245,423.119385,716.773071,114.577827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,538.343140,720.106201,99.657234,,,,,,,,,,475.754456,648.407166,116.266853,,,,,,,,,,,,,,,,,,,,,,,,,815.496948,779.694885,275.809601,,,,768.650879,801.415222,196.161926,422.928711,716.478882,113.843185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,537.892395,719.937927,99.198250,,,,,,,,,,475.166870,647.994080,115.465538,,,,,,,,,,,,,,,,,,,,,,,,,814.662354,780.020203,275.648315,,,,767.979065,801.580139,195.771591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,537.526245,719.977783,98.559479,,,,,,,,,,474.701233,647.489136,114.493462,,,,,,,,,,,,,,,,,,,,,,,,,813.306152,780.276123,276.003479,,,,767.280945,801.642822,195.326355,,,,422.713257,715.518921,112.139114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,536.970947,720.000122,98.182259,,,,,,,,,,474.242493,647.031738,113.911110,,,,,,,,,,,,,,,,,,,,,,,,,812.100891,780.572144,276.027069,,,,766.419617,801.920288,194.977982,,,,422.173676,715.086548,111.595657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,536.540283,719.975342,97.410492,,,,,,,,,,473.733551,646.796997,113.730988,,,,,,,,,,,,,,,,,,,,,,,,,811.333496,780.773987,275.885132,,,,765.790527,802.144592,194.763123,,,,421.524689,714.852905,111.235085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,536.144470,719.571899,96.544647,,,,,,,,,,473.624390,646.702209,113.357101,,,,,,,,,,,,,,,,,,,,,,,,,810.907410,780.844177,275.789642,,,,765.366272,802.471252,194.782471,,,,421.178589,714.557190,110.740044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,535.970215,719.218872,96.002579,,,,,,,,,,473.284332,646.529236,112.654755,,,,,,,,,,,,,,,,,,,,,,,,,810.959900,780.564575,275.560486,,,,764.908508,802.594238,194.774796,,,,420.753632,714.276306,110.286339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,535.854675,719.088745,95.602509,,,,,,,,,,472.727264,646.299316,111.945999,,,,,,,,,,,,,,,,,,,,,,,,,810.634827,780.542480,275.184509,,,,764.492432,802.375549,194.502808,,,,420.103302,713.959290,109.995003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,535.583740,718.999390,95.455261,,,,,,,,,,472.518890,645.967102,110.933052,,,,,,,,,,,,,,,,,,,,,,,,,810.189392,780.729919,274.954193,,,,763.759583,802.497437,193.846634,,,,419.339264,713.746887,109.272125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,534.808289,718.983215,94.931129,,,,,,,,,,472.381073,645.794739,110.374802,,,,,,,,,,,,,,,,,,,,,,,,,809.676147,780.952637,274.608307,,,,762.898132,802.552307,193.514404,,,,418.991211,713.530457,108.061295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,534.127441,719.028259,94.577881,,,,,,,,,,472.225861,645.570801,109.830498,,,,,,,,,,,,,,,,,,,,,,,,,808.959351,781.203918,274.058319,,,,762.382996,802.583374,193.393173,,,,418.886505,713.069031,107.235519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,533.529907,718.907776,94.553284,,,,,,,,,,472.222870,645.497864,109.067429,,,,,,,,,,,,,,,,,,,,,,,,,807.914734,781.674805,273.748627,,,,761.914124,802.706299,193.157791,,,,418.606445,712.674133,106.747971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,533.335571,718.553345,93.691902,,,,,,,,,,472.069580,645.523499,108.038086,,,,,,,,,,,,,,,,,,,,,,,,,807.181396,781.838440,273.561737,,,,761.386414,802.809021,192.961365,,,,418.209656,712.153259,106.304001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,533.359192,718.385620,92.636421,,,,,,,,,,471.576752,645.174561,106.745125,,,,,,,,,,,,,,,,,,,,,,,,,806.783203,781.825256,273.424316,,,,760.690002,802.848755,192.656448,,,,417.532288,711.764832,105.599258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,532.947632,718.247986,91.732826,,,,,,,,,,471.298737,644.757690,106.074814,,,,,,,,,,,,,,,,,,,,,,,,,806.504211,781.656555,273.216095,,,,759.959290,802.796875,192.279587,,,,417.117981,711.379333,104.789017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,532.213562,718.333801,91.080032,,,,,,,,,,471.142303,644.277954,105.489799,,,,,,,,,,,,,,,,,,,,,,,,,805.721436,781.703491,273.088287,,,,759.392273,802.713318,191.956070,,,,416.911255,711.044800,104.022659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,531.822937,718.330322,90.393394,,,,,,,,,,470.968353,643.768311,104.708481,,,,,,,,,,,,,,,,,,,,,,,,,804.963501,781.708252,272.971252,,,,759.256042,802.358826,191.642395,,,,416.614166,710.772400,103.398148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,531.545471,718.341003,90.003807,,,,,,,,,,471.024963,643.412476,104.457291,,,,,,,,,,,,,,,,,,,,,,,,,804.467041,781.753479,272.964630,,,,758.933899,801.924438,191.453140,,,,416.267914,710.938538,102.991814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,531.376953,718.628418,89.678337,,,,,,,,,,471.057831,643.483521,104.687325,,,,,,,,,,,,,,,,,,,,,,,,,803.939697,781.766663,272.767090,,,,758.462219,801.493164,191.309814,,,,415.745972,711.157776,103.156509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,530.976563,718.988220,89.285461,,,,,,,,,,470.733002,644.117126,104.682365,,,,,,,,,,,,,,,,,,,,,,,,,803.203796,781.894409,272.274414,,,,,,,,,,415.152649,711.285767,103.405174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,530.705566,719.034119,88.623322,,,,,,,,,,470.176361,644.632141,104.613777,,,,,,,,,,,,,,,,,,,,,,,,,802.220398,782.027100,271.987366,,,,,,,,,,414.652527,711.273438,103.356071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,530.557007,719.034241,88.338547,,,,,,,,,,469.881287,644.639954,104.130028,,,,,,,,,,,,,,,,,,,,,,,,,801.601318,782.087280,271.386017,,,,,,,,,,414.435638,711.222656,103.026764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,530.203918,719.070251,88.360367,,,,,,,,,,469.844482,644.409180,103.890999,,,,,,,,,,,,,,,,,,,,,,,,,801.288086,781.556580,270.935486,,,,,,,,,,414.649200,711.328674,102.560272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,529.707336,719.167969,88.545677,,,,,,,,,,469.652222,644.476440,104.193184,,,,,,,,,,,,,,,,,,,,,,,,,800.846802,781.285400,270.481110,,,,,,,,,,414.640167,711.368408,102.409126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,529.716797,719.268250,88.081329,,,,,,,,,,469.385406,644.616638,104.562996,,,,,,,,,,,,,,,,,,,,,,,,,800.425415,780.913269,270.249451,,,,,,,,,,414.383118,711.290833,102.420547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,529.498779,719.162048,87.832047,,,,,,,,,,469.231598,644.602600,104.606972,,,,,,,,,,,,,,,,,,,,,,,,,800.077148,780.756104,269.785950,,,,,,,,,,414.176788,711.291016,102.584610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,529.322327,718.993469,87.903297,,,,,,,,,,469.125000,644.549866,104.440292,,,,,,,,,,,,,,,,,,,,,,,,,799.788147,780.429504,269.147766,,,,,,,,,,413.972382,711.213745,102.598854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,,,529.079285,718.888672,87.812325,,,,,,,,,,469.078491,644.528137,104.341949,,,,,,,,,,,,,,,,,,,,,,,,,799.433350,780.106812,268.822296,,,,,,,,,,413.864410,711.199219,102.578804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,528.862122,719.033020,87.423424,,,,,,,,,,469.041595,644.426758,104.053429,,,,,,,,,,,,,,,,,,,,,,,,,798.991333,779.987793,268.787170,,,,,,,,,,413.769470,711.227661,102.495216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,528.942749,719.131836,86.831161,,,,,,,,,,468.984863,644.414917,103.909615,,,,,,,,,,,,,,,,,,,,,,,,,798.568359,779.798950,269.029785,,,,,,,,,,413.658325,711.230347,102.442924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,,,,,,528.576416,718.915833,87.202774,,,,,,,,,,469.037994,644.463623,103.841286,,,,,,,,,,,,,,,,,,,,,,,,,798.100098,779.771484,269.262787,,,,,,,,,,413.585876,711.235840,102.411087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,,,,,,,,,,,,,,,528.272644,718.885681,87.438255,,,,,,,,,,469.108276,644.300903,103.679802,,,,,,,,,,,,,,,,,,,,,,,,,797.752441,779.711548,269.408173,,,,,,,,,,413.538513,711.253845,102.328003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,528.134705,718.960876,87.073158,,,,,,,,,,469.246246,644.217529,103.564156,,,,,,,,,,,,,,,,,,,,,,,,,797.302612,779.794312,269.437805,,,,,,,,,,413.547241,711.256653,102.303139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,528.110291,719.082092,86.713409,,,,,,,,,,469.424377,644.240234,103.490257,,,,,,,,,,,,,,,,,,,,,,,,,797.069397,779.835693,269.546814,,,,,,,,,,413.488220,711.251587,102.200882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,,,,,,,,,,,528.053345,719.283081,86.264267,,,,,,,,,,469.621338,644.357666,103.394592,,,,,,,,,,,,,,,,,,,,,,,,,796.881958,779.997742,269.563721,,,,,,,,,,413.519562,711.242676,102.149368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,527.994995,719.420654,86.054245,,,,,,,,,,469.822144,644.389893,103.339088,,,,,,,,,,,,,,,,,,,,,,,,,796.616089,780.083069,269.494202,,,,,,,,,,413.503784,711.249451,102.164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,,,,,,,,,527.978943,719.516846,85.901535,,,,,,,,,,470.182343,644.533508,103.416565,,,,,,,,,,,,,,,,,,,,,,,,,796.388550,780.112610,269.452911,,,,,,,,,,413.575989,711.348633,102.089264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,,,528.057678,719.686584,85.579071,,,,,,,,,,470.376068,644.639099,103.334511,,,,,,,,,,,,,,,,,,,,,,,,,795.959839,780.325012,269.706543,,,,,,,,,,413.625336,711.355652,101.999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,,,,,,,,,,,,,,,527.842712,719.731567,85.690605,,,,,,,,,,470.234650,644.649841,103.329994,,,,,,,,,,,,,,,,,,,,,,,,,795.672729,780.510193,269.945496,,,,,,,,,,413.638214,711.348572,101.975197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,,,,,,,527.916443,719.836975,85.522346,,,,,,,,,,470.369812,644.706665,103.275032,,,,,,,,,,,,,,,,,,,,,,,,,795.401917,780.573608,270.060364,,,,,,,,,,413.631378,711.346741,101.985947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,,,,,,,527.884521,719.948181,85.352272,,,,,,,,,,470.393707,644.623291,102.952911,,,,,,,,,,,,,,,,,,,,,,,,,795.246399,780.684753,270.172302,,,,,,,,,,413.565002,711.354187,101.956627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,527.797668,720.071289,85.353386,,,,,,,,,,470.587494,644.868469,102.456612,,,,,,,,,,,,,,,,,,,,,,,,,795.109924,780.765198,270.342377,,,,,,,,,,413.568481,711.346497,101.912018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,527.754883,720.096924,85.281731,,,,,,,,,,470.578400,644.800232,102.555168,,,,,,,,,,,,,,,,,,,,,,,,,794.923035,780.802795,270.511963,,,,,,,,,,413.583405,711.344604,101.893013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,527.822632,720.117920,85.307419,,,,,,,,,,470.690094,644.926086,102.307846,,,,,,,,,,,,,,,,,,,,,,,,,794.859741,780.888367,270.681946,,,,,,,,,,413.591583,711.345337,101.793343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,527.807373,720.205322,85.173065,,,,,,,,,,470.645020,644.779541,102.562477,,,,,,,,,,,,,,,,,,,,,,,,,794.893616,780.954224,270.760223,,,,,,,,,,413.558136,711.362244,101.769157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
