Weight60
Date:,2025/04/23
Time:,12:59:40
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
73,727.170593,679.822144,189.163284,,,,,,,1059.260376,833.686462,218.807693,1074.129395,810.869080,304.614624,836.931824,709.698792,167.307755,793.353577,627.886353,195.700378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,724.416077,680.047058,191.663757,,,,,,,1056.745850,834.034241,219.363358,1071.679077,811.074219,305.126343,834.632751,709.788208,168.466583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,721.317810,680.108521,193.829208,,,,,,,1054.127686,834.237427,219.852066,1069.836548,811.140076,305.623230,831.123352,710.500610,169.509201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,718.356628,680.437622,196.047394,,,,,,,1051.145142,834.545654,220.404739,1067.179688,811.339478,305.718964,828.265625,711.062988,172.024475,,,,785.080933,629.714539,200.841187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715.191223,680.707397,198.132965,,,,,,,1048.113403,834.681519,220.641724,1064.629639,811.498779,306.144989,825.807739,710.916016,173.163742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,711.755676,680.838989,199.760590,,,,,,,1045.258057,834.883240,221.257019,1062.447510,811.551147,306.740265,821.871277,711.444153,174.514099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,708.228882,681.168396,201.643631,,,,,,,1041.785522,835.033936,221.933456,1059.249023,811.732544,307.207977,817.573120,711.929932,176.358246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,704.543945,681.485962,203.376770,,,,,,,1038.505005,835.210449,222.669250,1056.878418,811.596924,307.354980,813.927734,712.468262,178.708237,,,,,,,771.461914,629.990723,208.037598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,700.505432,681.942383,205.015350,,,,,,,1035.161987,835.281677,222.931656,1053.720947,811.720398,307.880493,810.232361,713.069580,179.852356,,,,,,,767.851624,631.154053,208.241776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,696.705139,682.546387,206.152695,,,,,,,1031.538208,835.324158,223.572571,1050.467896,811.786804,308.338562,806.032898,713.342712,180.655914,,,,,,,764.539246,631.830688,209.850128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,693.010742,682.877014,207.025986,,,,,,,1027.926147,835.493713,224.088806,1047.798462,811.634277,308.740448,802.437988,713.041260,181.209579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,689.165588,683.363342,208.358597,,,,,,,1024.186646,835.535461,224.731186,1044.408447,811.475647,309.056366,798.636719,713.768860,181.395187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,684.903625,683.906860,209.407974,,,,,,,1020.021729,835.493042,225.272919,1041.406982,811.262390,309.923676,794.637207,714.169128,181.899261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,680.572876,684.513123,210.028107,,,,,,,1016.246033,835.429321,225.891891,1037.974121,811.197266,310.076477,790.282410,714.277832,182.869629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,676.288208,685.101257,210.726120,,,,,,,1012.494080,835.337036,226.236481,1034.960693,810.895752,310.516907,785.924622,714.547913,184.062653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,672.133423,685.760376,211.363220,,,,,,,1008.644470,835.366516,226.661285,1031.177856,810.774048,311.011871,781.942627,714.689331,184.585403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,667.720398,686.433899,211.855103,,,,,,,1004.589539,835.346802,227.238235,1028.044556,810.686890,311.730194,777.952759,714.975891,184.701019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,663.190125,687.070740,212.130753,,,,,,,1000.310364,835.289978,227.630737,1024.669922,810.412292,311.480347,773.093628,715.221497,184.637329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,658.668945,687.860596,211.777863,,,,,,,996.278564,835.168518,228.487976,1021.267517,810.107910,312.231628,768.655151,715.523560,184.594040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,654.179077,688.551575,211.464615,,,,,,,992.145508,834.931519,229.066803,1017.622559,809.895691,312.714813,764.349670,715.575684,184.536118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,649.548706,689.265198,211.519470,,,,,,,987.956482,834.735474,229.204651,1014.333130,809.434875,312.947388,760.015137,715.989014,185.244598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,644.911865,690.080811,211.361099,,,,,,,984.133423,834.241150,229.673004,1010.916565,808.986694,312.910187,754.999146,716.688904,185.902847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,640.305603,690.911560,211.159592,,,,,,,979.804321,833.941895,230.075897,1007.382080,808.821716,313.214325,750.441589,716.888733,185.054230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,635.506897,691.758850,210.946167,,,,,,,975.249878,833.649109,230.210526,1004.017090,808.573669,313.568024,746.703247,717.204285,184.765884,,,,,,,,,,699.892578,638.572144,213.844833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,630.904602,692.670471,209.929199,,,,,,,971.128174,833.409912,230.700272,1000.613892,808.303894,313.271149,742.676270,717.315002,184.757156,,,,,,,,,,695.145325,639.109314,213.672302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,626.255066,693.593933,209.388809,,,,,,,966.947937,833.018677,231.124664,997.231140,808.138672,313.959015,738.499878,717.291321,184.403275,,,,,,,,,,690.113403,639.450684,213.612976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,621.475281,694.659485,208.405045,,,,,,,962.905701,832.613708,231.122986,993.726440,808.007690,313.839539,733.350342,717.835999,183.498535,,,,,,,,,,684.885437,639.509766,213.442230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,616.699707,695.578247,208.186111,,,,,,,958.858582,832.098267,231.030014,990.590149,807.419922,313.903473,728.347900,718.039368,183.354813,,,,,,,,,,679.944519,639.290466,212.967682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,612.297607,696.422607,207.847672,,,,,,,954.907837,831.592102,231.386902,986.720642,807.048462,314.220428,724.192505,718.244446,182.778915,,,,,,,,,,675.366333,638.993408,213.535126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,608.204407,697.225769,206.295273,,,,,,,950.509827,831.293640,231.467056,984.591675,806.325378,313.175934,720.553467,718.108398,181.943939,,,,,,,,,,670.901733,639.637817,212.684570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,603.515015,698.313293,205.583130,,,,,,,946.049072,830.913513,231.593552,980.748962,806.219299,313.951660,715.691284,718.435242,181.082031,,,,,,,,,,666.127869,640.440979,211.553436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,598.910156,699.228577,204.891418,,,,,,,942.310486,830.216919,231.517151,976.592834,806.117920,313.952698,711.302795,719.064453,180.227325,,,,,,,,,,661.131470,640.544861,210.806168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,594.743958,699.983093,203.351517,,,,,,,938.536011,829.614075,231.441620,973.365723,805.594238,314.202362,707.379333,719.086792,179.775101,,,,,,,,,,656.316895,640.781616,210.122940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,590.239319,701.001587,202.835236,,,,,,,934.523132,829.146606,231.192581,970.124756,805.208862,313.964691,703.241882,718.985168,179.491379,,,,,,,,,,651.978882,641.466003,209.870407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,586.003723,701.672180,202.369965,,,,,,,930.192993,828.989136,230.872772,966.789307,804.397583,313.613403,698.783386,719.451416,178.576309,,,,,,,,,,647.517151,642.134766,208.872879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,581.598694,702.331360,200.821625,,,,,,,926.680603,828.201477,231.005463,963.636963,803.872131,314.006165,694.807190,720.015442,178.076431,,,,,,,,,,642.770996,641.992065,207.794128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,576.898132,703.106934,200.253113,,,,,,,922.923035,827.384460,231.110291,960.552917,803.443542,313.355499,691.034241,720.071289,176.941528,,,,,,,,,,638.126282,642.574341,207.119965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,572.601990,703.810242,199.062164,,,,,,,918.710999,826.870667,230.590683,957.004211,802.705017,313.258820,686.896057,720.160583,175.718613,,,,,,,,,,633.456909,643.442688,206.016861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,568.965576,704.446045,197.590286,,,,,,,915.336060,826.316040,230.155090,,,,682.087585,720.400940,175.360352,,,,,,,,,,629.272522,643.913574,204.738708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,565.170410,705.302307,196.125122,,,,,,,911.569336,825.935852,230.102295,,,,678.254761,720.916687,174.436020,,,,,,,,,,624.914368,644.519470,204.535828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,561.217651,705.962402,195.154236,,,,,,,908.217651,824.904968,229.949020,,,,675.106628,720.581421,173.190247,,,,,,,,,,621.122559,645.317871,203.611725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,557.026978,706.610352,193.787048,,,,,,,904.123413,824.276123,229.674591,,,,670.854492,720.891174,172.406006,,,,,,,,,,616.613098,644.980042,202.328781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,553.187744,707.269348,192.623398,,,,,,,900.750977,823.570557,229.732895,,,,666.439331,721.135498,171.470810,,,,,,,,,,612.057373,645.169556,201.489532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,549.155090,708.035767,191.320084,,,,,,,897.498230,823.005676,229.353683,,,,662.980652,720.846680,170.476685,,,,,,,,,,607.945557,645.885193,200.569504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,545.193054,708.448669,190.010101,,,,,,,893.841370,822.253845,228.873459,,,,659.297729,721.247498,168.959961,,,,,,,,,,603.609192,646.437622,198.870422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,541.582458,709.115112,188.272659,,,,,,,890.587769,821.374756,228.603104,,,,656.078674,721.175720,167.961777,,,,,,,,,,599.635742,646.831909,197.593948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,538.246765,709.673340,186.672638,,,,,,,886.866577,820.738159,228.632477,,,,652.284607,721.042969,167.334457,,,,,,,,,,595.740356,646.735107,195.768768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,534.498413,710.202454,185.631409,,,,,,,883.767029,819.910156,228.256561,,,,648.794128,721.312500,165.614792,,,,,,,,,,591.666199,647.225464,194.963516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,530.791321,710.795166,184.314026,,,,,,,880.280701,819.226501,228.022522,,,,645.648560,720.768921,164.136337,,,,,,,,,,587.761719,647.374817,193.733124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,527.409241,711.561279,182.798782,,,,,,,877.113586,818.251587,228.185471,,,,641.556946,721.236877,163.104782,,,,,,,,,,584.190979,647.728882,192.071823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,523.393005,712.294434,181.082565,,,,,,,873.480103,817.815857,227.675568,,,,638.455933,721.402466,162.238190,,,,,,,,,,580.318176,648.069153,190.368759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,520.199097,712.990295,179.701736,,,,,,,870.374329,816.807922,227.283554,,,,635.088806,721.563538,160.892426,,,,,,,,,,576.393433,648.765625,188.754730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,517.050964,713.726685,177.798508,,,,,,,867.308716,816.018127,226.858459,,,,632.208130,721.237671,159.290222,,,,,,,,,,572.481995,649.162537,187.456360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,513.801697,714.208435,176.270905,,,,,,,863.890015,815.299255,226.484650,,,,628.861755,721.368835,158.135925,,,,,,,,,,568.362671,649.184143,186.235886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,510.731293,714.788635,174.108826,,,,,,,861.539429,814.195496,226.106140,,,,625.532288,721.547302,156.506958,,,,,,,,,,565.373901,649.436523,184.149124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,507.261566,715.326416,173.062408,,,,,,,857.786682,813.352051,226.402573,,,,622.695190,721.471558,156.078415,,,,,,,,,,561.872375,649.687927,182.522415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,504.515228,716.069092,171.455414,,,,,,,855.059204,812.363892,225.890366,,,,619.467041,721.654175,154.589813,,,,,,,,,,558.560242,650.272461,180.964676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,501.065369,716.475952,169.985962,,,,,,,852.460693,812.286987,225.261703,,,,616.695007,721.306641,153.256393,,,,,,,,,,554.906616,650.567627,179.627502,898.168457,789.378845,306.507385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,498.533417,717.163452,168.115677,,,,,,,849.446472,811.313782,224.724167,,,,613.775696,721.647034,151.975403,,,,,,,,,,551.980103,650.900940,178.249344,896.446838,789.504578,305.114136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,495.560181,717.647522,167.002045,,,,,,,846.925232,810.326782,224.395264,,,,610.723755,721.756836,150.331009,,,,,,,,,,548.812317,650.962280,176.182434,893.968689,788.759399,304.355682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,844.183716,809.759094,223.880936,,,,608.548035,721.835022,148.987045,,,,,,,,,,545.938110,651.494690,174.235428,891.363098,787.851868,304.465912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,841.561707,808.663696,223.635727,,,,605.510681,721.948853,147.814514,,,,,,,,,,543.112305,651.619690,172.531448,888.699646,787.242188,303.691223,489.950226,718.667786,164.012039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,839.149658,808.222473,223.432419,,,,603.670593,721.612915,146.476089,,,,,,,,,,540.063965,652.095093,171.341354,886.423218,787.122986,303.217987,488.131134,719.313354,161.616745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,836.326111,807.462524,222.751816,,,,600.316040,722.012390,145.366364,,,,,,,,,,537.055725,652.112549,169.475830,883.857849,786.677734,302.393494,485.503082,719.657715,160.673065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,834.557739,806.592224,221.979584,,,,598.754089,721.761902,143.042465,,,,,,,,,,534.631958,652.388367,167.554031,882.066467,786.013733,302.065155,483.043610,720.173218,158.774521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,831.690430,806.278442,221.297073,,,,596.246765,721.822510,142.049133,,,,,,,,,,532.009705,652.700928,165.443924,879.444336,785.305542,301.393250,480.474426,720.529602,157.655899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,829.655334,805.807251,221.031464,,,,593.824036,722.275940,141.278748,,,,,,,,,,529.598511,652.880493,164.258301,877.708618,784.627991,301.086884,478.111145,721.029358,155.957489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,827.366760,804.871399,220.669540,,,,591.585083,722.159851,140.030151,,,,,,,,,,526.931458,653.096252,163.006210,874.941284,784.506958,300.374115,476.115417,721.456116,154.732224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,825.343872,804.517151,219.997696,,,,589.085571,722.572205,139.076782,,,,,,,,,,524.952271,653.192322,161.111542,872.926697,784.068665,299.912231,473.807129,721.825684,153.151031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,823.050476,804.127869,219.370377,,,,587.083618,722.688171,137.161118,,,,,,,,,,522.578857,653.430603,159.437286,871.198547,783.665894,299.113708,471.923553,722.101440,151.843857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,821.608582,803.600342,218.711472,,,,585.812988,722.191711,135.829391,,,,,,,,,,520.287781,653.609131,157.653992,869.336792,783.567444,298.927917,469.696014,722.345276,150.523392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,819.345520,803.018066,218.320938,,,,583.497681,722.572327,134.823624,,,,,,,,,,517.967651,654.157410,156.417816,866.814087,783.017883,298.495514,467.746368,722.697754,148.965454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,817.576904,802.898804,217.701950,,,,581.837585,722.878540,133.304504,,,,,,,,,,516.102478,654.247253,155.447083,865.801575,782.078125,298.191132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,815.858215,802.448242,217.238419,,,,580.268494,722.464539,132.322876,,,,,,,,,,514.145508,654.266968,153.602005,864.038818,781.851929,297.439453,,,,464.539734,723.486450,145.480072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,813.620239,801.904724,217.653870,,,,577.919861,722.655273,131.830536,,,,,,,,,,512.188843,654.693176,151.886490,861.745300,782.048767,296.668030,,,,462.260681,723.572083,145.028976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,811.966309,801.651123,216.892014,,,,576.364563,723.349243,130.362946,,,,,,,,,,510.559387,654.502136,150.405533,860.096436,781.739441,296.380646,,,,460.836487,723.948914,143.603088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,810.382935,801.516296,215.553650,,,,575.422791,722.836853,128.796753,,,,,,,,,,508.466644,654.876160,149.749542,858.818420,781.222168,295.671356,,,,459.504395,724.363342,141.558533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,808.981995,800.836975,214.971954,,,,573.593750,722.987061,128.041687,,,,,,,,,,506.590088,655.286438,148.774429,857.411865,780.976929,295.457001,,,,457.957123,724.637573,140.950500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,807.694763,800.474365,214.356842,,,,571.640015,723.689453,126.721626,,,,,,,,,,505.645142,655.360107,147.065292,855.579956,781.078064,294.654388,,,,456.114746,724.889709,139.648193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,806.087463,800.168396,214.552780,,,,571.036438,723.727966,125.777374,,,,,,,,,,503.929047,655.819336,145.673462,854.235657,780.906921,294.141754,,,,454.962738,725.199951,138.206100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,803.840088,800.522339,213.823685,,,,569.387512,723.558655,124.845406,,,,,,,,,,502.400391,655.743530,144.928482,853.273376,780.000488,293.519073,,,,453.687958,725.572388,137.198593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,802.798035,800.353210,213.435287,,,,567.836121,723.312744,124.270462,,,,,,,,,,500.880890,655.913940,143.910889,851.966675,779.340942,292.485229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,802.011047,799.968018,212.617508,,,,566.700195,723.630554,122.934479,,,,,,,,,,499.712952,656.032837,142.815536,850.315369,779.199219,292.069183,,,,,,,450.903778,725.985291,134.739655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,800.543701,799.824158,211.918884,,,,565.824097,723.736877,122.046730,,,,,,,,,,498.442200,656.504333,141.923935,849.011597,778.983887,291.551514,,,,,,,449.857025,726.121643,134.319229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
