Weight60
Date:,2025/04/24
Time:,15:55:08
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
100,848.235657,700.023743,150.122360,778.398804,625.875671,168.162933,1045.170776,760.653564,363.110962,,,,,,,,,,,,,,,,,,,725.927612,697.558228,171.347870,,,,,,,1018.134277,793.154236,206.828232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,845.353882,700.232483,151.425232,775.339966,626.074646,170.135086,1043.313965,760.802734,363.503326,,,,,,,,,,,,,,,,,,,723.082581,697.804626,173.572525,,,,,,,1015.312927,793.195984,207.562103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,842.268311,700.576294,152.991882,772.114380,626.526733,171.564209,1041.325195,760.851440,363.642120,,,,,,,,,,,,,,,,,,,719.848511,698.226807,175.684570,,,,,,,1013.131592,793.258484,207.583466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,839.063904,701.121948,153.724243,769.377319,626.650208,172.762375,1039.042114,761.050598,363.489777,,,,,,,,,,,,,,,,,,,716.707336,698.642151,177.536667,,,,,,,1009.937317,793.996277,207.665268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,835.821594,701.101501,155.120148,765.978394,627.263306,174.674973,1037.189209,761.020142,363.749756,,,,,,,,,,,,,,,,,,,713.715210,699.155701,178.714371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,832.028137,701.929688,156.530090,762.501831,627.729858,176.015076,1035.462646,761.097839,364.075500,,,,,,,,,,,,,,,,,,,710.175964,699.520325,180.354980,,,,,,,,,,1003.328857,794.457031,209.222168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,829.291077,702.214355,158.195557,759.376282,628.471558,177.778778,1033.178345,761.031311,364.264008,,,,,,,,,,,,,,,,,,,707.004395,700.093018,182.224365,,,,,,,,,,1001.119385,794.905457,209.190491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,825.066895,702.639282,158.889816,755.908691,628.677795,179.375702,1031.325317,760.988647,364.140137,,,,,,,,,,,,,,,,,,,703.727783,700.687317,183.400345,,,,,,,,,,998.111633,795.040894,209.276611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,821.872986,702.963928,159.631607,752.632385,629.575012,181.035751,1029.355957,761.194946,364.647278,,,,,,,,,,,,,,,,,,,700.035339,701.169556,184.503784,,,,,,,,,,994.115906,795.809570,210.170166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,818.585876,703.154785,160.371307,749.368530,630.270630,182.716461,1027.208618,761.152893,364.376953,,,,,,,,,,,,,,,,,,,696.595032,701.702698,185.925339,,,,,,,,,,990.583252,795.859436,210.878098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,814.718079,704.003052,162.161774,745.474548,630.509094,183.313705,1024.706421,761.371277,364.403259,,,,,,,,,,,,,,,,,,,693.145386,702.328247,187.322342,,,,,,,,,,987.033813,796.026550,211.002853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,810.799133,704.540222,163.195068,741.516052,630.944580,185.519379,1022.980469,761.465210,365.047455,,,,,,,,,,,,,,,,,,,689.327942,702.998535,188.997452,,,,,,,,,,983.546875,796.589233,211.128799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,806.817749,705.037048,163.520096,737.823181,631.714233,187.006454,1020.788757,761.302612,364.679230,,,,,,,,,,,,,,,,,,,685.432434,703.755371,190.262039,,,,,,,,,,980.822815,796.499390,211.573135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,803.037903,705.562378,164.621140,733.988403,632.251587,187.815018,1018.534607,761.447327,365.211090,,,,,,,,,,,,,,,,,,,681.911133,704.314148,191.695007,,,,,,,,,,977.023254,796.623169,211.743851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,798.836548,705.790222,165.135101,730.223816,633.254700,189.082657,1017.223389,761.330994,365.573853,,,,,,,,,,,,,,,,,,,678.179504,704.874939,192.241119,,,,,,,,,,973.398865,796.914612,211.836563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,795.439209,706.239258,165.947571,726.117676,633.639282,189.919708,1014.526917,761.407715,365.460327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.390869,796.722046,212.063812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,791.635559,707.168823,167.152115,721.912170,634.215393,190.945801,1012.737061,761.425720,365.482727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.287598,706.305786,194.480515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,787.217468,707.168274,167.787445,718.105896,634.507690,192.069260,1010.460754,761.321289,365.778076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.685364,706.973572,195.247574,961.994202,797.169556,212.783936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,782.958191,707.344360,168.073502,714.267029,635.020081,192.598068,1008.052979,761.419434,365.809326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.554077,707.701904,196.187866,958.912537,797.122314,212.694946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,779.352478,708.022766,168.053848,710.293152,635.277832,193.099991,1006.341858,761.165649,365.988953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.767212,708.480591,197.913177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,775.498291,708.471375,168.152924,705.903503,635.758179,194.325012,1004.049866,761.115723,366.406036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.264404,708.885681,198.844589,,,,950.549194,797.065735,213.817230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,771.239746,708.453308,168.465530,702.012817,636.169373,195.396957,1002.078857,761.044067,366.126892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.690918,709.461060,199.194717,,,,947.049438,797.152649,213.929901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,766.789856,708.884521,169.498672,697.645447,637.185059,195.259323,999.893250,760.961487,366.380859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.827454,710.080933,199.738388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,763.051331,709.304749,169.969055,693.365540,637.979858,195.031250,997.470337,761.052795,366.124176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.893860,710.802673,200.399704,,,,,,,939.359436,796.817993,214.942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,759.077209,709.573853,169.839584,689.254272,638.314026,195.715485,995.304199,760.769348,366.225281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.309387,796.819031,215.062958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,755.089966,709.939209,169.945953,685.007324,638.521973,196.145569,993.130066,760.838440,366.541656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.217834,712.077698,200.734360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,750.614441,710.728638,170.770142,680.719238,638.772705,196.311966,990.964661,760.544250,366.661804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.857117,712.778564,201.489655,927.568420,796.767090,215.628937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,746.441772,711.119934,171.193344,676.815308,639.443848,196.482666,988.610657,760.638733,366.833710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.415222,713.361023,202.599487,924.255310,796.324829,215.638336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,743.065735,710.983154,171.532074,672.670166,640.376282,196.810577,986.713928,760.403442,366.721130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.517578,713.932983,203.448212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,739.432800,711.205200,171.399017,667.947327,640.443665,196.594788,984.284668,760.282776,366.920197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.859131,714.569031,203.395386,,,,916.747131,796.243652,216.513443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,735.015076,712.128845,170.912506,664.024475,640.976685,196.396912,981.951965,760.337646,366.972351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.209839,715.263794,203.005753,,,,913.073303,795.893433,216.640320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,730.333740,712.456970,170.973129,659.988281,641.648865,196.395462,979.779114,760.115417,367.224304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.177246,715.808838,202.670578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,727.176025,712.253113,171.363068,655.895996,642.306274,196.266663,977.286682,760.048828,367.255554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.469910,716.450500,203.061279,,,,,,,905.133667,795.872559,217.585114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,723.283386,712.947571,170.881210,651.804932,642.655457,196.156967,975.232910,759.798889,367.402283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.488892,795.403381,218.116440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,719.273926,713.090759,170.858795,647.655884,643.369446,195.840286,972.682373,759.728333,367.386047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.707825,795.070557,218.411041,599.978821,718.014648,203.444748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,715.689514,713.567078,170.821198,644.166443,643.814880,195.779373,970.246033,759.565247,367.342194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.645325,795.155212,218.235504,596.300232,718.522827,203.511230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,712.387390,714.086548,170.475342,640.227844,644.315552,195.801819,967.998352,759.237732,367.390259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.385071,794.612671,218.102203,592.746582,719.324341,203.531479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,708.078613,714.435425,170.327499,636.645264,645.083862,195.649109,965.365601,759.266479,367.190582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.702332,794.425232,218.833313,589.081543,720.018005,203.384720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,704.179749,714.743835,169.975266,632.781738,646.086975,195.923294,963.084106,759.126526,367.861816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.282166,794.468689,218.638184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,701.214905,715.130554,169.662323,628.923035,646.588440,195.964478,960.996399,758.882263,367.564758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.312744,793.849609,218.623611,,,,581.985046,721.681213,202.596130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,697.899109,715.593811,169.727859,625.594666,646.940735,195.598679,958.909851,758.753052,367.793762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.054260,793.848145,219.279190,,,,578.192444,722.368286,202.506775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,693.948792,715.562622,169.469406,621.743652,647.187988,195.478806,956.621582,758.497803,367.840912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.953186,793.594116,219.501617,,,,574.795166,723.089355,201.888489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,690.770508,715.933411,168.755569,618.238037,647.796570,195.101639,953.966003,758.599792,367.612915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.788025,793.495178,219.579849,,,,571.628357,723.757690,201.389008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,687.313416,716.377014,168.273041,614.399353,648.322205,194.819962,951.594360,758.577393,367.981415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.347534,792.990356,220.218536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,684.510925,716.449036,168.529190,610.872131,649.895447,194.289429,949.463745,758.250549,367.782715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.059326,792.937683,220.640717,,,,,,,564.607056,724.910645,200.230423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,680.261169,717.417236,167.891968,607.467773,651.448853,193.649673,947.245789,758.289490,367.831482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.958374,792.891113,220.704224,,,,,,,561.400208,725.551392,199.651855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,676.894348,717.675415,167.567123,603.683289,652.717957,193.465897,945.108398,757.893250,367.977753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.819275,792.624268,220.507858,,,,,,,557.763977,726.064575,199.438309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,673.813538,717.987549,167.598938,600.933655,652.861206,193.095795,942.783020,757.795105,367.642853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.032959,792.329041,220.847717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,670.895996,718.259888,167.384552,597.245789,653.105591,193.048065,940.584900,757.586121,367.994629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.795227,791.955017,220.961563,,,,,,,,,,551.196045,727.329590,198.564423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,667.539246,718.397888,167.033813,594.283020,653.117493,192.534149,938.217285,757.327515,367.634949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.247620,791.821899,221.147507,,,,,,,,,,548.452332,727.612549,198.444504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,665.072632,718.732422,166.168488,590.979736,653.778381,192.175079,935.884827,757.192932,368.162384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,846.051270,792.120544,221.464874,,,,,,,,,,545.643738,728.213318,197.142075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,662.229980,718.603882,165.931808,588.175476,654.202026,191.935547,934.233459,756.723389,367.986328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.440796,791.945251,221.840408,,,,,,,,,,542.398804,728.531921,196.389526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,659.298340,718.749512,165.755493,584.949646,654.048767,191.582092,931.587402,756.542847,368.120331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.640137,792.020020,221.491516,,,,,,,,,,539.586975,729.000671,196.282898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,656.262939,718.959717,164.907272,582.118652,654.420532,190.608505,929.601929,756.437744,368.224304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,837.744812,790.801392,221.843842,,,,,,,,,,536.792419,729.330322,195.354904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,653.505432,719.058533,164.360260,578.640076,654.551697,190.410156,927.448730,756.223450,367.900085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.927856,790.427002,221.746765,,,,,,,,,,534.348572,729.725891,194.591736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,651.275696,719.339661,164.048248,576.229065,654.675964,189.537308,925.207581,756.341675,368.438293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.905518,789.928589,221.890106,,,,,,,,,,531.212341,729.946899,194.320282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,648.143127,719.222778,163.841705,573.323975,655.277222,188.819473,923.325684,755.945190,368.096863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.891541,790.159119,221.397995,,,,,,,,,,528.604309,730.255798,194.129532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,645.308105,719.376709,163.526550,570.423035,655.329468,188.222137,921.070618,755.753662,367.775879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.764893,790.276672,221.983246,,,,,,,,,,526.109436,730.667114,193.451782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,642.797180,719.289124,163.132217,567.798767,655.441101,187.370071,918.910278,755.818909,368.156830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824.515259,790.505859,222.065399,,,,,,,,,,523.267334,731.064941,192.660614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
