Weight60
Date:,2025/04/24
Time:,15:55:08
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
41,890.771362,685.463989,106.054611,818.387268,613.499573,109.746025,1085.807495,749.182007,361.416290,767.914307,687.921204,120.548584,,,,,,,1050.193115,772.254639,193.298615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,890.757690,685.423462,106.250702,818.481262,613.053406,110.290535,1085.555176,749.078125,361.507324,767.834412,687.886963,120.741089,,,,,,,1050.229614,772.435791,193.159897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,890.616028,685.582336,106.377182,818.442871,612.789917,110.646935,1085.572754,749.261475,361.381989,767.934326,687.989868,120.810913,,,,,,,1050.195190,772.563538,193.078674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,890.659241,685.515076,106.477280,818.440186,612.772888,110.822342,1085.470093,749.339478,361.326660,767.981384,687.992920,120.860786,,,,,,,1050.169067,772.695374,193.045288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,890.697205,685.520996,106.634552,818.304993,612.939697,110.856850,1085.374512,749.489563,361.331207,768.097595,687.977295,120.803131,,,,,,,1050.114868,772.801147,193.007080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,890.806335,685.464661,106.745506,818.131714,613.165955,111.049294,1085.157593,749.620789,361.375641,768.168030,687.959351,120.879807,,,,,,,1050.247192,773.019470,192.987045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,890.839966,685.525635,106.733047,818.100525,613.378967,111.240524,1085.009644,749.764709,361.295380,768.254456,688.046753,120.918839,,,,,,,1050.201294,773.194580,192.937042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,890.931519,685.475464,106.788246,818.101135,613.513916,111.479866,1084.756348,749.957886,361.217957,768.364624,688.135437,120.584763,,,,,,,1050.190186,773.339417,192.924103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,891.010193,685.481445,106.791306,818.130188,613.635498,111.615761,1084.398804,750.151184,361.115814,768.286255,688.070435,121.095810,,,,,,,1050.175781,773.450623,192.833450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,890.973206,685.646912,106.883987,818.133545,613.716370,111.833771,1084.053955,750.328857,361.002594,768.271362,688.154480,121.526962,,,,,,,1050.303345,773.699219,192.803986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,890.964478,685.683899,106.904709,818.127502,613.867249,112.101341,1083.698486,750.505615,361.080597,768.386841,688.180847,121.620102,,,,,,,1050.390869,773.844116,192.821259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,891.064148,685.781738,106.912407,818.121216,614.138977,112.314903,1083.279907,750.685242,361.143433,768.683838,688.252808,121.650833,,,,,,,1050.432007,774.023376,192.792511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,891.138916,685.786743,106.983727,818.187012,614.555176,112.479958,1082.724243,750.979492,361.071533,768.936829,688.261169,121.647835,,,,,,,1050.622192,774.265442,192.712692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,891.147217,685.969055,107.011398,818.336182,615.224670,112.740776,1082.158936,751.246460,360.978149,768.985657,688.354492,121.556389,,,,,,,1051.062866,774.406128,192.098984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,891.218384,686.100830,107.128693,818.227722,615.991211,113.068314,1081.768311,751.410339,361.028625,769.017822,688.474915,121.509506,,,,,,,1051.450684,774.600281,191.753067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,891.414185,686.126526,107.347923,818.167480,616.787048,113.031120,1081.346802,751.696777,361.044983,769.154602,688.593689,121.440224,,,,,,,1051.076172,775.111084,192.349503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,891.223145,686.317810,107.640945,818.716675,616.113220,113.662415,1080.959473,751.780273,361.070435,769.280945,688.707031,121.436752,,,,,,,1051.163696,775.250671,192.702972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,891.203308,686.511230,108.222366,819.149414,615.104004,114.475380,1080.645874,751.922852,361.069489,769.325623,688.799744,121.423485,,,,,,,1051.404175,775.505127,192.752502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,891.294678,686.697693,108.624275,819.289551,614.852356,115.056427,1080.519531,752.000854,361.065186,769.457581,688.851624,121.586861,,,,,,,1051.583862,775.901672,192.761353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,891.501648,686.900513,108.771141,819.377075,615.122009,115.194763,1080.154541,752.215820,361.034454,769.396851,688.932922,121.436447,,,,,,,1051.702759,776.285645,192.855499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,892.062012,687.139221,109.103889,819.502625,615.863892,115.351349,1079.733521,752.489380,360.960327,769.516113,689.091309,121.584167,,,,,,,1051.694214,776.641052,192.889816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,891.921692,687.626770,109.687042,819.531677,616.261719,115.459076,1079.395142,752.662537,360.900635,769.480774,689.230469,121.716232,,,,,,,1051.728027,776.916748,193.028595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,892.020386,687.830872,110.064857,819.535278,616.326172,115.659531,1078.745361,752.860474,360.811829,769.376587,689.345825,121.765732,,,,,,,1051.839355,777.100037,193.186203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,892.357056,687.958252,110.236717,819.529541,616.415649,116.035866,1078.039917,753.192566,360.732605,769.429199,689.555542,121.899574,,,,,,,1052.044067,777.255310,193.395874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,892.662476,688.160583,110.275764,819.400452,616.662415,116.435066,1077.494385,753.418213,360.712219,769.376038,689.707642,122.148361,,,,,,,1052.218872,777.423096,193.519272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,892.909424,688.361328,110.250366,819.381592,616.860291,116.818825,1077.010986,753.594238,360.818512,769.295532,689.907959,122.432930,,,,,,,1052.202881,777.639587,193.580658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,893.136963,688.602539,110.407715,819.423462,616.988586,117.667953,1076.465820,753.816833,360.898224,769.278198,690.144348,122.749702,,,,,,,1052.311523,777.886230,193.728119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,893.088013,688.890137,110.659912,819.599182,617.679504,118.442604,1075.923706,754.059692,360.992096,769.216248,690.395630,123.174736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,892.895447,689.065918,110.881157,819.587097,617.799316,119.298874,1075.488403,754.298279,360.970490,769.235779,690.622009,123.671455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,892.459595,689.192383,111.810730,819.589111,617.982971,119.953964,1075.100586,754.560669,360.834045,769.280090,690.807068,124.002892,,,,,,,,,,1052.365967,778.960327,194.468033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,891.585571,689.979675,113.466553,819.495728,618.491455,120.670341,1074.782104,754.751770,360.687317,769.218872,691.061401,124.441422,,,,,,,,,,1052.025879,779.509644,194.792221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,891.026672,690.482666,114.402031,819.083496,618.903137,121.907265,1074.573975,754.981812,360.732513,768.970032,691.379456,125.485580,,,,,,,,,,1051.909790,780.070251,195.157364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,890.855896,690.816650,114.772987,818.877319,619.220215,123.507339,1074.175903,755.229431,360.713593,768.528442,691.647400,126.891800,,,,,,,,,,1051.794189,780.517151,195.398087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,890.691040,691.010010,115.098358,818.373230,618.758118,124.817757,1074.031494,755.374268,360.670166,768.214539,691.752197,128.174713,,,,,,,,,,1051.512085,780.856384,195.358292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,889.726685,691.316406,116.286575,818.490784,618.671692,125.903435,1073.481689,755.640320,360.653168,767.668091,691.936218,129.332443,,,,,,,,,,1051.183716,781.273499,195.729965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,889.023132,691.737549,117.392326,817.990417,618.922791,127.652328,1072.838867,755.906067,360.703308,766.992798,692.118591,130.278610,,,,,,,,,,1050.801270,781.697327,196.064545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,889.204407,691.814819,119.068504,817.533020,619.449341,129.238388,1072.061157,756.197815,360.687714,766.443542,692.373779,131.530441,,,,,,,,,,1050.462646,782.148865,196.489120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,889.037903,692.056458,120.289383,817.065979,619.857666,130.487946,1071.319214,756.466064,360.802704,765.803894,692.756042,132.622223,,,,,,,,,,1050.098022,782.675598,196.962204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,889.067444,691.999023,120.907143,816.298584,620.372620,132.023499,1070.556641,756.674377,360.786835,765.263672,693.035400,134.095779,,,,,,,,,,1049.835815,783.096436,197.397354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,887.910461,692.752747,121.562134,815.408447,620.707336,133.372833,1070.002808,756.856934,361.015350,764.450500,693.171570,135.613342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,886.496033,693.373596,122.885521,814.540527,621.125305,134.833450,1069.403320,757.032898,361.033600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,885.293518,693.659790,124.901787,813.533203,621.336731,136.786469,1068.767090,757.241577,361.091339,,,,,,,,,,,,,,,,1048.786743,784.309692,198.920578,762.775513,693.748352,138.950714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,883.888184,693.923218,126.333870,812.737732,621.607361,138.742920,1068.322388,757.439758,361.414948,,,,,,,,,,,,,,,,1047.933350,784.906921,199.143814,761.510254,694.127319,139.979767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,883.335266,693.634827,127.369041,811.541687,622.075867,141.067245,1067.330566,757.844849,361.686615,,,,,,,,,,,,,,,,1047.261719,785.283752,199.341827,760.201172,694.359375,142.235947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,881.948730,694.456360,128.377014,810.711853,622.544861,142.852188,1066.127808,758.262695,361.715912,,,,,,,,,,,,,,,,1046.750732,785.622620,199.528732,759.021179,694.540344,143.846878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,880.395752,695.624329,130.222046,809.553223,622.753906,143.894684,1065.294434,758.531921,361.702515,,,,,,,,,,,,,,,,,,,757.613342,694.706299,145.383301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,878.722778,695.528809,131.909592,807.749451,623.207092,146.091934,1064.393188,758.622253,361.615967,,,,,,,,,,,,,,,,,,,755.757202,694.977295,146.958160,1044.322632,786.589294,200.570374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,877.175598,695.833313,132.770905,806.205688,623.281616,148.136993,1063.296387,758.871887,361.985931,,,,,,,,,,,,,,,,,,,754.445618,695.032166,148.944504,1042.455322,787.544006,201.303131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,875.247070,696.660645,134.288940,804.958069,623.390320,149.821060,1061.954468,759.182678,362.449158,,,,,,,,,,,,,,,,,,,752.605286,695.155579,151.036011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,872.949036,696.513245,136.389587,802.940247,623.633545,151.431610,1061.275146,759.349365,362.582611,,,,,,,,,,,,,,,,,,,750.303833,695.283203,152.554672,,,,1040.017822,788.289307,202.551865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,870.934753,696.914124,137.367569,800.738281,624.082092,153.395966,1060.221558,759.501709,362.479187,,,,,,,,,,,,,,,,,,,748.652405,695.583496,154.379181,,,,1037.990723,788.735901,202.881210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,868.831604,697.384094,138.434357,798.950928,623.944153,155.138794,1058.424805,759.848145,362.450256,,,,,,,,,,,,,,,,,,,746.254517,695.722717,156.371613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,866.569458,697.419373,139.915176,796.661865,623.787292,156.738922,1056.610352,760.045227,362.595123,,,,,,,,,,,,,,,,,,,744.114807,695.895752,158.316818,,,,,,,1035.025146,789.708191,203.356918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,864.606628,698.004578,141.464020,794.346558,624.285767,158.735245,1055.436035,760.152161,362.648773,,,,,,,,,,,,,,,,,,,741.487976,696.099365,160.473373,,,,,,,1033.403687,790.032959,203.786728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,862.208740,697.886841,143.302689,792.003845,624.895996,160.177765,1054.295654,760.279419,362.957581,,,,,,,,,,,,,,,,,,,739.553040,696.342468,162.115265,,,,,,,1030.507202,790.800598,204.481277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,859.207092,698.686218,144.032593,789.514893,625.090271,161.584076,1052.123413,760.420166,363.116760,,,,,,,,,,,,,,,,,,,737.224854,696.404236,163.358063,,,,,,,1028.121338,791.248779,205.391769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,857.062622,698.329102,145.771805,787.174255,625.182434,163.458817,1050.411499,760.526978,362.770813,,,,,,,,,,,,,,,,,,,734.696472,696.642700,165.838181,,,,,,,1025.647095,791.706238,205.963959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,854.091919,699.268982,147.420547,784.128113,625.088013,165.017075,1049.129517,760.521790,363.268799,,,,,,,,,,,,,,,,,,,731.456970,696.745300,167.856598,,,,,,,1022.986206,792.440247,206.054764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,851.217346,699.271057,148.995316,781.356567,625.423950,166.459579,1047.246094,760.553650,363.528198,,,,,,,,,,,,,,,,,,,728.948792,697.255249,169.735565,,,,,,,1020.556335,792.731445,206.285660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
