Weight54
Date:,2025/04/23
Time:,10:07:34
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
79,869.205994,698.562317,165.042007,746.109070,689.631531,141.675247,805.463318,624.939941,129.258377,,,,1109.484497,874.630127,276.290070,1127.556274,850.899231,462.913177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,867.173523,698.732666,166.388840,744.346802,689.926575,143.230286,803.401062,625.008667,131.109604,,,,1108.487671,874.559937,276.181946,1126.244385,850.571960,462.668579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,865.207947,698.951599,167.481323,742.336731,690.400024,144.573410,800.932678,625.368713,133.465790,,,,1107.438965,874.550842,275.777802,1124.494019,850.095825,462.838654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,863.285767,699.204041,169.126968,740.457764,690.861816,146.302277,798.837036,625.314148,134.817734,,,,1106.118286,874.620422,275.950958,1123.603394,849.975464,462.736938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,861.196228,699.310425,170.254105,737.957031,691.142517,148.304855,796.165527,625.823914,136.577286,,,,1104.371582,874.556824,276.463623,1122.934570,849.614380,462.616669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,858.732788,699.707275,171.466812,735.322632,691.515869,150.222595,793.100586,625.961792,138.906616,,,,1102.722778,874.539307,276.743896,1121.547729,849.054321,462.488037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,856.047363,700.009338,172.600769,732.850769,691.928894,151.483154,790.557556,626.013489,140.673126,,,,1100.591675,874.582092,276.572510,1119.939575,848.793823,462.320007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,853.673645,700.321350,173.539597,730.081238,692.373474,153.259598,788.126343,626.322266,141.765137,,,,1098.741333,874.266479,276.936249,1118.238403,848.566223,462.393372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,850.666077,700.645203,175.058456,727.396423,692.565735,154.158081,785.025146,626.712585,143.556961,,,,1097.226807,874.241760,277.212006,1116.731201,848.094849,462.668488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,847.608887,700.938354,176.253235,724.378906,692.806213,155.361771,782.020691,626.939575,144.829285,,,,1094.819336,874.127258,276.818329,1115.164551,847.743896,462.559021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,844.759644,700.987549,176.912201,721.388489,693.120544,156.903564,778.720703,627.086853,145.942062,,,,1093.045532,873.817383,276.751129,1113.729004,847.384705,462.204285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,841.398071,701.075562,178.473679,717.980957,693.363342,158.564148,775.670410,627.342346,146.829529,,,,1090.104736,873.829529,277.111328,1111.866943,846.830566,462.260803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,837.890015,701.292480,179.697281,714.208252,693.539795,159.917313,772.039551,627.735779,148.183075,,,,1087.481079,873.539978,277.121826,1110.373047,846.358704,462.428864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,834.308960,701.442749,180.973663,710.613220,693.804199,161.256775,768.081787,627.995239,150.077896,,,,1085.025269,873.229980,277.272461,1108.540283,845.761169,462.349365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,830.549805,701.628052,182.058823,706.996582,694.116943,162.368607,764.662292,628.171814,150.475922,,,,1082.766968,872.845276,276.858551,1106.447388,845.395813,462.206177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,827.036865,701.795593,182.726547,703.328857,694.205505,163.051132,761.118164,628.401306,151.139313,,,,1079.431030,872.518311,277.267883,1104.885986,845.057190,462.338470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,822.919128,701.816772,183.684570,699.363464,694.601868,164.018250,756.693787,628.414185,152.150116,,,,1076.446289,872.201111,277.588013,1102.953003,844.486511,462.380768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,818.800415,702.072388,184.046738,695.222534,695.017517,165.051483,752.456665,628.795288,153.040405,,,,1073.345459,871.595642,277.869995,1101.110840,844.115112,461.884735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,815.262756,702.288391,184.795395,691.324951,695.351318,165.582275,747.990540,629.024292,154.004272,,,,1070.217896,870.914612,277.663666,1099.111328,843.487549,461.990601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,811.116760,702.385010,185.742905,687.218384,695.821228,166.297150,743.780701,629.370789,154.711792,,,,1066.887573,870.793518,277.950867,1097.346558,842.910034,461.873901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,806.502747,702.416748,186.307693,682.588806,696.236633,167.369568,739.270691,629.828613,155.120102,,,,1063.313721,870.209595,278.206116,1095.239136,842.287903,461.490143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,801.778687,702.476868,186.893326,677.900208,696.647888,168.576614,734.536926,630.267517,155.415512,,,,1059.851074,869.621338,278.572479,1092.895752,841.763733,461.815887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,797.474731,702.525818,187.596222,673.274353,697.055359,169.463440,730.490295,630.552185,155.193436,,,,1055.604248,869.128418,278.705597,1090.668945,841.213501,461.801208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,793.442383,702.637207,187.890671,668.844177,697.546570,169.969727,725.576355,630.947449,155.942719,,,,1052.110718,868.228394,278.865356,1088.086792,840.639954,461.661377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,788.632080,702.952393,188.280945,664.286804,698.100281,170.565689,720.084839,631.100342,157.073212,,,,1048.691162,867.448547,278.805969,1086.048828,839.856079,461.671722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,783.807617,703.142944,188.447174,659.737793,698.815369,170.558517,715.030457,631.293152,157.732925,,,,1044.426636,867.014343,278.579163,1083.842896,838.855225,461.484558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,779.087463,703.407654,188.599548,655.070068,699.303772,170.608154,710.445190,631.765015,157.776993,,,,1040.769043,866.222900,279.150787,1080.875977,838.164734,461.801575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,773.960876,703.597595,189.360428,650.145996,699.789185,171.032562,705.237305,632.300110,158.377121,,,,1036.728516,865.428284,279.262695,1078.376099,837.611145,461.783020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,769.152649,703.684387,189.432388,645.165649,700.433960,171.462402,700.487000,632.797974,158.103973,,,,1032.222168,864.543335,279.579987,1075.390869,836.909790,461.728455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,764.471802,704.052551,189.251541,640.213013,701.061279,171.157471,695.831055,633.345032,157.735474,,,,1028.217896,863.449585,280.079010,1073.166504,836.189636,461.708649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,759.696167,704.511353,189.299393,635.302856,701.658569,171.250671,690.101257,633.807556,158.335709,,,,1024.023682,862.882751,280.160095,1070.386719,835.184265,461.347046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,754.600159,704.797302,189.555237,630.047424,702.353516,171.793152,684.993042,634.169678,158.301819,,,,1019.791016,862.022156,280.254761,1067.441406,834.392151,461.644562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,749.326782,704.986816,189.904053,624.894531,703.138123,171.296494,679.783020,634.713135,158.374252,,,,1016.178345,860.949036,280.384583,1064.629395,833.697205,461.063843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,744.292969,705.296936,189.964325,619.793396,703.774475,171.230042,674.151367,635.095764,158.804703,,,,1011.825378,860.058105,280.640320,1061.861328,832.966553,461.050690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,739.139282,705.775757,189.909729,614.827332,704.306519,171.311386,668.897400,635.369507,158.742981,,,,1007.344727,859.215637,281.073456,1058.796875,831.921082,460.545837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,734.171753,706.046387,190.008713,609.786133,705.110901,170.695755,663.867737,635.882080,158.741653,,,,1003.499451,858.119141,281.159668,1056.317017,830.997498,460.519470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,729.280090,706.369751,189.908813,604.661255,705.667480,170.592041,659.076294,636.498901,158.529221,,,,999.134460,857.274841,281.280182,1053.185181,830.213623,460.298309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,724.268311,706.885803,189.612305,599.721191,706.501709,169.956161,653.847656,637.060913,158.482132,,,,994.688477,856.130981,281.141785,1049.802979,829.251343,460.611359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,719.307800,707.359253,189.162689,594.721802,707.017334,169.587738,648.510437,637.526306,158.269852,,,,990.903625,855.128174,281.064331,1046.739502,828.245178,460.147797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,714.264893,707.657471,188.933975,589.790649,707.596313,169.710724,643.410522,637.930969,158.158417,,,,986.422119,854.191528,281.787994,1043.943359,827.249146,460.193024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,709.241760,708.027588,188.526642,585.028809,708.276611,168.739319,638.248108,638.466309,157.999313,,,,981.951416,852.928589,281.930481,1040.704102,826.287170,460.006104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,704.407166,708.245178,188.024750,580.316223,708.941406,168.093903,633.192383,638.900269,157.542862,,,,977.547363,851.969482,282.318176,1037.843262,825.371155,459.748138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,699.273987,708.550781,188.028412,,,,628.036987,639.184570,157.281677,,,,973.459167,850.800293,282.831238,1034.743286,824.373962,459.487213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,694.270081,709.020996,187.354965,,,,623.230042,639.747864,157.012024,,,,969.487854,849.579407,282.751129,1031.542969,823.473389,459.296326,571.038757,710.335754,166.872559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,689.466248,709.114990,187.204803,,,,618.330261,640.323547,156.543945,,,,964.999084,848.631226,282.957092,1028.493774,822.569824,459.040619,565.849670,710.873657,167.262665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,685.054810,709.377747,186.637299,,,,613.507507,640.695190,155.601303,,,,961.023315,847.644775,283.303284,1025.754028,821.563843,458.246765,561.060242,711.637573,166.818665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,680.560852,709.603088,186.091141,,,,608.900635,641.055237,154.524506,,,,,,,1022.720825,820.725952,458.207794,556.363159,712.208557,166.084351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,676.126526,709.816589,185.710831,,,,604.184998,641.525269,153.940430,,,,,,,1019.187927,819.777039,458.017181,551.795105,712.627319,165.266571,952.130737,845.546936,283.862793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,671.443787,710.125122,184.871674,,,,599.291077,641.953308,153.175369,,,,,,,1016.249817,818.909973,457.680878,546.963623,713.200623,164.853363,949.001099,844.618347,283.424774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,666.863220,710.512146,184.048569,,,,594.462158,642.541443,152.825226,,,,,,,1013.508423,817.661011,457.507813,542.346741,713.697144,164.977707,945.709167,843.293091,282.942413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,662.384277,710.724670,183.552032,,,,589.824646,642.993774,152.244293,,,,,,,1010.290894,816.800232,457.002777,538.092224,714.178772,163.489792,941.119995,842.289429,282.994446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,657.919678,710.822266,182.989838,,,,585.085022,643.235657,151.198074,,,,,,,1007.524475,815.771790,456.616089,533.955688,714.622009,162.616531,937.158142,841.366028,283.120209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,653.565979,711.016418,182.233093,,,,581.079529,643.811157,149.995117,,,,,,,1004.818481,815.026672,455.421906,529.814209,715.069153,161.499908,932.866150,840.393982,283.791626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,648.798035,710.967041,182.173935,,,,576.557312,644.212524,149.341461,,,,,,,1001.689880,814.057922,455.404968,525.289917,715.440430,160.587372,928.650513,839.307495,284.137634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,644.899170,711.415833,181.222244,,,,572.422424,644.356567,148.454483,,,,,,,998.555298,813.051636,455.409943,520.913391,715.888123,160.083191,925.232117,838.274780,283.871429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,641.092957,711.602905,180.209641,,,,568.268860,644.842590,147.967041,,,,,,,995.849731,812.313171,454.918182,516.567749,716.460571,159.545715,921.839478,837.634399,284.128510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,636.844421,711.704834,179.753540,,,,564.418640,645.260864,146.585129,,,,,,,993.252869,811.094910,454.574402,512.889526,716.933228,158.755692,918.439148,836.467590,283.883972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,632.760010,711.973755,179.329208,,,,560.222534,645.577271,145.826385,,,,,,,990.384399,810.429688,453.860382,509.246918,717.408569,157.123672,914.868469,835.458252,283.929565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,628.965332,712.054199,178.857651,,,,556.477478,645.960144,145.040817,,,,,,,988.222229,809.611023,453.161133,505.342834,717.682678,156.441849,911.520813,834.398376,284.161865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,625.442139,712.311340,177.809250,,,,552.636597,646.189880,144.081604,,,,,,,985.475159,808.545471,452.441986,501.859039,718.106445,155.343628,907.483276,833.863037,284.034027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,621.759094,712.647095,177.243881,,,,548.787415,646.463135,143.576767,,,,,,,982.990173,807.854553,452.393066,498.404816,718.625000,154.190750,904.499573,832.851990,284.351349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,617.982910,712.659180,176.677368,,,,545.253357,646.828247,143.014023,,,,,,,979.827148,807.214722,452.152008,494.687622,719.120605,153.339783,901.370544,832.125366,283.963837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,614.760742,713.005920,175.855438,,,,541.607178,646.996582,142.198807,,,,,,,977.630371,806.300171,451.983551,491.230835,719.512756,152.206863,898.449951,831.065918,283.584686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,611.443726,713.156067,175.176163,,,,538.506531,647.312134,141.042038,,,,,,,975.348450,805.393494,451.216339,488.106232,719.833862,151.182632,895.054932,830.276062,284.287750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,607.754578,713.234009,174.865631,,,,535.181213,647.577026,140.449493,,,,,,,973.504150,804.440918,450.864288,,,,892.067078,829.377075,284.055786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,604.777039,713.502869,173.935318,,,,532.000366,647.809998,139.548187,,,,,,,971.224182,803.871277,450.174164,,,,889.259949,828.386841,284.006165,481.911530,720.610107,148.935654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,601.890015,713.594788,172.937103,,,,528.786926,647.971008,138.663712,,,,,,,968.986267,803.287964,449.710114,,,,886.098083,827.663391,284.239258,478.719238,720.843323,147.722916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,598.769714,713.733765,172.603043,,,,525.612244,648.341797,138.138412,,,,,,,967.105713,802.409973,449.163452,,,,,,,475.878418,721.204041,146.441559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,595.957825,713.893799,171.673019,,,,523.187134,648.395996,136.846741,,,,,,,965.237061,801.567139,448.736542,,,,,,,472.947632,721.524109,145.606400,880.526917,825.752014,284.394257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,593.245667,714.030884,170.765823,,,,520.294312,648.630615,135.893982,,,,,,,962.877991,800.989563,448.534546,,,,,,,,,,879.063660,824.912354,283.901733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,590.374146,714.284973,170.269028,,,,517.450928,648.715149,135.088425,,,,,,,960.788208,800.461731,448.172638,,,,,,,,,,,,,467.855164,721.978394,143.724991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,588.082092,714.205505,169.897049,,,,514.941223,649.101807,133.826935,,,,,,,959.178650,799.526184,447.834656,,,,,,,,,,,,,465.097229,722.172974,143.094116,873.726807,823.483521,284.222626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,585.489868,714.299255,168.842941,,,,512.846008,649.357178,132.719070,,,,,,,957.316223,798.853027,446.995514,,,,,,,,,,,,,462.636627,722.577393,141.447052,871.117249,822.521606,284.304657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,583.454895,714.345154,167.574799,,,,510.255432,649.482178,132.083008,,,,,,,955.488098,798.192627,446.684998,,,,,,,,,,,,,460.864532,722.718384,140.056351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,581.132141,714.402710,167.019592,,,,508.347015,649.571167,130.514328,,,,,,,953.825928,797.626892,446.113861,,,,,,,,,,,,,458.691101,722.877197,139.290680,,,,867.344116,820.940857,283.741272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,578.959106,714.519165,166.521011,,,,506.055176,649.793579,129.474762,,,,,,,952.066528,797.056824,445.723022,,,,,,,,,,,,,,,,,,,865.479736,820.408386,282.982269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,576.871338,714.315979,165.580215,,,,504.075348,649.840576,128.690353,,,,,,,950.449890,796.216431,445.752869,,,,,,,,,,,,,,,,,,,863.841309,819.669495,282.678864,454.518097,723.291565,137.357925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,575.038574,714.367859,164.561157,,,,502.465179,649.910156,126.904526,,,,,,,948.965088,795.701233,445.111542,,,,,,,,,,,,,,,,,,,,,,452.543213,723.430481,136.719681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,573.332092,714.415283,163.868210,,,,501.041840,650.117371,125.767471,,,,,,,947.201843,795.041870,444.723419,,,,,,,,,,,,,,,,,,,,,,450.881866,723.723755,135.298492,859.758728,818.202820,282.590759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,571.371704,714.401917,163.166168,,,,499.358368,650.260071,124.877739,,,,,,,945.868774,794.507507,444.676208,,,,,,,,,,,,,,,,,,,,,,449.354584,723.804321,134.468826,858.132385,817.735107,282.681885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,569.805054,714.441528,162.375031,,,,497.345978,650.375610,124.521339,,,,,,,944.677002,793.928162,444.237183,,,,,,,,,,,,,,,,,,,,,,,,,856.515808,817.184509,282.481110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,568.498596,714.566101,161.368393,,,,495.711060,650.463379,123.551109,,,,,,,943.067810,793.331848,443.881622,,,,,,,,,,,,,,,,,,,,,,,,,854.875549,816.363159,282.263977,446.341309,723.979614,132.455841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,566.726013,714.527466,160.835388,,,,494.498047,650.482056,122.153275,,,,,,,941.918884,792.820374,443.428833,,,,,,,,,,,,,,,,,,,,,,,,,854.067139,815.680481,281.889618,444.884491,724.135254,131.152191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,565.265747,714.539124,160.249008,,,,493.165192,650.637451,121.058701,,,,,,,941.140747,792.316650,442.509033,,,,,,,,,,,,,,,,,,,,,,,,,852.609863,815.155396,281.599365,443.103119,724.174072,130.872360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,564.128601,714.577820,159.120270,,,,491.476959,650.771240,120.566765,,,,,,,940.041687,791.877625,441.931061,,,,,,,,,,,,,,,,,,,,,,,,,850.881348,814.520142,281.500275,441.609131,724.174255,130.028748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,562.711670,714.677246,158.348221,,,,490.214752,650.633728,119.511017,,,,,,,938.784668,791.298340,441.830566,,,,,,,,,,,,,,,,,,,,,,,,,849.747253,814.137024,281.327301,440.865845,724.354797,128.664993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,561.184998,714.644348,157.845490,,,,489.543091,650.639526,118.418388,,,,,,,937.531799,791.000610,441.810699,,,,,,,,,,,,,,,,,,,,,,,,,848.976196,813.722168,281.128754,439.744629,724.473267,127.316246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,560.052856,714.563660,157.240967,,,,488.308380,650.891968,117.524651,,,,,,,936.975403,790.639099,441.127899,,,,,,,,,,,,,,,,,,,,,,,,,847.683655,813.034546,280.793701,438.476105,724.396484,126.818146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,559.229187,714.613098,156.266312,,,,486.893402,651.223022,117.151894,,,,,,,936.012329,790.255005,440.577362,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.687592,724.347595,126.370361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,558.232666,714.751526,155.303009,,,,485.791168,651.095093,116.343422,,,,,,,934.859314,789.724915,440.567932,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.071594,724.465515,124.848167,846.010437,812.078918,280.181335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,557.067261,714.826782,154.613037,,,,484.910004,651.139282,115.087547,,,,,,,933.849915,789.316650,440.603149,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.610138,724.461548,123.446220,844.464905,811.766968,280.468872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
