Weight63
Date:,2025/04/23
Time:,14:07:10
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15,874.491638,719.927734,106.319511,833.717529,623.525818,106.852242,762.998108,671.208435,106.475807,1108.891235,862.813232,379.199036,1064.760864,882.612244,227.107117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,874.417908,719.790466,107.041023,833.389038,623.518982,106.990639,762.985046,671.254272,106.539116,1108.396851,862.872070,379.214294,1064.798950,882.943542,227.212738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,874.330872,719.537903,107.817406,833.114685,623.494934,107.115883,762.873779,671.333252,106.693695,1107.811279,862.890442,379.311615,1064.771973,883.291443,227.332932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,874.493164,719.118896,108.446846,832.741455,623.452637,107.362480,762.758850,671.467224,106.808174,1107.115112,862.925659,379.280823,1064.640137,883.564331,227.487808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,874.765991,718.938721,109.073608,832.330322,623.500000,107.661324,762.678833,671.579102,106.830734,1106.601807,863.031738,379.174103,1064.164551,884.016174,227.884293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,874.705933,718.896179,109.324661,831.995850,623.601501,108.035980,762.556274,671.592102,107.041107,1106.213623,863.079163,378.955414,1063.795166,884.351440,228.222061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,874.427368,718.980042,109.730522,831.730408,623.626648,108.230888,762.326538,671.688599,107.167114,1105.762451,863.190430,378.895386,1063.521484,884.638428,228.488403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,874.391052,718.743469,110.007820,831.428162,623.660583,108.491966,762.029175,671.724365,107.374268,1105.166992,863.271912,379.011414,1063.154297,884.776733,228.466339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,874.295959,718.709106,110.487938,831.088318,623.553955,108.796738,761.654541,671.863342,107.555557,1104.630249,863.282349,379.140625,1062.762207,884.890198,228.422501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,873.701782,718.731873,111.195351,830.600830,623.467102,109.133324,761.097107,672.015747,107.766251,1103.940308,863.322510,379.290161,1062.414795,884.945251,228.521561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,873.117188,718.577332,111.908905,829.778870,623.331116,109.862396,760.540039,672.182800,107.847099,1103.140381,863.309143,379.478577,1061.992310,885.033203,228.547180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,872.601074,718.186829,112.615105,829.053711,623.402710,110.830940,760.144653,672.346802,107.873878,1102.174805,863.204407,379.647461,1061.650757,885.087585,228.601105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,872.322510,718.162048,112.874146,828.200195,623.346619,111.448761,759.669800,672.457153,108.004021,1101.447632,863.098389,379.366119,1061.371216,885.069946,228.696732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,871.907898,717.977600,113.628044,827.444275,623.611511,112.259888,759.029663,672.621643,108.246223,1100.593140,863.176514,379.356262,1060.882446,884.612244,228.792068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,871.402527,717.969482,114.362350,826.660767,623.905701,113.017792,758.519470,672.878113,108.537247,1099.575073,863.164978,379.216766,1060.197510,885.012268,229.284470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,870.731506,717.822205,114.677299,825.850342,624.338562,113.650452,757.492188,673.188965,108.837814,1098.703491,863.170715,379.368713,1059.512085,885.476746,229.630417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,869.886719,718.216064,114.856796,824.561340,624.315186,115.096703,756.411072,673.500610,109.050720,1097.545410,863.171448,379.478241,1059.032104,885.525330,229.661942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,868.667114,718.752869,115.669907,823.180359,624.253235,116.290031,755.343445,673.766235,109.255936,1096.631226,863.068481,379.325317,1058.277588,885.423096,229.694260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,867.634094,718.671814,116.736015,822.196594,624.688538,117.415634,754.433777,674.078735,109.670357,1096.177856,862.862854,379.259796,1057.199341,885.316772,229.630630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,866.401611,718.692749,117.354385,820.784119,625.057007,118.896965,752.924072,674.467896,110.621208,1095.201294,862.869263,379.124664,1056.148071,884.848022,229.629440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,865.330811,718.742737,117.637047,819.278870,625.745544,120.199005,751.724854,674.696167,111.337990,1094.113525,863.025024,379.029175,1055.038086,885.300476,229.918915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,864.205383,719.184631,117.942360,817.571899,625.937866,121.037193,750.486938,675.013855,112.273621,1092.846436,862.875427,379.443359,1054.267578,885.636658,230.203949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,862.292847,719.455505,119.014244,816.403992,626.228333,121.697021,749.014832,675.322327,113.213409,1092.011108,862.835938,379.326111,1053.629150,885.735840,230.305969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,860.722656,719.207336,119.881348,814.532776,626.818298,123.619972,747.248596,675.728027,114.236855,1091.259277,862.751160,379.077484,1052.561890,885.472595,230.500656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,859.237793,719.516724,120.601936,812.433716,626.992126,125.391106,745.590759,675.950562,115.064926,1090.666382,862.612122,378.957916,1050.974243,885.292847,230.883545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,857.646362,720.172363,121.729874,810.758057,627.200012,126.518112,743.466003,676.359680,116.160431,1089.565796,862.595154,378.995544,1049.804321,885.541260,231.032608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,855.883118,719.958557,123.546120,808.822205,627.491943,127.697113,741.825012,676.572815,117.793434,1088.144653,862.536560,379.192352,1048.766235,885.656433,230.877289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,853.663940,719.939026,124.834946,806.704712,627.739380,129.424347,739.533264,676.966064,119.318588,1087.003906,862.403992,379.223724,1047.608032,885.360657,231.029388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,851.410400,720.398132,125.680420,804.540161,628.090637,131.087570,737.647949,677.248901,121.111290,1086.242920,862.254089,379.049408,1045.909546,885.345642,231.835632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,849.279236,720.396912,126.718513,802.247192,628.209656,132.629883,735.468811,677.718750,122.966164,1085.617554,862.126465,378.849060,1044.691040,885.472290,232.144821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,847.176575,720.735474,128.033966,799.922241,628.519043,133.825317,733.053772,677.913147,124.340393,1084.537842,862.151489,378.921112,1043.313110,884.952271,231.949692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,845.087769,720.717957,129.352692,797.426636,628.853882,135.849350,730.476685,678.450745,126.137131,1083.127808,862.042969,378.933838,1041.424561,885.565918,232.243729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,842.825012,721.013000,130.461884,794.891602,629.230591,137.747940,728.002136,678.568237,127.702057,1081.650146,861.949951,379.016785,1039.925171,885.450317,232.581177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,839.804688,721.372803,131.853470,792.453918,629.319397,139.043549,725.471924,678.762573,129.823639,1080.841553,861.773071,378.876282,1037.839478,885.304932,233.144516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,836.733521,721.929077,133.776749,789.623657,629.455811,140.722610,722.782654,679.049377,132.053680,1079.960083,861.719971,378.946869,1036.068237,885.279236,233.572525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,834.269531,721.915955,135.512527,786.854858,629.768555,142.591919,719.858215,679.453491,133.743561,1078.401245,861.628906,379.173981,1033.845459,885.070862,233.497025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,830.985535,722.089600,136.636734,783.881592,630.100159,144.412521,716.898010,679.697815,135.227814,1076.770020,861.418396,379.140472,1031.728516,885.590027,233.666489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,828.453796,722.386658,138.464096,780.968384,630.299561,145.961914,714.233765,679.911865,137.267746,1075.686646,861.307251,378.844330,1029.717285,885.326904,235.179688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,825.131042,722.795776,140.116364,777.865967,630.668030,147.879745,710.940063,680.137268,139.894379,1074.395508,861.242981,379.014099,1027.199463,885.818665,235.451569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,822.314636,722.874878,141.159225,774.769897,630.813782,149.407913,707.529541,680.454346,142.051804,1072.495850,861.149597,379.358826,1024.531860,885.610474,236.068497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,818.748840,723.199707,142.387085,771.679260,631.065247,150.921555,704.586182,680.612366,143.814957,1071.128662,860.992737,379.376862,1022.598816,885.867432,236.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,815.614563,723.351990,144.158569,768.198608,631.386719,153.065750,701.442810,681.148132,145.523239,1069.269043,860.795105,379.137878,1019.836548,886.123779,236.704834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,812.223694,723.864868,145.620468,764.891541,631.604126,154.740173,697.577759,681.450256,147.604324,1067.485107,860.601074,379.410065,1017.741516,885.739441,237.136551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,808.616638,724.183960,147.548416,761.600769,631.776184,156.114929,694.082703,681.705994,150.089478,1066.249023,860.346313,379.598083,1015.145203,885.675476,237.944397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,805.159546,724.059570,149.309372,757.839111,632.117432,157.569794,690.698120,681.889099,151.671463,1064.652344,860.260193,379.558014,1012.295898,886.230957,238.364243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,801.441833,724.679626,151.210449,754.049438,632.579224,160.064041,687.067566,682.191833,153.464859,1062.355225,860.015320,379.660767,1009.492065,885.774048,239.027695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,797.335571,724.937683,152.322174,750.591492,632.965515,161.428513,682.993408,682.660706,155.634430,1061.069580,859.772278,379.673187,1006.569092,885.588684,239.703156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,793.819031,724.926392,153.662766,747.013611,633.219482,162.950882,679.224121,683.005920,157.277603,1059.103760,859.491089,380.245178,1003.940369,885.599915,239.969467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,790.275330,725.464661,155.136398,742.956665,633.462891,164.920532,675.398193,683.363892,158.907288,1057.110229,859.309326,380.186279,1000.435059,885.919678,241.674881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,786.173889,726.251343,156.761932,739.205261,633.792847,166.075577,671.539612,683.789795,161.036499,1055.266113,859.275391,380.410034,997.720215,885.384399,242.215225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,782.062439,726.365784,158.053497,735.239197,634.238647,167.666473,667.321045,684.218811,162.179733,1052.921387,858.992249,380.962341,994.179688,885.162415,242.846405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,778.358398,726.488464,159.433640,730.959778,634.624573,169.564377,663.474548,684.554138,164.095642,1051.249878,858.646057,380.912842,991.688049,884.965271,243.140427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,774.022095,727.164246,160.771835,726.851074,635.133667,171.424713,659.571472,684.939148,165.910812,1048.957153,858.342712,381.867889,988.581787,884.663940,243.735474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,769.746460,727.905090,162.105286,723.103699,635.594543,172.446442,655.399292,685.426819,167.243835,1047.097290,858.120544,381.673981,985.312073,884.985718,244.972641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,765.815735,728.087158,163.152374,719.123230,635.979126,173.696091,651.235962,685.839783,168.380005,1044.817993,857.826660,382.200562,982.067078,884.956482,245.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,762.034790,728.115173,164.032227,714.525330,636.303162,175.414490,647.068237,686.265137,169.592117,1042.843750,857.619873,382.028717,978.872437,884.606262,246.432037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,757.693604,728.572754,165.793503,710.532349,636.764343,176.371750,642.741577,686.894470,171.117493,1040.515625,857.484314,382.705566,975.424744,884.135803,247.562866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,753.537476,729.110413,166.924530,706.620544,637.184998,177.323303,638.643005,687.536743,172.571152,1038.644897,857.168579,383.013458,971.831726,884.020813,248.448746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,749.442200,729.582458,167.841125,702.123840,637.489746,178.344147,634.516907,688.081177,174.053314,1036.089600,857.054382,383.519928,968.697327,883.920898,249.179443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,745.792786,729.643555,168.743988,697.512329,637.834473,179.334564,629.958557,688.878784,175.745911,1033.820068,856.810974,383.623108,965.258789,883.495422,249.947418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,740.926880,730.056396,169.907623,693.125183,638.483582,180.518494,625.512573,689.431885,177.112457,1031.708618,856.506104,384.305908,961.468872,883.151367,250.830994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,736.273560,730.246033,171.132034,688.989624,638.942200,181.186295,621.151428,689.942688,178.168747,1029.363647,856.131958,384.310028,958.214050,882.565491,251.602936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,732.640869,730.634094,172.242462,684.634460,639.363831,181.705811,617.048584,690.565125,179.231201,1026.896851,855.980591,384.755585,954.531982,882.423645,252.677933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,728.984009,730.708191,172.953720,680.069580,639.631531,182.227173,612.865601,691.291382,180.239685,1024.919800,855.675476,384.959137,950.994080,882.177246,253.463333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,724.373962,731.223022,173.845535,675.525574,640.002319,183.125931,608.586975,691.892639,181.226593,1022.338928,855.353394,385.458282,947.987976,881.415527,253.914780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,720.173889,731.659668,174.443130,671.128174,640.643555,183.701111,604.297058,692.551147,182.135452,1019.963623,855.013855,385.406311,944.173950,881.194214,254.566574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,716.199463,731.801392,175.300064,666.627319,641.072876,184.082489,600.177246,693.248108,182.865234,1017.475769,854.834656,386.269897,940.794556,880.529175,255.732178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,712.159912,732.025696,175.626617,661.943359,641.389648,184.684601,595.805298,693.941589,183.681259,1015.067505,854.379639,386.210480,936.558228,880.517578,256.560730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,707.925964,732.476746,176.143509,657.287292,641.824158,185.275360,591.492859,694.555237,184.729340,1012.476624,854.127441,386.789032,933.301392,880.009827,257.693085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,703.341553,732.805786,176.992279,653.087769,642.256470,185.239365,587.124451,695.224426,185.514450,1010.119019,853.749817,387.050079,930.165710,879.344849,257.706696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,699.056091,733.279724,177.524002,648.724243,642.723389,185.010239,582.811829,695.796753,186.135193,1007.456238,853.473145,387.233551,926.511047,878.440491,258.949066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,695.042603,733.321899,178.041702,644.139465,643.052979,184.937897,578.350708,696.337280,186.725418,1004.776489,853.365417,387.502930,922.673096,878.251282,259.668915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,690.816650,733.671936,178.880371,639.557373,643.420410,184.977493,574.118164,697.011475,187.126846,1002.434387,852.933899,387.897247,918.816589,878.178894,260.877350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,686.436768,734.293579,179.253342,635.148071,643.876282,185.035126,569.819885,697.707458,187.238953,998.884521,852.972595,388.242096,915.709900,877.612122,261.563812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,682.371460,734.886780,179.218140,630.713318,644.356812,184.935791,565.662476,698.486267,187.814972,997.118896,852.403198,388.680328,912.506409,876.799011,261.960266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,678.639099,735.204651,179.580017,626.129456,644.784485,185.010315,561.475403,699.369141,188.291046,994.125000,852.185730,388.804565,908.963440,874.958069,262.425079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,674.147827,735.579285,180.310074,621.639526,645.176941,184.710678,557.049438,700.100037,188.618713,991.857117,851.745117,389.020172,905.439270,875.313721,263.568085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,669.704956,735.887207,180.878799,617.499695,645.753296,184.326859,552.828430,700.994568,188.622772,989.058716,851.394897,389.149872,901.497253,875.567017,264.420868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
