Weight56
Date:,2025/04/23
Time:,10:07:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
112,629.658447,713.153076,171.145462,564.474731,641.094421,134.613434,506.347717,708.280396,143.115829,976.782104,820.555115,458.022247,,,,,,,,,,903.755798,845.579651,286.928192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,625.430908,713.362244,170.438187,561.042603,641.380249,133.455017,502.548096,708.901062,142.695633,974.160706,819.510498,457.691437,,,,,,,,,,900.213745,844.292786,287.056641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,621.627625,713.349304,170.075211,557.530212,641.681702,132.226532,498.796692,709.395020,141.979980,972.261536,818.419617,457.438141,,,,,,,,,,897.054443,842.968933,287.218323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,618.354980,713.658142,169.232773,553.289490,642.139404,131.702911,495.450531,709.950745,140.639389,969.573608,817.705200,457.277985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,615.090820,713.689880,168.124741,549.994324,642.437195,130.409088,492.220215,710.472656,139.001328,967.273315,816.955505,457.284729,,,,,,,,,,,,,890.843872,840.760315,287.822754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,611.575745,713.788635,167.728806,546.666382,642.852783,129.252975,489.117157,710.828674,137.711823,965.172485,815.979187,456.649872,,,,,,,,,,,,,888.191223,839.572815,287.676880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,608.494141,713.880798,166.849228,543.546082,643.042847,128.010056,485.852905,711.286743,137.030777,963.198669,814.825012,456.590607,,,,,,,,,,,,,884.682922,838.621765,288.191650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,605.410034,713.982117,165.941910,540.223267,643.505493,127.251884,482.475098,711.690918,135.917725,961.129211,814.180725,455.974915,,,,,,,,,,,,,881.681702,837.622009,288.708618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,602.340759,714.025391,165.086182,536.949707,643.638184,126.164337,479.492645,712.030823,134.875107,959.098206,813.386841,455.456940,,,,,,,,,,,,,879.170227,836.492188,288.669891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,599.380432,714.042664,164.051224,534.213745,643.863708,124.498314,476.590210,712.466492,133.518997,957.563293,812.525452,455.103455,,,,,,,,,,,,,875.938477,835.545593,288.804016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,596.521606,714.173950,163.329422,531.355591,644.191589,123.588287,474.081390,712.785889,132.315613,955.529724,811.631470,454.587067,,,,,,,,,,,,,873.418579,834.559387,289.320221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,593.896057,714.300964,162.480713,528.465942,644.489014,123.033180,471.226654,712.964539,131.177139,953.260742,810.932983,454.830383,,,,,,,,,,,,,870.725403,833.528625,289.379822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,591.107178,714.308228,161.771088,525.931274,644.540771,121.588356,468.932190,713.343933,129.730438,951.348206,810.254822,454.696594,,,,,,,,,,,,,868.143738,832.424011,289.449921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,588.665527,714.469727,160.686615,522.756714,644.991394,120.832794,,,,949.239319,809.263367,454.331879,,,,,,,,,,,,,866.180725,831.438538,289.053162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,585.725647,714.333679,160.211426,520.868591,645.061462,119.079971,,,,947.996948,808.214294,454.381561,,,,,,,,,,,,,863.620667,830.503113,289.847870,464.157288,713.845886,127.003006,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,583.517944,714.464539,159.386627,518.556519,645.246826,117.893616,,,,945.983093,807.617920,453.982544,,,,,,,,,,,,,861.030090,829.593445,290.023834,461.366943,714.025696,126.478348,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,581.339600,714.573242,158.332489,516.436646,645.315063,116.850815,,,,944.384033,806.986389,453.647736,,,,,,,,,,,,,858.776428,828.575195,289.899445,459.327148,714.278625,125.460167,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,579.189941,714.572571,157.476410,514.366882,645.450317,115.504036,,,,942.617981,806.198608,453.805939,,,,,,,,,,,,,,,,457.436890,714.585266,123.587654,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,577.211975,714.622192,156.484787,511.572296,645.960266,114.444641,,,,941.273926,805.134155,453.173248,,,,,,,,,,,,,,,,455.212555,714.569397,122.568649,854.241760,826.641907,290.633209,,,,,,,,,,,,,,,,,,,,,,,,
131,574.918518,714.564514,155.889969,510.089539,645.884766,113.614616,,,,940.294067,804.570068,452.160278,,,,,,,,,,,,,,,,453.437347,714.793213,121.733177,852.543335,825.730164,290.519623,,,,,,,,,,,,,,,,,,,,,,,,
132,573.129456,714.702820,155.107193,508.566132,645.817627,111.820786,,,,938.673645,803.988159,452.076660,,,,,,,,,,,,,,,,451.530609,715.134277,120.249512,850.889343,824.704895,290.485260,,,,,,,,,,,,,,,,,,,,,,,,
133,571.282349,714.638489,154.343033,506.176605,646.453247,110.529495,,,,936.963867,803.438049,452.111389,,,,,,,,,,,,,,,,449.561829,715.122620,119.279015,849.371826,823.976868,290.148438,,,,,,,,,,,,,,,,,,,,,,,,
134,569.487671,714.626648,153.394363,504.206451,646.793640,109.798729,,,,935.517883,802.577209,451.685516,,,,,,,,,,,,,,,,447.960602,715.467285,118.560997,847.625977,822.925964,290.098511,,,,,,,,,,,,,,,,,,,,,,,,
135,567.776611,714.556946,152.670181,503.119293,646.334961,108.532494,,,,934.130615,801.726074,451.615875,,,,,,,,,,,,,,,,446.436646,715.671143,116.774445,845.782654,822.268066,290.492096,,,,,,,,,,,,,,,,,,,,,,,,
136,566.046692,714.639465,151.736786,501.639618,646.744202,107.302238,,,,,,,,,,,,,,,,,,,,,,444.809845,715.784973,116.058884,843.658813,821.418091,290.767212,,,,,,,,,,,,,,,,,,,,,,,,
137,564.605957,714.524109,150.892044,499.351166,647.329529,106.577324,,,,,,,,,,,,,,,,,,,,,,443.154663,716.045044,115.433929,841.610413,820.849976,290.922394,931.731506,800.739746,450.998383,,,,,,,,,,,,,,,,,,,,,
138,563.292786,714.608032,150.231781,498.032318,647.381348,105.820419,,,,,,,,,,,,,,,,,,,,,,442.082947,716.322021,114.012184,840.925781,819.896057,290.777557,929.965759,799.974243,450.870819,,,,,,,,,,,,,,,,,,,,,
139,561.841370,714.599365,149.323608,496.951996,647.112732,104.332565,,,,,,,,,,,,,,,,,,,,,,440.765503,716.491882,112.686180,839.769104,818.841736,290.286194,928.841248,799.304321,450.762726,,,,,,,,,,,,,,,,,,,,,
140,560.345093,714.613708,148.615189,495.772919,647.293091,103.405876,,,,,,,,,,,,,,,,,,,,,,439.272491,716.592529,112.357140,838.614990,818.139038,289.756348,927.899963,798.652588,450.353882,,,,,,,,,,,,,,,,,,,,,
141,559.233459,714.677307,147.840042,493.993439,647.838440,102.577477,,,,,,,,,,,,,,,,,,,,,,,,,837.288879,817.659424,289.505859,926.382996,798.168274,450.410553,,,,,,,,,,,,,,,,,,,,,
142,558.126099,714.787231,147.131790,492.710052,648.176575,101.938904,,,,,,,,,,,,,,,,,,,,,,,,,835.666504,817.075134,289.849701,925.239380,797.504883,450.286163,437.063629,717.192993,109.898918,,,,,,,,,,,,,,,,,,
143,556.671936,714.682922,146.587204,491.662903,647.852783,101.034683,,,,,,,,,,,,,,,,,,,,,,,,,834.227600,816.416138,289.811005,924.656128,796.901978,449.835022,435.861755,717.409729,109.235023,,,,,,,,,,,,,,,,,,
144,555.232300,714.736023,146.061020,490.535980,647.788208,100.446922,,,,,,,,,,,,,,,,,,,,,,,,,833.005554,815.634094,289.627472,923.913757,796.396790,449.328094,434.582428,717.660889,108.626358,,,,,,,,,,,,,,,,,,
145,554.195923,714.774780,145.392929,489.198944,647.967957,100.055832,,,,,,,,,,,,,,,,,,,,,,,,,831.993408,814.815979,289.444427,922.779358,795.786011,448.584534,433.226471,717.924927,108.016647,,,,,,,,,,,,,,,,,,
146,553.557373,714.797974,144.240005,487.698029,648.487793,99.411545,,,,,,,,,,,,,,,,,,,,,,,,,831.378540,814.143005,289.031891,921.772095,795.258972,448.354401,432.424408,718.349182,106.561073,,,,,,,,,,,,,,,,,,
147,552.518372,714.956909,143.390106,486.830353,648.834290,98.465691,,,,,,,,,,,,,,,,,,,,,,,,,830.978027,813.715698,288.240143,921.120667,794.817261,447.989899,431.730347,718.655090,105.641930,,,,,,,,,,,,,,,,,,
148,551.444824,714.996948,142.932983,485.849121,649.087708,97.323090,,,,,,,,,,,,,,,,,,,,,,,,,830.080200,813.065063,287.648438,920.504333,794.455627,447.407867,430.836548,719.001282,104.737183,,,,,,,,,,,,,,,,,,
149,550.348511,714.912231,142.456268,484.914642,649.002563,96.629784,,,,,,,,,,,,,,,,,,,,,,,,,828.646240,812.453308,287.732117,919.581604,794.109558,447.044067,430.150482,719.364258,103.600502,,,,,,,,,,,,,,,,,,
150,549.493591,715.153687,141.748062,484.513611,648.756104,95.948692,,,,,,,,,,,,,,,,,,,,,,,,,827.329468,811.940735,287.995605,918.381592,793.475769,446.754333,,,,,,,,,,,,,,,,,,,,,
151,548.843506,715.371094,140.878693,483.434845,648.948669,95.213188,,,,,,,,,,,,,,,,,,,,,,,,,826.639404,811.407104,287.890167,917.609497,792.937744,446.584595,,,,428.488007,719.940552,101.851387,,,,,,,,,,,,,,,
152,548.126160,715.485962,140.176666,482.260620,649.312927,94.701935,,,,,,,,,,,,,,,,,,,,,,,,,826.044312,810.990356,287.362823,917.268311,792.444824,446.299896,,,,427.621216,720.176636,100.856651,,,,,,,,,,,,,,,
153,547.316589,715.501343,139.492203,481.091125,649.812866,94.363548,,,,,,,,,,,,,,,,,,,,,,,,,825.162598,810.517944,287.106628,916.499390,792.101013,445.987305,,,,426.762726,720.411926,100.523491,,,,,,,,,,,,,,,
154,546.460754,715.617798,138.915512,480.257355,650.055176,93.595093,,,,,,,,,,,,,,,,,,,,,,,,,824.113464,809.959412,286.921753,915.550781,791.862488,445.747070,,,,426.044800,720.775391,99.553711,,,,,,,,,,,,,,,
155,545.576111,715.627563,138.495377,479.848969,649.910767,92.735901,,,,,,,,,,,,,,,,,,,,,,,,,823.457947,809.528137,286.838013,914.491150,791.561157,445.723450,,,,425.421631,720.893127,98.865639,,,,,,,,,,,,,,,
156,544.909851,715.677551,138.082153,479.376801,649.750610,92.178841,,,,,,,,,,,,,,,,,,,,,,,,,823.085815,809.038879,286.570862,913.637878,791.197876,445.553314,,,,,,,,,,,,,,,,,,,,,
157,544.146606,715.744263,137.546326,478.961578,649.767395,91.679001,,,,,,,,,,,,,,,,,,,,,,,,,822.801147,808.611206,286.130920,913.421387,790.803650,445.097992,,,,,,,424.401764,721.269714,97.534294,,,,,,,,,,,,
158,543.470642,715.688110,137.156372,478.014465,649.934631,91.329712,,,,,,,,,,,,,,,,,,,,,,,,,822.348450,808.210022,285.689697,913.093079,790.536255,444.560455,,,,,,,423.875885,721.523743,96.510338,,,,,,,,,,,,
159,542.838989,715.707336,136.680771,477.077515,650.044434,91.034477,,,,,,,,,,,,,,,,,,,,,,,,,821.797974,807.872986,285.132294,912.754639,790.268982,444.065765,,,,,,,423.371704,721.779480,95.693748,,,,,,,,,,,,
160,542.297119,715.679932,136.084854,476.449005,650.144958,90.619797,,,,,,,,,,,,,,,,,,,,,,,,,820.916382,807.482727,285.127472,912.152649,790.024841,443.364624,,,,,,,422.928040,721.868958,94.992851,,,,,,,,,,,,
161,541.921509,715.818420,135.580887,475.804077,650.649597,89.655518,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.266846,789.555786,443.416473,,,,,,,422.498291,721.873962,94.531082,,,,,,,,,,,,
162,541.798645,715.781189,134.706879,475.155121,650.849182,88.611320,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.646423,789.368652,443.146149,,,,,,,421.657532,722.003784,94.366447,819.804871,807.062683,285.157654,,,,,,,,,
163,541.169189,715.864136,134.228226,474.690857,650.856445,87.934822,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.672180,789.216125,443.285736,,,,,,,420.849884,722.069824,94.392273,819.576721,806.824646,284.705353,,,,,,,,,
164,540.674377,715.956177,133.678665,474.347076,650.794128,87.455048,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.459290,788.940063,443.053589,,,,,,,,,,819.219910,806.704224,284.242188,,,,,,,,,
165,540.357788,715.874939,133.368118,474.072052,650.880371,87.024643,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.156067,788.764832,442.710144,,,,,,,,,,818.882324,806.490845,283.861267,,,,,,,,,
166,540.058716,715.795532,133.118484,473.866333,651.033875,86.476334,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.709045,788.712158,442.461761,,,,,,,,,,818.347961,806.304077,283.584534,,,,,,,,,
167,539.644043,715.662598,132.878174,473.669098,651.010925,85.951645,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.151672,788.675537,442.264130,,,,,,,,,,817.781616,806.141113,283.224976,419.944855,722.145020,91.246346,,,,,,
168,539.201660,715.584778,132.383438,473.367371,650.741028,85.361755,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.782532,788.475769,441.971313,,,,,,,,,,817.226135,805.973328,283.440948,419.421356,722.187256,90.991402,,,,,,
169,538.686401,715.662903,132.005600,473.099304,650.448669,84.773270,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.400940,788.290344,441.659607,,,,,,,,,,816.686096,805.940247,283.226227,419.044189,722.151062,90.718071,,,,,,
170,538.414856,715.653259,131.720856,473.155029,650.356995,84.097939,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.043274,788.112305,441.423615,,,,,,,,,,816.324585,805.768372,283.130035,418.824951,722.163147,90.524231,,,,,,
171,538.172119,715.543823,131.177795,472.988678,650.426086,83.636505,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.388184,788.032959,441.653198,,,,,,,,,,815.921387,805.620056,283.057922,418.394073,722.043091,90.237991,,,,,,
172,537.841614,715.550293,130.828094,472.866791,650.422302,83.322701,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.779297,787.876465,441.762726,,,,,,,,,,815.558167,805.535522,282.946381,418.347992,721.960632,89.477791,,,,,,
173,537.634888,715.483032,130.297638,472.652771,650.439819,82.749474,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.339905,787.666626,441.699371,,,,,,,,,,815.265198,805.502014,282.852600,418.488312,721.936768,88.584076,,,,,,
174,537.477661,715.464355,130.036072,472.508423,650.412659,82.241646,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.003662,787.648743,441.594513,,,,,,,,,,814.935791,805.448425,282.631622,418.364075,721.912781,87.863159,,,,,,
175,537.111572,715.513611,129.815430,472.300201,650.261536,81.653946,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.692566,787.594971,441.431244,,,,,,,,,,814.746094,805.350891,282.421631,418.203644,721.862549,87.234818,,,,,,
176,536.830383,715.473267,129.425797,472.037079,650.232117,81.022438,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.397766,787.512512,441.175781,,,,,,,,,,814.492065,805.262695,282.139648,417.953766,721.799866,86.471024,,,,,,
177,536.561218,715.473816,129.020859,471.996399,650.081116,80.322044,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.183716,787.402710,440.970032,,,,,,,,,,814.259583,805.246521,281.968231,417.863281,721.659424,85.979301,,,,,,
178,536.321838,715.424500,128.727966,471.961365,650.034668,79.949509,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.911560,787.318237,440.766052,,,,,,,,,,814.109680,805.139709,281.731537,417.655579,721.582764,85.800232,,,,,,
179,536.342529,715.473022,128.348709,471.852600,649.905334,79.680290,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.545166,787.246338,440.698242,,,,,,,,,,813.955139,805.120544,281.601624,417.512451,721.478149,85.618401,,,,,,
180,536.260498,715.319092,128.081238,471.829834,649.855713,79.287796,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.045471,787.181580,440.513580,,,,,,,,,,,,,417.440063,721.270752,85.330132,,,,,,
181,536.150574,715.314453,127.862434,471.784332,649.932251,78.890320,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.866211,787.267395,440.326965,,,,,,,,,,,,,417.308807,721.153076,85.134468,813.506165,805.121765,281.468811,,,
182,536.150208,715.222900,127.377861,471.795898,650.071838,78.611374,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.723389,787.191284,440.281769,,,,,,,,,,,,,417.234375,721.050415,84.928665,813.358521,805.249634,281.555908,,,
183,535.995850,715.295593,127.039406,471.874451,649.857117,78.404114,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.480347,787.146057,440.328552,,,,,,,,,,,,,417.193695,720.963257,84.738106,813.153931,805.298096,281.567383,,,
184,536.247375,715.305298,126.369904,472.027924,649.965515,77.914085,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.219482,787.149780,440.326385,,,,,,,,,,,,,417.132965,720.944214,84.651695,812.771667,805.352234,281.572418,,,
185,536.267151,715.350952,126.158035,471.926361,650.119812,77.601105,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.894409,787.139282,440.310486,,,,,,,,,,,,,417.027771,720.877014,84.490494,812.516724,805.391968,281.594360,,,
186,536.197571,715.379761,126.071693,471.904114,650.248413,77.363907,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.758972,787.196045,440.289856,,,,,,,,,,,,,416.949219,720.855225,84.400627,812.303772,805.417480,281.516754,,,
187,536.144043,715.384766,125.969994,471.811920,650.265930,77.176125,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.610962,787.189331,440.260681,,,,,,,,,,,,,416.873322,720.787415,84.297165,812.299988,805.508911,280.940399,,,
188,536.109619,715.398804,125.813553,471.809357,650.198486,76.997093,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.601868,787.378296,439.798828,,,,,,,,,,,,,416.819244,720.859497,84.187912,812.268921,805.544189,280.718201,,,
189,536.081421,715.412903,125.673950,471.637970,650.221436,76.773170,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.675415,787.416992,439.537506,,,,,,,,,,,,,416.818420,720.884949,84.051689,812.006958,805.607239,280.772949,,,
190,536.080627,715.428528,125.551208,471.599243,650.321777,76.639435,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.539307,787.507019,439.418396,,,,,,,,,,,,,416.906189,720.960815,83.900902,811.660034,805.731018,280.868164,,,
191,535.999817,715.384766,125.191154,471.575897,650.348755,76.574684,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.356323,787.523560,439.418060,,,,,,,,,,,,,416.820770,721.153809,83.509033,811.503418,805.758850,280.892212,,,
192,535.963989,715.542419,125.257545,471.463806,650.516846,76.467484,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.176880,787.638550,439.457947,,,,,,,,,,,,,416.881348,721.309021,83.155212,811.458984,805.753784,280.825378,,,
193,535.963135,715.537720,125.036057,471.434082,650.556763,76.371056,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.950439,787.757568,439.417480,,,,,,,,,,,,,416.893707,721.327026,82.944603,811.450134,805.858459,280.743561,,,
194,535.930054,715.542847,124.897308,471.501526,650.510193,76.113716,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.910400,787.795410,439.326660,,,,,,,,,,,,,416.912292,721.442932,82.767067,811.407166,805.881592,280.671997,,,
195,535.949585,715.718201,124.937561,471.532867,650.516113,75.784782,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.907349,787.888977,439.212799,,,,,,,,,,,,,416.907410,721.690979,82.480194,811.458130,805.966553,280.653809,,,
196,535.853516,715.756470,124.863335,471.551666,650.554321,75.708977,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.948120,788.052368,438.976624,,,,,,,,,,,,,416.525787,721.800354,82.295387,811.473145,805.993164,280.566101,,,
197,535.844543,715.855896,124.767250,471.481323,650.719727,75.683510,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.940247,788.200134,438.803589,,,,,,,,,,,,,416.841614,721.924255,82.138741,811.429504,805.990601,280.483765,,,
198,535.815369,716.007568,124.631241,471.426788,650.846863,75.538185,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.935242,788.222107,438.718323,,,,,,,,,,,,,417.091339,721.983276,81.662865,811.409607,805.999207,280.397736,,,
199,535.899414,716.030762,124.588829,471.408722,650.860413,75.339088,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.871338,788.318604,438.667297,,,,,,,,,,,,,417.142792,722.090393,81.565956,811.457642,806.099731,280.378235,,,
200,535.921753,716.110291,124.509224,471.484528,650.883179,75.459648,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.937439,788.356750,438.581512,,,,,,,,,,,,,417.122009,722.191711,81.658607,811.594910,806.279358,279.805939,,,
201,535.955261,716.147156,124.424706,471.426331,650.971130,75.568077,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.876160,788.472778,438.534515,,,,,,,,,,,,,417.020691,722.215698,81.776474,811.755981,806.394043,279.481171,,,
202,535.925842,716.232727,124.328133,471.359253,651.061279,75.543602,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.889343,788.578186,438.458618,,,,,,,,,,,,,417.020844,722.289551,81.801476,811.829102,806.409302,279.376038,,,
203,535.960571,716.274170,124.209854,471.356995,651.077271,75.519646,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.861206,788.609131,438.317963,,,,,,,,,,,,,417.022034,722.318909,81.758698,811.748047,806.540955,279.356018,,,
204,535.902466,716.282410,124.156837,471.318451,651.142151,75.478630,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.824402,788.704468,438.333221,,,,,,,,,,,,,417.032227,722.317688,81.735603,811.885925,806.649292,279.227783,,,
205,535.905518,716.294495,124.163376,471.339142,651.174438,75.495285,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.894287,788.740540,438.300537,,,,,,,,,,,,,417.076721,722.410645,81.706650,811.828552,806.686707,279.157379,,,
206,535.924072,716.288635,124.152229,471.307068,651.165161,75.519928,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.910278,788.834656,438.173187,,,,,,,,,,,,,417.020752,722.426086,81.748917,811.861389,806.816345,279.072510,,,
207,535.894165,716.278687,124.166985,471.296326,651.157471,75.529503,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.942688,788.873962,438.106140,,,,,,,,,,,,,417.018036,722.325684,81.756371,811.795471,806.938599,279.043091,,,
208,535.901001,716.201294,124.149826,471.281372,651.036743,75.316711,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.182800,789.038208,437.849396,,,,,,,,,,,,,417.026764,722.307007,81.746323,811.746033,807.065002,278.960785,,,
209,535.893982,716.169922,124.142601,471.357727,651.033020,75.394417,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.262634,789.148438,437.698395,,,,,,,,,,,,,417.012238,722.326477,81.800987,811.739441,807.183960,278.943573,,,
210,535.881714,716.168396,124.169868,471.352753,650.937988,75.228218,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.072144,789.204468,437.927216,,,,,,,,,,,,,416.998016,722.220093,81.807358,811.677734,807.303284,278.901581,,,
211,535.842041,716.065247,124.169006,471.411377,650.810791,75.085129,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.023926,789.229553,438.020172,,,,,,,,,,,,,417.012909,722.190552,81.757950,811.702148,807.412415,278.905304,,,
212,535.832947,716.083923,124.120522,471.466705,650.793030,74.975784,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.027466,789.334106,438.010193,,,,,,,,,,,,,416.981934,722.012329,81.754189,811.705811,807.549438,278.797974,,,
213,535.831543,715.945129,124.158012,471.593781,650.675415,74.915161,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.036621,789.435242,438.016846,,,,,,,,,,,,,417.044159,721.868530,81.657829,811.707764,807.670349,278.766724,,,
214,535.827209,715.950745,124.094894,471.591492,650.667358,74.803658,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.035278,789.455750,437.946442,,,,,,,,,,,,,417.060120,721.785156,81.656662,811.671509,807.762512,278.842163,,,
215,535.816589,715.871094,124.072853,471.676270,650.572021,74.631065,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.030029,789.554504,437.928986,,,,,,,,,,,,,417.007263,721.575989,81.684090,811.573486,807.823486,278.681183,,,
216,535.872375,715.817749,123.973709,471.779633,650.375916,74.548569,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.010803,789.661255,437.920563,,,,,,,,,,,,,417.084442,721.351685,81.674599,811.539673,807.884766,278.670898,,,
217,535.883545,715.700256,123.952507,471.929230,650.249695,74.319595,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.032898,789.788269,437.942596,,,,,,,,,,,,,417.031372,721.223328,81.652946,811.496582,807.995117,278.734436,,,
218,536.172241,715.568420,123.416641,471.837677,650.789856,73.645462,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.003113,789.904480,437.947815,,,,,,,,,,,,,417.041138,720.907837,81.567017,811.465027,808.121155,278.766846,,,
219,536.099121,715.438904,123.499466,472.179230,650.169373,73.805641,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.990356,790.028687,437.868134,,,,,,,,,,,,,417.024231,720.669189,81.575867,811.325989,808.106323,278.788116,,,
220,536.055359,715.294861,123.554161,472.257355,649.821838,73.878838,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.020691,790.115295,437.843323,,,,,,,,,,,,,416.940491,720.355042,81.652588,811.234131,808.301086,278.837494,,,
221,536.058228,715.158569,123.451508,472.357819,649.656372,73.824142,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.030273,790.119751,437.842621,,,,,,,,,,,,,416.887939,720.061584,82.135918,811.142700,808.347961,278.899323,,,
222,536.127075,715.137085,123.407036,472.417236,649.626221,73.720573,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.028137,790.311890,437.884857,,,,,,,,,,,,,416.527008,719.902161,82.617691,811.449585,808.328857,278.626495,,,
223,536.157593,715.046753,123.338020,472.441193,649.549805,73.659317,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.992188,790.362854,437.816956,,,,,,,,,,,,,416.609375,719.832458,82.678818,811.603760,808.373718,278.441589,,,
224,536.259766,715.092590,123.172058,472.620605,649.526245,73.523781,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.878296,790.448608,437.816833,,,,,,,,,,,,,416.711517,719.846802,82.433586,811.537659,808.380554,278.467712,,,
225,536.112549,715.042786,123.203499,472.661652,649.583130,73.408592,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.873047,790.560303,437.792480,,,,,,,,,,,,,416.602173,719.812195,82.472992,811.446228,808.476074,278.571747,,,
226,536.034790,715.028503,123.331635,472.670685,649.535095,73.463913,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.847534,790.759338,437.840729,,,,,,,,,,,,,416.711029,719.847473,82.394936,811.345154,808.491272,278.596863,,,
227,536.047058,715.121948,123.301949,472.484344,649.635376,73.632126,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.786377,790.900208,437.829346,,,,,,,,,,,,,416.798981,720.027893,81.839638,811.343384,808.557617,278.569366,,,
