Weight60
Date:,2025/04/28
Time:,14:17:02
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
101,677.215820,686.329041,228.837296,616.229187,628.435791,166.560730,559.721375,644.320923,202.369125,992.657043,847.320618,418.566772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,673.388062,686.199158,227.680420,612.288452,628.677246,165.336746,555.681580,644.385864,201.166397,989.903198,846.081360,418.985504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,669.469360,686.194580,226.455215,608.119080,628.056030,164.633759,552.115417,644.625549,199.961777,987.300964,844.735474,418.661133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,665.781921,685.887024,225.701141,604.220337,627.255310,163.359421,548.256531,644.851135,198.939667,983.891846,843.794373,419.026459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,662.282898,685.754639,224.225159,600.885925,627.113281,162.284180,544.493896,644.980591,197.240799,981.575806,842.260193,418.942047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,658.782776,685.570007,223.253128,597.185364,626.853027,160.864197,540.804626,645.311157,196.123688,979.070007,841.084045,419.117920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,655.044006,685.303406,222.215210,593.346497,626.944275,159.711868,537.295166,645.492249,194.793762,976.388062,839.863220,419.126282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,651.401245,685.182678,221.222916,589.591675,627.153442,158.676392,533.854797,645.798706,193.743484,973.402588,838.666809,419.151245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,648.029846,684.973511,220.109787,586.379028,627.481323,157.731781,530.350098,646.190918,192.653687,971.583923,837.156250,419.383942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,644.589661,684.860291,218.800705,583.050781,627.587036,156.836182,526.637146,646.501709,191.424973,968.803162,835.845825,419.065247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,641.333801,684.872803,217.912430,579.529297,627.677429,155.129593,523.356628,646.818481,190.406433,966.256348,834.703552,419.183807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,638.685608,684.800842,216.343719,576.083008,628.053284,153.723511,520.333130,647.013794,188.769379,964.059448,833.285339,419.239105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,635.168518,684.602722,215.459473,573.482666,628.677917,152.566544,517.299500,647.393799,187.303253,961.669556,832.053589,419.270111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,631.872437,684.354675,214.480682,570.164551,629.306763,151.207352,513.933655,647.744812,186.551361,959.802917,830.928589,419.214508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,628.999634,684.060425,213.159348,566.999634,630.045715,150.282547,511.003937,647.956482,185.185059,956.846741,829.869690,419.228333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,626.018066,683.830078,212.392929,563.970093,629.989868,148.695114,507.890900,648.265930,184.119797,955.259766,828.414001,418.966003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,623.358582,683.682800,211.399384,560.963379,629.893921,147.597763,505.086731,648.485107,182.559418,953.708923,827.414368,418.806702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,620.510620,683.599182,210.492996,557.893982,629.450928,146.163589,502.553467,648.653320,181.396774,950.892334,826.457153,418.741272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,617.880554,683.568970,209.760376,555.627136,629.155945,145.423294,499.755463,648.961853,180.696518,949.252991,825.484924,418.560730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,615.153564,683.420471,208.382919,552.548767,628.909302,144.877655,496.895599,649.063354,179.781845,947.442627,824.514709,418.141235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,612.993469,683.306580,207.085419,549.997681,628.983704,144.128448,494.462982,649.277344,178.552444,945.466980,823.594727,417.728210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,610.432007,683.176086,206.351120,547.164734,628.797180,142.873764,491.893646,649.457275,177.762695,943.273499,822.907043,417.958282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,608.166931,683.101501,205.010117,544.969055,628.742310,141.760223,489.529846,649.580994,177.035477,941.623718,821.967773,417.474854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,605.728943,683.063232,204.307236,542.926819,629.238037,140.682312,487.335968,649.755066,175.939056,940.119202,821.098450,417.068451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,603.604431,682.898926,203.884003,540.515137,628.908997,139.302200,,,,938.632141,820.170288,416.883820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,601.270691,682.884888,202.957260,538.225647,629.153809,138.530960,,,,936.381409,819.741699,416.726563,,,,,,,483.191193,649.972778,174.173218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,599.290466,682.812561,201.805573,536.448364,629.632874,137.883316,,,,934.903503,818.756653,416.095947,,,,,,,481.023071,650.166504,173.017014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,597.177368,682.775391,200.967651,533.904114,629.410400,137.206299,,,,933.549988,817.983093,415.757050,,,,,,,478.942780,650.235168,172.103867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,595.238831,682.797607,200.036041,532.157898,629.641785,136.588043,,,,931.972839,817.348938,415.257233,,,,,,,476.878082,650.458496,171.634064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,593.404663,682.849304,199.329315,530.175110,629.715027,135.633789,,,,930.485229,816.728760,415.233704,,,,,,,474.894775,650.658936,171.089066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,591.258179,682.875122,198.383224,527.645203,629.741028,135.450394,,,,928.769348,816.134583,414.989563,,,,,,,472.855255,650.866577,170.201767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,589.656128,683.080627,197.631638,525.866028,629.934509,134.713181,,,,927.407532,815.339783,414.436279,,,,,,,471.089111,651.274475,169.291840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,587.560181,683.200317,197.323593,523.883728,630.130249,133.807816,,,,926.065979,814.661499,414.225922,,,,,,,469.209625,651.730225,168.786896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,585.630615,683.295288,196.676544,522.002380,630.254700,133.091339,,,,924.940491,814.112671,414.140564,,,,,,,467.058105,652.013855,168.628815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,583.997437,683.397339,195.861832,519.899658,630.466614,132.520538,,,,923.624756,813.451843,413.679779,,,,,,,464.996521,652.480042,168.161789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,581.996887,683.689331,195.303970,518.028809,631.012268,132.381744,,,,921.898254,812.712708,413.552948,,,,,,,463.796356,652.783081,167.134003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,580.353638,683.630615,194.905518,516.086914,631.028625,131.400467,,,,920.545166,812.049133,413.003571,,,,,,,461.727936,653.415283,165.835129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,578.663879,683.710144,194.232361,514.193787,631.189148,130.308807,,,,919.309021,811.359924,412.787811,,,,,,,459.823517,653.983215,165.727509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,577.098022,683.904968,193.427902,513.085632,631.553467,129.646378,,,,917.903503,810.807983,412.484192,,,,,,,458.089569,654.424622,165.056885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,575.644104,683.974792,192.359940,511.348267,632.749756,129.145538,,,,916.813171,810.361938,412.288452,,,,,,,456.428802,654.901489,164.630234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,574.052063,684.150513,191.749847,509.399872,632.711670,128.861771,,,,915.771667,809.630310,412.323853,,,,,,,454.682526,655.251404,163.854019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,572.510315,684.241272,191.274857,507.612030,632.572754,128.068466,,,,914.048462,808.828186,411.839386,,,,,,,453.446777,655.543884,162.706039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,571.062500,684.314880,190.579758,506.069366,633.146484,127.130707,,,,912.925415,808.328430,411.408447,,,,,,,452.045746,655.986755,162.088898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,569.739685,684.412109,189.872253,504.765503,633.573425,126.386627,,,,911.981628,807.925293,411.329742,,,,,,,450.371857,656.348755,161.606964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,568.037842,684.547791,189.284424,503.388031,633.813965,126.115036,,,,910.551880,807.573242,411.276123,,,,,,,448.770996,656.564636,161.206009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,566.803223,684.599304,188.976303,502.084320,634.483398,125.790207,,,,909.667542,807.042725,410.943298,,,,,,,447.309265,656.771301,160.384033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,565.489075,684.718140,188.490280,500.614471,634.521790,124.885521,,,,908.696655,806.566772,410.759583,,,,,,,446.055756,657.053406,159.643661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,564.051392,684.842468,188.192062,499.515289,634.623657,124.253754,,,,907.689270,805.877014,410.761536,,,,,,,445.107666,657.249512,158.948822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,562.916504,684.891663,187.740463,498.246613,635.215454,123.314430,,,,906.247925,805.364868,410.148132,,,,,,,443.780609,657.402039,158.194641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,561.638794,684.858948,186.872803,496.857208,635.256592,122.280006,,,,905.084778,805.158447,410.031647,,,,,,,442.183136,657.569763,158.160248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,560.619019,684.810852,186.525299,496.071472,635.684814,121.679832,,,,903.976685,804.907898,409.799622,,,,,,,440.829102,657.735352,157.876328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,559.410583,684.919434,185.902084,494.707703,635.808838,120.997330,,,,902.988342,804.809570,409.525879,,,,,,,440.008484,657.801819,156.736588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,558.114563,685.027283,185.180527,493.421814,636.095459,119.916901,,,,902.257813,804.390808,409.564514,,,,,,,439.276489,657.838196,155.555710,802.277954,815.646790,292.413269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,557.323181,685.018372,184.841431,492.341858,636.373962,119.060692,,,,901.572205,803.882996,409.428497,,,,,,,437.947540,658.109802,155.202652,800.888367,815.218750,292.460876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,556.403809,684.976563,184.419617,491.557037,636.741699,118.474358,,,,900.693970,803.574951,409.030701,,,,,,,436.701385,658.168579,154.653717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,555.262512,685.080750,183.249924,490.915436,637.297424,118.019249,,,,899.594788,803.297363,408.969177,,,,,,,435.871124,658.143433,154.103210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,554.372803,685.178711,182.909409,489.666107,637.569458,117.193642,,,,898.602905,802.941772,408.838989,,,,,,,434.812592,658.454163,153.256775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,553.355408,685.198914,182.528534,488.729736,638.259949,116.384048,,,,898.005127,802.560852,408.762939,,,,,,,434.117218,658.491943,152.266647,,,,797.365479,814.094971,292.686249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,552.276733,685.424194,182.117065,488.031067,638.412964,115.549637,,,,897.395996,802.262146,408.692871,,,,,,,433.208679,658.703125,151.496948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,551.393860,685.625061,181.952682,487.201477,638.485718,114.817741,,,,896.653931,801.907349,408.512817,,,,,,,432.124146,659.013977,150.869293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,550.562561,685.999756,181.881226,486.505249,638.970032,114.183632,,,,895.901367,801.703918,408.281769,,,,,,,431.283447,659.187500,150.292038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,549.343323,686.146240,181.460587,485.608002,639.732544,113.799934,,,,894.850281,801.526306,407.981964,,,,,,,430.222015,659.393372,149.932785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,548.373352,686.304810,180.995712,484.800781,640.615540,113.241547,,,,894.022766,801.278809,407.980927,,,,,,,428.982513,659.677612,149.229904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,547.612183,686.477905,180.751511,484.185699,640.615662,112.997215,,,,893.350098,800.910645,408.030609,,,,,,,428.396332,660.183960,148.875427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,546.682007,686.702209,180.322998,483.815979,640.158081,113.174309,,,,892.945862,800.624512,408.094543,,,,,,,427.697693,660.597168,148.054184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,545.638245,686.894348,179.778290,482.739227,640.037292,112.685760,,,,892.242615,800.329102,407.819489,,,,,,,426.939789,661.195007,147.138702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,544.757751,687.213379,179.374756,481.677032,640.363770,111.944153,,,,891.573120,799.984253,407.365631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,544.332947,687.486572,179.061340,480.929352,640.003723,111.675354,,,,891.012878,799.791809,407.122894,,,,,,,,,,,,,,,,789.428284,811.291382,291.536346,425.142792,662.107239,147.309097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,543.747070,687.767151,178.625870,479.770752,640.458435,111.227608,,,,890.388184,799.680664,406.699127,,,,,,,,,,,,,,,,787.952087,811.222778,292.366638,424.014648,662.508423,146.897446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,543.085815,687.939026,178.354111,479.079926,641.066040,110.796738,,,,889.811951,799.325684,406.627014,,,,,,,,,,,,,,,,786.933533,811.232300,292.299255,423.397736,662.875366,146.214462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,542.222961,688.195190,177.817078,478.605865,641.393433,110.669456,,,,889.401611,799.087891,406.477783,,,,,,,,,,,,,,,,786.471558,811.017822,291.786652,423.053986,663.166809,145.596420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,541.504578,688.377625,177.836456,477.500366,641.235107,110.390472,,,,888.840637,798.909058,406.205444,,,,,,,,,,,,,,,,786.109070,810.842163,291.045746,422.583466,663.275513,145.287125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,540.971008,688.383240,177.429428,476.934387,641.435181,110.032234,,,,888.185364,798.893738,405.875977,,,,,,,,,,,,,,,,,,,421.925903,663.474304,144.611130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,540.289917,688.409485,176.890625,476.568848,641.944153,109.502663,,,,887.697876,798.810242,405.572937,,,,,,,,,,,,,,,,,,,421.134216,663.619141,144.079330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,539.649780,688.568970,176.500565,476.341888,642.397705,109.022316,,,,887.261780,798.839722,405.063721,,,,,,,,,,,,,,,,,,,420.791199,663.742249,143.530960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,539.189941,688.639526,175.965576,475.742493,642.216736,108.484055,,,,886.888245,798.832764,404.851288,,,,,,,,,,,,,,,,,,,420.384888,663.736267,143.056839,785.209900,809.995789,289.907257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,538.887451,688.763428,175.623871,475.412933,642.049927,108.057777,,,,886.431458,798.817444,404.787018,,,,,,,,,,,,,,,,,,,419.905396,663.674072,142.649765,784.326538,809.821472,289.889313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,538.554993,688.796265,175.362534,475.248230,642.036499,107.509674,,,,886.100586,798.832764,404.767761,,,,,,,,,,,,,,,,,,,419.427155,663.599426,142.233200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,538.175781,688.852295,175.149429,475.128296,642.018555,106.729393,,,,885.777100,798.799866,404.543488,,,,,,,,,,,,,,,,,,,419.066986,663.523254,141.524765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,537.613525,688.949219,174.648087,475.059631,641.977478,106.182503,,,,885.348328,798.767883,404.303070,,,,,,,,,,,,,,,,,,,418.684326,663.396301,141.005600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,537.082825,689.049500,174.293991,475.033936,642.044678,105.750320,,,,884.789856,798.773560,404.018921,,,,,,,,,,,,,,,,,,,418.537323,663.194214,140.510086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,536.672668,689.114929,173.880890,475.002075,641.955139,105.319237,,,,884.464661,798.805237,403.786926,,,,,,,,,,,,,,,,,,,418.332947,662.991333,139.979950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,536.397339,689.251465,173.537064,475.009430,641.893188,104.760376,,,,884.109375,798.740784,403.610077,,,,,,,,,,,,,,,,,,,418.089386,662.799072,139.423111,,,,782.213989,809.337708,289.024353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,536.235107,689.314087,173.425079,475.025330,641.922485,104.377647,,,,883.824280,798.698853,403.423828,,,,,,,,,,,,,,,,,,,417.898834,662.769897,138.954163,,,,781.631958,809.415100,288.986725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,535.979492,689.298706,173.265335,474.980560,641.933228,104.172424,,,,883.505859,798.723083,403.307129,,,,,,,,,,,,,,,,,,,417.539795,662.678589,138.194565,,,,781.059509,809.419373,288.885162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,535.818359,689.286682,173.079071,474.928955,641.814392,103.965355,,,,883.218201,798.720947,403.238800,,,,,,,,,,,,,,,,,,,417.490662,662.668884,137.755890,,,,780.710693,809.336548,288.814972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,535.589294,689.148438,172.948685,474.875427,641.791687,103.690170,,,,882.959534,798.715759,403.172302,,,,,,,,,,,,,,,,,,,417.074310,662.675049,137.397446,,,,780.359741,809.258911,288.789459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,535.141846,689.074341,172.519775,474.787262,641.717285,103.391518,,,,882.646545,798.668762,402.983154,,,,,,,,,,,,,,,,,,,416.800781,662.597656,137.167603,,,,780.068176,809.158936,288.713837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,534.872498,688.994690,172.076645,474.667999,640.878723,103.194672,,,,882.527527,798.635193,402.887756,,,,,,,,,,,,,,,,,,,416.546997,662.523315,136.840027,,,,779.599243,809.051697,288.317383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,534.607483,688.924927,171.763306,474.615509,640.961975,102.981644,,,,882.355286,798.593872,402.730225,,,,,,,,,,,,,,,,,,,416.458710,662.496765,136.361252,,,,779.327209,808.921692,288.156952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,534.384827,688.754944,171.418625,474.574829,641.180298,102.698189,,,,882.237427,798.641113,402.660095,,,,,,,,,,,,,,,,,,,416.471863,662.324158,135.618393,,,,778.988708,808.680420,288.352722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,534.218750,688.554382,170.980576,474.106018,640.949585,102.136948,,,,882.051697,798.709839,402.276794,,,,,,,,,,,,,,,,,,,416.448425,662.240540,135.133850,,,,778.661682,808.544861,288.437958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,534.157715,688.413391,170.735107,473.896851,640.645264,101.845589,,,,881.734070,798.663147,401.925751,,,,,,,,,,,,,,,,,,,416.334991,662.170044,134.798584,,,,778.480103,808.405762,288.099731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,534.146484,688.202087,170.568420,473.959045,640.777588,101.610405,,,,881.602783,798.660583,401.669067,,,,,,,,,,,,,,,,,,,416.281067,661.977173,134.413940,,,,778.528320,808.318054,287.832275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,534.137390,688.043213,170.275391,473.950043,640.530884,100.873741,,,,881.260376,798.730286,401.492096,,,,,,,,,,,,,,,,,,,416.257416,661.680542,133.779892,,,,778.559753,808.172607,287.639496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,534.154236,687.884644,169.851471,473.895660,640.205383,100.246025,,,,881.372314,798.627258,401.260834,,,,,,,,,,,,,,,,,,,416.242737,661.406677,133.321609,,,,778.954163,808.042480,287.306702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,534.364502,687.698303,169.272522,473.650940,639.782776,99.806122,,,,881.404724,798.691895,401.107513,,,,,,,,,,,,,,,,,,,416.226990,661.205811,132.989822,,,,778.824097,807.796814,287.043488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,534.361633,687.517883,168.910583,473.813324,639.616760,99.392319,,,,881.259094,798.711914,400.960114,,,,,,,,,,,,,,,,,,,416.210083,661.003174,132.684448,,,,778.629578,807.784851,286.911346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,534.383362,687.314453,168.668137,473.961243,639.430176,98.846024,,,,881.127563,798.683411,400.763092,,,,,,,,,,,,,,,,,,,416.343842,660.781738,132.138855,,,,778.453369,807.742310,286.752930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,534.390137,687.096924,168.305298,474.112152,639.194702,98.142159,,,,881.111755,798.686340,400.627472,,,,,,,,,,,,,,,,,,,416.588318,660.445068,131.297516,,,,778.352539,807.651062,286.530426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,534.421265,686.794678,167.956070,474.533783,639.404541,97.884247,,,,881.122803,798.695557,400.535065,,,,,,,,,,,,,,,,,,,416.706085,660.160828,130.764328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,534.362610,686.501587,167.535675,474.776978,639.414185,97.629074,,,,881.015259,798.702759,400.350098,,,,,,,,,,,,,,,,,,,416.746185,659.952637,130.448761,,,,,,,778.372192,807.427002,285.977356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,534.415222,686.331787,167.212662,474.969971,639.262695,97.307114,,,,881.166260,798.631226,400.204498,,,,,,,,,,,,,,,,,,,416.655304,659.677856,130.149521,,,,,,,778.323608,807.321472,285.851929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,534.430176,686.061279,167.035782,475.268921,639.038086,96.993011,,,,881.223755,798.610413,400.134247,,,,,,,,,,,,,,,,,,,416.713257,659.340210,129.883255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,534.446167,685.921082,166.720795,475.506866,638.775269,96.601913,,,,881.202087,798.603943,400.085114,,,,,,,,,,,,,,,,,,,417.005829,659.165100,129.452209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,534.537659,685.783569,166.440674,475.748413,638.503662,95.837044,,,,881.152161,798.605591,399.929138,,,,,,,,,,,,,,,,,,,417.287811,658.999512,128.582672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,534.683960,685.597717,165.600235,476.173218,638.351807,94.863281,,,,881.167419,798.654785,399.817566,,,,,,,,,,,,,,,,,,,417.443817,658.881592,127.318710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,534.973450,685.420898,164.828323,476.028564,638.094116,93.724609,,,,881.067505,798.689514,399.767181,,,,,,,,,,,,,,,,,,,417.600403,658.732422,126.513107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
