Weight09
Date:,2025/04/15
Time:,13:43:38
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,851.084961,738.404358,108.687897,953.720276,955.153015,257.444855,941.265991,891.691040,414.745972,839.889404,642.618225,92.160568,761.802795,658.932434,97.079697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,851.060303,738.403809,108.696907,,,,940.989197,891.612427,414.862762,839.868530,642.617554,92.157593,761.876038,659.102417,96.805412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,851.068298,738.409058,108.692833,,,,941.702820,891.882935,414.688202,839.936646,642.641907,92.135712,761.962952,659.185730,96.647804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,851.071167,738.397644,108.692589,,,,941.271362,891.691162,414.779388,839.855042,642.583069,92.166634,761.959229,659.190186,96.691093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,851.089233,738.399292,108.683632,,,,940.950562,891.630432,414.886108,839.854248,642.558350,92.188324,761.897705,658.998291,96.936119,953.650085,955.163513,257.364960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,851.077637,738.395325,108.687531,,,,940.887207,891.631653,414.857086,839.957581,642.562805,92.157539,761.824524,658.922791,97.063042,953.622192,955.172485,257.381897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,851.087891,738.400085,108.684090,,,,940.964966,891.653503,414.828644,839.974121,642.620667,92.138832,761.749634,658.942383,97.141289,953.638184,955.237122,257.406860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,851.071167,738.419678,108.710052,,,,940.965698,891.676025,414.810242,839.976196,642.663391,92.146873,761.767578,658.941101,97.058624,953.674866,955.254883,257.471497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,851.050415,738.408386,108.706932,,,,940.975525,891.659912,414.749329,839.947021,642.652100,92.101265,761.799072,658.958008,97.036705,953.631531,955.255310,257.433136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,851.080688,738.401428,108.689186,,,,940.959534,891.659790,414.727997,839.936401,642.638367,92.087730,761.872986,659.096375,96.822212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,851.065552,738.401428,108.690247,,,,940.998291,891.747986,414.791534,839.887268,642.621521,92.097198,761.870117,659.018311,96.927299,,,,953.555359,955.305786,257.404724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,851.011597,738.496033,108.713066,,,,940.894775,891.760193,414.793884,839.922241,642.610657,92.107956,761.787537,658.964844,97.091515,,,,953.542419,955.276428,257.459564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,851.021973,738.533325,108.654701,,,,940.819885,891.736816,414.817383,839.892944,642.600403,92.113617,761.820801,659.064697,96.906380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,851.004639,738.541931,108.662163,,,,940.862000,891.727478,414.842957,839.882263,642.585144,92.075821,761.841003,659.001465,96.964195,,,,,,,953.536194,955.373047,257.491577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,851.012634,738.505310,108.687790,,,,940.868591,891.728394,414.827484,839.968445,642.668274,92.069420,761.787354,658.964844,97.089851,,,,,,,953.363525,955.376709,257.507202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,850.986511,738.513184,108.667931,,,,940.837280,891.781555,414.780853,839.909973,642.687073,92.070114,761.819580,659.053284,96.922348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,850.970215,738.510925,108.657402,,,,940.884155,891.770813,414.823517,839.978760,642.767273,92.068909,761.836853,658.996887,96.972839,,,,,,,,,,953.358032,955.396973,257.460724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,851.013550,738.512207,108.691971,,,,940.816528,891.780212,414.824646,840.011475,642.835632,92.042450,761.817566,658.950989,96.999146,,,,,,,,,,953.358032,955.396973,257.460724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,850.990967,738.518433,108.667953,,,,940.846863,891.772034,414.829590,839.958252,642.778015,92.027145,761.844177,658.953857,96.993858,,,,,,,,,,953.325378,955.409851,257.477844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,851.013428,738.518982,108.645752,,,,940.848450,891.836182,414.820221,839.973999,642.748962,92.033821,761.864075,659.068115,96.862061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,850.995056,738.518921,108.650093,,,,940.817871,891.864807,414.792816,839.998901,642.608643,92.051430,761.895203,659.109802,96.795776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,850.982666,738.519897,108.660355,,,,940.791016,891.862854,414.869293,840.039795,642.549133,92.119530,761.852844,659.001221,96.959816,,,,,,,,,,,,,953.134155,955.511902,257.471832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,850.980347,738.520386,108.663910,,,,940.798462,891.860962,414.813660,840.051880,642.518433,92.103241,761.788513,658.945984,97.069283,,,,,,,,,,,,,953.196411,955.528503,257.487854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,850.981934,738.520203,108.662735,,,,940.734314,891.862427,414.821716,840.011047,642.587891,92.014885,761.767822,658.941162,97.089653,,,,,,,,,,,,,953.224609,955.523865,257.476074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,850.983276,738.520020,108.661201,,,,940.781006,891.876709,414.779846,839.991821,642.722778,91.983795,761.779541,658.950928,97.070305,,,,,,,,,,,,,952.685547,955.657776,257.746613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,850.997742,738.589722,108.675911,,,,940.748291,891.875977,414.785675,839.987671,642.810486,91.948814,761.793640,658.957947,97.052002,,,,,,,,,,,,,952.413696,955.806824,257.935699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,850.953064,738.620300,108.652054,,,,940.752625,891.882080,414.764618,840.046387,642.832886,91.889534,761.798340,658.959656,97.046440,,,,,,,,,,,,,952.361267,955.812744,257.977814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,850.976318,738.593994,108.648994,,,,940.774841,891.951233,414.813568,840.061157,642.760071,91.899933,761.796692,658.958740,97.048630,,,,,,,,,,,,,952.455322,955.820129,257.886719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,850.937561,738.603943,108.653961,,,,940.704956,891.961609,414.854858,840.012573,642.721985,91.930496,761.794250,658.957642,97.051735,,,,,,,,,,,,,952.391418,955.851563,257.927002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,850.919006,738.611145,108.664360,,,,940.613708,891.956604,414.901306,840.036438,642.649231,91.966888,761.793274,658.957214,97.052986,,,,,,,,,,,,,952.243958,955.844910,257.939453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,850.954285,738.621765,108.647629,,,,940.651611,891.942932,414.911133,840.102905,642.610657,92.040382,761.793396,658.957275,97.052803,,,,,,,,,,,,,952.268860,955.800232,257.947876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,850.936096,738.611938,108.652260,,,,940.643738,891.960632,414.867828,840.073547,642.563232,92.028412,761.816956,659.049194,97.025955,,,,,,,,,,,,,952.286865,955.814087,257.909271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,850.962402,738.599915,108.610382,,,,940.617554,891.956848,414.892303,840.049316,642.572449,92.056938,761.822510,658.979370,96.986664,,,,,,,,,,,,,952.206482,955.938782,257.966431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,850.990112,738.611755,108.640930,,,,940.615601,891.964966,414.873444,840.128845,642.604675,92.068466,761.787659,658.963135,97.077538,,,,,,,,,,,,,952.109985,955.966858,257.955597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,850.986511,738.616638,108.658836,,,,940.552063,891.948975,414.757935,840.078430,642.620850,92.050499,761.775391,658.950134,97.082336,,,,,,,,,,,,,952.074158,955.982178,257.928101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,850.994873,738.604797,108.705338,,,,940.624268,891.971191,414.811493,840.002258,642.692139,92.015465,761.784607,658.952454,97.063675,,,,,,,,,,,,,952.081665,955.981934,257.918976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,850.953308,738.622742,108.673317,,,,940.635559,892.055786,414.805664,840.021484,642.714844,92.039886,761.796692,659.056152,97.074203,,,,,,,,,,,,,952.089966,955.980347,257.916718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,850.947815,738.615356,108.638680,,,,940.505188,892.056335,414.766632,840.006226,642.717957,91.961220,761.762329,658.990295,96.958206,,,,,,,,,,,,,951.974121,956.023804,257.980530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,850.993713,738.603088,108.694588,,,,940.445251,892.038269,414.805359,840.046326,642.768433,91.958595,761.824036,659.051758,96.986610,,,,,,,,,,,,,951.868530,956.135376,258.052246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,851.002747,738.616516,108.696716,,,,940.372009,892.061707,414.756317,840.014160,642.779480,91.917313,761.841064,659.074707,97.002449,,,,,,,,,,,,,951.821777,956.125305,258.026031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,851.007996,738.614319,108.709000,,,,940.380920,892.041626,414.762146,840.143555,642.821472,91.912941,761.812195,658.979980,97.032768,,,,,,,,,,,,,951.796509,956.124451,258.018555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,850.950439,738.700195,108.656647,,,,940.390381,892.036255,414.764618,840.141968,642.753906,91.917488,761.799683,658.939819,97.016907,,,,,,,,,,,,,951.765808,956.159485,257.958069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,850.911377,738.721008,108.665283,,,,940.373047,892.042969,414.771973,840.118774,642.662598,91.954765,761.785583,658.951538,97.051956,,,,,,,,,,,,,951.732605,956.242920,258.012054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,850.907593,738.723083,108.646103,,,,940.409424,892.133240,414.769836,840.151245,642.653564,91.967842,761.809937,659.048035,97.035423,,,,,,,,,,,,,951.740479,956.253479,257.943939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,850.910400,738.723694,108.645050,,,,940.390503,892.153381,414.754700,840.166870,642.692322,91.950974,761.809082,658.985779,97.033173,,,,,,,,,,,,,951.801514,956.289795,257.880920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,850.835144,738.725037,108.595337,,,,940.341736,892.158142,414.729218,840.126221,642.682678,91.949402,761.836487,658.944580,97.027283,,,,,,,,,,,,,951.675659,956.367371,257.949615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,850.872864,738.742554,108.666977,,,,940.302246,892.146667,414.793060,840.149170,642.713196,91.936821,761.807983,658.953064,97.041016,,,,,,,,,,,,,951.520325,956.398621,257.968384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,850.872559,738.715698,108.674675,,,,940.309814,892.117859,414.825317,840.177307,642.787598,91.934845,761.814331,659.049316,97.027565,,,,,,,,,,,,,951.450500,956.381104,257.992126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,850.875732,738.720703,108.683250,,,,940.297791,892.140381,414.809601,840.170166,642.810852,91.896858,761.817688,658.978882,96.991669,,,,,,,,,,,,,951.451233,956.373718,257.994812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,850.879395,738.747559,108.638420,,,,940.214905,892.137024,414.798798,840.162598,642.811035,91.882782,761.817078,658.948486,96.988564,,,,,,,,,,,,,951.411499,956.372314,257.936493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,850.863037,738.745361,108.708054,,,,940.164612,892.167542,414.713409,840.121033,642.735535,91.916954,761.803162,658.955383,97.036835,,,,,,,,,,,,,951.432434,956.457153,257.953461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,850.859375,738.729797,108.689911,,,,940.154419,892.157532,414.728241,840.148132,642.706055,91.940163,761.790100,658.956665,97.059731,,,,,,,,,,,,,951.524963,956.473328,257.922852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,850.823181,738.724854,108.605186,,,,940.184021,892.153198,414.776306,840.165222,642.711792,91.940254,761.788025,658.955872,97.060501,,,,,,,,,,,,,951.457886,956.440735,257.900482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,850.820923,738.746094,108.616295,,,,940.146301,892.155090,414.737946,840.166382,642.736816,91.926399,761.791565,658.956604,97.055031,,,,,,,,,,,,,951.433960,956.494873,257.864655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,850.848389,738.752441,108.604477,,,,939.958252,892.204163,414.756836,840.119812,642.826172,91.888100,761.747375,658.970276,97.001686,,,,,,,,,,,,,951.385498,956.501587,257.842163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,850.873291,738.756836,108.699532,,,,939.994385,892.262268,414.751312,840.146301,642.854004,91.864792,761.798584,658.956238,96.994781,,,,,,,,,,,,,951.383667,956.537231,257.919128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,850.862793,738.758057,108.733818,,,,940.010864,892.259277,414.798676,840.204407,642.833252,91.824081,761.788635,658.966492,97.083153,,,,,,,,,,,,,951.363098,956.590393,257.989441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,850.845703,738.743713,108.720970,,,,939.957275,892.257263,414.850952,840.279724,642.895020,91.771690,761.780518,658.954773,97.079361,,,,,,,,,,,,,951.240356,956.557007,257.943176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,850.877014,738.738098,108.698555,,,,939.871216,892.265076,414.828308,840.196533,642.898926,91.822891,761.798096,658.947021,97.018295,,,,,,,,,,,,,951.244995,956.520935,257.963470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,850.844482,738.734009,108.709152,,,,939.883728,892.258118,414.813049,840.153503,642.842896,91.873611,761.816772,658.952576,96.988098,,,,,,,,,,,,,951.388977,956.533142,257.960693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,850.825500,738.735535,108.724167,,,,939.824585,892.283997,414.836029,840.153320,642.774902,91.908928,761.820740,658.955688,96.985611,,,,,,,,,,,,,951.303040,956.568359,257.912933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,850.758057,738.745728,108.679237,,,,939.705750,892.327759,414.839508,840.213928,642.717285,91.884544,761.805908,658.961365,97.033844,,,,,,,,,,,,,951.249756,956.644348,257.926605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,850.820557,738.754028,108.730270,,,,939.617554,892.323730,414.834717,840.172363,642.712524,91.872978,761.778259,658.858826,97.043388,,,,,,,,,,,,,951.179382,956.668518,257.931824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,850.820679,738.746948,108.753510,,,,939.587219,892.325745,414.844727,840.207947,642.752258,91.906029,761.768311,658.829834,97.049484,,,,,,,,,,,,,951.111084,956.758667,257.933807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,850.891602,738.729248,108.771675,,,,939.566284,892.386719,414.571045,840.177124,642.774353,91.911873,761.785278,658.842346,97.112732,,,,,,,,,,,,,950.972351,956.854309,258.034149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,850.838013,738.643066,108.775414,,,,939.541809,892.479797,414.566376,840.119568,642.718811,91.932610,761.809570,658.831726,97.055191,,,,,,,,,,,,,950.737366,956.829041,258.191711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,850.870728,738.626526,108.847092,,,,939.475525,892.480957,414.532104,840.106812,642.626587,91.923988,761.794006,658.753601,97.083595,,,,,,,,,,,,,950.490601,956.933289,258.215973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,850.856018,738.615417,108.847031,,,,939.468933,892.409363,414.555145,840.110901,642.587524,91.982025,761.807068,658.714417,97.093658,,,,,,,,,,,,,950.383728,957.062134,258.382813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,850.869385,738.575256,108.937347,,,,939.430054,892.492920,414.506042,840.019958,642.627258,91.991013,761.817810,658.717407,97.095100,,,,,,,,,,,,,950.164063,957.260864,258.538422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,850.920837,738.552673,109.010002,,,,939.290222,892.466125,414.401337,840.022278,642.662537,92.063446,761.832031,658.717224,97.047401,,,,,,,,,,,,,949.975891,957.422729,258.658173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,850.867126,738.544678,109.119148,,,,939.270325,892.529541,414.335815,840.039368,642.651855,92.093178,761.805298,658.727844,97.036522,,,,,,,,,,,,,949.849304,957.564575,258.756500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,850.941406,738.534485,109.263123,,,,939.207397,892.582092,414.324524,839.998962,642.574097,92.167587,761.769470,658.637268,97.080315,,,,,,,,,,,,,949.843567,957.789368,258.842133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,850.883545,738.405945,109.464668,,,,939.123840,892.592896,414.299316,839.957458,642.565247,92.181030,761.789368,658.933228,96.687370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,850.808044,738.335999,109.724373,,,,938.992859,892.595215,414.259613,839.965698,642.626953,92.315269,761.920166,658.632080,96.942551,,,,,,,,,,,,,,,,950.086548,958.045166,259.044983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,850.651489,738.275024,110.079498,,,,938.919250,892.603027,414.230255,839.963318,642.651794,92.353271,761.838501,658.552734,97.025345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,850.418701,738.247131,110.447807,,,,938.760315,892.657471,414.168671,839.983276,642.700195,92.405273,761.797180,658.386780,97.257782,,,,,,,,,,,,,,,,,,,949.703430,958.354492,259.511261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,850.324402,738.256470,110.869476,,,,938.612976,892.736938,414.152893,839.900818,642.653931,92.438217,761.815552,658.264526,97.342674,,,,,,,,,,,,,,,,,,,949.816467,958.841553,259.208557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,850.222595,738.254333,111.110405,,,,938.570923,892.675781,414.068237,839.860962,642.612610,92.550049,761.776367,658.162842,97.444000,,,,,,,,,,,,,,,,,,,949.745728,958.751953,259.500702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,850.211670,738.316833,111.321449,,,,938.497864,892.686401,413.990540,839.899719,642.602417,92.737419,761.792236,658.028564,97.399414,,,,,,,,,,,,,,,,,,,949.515991,958.959351,259.649597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,850.033325,738.290283,111.548180,,,,938.272034,892.728271,413.948456,839.915100,642.575439,92.847115,761.843567,658.012146,97.429062,,,,,,,,,,,,,,,,,,,949.157959,959.281616,259.650146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,849.848877,738.361084,112.014931,,,,938.103333,892.731873,413.994232,839.861572,642.622498,92.885513,761.770081,657.920410,97.477859,,,,,,,,,,,,,,,,,,,949.268188,959.552734,259.590637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,849.591492,738.406799,112.396622,,,,937.974792,892.735779,413.966217,839.936279,642.890930,92.958687,761.994080,658.028259,97.513496,,,,,,,,,,,,,,,,,,,949.277893,959.714111,259.591431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,849.433105,738.370667,112.723389,,,,937.826233,892.774048,413.899750,839.786743,642.950256,92.954277,762.050659,657.807983,97.409271,,,,,,,,,,,,,,,,,,,949.285583,959.907471,259.645691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,849.351196,738.271851,112.753372,,,,937.739685,892.736206,413.801453,839.674744,642.862793,93.119614,761.851990,657.705139,97.788795,,,,,,,,,,,,,,,,,,,949.238892,960.036743,259.709259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,849.414490,738.323303,112.744247,,,,937.649231,892.617065,413.700104,839.658447,642.697815,93.292755,761.978333,657.665344,97.882858,,,,,,,,,,,,,,,,,,,949.199341,960.253845,259.828522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,849.496094,738.301147,112.873604,,,,937.871277,892.578979,413.507690,839.635193,642.627869,93.449173,761.985352,657.591125,97.930565,,,,,,,,,,,,,,,,,,,949.188843,960.505981,259.877136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,849.484619,738.262085,113.127029,,,,937.953796,892.595825,413.178223,839.630066,642.686584,93.737961,761.942871,657.494690,97.990089,,,,,,,,,,,,,,,,,,,949.068420,960.672424,259.969910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
