Zigzag13;;;;;;;;;
Date:;2025/04/16;;;;;;;;
Time:;11:06:11;;;;;;;;
Type:;test;;;;;;;;
Description:;"";;;;;;;;
Notes:;"";;;;;;;;
TRAJECTORIES;;;;;;;;;
200.000000;Hz;;;;;;;;
;*1;;;*2;;;*3;;
149;874.924744;186.764023;29.228949;;;;;;
150;874.358704;187.102432;29.529833;;;;;;
151;873.642395;187.901199;29.086348;;;;;;
152;873.101013;188.873917;29.022362;;;;;;
153;872.648071;189.714478;28.914389;;;;;;
154;872.106995;190.527878;28.735632;;;;;;
155;871.480042;191.321716;28.709253;;;;;;
156;870.626831;192.101120;28.743355;;;;;;
157;869.997864;193.015854;28.831451;;;;;;
158;869.452271;193.926849;28.867472;;;;;;
159;868.934265;195.262039;28.909151;;;;;;
160;868.010498;196.523239;28.967281;;;;;;
161;867.151917;197.559189;28.983070;;;;;;
162;866.434753;198.837479;29.059328;;;;;;
163;865.449829;200.289795;29.097286;;;;;;
164;864.570923;201.388672;29.170570;;;;;;
165;863.885071;202.562286;29.226730;;;;;;
166;862.921509;204.185852;29.039589;;;;;;
167;862.135254;205.626984;29.189196;;;;;;
168;861.100525;207.084991;28.924660;;;;;;
169;860.034241;208.872574;29.014349;;;;;;
170;859.322021;210.276840;29.392303;;;;;;
171;858.291626;211.917816;29.475933;;;;;;
172;857.391846;213.579742;29.145000;;;;;;
173;856.455017;215.081772;29.124516;;;;;;
174;855.270142;216.960098;28.774218;;;;;;
175;854.528870;218.807007;28.610710;;;;;;
176;853.289490;220.467255;28.794189;;;;;;
177;852.248657;222.571289;28.712933;;;;;;
178;851.104370;224.366653;28.916498;;;;;;
179;850.060852;226.142761;28.851639;;;;;;
180;849.194092;228.152069;28.696707;;;;;;
181;847.933899;230.107407;28.772980;;;;;;
182;847.034058;232.043152;28.776344;;;;;;
183;846.062805;233.696960;29.117708;;;;;;
184;844.944824;235.859772;28.992542;;;;;;
185;843.547607;237.835617;28.961929;;;;;;
186;842.590454;239.845779;28.909782;;;;;;
187;841.683044;241.784058;29.174715;;;;;;
188;840.680847;243.553925;28.863865;;;;;;
189;839.448181;245.783737;28.883558;;;;;;
190;838.315979;247.610672;29.159203;;;;;;
191;837.073486;250.052536;29.164501;;;;;;
192;835.932922;251.958115;28.980394;;;;;;
193;834.771423;254.225235;28.705025;;;;;;
194;833.625732;256.033264;28.828548;;;;;;
195;832.292053;258.478790;28.484991;;;;;;
196;831.119568;260.568695;28.483210;;;;;;
197;829.879944;263.228638;28.631577;;;;;;
198;828.798279;265.076660;28.722559;;;;;;
199;827.562256;267.380432;28.561922;;;;;;
200;826.455627;269.491302;28.417654;;;;;;
201;825.308105;272.154449;28.615469;;;;;;
202;824.114197;274.093811;28.955961;;;;;;
203;822.665039;276.553741;28.672024;;;;;;
204;821.263428;278.511841;28.514040;;;;;;
205;820.345642;281.141968;28.771172;;;;;;
206;819.269348;283.263794;28.972698;;;;;;
207;817.886292;285.553741;28.802446;;;;;;
208;816.778931;287.643158;29.046576;;;;;;
209;815.248230;290.199799;29.015280;;;;;;
210;814.039551;292.398163;28.860493;;;;;;
211;812.691467;294.494751;28.381742;;;;;;
212;811.704102;296.722321;28.942194;;;;;;
213;810.084595;299.270264;28.783440;;;;;;
214;808.586548;301.489075;28.635191;;;;;;
215;807.359741;303.658844;28.482775;;;;;;
216;806.144470;306.048615;28.417912;;;;;;
217;804.858765;308.164307;28.342369;;;;;;
218;803.460144;310.323395;28.204416;;;;;;
219;802.398071;312.551483;28.879032;;;;;;
220;800.841431;314.827301;29.164022;;;;;;
221;799.576599;316.827667;29.002956;;;;;;
222;798.322876;319.150177;28.652443;;;;;;
223;797.167603;321.355896;28.595917;;;;;;
224;795.660645;323.735229;28.867830;;;;;;
225;794.589172;325.687317;28.966589;;;;;;
226;793.206726;327.766754;28.789530;;;;;;
227;791.814697;330.032501;28.553993;;;;;;
228;790.257690;332.447052;28.637514;;;;;;
229;789.260010;334.375946;28.616037;;;;;;
230;788.105591;336.483093;28.120996;;;;;;
231;786.800903;338.597382;28.328630;;;;;;
232;785.318665;340.957672;28.785505;;;;;;
233;784.088562;342.982819;28.986488;;;;;;
234;782.665405;344.977570;28.949612;;;;;;
235;781.681946;346.998566;28.779085;;;;;;
236;780.352783;349.285400;28.370855;;;;;;
237;779.068237;351.362518;28.445944;;;;;;
238;777.716248;353.241211;28.649176;;;;;;
239;776.607849;355.229858;29.084366;;;;;;
240;775.042664;357.392273;28.501488;;;;;;
241;774.044800;359.339325;28.017076;;;;;;
242;772.801575;361.018585;28.078705;;;;;;
243;771.702637;362.941559;27.959845;;;;;;
244;770.538879;364.786682;27.989416;;;;;;
245;769.568420;366.610565;28.052830;;;;;;
246;768.592773;368.410217;28.457447;;;;;;
247;767.212158;369.944733;28.442495;;;;;;
248;766.012512;371.678467;28.415764;;;;;;
249;764.800293;373.295807;28.735931;;;;;;
250;763.976929;374.871460;28.822107;;;;;;
251;763.050293;376.636810;28.373358;;;;;;
252;761.959839;378.334686;27.867807;;;;;;
253;761.118164;380.086884;27.897013;;;;;;
254;760.096008;381.624329;28.320768;;;;;;
255;758.911804;383.229858;28.543999;;;;;;
256;757.816956;385.118927;28.461529;;;;;;
257;756.770203;386.788177;28.248926;;;;;;
258;756.284485;388.275696;27.960766;;;;;;
259;755.680115;389.740875;27.865911;;;;;;
260;754.812683;390.954926;27.864609;;;;;;
261;754.076355;392.425598;28.189930;;;;;;
262;753.100464;394.060852;28.013187;;;;;;
263;752.243896;395.374695;28.222027;;;;;;
264;751.566589;396.712830;28.484552;;;;;;
265;751.148254;397.976776;28.571171;;;;;;
266;750.522095;398.937775;28.554323;;;;;;
267;749.899292;400.177826;28.311453;;;;;;
268;749.404663;401.221436;28.155708;;;;;;
269;748.780518;402.153534;28.249441;;;;;;
270;748.210144;402.982574;28.234449;;;;;;
271;747.631897;403.939117;28.134420;;;;;;
272;747.202332;404.932892;28.053162;;;;;;
273;746.932556;405.748932;27.875053;;;;;;
274;746.538391;406.315704;28.048382;;;;;;
275;746.157776;406.742828;28.224535;;;;;;
276;745.805603;406.993011;28.140661;;;;;;
277;745.467590;407.283325;28.088709;;;;;;
278;745.305481;407.451477;28.113491;;;;;;
279;745.177551;407.493774;28.089834;;;;;;
280;745.030273;407.513672;28.031683;;;;;;
281;745.036438;407.552704;27.918350;;;;;;
282;745.007813;407.465637;27.907743;;;;;;
283;744.934326;407.484589;27.843435;;;;;;
284;744.856262;407.412415;27.842182;;;;;;
285;744.842896;407.287476;27.810492;;;;;;
286;744.753357;407.151306;27.813896;;;;;;
287;744.645020;407.051910;27.826385;;;;;;
288;744.502686;406.837708;27.975569;;;;;;
289;744.495972;406.909119;27.784040;;;;;;
290;744.468384;406.833496;27.677237;;;;;;
291;744.356750;406.642029;27.578041;;;;;;
292;744.314941;406.491608;27.545891;;;;;;
293;744.222351;406.283081;27.513908;;;;;;
294;744.023132;405.993073;27.421976;;;;;;
295;743.892456;405.649323;27.471888;;;;;;
296;743.814209;405.289795;27.547588;;;;;;
297;743.781555;404.800842;27.701878;;;;;;
298;743.678894;404.195007;27.777243;;;;;;
299;743.421692;403.689636;27.799908;;;;;;
300;743.292786;403.151520;27.721226;;;;;;
301;743.280396;402.514954;27.551851;;;;;;
302;743.137939;401.562714;27.863861;;;;;;
303;742.847778;400.656952;27.641384;;;;;;
304;742.893494;399.592010;28.005707;;;;;;
305;742.650696;398.598541;27.879620;;;;;;
306;742.263184;397.456665;27.634089;;;;;;
307;742.066101;396.170898;27.410913;;;;;;
308;742.004028;395.167969;27.396748;;;;;;
309;741.987976;393.711914;27.583776;;;;;;
310;742.028687;392.199005;27.741297;;;;;;
311;741.857666;390.929596;27.515181;;;;;;
312;741.727112;389.258484;27.609026;;;;;;
313;741.488953;387.776184;27.279522;;;;;;
314;741.369446;386.201935;27.339592;;;;;;
315;741.387146;384.490479;27.267172;;;;;;
316;741.665771;382.626770;27.531839;;;;;;
317;741.663452;380.576385;27.584106;;;;;;
318;741.631531;378.777740;27.579077;;;;;;
319;741.336914;376.743011;27.593494;;;;;;
320;741.411194;374.827362;27.254341;;;;;;
321;741.513306;372.787964;26.815226;;;;;;
322;741.695984;370.623413;26.967930;;;;;;
323;741.773804;368.336029;27.131769;;;;;;
324;741.728027;366.109802;27.375364;;;;;;
325;741.587097;363.799225;27.560196;;;;;;
326;741.585510;361.466614;27.147135;;;;;;
327;741.736633;359.338440;26.933100;;;;;;
328;741.911377;356.945160;26.834305;;;;;;
329;741.893738;354.349091;27.005692;;;;;;
330;742.008606;352.007690;27.215174;;;;;;
331;741.930969;349.565399;27.332863;;;;;;
332;741.938538;346.949219;26.776207;;;;;;
333;741.994751;344.705200;26.479582;;;;;;
334;741.958557;342.201080;26.910589;;;;;;
335;741.964172;339.417358;27.249104;;;;;;
336;742.280334;336.887695;26.768673;;;;;;
337;742.454895;334.076447;27.126774;;;;;;
338;742.234497;331.807465;27.390949;;;;;;
339;742.487427;329.424438;26.889048;;;;;;
340;742.923096;326.455109;26.375313;;;;;;
341;743.052490;323.987000;26.583519;;;;;;
342;742.952576;321.768158;27.127066;;;;;;
343;743.212524;318.726563;27.733742;;;;;;
344;743.441772;316.256989;26.865976;;;;;;
345;743.497681;313.982697;26.458782;;;;;;
346;743.602600;311.546753;26.985981;;;;;;
347;743.733948;309.071960;26.909575;;;;;;
348;743.769104;306.255737;26.120096;;;;;;
349;744.083923;303.717285;26.727585;;;;;;
350;744.060181;301.654663;27.100693;;;;;;
351;743.894897;299.101105;26.701574;;;;;;
352;744.096436;296.627655;26.032526;;;;;;
353;744.477295;294.257385;26.280346;;;;;;
354;744.484863;291.931671;26.618113;;;;;;
355;744.381409;289.572418;26.901640;;;;;;
356;744.251770;287.007599;26.526001;;;;;;
357;744.372437;285.169189;26.160595;;;;;;
358;744.425842;282.963074;26.292547;;;;;;
359;744.317200;280.946136;26.438833;;;;;;
360;744.173401;278.635223;26.075996;;;;;;
361;744.339050;276.625763;26.533800;;;;;;
362;744.235474;274.500458;26.559072;;;;;;
363;743.821106;272.592651;26.325840;;;;;;
364;743.713135;270.864349;25.936180;;;;;;
365;743.583618;268.918396;26.198313;1139.129639;-1270.424683;-242.142868;;;
366;743.557251;267.010498;26.400982;;;;;;
367;743.389832;264.869598;26.293135;;;;;;
368;743.059937;263.110107;25.962091;;;;;;
369;743.009094;261.662292;25.812763;;;;;;
370;742.654297;259.814423;26.255985;;;;;;
371;742.408020;257.878601;26.149673;;;;;;
372;742.254272;255.550125;26.108959;;;;;;
373;741.891357;253.966492;25.731314;;;;;;
374;741.735962;252.232681;25.817698;;;;;;
375;741.546326;250.787460;25.883406;;;;;;
376;741.302185;248.758728;25.970337;;;;;;
377;740.992249;247.029495;25.609198;;;;;;
378;740.931885;244.980881;25.902170;;;;1139.382080;-1270.328613;-242.367126
379;740.831299;243.372726;26.177412;;;;;;
380;740.521606;241.716278;25.936991;;;;;;
381;740.449402;240.119431;25.757364;;;;;;
382;740.158508;238.388168;25.594004;;;;;;
383;739.911072;236.639786;25.666063;;;;;;
384;739.735352;235.026840;25.653793;;;;;;
385;739.838074;232.985626;26.021021;;;;;;
386;739.732361;231.441071;25.942778;;;;;;
387;739.412659;229.905869;25.854082;;;;;;
388;739.151367;228.628845;25.772985;;;;;;
389;738.935547;227.103073;25.649479;;;;;;
390;738.858398;225.180359;25.491383;;;;;;
391;738.725464;223.612854;25.607141;;;;;;
392;738.676453;222.053085;25.391613;;;;;;
393;738.788025;220.663422;25.440662;;;;;;
394;738.811646;219.024094;25.882145;;;;;;
395;738.673889;217.254425;26.101976;;;;;;
396;738.437317;215.925156;25.516956;;;;;;
397;738.455383;214.182480;25.413460;;;;;;
398;738.693054;212.712631;25.202799;;;;;;
399;738.904785;211.429840;25.107483;;;;;;
400;738.872681;209.819290;25.492979;;;;;;
401;738.746826;208.511871;25.350018;;;;;;
402;738.773560;206.862869;25.178782;;;;;;
403;739.091431;205.103958;25.477680;;;;;;
404;739.150330;203.827271;25.543743;;;;;;
405;739.115601;202.491455;25.453625;;;;;;
406;739.089172;201.301804;25.263899;;;;;;
407;739.352112;200.411392;25.103884;;;;;;
408;739.497681;199.085297;25.122774;;;;;;
409;739.551575;197.495438;25.063450;;;;;;
410;739.553955;196.508423;25.061884;;;;;;
411;739.425903;195.439453;25.077444;;;;;;
412;739.469666;194.499252;24.937401;;;;;;
413;739.466431;193.538574;24.959915;;;;;;
414;739.544006;192.901596;25.104361;;;;;;
415;739.621460;192.340027;25.160358;;;;;;
416;739.646667;191.607513;25.117470;;;;;;
417;739.708801;190.820786;25.431889;;;;;;
418;739.619507;190.222794;25.672354;;;;;;
419;739.515747;189.558304;25.367844;;;;;;
420;739.307617;189.358276;25.661329;;;;;;
421;739.051819;189.146561;25.649326;;;;;;
422;738.836914;188.974808;25.611996;;;;;;
423;738.574402;189.101547;25.160624;;;;;;
424;738.523499;188.957016;25.446114;;;;;;
425;738.322083;188.961700;25.580618;;;;;;
426;738.122253;189.026932;25.558609;;;;;;
427;738.031128;189.201874;25.471218;;;;;;
428;737.847351;189.308487;25.420031;;;;;;
429;737.692200;189.455322;25.475151;;;;;;
430;737.514160;189.706772;25.481512;;;;;;
431;737.344543;189.940262;25.372704;;;;;;
432;737.217041;190.225479;25.349926;;;;;;
433;737.074524;190.445099;25.309555;;;;;;
434;736.936584;190.701920;25.410172;;;;;;
435;736.770630;191.059692;25.399595;;;;;;
436;736.577515;191.559235;25.478291;;;;;;
437;736.275940;192.099457;25.471737;;;;;;
438;735.909668;192.639023;25.518650;;;;;;
439;735.504883;193.138046;25.440712;;;;;;
440;734.924011;193.644348;25.456316;;;;;;
441;734.515503;194.086243;25.437637;;;;;;
442;734.153748;194.730377;25.265356;;;;;;
443;733.858643;195.664658;25.256399;;;;;;
444;733.481384;196.522736;25.291327;;;;;;
445;732.883362;197.515823;25.195904;;;;;;
446;732.471558;198.177826;25.354784;;;;;;
447;732.218872;198.885376;25.560469;;;;;;
448;731.785156;199.750305;25.550165;;;;;;
449;731.173035;200.834656;25.474195;;;;;;
450;730.588806;201.864166;25.494986;;;;;;
451;730.050781;202.700989;25.477175;;;;;;
452;729.364502;203.878082;25.481678;;;;;;
453;728.883789;205.273407;25.641123;;;;;;
454;728.205078;206.474884;25.707329;;;;;;
455;727.794128;207.386978;25.892467;;;;;;
456;727.029846;208.667801;25.904720;;;;;;
457;726.304016;210.029404;25.650568;;;;;;
458;725.659180;211.182114;25.606365;;;;;;
459;724.917725;212.512589;25.169930;;;;;;
460;724.308594;214.152588;25.402805;;;;;;
461;723.525757;215.357910;25.813747;;;;;;
462;722.782471;216.652222;25.958597;;;;;;
463;721.947815;218.121323;25.861076;;;;;;
464;721.013123;219.573593;25.665031;;;;;;
465;720.319458;220.676193;25.540323;;;;;;
466;719.519409;222.414261;25.275505;;;;;;
467;718.739685;223.994308;25.332790;;;;;;
468;717.961792;225.379395;25.339998;;;;;;
469;716.916626;226.881210;25.280533;;;;;;
470;715.955933;228.350082;25.270218;;;;;;
471;715.193359;229.610764;25.644960;;;;;;
472;714.262207;231.367203;25.551723;;;;;;
473;713.479614;232.836792;25.328590;;;;;;
474;712.581055;234.178314;25.261692;;;;;;
475;711.658508;235.782776;25.396751;;;;;;
476;710.861206;237.211258;25.686478;;;;;;
477;709.712036;238.810974;25.841419;;;;;;
478;708.800110;240.544647;25.797188;;;;;;
479;707.812317;241.970459;25.884668;;;;;;
480;706.726624;243.683426;25.581312;;;;;;
481;705.946472;245.326111;25.342934;;;;;;
482;704.727722;246.989914;25.546251;;;;;;
483;703.597595;248.624603;25.639910;;;;;;
484;702.656189;250.206589;25.442602;;;;;;
485;701.487061;251.894058;25.229658;;;;;;
486;700.471436;253.735809;25.090954;;;;;;
487;699.228210;255.366592;25.315750;;;;;;
488;698.099731;257.046997;25.689175;;;;;;
489;696.903015;258.822327;25.810160;;;;;;
490;695.782349;260.296356;25.627279;;;;;;
491;694.747375;262.226135;25.169598;;;;;;
492;693.650879;264.108002;25.252907;;;;;;
493;692.162903;265.848236;25.424236;;;;;;
494;690.775391;267.733246;25.528429;;;;;;
495;689.656067;269.565674;25.492495;;;;;;
496;688.407288;271.694397;25.216518;;;;;;
497;687.144043;273.459747;25.158339;;;;;;
498;685.775574;275.216492;25.268343;;;;;;
499;684.711304;276.974762;25.386642;;;;;;
500;683.518799;278.755280;25.569799;;;;;;
501;682.402466;280.935272;25.431219;;;;;;
502;680.991638;282.813049;25.390602;;;;;;
503;679.717896;284.786957;25.399040;;;;;;
504;678.425598;286.666260;25.339947;;;;;;
505;677.151001;288.949341;25.399487;;;;;;
506;675.845459;290.951263;25.041773;;;;;;
507;674.776978;292.857300;24.907665;;;;;;
508;673.689636;294.849152;25.203552;;;;;;
509;672.376892;296.954651;25.723944;;;;;;
510;670.772156;299.144806;25.596941;;;;;;
511;669.789246;301.040588;25.244434;;;;;;
512;668.686340;302.957092;25.051479;;;;;;
513;667.411133;305.240570;25.328150;;;;;;
514;665.959900;307.342224;25.722136;;;;;;
515;664.647705;309.637207;25.597599;;;;;;
516;663.567017;311.808624;25.294460;;;;;;
517;662.427368;314.040771;25.184181;;;;;;
518;660.948853;316.162415;25.294064;;;;;;
519;659.681702;318.408051;25.143967;;;;;;
520;658.481140;320.535461;24.987011;;;;;;
521;657.503967;322.682648;25.074686;;;;;;
522;656.237915;324.558105;25.347984;;;;;;
523;654.975830;326.611176;25.422325;;;;;;
524;653.638000;328.841827;25.276751;;;;;;
525;652.643494;331.178619;25.272276;;;;;;
526;651.284973;333.254272;25.320236;;;;;;
527;650.206665;335.340454;25.387165;;;;;;
528;648.915466;337.529236;25.274199;;;;;;
529;647.759827;339.762390;25.026970;;;;;;
530;646.443848;341.818359;25.152700;;;;;;
531;645.318420;344.039642;25.186836;;;;;;
532;644.021118;346.283630;24.818754;;;;;;
533;642.880188;348.608154;24.776375;;;;;;
534;641.618896;350.663239;25.254251;;;;;;
535;640.401550;352.771027;25.098269;;;;;;
536;639.420105;354.851990;24.636421;;;;;;
537;638.412231;357.029449;24.796297;;;;;;
538;637.291443;359.122406;25.116138;;;;;;
539;636.309937;361.264801;25.418356;;;;;;
540;635.148499;363.160645;25.583506;;;;;;
541;634.056641;365.139343;25.416594;;;;;;
542;633.169861;367.032928;24.938568;;;;;;
543;632.019043;369.055695;24.850391;;;;;;
544;630.933960;371.060303;25.350521;;;;;;
545;629.799377;373.135071;25.676304;;;;;;
546;628.750366;374.921082;25.509415;;;;;;
547;627.848694;376.741364;24.949230;;;;;;
548;626.798096;378.560150;24.834934;;;;;;
549;625.662537;380.189880;24.757517;;;;;;
550;624.593811;381.885040;24.920212;;;;;;
551;623.699158;383.668915;24.885731;;;;;;
552;622.979553;385.217743;24.901529;;;;;;
553;622.134766;386.674866;25.046219;;;;;;
554;620.979309;388.128723;25.233171;;;;;;
555;620.114685;389.531403;25.084530;;;;;;
556;619.161316;390.876862;25.283888;;;;;;
557;618.319885;392.180664;25.440306;;;;;;
558;617.540344;393.600311;25.370871;;;;;;
559;616.751099;394.872772;25.116003;;;;;;
560;615.931335;396.060974;24.804125;;;;;;
561;615.311523;397.277039;24.804640;;;;;;
562;614.282104;398.224701;25.093168;;;;;;
563;613.563110;399.300964;25.081633;;;;;;
564;612.860474;400.248291;24.946665;;;;;;
565;611.997803;401.307495;25.021761;;;;;;
566;611.266296;402.205597;25.103199;;;;;;
567;610.594727;402.971863;25.073618;;;;;;
568;610.018738;403.682983;25.303062;;;;;;
569;609.397522;404.431671;25.248474;;;;;;
570;608.974243;405.091492;25.217709;;;;;;
571;608.464661;405.762878;25.253197;;;;;;
572;607.813110;406.450836;25.240103;;;;;;
573;607.143066;406.990662;25.183023;;;;;;
574;606.720581;407.626862;25.025810;;;;;;
575;606.423035;408.129242;25.068018;;;;;;
576;605.929443;408.783478;25.104282;;;;;;
577;605.392700;409.406067;24.948114;;;;;;
578;604.888672;410.016266;24.763052;;;;;;
579;604.361694;410.470673;24.899073;;;;;;
580;604.034241;410.992889;24.918770;;;;;;
581;603.669800;411.650299;24.791422;;;;;;
582;603.366272;412.109070;24.834904;;;;;;
583;602.982361;412.468048;24.694483;;;;;;
584;602.783447;412.703094;24.731012;;;;;;
585;602.478577;412.922272;24.953430;;;;;;
586;602.231567;413.039063;25.048029;;;;;;
587;602.038086;413.087463;25.106287;;;;;;
588;601.933350;413.081512;25.124386;;;;;;
589;601.907715;412.968353;25.194681;;;;;;
590;601.755127;412.874481;25.241514;;;;;;
591;601.716614;412.642090;25.112629;;;;;;
592;601.743469;412.577728;25.198996;;;;;;
593;601.726013;412.336334;24.990522;;;;;;
