Zigzag13;;;;;;;;;
Date:;2025/04/16;;;;;;;;
Time:;11:06:11;;;;;;;;
Type:;test;;;;;;;;
Description:;"";;;;;;;;
Notes:;"";;;;;;;;
TRAJECTORIES;;;;;;;;;
200.000000;Hz;;;;;;;;
;*1;;;*2;;;*3;;
Field #;X;Y;Z;X;Y;Z;X;Y;Z
1;882.238892;400.735229;31.398167;;;;;;
2;882.195862;400.378357;31.490913;;;;;;
3;882.066040;400.021851;31.557121;;;;;;
4;881.955688;399.647522;31.547478;;;;;;
5;882.097412;398.995331;31.078789;;;;;;
6;882.152832;398.170319;30.821854;;;;;;
7;882.185120;397.075562;31.176472;;;;;;
8;882.089233;396.051971;31.199335;;;;;;
9;881.911499;395.421021;30.958160;;;;;;
10;881.793518;394.622467;30.998453;;;;;;
11;881.559753;393.522125;31.173042;;;;;;
12;881.557434;392.204346;31.410378;;;;;;
13;881.545166;391.225677;31.437359;;;;;;
14;881.195984;389.833252;31.437353;;;;;;
15;881.428528;388.119324;31.292572;;;;;;
16;881.561768;386.767151;30.776213;;;;;;
17;881.580811;384.936005;31.181520;;;;;;
18;881.597473;383.407654;31.503334;;;;;;
19;881.665222;381.579681;31.604681;;;;;;
20;881.714539;379.793182;31.490887;;;;;;
21;881.520691;377.956238;31.023548;;;;;;
22;881.154907;376.061127;30.785065;;;;;;
23;881.271118;374.196655;30.881577;;;;;;
24;881.519226;371.785675;31.043848;;;;;;
25;881.535828;369.797211;31.185841;;;;;;
26;881.375000;367.788116;31.081720;;;;;;
27;881.225037;365.665161;30.905325;;;;;;
28;881.231323;363.684570;30.622776;;;;;;
29;881.433472;361.238647;30.747303;;;;;;
30;881.492737;359.084167;31.036272;;;;;;
31;881.272217;356.631561;31.226009;;;;;;
32;881.286926;354.271606;31.101837;;;;;;
33;881.087280;352.017242;30.623976;;;;;;
34;881.099548;349.769684;30.514290;;;;;;
35;880.900574;347.516663;31.000048;;;;;;
36;880.860352;344.540527;31.234730;;;;;;
37;880.950562;341.978516;30.952595;;;;;;
38;880.652405;339.764099;30.439240;;;;;;
39;880.603516;337.059357;30.821842;;;;;;
40;880.724121;334.582458;30.817225;;;;;;
41;880.819580;331.777039;30.924786;;;;;;
42;880.586670;329.256378;30.915110;;;;;;
43;880.563354;326.832306;30.560194;;;;;;
44;880.763733;323.984802;30.744867;;;;;;
45;880.557373;321.279846;30.560946;;;;;;
46;880.519348;318.784637;30.999191;;;;;;
47;880.506104;316.143188;30.968870;;;;;;
48;880.268616;313.596130;30.576796;;;;;;
49;880.330872;311.166168;30.445309;;;;;;
50;880.562134;308.230316;30.365353;;;;;;
51;880.426208;305.565979;30.650297;;;;;;
52;880.136841;303.345947;30.246401;;;;;;
53;880.079834;300.680634;30.309843;;;;;;
54;880.571716;298.328064;30.161228;;;;;;
55;880.414917;295.759369;30.215137;;;;;;
56;880.057617;293.072937;30.161661;;;;;;
57;880.122742;290.768707;30.099636;;;;;;
58;880.133240;288.084503;29.978252;;;;;;
59;880.204346;285.741058;29.898066;;;;;;
60;880.339722;283.286194;30.189693;;;;;;
61;880.238342;280.835266;30.251072;;;;;;
62;880.035950;278.681030;29.913652;;;;;;
63;879.964417;276.236938;29.681515;;;;;;
64;880.082886;273.953064;29.785313;;;;;;
65;880.190796;271.515228;30.256872;;;;;;
66;879.990417;269.162415;30.275919;;;;;;
67;879.961975;267.125275;29.873985;;;;;;
68;879.791260;264.618988;29.843878;;;;;;
69;879.780151;262.621033;30.039663;;;;;;
70;879.774109;260.174805;29.995941;;;;;;
71;879.865784;258.003357;30.047314;;;;;;
72;879.944275;255.493866;30.050894;;;;;;
73;879.633911;253.535065;30.190699;;;;;;
74;879.430725;251.488327;29.814701;;;;;;
75;879.400269;249.396240;29.613306;;;;;;
76;879.335999;247.301086;29.710121;;;;;;
77;879.350647;245.055222;30.044804;;;;;;
78;879.267578;243.055649;30.154984;;;;;;
79;878.969177;241.047287;29.800087;;;;;;
80;878.941467;239.367233;29.425066;;;;;;
81;879.033752;237.235580;29.370056;;;;;;
82;878.895813;235.175751;29.701048;;;;;;
83;878.708984;233.366287;29.510382;;;;;;
84;878.759460;231.301666;29.723709;;;;;;
85;878.799377;229.612488;29.710785;;;;;;
86;878.700989;227.540482;29.279234;;;;;;
87;878.682373;225.974030;29.074059;;;;;;
88;878.601501;224.019882;29.136440;;;;;;
89;878.802795;222.396179;29.375418;;;;;;
90;878.874512;220.547302;29.452520;;;;;;
91;878.998108;218.621872;29.396233;;;;;;
92;879.151062;216.797134;29.693453;;;;;;
93;879.339050;214.853333;29.718651;;;;;;
94;879.391907;213.616623;29.351387;;;;;;
95;879.468262;212.204422;29.263090;;;;;;
96;879.563477;210.818832;29.317217;;;;;;
97;879.536377;209.468964;29.265808;;;;;;
98;879.632813;207.704239;29.346586;;;;;;
99;879.922180;206.308945;29.452669;;;;;;
100;879.906250;205.082047;29.236082;;;;;;
101;880.085449;203.623535;29.290394;;;;;;
102;880.157349;202.409729;29.728588;;;;;;
103;880.163513;201.585541;29.751963;;;;;;
104;879.965271;200.147156;29.643557;;;;;;
105;880.098938;198.981705;29.608870;;;;;;
106;880.077515;198.265244;29.539345;;;;;;
107;880.324097;197.516327;29.013113;;;;;;
108;880.303345;196.496323;28.870287;;;;;;
109;880.144226;195.432266;28.951208;;;;;;
110;880.062561;194.574448;28.850027;;;;;;
111;880.067383;194.159363;28.890785;;;;;;
112;880.034546;193.580963;29.055386;;;;;;
113;880.086304;192.842346;29.379129;;;;;;
114;879.966125;191.927292;29.364286;;;;;;
115;879.995972;191.224609;29.218702;;;;;;
116;879.991821;190.565125;29.227858;;;;;;
117;880.037231;190.131424;29.033243;;;;;;
118;880.142822;189.494507;29.349619;;;;;;
119;880.119568;188.823029;29.377888;;;;;;
120;880.148865;188.154663;29.300751;;;;;;
121;880.013306;187.705200;29.184481;;;;;;
122;879.811218;186.989700;29.333197;;;;;;
123;879.745422;186.532211;29.222643;;;;;;
124;879.698914;186.218582;29.035151;;;;;;
125;879.617859;186.024780;28.944910;;;;;;
126;879.551392;185.973755;28.690647;;;;;;
127;879.537659;185.798950;28.461424;;;;;;
128;879.467590;185.591629;28.410038;;;;;;
129;879.377563;185.375122;28.553770;;;;;;
130;879.297729;185.175690;28.614166;;;;;;
131;879.205139;184.967941;28.674934;;;;;;
132;879.080688;184.863419;28.710018;;;;;;
133;878.938660;184.695404;28.726770;;;;;;
134;878.823486;184.602768;28.786304;;;;;;
135;878.756348;184.592056;28.742975;;;;;;
136;878.660278;184.529083;28.843777;;;;;;
137;878.431274;184.554565;28.889345;;;;;;
138;878.231445;184.625687;28.829075;;;;;;
139;878.001221;184.746262;28.796768;;;;;;
140;877.853088;184.781021;28.968573;;;;;;
141;877.552368;184.860550;29.114607;;;;;;
142;877.257996;185.112793;29.141706;;;;;;
143;877.011963;185.338470;29.155148;;;;;;
144;876.701050;185.472580;29.124447;;;;;;
145;876.338745;185.703415;29.166468;;;;;;
146;876.012024;186.024033;29.165993;;;;;;
147;875.645996;186.236740;29.135509;;;;;;
148;875.255127;186.422867;29.171204;;;;;;
