Grasp118
Date:,2025/04/24
Time:,15:38:21
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,943.792175,832.882141,71.125710,1145.682007,864.466431,467.932983,806.330566,841.725220,36.692230,1112.819702,913.191040,274.663757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,943.657654,832.863892,71.425011,1145.792114,864.439697,467.850342,806.277405,841.721924,36.776665,1113.083008,913.432007,274.641113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,943.566101,832.895996,71.576347,1145.776489,864.551880,467.725708,806.171143,841.826294,36.838108,1113.281250,913.853943,274.887878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,943.460876,833.010132,72.008781,1146.004028,864.480408,467.479645,806.102295,841.950623,36.900078,1113.604248,914.041992,274.906769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,943.310852,833.084473,72.207603,1146.040649,864.525940,467.364807,806.065308,842.070740,36.978333,1114.128540,914.270386,274.881073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,943.204895,833.254700,72.598900,1146.021729,864.595581,467.222656,805.956116,842.195740,37.044590,1114.801025,914.602722,274.720428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,942.908447,833.410645,73.192558,1145.994141,864.695007,467.099426,805.883606,842.315430,37.137123,1115.515137,914.815125,274.542664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,942.515503,833.610962,73.692276,1146.014526,864.721924,466.989777,805.896240,842.490723,37.355034,1116.434326,914.972412,274.144287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,942.145935,833.843628,74.215355,1146.006348,864.826843,466.872528,805.780640,842.530151,37.616943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,941.760254,833.988953,74.789078,1146.041992,864.950684,466.783630,805.775818,842.580994,38.062302,,,,1117.204590,915.653687,274.148132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,941.457214,834.179016,75.331131,1145.938477,865.093994,466.700928,805.593445,842.609375,39.664486,,,,1116.849854,916.445374,274.763428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,941.295593,834.339478,76.261902,1145.874756,865.213257,466.514709,804.797424,842.639038,41.768005,,,,1117.659546,916.670898,274.642365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,941.091736,834.548462,77.595627,1145.878174,865.289856,466.419250,804.345947,842.722839,43.806065,,,,1118.120239,917.100586,274.632477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,940.540588,834.745728,78.698456,1145.808960,865.363831,466.239441,803.846802,842.342590,46.653374,,,,1118.424072,917.442322,274.685730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,940.013489,834.697815,80.065872,1145.848022,865.463318,466.163788,803.140564,842.075989,48.987637,,,,1118.733765,917.691833,274.779938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,939.474487,834.634094,81.331001,1145.864136,865.586853,465.976868,801.850464,841.510559,52.299290,,,,1119.052124,917.840698,274.898926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,938.955994,834.528870,82.454681,1145.846680,865.703308,465.843201,800.960571,840.974731,54.628078,,,,1119.454346,918.055664,275.089142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,938.339050,834.575134,83.965302,1146.284302,865.554932,465.725616,800.046021,840.388062,57.225174,,,,1119.745972,918.203491,275.192474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,937.629211,834.423584,85.486908,1146.452759,865.665161,465.684052,800.090820,839.677429,59.359131,,,,1119.768799,918.324341,275.286774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,936.905884,834.107117,86.910484,1146.046143,865.851501,465.585419,798.458496,838.690369,61.856750,,,,1119.831665,918.543457,275.398529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,935.881958,833.518616,88.464882,1145.934448,865.969910,465.575592,797.781677,837.191772,63.637321,,,,1119.853027,918.693298,275.574097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,935.253906,832.781433,90.552544,1146.349365,865.880493,465.555878,797.652405,835.385803,66.238541,,,,1119.904297,918.791687,275.756378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,934.585938,832.175720,92.264923,1146.063110,866.059937,465.539886,796.295776,834.017151,68.619675,,,,1119.832764,918.884460,276.123352,869.081360,758.628235,54.524166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,933.991638,831.488770,93.627220,1145.913452,866.140015,465.518646,795.203674,831.613464,71.219757,,,,1119.647461,918.935120,276.359863,869.924377,755.463440,57.965679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,933.106934,830.195374,95.137375,1145.807129,866.199951,465.511444,794.767517,829.249512,73.961830,,,,1119.414551,918.878296,276.429657,870.842896,752.137573,61.083084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,931.939758,828.810730,96.517403,1145.546387,866.379089,465.388275,793.918762,826.642456,75.956528,,,,1119.103394,918.839050,276.512329,871.751404,749.059387,63.843666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,931.255798,827.533508,98.119736,1145.424438,866.431152,465.372223,792.956543,823.939453,78.710190,,,,1118.749634,918.688782,276.607666,872.999939,745.913452,66.884552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,930.050720,825.869690,100.532097,1145.140015,866.508423,465.353912,791.329773,821.018982,82.074005,,,,1118.396729,918.565308,276.656403,873.859985,742.723938,69.909439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,928.849487,824.071472,101.935646,1144.908203,866.594360,465.281372,790.775574,817.796875,84.404907,,,,1118.366333,917.946411,276.434113,875.621887,739.783386,71.580406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,927.933105,822.000793,103.967720,1144.616943,866.628235,465.250549,789.789246,814.464844,86.666817,,,,1117.358032,917.774109,276.664917,877.215576,736.299255,74.574707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,926.668213,820.357483,105.456947,1144.297119,866.793579,465.199371,789.187927,811.079529,89.421036,,,,1115.739258,917.667725,277.086487,878.607422,732.638916,78.535797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,925.985168,818.489624,106.519264,1143.906006,866.877014,465.175171,787.411133,807.803284,92.489258,,,,1114.920044,917.672302,277.265594,879.095459,729.410400,82.289978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,924.320618,816.516663,108.236458,1143.571533,866.888367,465.127686,786.358582,804.240173,94.976326,,,,1114.220215,917.603394,276.869507,879.480774,726.422607,85.201996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,923.247681,814.149841,109.238159,1143.253296,866.859131,465.171356,785.661011,800.454407,96.616875,,,,1113.426514,917.070740,276.339600,879.944214,723.292542,87.669594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,922.014648,811.851135,110.851387,1142.948975,866.845032,465.184509,784.708008,796.680420,99.218018,,,,1112.545654,916.438110,276.031036,880.492737,720.284241,90.509117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,920.960876,809.408691,112.026855,1142.456787,866.803406,465.238525,783.250000,793.497253,101.834328,,,,1111.253906,915.841980,275.737762,880.673584,717.402954,93.518677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,920.064819,806.907166,113.516853,1141.967529,866.609680,465.166718,781.811951,789.710388,103.783348,,,,1110.281250,915.305725,275.518768,881.474854,713.628967,96.515808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,918.564575,804.119507,114.721176,1141.460815,866.507019,464.901672,781.405884,785.819946,105.673203,,,,1108.026978,914.879883,275.629333,880.829529,710.829590,97.773422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,917.266479,801.662842,115.824944,1140.831909,866.322693,464.467621,780.242920,782.036865,107.566345,,,,1106.278931,914.252319,275.602600,880.907532,707.864929,99.987045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,915.783447,798.956299,117.325851,1140.173828,866.428772,463.963745,778.411072,778.687378,109.681404,,,,1105.119751,913.737061,275.342377,881.090698,704.658691,102.325935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,914.700745,796.360046,118.214676,1139.236084,866.494202,463.589844,777.597595,774.513733,111.297577,,,,1103.834473,912.324646,275.093628,880.965088,701.700989,103.482498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,912.737976,793.677490,119.684212,1138.419434,866.334717,463.379028,776.714294,770.588745,112.296265,,,,1102.226318,911.407288,274.754303,881.344299,697.955505,105.195015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,911.445068,791.027466,120.614716,1137.954224,866.011230,463.447632,775.319458,766.917236,113.622360,,,,1100.644775,910.615051,274.349915,880.809326,694.649292,107.413025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,909.890686,788.087097,121.399712,1137.003540,865.715881,463.355469,773.889038,763.078186,114.876846,,,,1098.895264,909.889709,274.080017,880.213135,693.350586,109.101288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,908.693298,785.295349,122.022476,1135.872559,865.567383,462.882385,773.192139,759.279236,116.423050,,,,1097.351929,908.960754,273.393097,880.668213,689.213501,109.951775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,907.839111,782.417358,122.277290,1134.842407,865.619690,462.299591,772.046509,755.638550,116.951508,,,,1095.775879,907.628845,272.725739,880.240967,685.877380,111.172577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,906.555969,779.725220,123.013565,1134.128174,865.466309,461.998199,770.928589,751.972534,117.965767,,,,1094.358154,906.757507,271.771820,880.020996,682.905090,111.975182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,905.041443,777.031128,123.627129,1133.496582,865.311829,461.717346,768.858765,748.827759,119.073067,,,,1092.189575,906.127014,271.371094,879.584900,679.511108,113.188057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,904.180603,774.193054,124.038734,1132.520020,865.000183,461.096100,767.741394,745.606323,119.565239,,,,1090.139038,905.091858,270.983795,879.259460,677.531128,114.302513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,902.804199,771.484436,124.481041,1131.313110,864.784729,460.375153,767.042480,742.008362,120.452728,,,,1088.230957,903.854675,270.447876,878.583984,674.446533,115.079063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,901.509216,768.685120,124.518410,1130.369751,864.643555,459.893188,766.118591,738.964783,121.004745,,,,,,,877.821472,671.273865,116.074318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,899.518127,766.261047,124.776711,1129.536255,864.520081,459.631653,765.106506,736.090637,120.584755,,,,,,,877.412354,668.276917,116.630417,1084.953735,901.354797,269.615326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,898.151489,763.868896,124.979088,1128.180054,864.138733,459.021301,764.092041,733.344482,121.141266,,,,,,,876.224548,665.018860,117.498238,1083.018921,900.183655,268.761719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,897.169128,761.253784,124.985359,1126.719116,863.673706,458.364380,762.066895,731.078369,122.026886,,,,,,,874.485046,662.498413,117.734390,1081.226440,899.169312,268.121552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,896.076172,758.323730,125.297218,1125.973145,863.373291,458.078705,760.492249,728.889099,122.091492,,,,,,,873.267822,660.174744,117.257515,1079.504761,897.941345,267.310211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,894.428650,755.915710,125.352600,1125.005371,863.138489,457.617249,759.128479,726.495300,121.383919,,,,,,,871.860596,658.250183,117.827385,1078.359741,896.567017,266.163483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,893.617004,753.591614,124.888107,1123.572632,862.940308,456.746521,758.515198,723.939758,121.325195,,,,,,,869.847473,655.681335,117.637527,1076.547607,895.347595,265.158386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,892.482056,750.960815,123.991951,1122.522461,862.615723,456.084839,757.504700,721.701721,120.734299,,,,,,,869.141968,652.709351,117.241058,1074.892578,894.334595,264.464966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,891.804749,748.931580,123.575775,1121.679321,862.232788,455.628357,,,,,,,,,,867.774841,650.554626,116.854904,1072.875122,892.918640,263.860657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,890.581787,746.599182,123.807610,1120.873779,861.873413,454.876160,,,,,,,,,,866.023376,648.196777,116.739517,1071.415894,891.740234,263.080688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,889.142944,744.480713,122.986412,1119.793701,861.403503,454.199005,,,,,,,,,,864.502197,646.230530,115.977249,1069.996948,890.632385,261.871704,754.485168,715.477478,119.294044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,888.091248,742.558167,122.527939,1118.871948,861.105713,453.559784,,,,,,,,,,862.893250,643.834900,115.045364,1068.702759,889.075134,261.045593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,886.887817,740.526184,122.079315,1117.702393,860.770752,453.349609,,,,,,,,,,861.791504,641.904785,113.917465,1067.747559,887.694824,260.278839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,886.419556,738.752258,121.640724,1116.353638,860.489258,452.548523,,,,,,,,,,860.207092,639.788513,112.680023,1066.372803,886.527161,259.335052,,,,751.579468,709.393066,118.652481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,885.399231,736.787292,120.949898,1115.458008,860.251648,451.976715,,,,,,,,,,859.027466,637.913025,111.831192,1064.826416,885.496216,258.321655,,,,750.504395,707.812073,118.483749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,884.604736,734.697327,120.358467,1114.762085,859.749146,451.825348,,,,,,,,,,856.834961,636.261353,111.171173,1062.973755,884.586121,258.013733,,,,749.610596,705.784424,117.895203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,883.160156,733.173645,120.111343,1113.755371,859.218262,451.004578,,,,,,,,,,855.884460,633.875305,110.076157,1061.324707,883.580872,257.663879,,,,749.045837,703.762085,117.227036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,882.324463,731.268555,119.854263,1112.513672,858.874023,450.242249,,,,,,,,,,855.013306,631.987549,108.895180,1060.059692,882.484131,256.811218,,,,748.611877,701.859741,116.787460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,881.455872,729.539734,119.664833,1111.810791,858.627930,449.821716,,,,,,,,,,853.450684,629.856567,108.099586,1058.967163,881.283691,256.185272,,,,747.933777,699.695679,116.198357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,881.033691,727.945435,118.876884,1111.046509,858.429443,449.618896,,,,,,,,,,851.915833,628.207886,106.881241,1057.808472,880.392273,255.727814,,,,747.463989,697.975342,115.125908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,880.588745,726.429810,118.127213,1109.980591,858.147339,449.034912,,,,,,,,,,849.921326,626.576172,105.343948,1056.690063,879.405518,254.907623,,,,746.875000,696.424866,114.119232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,879.601746,724.845581,117.556175,1108.946289,857.874695,448.230408,,,,,,,,,,847.983704,625.456177,104.240761,1056.484863,877.928589,254.015274,,,,746.996948,694.556763,113.147514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,878.862671,723.251709,117.085526,1108.490479,857.721497,447.869720,,,,,,,,,,846.103088,624.061951,103.142921,,,,,,,746.395508,693.067749,112.352859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,878.646790,721.655884,116.808083,1107.947510,857.610107,447.429169,,,,,,,,,,844.190552,622.852539,101.657204,,,,,,,745.855164,691.358643,111.442093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
