Grasp82
Date:,2025/04/22
Time:,16:54:08
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
37,924.753174,578.373779,102.205635,804.585144,525.329041,61.621071,875.078918,498.217560,63.243549,1056.316772,748.806885,442.605011,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,926.567078,580.179565,103.591423,807.124451,525.389343,63.809746,877.361084,498.982880,65.849274,1057.203125,749.809570,442.991089,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,928.691895,581.488953,105.527794,810.005615,525.728088,64.924301,879.515747,499.648773,68.757355,1058.164185,750.593384,443.274414,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,930.014160,583.313110,107.494232,813.121338,525.970398,67.322838,882.099487,500.918243,71.720428,1060.137451,751.599792,443.522095,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,932.203613,584.558655,108.867256,816.256165,526.205383,68.540955,884.695068,501.833344,73.983253,1061.613525,752.558228,443.766785,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,934.267517,586.810547,110.322807,819.312378,526.290161,69.292061,887.288940,503.160431,76.610367,1062.878052,753.471741,444.287201,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,936.124817,588.362427,112.325569,822.750061,526.662598,70.536995,889.965515,504.561523,78.644363,1063.926025,754.806091,444.861847,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,938.151855,590.423889,113.786530,826.482178,527.522888,70.584885,892.210205,505.818268,80.819244,1065.064819,756.043884,445.619751,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,940.130432,592.117493,114.877953,830.267456,528.456848,71.145760,894.779053,507.518555,82.851891,1066.071777,757.269104,445.796692,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,942.951660,594.147278,116.320885,834.389771,528.730896,71.870598,897.385132,508.790894,84.937225,1067.023071,758.308533,446.154633,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,945.085327,595.992188,117.922882,838.609802,529.566650,72.466476,900.085449,510.530029,87.230614,1068.319824,759.408325,447.032318,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,947.139832,598.180115,119.195992,842.855164,530.524353,72.774048,902.822876,512.238403,88.751114,1069.963623,760.527954,447.577820,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,949.225525,600.188110,120.483856,846.946228,531.232727,72.802208,905.622314,514.152100,90.854591,1070.974854,761.415527,447.805298,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,951.486755,602.248352,121.338264,851.360779,532.237671,73.098236,908.052246,515.825745,92.001045,1071.992432,762.285828,448.389496,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,954.327087,604.824097,122.392296,855.918274,533.546204,72.944603,910.511230,517.944031,93.476006,1074.090210,763.166565,449.001373,1093.790039,805.462280,250.566437,,,,,,,,,,,,,,,,,,,,,,,,
52,956.364929,606.668640,123.264961,860.669739,534.664185,72.821106,913.088928,519.670959,95.443756,1075.522705,764.069458,448.965515,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,958.643860,608.918152,124.431374,864.752808,536.390808,73.470612,915.647766,521.602356,96.248978,1075.806885,765.225891,449.604187,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,961.067993,611.236816,125.214684,868.534729,537.907471,73.374771,917.877075,523.700378,98.098579,1076.481812,766.237366,450.786774,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,963.057556,613.333557,126.480194,872.179016,539.967590,73.194725,920.081116,525.569641,99.515503,1077.677734,767.239868,451.169403,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,965.469604,615.832458,126.878334,875.992432,542.337769,73.829979,922.750549,527.793030,100.250320,1078.558472,768.037292,451.483643,,,,1104.011963,813.899963,254.830078,,,,,,,,,,,,,,,,,,,,,
57,966.899109,618.383606,128.315430,878.911194,544.475586,73.979454,924.773865,529.898987,101.939995,1079.386963,769.079468,451.558777,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,969.012817,620.843262,128.641022,882.182556,547.099670,74.462173,926.674866,532.292603,102.737175,1080.435425,769.980835,452.519226,,,,,,,1107.350830,819.143616,257.231384,,,,,,,,,,,,,,,,,,
59,971.461731,623.448059,129.032623,884.891174,549.922363,74.851273,928.715637,534.753174,103.979340,1081.426392,770.764282,453.506378,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,972.943542,626.233459,129.584717,886.947388,553.011414,75.539055,930.117310,537.135010,105.118668,1081.865601,771.521118,453.968170,,,,,,,,,,1110.901489,822.688904,259.313080,,,,,,,,,,,,,,,
61,974.774658,628.787354,129.807648,888.918274,556.025818,75.969254,931.940552,539.701538,106.161415,1082.581787,772.377319,454.319183,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,976.635986,631.267029,130.485977,890.558044,559.081543,76.828110,933.230286,542.241333,106.773491,1083.997925,773.144897,454.543427,,,,,,,,,,,,,1114.793335,825.522339,260.969788,,,,,,,,,,,,
63,978.305298,634.232971,130.614639,891.968140,562.435913,77.390732,934.165100,545.004150,107.848900,1085.297729,773.896240,454.836029,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,979.380981,637.121643,131.054489,893.215271,566.078430,77.663101,935.444824,547.527527,108.187439,1085.878052,774.414612,455.356995,,,,,,,,,,,,,,,,1118.503418,829.513428,262.836548,,,,,,,,,
65,981.032776,639.837708,131.500458,894.243713,569.615051,78.162666,936.455322,550.539856,109.126427,1086.133789,775.082703,455.742004,,,,,,,,,,,,,,,,1120.373657,830.656433,263.584900,,,,,,,,,
66,982.225220,642.586426,131.383347,894.668823,573.422485,79.219521,937.084106,553.512024,109.867310,1086.914063,775.789673,456.097015,,,,,,,,,,,,,,,,1122.352661,831.594299,263.993958,,,,,,,,,
67,983.367981,645.819031,131.371017,895.020081,577.177795,79.300400,937.440491,556.263489,109.912491,1087.945801,776.431580,456.468842,,,,,,,,,,,,,,,,1124.203369,833.849365,265.167236,,,,,,,,,
68,984.021606,648.742371,132.295151,895.297791,581.247314,80.042397,937.615967,559.433594,110.509399,1088.469604,777.123596,457.128693,,,,,,,,,,,,,,,,1125.645996,834.365845,266.139954,,,,,,,,,
69,985.683960,651.400024,132.253754,895.152222,585.652039,80.158073,937.961731,562.723022,110.706764,1088.766846,777.709778,457.906158,,,,,,,,,,,,,,,,1127.866943,836.092346,267.164001,,,,,,,,,
70,986.429993,654.293274,132.752563,894.928711,590.112000,80.793793,938.089905,565.500061,110.618256,1088.996338,778.111755,458.344940,,,,,,,,,,,,,,,,1129.434692,837.445068,267.986328,,,,,,,,,
71,987.005676,657.403015,132.780716,894.188965,594.734131,80.881966,937.663574,568.440247,111.151344,1089.417603,778.660339,458.625397,,,,,,,,,,,,,,,,1131.030518,838.254578,269.052429,,,,,,,,,
72,987.626831,660.260437,132.541992,893.447144,599.356873,81.334175,937.247742,571.444702,111.560295,1090.179932,779.285156,458.771942,,,,,,,,,,,,,,,,1132.783691,839.972595,269.625397,,,,,,,,,
73,987.521729,663.020691,132.527695,892.805847,603.949768,81.919159,936.400452,574.700378,112.303558,1090.933350,779.779846,459.121582,,,,,,,,,,,,,,,,1134.549927,841.076538,270.227814,,,,,,,,,
74,988.334229,665.779175,133.267761,891.718079,608.684631,82.346802,935.674927,577.934998,112.222313,1091.649780,780.375977,459.625946,,,,,,,,,,,,,,,,1135.838867,841.913147,271.074036,,,,,,,,,
75,988.657227,668.977356,133.031311,890.382690,613.707947,82.956985,934.804138,581.476746,112.173569,1092.387451,780.786804,460.047974,,,,,,,,,,,,,,,,1137.584595,842.534668,271.734344,,,,,,,,,
76,988.428040,671.951721,133.002090,888.908691,618.825623,83.520035,933.910217,584.897461,112.367210,1092.836914,781.010193,460.336975,,,,,,,,,,,,,,,,1139.713135,843.472778,272.230072,,,,,,,,,
77,987.917664,674.906738,133.425858,887.366150,623.894897,83.945221,932.628296,588.551270,112.888557,1093.767944,781.263855,460.397308,,,,,,,,,,,,,,,,1141.093628,844.128906,273.052521,,,,,,,,,
78,987.908447,677.589050,133.804916,885.534851,628.870117,85.319031,931.238342,592.145264,113.290192,1094.927368,781.693848,460.477417,,,,,,,,,,,,,,,,1142.240845,844.872681,273.761353,,,,,,,,,
79,988.116760,680.609619,133.430771,883.317200,634.392761,86.296463,929.531311,595.589294,113.662949,1095.949341,782.048340,460.597778,,,,,,,,,,,,,,,,1143.578003,845.499756,274.213226,,,,,,,,,
80,987.973206,683.319519,133.754623,881.115601,640.041504,87.061081,927.725891,599.278503,114.145676,1096.716187,782.382507,460.825439,,,,,,,,,,,,,,,,1144.995728,845.802612,274.632446,,,,,,,,,
81,987.037415,685.847290,134.306183,879.420959,645.580261,87.906151,926.114380,602.922424,114.499390,1097.277832,782.797241,461.319702,,,,,,,,,,,,,,,,1146.619019,846.144653,274.650513,,,,,,,,,
82,986.143127,688.653503,134.195740,877.297058,650.842773,89.027649,924.480408,606.384521,114.548058,1097.485107,783.189636,461.634918,,,,,,,,,,,,,,,,1147.705688,846.725769,274.950073,,,,,,,,,
83,985.531616,691.046997,134.474777,875.512329,655.835815,91.081200,922.747620,609.622681,114.864311,1097.653809,783.634949,461.737518,,,,,,,,,,,,,,,,1148.680054,847.156982,275.730133,,,,,,,,,
84,985.110718,693.429810,134.661545,,,,920.856995,612.949524,115.295860,1098.257324,783.902405,461.895264,,,,,,,,,,,,,,,,1149.549072,847.579163,276.321625,,,,,,,,,
85,984.389038,696.324036,134.915253,,,,919.248596,615.985962,115.802040,1099.036743,784.174072,461.896057,,,,,,,,,,,,,,,,1150.636597,847.992859,276.429688,870.358704,665.880676,93.342949,,,,,,
86,983.529907,698.723999,134.735199,,,,917.574219,619.092773,115.578781,1099.862671,784.234253,461.854065,,,,,,,,,,,,,,,,1151.808350,848.205933,276.684601,867.495667,669.864502,94.198036,,,,,,
87,982.725891,700.935791,134.763458,,,,916.008728,621.959961,115.849953,1100.392212,784.457214,462.037872,,,,,,,,,,,,,,,,1152.833984,848.363708,276.730347,865.190918,674.263672,95.875900,,,,,,
88,981.853577,702.814392,134.851501,,,,914.510681,624.550720,116.460922,1100.631470,784.629944,462.232574,,,,,,,,,,,,,,,,1153.741943,848.320740,276.812531,862.640381,679.528625,96.501617,,,,,,
89,981.061096,704.921875,134.964020,,,,912.773376,627.149780,116.794365,1100.954834,784.793823,462.488373,,,,,,,,,,,,,,,,1154.440430,848.341797,277.054840,860.465820,685.123108,97.579720,,,,,,
90,979.884338,706.900269,134.996506,,,,911.591309,629.196472,116.758408,1101.438354,784.956665,462.539978,,,,,,,,,,,,,,,,1154.831787,848.396118,277.235138,858.600830,691.020386,98.283936,,,,,,
91,978.540588,709.090576,135.061691,,,,909.995911,631.536865,116.585625,1101.908936,784.944519,462.750275,,,,,,,,,,,,,,,,1155.157959,848.386597,277.286957,856.336365,695.602844,99.156990,,,,,,
92,976.871216,710.598755,135.472382,,,,908.445679,633.381958,116.585533,1102.509521,785.222046,462.467224,,,,,,,,,,,,,,,,1155.404297,848.396484,277.399414,853.625000,702.478333,101.635834,,,,,,
93,975.601563,712.206543,136.023010,,,,906.792664,635.492249,117.321693,1102.931763,785.441162,462.187042,,,,,,,,,,,,,,,,1155.661011,848.447083,277.271545,850.269592,706.695862,102.715591,,,,,,
94,973.919800,713.593933,135.996796,,,,905.138672,637.223877,117.578819,1103.309326,785.625916,461.784424,,,,,,,,,,,,,,,,1155.812622,848.453857,277.234558,848.263855,709.648621,102.731308,,,,,,
95,972.577637,715.312195,135.902161,,,,903.545532,638.987305,117.587990,1103.601318,785.655701,461.644653,,,,,,,,,,,,,,,,1155.815918,848.402283,277.092590,,,,,,,,,
96,971.463135,716.949463,135.804626,,,,902.369995,640.583923,117.372101,1103.835571,785.660950,461.505676,,,,,,,,,,,,,,,,1155.706909,848.401306,276.973083,,,,843.205750,716.715332,105.764069,,,
97,970.057251,718.243530,135.592010,,,,900.830505,641.843445,117.189034,1103.917358,785.622559,461.313477,,,,,,,,,,,,,,,,1155.500610,848.423157,276.783478,,,,840.218689,720.058716,108.003540,,,
98,968.531311,719.515259,135.392380,,,,899.534973,642.892456,117.521133,1104.052368,785.596313,461.178864,,,,,,,,,,,,,,,,1155.000244,848.445862,276.196594,,,,,,,,,
99,966.719910,720.708374,135.891891,,,,897.829285,644.274597,117.636116,1103.997070,785.596375,460.955383,,,,,,,,,,,,,,,,1154.460571,848.427002,275.820923,,,,,,,,,
100,964.657837,721.770630,135.884552,,,,896.243164,645.318054,117.373245,1103.835083,785.474976,460.669067,,,,,,,,,,,,,,,,1153.675659,848.360657,275.279724,,,,,,,,,
101,962.926270,722.847961,135.573257,,,,894.640625,646.320740,117.293510,1103.669067,785.401855,460.364716,,,,,,,,,,,,,,,,1153.146973,848.315430,274.852692,,,,,,,,,
102,961.345459,723.966309,135.451202,,,,892.862793,647.183899,117.348167,1103.412842,785.364197,460.106476,,,,,,,,,,,,,,,,1152.737549,848.246765,274.536957,,,,,,,,,
103,959.232483,725.055115,135.234589,,,,891.674255,647.946106,117.407150,1103.208496,785.286621,459.817780,,,,,,,,,,,,,,,,1152.332275,848.174500,274.244446,,,,,,,,,
104,957.270020,725.867249,135.104370,,,,889.937378,648.852417,117.091049,1103.634766,784.989258,459.345581,,,,,,,,,,,,,,,,1151.707153,848.059387,273.754425,,,,,,,,,
105,955.622986,726.489685,134.995682,,,,888.197876,649.476257,116.951736,1103.499023,784.828064,458.791077,,,,,,,,,,,,,,,,1150.637817,847.872375,273.065033,,,,,,,,,
106,953.723694,727.164856,134.793304,,,,886.834290,649.412842,117.278793,1102.966919,784.617126,458.521271,,,,,,,,,,,,,,,,1149.327759,847.680176,272.538757,,,,,,,,,
107,951.782959,727.756042,134.833984,,,,885.156616,649.872314,116.729340,1102.346191,784.599243,458.567444,,,,,,,,,,,,,,,,1148.326050,847.615906,272.308807,,,,,,,,,
108,949.502625,728.522888,134.507431,,,,883.604187,650.340759,116.382149,1101.587524,784.607727,458.597290,,,,,,,,,,,,,,,,1146.993652,847.595825,271.766907,,,,,,,,,
109,947.838074,729.049622,134.261032,,,,881.851624,650.455444,116.357147,1100.976929,784.690002,458.242767,,,,,,,,,,,,,,,,1145.534912,847.419250,271.267517,,,,,,,,,
110,945.888489,729.468872,134.028336,,,,880.498474,650.607605,116.409309,1100.546753,784.565369,457.679779,,,,,,,,,,,,,,,,1144.176880,847.313049,270.833679,,,,,,,812.424866,742.266968,116.411720
111,944.204712,729.994263,133.585037,,,,879.396240,650.568298,116.254189,1100.140259,784.484070,457.061554,,,,,,,,,,,,,,,,1143.023438,847.122070,270.040802,,,,,,,809.825806,742.469116,116.837807
112,942.727295,730.378357,133.028305,,,,877.762024,650.615723,115.681808,1099.528687,784.285950,456.557068,,,,,,,,,,,,,,,,1141.960938,847.161560,269.207520,,,,,,,808.170227,742.538086,117.328331
113,940.502319,730.544067,132.612640,,,,876.296814,650.372070,115.945747,1098.980103,784.216431,456.182251,,,,,,,,,,,,,,,,1140.339600,847.036255,269.084839,,,,,,,806.027893,742.312805,117.582733
114,938.617615,730.611877,132.682419,,,,874.900635,650.066895,115.870644,1098.125366,784.027954,456.015045,,,,,,,,,,,,,,,,1138.329712,846.931213,268.867249,,,,,,,803.769287,742.013916,117.838501
115,936.646790,730.802795,132.625610,,,,873.575500,649.989441,115.017372,1097.056641,783.757935,455.976227,,,,,,,,,,,,,,,,1136.823975,847.062195,268.195679,,,,,,,802.138489,741.435425,118.049919
116,934.501282,730.752319,132.519974,,,,872.265015,649.637634,114.930618,1095.874878,783.524780,455.731567,,,,,,,,,,,,,,,,1135.823608,846.954773,267.476135,,,,,,,799.910706,740.701782,118.625427
117,933.221924,730.897400,132.234955,,,,870.726746,648.933044,114.712448,1094.956299,783.422791,455.339722,,,,,,,,,,,,,,,,1134.177246,846.797974,266.922333,,,,,,,798.022400,740.120544,119.135406
118,931.154053,730.964417,131.698853,,,,869.617798,648.322693,114.353088,1094.450684,783.313965,455.116516,,,,,,,,,,,,,,,,1132.311401,846.664917,266.636444,,,,,,,796.012817,739.413635,119.521782
119,929.452026,730.600098,131.716660,,,,868.622253,647.931824,113.947258,1093.757690,783.339172,454.417664,,,,,,,,,,,,,,,,1130.635254,846.604675,266.437347,,,,,,,794.140686,738.595032,119.824455
120,928.001038,730.347107,131.534256,,,,867.452759,647.248230,113.936707,1092.651611,783.114807,453.840637,,,,,,,,,,,,,,,,1129.140015,846.351868,265.797028,,,,,,,792.212280,737.715027,120.084686
121,925.786194,730.235352,130.812836,,,,866.399048,646.539734,113.824989,1091.516602,782.910828,453.448547,,,,,,,,,,,,,,,,1127.659668,846.068298,265.092316,,,,,,,790.368408,736.553162,120.803047
122,923.874939,729.860107,131.102386,,,,865.449951,645.844360,113.880905,1090.917969,782.646667,453.389832,,,,,,,,,,,,,,,,1126.096924,846.045654,264.864502,,,,,,,788.248169,735.449951,121.519043
123,922.539124,729.691833,131.167252,,,,864.108459,645.257996,114.265038,1090.217529,782.625671,453.424011,,,,,,,,,,,,,,,,1124.064941,845.926514,264.550049,,,,,,,786.397583,734.429810,121.831963
124,920.607849,729.541260,131.002747,,,,862.643494,644.609375,114.626755,1089.433960,782.447876,453.388397,,,,,,,,,,,,,,,,1122.642212,845.668030,264.092346,,,,,,,784.835388,733.276550,122.038399
125,918.476318,729.148499,131.301254,,,,861.615723,644.043152,114.662254,1088.175415,782.410339,452.970367,,,,,,,,,,,,,,,,1121.909058,845.537659,263.666595,,,,,,,782.879944,732.139038,122.525162
126,917.479797,728.945618,131.332153,,,,860.654358,643.633789,114.792854,1086.963745,782.352539,452.610321,,,,,,,,,,,,,,,,1120.069702,845.527649,263.542572,,,,,,,781.483459,731.220276,122.797981
127,915.643066,728.618958,131.240768,,,,859.350403,642.964722,115.076508,1086.013062,782.183228,452.325043,,,,,,,,,,,,,,,,1118.017944,845.430969,263.492432,,,,,,,779.614929,730.075867,123.106079
128,913.949707,728.549561,131.147690,,,,858.247009,641.912415,115.784073,1085.487427,782.063782,452.363434,,,,,,,,,,,,,,,,1116.982056,845.369873,263.156555,,,,,,,778.088440,729.046631,123.171394
129,912.888672,728.496704,131.093338,,,,856.967346,641.621338,115.584602,1084.877930,782.005737,452.369781,,,,,,,,,,,,,,,,1115.986206,845.301331,262.337372,,,,,,,776.893250,728.042542,123.384315
130,911.473877,728.114929,130.772644,,,,855.816589,641.427734,115.484901,1083.659424,781.825806,452.223724,,,,,,,,,,,,,,,,1114.223999,845.094177,261.936920,,,,,,,775.095947,726.856262,123.321899
131,909.573853,727.823425,130.662827,,,,854.438354,640.796021,115.483337,1082.124634,781.770813,452.110809,,,,,,,,,,,,,,,,1112.595703,844.829346,261.913208,,,,,,,773.769043,725.932129,123.053452
132,908.085144,727.632019,130.807281,,,,853.351318,640.206116,115.455299,1080.905151,781.775513,451.818481,,,,,,,,,,,,,,,,1111.506226,844.478760,262.008759,,,,,,,772.281250,724.818176,123.259407
133,906.844116,727.250488,131.110962,,,,852.466370,639.962402,115.288414,1080.454590,781.531677,451.647583,,,,,,,,,,,,,,,,1110.383789,844.171021,261.636322,,,,,,,770.737305,723.515381,123.008430
134,905.229980,726.859497,131.099442,,,,851.202759,639.600586,115.818001,1080.114258,781.361816,451.343109,,,,,,,,,,,,,,,,1109.158569,843.896057,261.021667,,,,,,,769.911804,722.331299,122.617172
135,903.829773,726.591858,131.030136,,,,849.875610,639.000000,115.294907,1078.773193,781.314636,451.501770,,,,,,,,,,,,,,,,1107.863037,843.782043,261.033600,,,,,,,768.774536,721.004944,122.044510
136,902.627441,726.359070,131.015137,,,,848.633911,638.578308,114.786896,1077.164429,781.338989,451.269562,,,,,,,,,,,,,,,,1106.641479,843.510132,261.278687,,,,,,,767.478149,719.441101,121.455864
137,901.340393,726.047668,130.969208,,,,847.679260,638.272400,114.082977,1076.057495,781.321045,450.939270,,,,,,,,,,,,,,,,1105.368530,843.234192,261.059082,,,,,,,766.652771,718.095642,120.712814
138,899.827576,725.785095,130.757980,,,,846.922119,637.942871,113.342888,1075.536987,781.246460,450.723480,,,,,,,,,,,,,,,,1104.141846,843.122925,260.494934,,,,,,,765.457703,716.395874,119.711151
139,898.662231,725.580627,130.081619,,,,846.072144,637.507874,112.601868,1075.079102,781.058044,450.785614,,,,,,,,,,,,,,,,1103.298096,843.044006,260.204010,,,,,,,764.799500,714.848877,118.528954
140,897.774963,725.473755,129.664474,,,,845.237427,637.303223,111.504364,1074.038086,780.916077,450.949982,,,,,,,,,,,,,,,,1102.151001,843.018982,260.373962,,,,,,,764.381836,713.358215,117.381012
