Grasp116
Date:,2025/04/24
Time:,14:05:32
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
54,861.066772,695.448242,191.613342,,,,788.895081,598.599365,122.936638,,,,864.588928,981.218994,267.715149,,,,878.847778,634.813049,112.153625,934.296753,1013.367188,469.192535,,,,,,,,,,,,,,,,,,,,,
55,860.847473,694.802734,189.148224,,,,790.470642,599.262085,119.904839,,,,863.790771,980.508423,267.864319,,,,877.232971,636.673462,107.139275,933.779236,1012.934998,469.266571,,,,,,,,,,,,,,,,,,,,,
56,861.026306,694.588867,186.581985,,,,791.985962,598.321228,119.659851,,,,862.904480,980.017273,268.270325,,,,875.714417,639.331909,102.314621,933.152710,1012.351440,469.397095,,,,,,,,,,,,,,,,,,,,,
57,861.206055,694.633545,184.418549,,,,791.869690,597.503357,119.350052,,,,861.654175,979.634094,268.492645,,,,872.812988,641.492737,97.308037,932.531128,1011.841797,469.541443,,,,,,,,,,,,,,,,,,,,,
58,861.568481,694.571655,182.112915,,,,791.252808,598.488953,118.352654,,,,860.511841,979.107544,268.447845,,,,869.003052,643.369202,93.073868,931.990051,1011.516052,469.556915,,,,,,,,,,,,,,,,,,,,,
59,861.677124,694.696289,180.213272,,,,791.625183,599.520508,116.805260,,,,859.650940,978.856506,268.417480,,,,866.236694,643.493713,90.775459,931.520996,1011.193542,469.530701,,,,,,,,,,,,,,,,,,,,,
60,861.556152,694.901184,178.967529,,,,792.054749,600.270691,115.943718,,,,859.032043,978.509216,268.416260,,,,861.481750,643.500305,88.692436,931.249207,1010.960388,469.544678,,,,,,,,,,,,,,,,,,,,,
61,861.546509,695.007629,177.934464,,,,792.006958,601.231934,115.624809,,,,858.362000,978.103210,268.359375,,,,856.968201,643.448181,86.950363,930.916992,1010.640930,469.513306,,,,,,,,,,,,,,,,,,,,,
62,861.522766,695.127319,176.872421,,,,792.065247,602.861145,115.119179,,,,857.683655,977.657654,268.635712,,,,855.203979,642.760193,86.011452,930.782410,1010.416382,469.476990,,,,,,,,,,,,,,,,,,,,,
63,861.254822,695.482300,176.062820,,,,792.669434,603.367432,114.680305,,,,857.146973,977.335327,268.800476,,,,855.338562,642.505554,85.707520,930.650269,1010.183472,469.547424,,,,,,,,,,,,,,,,,,,,,
64,861.117371,695.594727,175.276230,,,,793.348450,603.643860,114.404999,,,,856.567627,977.099243,268.801025,,,,855.473206,642.784363,85.692116,930.278870,1010.066650,469.551025,,,,,,,,,,,,,,,,,,,,,
65,860.855164,695.704712,174.727234,,,,793.661804,604.140137,114.210167,,,,856.240723,977.026672,268.845306,,,,855.226990,642.989197,85.542496,929.987183,1009.908936,469.696808,,,,,,,,,,,,,,,,,,,,,
66,860.672791,695.811157,174.922485,,,,793.882324,604.739868,114.058273,,,,855.828247,977.035522,268.771637,,,,855.028259,643.140747,85.235153,929.467834,1009.726929,469.593170,,,,,,,,,,,,,,,,,,,,,
67,860.497009,695.655212,175.439774,,,,794.799744,606.144714,113.998169,,,,855.403015,976.987610,268.793304,,,,855.393433,643.188782,85.409348,929.362549,1009.478271,469.580292,,,,,,,,,,,,,,,,,,,,,
68,860.177002,695.295166,176.114716,,,,795.039856,607.355713,112.941765,,,,854.924622,977.088379,268.809509,,,,855.725037,643.298584,85.929001,929.120544,1009.344238,469.493774,,,,,,,,,,,,,,,,,,,,,
69,859.688110,695.100708,176.596313,,,,794.866394,607.577026,112.727867,,,,854.448303,977.217834,268.928345,,,,855.958984,643.318726,86.332573,928.889160,1009.344238,469.422058,,,,,,,,,,,,,,,,,,,,,
70,859.144897,695.176331,177.183609,,,,794.572021,606.793823,113.014481,,,,853.996399,977.291077,269.188019,,,,856.140991,643.366760,86.737846,928.750671,1009.304260,469.346283,,,,,,,,,,,,,,,,,,,,,
71,858.622681,695.257568,177.721329,,,,794.524048,606.656433,113.219727,,,,853.477173,977.422974,269.477844,,,,855.420776,643.857544,86.830734,928.563538,1009.309937,469.243713,,,,,,,,,,,,,,,,,,,,,
72,858.045654,695.085876,178.681580,,,,794.877258,607.263367,112.931053,,,,852.769470,977.456970,269.935883,,,,854.886719,644.200623,86.804939,928.404053,1009.326782,469.261658,,,,,,,,,,,,,,,,,,,,,
73,857.567017,694.878357,179.331268,,,,795.374023,608.213379,112.605415,,,,852.056519,977.492188,270.243378,,,,854.724792,644.384277,87.033623,928.312622,1009.321167,469.305481,,,,,,,,,,,,,,,,,,,,,
74,857.196960,694.723389,179.793457,,,,796.330017,609.426941,112.349380,,,,851.560974,977.534363,270.285583,,,,854.708801,644.557068,87.379234,928.215881,1009.412109,469.309326,,,,,,,,,,,,,,,,,,,,,
75,856.744690,694.579651,180.222519,,,,797.021484,610.587463,111.878876,,,,851.184204,977.716003,270.304626,,,,854.829895,644.702026,87.872330,928.154724,1009.459961,469.373199,,,,,,,,,,,,,,,,,,,,,
76,856.386963,694.241882,181.248917,,,,797.396729,611.337952,111.438751,,,,850.947083,977.920044,270.411072,,,,854.759766,644.957397,88.110497,928.091553,1009.471191,469.419342,,,,,,,,,,,,,,,,,,,,,
77,855.320374,694.078857,182.044434,,,,797.533386,611.691895,111.312653,,,,850.551514,978.115845,270.611450,,,,855.192322,645.350952,88.840851,927.961792,1009.440002,469.555511,,,,,,,,,,,,,,,,,,,,,
78,854.408020,694.146545,182.633652,,,,797.381348,611.853638,111.584656,,,,850.026489,978.437500,270.834930,,,,854.949524,645.433350,89.331406,927.868103,1009.504578,469.699066,,,,,,,,,,,,,,,,,,,,,
79,853.343933,694.531799,183.597137,,,,796.991272,611.916626,111.942116,,,,849.487427,978.634277,271.362274,,,,854.207336,645.764038,90.099304,927.730286,1009.520569,469.785400,,,,,,,,,,,,,,,,,,,,,
80,852.520508,694.940369,184.177490,,,,796.521484,612.054993,112.501717,,,,848.602051,978.782532,271.871704,,,,853.774658,646.066833,91.055817,927.567627,1009.437317,469.919128,,,,,,,,,,,,,,,,,,,,,
81,851.834656,695.007446,184.923813,,,,796.113708,611.706482,112.812798,,,,847.783875,978.814880,272.068878,,,,853.410767,646.076294,91.813293,927.339294,1009.363159,470.110962,,,,,,,,,,,,,,,,,,,,,
82,850.878235,695.144531,185.341019,,,,795.155396,611.606384,114.090836,,,,846.919312,979.016479,272.290497,,,,852.809387,645.643188,92.715279,927.074402,1009.341003,470.237488,,,,,,,,,,,,,,,,,,,,,
83,849.313416,694.910156,187.107452,,,,794.642456,611.443420,116.004738,,,,845.802246,979.284302,272.586670,,,,851.778198,645.516785,94.045891,926.561462,1009.333130,470.568237,,,,,,,,,,,,,,,,,,,,,
84,847.907532,695.090210,188.378891,,,,794.288086,611.532166,116.729362,,,,844.866760,979.819946,273.063416,,,,851.810486,644.685852,96.060242,926.199768,1009.187927,470.882935,,,,,,,,,,,,,,,,,,,,,
85,846.801758,695.739563,189.235031,,,,792.863586,612.262024,118.020668,,,,844.679993,980.357971,273.533417,,,,850.657043,644.548401,97.598816,925.726807,1009.054932,470.857666,,,,,,,,,,,,,,,,,,,,,
86,845.363831,695.972290,190.828812,,,,791.274902,612.518311,119.205933,,,,843.910583,981.010864,273.947052,,,,849.294006,644.684265,99.126869,925.356995,1008.945374,471.008789,,,,,,,,,,,,,,,,,,,,,
87,843.311646,696.018188,192.440826,,,,790.017944,612.483582,121.275497,,,,842.843384,981.584290,274.458069,,,,848.143005,644.592651,100.739700,924.849060,1008.859009,471.121094,,,,,,,,,,,,,,,,,,,,,
88,841.903870,696.520935,193.108932,,,,788.950317,612.437866,122.810333,,,,841.740112,981.933289,275.027985,,,,846.174194,644.387817,102.379684,924.357910,1008.809387,471.241608,,,,,,,,,,,,,,,,,,,,,
89,840.268921,697.109131,194.498856,,,,786.887756,612.161377,124.903618,,,,840.695251,982.121399,275.859192,,,,844.553711,644.370605,104.466042,923.945496,1008.761047,471.428619,,,,,,,,,,,,,,,,,,,,,
90,838.192505,696.936340,197.188538,,,,784.726318,611.722656,127.288864,,,,839.835449,982.436279,276.347565,,,,842.992188,644.384766,106.452797,923.729431,1008.726318,471.563416,,,,,,,,,,,,,,,,,,,,,
91,836.129700,696.924866,198.750107,,,,782.863708,612.396362,128.828247,,,,839.058228,982.889832,276.648712,,,,841.740051,643.686401,108.629845,923.677307,1008.715820,471.604584,,,,,,,,,,,,,,,,,,,,,
92,833.659241,697.159851,200.625366,,,,780.574585,612.312378,131.049332,,,,838.320251,983.412598,276.871552,,,,839.152100,643.603455,110.762611,923.499939,1008.684998,471.702484,,,,,,,,,,,,,,,,,,,,,
93,831.289490,697.555725,202.101334,,,,777.627319,611.449585,133.955368,,,,837.141663,983.996582,277.586243,,,,836.373352,643.513672,112.752525,922.963562,1008.724121,472.044403,,,,,,,,,,,,,,,,,,,,,
94,829.198059,697.424438,204.657791,,,,774.907104,610.221497,136.880936,,,,836.087097,984.331787,278.429749,,,,833.583557,643.580933,114.784828,922.473267,1008.729065,472.329285,,,,,,,,,,,,,,,,,,,,,
95,826.319580,697.586487,206.931580,,,,771.762451,609.806519,139.729538,,,,834.891296,984.791443,279.128265,,,,830.801331,643.109924,116.570221,922.059204,1008.756104,472.572418,,,,,,,,,,,,,,,,,,,,,
96,823.470764,697.794922,209.060013,,,,768.248718,608.644531,142.784561,,,,833.539490,985.003784,280.197723,,,,827.927368,642.452454,118.881653,921.685730,1008.634827,472.905182,,,,,,,,,,,,,,,,,,,,,
97,820.444336,697.977539,210.483337,,,,765.107300,608.241577,145.586517,,,,832.339600,985.328674,280.683350,,,,826.339417,641.518921,122.362625,921.460754,1008.431641,473.133514,,,,,,,,,,,,,,,,,,,,,
98,817.656250,697.753845,212.711609,,,,761.329041,608.856995,147.463318,,,,830.953003,985.483459,281.994781,,,,822.630676,641.237793,125.071915,920.924194,1008.362305,473.385620,,,,,,,,,,,,,,,,,,,,,
99,814.518005,697.834045,215.064713,,,,757.662109,609.887329,148.528671,,,,829.610535,985.556763,282.927338,,,,818.622681,641.221619,126.848953,920.369873,1008.302490,473.684296,,,,,,,,,,,,,,,,,,,,,
100,811.138367,697.787170,216.958328,,,,754.075500,610.875488,149.801712,,,,828.262939,985.796692,283.694000,,,,815.091187,641.047302,129.401123,919.835205,1008.241272,474.158997,,,,,,,,,,,,,,,,,,,,,
101,807.492615,698.047119,218.708969,,,,750.439758,611.084595,152.027786,,,,827.275208,986.245300,284.073395,,,,811.645386,640.873474,131.778671,919.621277,1008.036987,474.526367,,,,,,,,,,,,,,,,,,,,,
102,804.121155,697.831848,221.008575,,,,746.445984,611.239075,154.161133,,,,825.773743,986.344421,285.253815,,,,806.966003,640.987976,133.777130,919.304626,1007.904785,474.734100,,,,,,,,,,,,,,,,,,,,,
103,800.288025,697.826843,223.465485,,,,742.185181,611.177551,156.955475,,,,823.908691,986.497986,286.195099,,,,801.968506,640.789001,135.295624,919.283813,1007.633789,474.979553,,,,,,,,,,,,,,,,,,,,,
104,795.921326,697.784973,225.493454,,,,737.398926,611.499146,158.958984,,,,822.312561,986.802368,287.202332,,,,797.257568,640.552185,137.552811,919.252869,1007.401550,475.121124,,,,,,,,,,,,,,,,,,,,,
105,791.615479,698.203735,227.834763,,,,732.744446,611.656799,161.302032,,,,820.469360,986.865784,288.244110,,,,792.776123,640.121338,139.721924,918.674194,1007.254761,475.529572,,,,,,,,,,,,,,,,,,,,,
106,787.710876,698.680969,228.968903,,,,727.696289,611.379822,164.217682,,,,818.725403,986.768311,289.324097,,,,788.849121,639.621948,142.383163,918.002136,1007.209534,475.981995,,,,,,,,,,,,,,,,,,,,,
107,783.730896,698.917114,231.248047,,,,722.991943,611.101196,166.895584,,,,817.320618,986.559204,290.540070,,,,784.681152,638.994507,145.280182,917.608093,1007.035278,476.390228,,,,,,,,,,,,,,,,,,,,,
108,779.160339,699.064026,233.370239,,,,718.341125,611.845093,168.738922,,,,815.426880,986.387207,291.727875,,,,779.605103,638.578247,147.382111,916.728638,1006.785278,476.751373,,,,,,,,,,,,,,,,,,,,,
109,774.779663,699.181641,235.408875,,,,712.994873,612.407349,170.674423,,,,813.606628,986.383484,292.615601,,,,773.950684,638.695557,149.015976,916.161011,1006.617310,477.132568,,,,,,,,,,,,,,,,,,,,,
110,769.785339,699.084473,236.912216,,,,707.699585,612.799805,173.400391,,,,812.265442,985.909302,293.198059,,,,768.298584,638.899414,150.571655,915.372803,1006.557983,477.564209,,,,,,,,,,,,,,,,,,,,,
111,765.231323,699.196777,238.765930,,,,702.169983,613.606018,175.759308,,,,810.043091,985.962524,294.478271,,,,762.787598,638.923035,152.447144,914.378967,1006.414978,477.910767,,,,,,,,,,,,,,,,,,,,,
112,760.582336,699.134155,240.220764,,,,696.332581,613.323730,177.410110,,,,807.486450,986.005066,295.644043,,,,757.154724,638.863586,153.738754,913.810547,1006.242615,478.236389,,,,,,,,,,,,,,,,,,,,,
113,755.618713,699.171875,241.617188,,,,690.477112,613.405945,179.706833,,,,805.782593,985.423889,297.204376,,,,752.270691,638.405029,155.995712,913.323975,1005.880188,478.607452,,,,,,,,,,,,,,,,,,,,,
114,750.442505,699.204712,243.406952,,,,684.580811,613.716553,181.242615,,,,804.038330,985.154846,298.640167,,,,747.246399,638.164551,158.654373,912.871094,1005.391296,479.001648,,,,,,,,,,,,,,,,,,,,,
115,745.357544,699.098267,245.071518,,,,678.297363,614.306580,182.586166,,,,801.564209,984.684814,299.981781,,,,741.113770,638.225586,159.969589,912.563660,1004.982300,479.567566,,,,,,,,,,,,,,,,,,,,,
116,740.193909,699.068054,246.521332,,,,672.244568,614.796936,184.198593,,,,799.877930,984.220337,300.558960,,,,734.288269,638.807373,160.391312,912.455627,1004.493469,480.038025,,,,,,,,,,,,,,,,,,,,,
117,734.897766,699.088928,247.684128,,,,666.417969,615.366333,185.843094,,,,797.437988,983.624084,301.764679,,,,728.349182,638.967041,161.593613,911.804138,1004.083862,480.250854,,,,,,,,,,,,,,,,,,,,,
118,729.362183,699.325073,248.671707,,,,660.389771,616.004761,186.686493,,,,795.836182,983.197876,302.915039,,,,723.441467,638.601929,163.523071,910.742310,1003.722229,480.681091,,,,,,,,,,,,,,,,,,,,,
119,724.077515,699.440796,249.636932,,,,654.435547,616.660767,188.119980,,,,793.738403,982.423828,304.240692,,,,716.935974,638.864014,164.716293,909.777954,1003.241333,481.476318,,,,,,,,,,,,,,,,,,,,,
120,718.835083,699.467224,250.546783,,,,648.315308,617.339478,189.503342,,,,791.154358,981.809326,305.841217,,,,710.086548,639.309021,164.998062,908.399353,1002.765320,482.056305,,,,,,,,,,,,,,,,,,,,,
121,713.402649,699.441711,251.228485,,,,642.183289,618.351746,190.092743,,,,789.025024,981.001465,306.832306,,,,704.842224,638.924744,166.099380,907.152344,1002.222351,482.205170,,,,,,,,,,,,,,,,,,,,,
122,707.907532,699.534058,251.984848,,,,635.740479,618.728088,191.068481,,,,787.151733,980.355469,307.788208,,,,698.049927,639.193298,166.673767,906.774536,1001.682983,482.248749,,,,,,,,,,,,,,,,,,,,,
123,702.582520,699.707275,252.532288,,,,629.242920,619.693665,192.245071,,,,784.767700,979.696655,308.604004,,,,691.162415,639.814209,167.122528,906.280579,1001.186157,482.575531,,,,,,,,,,,,,,,,,,,,,
124,697.252258,699.742859,253.156937,,,,623.329834,620.343933,193.368835,,,,782.556763,978.848633,310.265198,,,,685.562317,639.847046,167.833557,905.321167,1000.584534,483.232941,,,,,,,,,,,,,,,,,,,,,
