Grasp117
Date:,2025/04/28
Time:,14:15:05
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
34,877.848267,746.772156,105.444153,944.227661,822.193848,108.515503,,,,1188.265991,904.564819,406.770813,1170.070801,936.320618,200.633347,,,,807.757202,818.996521,86.604561,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,877.246216,744.585449,109.431076,943.144592,820.514343,111.063660,,,,1188.054077,904.380310,406.738129,1169.424561,935.941467,201.092163,,,,806.870361,816.217957,89.790855,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,876.876404,742.684937,112.024506,942.235229,818.723389,113.321274,,,,1187.862671,904.266846,406.717316,1168.585083,935.605957,201.386765,,,,806.297668,813.359924,93.589699,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,877.135864,740.367371,115.191887,941.779541,816.997925,115.585220,,,,1187.585571,904.066345,406.737152,1167.798462,935.177490,201.480759,,,,805.590210,810.426819,96.693916,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,877.042603,738.018494,118.949409,941.003784,814.850830,118.141014,,,,1187.374146,903.891907,406.712708,1166.922852,934.747620,201.488571,,,,804.663574,807.185120,100.096153,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,876.960327,735.235596,122.430641,940.192383,813.164978,120.412682,,,,1187.148560,903.797119,406.743744,1166.220581,934.217285,201.322037,,,,803.983765,804.181091,104.281487,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,876.659485,732.818970,125.069923,939.483826,811.113098,122.571091,,,,1186.964355,903.559143,406.719147,1165.426392,933.879761,200.835526,,,,802.829163,800.558472,108.256073,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,876.580627,730.100586,128.559143,938.716919,809.222046,124.977921,,,,1186.729736,903.312378,406.847595,1164.575928,933.323120,201.061768,,,,802.212280,797.004272,111.420662,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,876.541504,727.333008,131.743195,938.125488,807.110413,127.544647,,,,1186.447388,903.040649,406.891022,1163.286865,932.871277,201.537003,,,,801.228821,793.923035,115.503853,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,876.464966,724.927002,134.497513,937.099060,805.145691,129.870941,,,,1186.182373,902.837830,406.882996,1162.164673,932.510620,201.849594,,,,800.535034,790.734192,119.704506,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,876.479675,722.319336,137.494446,935.978821,802.980896,132.347656,,,,1185.896973,902.523621,406.853821,1161.382935,932.102478,201.758347,,,,799.386475,786.956909,123.765816,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,876.466370,719.276367,141.426331,935.377441,800.787903,134.677032,,,,1185.623291,902.311340,406.847748,1160.353882,931.645447,201.825500,,,,798.830933,783.518555,127.345879,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,876.388611,716.569641,144.034988,934.110901,798.421692,137.398621,,,,1185.220215,902.055176,406.882721,1158.755615,931.135681,201.872513,,,,797.886353,779.635498,130.970551,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,876.350708,713.829041,146.960938,933.540833,796.223206,139.554459,,,,1184.915894,901.753845,406.892639,1157.157715,930.611938,201.811172,,,,797.479614,776.092041,135.102539,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,875.757202,710.834412,149.771149,933.003540,793.810120,141.215164,,,,1184.593262,901.396484,406.837708,1156.261353,929.914307,201.865158,,,,796.791443,772.062805,138.555374,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,876.553101,707.671265,152.791794,932.082642,791.564819,143.819336,,,,1184.223755,901.062439,406.665344,1154.893433,929.300293,202.216537,,,,796.366760,768.546082,142.086624,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,876.214355,704.859375,155.337769,931.181885,789.117004,146.403992,,,,1183.771484,900.851257,406.843658,1153.404419,928.806458,202.757553,,,,795.543335,764.992920,145.935760,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,875.792542,701.802368,158.329132,930.080322,786.613342,148.760223,,,,1183.163208,900.498962,406.828552,1151.883789,928.209778,202.549545,,,,795.041626,761.130493,149.204498,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,875.859741,698.704895,160.149277,929.534485,784.236267,151.245010,,,,1182.628540,900.240601,406.842407,1150.130615,927.896912,202.536087,,,,794.334656,757.317993,152.638016,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,875.970459,695.461670,162.065506,928.384399,781.542480,153.603500,,,,1181.900757,899.845154,406.891541,1148.312378,927.252869,202.905075,,,,794.111694,753.411316,155.517242,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,875.663452,692.327515,163.960052,927.553467,779.223572,155.342651,,,,1181.245972,899.538879,407.076172,1147.082520,926.307373,203.051834,,,,793.291931,749.139893,158.796875,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,875.931030,689.221924,165.668121,927.224426,776.569397,157.610779,,,,1180.557617,899.128601,407.131409,1145.294067,925.561157,203.501358,,,,792.607727,745.563904,161.941650,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,875.417419,686.008545,167.397446,925.912842,774.167969,159.784531,,,,1179.990723,898.836304,406.983093,1143.319458,924.741821,203.615204,,,,792.008606,741.712952,164.917358,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,875.165283,682.613220,169.343079,924.987366,771.907715,161.907242,,,,1179.479858,898.460205,406.999237,1141.778320,924.129211,203.714493,,,,791.600525,737.497742,167.254105,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,875.355469,679.087952,171.344406,923.669739,769.134094,163.710846,,,,1178.803833,898.136841,407.122650,1139.675537,923.477539,204.458481,,,,791.207581,732.995300,169.175873,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,874.718872,675.834778,172.223434,922.896667,766.510010,165.622116,,,,1178.106445,897.693665,407.241913,1138.182739,922.680298,204.559326,,,,790.880249,729.022705,171.394928,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,874.632690,672.831116,173.210632,921.716064,763.795654,167.346207,,,,1177.140015,897.166077,407.529510,1135.782959,921.880493,205.075180,,,,790.168823,724.845459,173.734787,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,874.227295,669.637207,174.840134,921.018372,760.891968,168.923737,,,,1176.502808,896.644836,407.785583,1134.164551,921.013000,204.980194,,,,789.278503,721.053345,175.740036,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,874.048279,666.291199,175.680603,919.899048,758.506775,170.032837,,,,1175.906250,896.190125,407.798065,1132.363892,920.350464,205.322876,,,,788.420288,717.084290,177.646530,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,874.129700,663.076599,176.401306,918.705688,755.924622,171.929031,,,,1175.485474,895.785889,407.819977,1130.466309,919.688904,205.631287,,,,788.129944,713.147522,179.777130,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,873.901611,659.933044,177.179077,917.666687,753.225037,173.421265,,,,1174.731079,895.533447,408.109192,1128.715576,918.864868,205.546265,,,,787.374573,709.404663,181.155518,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,873.276123,656.555542,177.795959,916.780090,750.372437,174.936401,,,,1173.482300,895.197815,408.146759,1126.470825,918.285034,205.970428,,,,786.993835,705.374756,182.336426,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,873.409302,653.144836,177.141464,916.257446,747.768311,176.149246,,,,1172.318359,894.678955,408.256348,1124.590210,917.449951,206.437866,,,,785.982849,701.447021,183.554184,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,873.275391,650.205505,177.518845,915.198120,744.726929,177.475922,,,,1171.515259,894.001587,408.267670,1122.723511,916.017090,206.429321,,,,785.476685,697.611206,184.917221,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,872.901123,647.100342,177.709747,914.395142,742.121582,178.439240,,,,1171.157837,893.462708,408.214294,,,,,,,784.861450,693.638306,185.868958,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,872.765747,643.744446,176.645157,913.035400,739.556213,179.448730,,,,1170.345581,892.935669,408.424408,,,,,,,784.302429,689.838196,186.863434,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,872.952454,640.424194,176.225632,912.142944,736.837830,180.630203,,,,1169.009888,892.551208,408.708038,,,,,,,783.450195,686.060120,187.482254,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,872.129639,637.488892,175.785370,910.986633,733.986084,181.528397,,,,1167.906494,892.148010,409.021667,,,,,,,783.054138,682.375061,188.242538,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,871.416138,634.536011,174.820084,910.123535,731.583069,181.999512,,,,1167.676147,891.403442,409.432770,,,,,,,782.510254,678.608276,189.377625,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,870.420349,631.726013,173.363876,909.445190,729.208679,182.210281,,,,1167.084717,890.746887,409.507813,,,,,,,781.748474,675.175110,189.673508,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,869.636597,629.106873,172.114960,908.200439,725.960815,182.743896,,,,1165.543213,890.304688,409.334290,,,,,,,781.196472,671.524719,189.614243,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,869.069885,626.305115,170.264557,907.165894,723.269592,182.828247,,,,1164.492310,889.717651,409.834991,,,,,,,780.270752,668.158691,189.749496,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,868.121399,623.553589,168.890915,905.986877,720.844543,182.825150,,,,1163.533691,889.125183,409.998566,,,,,,,779.726318,664.951904,189.635925,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,867.424377,620.961487,167.046982,905.188660,718.227966,182.813736,,,,1162.882324,888.449280,410.049255,,,,,,,778.902832,661.607727,189.200714,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,866.200378,618.529846,165.331284,904.347290,715.593445,182.791992,,,,1161.816284,887.736694,410.135590,,,,,,,778.511719,658.235779,188.452728,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,865.125977,616.246216,163.465912,903.230652,713.120422,183.177124,,,,1160.215576,887.423218,410.198517,,,,,,,777.399780,655.207336,187.595322,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,864.032837,614.134155,161.085983,902.296082,710.476135,182.529541,,,,1159.538818,886.725281,410.735016,,,,,,,776.432068,652.029480,186.445892,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,862.906738,612.120239,158.977493,901.186035,707.772827,182.251480,,,,1158.785034,886.066711,410.783539,,,,,,,775.448547,649.301453,184.910675,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,861.781677,610.134216,156.305603,900.248596,705.703003,181.743927,,,,1157.502075,885.211487,410.961273,,,,,,,774.712524,646.496033,182.735703,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,860.299683,608.256287,152.968521,898.745605,703.135803,180.993774,,,,1156.366577,884.445374,411.427338,,,,,,,773.669800,644.113403,180.876816,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,858.743103,606.764587,150.366562,898.186340,700.806274,180.112289,,,,1155.356812,883.920898,411.609161,,,,,,,772.277771,641.640076,177.966309,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,857.460388,605.595459,146.673309,897.161072,698.757690,179.340302,,,,1153.776123,883.310364,411.365265,,,,,,,771.013550,639.386230,174.855560,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,856.016113,604.344238,142.283661,895.571289,696.517578,178.940628,,,,1152.480469,882.498779,411.474304,,,,,,,769.687256,637.682617,171.533295,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,854.364136,603.571106,138.551468,894.690796,694.600098,177.363464,,,,1151.415771,881.715027,411.822205,,,,,,,768.497742,635.817322,168.128555,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,853.017700,603.075928,134.624695,893.639343,692.472717,176.352783,,,,1150.473633,880.884827,411.917786,,,,,,,767.335449,634.285095,164.137604,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,851.318481,602.743408,130.124283,891.879272,690.581177,175.911072,,,,1149.383179,880.074463,412.064209,,,,,,,766.171814,633.096924,160.423874,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,849.521240,602.766846,126.570999,890.853638,689.341980,173.694382,,,,1148.074219,879.483337,412.312744,,,,,,,765.189087,631.909546,156.505798,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,847.903259,602.690735,122.430496,889.748047,687.925842,172.282791,,,,1146.602295,878.840454,412.472168,,,,,,,764.316711,631.091064,152.948853,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,845.880127,603.114502,118.510338,888.339233,686.347656,171.822601,,,,1145.331177,878.096985,412.342987,,,,,,,763.313660,630.905334,148.807297,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,844.185791,603.855286,114.489441,887.422424,685.572144,169.988342,,,,1143.863281,877.612427,412.457550,,,,,,,762.700867,630.184082,145.052917,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,842.151184,604.730774,110.957443,886.517273,684.703979,168.014938,,,,1142.728394,876.876465,412.841156,,,,,,,762.107971,630.100098,141.057083,1066.668457,887.228455,219.630920,,,,,,,,,,,,,,,,,,,,,,,,
95,840.472168,605.310852,108.084549,885.252197,683.783203,166.945755,,,,1141.923584,875.931030,413.136780,,,,,,,761.810669,629.758301,137.850906,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,838.122986,605.405701,105.934364,884.159485,682.958435,166.052948,,,,1141.079956,875.302734,413.295807,,,,,,,761.324463,629.315247,136.618347,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,836.316406,606.211792,103.574257,883.652466,682.424622,164.176788,,,,1139.724121,874.664063,413.420532,,,,,,,760.633911,628.936523,136.724716,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,833.960815,607.204895,100.759171,883.106445,682.108154,162.632172,,,,1137.997681,874.128174,413.695648,,,,,,,759.862488,628.898621,136.723114,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,831.486328,608.651001,99.234413,882.041870,682.008423,161.333008,,,,1136.981812,873.463196,413.732910,,,,,,,759.446350,629.325378,135.907364,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,829.273010,610.569031,98.303352,881.299194,681.591980,160.693100,,,,1135.864014,872.913696,413.754486,,,,,,,759.476440,629.682434,134.866226,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,826.030396,612.412231,97.476868,880.209167,681.149841,160.403061,,,,1134.774902,872.346313,413.735260,,,,,,,759.469482,630.248840,133.714828,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,824.460083,612.276611,97.616310,879.360168,681.220825,159.914139,,,,1134.021118,871.635193,414.322693,,,,,,,759.393433,630.589417,132.930344,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,823.968689,611.101257,98.166992,878.922729,681.656494,158.986008,,,,1133.409058,871.192444,414.384705,,,,,,,759.001709,630.518799,132.866302,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,824.127136,610.200500,98.854202,878.707153,682.055054,158.648331,,,,1132.465088,870.869690,414.113007,,,,,,,758.759705,630.671692,132.314774,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,824.362915,609.515869,99.027000,878.231323,682.074280,158.632019,,,,1131.246460,870.557251,413.866943,,,,,,,758.724854,630.762146,131.801651,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,824.665466,608.722656,98.884644,877.404297,682.142029,158.553833,,,,1129.330444,870.415894,413.707306,,,,,,,758.644897,630.914185,131.614929,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,824.275269,608.726868,99.078178,876.736633,682.135010,158.956680,,,,1128.649780,869.987793,414.005798,,,,,,,758.546326,630.929749,131.495377,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,823.868103,608.918457,99.264313,876.205261,681.873657,159.647308,,,,1128.184814,869.532104,414.122070,,,,,,,758.428833,630.821594,131.482483,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,823.682068,608.994629,99.416580,875.670837,681.707153,160.161316,,,,1127.606689,869.241028,413.799194,,,,,,,758.555908,630.627319,130.963318,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,823.582764,608.886108,99.491951,875.056396,681.787964,160.584137,,,,1126.728882,869.020447,413.867828,,,,,,,758.637085,630.458862,130.661270,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,823.480896,608.908203,99.629478,874.434631,681.886841,160.892105,,,,1125.731323,868.801208,413.794342,,,,,,,758.486633,630.111206,130.571701,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,823.204041,608.955811,99.854713,873.873779,682.070679,161.078857,,,,1124.536133,868.816650,413.671265,,,,,,,758.133118,629.761169,130.751816,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,822.851807,608.929443,100.359070,873.377930,682.412476,160.994186,,,,1123.444214,868.737671,413.891235,,,,,,,757.890564,629.670288,130.705627,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,822.466064,608.965027,100.687149,872.759155,682.770142,161.110336,,,,1122.937256,868.609497,413.897156,,,,,,,757.546875,629.679382,130.623016,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,821.961365,609.152710,101.276825,871.884460,683.059509,161.453476,,,,1122.444336,868.361938,413.777771,,,,,,,757.098877,629.653015,130.589844,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,821.280945,609.202698,102.040443,870.843933,682.894836,162.550400,,,,1122.138916,867.954773,414.147034,,,,,,,756.266418,629.724182,130.567505,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,820.420105,609.135742,102.665779,869.914612,682.981201,163.271606,,,,1121.554321,867.770142,414.410950,,,,,,,755.235657,629.820984,130.737411,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,819.644470,609.167908,103.162758,868.767456,683.439087,164.326721,,,,1120.691040,867.632813,414.408630,,,,,,,754.308960,629.913269,131.000641,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,819.128296,609.467102,103.608734,867.393616,684.039551,164.972275,,,,1119.930908,867.489319,414.623596,,,,,,,753.616455,629.936035,131.373474,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,818.359558,609.496765,104.139137,866.368408,684.617188,165.174332,,,,1118.850464,867.372864,414.798920,,,,,,,752.777100,630.156677,132.167084,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,817.175537,609.502319,105.280052,865.405334,684.771667,165.746567,,,,1117.895752,867.223083,414.648346,,,,,,,751.640991,630.413513,133.068542,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,815.164551,609.504456,106.097328,863.789795,685.010742,166.322968,,,,1116.749146,866.959778,414.830536,,,,,,,750.238831,630.845154,133.638763,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,813.570862,609.481323,107.688515,862.184753,685.535034,167.058655,,,,1115.434814,866.681763,414.837189,,,,,,,748.756592,631.446594,134.051147,,,,1043.896973,886.297485,223.331161,,,,,,,,,,,,,,,,,,,,,
124,812.609741,609.509644,109.742790,860.764221,686.524780,167.550964,,,,1115.022583,866.238220,415.373901,,,,,,,747.245789,632.178467,134.497070,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,811.254761,609.399231,111.126785,859.219971,687.008667,168.879105,,,,1114.522827,865.860352,415.326508,,,,,,,745.722107,633.024780,135.662186,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,809.303040,609.460388,112.006020,857.489746,687.114685,169.960205,,,,1113.286621,865.514954,415.524689,,,,,,,744.406860,633.563782,136.639465,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,807.525879,609.835205,113.608177,855.651001,687.677795,170.752167,,,,1111.259399,865.328125,415.756958,,,,,,,742.467773,633.950012,138.226151,,,,,,,,,,,,,,,,,,,,,,,,,,,
