Grasp119
Date:,2025/04/23
Time:,12:58:29
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
107,,,,,,,1123.561890,826.842651,206.911819,1127.764893,805.133606,296.765137,,,,769.508911,712.833801,144.629227,,,,,,,,,,,,,877.416077,641.196106,158.846298,,,,,,,,,,899.591309,722.443115,124.490623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,1122.846191,826.749634,206.108002,1127.050171,804.954895,296.256195,,,,769.070068,711.422302,143.948273,,,,,,,,,,,,,876.805664,640.019348,157.580139,,,,,,,,,,899.177551,722.182434,123.314240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,1122.093628,826.694763,205.328781,1126.191162,804.771851,295.580597,,,,768.481750,710.135254,143.212494,,,,,,,,,,,,,875.298523,639.041382,157.370392,,,,,,,,,,898.593567,721.204163,122.500443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,1121.325073,826.459412,204.649170,1125.391968,804.704529,294.803436,,,,767.963745,709.448914,142.679810,,,,,,,,,,,,,874.968567,637.601074,156.200897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,1120.545166,826.169189,204.137573,1124.725830,804.684753,294.104675,,,,767.725098,708.590637,142.131454,,,,,,,,,,,,,874.729675,636.660950,154.712738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,1119.638184,825.788025,203.526215,1124.138184,804.606750,293.506775,,,,767.760132,707.338257,141.619522,,,,,,,,,,,,,874.727478,635.444336,153.573715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,1118.733887,825.398132,202.877762,1123.299316,804.538391,292.909912,,,,767.609985,706.442871,141.030151,,,,,,,,,,,,,874.192566,634.423096,151.950470,,,,,,,,,,,,,897.458679,717.396179,119.174698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,1118.102783,825.174255,202.120117,1122.282104,804.424072,292.320648,,,,767.186096,705.616150,140.451309,,,,,,,,,,,,,873.415344,633.186951,150.890106,,,,,,,,,,,,,896.896851,716.321838,118.844261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,1117.326538,825.007568,201.267319,1121.427979,804.318604,291.777557,,,,766.872009,704.726990,139.480652,,,,,,,,,,,,,872.803040,631.868164,150.182404,,,,,,,,,,,,,896.178955,715.427734,118.375130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,1116.612915,824.634155,200.730545,1120.792480,804.136353,291.457428,,,,766.578979,703.688721,138.474243,,,,,,,,,,,,,872.373047,631.157837,149.309845,,,,,,,,,,,,,895.716003,714.656555,117.640816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,1115.725586,824.324219,200.115219,1120.058594,804.140259,290.943787,,,,766.221008,703.004272,137.671936,,,,,,,,,,,,,871.768066,630.123535,148.633514,,,,,,,,,,,,,895.403015,713.515686,116.877762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,1114.875000,824.068542,199.570648,1119.189331,804.084961,290.207306,,,,766.048523,702.302246,137.108871,,,,,,,,,,,,,871.066895,629.127930,148.135117,,,,,,,,,,,,,895.422363,712.537842,115.737450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,1114.209717,823.891052,199.067230,1118.269531,804.052368,289.576813,,,,766.104736,701.282166,136.444809,,,,,,,,,,,,,869.727478,628.044067,146.645187,,,,,,,,,,,,,895.136536,711.894226,114.743698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,1113.617065,823.778015,198.573456,1117.630371,803.906921,289.313324,,,,766.133728,700.198486,135.611542,,,,,,,,,,,,,869.249512,627.103394,145.702728,,,,,,,,,,,,,894.756592,711.454224,113.769081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,1112.782227,823.659607,198.305298,1117.020996,803.678223,289.019379,,,,766.432983,699.276245,134.573486,,,,,,,,,,,,,868.818237,626.012573,145.443375,,,,,,,,,,,,,894.426086,710.603088,113.116135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,1111.765747,823.338318,197.503265,1116.026855,803.566406,288.465942,,,,,,,,,,,,,,,,,,,868.397217,625.305786,144.519943,,,,,,,,,,,,,894.172791,709.441589,112.397858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,1110.824707,822.897095,197.061447,1115.076416,803.435303,287.814453,,,,,,,,,,,,,,,,,,,867.522644,624.502991,142.903931,,,,,,,,,,,,,894.107178,708.279846,111.802513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,1109.994263,822.484497,196.484222,1114.437622,803.203857,287.431061,,,,,,,,,,,,,,,,,,,866.531250,623.587097,142.076645,,,,,,,,,,,,,893.522217,707.583984,111.502769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,1109.427246,822.096497,196.036530,1114.015381,802.995239,287.160614,,,,,,,,,,,,,,,,,,,865.547546,622.613525,141.469940,,,,,,,,,,,,,892.703430,706.958069,111.337624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,1108.788696,821.794006,195.452103,1113.250610,802.874573,286.419922,,,,,,,,,,,,,,,,,,,864.415771,621.516968,141.059219,,,,,,,,,,,,,892.229980,706.205933,111.004509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,1108.200928,821.434021,194.933365,1112.358032,802.606750,285.771088,,,,,,,,,,,,,,,,,,,863.307068,620.502625,139.651352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,1107.664063,821.155090,194.521881,1111.435669,802.505249,284.998627,,,,,,,,,,,,,,,,,,,861.805420,619.586975,139.390961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,1106.933716,820.941345,194.056381,1110.872070,802.295959,284.618835,,,,,,,,,,,,,,,,,,,859.915527,618.610962,139.402618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,1106.391846,820.654358,193.653549,1110.477783,802.047302,284.237976,,,,,,,,,,,,,,,,,,,858.860352,618.316406,138.251846,,,,,,,,,,,,,,,,891.851135,703.477417,108.628265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,1105.757813,820.411255,193.162125,1109.853271,801.822327,283.715057,,,,,,,,,,,,,,,,,,,857.677490,617.505554,137.120956,,,,,,,,,,,,,,,,891.514893,702.711975,108.190651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,1105.252075,820.079956,192.575974,1109.287231,801.659485,283.141815,,,,,,,,,,,,,,,,,,,856.663940,616.914307,136.462982,,,,,,,,,,,,,,,,891.632446,701.158569,107.022171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,1104.846313,819.540466,191.925735,1108.509766,801.437439,282.570251,,,,,,,,,,,,,,,,,,,855.113342,616.226440,136.129105,,,,,,,,,,,,,,,,890.684692,700.987488,107.472885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,1104.393433,819.095459,191.294754,1107.766357,801.181824,281.919159,,,,,,,,,,,,,,,,,,,853.075012,615.739807,135.256424,,,,,,,,,,,,,,,,889.554199,701.027344,108.090919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,1104.074585,818.795288,190.962570,1107.169434,800.905884,281.999146,,,,,,,,,,,,,,,,,,,851.784058,614.869873,134.655106,,,,,,,,,,,,,,,,889.020935,700.812622,108.295204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,1103.677856,818.481323,190.630142,1106.591675,800.706909,281.571533,,,,,,,,,,,,,,,,,,,850.088379,614.469604,134.097900,,,,,,,,,,,,,,,,889.277710,699.972534,107.000542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,1103.179688,818.108337,190.340622,1105.798584,800.631470,280.921997,,,,,,,,,,,,,,,,,,,847.941345,614.166260,132.737442,,,,,,,,,,,,,,,,889.376099,699.539307,106.370010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,1102.566406,817.812073,189.880981,1105.048340,800.476807,280.409241,,,,,,,,,,,,,,,,,,,846.436157,613.879578,131.269547,,,,,,,,,,,,,,,,889.194580,698.990295,105.855934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,1102.053833,817.669434,189.513412,1104.543457,800.401733,280.176941,,,,,,,,,,,,,,,,,,,843.681885,613.729858,130.845383,,,,,,,,,,,,,,,,889.055786,698.185669,104.188065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,1101.629028,817.478333,189.210770,1104.175171,800.227783,279.989716,,,,,,,,,,,,,,,,,,,841.402588,613.213135,130.431885,,,,,,,,,,,,,,,,888.991394,697.214478,103.519173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,1101.253662,817.226624,188.824127,1103.759033,800.057434,279.959900,,,,,,,,,,,,,,,,,,,839.206421,612.923462,128.595734,,,,,,,,,,,,,,,,888.845459,696.822876,104.251892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,1100.796387,816.924988,188.550064,1103.010620,799.964600,279.630615,,,,,,,,,,,,,,,,,,,836.527039,613.045593,127.473228,,,,,,,,,,,,,,,,888.015564,696.642456,104.846878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,1100.308350,816.658325,188.175323,1102.052612,799.748779,279.384033,,,,,,,,,,,,,,,,,,,833.717468,613.212036,125.645729,,,,,,,,,,,,,,,,887.014404,696.366028,104.941154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,1099.689575,816.505310,187.526642,1101.397949,799.752441,278.972046,,,,,,,,,,,,,,,,,,,830.641174,613.614563,124.245087,,,,,,,,,,,,,,,,886.725342,696.233765,104.174721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,1099.031128,816.283752,187.085190,1100.912720,799.738342,278.594086,,,,,,,,,,,,,,,,,,,828.651611,614.284241,123.023514,,,,,,,,,,,,,,,,886.655396,695.863647,103.407890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,1098.538574,815.990784,186.734116,1100.573364,799.703186,278.345703,,,,,,,,,,,,,,,,,,,826.842041,615.044922,122.034706,,,,,,,,,,,,,,,,886.610291,695.423950,102.786400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,1097.963501,815.828796,186.327133,1100.231567,799.615906,278.054626,,,,,,,,,,,,,,,,,,,825.115173,615.435181,121.209404,,,,,,,,,,,,,,,,886.339111,695.109924,102.442833,764.520447,692.252563,126.869484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,1097.512085,815.631104,185.920471,1099.771973,799.612366,277.603271,,,,,,,,,,,,,,,,,,,823.755432,615.771606,120.744400,,,,,,,,,,,,,,,,886.032227,694.846558,102.266632,764.369385,692.023743,127.040291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,1097.142334,815.454773,185.653671,1099.066040,799.480286,277.052246,,,,,,,,,,,,,,,,,,,823.201233,615.806946,120.626396,,,,,,,,,,,,,,,,885.745178,694.424316,101.881798,764.444580,691.430115,126.051666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,1096.757690,815.294312,185.377731,1098.447876,799.377869,276.680725,,,,,,,,,,,,,,,,,,,823.098328,615.751282,120.664536,,,,,,,,,,,,,,,,885.492737,694.092529,101.659088,764.831970,690.727783,125.256119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,1096.424805,815.200317,185.177444,1097.859131,799.238342,276.209778,,,,,,,,,,,,,,,,,,,823.030640,615.608032,120.663422,,,,,,,,,,,,,,,,885.115479,693.808838,101.487450,764.947266,690.165527,124.820862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,1095.980103,815.103516,184.740448,1097.251099,799.133484,275.827545,,,,,,,,,,,,,,,,,,,822.748779,615.471436,120.373367,,,,,,,,,,,,,,,,884.714417,693.547729,101.365845,764.966309,689.816406,124.746597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,1095.590210,815.087585,184.406998,1096.881714,799.099365,275.640930,,,,,,,,,,,,,,,,,,,822.311646,615.528870,120.165825,,,,,,,,,,,,,,,,884.371460,693.298218,101.347862,764.889221,689.635986,124.674309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,1095.321045,815.004395,184.306351,1096.630981,799.012390,275.542847,,,,,,,,,,,,,,,,,,,821.908386,615.694153,119.930168,,,,,,,,,,,,,,,,883.949402,693.054260,101.335144,764.770447,689.524597,124.545166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,1094.804810,814.992981,184.261078,1096.212036,798.914673,275.257080,,,,,,,,,,,,,,,,,,,821.404663,615.891663,119.697105,,,,,,,,,,,,,,,,883.720520,692.772644,101.304291,764.748291,689.339783,124.490829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,1094.209595,815.007324,184.234818,1095.546265,798.911987,275.101624,,,,,,,,,,,,,,,,,,,821.131104,615.863281,119.653549,,,,,,,,,,,,,,,,883.645142,692.559570,101.248970,764.669800,689.174805,124.323517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,1093.680786,814.986938,184.197693,1094.837646,798.952087,274.998322,,,,,,,,,,,,,,,,,,,820.823547,615.807434,119.690796,,,,,,,,,,,,,,,,883.154297,692.364380,101.367775,764.574524,689.078735,124.153564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,1093.248291,814.992981,184.131607,1094.215332,798.889893,274.862488,,,,,,,,,,,,,,,,,,,820.411255,615.801453,119.586914,,,,,,,,,,,,,,,,882.924255,692.086670,101.434235,764.384216,688.878357,124.052376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,1092.907959,814.978210,184.137756,1093.471191,798.917358,274.723938,,,,,,,,,,,,,,,,,,,820.076233,615.451233,119.611755,,,,,,,,,,,,,,,,882.992981,691.617676,101.447784,764.246155,688.623596,123.900780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,1092.517578,815.007263,184.043152,1092.836914,798.999695,274.551941,,,,,,,,,,,,,,,,,,,819.906372,615.214478,119.260536,,,,,,,,,,,,,,,,883.055237,691.337463,101.292801,764.169495,688.460022,123.816147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,1092.246948,815.033386,184.049454,1092.284790,798.909973,274.838806,,,,,,,,,,,,,,,,,,,819.501953,615.304810,119.572266,,,,,,,,,,,,,,,,883.007263,691.047180,101.199074,764.027100,688.359375,123.775902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
