Grasp29
Date:,2025/04/16
Time:,10:31:59
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
62,812.453674,482.375183,137.517380,885.933105,554.278931,159.461090,,,,1083.748535,678.415466,378.279755,755.000854,528.548950,149.050095,1071.863403,707.283386,241.318130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,809.844910,486.523407,141.204391,885.240967,556.825867,162.070435,,,,1084.263672,679.225769,378.448578,754.274963,533.318542,152.669373,1073.161133,708.216980,242.157562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,807.676147,490.681549,144.486694,884.853210,559.507813,164.152649,,,,1084.929810,679.972900,378.706421,753.496277,538.298523,156.430603,1075.017578,709.024353,242.954453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,806.016602,495.020142,147.061142,884.441040,562.085388,167.182816,,,,1086.281006,680.748657,378.323669,752.674194,543.417236,160.578568,1077.240601,709.369568,243.216263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,803.772644,499.459381,150.259216,883.797180,564.620483,169.510696,,,,1088.344849,680.943787,378.286285,751.937622,548.725525,164.675797,1078.822998,710.571350,242.834061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,801.385071,503.846558,152.680405,883.369568,567.374512,171.564835,,,,1090.376953,680.877930,378.745087,751.287109,554.146667,167.817551,1080.044067,711.361816,243.595078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,798.720703,508.262909,154.941910,882.790466,570.313538,173.491058,,,,1091.033936,681.369507,378.912140,750.476807,559.518860,171.054474,1080.929688,712.067566,244.198593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,796.971130,513.171448,156.580322,882.324341,572.948792,175.943192,,,,1090.955933,682.347351,379.110016,749.923157,564.891602,174.121552,1082.485474,712.634033,244.873627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,795.367188,518.188965,158.248978,881.790649,575.717285,177.203354,,,,1091.908936,682.923279,379.244904,749.368286,570.199097,176.989304,1085.112549,712.800476,244.883789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,793.105103,523.228333,159.119934,881.270874,578.813354,179.038467,,,,1092.883911,683.414551,379.485321,748.450439,575.898743,178.980972,1086.417969,713.470032,244.606720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,790.799988,528.099243,160.075500,880.954895,581.511963,179.814011,,,,1093.678589,683.846191,379.929169,748.220215,581.084229,181.256531,1086.467163,714.394470,245.450272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,789.295959,533.173035,160.373856,880.035156,584.430664,181.317093,,,,1094.372925,684.358521,380.548798,747.731201,586.394043,183.246735,1087.108521,715.344421,246.267456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,786.961060,538.416138,160.658722,879.657471,587.207764,182.086060,,,,1095.314453,684.669373,380.712952,747.059143,591.787659,184.198975,1088.397217,716.151855,246.944427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,785.127502,543.289795,160.331345,879.143555,590.416260,182.705597,,,,1096.297974,684.957947,380.426025,746.591858,596.763611,185.128922,1089.898438,716.534119,247.102249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,784.045166,547.959656,159.665802,878.478760,593.371216,183.673004,,,,1097.344971,685.024719,380.167114,745.949036,601.696960,186.494873,1091.253418,716.926025,246.999924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,782.876160,552.951660,159.398331,877.812744,596.161377,184.111435,,,,1098.115112,685.162109,380.103485,745.348572,606.426086,186.969269,1092.945313,717.336487,247.441864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,781.727417,557.401672,158.472260,877.343689,599.054626,184.158585,,,,1098.272827,685.476746,380.600922,744.604309,611.187622,186.321014,1094.081299,718.032471,247.868561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,780.736816,561.523193,157.689545,876.778503,602.198608,184.335159,,,,1098.274048,685.972168,381.294647,744.072083,615.680481,186.354843,1094.284912,719.017517,248.467484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,779.827698,565.463074,156.447311,875.875793,605.346375,184.292053,,,,1098.373901,686.232117,382.010071,743.723633,620.098816,185.557800,1094.714233,719.969238,249.094101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,778.934387,569.266724,155.170517,875.545959,608.041687,183.907318,,,,1098.768799,686.752075,382.046600,743.160156,624.255554,184.349213,1095.268799,720.568726,249.380173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,778.638855,573.151184,153.537888,875.186279,610.781433,183.485062,,,,1099.296021,687.071350,382.016479,742.591492,628.600647,182.937180,1096.246948,721.231934,249.862396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,778.105164,576.961731,151.653488,874.775452,613.879211,183.381271,,,,1099.647827,687.445740,381.975403,741.916443,632.608459,180.996185,1096.687988,722.029175,250.206833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,777.819153,580.659851,149.788818,874.078979,616.766846,183.150604,,,,1099.892456,687.577576,382.024139,741.859131,636.505310,179.094482,1097.051636,722.860596,250.725464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,777.166138,584.104309,147.891846,872.959229,619.322266,182.706848,,,,1099.944336,687.802551,382.012695,741.297363,640.629456,176.521698,1097.275146,723.640015,251.210968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,777.145142,587.524292,145.687561,872.857361,621.890076,182.326157,,,,1100.034180,688.014465,382.356812,741.147156,644.593079,173.954514,1097.792114,724.198181,251.959213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,777.001160,590.973328,143.499954,872.540649,624.673340,181.473648,,,,1100.244141,688.129700,382.761749,740.671204,648.601135,171.317307,1097.223389,725.096313,252.309784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,777.477112,594.232117,141.289795,871.807617,627.037781,180.416641,,,,1100.199707,688.321045,382.897644,740.466309,652.219849,167.890472,1098.046997,725.726501,252.342758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,777.497864,597.212524,138.501389,871.664490,629.486206,179.422470,,,,1100.393555,688.444641,383.131592,740.587646,655.930359,164.714142,1098.968628,726.549500,252.358887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,777.306580,600.245117,136.026398,871.346497,631.865784,178.669907,,,,1100.461914,688.638550,383.303375,740.675537,659.361023,161.629807,1099.342651,727.366577,252.642014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,777.655762,603.190247,133.600952,870.651855,633.905090,177.685577,,,,1100.723633,689.061890,383.357758,740.828857,662.569458,157.865860,1099.806274,727.721497,252.884155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,777.826660,605.748047,131.300781,870.411621,636.182861,176.540802,,,,1100.622559,689.283508,383.565338,741.479431,665.454163,154.848053,1100.377075,728.235840,252.829437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,778.257202,608.054321,128.874954,870.392456,637.981567,175.780853,,,,1100.451660,689.585632,383.865997,741.644836,668.109131,151.754959,1099.919678,729.289917,253.113571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,778.804749,610.528748,126.726112,870.103760,640.181213,174.859573,,,,1100.365234,689.886597,384.062164,742.139893,670.497070,148.382126,1099.064575,730.452698,253.767593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,779.084106,612.616699,124.777412,869.648804,641.836548,173.800751,,,,1100.468872,690.228394,384.242889,742.545837,672.704041,144.835571,1098.585571,731.476379,254.392532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,779.817688,614.553406,123.419678,869.640137,643.730835,172.728088,,,,1100.528687,690.427490,384.317993,743.322937,674.498108,142.431168,1098.466675,732.340454,254.290527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,780.457458,615.816772,121.708076,869.875366,645.252625,171.895111,,,,1100.503906,690.624573,384.373962,743.653442,676.189941,139.607498,1098.591064,733.183533,254.031235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,780.861938,617.739136,119.463791,869.898499,646.698914,170.925919,,,,1100.299072,690.928284,384.515778,743.812927,677.717834,136.647766,1098.820557,733.927185,253.909180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,781.579590,619.251648,117.535912,869.904724,648.355591,169.786362,,,,1099.869507,691.376465,384.692261,744.753906,678.679077,134.603638,1098.991943,734.722961,254.010696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,781.898926,620.149719,116.316681,869.890747,649.360840,168.279938,,,,1099.530884,691.751343,384.912811,745.204773,679.606812,132.154968,1098.951050,735.519592,254.170547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,782.225220,621.293945,115.209717,870.046204,650.498352,167.197418,,,,1099.221924,691.951599,384.896881,745.524353,680.306824,130.121811,1099.078125,735.952698,254.257645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,782.663940,622.687195,113.643677,870.347046,651.785522,166.429764,,,,1098.978271,692.108459,384.792786,746.171509,680.944275,127.854034,1099.184204,736.300598,254.324509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,783.535339,623.258789,112.990105,870.571045,652.723572,165.476379,,,,1098.862671,692.226563,384.749817,746.845520,681.383118,124.933769,1099.912842,736.455872,254.029892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,783.962341,623.241272,112.822639,870.748962,653.100098,164.672699,,,,1098.834473,692.437927,384.775940,747.733887,681.543579,123.414413,1100.198242,737.021606,253.820343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,784.172607,623.016907,112.967514,870.866211,653.490173,164.209549,,,,1098.704956,692.568970,384.761658,748.513489,681.464050,122.004349,1100.334473,737.365540,253.933365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,784.267212,622.894592,113.218513,871.092346,654.410034,162.620163,,,,1098.480591,692.841736,384.735901,749.132446,681.256165,121.338966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,784.330566,622.830200,113.275452,871.680847,654.866638,161.848190,,,,1098.321533,692.993896,384.828522,749.150879,680.753723,121.662376,,,,1099.776123,738.575989,254.515778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,784.378723,622.931274,113.213821,872.214905,655.155701,161.008011,,,,1098.075073,693.186157,384.722595,749.041809,680.133118,122.035202,,,,1099.333862,739.167664,254.619507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,784.502747,622.994019,113.136345,872.494873,655.510803,159.757004,,,,1097.945435,693.398010,384.761780,749.214661,679.659973,121.955460,,,,1098.573608,739.758728,254.876541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,784.580566,623.071838,112.929543,872.855713,655.850769,158.962036,,,,1097.992554,693.513977,384.834290,749.792236,679.396667,121.424156,,,,1097.840332,740.171753,254.985565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,784.662048,623.134583,112.729691,873.083862,655.897827,158.449326,,,,1098.017212,693.701416,384.806580,750.542786,678.917358,120.666176,,,,1097.499268,740.482300,254.958206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,784.720398,623.076355,112.594978,873.428162,655.729797,157.838531,,,,1097.912109,693.834656,384.747314,751.611023,678.429382,120.651657,,,,1097.245361,740.725769,254.755356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,784.683960,623.200073,112.266838,873.665344,655.656433,156.670639,,,,1097.660645,694.049622,384.711456,752.323792,677.957764,120.708046,,,,1097.645020,740.867249,254.516724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,784.645264,623.489624,111.920731,873.919739,655.547852,155.988205,,,,1097.445313,694.135315,384.736053,752.638855,677.329590,120.483444,,,,1097.709229,741.010010,254.147629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,784.564636,623.814087,111.721359,873.904846,655.380859,155.597977,,,,1097.346924,694.198975,384.758820,,,,,,,1097.497192,741.213318,253.912338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,784.733276,623.725647,112.121132,873.799377,655.304626,155.118057,,,,1097.305908,694.234802,384.796204,,,,,,,1097.300903,741.348511,253.764648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,784.840088,623.571411,112.250191,873.864563,655.106201,154.500183,,,,1097.080444,694.423889,384.946198,,,,,,,1097.423706,741.297058,253.689514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,784.868530,623.387085,112.110786,873.943909,655.114319,153.926819,,,,1096.824951,694.438660,385.148956,,,,,,,1097.227173,741.450195,253.532410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,784.960754,623.281250,111.825912,873.933044,655.080811,153.488052,,,,1096.400146,694.495300,385.246979,,,,,,,1096.513428,741.753601,253.555099,754.475525,674.460571,119.091919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,785.054321,623.181763,111.653114,873.979675,655.030212,152.901093,,,,1095.950317,694.505554,385.380463,,,,,,,1095.730713,741.915161,253.770523,754.916931,674.085266,118.732544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,785.029297,623.199829,111.654945,874.026428,654.959229,152.630707,,,,1095.447144,694.469604,385.489441,,,,,,,1094.487793,742.116638,254.393005,755.434998,673.678772,118.333679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,784.995361,623.279602,111.543922,873.986084,654.837952,152.409348,,,,1094.514526,694.589539,385.538391,,,,,,,1094.230103,742.010986,254.210724,755.725281,673.343933,118.155533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,784.942566,623.334290,111.390572,873.931396,654.830872,152.200241,,,,1093.609863,694.594421,385.593079,,,,,,,1093.566528,742.214844,254.314011,755.885498,673.100464,118.202194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,784.882080,623.449341,111.269890,873.768921,654.750305,151.925812,,,,1093.259399,694.553284,385.435425,,,,,,,1092.896851,742.208374,254.495148,755.952026,672.960205,118.179436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,784.815063,623.551453,111.259224,873.627136,654.743896,151.840622,,,,1093.045410,694.446899,385.269318,,,,,,,1092.546265,742.197021,254.675934,756.014526,672.941162,118.053040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,784.717529,623.741150,111.272491,873.337402,654.893066,151.594131,,,,1092.599243,694.356140,385.164185,,,,,,,1092.253296,742.146545,254.771378,756.183594,672.957520,117.907539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,784.586792,623.989441,111.607552,873.065369,655.171753,151.376358,,,,1092.201782,694.302185,385.101013,,,,,,,1091.929810,742.146484,254.806747,756.788635,672.936584,117.976601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,784.400574,624.084595,111.720039,872.799988,655.364563,151.153610,,,,1092.527588,693.954041,384.868774,,,,,,,1091.570190,742.158386,254.826782,756.646057,673.066406,117.670296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,784.246765,624.320374,111.604973,872.463806,655.580444,150.615143,,,,1092.975830,693.384338,384.626801,,,,,,,1091.454712,742.000000,254.871475,756.511108,673.200134,117.411392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,784.115784,624.675598,111.471680,872.351257,655.872681,150.503540,,,,1092.441528,693.130066,384.906067,,,,,,,,,,756.623596,673.406433,117.340942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,783.963379,625.350952,111.185783,872.154358,656.238159,150.293472,,,,1090.775513,693.452698,385.718781,,,,,,,,,,756.788330,673.616333,117.329460,1091.406494,741.674683,254.751816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,783.538879,626.037292,110.181259,871.928040,656.433533,150.163666,,,,1089.201172,693.801392,386.100281,,,,,,,,,,756.830627,673.772156,117.420143,1090.642944,741.977783,255.142792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,783.521057,626.472595,109.635078,871.741516,656.746033,150.056534,,,,1088.767212,693.905640,386.086334,,,,,,,,,,756.823914,673.879517,117.429169,1089.925049,742.391174,255.585678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,783.310669,626.963928,110.015694,871.620850,657.043945,150.001740,,,,1088.516479,693.967896,385.944183,,,,,,,,,,756.416321,674.086121,117.633904,1089.347778,742.680969,255.823715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,783.171204,627.111267,110.092468,871.419739,657.309692,149.984039,,,,1088.150635,694.023621,385.822968,,,,,,,,,,756.192688,674.124023,117.828102,1088.804443,743.089172,255.761841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,783.203674,627.101074,110.157700,871.246094,657.446411,149.997589,,,,1087.698120,694.103638,385.740753,,,,,,,,,,756.209167,674.111328,117.856491,1088.393799,743.362671,255.857819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,783.138489,627.129761,110.148224,871.111877,657.545227,150.040131,,,,1087.572754,693.978333,385.709747,,,,,,,,,,756.256531,674.103638,117.693169,1088.013550,743.732422,255.957413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,783.037598,627.292664,110.060722,870.892273,657.826599,150.358109,,,,1087.714600,693.892273,385.418427,,,,,,,,,,756.199097,674.068054,117.289276,1087.942871,743.668335,256.010284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
