Grasp122
Date:,2025/04/23
Time:,12:58:51
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,887.952881,472.706787,92.014450,793.454956,384.851715,54.259064,867.004883,376.159637,64.412209,984.465576,699.347778,213.542969,1023.814514,715.529358,304.939056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,889.553894,474.857880,93.822800,796.695068,385.688934,56.697472,869.138000,377.843475,66.022614,986.001587,702.067261,213.828369,1025.024048,717.885864,305.237793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,891.272034,476.957886,95.837143,799.920959,386.743317,57.653210,871.188843,379.234375,68.174606,987.371399,704.779480,213.891953,1027.217041,719.633850,304.999084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,892.624390,478.866455,98.334129,803.566895,388.192413,58.961605,873.753540,380.835724,70.201729,989.607056,707.869019,214.122070,1029.843140,721.790710,305.473633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,894.455688,481.302826,100.213982,807.186768,389.675873,60.724682,875.720947,382.856995,72.551384,991.933411,711.134583,214.331894,1031.767700,723.711609,305.549835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,896.538696,483.608734,102.245377,811.113281,391.191742,62.141758,877.772888,384.794952,74.584518,993.892273,714.169983,213.917480,1033.777466,726.169128,305.447815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,898.616089,486.132935,104.355156,814.829041,393.202515,64.467178,880.135254,387.048431,77.421478,996.179443,717.148987,214.266968,1035.770264,728.191956,306.291077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,900.556824,488.760590,106.114502,818.461243,395.226318,66.003975,882.257324,389.024323,80.112816,998.494568,720.162109,214.476776,1037.380859,730.337830,306.771210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,902.539856,491.431152,108.188919,822.839905,397.457031,67.514252,884.666138,391.461548,82.851669,1000.836731,723.386047,214.303406,1039.748657,732.511414,306.646545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,904.871399,494.091156,110.479248,827.079651,400.113159,69.066002,886.477173,394.250763,86.271019,1003.009644,726.505859,214.614792,1042.419189,734.305054,306.863495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,907.041260,497.172760,112.519600,830.971313,402.541687,71.085693,888.312073,396.927765,89.527771,1005.272827,730.032959,215.028336,1044.696533,736.602295,307.138550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,908.956787,500.365295,114.311592,834.626892,405.079926,73.193398,890.206482,400.433258,92.527733,1007.661499,733.614380,215.367645,1046.253418,738.846680,307.820374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,911.426819,503.660065,115.964958,838.644653,407.871277,75.577599,892.054810,403.036987,96.074036,1010.074768,737.014099,215.644913,1048.208374,740.930298,308.275879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,913.786377,506.867523,117.028900,842.131592,410.841736,77.992455,893.609436,405.458191,99.846542,1012.305542,740.270203,216.135895,1050.736694,743.171692,308.310852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,915.938660,510.400482,119.247513,845.749634,414.388428,80.265488,895.945740,408.741211,102.993546,1015.247498,743.461121,216.677017,1052.907349,744.980774,308.757904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,918.410278,513.622864,121.497208,849.497253,417.953247,82.165848,898.062195,412.139893,106.030678,1018.220886,746.692810,216.881760,1055.159668,747.383240,309.187958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,920.982239,517.062073,123.149490,853.188660,421.578552,84.119591,900.302551,415.791718,109.149940,1021.048767,750.113037,217.385880,1057.332642,749.517212,309.393127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,923.633301,520.861633,124.781387,856.733459,425.305969,86.651123,902.327576,419.475739,112.303276,1023.735229,753.497986,217.776428,1059.154785,751.558594,310.056641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,926.122803,524.530090,126.604683,860.204407,429.119751,88.866051,904.005737,423.087097,115.518608,1026.831177,756.870361,218.458694,1061.686401,753.769470,310.363220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,928.151245,528.456238,128.426575,863.630798,433.413300,90.806427,905.663391,426.731995,118.110313,1030.052490,760.187927,218.486450,1064.044189,755.579956,310.804993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,930.694641,532.535645,130.006821,866.964417,437.817017,93.214760,907.951538,430.674225,120.404495,1033.447510,763.761230,218.537430,1066.276733,758.054199,311.498260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,933.703979,536.438599,131.590576,870.815125,441.985596,94.816078,910.092651,434.904999,123.066956,1036.762207,767.319031,219.168137,1068.640015,760.062012,312.160278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,936.151978,540.593384,132.216782,874.588562,446.389557,96.581902,911.640381,438.941467,126.097542,1039.891479,770.843750,219.661713,1070.469849,762.299011,312.932068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,938.632385,544.735352,133.657501,877.793457,450.932556,98.496155,913.452576,443.280823,128.529297,1043.531006,774.151550,220.486038,1073.163330,764.299438,313.239410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,940.798584,548.581360,135.712143,881.561768,455.782074,100.151924,915.530212,447.659546,130.954575,1046.635620,777.531860,220.953659,1076.147339,766.267456,313.306091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,943.490173,552.592407,136.158615,885.819458,460.544800,101.256645,917.342224,452.008209,133.443298,1049.541626,780.655701,222.439362,1078.542480,768.349243,313.936920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,945.994812,557.068237,137.477295,889.828674,465.905579,103.326317,919.181396,456.422974,135.949356,1053.244507,783.508057,223.262955,1080.755859,770.948792,314.532745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,948.696350,561.733398,138.362701,893.847534,470.949738,104.283249,921.069336,460.934937,138.035660,1057.152710,786.653320,224.002762,1083.674316,773.848694,315.360870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,950.925537,566.171204,139.375443,898.163452,476.160156,105.620552,923.039612,465.800995,140.265747,1061.223267,789.710938,224.169769,1086.118408,775.914795,315.699921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,953.229187,570.262817,140.194641,902.651428,481.698883,106.492401,924.467651,470.779449,142.153442,1065.288208,793.021484,225.100739,1088.640381,777.984985,316.498474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,955.283020,574.495117,141.358078,906.728638,487.207703,107.507141,926.109741,475.614166,144.914200,1069.072266,796.318115,226.179321,1091.601929,779.521545,316.869080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,958.058777,579.106628,141.928574,909.820251,492.908752,108.879181,927.707092,480.240997,146.930481,1072.676880,799.669800,227.104126,1094.051147,781.157288,317.863861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,960.961670,583.789795,142.474655,912.884827,498.468536,110.060738,929.880310,485.057465,148.204956,1076.102539,803.457153,228.293350,1097.013916,783.094238,318.514404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,963.783203,588.235718,142.702545,915.841736,503.953918,111.322937,931.562195,489.922974,150.015839,1080.283081,806.596130,228.950226,1099.857300,784.846191,319.181976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,966.229919,592.438660,143.399231,918.348694,509.495819,112.195602,933.248230,494.614807,151.116882,1084.484253,809.525757,230.313019,1103.005615,786.807678,320.030457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,968.107117,596.709167,144.240463,920.357300,514.746948,113.083984,934.547302,499.363403,152.211502,1088.566162,812.189392,231.260651,1105.593750,788.689270,320.554596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,970.126953,601.075745,145.032761,921.844177,520.219238,114.125580,936.101013,504.124878,153.597839,1092.280884,814.976318,232.398514,1108.338379,790.300110,321.424347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,971.739685,605.814331,145.465637,922.973145,525.531006,114.882057,937.442505,508.810455,154.286713,1096.008789,816.985657,233.157837,1111.830444,792.100464,322.049683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,974.504883,610.358337,144.966721,924.641846,531.222168,115.682274,938.117798,513.565247,155.045609,1100.300781,820.024414,234.059845,1114.491699,793.596680,323.191132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,977.139587,614.546143,144.956604,926.556213,536.687561,115.220108,939.208862,518.702393,155.850357,1104.681152,822.333862,235.280487,1117.972412,795.355042,323.814606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,978.488342,618.679810,145.561676,927.573853,542.440430,115.774551,939.959595,523.699951,156.340927,1108.470215,824.139587,236.502151,1120.842529,796.507568,324.859955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,981.340149,622.663208,147.542191,928.432373,547.803223,116.755661,940.159424,528.734985,157.217422,1112.814209,826.432495,237.487305,1124.150513,798.086609,325.300995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,982.496460,627.444397,145.911789,929.325562,553.377380,116.989853,940.747131,533.597839,157.764679,1116.647461,828.435913,238.170670,1127.378174,799.495544,326.389404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,983.692261,631.905579,145.364090,930.409912,559.208252,117.116959,940.500977,538.963562,158.112839,1120.574097,830.356934,239.164825,1130.543579,800.671082,327.040985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,984.754456,636.410217,145.764832,930.918152,564.611145,116.825951,940.473450,544.204956,158.585022,1124.207397,832.113892,240.135590,1133.358154,801.892212,328.033966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,986.520325,640.957092,144.877121,931.344177,570.552612,116.938751,940.037964,549.817688,158.451859,1128.190308,833.857849,241.017197,1136.838257,803.040955,329.099457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,987.979065,645.185669,144.602509,931.306702,576.000488,116.684166,939.648193,555.251770,157.909592,1131.674316,835.165283,242.277618,1139.889771,803.984497,329.634369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,988.991760,649.210938,144.743912,931.311462,581.897217,116.511971,939.415283,560.317993,158.661377,1135.555420,836.524414,242.498505,1142.586060,805.000854,330.229736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,990.484009,653.502930,144.125732,931.233704,587.221130,116.442932,938.557617,565.688538,158.142303,1138.822754,837.929443,243.977127,1145.842041,805.837463,331.377655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,991.137146,657.570435,143.749756,930.237732,593.038635,116.241043,937.340149,571.431763,158.051010,1142.820190,838.794006,244.851837,1148.537720,806.579102,331.968750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
