Grasp122
Date:,2025/04/23
Time:,12:58:51
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
61,992.068420,661.940247,143.441666,929.311218,598.687561,115.867027,936.312866,577.094604,157.785141,1146.254028,840.236511,245.652054,1151.489624,807.082458,332.644073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,993.278748,666.074890,142.714355,928.386047,604.588318,115.885338,935.395142,582.617371,158.246170,1149.394043,840.996338,246.240097,1153.891846,807.642761,333.258698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,994.383057,669.937805,141.849167,927.487549,610.396545,115.404922,934.215515,588.144958,157.298981,1152.518555,841.773315,246.953934,1156.526978,808.334839,333.771240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,994.740479,674.069153,140.947098,926.173157,616.278320,115.164253,932.922729,593.955383,157.143341,1155.766357,842.583801,247.625412,1159.149902,808.759033,334.437958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,995.284790,678.101318,140.405975,925.243347,622.008240,114.618118,931.754395,599.287720,157.085510,1158.470581,843.317383,248.313995,1161.624512,809.236694,335.228363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,995.583435,681.880310,140.273544,923.342346,627.741516,114.256874,930.168030,604.651428,157.053909,1161.422363,843.720154,248.575302,1163.919678,809.570313,335.220612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,996.284058,685.552734,139.109238,921.601990,633.300232,113.288757,928.230652,609.973633,156.479034,1163.834473,844.196838,249.001862,1165.969849,809.638855,335.897491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,996.187317,689.047791,138.057449,920.203308,639.058472,112.222458,926.259094,615.102966,155.986755,1166.475830,844.754089,249.193024,1168.115234,809.833679,335.948792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,997.251465,692.599060,136.952301,918.484131,644.712036,111.244888,925.684448,620.046509,155.012741,1168.431030,845.206604,249.625092,1170.204590,809.830627,335.982117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,997.364685,696.062866,135.840973,915.702698,650.442627,110.944794,925.217346,625.000122,154.007523,1171.011597,845.217346,249.313431,1171.783081,809.846924,336.600281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,996.855164,699.413147,134.853729,912.712036,655.869019,110.215134,923.924438,629.285950,153.733627,1172.841797,845.341675,249.755417,1173.421021,810.051270,336.185638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,996.722473,702.327881,134.844513,909.484131,661.402344,110.331093,922.907043,633.178894,153.077148,1174.659912,845.477356,249.821075,1175.046875,809.968811,336.073761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,996.610718,705.224915,133.923141,906.563049,667.098877,109.890678,922.190918,636.646301,152.705109,1176.570679,845.381104,249.474884,1176.205933,810.011536,336.202454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,996.289612,707.931519,132.724777,903.293457,672.558838,109.802834,921.603638,639.584961,151.515457,1177.708130,845.440063,249.502640,1177.853394,810.105225,336.152832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,995.906372,709.864502,132.533813,899.900818,678.160645,109.501503,921.330933,642.504822,151.176819,1179.333984,845.488708,249.154404,1179.159424,809.969177,335.806763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,995.579224,712.283691,131.722321,896.060181,684.041138,110.242355,920.894531,645.019836,151.174805,1180.821167,845.386414,248.558502,1179.998901,809.949341,335.501526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,995.207092,714.000549,130.585495,891.709229,689.442749,111.642822,920.472656,646.896362,151.264511,1181.471680,845.378052,248.257278,1180.767822,810.049683,334.851959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,994.550720,715.949829,129.843994,887.855713,695.054016,113.216537,920.217651,649.383484,151.170456,1182.217773,845.371887,247.725891,1181.474121,810.110474,334.014008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,994.231323,717.509277,129.369492,883.945190,700.502747,114.549484,919.818176,650.863953,150.925156,1183.241455,845.125916,246.720200,1182.299805,810.070679,333.444275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,993.631531,719.106689,128.421631,880.506653,705.966003,115.229317,919.763000,652.213318,150.676239,1183.648560,845.106628,245.969498,1182.715454,810.068604,333.095032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,992.625610,720.349121,127.716408,,,,919.834229,653.420349,150.576706,1183.998657,845.098511,245.641602,1183.283936,810.133728,332.407867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,991.356628,721.451538,127.676437,,,,919.841736,654.173645,150.616104,1184.543823,844.953918,244.644913,1183.819336,810.178894,331.706848,872.862610,716.388611,118.329231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,989.741089,722.658081,126.429657,,,,919.573364,655.102051,150.570740,1185.061768,844.542236,243.291641,1184.057251,810.074829,330.750671,870.666321,721.042908,118.087334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,988.635376,723.666321,125.842476,,,,919.240540,656.063416,150.701630,1184.973633,844.302063,242.398819,1183.810669,810.121216,329.693848,867.475525,725.862061,119.141006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,987.682251,724.627197,125.395576,,,,919.022339,656.800171,151.232513,1184.505249,844.191223,241.311783,1183.529175,810.239746,328.467621,864.696899,730.381897,119.874878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,918.553345,657.255859,151.914017,1184.191895,843.745605,240.436752,1183.594604,810.187134,327.612549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,917.804932,657.720642,152.741196,1184.196411,843.269531,239.235306,1183.754272,810.160583,326.774658,,,,984.798767,725.835632,124.532158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,917.179077,658.014160,153.140533,1183.897949,842.945496,238.029388,1183.500977,810.018555,325.633575,,,,982.630371,726.343628,124.253181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,916.803589,658.361877,153.685760,1183.602905,842.589233,236.838684,1182.851685,809.945862,324.090820,,,,981.231567,726.876038,123.791321,854.509583,745.529419,121.904449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,916.378967,658.817810,154.022491,1183.081055,842.339661,235.575424,1182.338257,809.724731,323.310028,,,,979.708435,727.317566,123.835556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,915.897217,659.132935,154.424271,1182.431152,842.057495,234.134338,1181.696899,809.662720,322.311798,,,,977.380798,727.445862,123.908195,,,,849.460388,751.996094,124.162392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,915.361938,659.488708,154.816849,1181.486328,841.594360,233.033401,1180.692871,809.603027,321.084869,,,,975.492615,727.850830,123.563789,,,,848.088013,755.059143,125.180252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,914.807373,659.620972,155.015717,1180.403931,841.033997,231.935593,1180.304565,809.528442,319.929504,,,,973.915405,728.347656,123.178452,,,,846.818909,757.243896,126.184189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,914.090454,659.550720,154.986084,1179.343384,840.380981,230.499084,1179.654663,809.337097,318.507294,,,,971.963257,728.263550,122.420891,,,,844.882202,759.449097,126.785896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,913.191956,659.358215,154.974976,1178.359741,839.951416,228.805969,1178.831421,809.189819,317.058594,,,,970.309204,728.113281,121.883797,,,,842.959534,761.051941,127.445335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,911.896545,659.036377,155.051590,1177.288330,839.749573,227.522751,1178.217407,808.907837,315.946930,,,,,,,,,,841.430725,762.673828,128.381683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,910.690308,658.838928,155.763763,1175.890381,839.225281,226.241455,1177.109619,808.696716,314.466583,,,,,,,,,,840.224976,763.695984,129.238312,965.739014,727.615967,122.270538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,909.946472,658.453613,156.399719,1174.578735,838.578918,224.567062,1176.051880,808.516907,313.141083,,,,,,,,,,838.582825,764.791138,130.036621,964.177185,727.356873,121.595123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,909.221069,658.107117,155.902313,1173.439209,837.780396,223.001053,1175.392456,808.298950,312.174469,,,,,,,,,,836.555847,765.613037,130.649078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,907.534119,657.742981,155.311340,1172.118652,837.041992,221.687805,1174.156860,808.100098,310.697021,,,,,,,,,,834.725952,765.990845,131.263992,,,,960.591431,726.984619,119.560616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,906.072876,657.306580,155.272415,1170.631348,836.525574,220.286926,1173.179932,807.794678,309.468903,,,,,,,,,,833.208374,766.258118,131.781647,,,,958.637512,726.467285,119.537918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,904.091248,656.843628,156.220383,1169.363647,836.098694,218.865448,1171.668823,807.543823,307.695313,,,,,,,,,,831.622864,766.319092,132.272278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,902.412476,655.949890,155.546234,1167.822754,835.068298,217.225662,1170.838135,807.126953,306.550842,,,,,,,,,,829.831604,766.280457,132.396057,,,,,,,954.130371,725.657410,118.841591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,901.710083,655.484985,154.119507,1166.292725,834.156494,215.843658,1169.613281,806.919250,304.945862,,,,,,,,,,828.260010,766.553955,132.324234,,,,,,,951.554260,725.078979,118.982216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,900.494019,655.242981,153.408478,1164.968018,833.718872,214.324219,1168.331421,806.594666,303.856110,,,,,,,,,,826.503113,766.688660,132.779739,,,,,,,949.687683,724.637756,118.579369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,898.780762,655.043457,153.081558,1163.367310,833.202087,213.148727,1167.060303,806.220886,302.723328,,,,,,,,,,824.281067,766.761780,133.037140,,,,,,,947.351196,724.355225,118.206612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,897.871216,654.176941,153.266830,1161.850098,832.241760,211.872467,1165.787476,805.876221,301.440796,,,,,,,,,,822.742310,766.673523,133.041138,,,,,,,945.772034,724.285217,117.320839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,895.290222,653.697205,153.250534,1160.513184,831.462891,210.237366,1164.707153,805.619141,300.392120,,,,,,,,,,820.962036,766.665955,132.969604,,,,,,,944.004211,723.757202,116.712532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,893.039185,653.107727,153.158051,1158.971191,830.823547,208.936890,1163.156372,805.323853,298.972290,,,,,,,,,,819.112427,766.515808,132.877396,,,,,,,941.680420,723.101440,116.295654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,891.096313,652.602173,153.231232,1157.561035,830.185059,207.778030,1162.119629,805.075317,297.977661,,,,,,,,,,817.613586,766.120056,133.062393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,889.317993,652.017029,153.621658,1156.083130,829.486023,206.487656,1160.904297,804.858337,296.732391,,,,,,,,,,815.864441,765.904663,132.929657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,887.903076,651.631104,153.104187,1154.317627,828.793274,205.321793,1159.629761,804.621216,295.444244,,,,,,,,,,814.180786,765.627136,132.444534,,,,,,,,,,936.512329,721.054932,114.374924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,886.338684,651.097168,152.717758,1152.824829,828.242737,203.985626,1158.364380,804.238220,294.427185,,,,,,,,,,812.972717,764.884033,131.955872,,,,,,,,,,934.219666,720.646179,114.983025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,885.185730,650.276184,152.608597,1151.469604,827.752319,202.877213,1156.914185,803.999207,293.362885,,,,,,,,,,811.178162,764.272522,132.087189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,883.784668,649.695923,151.943558,1149.867920,826.968140,201.803513,1155.849243,803.717529,292.450989,,,,,,,,,,809.695984,763.900269,132.224670,,,,,,,,,,,,,931.635376,719.471436,112.970131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,882.446289,649.120544,150.788300,1148.512207,826.305847,200.739410,1154.597046,803.521484,291.228577,,,,,,,,,,807.974792,763.273132,131.787140,,,,,,,,,,,,,928.908386,718.847656,113.113113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,881.800964,647.445862,151.564850,1147.130615,825.927185,199.540329,1153.190186,803.195007,290.161194,,,,,,,,,,806.242798,762.831421,131.927658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,879.870361,648.032959,150.853363,1145.655640,825.400879,198.467178,1152.223267,803.041138,289.531281,,,,,,,,,,804.861572,762.128784,132.004700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,878.349915,646.996216,149.650391,1144.499390,824.928101,197.517853,1150.820313,802.941711,288.400726,,,,,,,,,,803.726746,760.712524,132.268936,,,,,,,,,,,,,,,,924.063660,717.176453,112.653641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,877.075684,645.668152,149.424927,1143.246826,824.436462,196.416397,1149.665771,802.865906,287.389465,,,,,,,,,,802.053345,759.725098,132.030884,,,,,,,,,,,,,,,,922.851990,716.720337,111.680801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,875.463623,644.565247,149.990662,1141.963013,823.759583,195.362381,1148.415894,802.795471,286.515594,,,,,,,,,,800.859619,758.880310,132.271820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,874.730835,643.813477,149.312561,1140.850952,823.335266,194.344894,1147.199585,802.695679,285.606323,,,,,,,,,,799.437561,757.749329,132.595734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,874.228821,642.672668,147.884811,1139.703003,823.027832,193.360626,1146.396484,802.596313,285.055481,,,,,,,,,,798.203735,756.434937,133.257568,,,,,,,,,,,,,,,,,,,919.842590,714.240417,109.463844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,873.613647,641.502686,147.184296,1138.582520,822.740601,192.455673,1145.144409,802.523560,283.873474,,,,,,,,,,797.023193,755.511169,133.524597,,,,,,,,,,,,,,,,,,,918.938049,713.746704,108.752731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
