Grasp122
Date:,2025/04/24
Time:,13:13:48
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
62,981.572571,652.389709,123.233864,907.920105,576.855591,101.246902,,,,,,,,,,,,,,,,,,,1205.894043,733.602966,434.434326,1183.341553,782.456482,221.476334,,,,889.743652,599.696228,70.427834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,982.325012,655.558044,123.509346,907.360352,580.905090,101.587860,,,,,,,,,,,,,,,,,,,1206.845459,733.840820,434.685669,1185.490723,783.360474,222.206100,,,,887.456055,605.596863,71.717934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,982.811462,658.411926,123.587738,906.997131,584.816956,101.296898,,,,,,,,,,,,,,,,,,,1207.609619,734.216248,434.738312,1187.159424,784.142456,222.051239,,,,884.632080,613.342102,74.177490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,982.975098,661.370972,123.547562,906.890259,588.288696,100.939819,,,,,,,,,,,,,,,,,,,1208.453857,734.414185,435.289825,1188.752075,784.814941,222.077576,,,,881.773071,621.190186,74.892540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,983.054810,664.463379,124.114120,906.403809,592.023743,100.672646,,,,,,,,,,,,,,,,,,,1209.269775,734.733215,435.469666,1190.201538,785.219360,223.036438,,,,879.328491,628.734802,75.682419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,983.319824,667.198608,124.236526,906.004639,595.036682,101.271812,,,,,,,,,,,,,,,,,,,1210.030396,734.881348,435.683746,1191.517212,785.699097,223.485687,,,,879.490417,637.686340,76.813103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,983.510132,669.595032,124.039665,905.625793,597.953003,101.139320,,,,,,,,,,,,,,,,,,,1210.770752,735.070740,435.920197,1192.578613,786.434570,223.434677,,,,875.453125,647.510315,77.535530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,983.146057,671.693726,124.082375,904.739197,600.851685,100.764511,,,,,,,,,,,,,,,,,,,1211.310913,735.249817,435.937805,1193.615112,787.108582,223.885635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,982.863281,674.427490,124.292259,904.210083,603.697815,100.757149,,,,,,,,,,,,,,,,,,,1211.922363,735.396667,435.791260,1194.737183,787.565979,224.129044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,982.356323,676.595459,124.764091,902.764832,607.046021,101.537758,,,,,,,,,,,,,,,,,,,1212.399048,735.437744,435.925140,1195.442017,787.814087,224.461517,,,,,,,863.177368,666.615112,90.707748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,981.538757,679.091614,124.717789,901.863586,609.973999,101.086990,,,,,,,,,,,,,,,,,,,1212.805420,735.539429,436.154083,1195.699585,787.977905,224.506943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,980.915161,681.486694,124.653404,900.444885,613.058533,101.210457,,,,,,,,,,,,,,,,,,,1213.055420,735.733948,436.237518,1195.978516,788.174072,224.567657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,979.829651,683.465332,125.012817,898.704407,616.024597,102.392593,,,,,,,,,,,,,,,,,,,1213.314819,735.916748,436.321594,1196.290283,788.426880,224.614792,,,,,,,,,,856.942261,687.278503,96.932007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,978.655090,685.816101,125.726791,897.322754,618.742004,102.519608,,,,,,,,,,,,,,,,,,,1213.538208,735.907227,436.343140,1196.217285,788.625671,224.623734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,977.652466,687.679443,125.832947,895.950867,621.344788,102.744293,,,,,,,,,,,,,,,,,,,1213.860107,735.960144,436.276154,1196.306885,788.846191,224.634109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,976.027893,689.700623,126.265511,894.212097,623.355652,104.014290,,,,,,,,,,,,,,,,,,,1214.289795,735.893494,436.007843,1196.376709,789.050781,224.537689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,975.026978,691.072510,125.861000,892.738037,625.447327,105.311691,,,,,,,,,,,,,,,,,,,1214.439087,735.881348,435.893250,1196.161743,789.131531,224.446518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,973.459717,692.979187,126.393120,891.617859,627.079834,105.902565,,,,,,,,,,,,,,,,,,,1214.646851,735.816772,435.821564,1195.977173,789.249084,224.312500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,972.281311,694.520447,127.099815,889.665405,628.872864,106.429276,,,,,,,,,,,,,,,,,,,1214.696655,735.768372,435.592682,1195.777954,789.381775,224.256454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,970.392090,695.954224,127.789398,887.866516,630.758118,106.929817,,,,,,,,,,,,,,,,,,,1214.807251,735.663574,435.304016,1195.173584,789.503784,223.979202,,,,,,,,,,,,,841.070068,723.719177,110.124161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,968.940002,697.314575,128.172241,886.534729,631.986389,107.552696,,,,,,,,,,,,,,,,,,,1214.830933,735.600220,435.022980,1194.740234,789.383179,223.621170,,,,,,,,,,,,,839.227539,727.908997,112.137154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,967.476135,698.458374,128.470535,885.081665,632.721863,108.724625,,,,,,,,,,,,,,,,,,,1214.804443,735.461731,434.731964,1193.922363,789.541870,223.307770,,,,,,,,,,,,,837.798401,731.556580,113.924095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,965.795410,699.349243,128.633438,883.384216,633.393311,109.562492,,,,,,,,,,,,,,,,,,,1214.865356,735.390930,434.398376,1192.876465,789.672974,222.977386,,,,,,,,,,,,,836.013672,735.518799,116.267792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,964.385559,699.560547,129.392776,881.679504,634.053040,110.508217,,,,,,,,,,,,,,,,,,,1214.796387,735.264465,434.017700,1191.737549,789.788147,222.726547,,,,,,,,,,,,,834.163574,738.479614,118.547302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,962.495483,700.263855,129.560806,880.499023,634.656860,110.634247,,,,,,,,,,,,,,,,,,,1214.641357,735.119629,433.576782,1190.567017,789.635620,222.785965,,,,,,,,,,,,,832.816895,740.776001,120.602364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,960.611084,700.964294,129.943893,879.002075,634.820068,111.394890,,,,,,,,,,,,,,,,,,,1214.291626,735.172852,433.032074,1189.460327,789.453857,222.329742,,,,,,,,,,,,,831.599426,742.367188,121.782494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,959.053467,701.323425,130.255280,877.519043,634.475220,112.608932,,,,,,,,,,,,,,,,,,,1213.884521,735.091980,432.199554,1188.516113,789.461304,221.725037,,,,,,,,,,,,,829.756714,743.254089,123.752853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,957.019592,701.681702,130.742432,876.173645,634.148193,113.340675,,,,,,,,,,,,,,,,,,,1213.622559,734.932617,431.855011,1187.524658,789.500854,221.346176,,,,,,,,,,,,,828.406677,743.901672,125.176430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,955.302612,701.908997,130.962341,874.728455,633.987732,113.366760,,,,,,,,,,,,,,,,,,,1213.320679,734.781677,431.658539,1185.965088,789.446167,221.651733,,,,,,,,,,,,,826.469482,744.199158,126.845215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,953.589783,701.611938,131.653824,873.320068,633.615051,114.416595,,,,,,,,,,,,,,,,,,,1212.928101,734.543152,431.366486,1184.371704,789.257263,221.501266,,,,,,,,,,,,,824.627136,744.319214,128.015686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,952.085876,701.716309,131.631516,871.952393,632.973206,115.006607,,,,,,,,,,,,,,,,,,,1212.568726,734.369324,430.947388,1183.166260,789.122070,220.748764,,,,,,,,,,,,,822.927002,743.860107,129.284073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,950.800171,701.604309,131.631821,870.569458,632.455200,115.375259,,,,,,,,,,,,,,,,,,,1212.177734,734.118469,430.582275,1181.911011,789.024414,220.470688,,,,,,,,,,,,,820.882874,743.410583,130.675720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,948.717407,701.287109,132.194168,869.184875,631.781006,116.087997,,,,,,,,,,,,,,,,,,,1211.884521,733.887329,430.292511,1179.961914,788.885559,220.442856,,,,,,,,,,,,,819.216675,742.797363,131.736710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,946.810974,701.325806,132.675873,868.117065,631.096130,116.643845,,,,,,,,,,,,,,,,,,,1211.435669,733.759766,429.883270,1178.448120,788.590332,220.214447,,,,,,,,,,,,,817.763000,742.396423,132.966629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,945.256653,701.001038,133.175598,866.700500,630.265259,116.708839,,,,,,,,,,,,,,,,,,,1210.836792,733.627686,429.436493,1176.548462,788.440063,219.343246,,,,,,,,,,,,,815.437195,741.414490,133.932785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,943.167908,700.219849,133.790009,865.154297,629.323120,117.411896,,,,,,,,,,,,,,,,,,,1210.308228,733.457703,429.023499,1175.109253,788.206055,219.485367,,,,,,,,,,,,,813.616760,740.285095,134.434143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,941.801758,700.052185,133.618896,863.703552,628.526489,117.558464,,,,,,,,,,,,,,,,,,,1209.783325,733.299622,428.667725,1173.450806,787.958679,219.334885,,,,,,,,,,,,,811.436340,738.769226,135.215759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,940.125732,699.619995,133.739380,862.472839,627.755493,117.711601,,,,,,,,,,,,,,,,,,,1209.445313,733.079895,428.376160,1172.151611,787.567261,219.163406,,,,,,,,,,,,,809.997009,738.059082,135.361237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,938.225586,699.049377,134.125885,861.201416,626.427368,118.487869,,,,,,,,,,,,,,,,,,,1209.137939,732.958008,427.933319,1170.738525,787.452576,218.918137,,,,,,,,,,,,,807.747986,736.802979,135.742996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,936.699280,698.520691,134.140015,859.881592,625.122559,119.321724,,,,,,,,,,,,,,,,,,,1208.488525,732.729614,427.587860,1168.822266,787.171448,219.187057,,,,,,,,,,,,,806.192383,735.268982,136.278244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,934.820740,697.618530,134.047989,858.583008,624.876221,119.046547,,,,,,,,,,,,,,,,,,,1207.450562,732.599670,427.317627,1167.160156,786.735229,218.917755,,,,,,,,,,,,,804.937439,734.480896,136.520966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,933.539551,697.093384,134.291229,857.276917,623.970886,119.763580,,,,,,,,,,,,,,,,,,,1206.393799,732.441101,426.957581,1165.943604,786.339478,218.382889,,,,,,,,,,,,,802.746948,733.413513,136.801025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,932.341187,696.885254,134.332016,856.352234,622.822449,119.676216,,,,,,,,,,,,,,,,,,,1205.713135,732.259033,426.767456,1164.421875,785.978699,218.551056,,,,,,,,,,,,,800.551575,732.220093,136.596390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,930.443481,696.464600,134.299103,855.105103,622.120789,119.504395,,,,,,,,,,,,,,,,,,,1205.073608,732.128845,426.623169,1162.564941,785.569885,218.472504,,,,,,,,,,,,,799.405823,731.286621,136.925781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,928.668030,696.052185,134.309875,853.681702,621.311951,119.927460,,,,,,,,,,,,,,,,,,,1204.310913,731.920654,426.311432,1160.981567,785.087646,217.855957,,,,,,,,,,,,,797.818726,730.287231,137.387451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,927.602783,695.614807,134.357941,852.689148,620.605042,120.203102,,,,,,,,,,,,,,,,,,,1203.718506,731.644775,426.303589,1160.520020,784.588867,217.874542,,,,,,,,,,,,,796.082947,728.932068,137.389450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,926.200806,694.880615,134.648254,851.808167,619.832886,120.278923,,,,,,,,,,,,,,,,,,,1203.094116,731.357666,425.854584,1158.855225,784.619202,217.858643,,,,,,,,,,,,,794.755127,727.873108,137.126785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,924.324524,694.487915,134.808258,850.420105,619.068298,120.342567,,,,,,,,,,,,,,,,,,,1202.313843,731.237244,425.553467,1156.804810,784.349121,217.380234,,,,,,,,,,,,,793.486816,727.068726,137.163315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,923.213196,694.017151,134.381439,849.087708,618.301636,120.440666,,,,,,,,,,,,,,,,,,,1201.367554,731.129028,425.419739,1155.234009,783.969238,216.853531,,,,,,,,,,,,,791.497620,726.209229,137.306366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,922.713684,693.470581,134.542114,848.243408,617.729187,120.591515,,,,,,,,,,,,,,,,,,,1200.348267,731.160400,425.102295,1154.934204,783.517456,216.738678,,,,,,,,,,,,,789.881958,725.096619,137.349457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,921.190186,693.009216,134.529861,847.421875,617.206848,120.625168,,,,,,,,,,,,,,,,,,,1199.396973,731.087769,424.772461,1154.340454,783.103210,216.707764,,,,,,,,,,,,,788.768555,724.132202,137.130020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,919.955872,692.461914,134.339798,846.119568,616.510803,120.695229,,,,,,,,,,,,,,,,,,,1198.380127,731.089355,424.552704,1152.736084,782.611023,216.510117,,,,,,,,,,,,,787.606262,723.231873,136.653152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,918.916809,692.053345,133.866104,844.956970,615.822021,120.694107,,,,,,,,,,,,,,,,,,,1197.317261,730.898315,424.236328,1151.173218,782.396240,215.963089,,,,,,,,,,,,,786.763672,722.567871,136.212723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,917.479675,691.587158,134.189316,843.766968,615.486084,120.538612,,,,,,,,,,,,,,,,,,,1196.857788,730.742920,423.893250,1150.043823,782.104187,215.756226,,,,,,,,,,,,,785.091553,722.025269,135.790344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,915.986877,691.152893,134.414230,842.704468,615.226379,120.256073,,,,,,,,,,,,,,,,,,,1196.187378,730.721008,423.701355,1149.549438,781.724243,215.746048,,,,,,,,,,,,,783.864807,721.153503,136.192001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,915.037964,690.945068,134.512573,841.578125,614.990784,119.919205,,,,,,,,,,,,,,,,,,,1195.236450,730.705688,423.419281,1148.842529,781.419312,215.352844,,,,,,,,,,,,,782.720093,720.366028,135.686554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,914.400879,690.745300,134.170654,840.763611,614.399536,120.155014,,,,,,,,,,,,,,,,,,,1194.404297,730.762695,423.186249,1147.703003,781.287781,214.751999,,,,,,,,,,,,,781.762390,719.735840,135.012421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,913.467773,690.359131,133.743362,839.861694,614.075623,120.067345,,,,,,,,,,,,,,,,,,,1193.356079,730.764282,422.730896,1146.505981,781.141174,214.413910,,,,,,,,,,,,,780.497375,719.208130,134.682526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,912.401428,689.813110,133.665298,838.736938,613.838562,119.920967,,,,,,,,,,,,,,,,,,,1192.650635,730.576477,422.687347,1145.508667,781.075684,214.537155,,,,,,,,,,,,,779.632141,718.668884,134.549744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,911.628601,689.305054,133.762512,837.491699,613.851685,119.721291,,,,,,,,,,,,,,,,,,,1192.064941,730.368286,422.574615,1144.636841,780.834045,214.650864,,,,,,,,,,,,,778.850037,718.196289,134.147858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,911.262268,688.961365,133.212387,836.460266,613.582886,119.416962,,,,,,,,,,,,,,,,,,,1191.154297,730.395325,422.314301,1143.410522,780.670959,213.984467,,,,,,,,,,,,,778.158447,717.470215,133.730637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,910.460449,688.830811,132.887405,835.656189,613.223816,119.230232,,,,,,,,,,,,,,,,,,,1190.145996,730.510681,422.014343,1142.882935,780.515015,213.609055,,,,,,,,,,,,,777.018066,716.428284,133.799072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,909.337463,688.739075,132.589111,834.731750,613.090881,118.745140,,,,,,,,,,,,,,,,,,,1189.062256,730.516174,421.368805,1142.155884,780.352417,213.071609,,,,,,,,,,,,,775.873962,715.836060,133.710007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,908.522644,688.552856,132.401657,833.901917,613.128235,118.120003,,,,,,,,,,,,,,,,,,,1188.291138,730.412598,420.826019,1141.658447,780.233276,212.681091,,,,,,,,,,,,,775.226135,715.340881,133.558136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
