Grasp57
Date:,2025/04/22
Time:,15:42:56
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
59,1051.353516,845.806824,254.021912,908.941406,561.230835,60.526665,933.369385,547.441345,79.372635,975.604187,638.098450,107.763191,1113.317993,863.143799,422.975372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1055.406128,849.057495,254.386703,910.978394,566.300232,62.483486,935.916138,551.348755,80.804031,978.128479,642.317383,108.911766,1115.265503,864.690491,423.677612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1059.162231,852.434937,255.398911,912.258118,571.604370,63.751759,937.455933,555.442627,82.552361,980.841797,646.220215,109.906998,1118.372314,865.695923,425.142792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1062.236450,856.106323,256.211517,914.102600,577.001831,65.388641,939.309448,559.523560,83.910744,983.229492,650.351563,110.889946,1120.181641,867.275269,425.866821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1066.603638,859.005066,256.920166,915.809814,581.725525,67.499626,940.830078,563.976501,85.212952,985.269592,654.710449,112.165428,1122.462769,868.591003,427.422211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1070.751709,861.925781,257.497955,916.081848,587.012512,68.867409,942.196167,568.379395,86.569252,987.734497,658.633606,112.538971,1124.510742,869.581482,428.902496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1074.121704,865.062805,258.241760,916.155884,592.731628,70.306740,943.794434,572.570435,87.652863,989.886658,662.947876,113.265327,1126.933960,870.922974,429.961243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1078.343750,867.964417,259.146179,915.326294,598.414001,72.436325,945.508789,576.686218,87.815033,991.590332,666.769470,113.581314,1129.383667,871.825562,430.966431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,913.501831,603.659729,76.061470,946.824890,580.848572,88.562080,993.051147,670.992126,114.111221,1131.323730,872.617065,431.704376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,912.189514,609.177856,77.817085,947.821960,585.062561,89.320961,994.424438,675.237244,114.632385,1133.818970,873.754822,433.630127,1085.024536,873.514771,261.339294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,911.502197,615.601746,78.360916,948.413757,589.458252,89.585838,995.372253,679.177063,115.159561,1135.725464,874.848389,435.282135,1088.581055,876.018860,262.188293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,910.744446,622.536804,78.297119,948.969543,593.516907,89.798172,996.987610,683.271606,115.702454,1137.949341,875.855225,436.830383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,909.383240,629.587769,78.275398,949.265686,597.793823,90.217125,997.826843,687.309448,116.257690,1140.078491,876.374146,437.504028,,,,1095.513184,880.399353,264.348572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,907.555115,636.549438,78.693382,949.153992,602.222656,90.962822,998.492493,691.308472,116.214516,1141.771362,876.857849,438.173096,,,,1098.157837,883.216858,265.382446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,905.119324,643.161987,79.563805,948.093018,606.955139,91.737999,998.421692,695.401489,117.174004,1143.717041,877.313293,439.288696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,902.791077,649.835754,80.053146,947.237061,611.493835,92.885063,999.243958,699.398254,117.110245,1145.540283,877.831787,440.387360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,900.651428,656.757080,80.073410,946.097839,615.883423,93.515266,999.150452,703.031799,117.223198,1147.206543,878.291260,441.334503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,898.160095,663.826050,79.976479,945.294983,619.669189,94.022369,999.017395,706.872009,117.853317,1148.887817,878.708801,442.391144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,895.504150,670.967834,79.666733,944.104187,623.185425,95.231285,999.009033,710.377136,118.022423,1150.684814,878.848450,443.106384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,892.440002,678.279480,79.752625,943.570557,626.672546,95.489769,998.493713,713.902832,118.616722,1152.737427,878.973938,443.694397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,889.756958,685.395142,79.850967,942.430176,631.101624,95.585136,997.499268,717.100830,118.701942,1153.966553,879.211060,444.069855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,886.842712,692.355835,79.569496,941.216736,635.523376,94.867661,996.646301,720.789551,118.753174,1155.320801,879.262939,444.953766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,883.544678,698.964966,80.296402,939.707825,639.729126,94.825294,996.296326,724.042114,119.336746,1157.017456,879.391724,445.724701,,,,,,,1122.218262,896.359131,273.393616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,880.642151,705.548401,81.379471,938.824890,642.755798,96.269539,995.521667,727.391663,119.626366,1158.206909,879.523010,445.742798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,877.518799,711.625671,82.432846,937.644287,646.282898,96.755081,994.815613,730.155945,119.774406,1159.630737,879.376892,446.035431,,,,,,,,,,1126.901001,897.816467,274.145782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,874.538574,717.961609,83.188400,936.544373,649.368225,97.442741,993.845276,732.968872,119.806480,1161.182739,879.171509,446.452148,,,,,,,,,,1128.738892,898.492126,274.315857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,871.568787,723.497559,84.803482,935.296204,652.071106,98.923622,992.775879,736.106873,120.148987,1162.197876,879.123779,446.622498,,,,,,,,,,1130.104248,899.015503,274.593994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,868.605652,728.681946,86.698845,934.330200,654.646362,100.033401,991.328369,738.752563,120.342682,1162.714600,879.112610,446.438324,,,,,,,,,,1131.186401,899.457397,274.967651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,933.115723,657.183044,101.781166,990.091492,741.135803,121.001564,1163.690918,879.059937,446.248291,,,,,,,,,,1132.387085,899.944092,275.585907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,931.987244,659.464539,102.864967,988.866882,743.511169,121.447380,1164.734497,878.778687,446.044342,,,,,,,,,,1133.529541,900.441589,275.520813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,930.884216,661.593506,104.455765,987.731262,745.629028,121.946022,1165.703247,878.481689,445.883026,,,,,,,,,,1134.166992,901.095947,275.357452,859.394470,741.369812,92.739655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,929.535706,663.305664,106.369331,985.987122,748.126160,121.899086,1166.287964,878.467102,445.629852,,,,,,,,,,1134.764771,901.449341,275.163483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,928.571838,664.809265,107.963501,984.657532,749.950989,122.352142,1167.228516,878.224121,445.398071,,,,,,,,,,1135.491211,901.742798,275.018524,,,,854.790222,747.921753,95.739502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,927.305115,666.389465,109.789192,983.100830,751.709656,122.923767,1167.833374,878.066833,444.610931,,,,,,,,,,1135.828003,901.744507,274.955353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,926.292114,667.661743,111.578987,981.532898,753.071228,123.632011,1168.251709,877.900513,443.853058,,,,,,,,,,1136.347900,902.019531,274.585449,,,,,,,848.542175,754.013062,101.048454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,925.400085,668.430542,113.108231,979.140076,754.455261,123.970825,1168.276123,877.791504,443.452087,,,,,,,,,,1137.156860,901.908875,273.957367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,923.820129,670.024353,115.018227,977.645447,755.893372,124.746590,1168.345947,877.694031,442.877411,,,,,,,,,,1137.328369,901.727905,273.409119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,922.234009,671.045654,116.243866,975.827820,757.008118,125.236572,1168.697754,877.682373,442.050659,,,,,,,,,,1136.974854,901.606445,273.075226,,,,,,,,,,841.186157,761.090393,106.419853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,920.751648,671.495850,117.677963,973.775635,757.686462,125.496017,1169.064087,877.559692,441.056335,,,,,,,,,,1136.355225,901.640015,272.763214,,,,,,,,,,839.552795,762.217590,108.837311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,919.498718,671.571838,120.363991,971.520203,758.652344,125.539734,1169.858398,877.107788,440.530518,,,,,,,,,,1135.711182,901.620789,272.387207,,,,,,,,,,836.973267,764.296204,110.954178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,918.101074,672.259766,121.772644,969.805847,759.679016,126.042389,1169.265259,877.042725,439.810364,,,,,,,,,,1134.846191,901.325684,271.636292,,,,,,,,,,834.380859,765.499451,112.549057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,916.430908,672.954102,123.237366,967.233948,760.316772,126.418900,1168.627197,876.945557,438.922852,,,,,,,,,,1134.343506,901.059082,270.782745,,,,,,,,,,831.647217,766.805664,113.856766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,915.052734,672.608276,125.186157,965.067627,760.911316,126.906960,1168.376709,876.952332,437.904816,,,,,,,,,,1133.785522,900.731934,269.699707,,,,,,,,,,829.329834,767.893250,115.231331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,913.444641,672.891602,126.681953,963.258301,761.182434,127.244759,1168.255371,876.784729,437.041748,,,,,,,,,,1133.272339,900.331238,268.931549,,,,,,,,,,827.179382,768.479004,116.398140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,911.459595,673.281311,127.987099,960.094238,761.450195,127.830841,1168.025757,876.638062,436.136566,,,,,,,,,,1131.931885,899.884705,268.267487,,,,,,,,,,825.341064,768.831360,117.177650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,910.013062,672.636658,129.194214,958.189026,761.580139,128.059433,1167.695435,876.343750,435.050629,,,,,,,,,,1130.160034,899.471252,267.746948,,,,,,,,,,822.546814,769.175049,117.917221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,908.863037,672.785400,129.920578,956.141052,761.248840,128.165619,1167.014648,876.116699,433.904175,,,,,,,,,,1129.074707,899.296753,267.089539,,,,,,,,,,820.247498,769.162354,118.735291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,906.497131,673.059204,130.815964,953.512878,761.237610,127.759285,1166.476196,875.916870,432.974701,,,,,,,,,,1127.896606,898.818604,265.852722,,,,,,,,,,818.280701,769.222290,119.564781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,904.490295,672.250305,132.030960,951.393799,760.788574,127.983032,1165.492798,875.887878,431.629395,,,,,,,,,,1127.165405,897.827332,264.577881,,,,,,,,,,815.704285,769.315063,119.717896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,902.873901,671.539368,132.685410,949.469788,760.401489,127.793648,1164.468628,875.893066,430.593719,,,,,,,,,,1125.883789,897.124817,263.491364,,,,,,,,,,813.484680,769.247864,120.466515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,901.125916,671.873596,133.163956,946.538696,760.403809,127.966461,1163.762695,875.819397,430.011078,,,,,,,,,,1124.045776,896.723450,262.840576,,,,,,,,,,810.993652,769.034790,121.042358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,899.031006,671.309448,134.387955,944.840271,759.815247,127.720528,1162.843506,875.692688,428.974854,,,,,,,,,,1122.393921,895.933289,262.257843,,,,,,,,,,809.009949,768.312073,121.595123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,898.321106,669.675293,134.972931,942.076965,759.670044,127.758766,1161.728516,875.682739,427.754974,,,,,,,,,,1120.999878,895.477661,260.886353,,,,,,,,,,807.056091,767.382690,121.786110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,896.580322,668.804077,135.365570,940.046448,759.019714,127.724525,1160.891113,875.685303,426.870667,,,,,,,,,,1119.380371,894.911865,260.240631,,,,,,,,,,804.623535,766.654114,122.505241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,894.631714,668.163757,136.161530,938.078430,758.365356,127.886589,1159.539551,875.658875,425.638977,,,,,,,,,,1117.249878,894.247009,259.293457,,,,,,,,,,802.213257,765.837280,122.761856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,892.319641,667.770325,136.787842,935.296509,757.845886,127.986862,1158.550293,875.624634,424.775482,,,,,,,,,,1115.855713,893.455017,258.508881,,,,,,,,,,800.018311,764.859924,123.668938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,890.821594,666.799133,137.155701,932.747131,756.908020,128.085800,1157.841187,875.489868,424.103058,,,,,,,,,,1113.670166,892.926758,257.624329,,,,,,,,,,798.039368,763.324768,124.805389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,889.658081,665.929871,137.402191,931.410156,755.872131,127.974556,1157.032471,875.385010,423.296509,,,,,,,,,,1112.137451,892.396362,256.697906,,,,,,,,,,795.693176,762.023621,125.284927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,887.376770,664.955200,137.628082,929.411865,755.093811,127.889847,1156.229248,874.899597,422.372559,,,,,,,,,,1110.723267,891.775696,255.949356,,,,,,,,,,793.525574,760.938904,125.776344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,886.056152,663.728882,138.030334,925.926941,754.480591,128.104370,1154.763550,874.522766,421.059570,,,,,,,,,,1108.937622,890.829895,255.044632,,,,,,,,,,791.493408,759.281067,126.480827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,884.769836,662.409485,138.391754,924.332703,753.273376,128.658386,1153.324829,874.331238,419.694672,,,,,,,,,,1107.688965,889.957031,254.278915,,,,,,,,,,789.919739,757.759888,127.070328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,883.287781,661.552734,138.927719,922.862915,751.840942,128.120285,1152.129150,874.292908,418.843964,,,,,,,,,,1105.591553,889.144409,253.610870,,,,,,,,,,787.369934,756.173462,127.492043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,881.621887,660.477722,138.573990,921.398804,750.828125,127.367493,1150.905762,874.150269,417.701324,,,,,,,,,,1102.990723,888.620728,253.174591,,,,,,,,,,785.542114,754.802795,128.233429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
