Grasp116
Date:,2025/04/24
Time:,16:09:06
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
14,1169.640869,877.434631,450.423187,881.390442,703.882263,84.968437,933.375793,790.860596,90.398720,1087.632080,892.905029,273.495178,794.599060,778.129517,86.480499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1169.747314,877.493896,450.212921,881.686401,702.843567,87.492821,932.999451,790.470032,91.412521,1088.074951,892.826355,273.203613,794.678467,777.670959,88.620384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1169.682617,877.510498,450.134308,882.341370,702.007996,90.148094,932.996399,789.457214,92.947975,1088.729370,892.714417,272.479767,794.156250,777.325439,91.187897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1169.637451,877.523499,450.016052,882.795044,700.561584,93.130196,932.643738,789.042358,94.305107,1089.281982,892.661194,272.125427,793.979736,776.754333,93.685760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1169.548706,877.501282,449.911804,883.467102,699.167297,95.149956,931.954895,788.450562,95.693817,1089.751587,892.501343,271.939911,793.191101,776.410828,95.448326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1169.490845,877.485168,449.743439,883.623596,698.116577,98.237801,930.977966,787.793213,97.207138,1090.047729,892.353699,271.757568,792.742065,775.868652,98.406982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1169.242920,877.475830,449.452332,883.896240,697.284058,100.407303,930.557495,786.606262,98.373238,1090.368286,891.984009,271.466431,792.081604,775.381592,100.494911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1169.088135,877.473755,449.182556,884.908997,695.482422,102.924446,930.365845,785.884155,99.186325,1090.857422,891.538574,271.119476,791.709717,774.482788,102.169800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1168.728638,877.642273,448.501648,885.729919,694.004456,105.028023,929.666626,785.254578,100.351128,1090.918823,891.137878,270.859100,791.295715,773.821716,104.214371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1168.520142,877.640442,448.219849,885.776123,692.973511,107.156418,929.124878,783.713074,101.959465,1090.453247,890.930237,271.024689,790.845459,773.089600,106.330559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1168.242188,877.685181,447.743408,885.812195,691.893066,109.705780,928.618530,782.325134,102.676216,1090.098633,890.599548,271.106201,790.000549,772.187195,108.294830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1168.015747,877.745728,447.105408,886.515564,690.234192,111.839813,928.122742,781.344116,103.190430,1089.775757,890.504028,270.865936,789.785522,771.107361,109.861061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1168.017944,877.737915,446.779297,887.515991,688.735413,113.979706,927.867554,780.276367,104.381767,1089.579102,890.296753,270.561218,789.080200,770.335754,111.768745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1168.210693,877.650391,446.300507,887.375366,688.033264,115.963692,927.674316,778.765564,105.518501,1089.529907,889.875427,270.247650,788.951660,769.232361,113.278145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1168.163086,877.525696,446.163696,886.986023,686.405518,118.068077,926.551636,777.656250,106.772522,1089.184937,889.349365,269.782745,788.570679,767.843750,114.827751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1168.170410,877.430237,445.807404,887.475769,684.855652,120.243889,926.015808,776.324341,107.708061,1089.100708,888.683899,269.276031,787.575012,766.827271,116.560860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1168.110718,877.304688,445.282318,887.664917,683.341492,122.132347,925.460388,774.638916,108.199867,1089.062622,888.006409,268.619781,787.202698,765.553345,117.808388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1167.838257,877.211975,444.695465,887.107300,682.247742,124.296921,925.300293,773.143311,109.320045,1088.989746,887.580444,268.167969,787.333618,764.087097,119.149658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1167.302124,877.093506,443.930878,888.046692,680.792358,126.005943,924.318176,771.928284,110.478928,1088.918213,887.044495,267.703217,787.207886,762.720215,120.710327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1166.880371,876.997559,443.175568,887.658752,679.686829,127.290398,923.773254,770.520508,110.940933,1088.722656,886.534180,267.317932,786.398560,761.587158,121.599693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1166.640747,876.807800,442.748291,887.895020,678.013916,128.540665,923.442200,769.111389,111.678787,1088.672241,885.708801,266.863434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1166.465332,876.511597,442.281555,887.112976,676.505615,130.232239,922.465881,767.702454,112.795525,1088.494263,884.744934,266.203033,,,,785.116577,758.916809,123.881920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1165.981689,876.220703,441.777771,887.015686,674.911560,132.406570,921.612183,765.821655,113.493584,1088.136108,883.873535,265.753723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1165.448242,876.016968,441.109253,887.345215,673.414368,133.976364,921.120361,764.725769,113.592987,1088.148315,883.151733,265.149628,,,,,,,783.329834,756.654968,127.327011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1164.984009,875.842529,440.466766,886.986877,672.349915,135.315109,920.333130,763.223633,113.857727,1087.997314,882.582214,264.403625,,,,,,,782.219482,755.261536,128.123962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1164.580444,875.593079,439.944580,886.818542,670.760071,136.194061,919.322083,761.391235,115.007202,1087.552124,881.845886,263.796661,,,,,,,781.860718,754.533325,128.608749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1164.508301,875.303711,439.575134,886.033508,669.259827,137.425751,918.406677,759.917786,116.005127,1086.906738,880.962891,263.527985,,,,,,,781.665222,752.729492,130.155350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1164.081177,875.137634,438.969696,885.568726,667.891846,138.643570,917.828247,758.605835,116.207130,1086.446167,880.009094,262.812012,,,,,,,780.872192,751.209656,131.528717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1163.410278,875.115051,438.136963,886.042480,666.077026,139.742355,917.383728,757.201050,116.570343,1086.296997,879.279602,262.013702,,,,,,,779.525330,750.224731,132.300751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1162.556885,874.926880,437.376099,886.572327,664.417297,140.477386,916.641846,755.501160,116.658989,1085.718750,878.608948,261.351563,,,,,,,779.072937,748.817078,132.885117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1162.062622,874.644287,436.844543,886.072937,663.182800,141.262909,916.206238,753.593933,117.041260,1085.020752,877.690979,260.667725,,,,,,,779.153137,747.243713,133.758057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1161.620483,874.507568,436.138092,885.259888,661.553772,141.676010,915.814270,752.214294,117.513000,1084.353149,876.829163,260.119080,,,,,,,778.459961,745.768982,134.209488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1161.108154,874.331909,435.456573,884.451294,660.331726,143.156479,914.977051,750.273132,117.661415,1083.813477,876.020447,259.718140,,,,,,,777.326050,744.217041,134.823898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1160.391479,874.088013,434.677887,884.256653,658.653809,143.659851,913.621277,748.863037,118.091316,1082.881470,875.298340,259.376953,,,,,,,776.706421,743.096558,135.176895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1159.702637,873.866943,433.929016,884.022949,657.276855,143.826736,913.043030,747.473694,118.084671,1081.947388,874.232605,258.730316,,,,,,,776.392212,741.131409,135.283432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1159.080444,873.555054,433.397675,883.619446,655.101074,144.163437,912.719543,745.964478,117.862213,1081.532715,873.163269,257.813690,,,,,,,775.964111,739.602722,135.278275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1158.467163,873.257568,432.805237,882.720215,653.437073,144.856766,911.877441,744.554016,117.759644,1080.948608,872.469421,257.196686,,,,,,,775.559448,737.862427,135.097824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1157.637329,872.899475,431.825958,882.711731,652.131775,144.971619,911.161560,742.936401,117.767632,1080.102783,871.743591,256.476654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1156.699585,872.719238,431.054504,883.226563,650.011780,144.952042,910.538635,741.492126,117.689934,1079.457520,870.514587,255.574554,,,,,,,,,,773.640930,734.900818,135.894135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1156.308960,872.375793,430.709534,882.253601,649.029419,145.112274,910.214111,739.562622,117.295670,1078.931274,869.481873,254.822464,,,,,,,,,,772.326233,733.366333,135.868393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1155.746948,872.124146,430.168152,880.616699,647.472168,145.557663,908.968750,738.233704,117.652222,1078.815308,868.470703,253.712280,,,,,,,,,,771.603455,732.214478,135.749298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1154.654419,872.004761,429.099304,880.006409,645.765198,145.672012,907.921082,736.966370,117.760292,1077.815308,867.561035,253.061554,,,,,,,,,,771.298035,730.693237,135.338196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1153.609253,871.674866,428.254913,880.310791,644.342896,145.249161,907.167847,735.232849,117.520248,1076.634521,866.501282,252.597763,,,,,,,,,,770.998901,729.088379,135.156769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1152.930786,871.302307,427.678619,879.493286,643.055420,144.751816,906.471863,733.781555,117.308838,1075.734619,865.538879,251.982635,,,,,,,,,,769.883179,727.834473,134.813797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1152.230103,871.010864,427.047028,877.724976,641.656738,144.917389,906.201233,732.113892,116.428986,1075.546021,864.521484,250.899704,,,,,,,,,,769.283813,726.415405,134.419403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1151.261719,870.925781,426.246399,877.144104,640.017273,144.033859,905.781067,730.523254,115.590218,1074.512451,863.597839,250.136932,,,,,,,,,,768.869873,725.147888,134.016891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1150.424805,870.685242,425.755524,877.045532,638.569214,143.290070,905.360962,729.255371,115.335838,1072.739624,862.662476,249.702866,,,,,,,,,,768.218628,723.531799,133.613876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1149.474121,870.187195,425.161133,876.592163,636.992065,143.000656,904.692871,727.575134,115.263466,1071.908936,861.739990,249.060638,,,,,,,,,,767.123169,722.016174,133.107025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1148.438110,869.265381,423.672607,875.278442,635.436829,142.924988,903.651123,726.191467,114.912933,1071.008667,860.898132,248.022949,,,,,,,,,,766.876770,720.620178,132.737091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1147.310791,868.362061,422.784729,874.716980,633.849365,142.127853,902.796692,724.934937,114.430565,1070.370483,859.818726,247.070816,,,,,,,,,,767.508362,718.553589,132.265488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1146.963013,867.401489,422.069611,874.535522,632.291443,140.833252,902.241455,723.555420,113.748428,,,,,,,,,,,,,767.042725,717.292969,131.729935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1145.919434,866.851257,421.243378,873.869995,631.126465,140.458908,901.961609,722.467285,113.256805,,,,,,,,,,,,,765.925537,715.748718,131.398254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1144.383545,866.669067,420.781250,873.170593,628.869324,140.261490,901.219238,720.977173,113.065613,,,,,,,,,,,,,764.934631,714.463135,131.073807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1143.523071,866.461792,420.419373,872.558411,627.429810,138.398087,900.380920,719.682678,112.087708,,,,,,,,,,,,,764.729126,713.115356,130.543533,1066.539917,855.785278,244.052414,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1142.825562,866.128845,419.312408,872.396362,625.653748,136.674271,900.099792,718.325867,111.385788,,,,,,,,,,,,,764.571106,711.519470,129.949142,1066.220947,854.707214,243.190765,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1141.764893,865.959656,418.254059,871.777466,624.022156,135.378510,900.293091,716.834900,110.843597,,,,,,,,,,,,,764.089111,710.506897,129.964188,1065.414307,854.127747,242.539566,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1140.576660,865.580566,417.874756,870.498840,622.557068,134.543259,899.826233,715.644775,110.387527,,,,,,,,,,,,,763.631958,708.736877,129.472366,1064.529663,853.405457,241.244217,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1139.649414,864.940674,417.643829,869.333679,621.098633,133.495132,898.784058,714.216675,109.718468,,,,,,,,,,,,,763.551758,707.314514,128.686462,1063.529419,852.408447,240.213928,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1138.465698,864.642822,417.017914,868.823242,619.815918,132.605331,898.394226,712.837891,109.048515,,,,,,,,,,,,,763.358459,705.940613,128.038879,1062.777954,851.559265,239.666061,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1137.369507,864.681641,415.968475,867.866150,618.403992,131.863190,898.382385,711.787720,108.836769,,,,,,,,,,,,,763.430786,704.357605,127.588051,1062.556641,850.684021,238.852936,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1136.554199,864.326355,415.348907,867.006775,617.292786,130.465302,897.984375,710.558960,108.111107,,,,,,,,,,,,,763.457214,703.124573,126.906883,1062.168091,849.848083,238.017227,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1135.835815,864.089783,414.624939,866.196655,616.179871,130.356934,897.745605,708.865234,107.355026,,,,,,,,,,,,,762.939087,702.053345,126.519775,1060.900879,848.883728,237.279984,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1134.898438,863.914734,413.731995,865.754150,614.716187,129.910278,897.030945,707.983704,107.380737,,,,,,,,,,,,,762.391418,701.005310,126.531349,1059.889771,848.049744,236.849991,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1134.230103,863.640930,413.173370,864.559937,613.606506,129.084686,896.270264,706.766663,107.169197,,,,,,,,,,,,,761.473022,700.425110,126.970879,1059.235474,847.473755,236.436951,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1133.792236,863.223206,412.783630,863.790833,612.218506,128.442551,896.393677,705.539429,106.570610,,,,,,,,,,,,,760.936035,699.794434,127.179459,1059.122070,846.706848,235.539200,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1133.598267,862.690674,412.008972,863.621887,611.441040,127.576248,896.176514,704.761780,106.069458,,,,,,,,,,,,,760.856934,698.986328,127.119850,1058.548950,845.968872,234.399384,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1132.667480,862.320007,411.263702,862.344788,610.711792,126.833061,896.047302,703.700745,105.772484,,,,,,,,,,,,,760.759888,698.064209,126.866058,1058.089966,844.971558,233.724350,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1131.641113,862.283325,410.656281,860.208130,610.034912,125.899628,895.902222,702.805359,105.571609,,,,,,,,,,,,,760.628784,697.362244,126.668114,1057.442017,844.348694,233.273727,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1130.632324,862.083801,410.296326,858.822449,609.652588,125.301178,895.627869,701.833618,105.484711,,,,,,,,,,,,,760.450928,696.954712,126.600609,1056.746216,843.844849,232.991959,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1130.288330,861.786499,409.918945,858.011902,608.916199,125.092979,894.935791,701.133728,105.096962,,,,,,,,,,,,,760.215210,696.598999,126.560844,1056.069580,843.501831,232.665436,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1129.811157,861.575500,409.297791,856.775452,608.171631,124.614304,894.574280,700.330139,104.798424,,,,,,,,,,,,,759.878418,696.221130,126.767982,1056.044922,842.783203,231.987198,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1129.306396,861.317993,408.631042,855.686951,607.331543,124.123299,894.165161,699.481873,104.354057,,,,,,,,,,,,,759.690735,695.806152,126.326721,1056.086304,842.002808,231.266205,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1128.701904,861.070435,408.294922,854.935669,606.440002,123.521538,893.891968,698.667847,104.099632,,,,,,,,,,,,,759.605713,695.393433,125.561234,1055.883667,841.262939,230.659256,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1128.005737,860.726074,408.131775,854.514587,605.678833,122.460220,893.763123,698.047119,104.004990,,,,,,,,,,,,,759.496521,694.895569,125.332390,1055.520874,840.752441,230.253555,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1127.483521,860.422180,408.064087,852.964294,605.831299,121.516846,893.508301,697.593872,103.972404,,,,,,,,,,,,,759.199402,694.596252,125.150238,1054.987305,840.342041,230.041763,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1126.870483,860.160706,407.741974,851.252197,605.906616,120.533943,893.256287,697.235962,103.842682,,,,,,,,,,,,,758.845093,694.385803,124.776436,1054.452148,840.026184,229.933350,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1126.520264,860.047241,407.047791,849.581421,605.692017,119.908096,893.054810,696.910217,103.620239,,,,,,,,,,,,,758.636780,694.104065,124.357162,1054.755249,839.277222,229.343552,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1126.233032,859.942139,406.212341,847.872192,605.184753,119.329826,892.617249,696.327454,103.566597,,,,,,,,,,,,,758.496948,693.892334,123.978317,1054.575317,838.762085,228.674927,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1126.047119,859.753479,405.493713,845.674927,605.291260,117.836777,892.375793,695.832275,103.428513,,,,,,,,,,,,,758.304565,693.690125,123.464684,1054.374878,838.348450,228.216461,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1125.609619,859.771057,405.054230,843.325806,605.530701,115.668282,892.060791,695.402222,103.415298,,,,,,,,,,,,,758.171570,693.459412,122.979843,1054.304077,837.842712,227.966705,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1125.199097,859.774170,404.999023,841.864624,605.601135,113.886040,891.725647,694.857788,103.262260,,,,,,,,,,,,,758.354370,693.121277,122.354027,1054.061768,837.571899,227.640244,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1124.795654,859.641235,404.923340,839.178528,605.972839,112.590302,891.391418,694.354004,103.101051,,,,,,,,,,,,,758.585632,692.698608,121.966560,1054.078735,837.196716,227.374939,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1124.434814,859.481323,404.850739,837.042419,606.506042,110.829323,890.879150,693.930359,102.861572,,,,,,,,,,,,,758.722534,692.176208,121.346916,1053.919434,837.107178,226.852448,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1123.867065,859.301453,404.507111,835.646362,607.057068,108.719147,890.722595,693.666443,102.732033,,,,,,,,,,,,,758.877197,691.517944,120.930382,1053.787842,837.013428,226.422348,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1123.414917,859.126038,404.124725,833.766052,608.138794,107.610573,890.603943,693.632507,102.549629,,,,,,,,,,,,,759.307922,690.707947,120.657631,1053.927490,836.707703,225.975464,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1122.948242,858.943604,403.862213,832.846313,608.289673,106.947998,890.648987,693.525513,102.367401,,,,,,,,,,,,,759.777710,689.948486,120.219017,1054.021240,836.420471,225.487091,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1122.510742,858.836853,403.713043,832.269165,608.354736,105.808296,890.625427,693.369080,102.062820,,,,,,,,,,,,,760.004089,689.230774,119.001770,1054.073975,836.147400,225.092651,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1122.315430,858.701660,403.482330,831.388123,608.671265,104.928162,890.589905,693.264160,101.615875,,,,,,,,,,,,,760.325867,688.343689,118.279671,1054.214355,835.927917,224.762268,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1122.113770,858.580200,403.159882,830.506470,609.109802,104.476456,890.522217,693.020203,101.196014,,,,,,,,,,,,,759.990479,687.312988,118.092712,1054.143677,835.717529,224.516144,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1121.967041,858.487610,402.935150,829.619263,609.685181,103.876053,890.414734,692.842346,100.942268,,,,,,,,,,,,,759.780579,686.151489,118.283432,1054.057983,835.513245,224.295395,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1121.874146,858.404358,402.803833,829.076538,610.092163,103.282265,890.242859,692.746155,100.859116,,,,,,,,,,,,,760.547363,684.620972,118.018555,1054.327271,835.231750,223.685684,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1121.793335,858.327393,402.704865,828.488586,610.503540,102.492699,890.153931,692.749817,100.750122,,,,,,,,,,,,,761.226135,682.947021,117.062424,1054.614136,835.048828,223.383881,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1121.859619,858.230835,402.523407,827.802185,610.890808,101.411888,890.059448,692.643311,100.556419,,,,,,,,,,,,,761.944763,681.427673,115.703384,1054.542847,835.038452,223.206757,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1121.839355,858.197327,402.281555,827.198853,611.388306,100.735359,889.955078,692.612427,100.391373,,,,,,,,,,,,,762.462952,680.045593,114.749878,1054.534180,834.924927,223.115753,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1121.780151,858.170227,402.058868,826.723145,611.754517,100.486481,889.832886,692.659180,100.232239,,,,,,,,,,,,,763.016724,678.764465,114.471764,1054.425659,834.944824,223.134811,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1121.641479,858.088867,401.859528,826.361450,611.967407,100.583496,890.013123,692.733276,100.052155,,,,,,,,,,,,,763.521606,677.855347,113.924080,1054.291626,834.856506,223.116699,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1121.453857,858.088623,401.696594,826.134338,611.945435,100.614845,889.781860,692.719788,100.076569,,,,,,,,,,,,,763.854919,677.177673,112.911301,1054.238892,834.867920,223.011368,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1121.373291,858.095154,401.369598,825.890015,611.899780,100.170326,889.682922,692.858704,100.133507,,,,,,,,,,,,,764.236877,676.869202,112.161217,1054.260376,834.881897,222.974228,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1121.802246,857.952576,400.958832,825.780823,611.861572,99.605545,889.481995,692.752441,100.170158,,,,,,,,,,,,,764.433228,676.570618,111.907562,1054.158569,834.923950,222.911057,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1121.925171,857.905945,400.637299,825.603088,611.875793,99.484825,889.408325,692.698486,100.194405,,,,,,,,,,,,,764.458496,676.375549,111.793846,1054.111938,834.952881,222.883316,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1121.828979,857.913940,400.612335,825.478821,611.824829,99.532196,889.316467,692.485718,100.396103,,,,,,,,,,,,,764.529297,676.252075,111.782700,1054.138672,835.063477,222.887131,,,,,,,,,,,,,,,,,,,,,,,,,,,
