Grasp97
Date:,2025/04/22
Time:,17:34:08
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
78,893.820313,724.963135,120.041115,1054.502808,849.325073,210.729797,,,,1128.417603,856.290100,325.068024,,,,,,,,,,,,,873.541199,624.302307,122.718948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,892.989197,724.088196,120.509064,1054.045532,848.811035,210.254440,,,,1127.833862,855.996765,324.512299,,,,,,,,,,,,,872.356079,623.396667,122.574890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,891.865356,723.207642,121.263687,1053.614502,848.286316,209.952896,,,,1127.260864,855.827942,324.111877,,,,,,,,,,,,,869.995422,622.475037,122.562569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,890.609497,722.546692,121.999420,1053.021484,847.481628,209.803513,,,,1126.632813,855.412964,324.026123,,,,,,,,,,,,,868.852173,621.154297,122.585960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.480042,706.106873,148.301956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,889.666748,721.915588,122.328743,1052.088379,846.640015,209.864777,,,,1126.015991,855.067139,323.794617,,,,,,,,,,,,,866.777832,620.742615,122.297409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.978027,705.850159,148.602234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,889.339172,721.082642,122.227608,1051.122559,846.011597,209.751266,,,,1125.456543,854.244080,323.235840,,,,,,,,,,,,,864.564270,619.729492,122.019478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,888.555603,720.224365,122.388916,1050.365601,845.565857,209.436127,,,,1124.495728,853.493530,323.084900,,,,,,,,,,,,,862.473511,618.996338,121.027092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,887.190430,719.503357,122.733841,1049.908203,845.121765,208.933411,,,,1123.728516,852.856628,322.744263,,,,,,,,,,,,,860.010132,617.919556,121.091171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,886.205444,719.153625,123.094940,1049.790649,844.554749,208.400391,,,,1123.167725,852.616516,322.549500,,,,,,,,,,,,,857.720764,617.582947,120.495712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,885.381348,718.770142,122.901543,1048.924561,843.969543,208.317703,,,,1122.489502,852.353333,322.506104,,,,,,,,,,,,,855.504639,617.242188,119.909660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.195007,703.041138,147.507751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,884.534241,717.937622,122.539070,1047.622314,843.261963,208.633072,,,,1121.645996,852.079773,322.283966,,,,,,,,,,,,,853.019836,616.848816,119.103653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.750549,702.775269,147.321198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,883.446838,717.131653,122.592346,1046.378906,842.663452,208.877625,,,,1121.024536,851.694519,322.109558,,,,,,,,,,,,,850.869263,616.475952,118.512726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,882.455933,716.395508,122.571510,1045.876099,842.123657,208.077850,,,,1120.420654,850.904541,322.029785,,,,,,,,,,,,,848.496338,615.937927,117.684700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,881.961426,715.903870,122.443413,1045.149170,841.998291,208.017670,,,,1119.763184,850.252747,321.458160,,,,,,,,,,,,,846.995605,615.773804,116.486313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,881.552734,715.435486,122.391701,1044.430908,841.490417,207.737595,,,,,,,,,,,,,,,,,,,845.317200,615.648376,115.005074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,880.614807,714.818970,122.268219,1043.665771,840.711731,207.486679,,,,,,,,,,,,,,,,,,,843.648865,615.685303,114.278946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,879.274536,714.280823,122.291901,1043.122314,840.087891,207.227905,,,,,,,,,,,,,,,,,,,841.706848,615.685974,113.443153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.534851,698.278870,143.150604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,878.547546,713.730103,122.383354,1042.536987,839.479004,206.937698,,,,,,,,,,,,,,,,,,,840.101013,615.612732,112.863007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.529785,697.169861,143.083847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,878.103210,713.276672,122.131866,1041.645874,838.929810,206.600861,,,,,,,,,,,,,,,,,,,838.316406,615.768921,112.007927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,877.472839,712.653503,121.815247,1040.642822,838.687439,206.111252,,,,,,,,,,,,,,,,,,,836.846680,615.814392,110.561256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.555359,695.210693,142.263687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,876.509399,712.336426,122.220314,1039.720459,838.264282,206.463455,,,,,,,,,,,,,,,,,,,835.558716,615.806885,109.192787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.198364,694.005188,141.808350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,875.364197,711.912598,122.282059,1038.754028,837.951660,206.671936,,,,,,,,,,,,,,,,,,,833.998108,615.908630,107.974075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,874.331665,711.534058,122.019989,1038.194946,837.617615,206.545074,,,,,,,,,,,,,,,,,,,832.222351,616.134521,106.869888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.493164,690.977112,139.729050,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,873.790588,710.994446,121.718765,1037.742432,837.298828,206.251465,,,,,,,,,,,,,,,,,,,830.986328,616.349060,106.104843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.333008,689.216919,137.961426,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,873.568970,710.299744,121.696663,1036.976440,836.948059,205.826950,,,,,,,,,,,,,,,,,,,830.040283,616.337097,105.509308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.023987,687.278870,136.184555,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,872.731323,709.714905,121.824158,1036.028687,836.403137,205.602234,,,,,,,,,,,,,,,,,,,829.060425,616.044006,104.955154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,871.948547,709.151794,121.903282,1034.992920,836.013550,205.360626,,,,,,,,,,,,,,,,,,,828.249207,615.758240,104.813019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,871.016724,708.718201,122.208107,1034.665283,835.698669,205.527390,,,,,,,,,,,,,,,,,,,827.593628,615.426147,104.713753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.114624,679.911743,132.130402,,,,,,,,,,,,,,,,,,,,,,,,
106,870.445557,708.495544,122.369682,1034.284668,835.396240,205.513351,,,,,,,,,,,,,,,,,,,826.842712,615.113831,104.870193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.384277,676.974792,129.803970,,,,,,,,,,,,,,,,,,,,,,,,
107,870.159729,708.127686,122.419083,1033.825195,835.245667,205.257965,,,,,,,,,,,,,,,,,,,826.229065,614.851746,105.277267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.579590,674.351624,128.827087,,,,,,,,,,,,,,,,,,,,,,,,
108,869.778015,707.525513,122.518898,1033.360474,835.146423,205.176804,,,,,,,,,,,,,,,,,,,825.328369,614.411560,105.163155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.745605,671.913452,128.005768,,,,,,,,,,,,,,,,,,,,,,,,
109,868.906189,707.103210,123.140228,1032.564941,834.790894,205.490829,,,,,,,,,,,,,,,,,,,824.487000,614.051880,105.279480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.822449,669.758789,127.679199,,,,,,,,,,,,,,,,,,,,,,,,
110,867.985657,706.608032,123.903938,1031.660645,834.787537,206.154602,,,,,,,,,,,,,,,,,,,823.640930,613.674255,105.693817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.208618,667.596252,127.096718,,,,,,,,,,,,,,,,,,,,,,,,
111,867.403198,705.886963,124.618881,1031.184814,834.579773,205.614609,,,,,,,,,,,,,,,,,,,822.865784,613.385376,106.031693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752.229004,666.840454,126.281761,,,,,,,,,,,,,,,,,,,,,,,,
112,866.948792,705.021667,125.121826,1030.981934,834.455383,204.960663,,,,,,,,,,,,,,,,,,,822.348633,613.151245,106.259750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.637146,666.165039,126.076805,,,,,,,,,,,,,,,,,,,,,,,,
113,866.568237,704.634888,125.451859,1030.601807,834.386108,204.774628,,,,,,,,,,,,,,,,,,,821.997925,613.087402,106.613586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.169373,665.346313,126.069664,,,,,,,,,,,,,,,,,,,,,,,,
114,866.384949,704.351196,125.926140,1030.131714,834.324707,204.940918,,,,,,,,,,,,,,,,,,,821.825989,612.964905,106.864273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.983337,664.411926,126.034004,,,,,,,,,,,,,,,,,,,,,,,,
115,866.358215,703.943542,126.367920,1029.784424,834.234436,205.040085,,,,,,,,,,,,,,,,,,,821.721680,612.690002,107.468742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.874146,663.504944,125.837975,,,,,,,,,,,,,,,,,,,,,,,,
116,865.747742,703.637634,127.058418,1029.476318,834.113403,204.977661,,,,,,,,,,,,,,,,,,,821.572571,612.323242,108.201874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.766968,663.002808,125.583794,,,,,,,,,,,,,,,,,,,,,,,,
117,865.225647,703.248291,127.702805,1029.155029,834.095581,204.939987,,,,,,,,,,,,,,,,,,,821.623779,611.584045,108.590141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.700317,662.398132,125.716087,,,,,,,,,,,,,,,,,,,,,,,,
118,864.891418,702.907593,128.312317,1028.900879,834.040100,205.036179,,,,,,,,,,,,,,,,,,,821.205566,611.321777,109.662270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.648254,661.569702,126.708450,,,,,,,,,,,,,,,,,,,,,,,,
119,864.585632,702.403992,129.243469,1028.825562,834.148071,205.134003,,,,,,,,,,,,,,,,,,,821.286621,611.063538,111.060402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.452271,660.904724,127.829132,,,,,,,,,,,,,,,,,,,,,,,,
120,863.984497,701.917786,130.416885,1028.601074,834.127319,205.164825,,,,,,,,,,,,,,,,,,,821.206909,610.549072,112.189156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.947266,660.330688,129.039352,,,,,,,,,,,,,,,,,,,,,,,,
121,863.655701,701.594543,131.128296,1028.439819,834.087585,205.324387,,,,,,,,,,,,,,,,,,,821.034851,610.165771,113.382950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.103455,659.796875,130.325928,,,,,,,,,,,,,,,,,,,,,,,,
122,863.648376,701.517822,131.564194,1028.329468,834.154541,205.330963,,,,,,,,,,,,,,,,,,,820.959778,609.935791,114.871346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.410645,659.321533,131.344467,,,,,,,,,,,,,,,,,,,,,,,,
123,863.924255,701.233765,131.786545,1028.144775,834.165100,205.462662,,,,,,,,,,,,,,,,,,,820.872131,609.394836,116.386269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.539063,658.824463,132.317520,,,,,,,,,,,,,,,,,,,,,,,,
124,863.935791,700.731689,132.809036,1027.780029,834.205444,205.750595,,,,,,,,,,,,,,,,,,,820.848877,608.918091,117.488525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.288757,658.459778,133.697342,,,,,,,,,,,,,,,,,,,,,,,,
125,864.126526,700.217957,134.651199,1027.541138,834.087402,206.118042,,,,,,,,,,,,,,,,,,,821.042542,608.488647,118.738541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.252625,657.947144,135.522919,,,,,,,,,,,,,,,,,,,,,,,,
126,863.807556,700.073792,135.826874,1027.367920,834.091614,206.472595,,,,,,,,,,,,,,,,,,,821.013184,608.192322,120.467979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.407104,657.539856,137.085037,,,,,,,,,,,,,,,,,,,,,,,,
127,863.692200,699.807678,136.490005,1027.126343,834.119629,206.726517,,,,,,,,,,,,,,,,,,,820.816589,607.847168,122.195724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.302307,657.044128,138.786499,,,,,,,,,,,,,,,,,,,,,,,,
128,863.719543,699.476685,137.565063,1026.876831,834.161987,206.927994,,,,,,,,,,,,,,,,,,,820.892700,607.425903,123.637238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.338989,656.667419,140.641357,,,,,,,,,,,,,,,,,,,,,,,,
129,863.588562,698.717773,139.521286,1026.531738,834.356140,207.420425,,,,,,,,,,,,,,,,,,,820.891357,606.975647,124.617935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.588928,656.187927,142.325027,,,,,,,,,,,,,,,,,,,,,,,,
130,863.308838,698.312256,140.674942,1026.349854,834.242676,208.075211,,,,,,,,,,,,,,,,,,,820.788574,606.793518,126.276588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.571472,655.748596,144.134628,,,,,,,,,,,,,,,,,,,,,,,,
131,863.718262,697.998840,141.493561,1026.186401,834.119812,208.482254,,,,,,,,,,,,,,,,,,,820.393616,606.364746,128.384308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.530579,655.585327,146.077408,,,,,,,,,,,,,,,,,,,,,,,,
132,863.343323,697.631104,143.544159,1025.861938,834.116150,208.734756,,,,,,,,,,,,,,,,,,,820.300781,605.930908,130.099487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.680664,655.310425,147.860016,,,,,,,,,,,,,,,,,,,,,,,,
133,863.021606,697.176697,144.951355,1025.983765,834.146484,208.818558,,,,,,,,,,,,,,,,,,,820.096924,605.563538,131.777496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.099854,655.184448,149.633682,,,,,,,,,,,,,,,,,,,,,,,,
134,862.826843,697.055237,146.140945,1025.962402,834.161987,209.137100,,,,,,,,,,,,,,,,,,,819.757996,605.297729,133.720856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.151062,654.675415,151.560791,,,,,,,,,,,,,,,,,,,,,,,,
135,862.722168,696.874939,147.776459,1025.796753,834.139648,209.304276,,,,,,,,,,,,,,,,,,,819.414917,605.056763,135.518616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.234375,654.399719,153.733856,,,,,,,,,,,,,,,,,,,,,,,,
136,862.424133,696.431580,149.455353,1026.063110,834.236023,209.776932,,,,,,,,,,,,,,,,,,,819.411133,604.774292,137.619385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.815369,654.270630,156.194931,,,,,,,,,,,,,,,,,,,,,,,,
137,862.328613,696.198669,150.232147,1026.007446,834.467163,210.794434,,,,,,,,,,,,,,,,,,,819.157471,604.533508,139.517792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.669434,653.958191,158.338074,,,,,,,,,,,,,,,,,,,,,,,,
138,862.353149,696.456116,152.020126,1025.861938,834.576660,211.313782,,,,,,,,,,,,,,,,,,,818.911682,604.454956,141.198135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.506287,653.704773,160.642731,,,,,,,,,,,,,,,,,,,,,,,,
139,861.961243,696.271667,154.221497,1025.734009,834.631836,211.578476,,,,,,,,,,,,,,,,,,,818.840820,604.360046,143.510590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.207581,653.570618,162.576309,,,,,,,,,,,,,,,,,,,,,,,,
140,861.660095,696.098877,155.467041,1025.691895,834.728027,211.796539,,,,,,,,,,,,,,,,,,,818.555847,604.018860,145.377975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.946228,653.269592,164.839020,,,,,,,,,,,,,,,,,,,,,,,,
141,862.172607,696.065735,156.357193,1025.612183,834.830933,211.998047,,,,,,,,,,,,,,,,,,,818.319519,604.009338,147.467972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.312866,653.147705,166.901199,,,,,,,,,,,,,,,,,,,,,,,,
142,861.514771,696.059692,158.077057,1025.560547,834.905823,212.191574,,,,,,,,,,,,,,,,,,,817.870789,603.618652,149.877884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.309082,652.870850,169.090622,,,,,,,,,,,,,,,,,,,,,,,,
143,860.509094,695.794617,160.714554,1025.396118,834.983582,212.868225,,,,,,,,,,,,,,,,,,,817.423767,603.222107,151.774933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.015564,652.636475,171.074799,,,,,,,,,,,,,,,,,,,,,,,,
144,859.867676,695.653931,161.973557,1025.067261,835.030457,213.462723,,,,,,,,,,,,,,,,,,,816.971191,603.053528,153.785889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.661316,652.576050,173.503052,,,,,,,,,,,,,,,,,,,,,,,,
145,859.591187,695.670898,163.077026,1024.702515,835.107544,213.985855,,,,,,,,,,,,,,,,,,,816.670959,602.855408,156.096161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.359558,652.331238,175.634842,,,,,,,,,,,,,,,,,,,,,,,,
146,859.162659,695.306824,165.126129,1024.429321,835.291016,214.556458,,,,,,,,,,,,,,,,,,,816.459717,602.714294,158.042007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.087891,652.338440,177.998459,,,,,,,,,,,,,,,,,,,,,,,,
147,858.582947,695.200623,166.765762,1024.209229,835.401367,214.939468,,,,,,,,,,,,,,,,,,,816.210632,602.551086,159.706360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.943726,652.050720,180.220047,,,,,,,,,,,,,,,,,,,,,,,,
148,858.437195,695.276672,167.810318,1024.092285,835.552185,215.228806,,,,,,,,,,,,,,,,,,,815.947937,602.405029,161.812210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.734863,651.899231,182.324142,,,,,,,,,,,,,,,,,,,,,,,,
149,858.468445,695.037781,169.354797,1023.599243,835.833496,215.787476,,,,,,,,,,,,,,,,,,,815.444641,602.401123,164.035645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.452087,651.777039,184.590424,,,,,,,,,,,,,,,,,,,,,,,,
150,858.066162,695.161621,171.186676,1023.091187,835.997986,216.354492,,,,,,,,,,,,,,,,,,,815.007019,601.985229,165.740570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746.287415,651.506470,186.712830,,,,,,,,,,,,,,,,,,,,,,,,
151,857.404907,695.075012,173.021866,1022.609436,836.247131,216.933105,,,,,,,,,,,,,,,,,,,814.457703,601.813599,167.739182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.812927,651.513306,188.915146,,,,,,,,,,,,,,,,,,,,,,,,
152,857.325928,694.953308,174.189865,1021.976135,836.560547,217.797165,,,,,,,,,,,,,,,,,,,813.962524,601.795410,170.248993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.528442,651.345337,190.976990,,,,,,,,,,,,,,,,,,,,,,,,
153,856.594299,694.639526,176.434921,1021.685791,836.565857,217.970490,,,,,,,,,,,,,,,,,,,813.443542,601.643982,172.087814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.052795,651.317871,193.406738,,,,,,,,,,,,,,,,,,,,,,,,
154,855.615540,694.720032,178.039490,1021.260132,836.449341,218.419525,,,,,,,,,,,,,,,,,,,813.122375,601.535828,173.688995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.533936,651.256409,195.319305,,,,,,,,,,,,,,,,,,,,,,,,
155,854.921143,694.903503,179.962204,1020.750671,836.470886,218.926544,,,,,,,,,,,,,,,,,,,812.692932,601.680542,175.679398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.028198,651.240601,197.796890,,,,,,,,,,,,,,,,,,,,,,,,
156,854.526184,694.493530,181.961761,1020.298584,836.694519,219.452393,,,,,,,,,,,,,,,,,,,812.182617,601.632141,177.739426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.482361,651.163208,200.022980,,,,,,,,,,,,,,,,,,,,,,,,
157,854.278015,694.506958,182.852692,1019.989014,836.719177,220.196991,,,,,,,,,,,,,,,,,,,811.760437,601.471130,179.603241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.148865,651.022034,202.089508,,,,,,,,,,,,,,,,,,,,,,,,
158,854.190796,694.502319,183.689865,1019.774475,836.687500,220.831985,,,,,,,,,,,,,,,,,,,811.008789,601.390564,181.674820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.632019,651.131165,204.456207,,,,,,,,,,,,,,,,,,,,,,,,
159,853.791626,694.749207,185.494354,1019.578674,836.786316,221.412140,,,,,,,,,,,,,,,,,,,810.469971,601.322205,183.652222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.513733,651.036072,206.456390,,,,,,,,,,,,,,,,,,,,,,,,
160,852.982544,694.549438,187.816528,1019.264038,836.908386,221.818558,,,,,,,,,,,,,,,,,,,810.185791,601.252380,185.428070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.196594,650.972107,208.446930,,,,,,,,,,,,,,,,,,,,,,,,
161,852.493286,694.331421,189.035751,1018.804321,837.046448,222.309387,,,,,,,,,,,,,,,,,,,809.719910,601.094971,187.482666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.674500,650.981750,210.227631,,,,,,,,,,,,,,,,,,,,,,,,
162,851.851929,694.285217,190.311096,1018.185364,837.342224,223.206009,,,,,,,,,,,,,,,,,,,809.117615,601.154846,189.269379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.337830,650.915039,212.337219,,,,,,,,,,,,,,,,,,,,,,,,
163,851.247559,694.168518,192.632339,1017.299438,837.563904,223.943604,,,,,,,,,,,,,,,,,,,808.764465,601.217468,191.089661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.842224,651.098083,214.492432,,,,,,,,,,,,,,,,,,,,,,,,
164,850.364258,694.378052,194.493881,1016.978394,837.527710,224.253448,,,,,,,,,,,,,,,,,,,808.302612,601.312561,193.065048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.556091,651.162903,216.220093,,,,,,,,,,,,,,,,,,,,,,,,
165,850.006287,694.612122,195.730301,1016.639709,837.552856,224.654694,,,,,,,,,,,,,,,,,,,807.734741,601.285645,195.192734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.874756,651.105835,218.518509,,,,,,,,,,,,,,,,,,,,,,,,
166,850.208008,694.688965,196.705032,1015.974426,837.493286,225.695999,,,,,,,,,,,,,,,,,,,806.891602,601.274719,197.200119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.289246,651.234009,220.711121,,,,,,,,,,,,,,,,,,,,,,,,
167,849.730957,694.377747,198.266983,1015.260864,837.688110,226.365601,,,,,,,,,,,,,,,,,,,806.482239,601.144348,198.726974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738.954529,651.219299,222.490158,,,,,,,,,,,,,,,,,,,,,,,,
