Grasp84
Date:,2025/04/22
Time:,17:17:14
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
86,900.219116,756.880432,114.305641,1114.359375,891.823486,445.405762,880.600342,656.765076,97.704170,772.138672,719.767761,112.874931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,899.642090,755.355042,114.365112,1112.609253,891.678223,445.231110,880.213135,655.153564,97.010193,771.588135,717.724304,112.823036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,898.877075,753.745728,114.715843,1111.146362,891.695251,445.249420,879.471069,653.389771,96.845230,770.801147,715.619751,112.743950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,897.732422,752.103394,114.593430,1110.261841,891.605652,445.095428,878.591553,651.542847,96.586830,770.189697,713.685303,112.306068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,897.532715,750.242554,113.675385,1109.824707,891.417236,444.916260,877.642639,649.640808,95.698479,769.895691,711.809631,111.895004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,897.053162,748.913269,113.404884,1109.156860,891.041809,444.419342,876.822632,647.985352,94.652863,769.372986,710.245789,111.063599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,896.046692,747.252319,113.305435,1108.476440,890.499146,444.196472,876.006042,645.845581,94.030479,768.633606,708.491150,110.640884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,894.956177,746.124146,113.217667,1108.111572,889.482849,443.812042,874.950256,644.578369,92.791565,767.734375,706.853577,109.931900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,894.563660,744.775879,112.404221,1108.129272,887.656372,442.827362,873.521484,643.990417,90.722023,767.187134,705.167480,109.095917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,893.929016,743.250854,112.210327,,,,871.787659,643.765930,88.768600,766.987671,703.941162,108.787102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,893.118408,742.287170,112.009163,,,,870.522339,643.630859,87.567612,766.290955,702.657410,108.355133,,,,,,,1107.036377,886.934204,442.481079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,892.348083,741.138489,111.536537,,,,869.450806,643.011108,85.780403,765.426697,701.365112,107.371277,,,,,,,1104.989990,887.862366,442.910522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,891.695496,740.059387,110.916908,,,,868.122925,641.851929,84.525154,764.814636,700.458130,106.488480,,,,,,,1103.577026,887.609924,442.546844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,891.365601,739.025391,109.871101,,,,866.396729,640.852417,83.369415,764.853271,699.368652,105.094414,,,,,,,1102.668091,886.979919,441.975494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,890.278931,737.963013,109.771255,,,,864.531616,640.357178,81.827621,764.726501,698.119751,103.297501,,,,,,,1102.237183,886.350037,441.550049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,889.181030,736.904968,109.881889,,,,862.886414,639.868164,80.423744,764.279175,697.288452,102.411163,,,,,,,1101.323364,885.180969,441.172516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,888.371948,735.990662,109.318443,,,,861.242371,639.403137,78.699913,763.346069,696.483276,101.774307,,,,,,,1100.906982,884.301331,440.407898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,887.913513,735.360535,108.656822,,,,859.080078,639.828186,77.235870,762.494873,695.341614,100.869301,,,,,,,1099.719727,884.543274,440.393005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,887.365784,734.505188,108.139282,,,,856.961548,640.008789,75.938881,762.270264,694.469788,100.016075,,,,,,,1099.115356,884.931702,439.996796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,886.471313,733.608398,107.789368,,,,854.756165,640.548157,74.554337,762.267761,693.608276,98.892914,,,,,,,1098.543213,884.706604,439.716217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,885.760620,732.667725,107.593201,,,,853.017395,641.056885,73.426506,762.466125,692.494507,97.173935,,,,,,,1097.623901,884.136047,439.574554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,885.013855,732.145447,107.592087,,,,850.992310,641.382446,72.355484,762.673401,691.035950,95.437729,,,,,,,1095.995361,882.741821,438.977112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,884.167664,731.841370,107.739906,,,,849.240234,641.617188,71.510902,762.730530,689.822632,94.470726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,883.206360,731.300049,107.822174,,,,848.207642,641.718262,70.991539,762.551392,688.436035,93.857277,,,,,,,,,,1094.420410,881.977539,438.259033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,882.301025,730.574036,107.747810,,,,847.944092,641.400818,70.800926,762.342407,687.025024,92.970665,,,,,,,,,,1093.622314,882.549988,438.344452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,881.703247,729.954590,107.568359,,,,847.650513,640.541504,71.147614,762.351990,686.008240,92.351273,,,,,,,,,,1092.927124,882.283325,438.098694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,881.246460,729.259033,106.994698,,,,847.104492,639.153992,71.651817,762.504517,684.671326,92.102135,,,,,,,,,,1091.744995,881.860779,437.672424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,880.701050,728.606262,106.929855,,,,846.374390,637.489929,72.127510,763.286377,682.835815,91.944733,,,,,,,,,,1090.804810,881.584106,437.096832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,879.893066,728.036133,107.350334,,,,845.915710,636.275696,72.387680,763.775452,680.963745,91.678017,,,,,,,,,,1090.028442,881.347595,436.728455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,878.830383,727.521301,107.900688,,,,845.418457,635.732788,72.367119,763.686951,679.410645,91.509621,,,,,,,,,,1089.258545,880.150024,436.108643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,878.006409,726.901917,108.203606,,,,844.462891,635.414490,71.998466,763.299133,678.871948,91.466415,,,,,,,,,,1088.771362,879.738159,435.953339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,877.402710,726.085022,108.407639,,,,843.357605,635.243286,71.914017,762.733643,678.654175,90.990814,,,,,,,,,,1088.010132,879.515320,435.499451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,877.138794,725.443237,108.634819,,,,842.212830,635.153931,72.066826,762.167725,678.124634,90.961525,,,,,,,,,,1087.293945,879.155945,434.870850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,876.488403,724.764404,109.085693,,,,841.343689,635.198181,72.199120,761.546570,677.412476,91.388168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,875.681030,724.228577,109.740082,,,,840.847168,635.036133,72.046005,760.757019,676.713684,92.080559,,,,,,,,,,,,,1085.860474,879.063416,434.702148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,874.866577,723.862305,110.073708,,,,840.075562,634.537170,72.222404,759.860962,676.068787,92.589943,,,,,,,,,,,,,1084.688232,879.065613,434.778046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,874.121338,723.428467,110.194298,,,,839.104004,633.629761,72.805862,758.992615,675.604309,92.821098,,,,,,,,,,,,,1083.365845,878.866028,434.563690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,873.150330,723.158508,110.645378,,,,838.029846,632.605103,73.573540,758.081665,675.506226,92.862305,,,,,,,,,,,,,1082.127319,878.629211,434.389587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,871.798706,723.009216,111.518425,,,,837.033142,632.148376,74.590279,756.903015,675.003479,93.749908,,,,,,,,,,,,,1081.589233,878.444885,434.116425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,870.492310,722.742981,112.088165,,,,835.832764,632.076050,75.314224,755.904175,674.597961,94.584648,,,,,,,,,,,,,1081.212402,878.950378,433.899506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,869.773132,722.524170,112.640495,,,,834.693359,632.436340,76.663170,754.877014,674.395508,95.629059,,,,,,,,,,,,,1080.060059,879.095642,433.754211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,868.557617,722.533630,113.180000,,,,833.585083,632.224854,77.888054,753.494995,674.158020,96.757988,,,,,,,,,,,,,1078.816895,879.320374,433.186188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,866.700256,722.245422,113.634125,,,,832.418579,631.774109,78.681900,751.817322,673.846680,97.352661,,,,,,,,,,,,,1077.550171,878.947388,432.704193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,865.098938,722.269165,114.335571,,,,830.753296,631.654419,79.632065,750.487000,673.618530,98.610703,,,,,,,,,,,,,1076.750610,877.878113,432.296234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,864.090088,722.313354,114.819206,,,,828.919556,631.371277,80.865784,748.976746,673.629639,99.155037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,861.889343,722.236633,115.623528,,,,827.390259,631.159790,82.172104,747.278442,673.472351,100.530067,,,,,,,,,,,,,,,,1074.676880,877.426880,431.897827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,859.921204,722.308044,116.688057,,,,,,,745.184326,673.407532,101.555252,,,,,,,,,,,,,,,,1072.612061,877.371155,431.720306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,858.241272,722.336792,117.642715,,,,,,,743.339661,673.566528,102.844246,,,,,,,,,,,,,,,,1071.553101,877.138428,431.583221,823.417603,631.025879,85.441643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,855.519348,722.240479,118.119652,,,,,,,741.174377,673.890686,103.948898,,,,,,,,,,,,,,,,1071.331543,876.778931,431.445160,820.863892,631.520203,86.133156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,853.556641,722.278381,118.700531,,,,,,,738.554565,674.336853,105.129875,,,,,,,,,,,,,,,,1069.670044,877.186829,431.727692,818.325500,631.405334,87.061371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,851.563416,722.364014,119.307137,,,,,,,736.121765,674.758911,106.647995,,,,,,,,,,,,,,,,1067.604980,877.642395,431.428345,815.617493,631.593445,88.182091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,848.889221,722.384705,120.357292,,,,,,,733.089478,675.148560,107.675858,,,,,,,,,,,,,,,,1066.271118,877.595093,430.998962,812.713562,631.440979,89.819786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,845.846802,722.253662,121.309471,,,,,,,730.626892,675.511230,108.654900,,,,,,,,,,,,,,,,1065.596680,876.818420,430.545288,809.642761,631.463379,90.933502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,842.967407,722.281189,122.397308,,,,,,,727.735229,676.083069,109.792816,,,,,,,,,,,,,,,,,,,806.541382,631.846008,91.895119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,840.344666,722.429626,123.230431,,,,,,,724.240540,676.764160,111.245934,,,,,,,,,,,,,,,,,,,803.225952,631.904968,92.830444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,837.711670,722.538330,124.046432,,,,,,,721.056702,677.212769,112.769218,,,,,,,,,,,,,,,,,,,799.732300,632.369995,94.025055,1060.775879,876.222717,430.052856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,834.475098,722.684143,124.847839,,,,,,,717.760010,677.884888,113.997742,,,,,,,,,,,,,,,,,,,795.982178,632.997620,95.454803,1059.029419,875.893921,430.381653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,831.090820,722.893982,125.390739,,,,,,,714.341797,678.377075,115.389549,,,,,,,,,,,,,,,,,,,792.286621,633.285095,96.658272,1058.136108,875.629761,429.946106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,828.048584,723.210022,126.306061,,,,,,,710.722534,679.323914,116.636200,,,,,,,,,,,,,,,,,,,788.964722,633.428101,98.005074,1057.070801,875.150879,429.465820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,824.416443,723.231812,127.524582,,,,,,,707.242676,680.302612,117.842491,,,,,,,,,,,,,,,,,,,784.950439,633.519165,99.873642,1055.287231,874.832581,429.370209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,821.104431,723.601440,128.073135,,,,,,,703.692932,681.024658,119.275833,,,,,,,,,,,,,,,,,,,780.723999,633.426941,101.751274,1053.594849,874.488342,428.970673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,817.704834,723.932129,128.643951,,,,,,,699.922546,681.998474,120.912430,,,,,,,,,,,,,,,,,,,776.518127,633.561584,103.166664,1052.413574,874.134827,428.609680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,813.764587,724.005676,129.746902,,,,,,,695.539429,682.986450,122.325409,,,,,,,,,,,,,,,,,,,772.203857,634.356995,104.221802,1051.187866,873.654724,428.329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,810.305542,724.109009,131.168091,,,,,,,691.782654,683.857666,123.879707,,,,,,,,,,,,,,,,,,,767.794373,635.482422,105.401131,1049.180786,873.025146,427.994293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,806.654358,724.274475,131.910812,,,,,,,687.932678,684.845764,124.968170,,,,,,,,,,,,,,,,,,,763.710999,635.667908,107.195839,1047.208496,872.696045,427.606293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,802.580200,724.747620,132.405518,,,,,,,683.375000,685.955872,126.194313,,,,,,,,,,,,,,,,,,,758.860840,635.740051,108.696732,1046.062988,871.715149,427.534119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,798.063721,723.884399,133.069336,,,,,,,679.051758,686.916321,127.536522,,,,,,,,,,,,,,,,,,,753.960938,636.274536,110.198471,1044.944092,871.302307,426.957306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,794.371582,724.627625,134.888260,,,,,,,675.106262,687.927917,128.655807,,,,,,,,,,,,,,,,,,,749.294861,637.177002,111.477386,1041.977417,871.206726,427.021545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,790.717590,725.243347,135.665298,,,,,,,670.854675,689.143311,130.137924,,,,,,,,,,,,,,,,,,,744.607483,637.880615,112.185600,1040.390503,870.550476,427.124786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,786.796082,725.503174,136.427628,,,,,,,666.097229,690.285461,131.598007,,,,,,,,,,,,,,,,,,,739.869507,638.485840,113.146332,1039.178467,869.376160,426.553497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,782.512695,725.587280,137.069702,,,,,,,661.616028,691.200500,132.827698,,,,,,,,,,,,,,,,,,,734.885986,638.755371,114.280663,1037.280029,868.837280,426.067749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,777.870667,725.811340,137.927612,,,,,,,657.165100,692.073181,133.952682,,,,,,,,,,,,,,,,,,,729.931702,638.901184,115.861832,1035.143921,868.513489,426.349426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,773.628418,725.868652,138.761490,,,,,,,652.984558,693.264587,135.134171,,,,,,,,,,,,,,,,,,,724.906860,638.891541,117.341682,1033.228638,867.727539,425.782990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,769.170837,726.147888,139.973480,,,,,,,648.201416,694.423279,136.224838,,,,,,,,,,,,,,,,,,,720.084106,638.954041,118.421768,1032.133057,866.765747,425.295258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,764.916260,726.457886,140.567215,,,,,,,643.325012,695.513794,137.365738,,,,,,,,,,,,,,,,,,,715.209473,639.289673,119.554008,1029.773315,866.169434,425.053040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,760.658630,726.858337,140.911407,,,,,,,638.709290,696.669250,138.120819,,,,,,,,,,,,,,,,,,,710.204712,639.761963,120.981918,1027.272949,865.772705,424.754395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,756.418213,727.146179,141.748703,,,,,,,633.891418,697.867188,138.900116,,,,,,,,,,,,,,,,,,,704.911255,640.127014,122.093445,1025.843018,864.566528,424.322876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,751.663452,727.427429,142.633301,,,,,,,628.959717,698.995667,139.907730,,,,,,,,,,,,,,,,,,,699.663635,640.338257,123.307053,1023.453125,863.814331,424.028198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,746.963440,727.695313,143.385117,,,,,,,624.346252,700.020935,140.766418,,,,,,,,,,,,,,,,,,,694.470459,640.745056,124.355865,1021.085388,863.217102,423.854858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,742.477600,727.977173,143.860687,,,,,,,620.129822,701.009460,141.038864,,,,,,,,,,,,,,,,,,,689.104736,641.209473,125.750328,1019.460083,862.409302,423.387512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,738.216919,728.383728,144.489685,,,,,,,615.858154,702.314819,141.259811,,,,,,,,,,,,,,,,,,,683.976868,641.760925,126.759872,1017.087463,861.361389,422.968628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,733.775024,728.669312,145.254150,,,,,,,611.129028,703.623779,141.651276,,,,,,,,,,,,,,,,,,,679.104919,642.276611,127.275871,1015.249939,860.476929,422.939240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,729.313232,728.765198,145.881012,,,,,,,606.191895,704.635742,142.845093,,,,,,,,,,,,,,,,,,,674.185608,642.939636,127.857826,1013.080017,859.668579,422.390411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,724.796631,728.962708,146.174301,,,,,,,601.202942,705.688538,144.048615,,,,,,,,,,,,,,,,,,,669.249390,643.669556,128.404160,1011.102478,858.465393,422.460907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,720.909668,729.043945,145.856567,,,,,,,596.640869,706.947937,144.571594,,,,,,,,,,,,,,,,,,,664.116211,644.344055,128.987503,1008.535034,857.606628,422.133057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,716.387390,729.390137,145.966309,,,,,,,592.592224,708.195923,144.649017,,,,,,,,,,,,,,,,,,,658.823608,644.949890,129.721191,1006.455750,857.139465,421.585052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,711.621887,729.480225,146.852615,,,,,,,588.256287,709.341919,145.186264,,,,,,,,,,,,,,,,,,,653.619019,645.577942,130.349091,1004.737854,856.067261,421.527344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,707.283752,729.628174,147.498215,,,,,,,583.526489,710.386353,146.166153,,,,,,,,,,,,,,,,,,,648.668884,646.047302,130.510773,1002.222107,854.892944,420.880829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,703.599182,729.957642,147.190552,,,,,,,578.829895,711.349060,147.360565,,,,,,,,,,,,,,,,,,,644.001099,646.911438,130.200058,999.932983,854.232056,420.317169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,699.560181,730.072388,147.246262,,,,,,,574.131165,712.357239,148.403458,,,,,,,,,,,,,,,,,,,639.436768,647.698914,129.926498,997.705139,853.185486,420.250946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,695.339844,730.106323,147.749573,,,,,,,569.915100,713.351379,148.722672,,,,,,,,,,,,,,,,,,,634.682617,648.343689,130.165604,995.770630,851.851135,420.128784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,691.023193,730.122803,148.035248,,,,,,,566.220154,714.317139,148.282379,,,,,,,,,,,,,,,,,,,629.752930,648.779114,130.481018,993.552490,851.130859,419.911713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,686.672119,730.296997,148.353195,,,,,,,562.090088,715.135193,148.543015,,,,,,,,,,,,,,,,,,,624.992065,649.364868,130.422913,990.900940,850.257202,419.709229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,682.339905,730.388245,148.627365,,,,,,,557.462158,715.993042,149.504196,,,,,,,,,,,,,,,,,,,620.405579,649.953186,129.704269,989.197876,849.023499,419.678101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
