Grasp113
Date:,2025/04/23
Time:,10:06:54
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
76,871.804260,692.993225,87.325012,1000.772522,680.305603,101.983589,932.058167,605.750000,79.295723,1169.550537,814.244751,480.031921,,,,,,,,,,,,,,,,1187.201294,851.395813,287.170807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,869.315186,698.773987,87.420219,998.335999,682.732056,101.712334,929.002197,609.425293,78.881020,1169.640137,814.507141,479.721619,,,,,,,,,,,,,,,,1187.555664,850.939758,286.871399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,866.674561,703.973328,87.502869,995.471008,685.375305,101.956604,925.781921,612.715759,79.529503,1169.661621,814.836548,479.329956,,,,,,,,,,,,,,,,1187.664185,849.916138,286.318817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,864.104492,709.157959,87.865005,992.941833,687.559448,101.806831,922.498840,615.188843,80.166702,1170.110840,815.001770,478.684723,,,,,,,,,,,,,,,,1187.770386,849.419922,285.909424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,990.701904,689.518005,101.592995,919.890686,617.450012,80.521439,1170.522461,815.285583,478.044769,,,,,,,,,,,,,,,,1187.721313,849.253845,285.344604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,987.722229,691.249329,101.795937,917.242737,619.407166,80.715691,1170.771484,815.599548,477.098450,,,,,,,,,,,,,,,,1187.486450,849.047119,284.971130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,985.114685,692.493408,101.934563,914.631958,621.199158,80.986168,1170.969849,815.783386,476.582489,,,,,,,,,,,,,,,,1187.014893,848.837158,284.464966,855.235107,721.424377,90.056427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,982.733521,693.820557,101.819366,912.218018,622.439636,81.566521,1171.171509,815.965454,476.092712,,,,,,,,,,,,,,,,1186.501953,848.629395,283.581451,851.866333,724.612244,91.261787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,979.665405,695.210876,102.360649,909.835022,623.095581,82.293884,1171.384277,816.126526,475.598877,,,,,,,,,,,,,,,,1185.909058,848.276489,282.874176,849.195679,727.466431,91.836327,2281.421631,-1027.607422,-162.622940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,977.185608,695.888367,102.572212,907.628845,623.783386,82.626312,1171.612793,816.271606,475.163269,,,,,,,,,,,,,,,,1185.510132,847.866028,282.419128,846.325684,729.461304,91.963341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,974.256714,696.427307,102.940254,905.243225,624.243896,83.335052,1171.897827,816.386536,474.799957,,,,,,,,,,,,,,,,1185.317139,847.703674,281.723083,843.897034,730.911011,92.209526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,971.221619,697.111511,103.327385,902.974670,624.195435,83.807098,1172.183594,816.503296,474.402130,,,,,,,,,,,,,,,,1184.567749,847.265747,280.628174,840.787720,732.172241,93.019035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,968.674561,697.559570,103.121254,900.960938,624.273071,84.297798,1172.429199,816.690369,473.980133,,,,,,,,,,,,,,,,1184.121094,846.491821,279.400360,837.761841,733.112915,93.715256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,965.902100,697.909546,103.180092,899.047974,623.746521,84.743927,1172.611694,816.864380,473.658203,,,,,,,,,,,,,,,,1183.118530,845.835205,278.889252,834.094055,733.716614,95.141258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,963.562561,697.921692,103.239914,897.161255,623.418823,85.132736,1172.622681,817.007629,473.392395,,,,,,,,,,,,,,,,1181.446777,845.778076,278.888947,831.279968,734.095154,95.594261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,960.591064,697.981873,103.872162,895.152100,623.062500,85.749069,1172.658813,817.120483,473.134033,,,,,,,,,,,,,,,,1179.805176,845.554810,278.217438,828.678223,733.854187,95.801682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,958.094238,697.802124,103.811516,893.322327,622.476624,86.229111,1172.575439,817.163635,472.736450,,,,,,,,,,,,,,,,1178.536499,845.276367,277.645233,825.921875,733.448608,96.416008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,955.570618,697.532837,103.906303,891.692993,621.743164,86.507469,1172.710449,817.268982,472.022614,,,,,,,,,,,,,,,,1177.478149,844.893860,277.050415,822.988159,732.830139,97.565392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,953.188965,697.384583,104.030670,889.628235,620.578308,86.994019,1172.682373,817.367371,471.468811,,,,,,,,,,,,,,,,1176.027222,844.493225,276.150421,820.382629,732.250122,98.387650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,950.786011,696.992371,104.242287,887.696655,619.953735,87.379692,1172.509155,817.410645,470.899597,,,,,,,,,,,,,,,,1174.100952,844.016907,275.672272,817.324829,731.836853,99.656197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,948.045715,696.498230,105.014023,885.713928,619.463684,87.709602,1172.616821,817.534729,470.170166,,,,,,,,,,,,,,,,1172.378662,843.535461,275.070221,814.610840,730.991211,100.558601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,945.444580,696.055542,105.225899,883.841370,618.626526,87.853691,1172.490112,817.527100,469.664520,,,,,,,,,,,,,,,,1171.229614,842.945984,273.912537,812.711426,730.079041,100.906754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,943.338562,695.471008,105.266296,882.101929,617.420776,88.184105,1172.280029,817.556702,469.347656,,,,,,,,,,,,,,,,1169.426270,842.531555,273.788727,809.904053,729.117004,101.609909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,940.896851,694.873413,105.509094,880.035828,616.477417,88.371307,1171.910400,817.604858,469.059082,,,,,,,,,,,,,,,,1167.401489,842.154053,273.436127,807.915405,728.384827,102.400337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,938.466431,694.197571,105.943275,877.778442,616.011902,88.806091,1171.297974,817.579224,468.548187,,,,,,,,,,,,,,,,1166.165405,841.828735,272.503387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,936.623779,693.664185,106.214630,876.116272,615.205627,88.960640,1170.324341,817.435547,468.100494,,,,,,,,,,,,,,,,1164.208008,841.445190,272.169769,,,,,,,802.429993,726.584839,105.275757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,934.257263,693.153259,106.243858,873.989563,614.220459,89.260994,1169.209717,817.382690,467.718353,,,,,,,,,,,,,,,,1162.071655,840.929565,271.775360,,,,,,,800.281311,725.844238,105.868843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,931.959045,692.674316,106.396439,871.542786,613.772888,89.605873,1168.473267,817.418213,467.286682,,,,,,,,,,,,,,,,1160.377930,840.217407,271.493622,,,,,,,798.059998,725.015930,106.590202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,930.229065,691.814636,106.397797,869.427856,613.228394,89.805901,1167.605957,817.275146,466.871735,,,,,,,,,,,,,,,,1158.868042,839.408264,271.096466,,,,,,,795.709717,724.559265,107.154686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,927.683167,691.289551,107.045959,866.918945,612.606689,90.288361,1166.701782,817.163513,466.429352,,,,,,,,,,,,,,,,1156.992676,838.961914,270.313324,,,,,,,793.758667,724.122620,107.450462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,925.598145,690.692810,107.035645,864.603943,611.964905,90.653572,1165.704590,817.089783,466.027313,,,,,,,,,,,,,,,,1155.039551,838.522888,270.323364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,923.976318,690.311646,107.248909,862.445923,611.409607,90.801285,1164.416748,816.976807,465.992065,,,,,,,,,,,,,,,,1153.676147,838.085876,270.231079,,,,,,,,,,789.760315,722.950378,107.927986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,921.815735,690.018616,107.260658,860.436218,611.067261,90.887337,1163.083374,816.871887,466.180725,,,,,,,,,,,,,,,,1151.937988,837.625549,269.611542,,,,,,,,,,787.115662,722.530273,108.546455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,919.449463,689.450012,107.960930,858.439026,610.704163,90.544647,1162.068237,816.805542,465.843719,,,,,,,,,,,,,,,,1150.088623,836.926819,269.385834,,,,,,,,,,785.503052,722.482117,108.586220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,917.814636,688.837280,108.105904,856.135803,610.641357,90.738579,1161.290161,816.724304,465.376831,,,,,,,,,,,,,,,,1148.485107,836.324585,269.433960,,,,,,,,,,783.804626,722.209229,108.407265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,915.917358,688.379028,108.056061,854.221375,610.570740,90.595940,1160.200317,816.477844,464.985382,,,,,,,,,,,,,,,,1146.687988,835.624146,268.911316,,,,,,,,,,782.252991,722.171387,108.282051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,913.958923,687.955566,108.094772,851.674866,609.995911,91.308403,1158.943848,816.273926,465.404999,,,,,,,,,,,,,,,,1144.876587,835.087769,268.795898,,,,,,,,,,780.622437,722.118469,108.162346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,912.696716,687.636047,108.196587,849.512329,609.693054,91.412979,1157.951416,816.265320,465.098358,,,,,,,,,,,,,,,,1143.337891,834.852356,268.897217,,,,,,,,,,778.734192,722.033997,107.989136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,911.095459,687.352722,108.088463,847.876526,609.436218,91.107147,1157.270142,816.299377,464.513031,,,,,,,,,,,,,,,,1141.670776,834.435181,268.879700,,,,,,,,,,777.559265,721.614136,107.811249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,909.199890,686.998291,108.019646,845.910767,609.363403,90.956062,1156.251953,816.251465,463.930939,,,,,,,,,,,,,,,,1140.228394,833.779114,268.407532,,,,,,,,,,775.951538,721.453186,107.989189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,907.605164,686.624207,108.513863,844.092102,609.391541,90.875099,1155.386841,815.915222,463.775635,,,,,,,,,,,,,,,,1139.121094,833.304138,268.027679,,,,,,,,,,774.487732,720.868530,108.173309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,906.374390,686.288391,108.790321,842.393982,609.158997,90.791161,1154.146118,815.761902,463.913208,,,,,,,,,,,,,,,,1137.899658,832.834290,267.866760,,,,,,,,,,772.760254,720.413025,108.012375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,905.054565,685.937805,108.665596,840.769287,608.948547,90.497299,1153.095703,815.719055,464.045654,,,,,,,,,,,,,,,,1136.503784,832.455688,267.544067,,,,,,,,,,771.934509,719.893738,107.383751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,903.673950,685.548096,108.494148,839.162842,609.055603,90.252617,1152.314575,815.566406,463.497498,,,,,,,,,,,,,,,,1135.360229,832.061157,266.968170,,,,,,,,,,770.940735,719.265869,106.928284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,902.541748,685.292786,108.590202,837.538757,609.109985,89.886673,1151.543213,815.533203,462.956177,,,,,,,,,,,,,,,,1134.566895,831.704285,266.651794,,,,,,,,,,769.412903,718.477173,107.008438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,901.675598,685.148560,108.781799,835.793457,609.073059,89.621117,1150.597900,815.335632,462.749847,,,,,,,,,,,,,,,,1133.197266,831.531311,266.836029,,,,,,,,,,768.360840,717.540466,106.964188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,900.595520,684.901001,108.778542,834.358521,609.091125,89.108345,1149.326172,815.213135,462.950928,,,,,,,,,,,,,,,,1131.519287,831.538330,267.039703,,,,,,,,,,767.413818,716.335205,106.364548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,899.207947,684.477661,108.768524,833.167175,609.181763,88.539955,1148.052979,815.254211,463.212830,,,,,,,,,,,,,,,,1130.215576,831.589600,266.928406,,,,,,,,,,766.244507,714.670715,105.585678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,898.165527,684.506531,109.242447,831.496826,609.539307,87.616081,1146.989624,815.171021,462.930359,,,,,,,,,,,,,,,,1129.356812,831.583618,266.640167,,,,,,,,,,765.322632,712.746399,105.098343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,897.533386,684.442993,109.301552,830.327759,609.716431,86.442703,1146.032349,815.193726,462.436707,,,,,,,,,,,,,,,,1128.631592,831.614014,266.380524,,,,,,,,,,764.838623,710.692810,104.039429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,897.023987,684.358337,109.246223,828.798096,609.952393,85.880524,1145.309204,815.116760,461.980896,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.024170,708.275085,103.066185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,896.419189,684.148987,109.498299,826.890991,610.560425,85.155785,1144.553467,815.225464,461.583130,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.076111,705.632690,102.390228,1126.613037,831.623901,266.884003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,895.695923,684.036560,109.961037,825.587036,611.282959,84.088516,1143.220215,815.286072,461.844727,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.276611,703.166016,101.088463,1125.979858,831.866821,266.808411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,895.375305,683.900940,110.137810,824.317749,612.192017,83.186409,1142.010864,815.417542,461.842743,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.755249,700.659485,99.811043,1125.262817,832.099792,266.588074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,894.936279,683.826782,110.524208,823.014404,613.026978,82.614418,1141.204224,815.556519,461.458954,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.976379,697.889954,98.690735,1124.555908,832.433960,266.352539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,894.585632,683.819946,110.881447,821.581360,613.860657,81.756676,1140.210571,815.633728,461.198364,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.088684,695.658264,98.023003,1124.159790,832.642212,266.287964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,894.202637,683.899292,111.200661,820.693909,614.877014,81.291779,1138.999146,815.739685,461.339142,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.533813,694.030457,97.449059,1123.669067,833.112671,266.326111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,893.543213,684.021667,112.049408,819.311707,616.097961,81.147484,1137.771118,815.915833,461.670563,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.170105,693.046509,97.120369,1122.870361,833.901306,266.529968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,893.063904,684.121460,112.546951,818.523560,617.046997,80.831657,1136.847168,816.091187,461.613312,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.708374,691.883484,96.680374,1122.177124,834.603699,266.811646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,892.650146,684.111633,112.943779,818.527832,616.955933,80.966637,1136.046875,816.297363,461.207306,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.107117,690.590881,96.233658,1121.575684,835.205444,267.038696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,892.362854,684.020142,113.199066,818.727173,616.305298,81.247131,1135.133911,816.426147,460.832672,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.466431,689.577576,96.055611,1121.160400,835.584229,267.082367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,892.077881,684.071533,113.654472,818.822144,615.925964,81.438011,1134.074951,816.799866,460.680908,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.535645,689.293823,96.037415,1121.013062,835.805969,266.944397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,891.935059,684.092224,113.966011,819.080322,615.916443,81.409088,1132.926025,816.870850,461.147369,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.477661,688.899353,96.326340,1120.506592,836.497192,266.988068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,891.683167,684.193420,114.311577,819.038574,616.013000,81.515373,1132.030640,816.979431,461.134857,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.358398,688.487976,96.881180,1119.701416,837.587219,267.034515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,891.493835,684.461853,114.717567,819.287109,616.156372,81.389008,1131.298340,817.200195,460.742157,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.224854,688.081909,97.444382,1119.188110,838.436157,267.064362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,891.260620,684.609985,115.144608,818.889587,616.302185,82.040985,1130.409302,817.405579,460.189972,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.104675,687.690918,98.003288,1118.818604,839.400269,266.884491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,891.027649,684.838440,115.571152,818.742126,616.418396,82.830643,1129.240845,817.426208,460.006683,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.053833,687.439087,98.429123,1118.424805,839.959167,266.734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,890.873474,685.140015,116.142403,818.795593,616.696533,83.520905,1128.015625,817.502502,460.113495,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.166809,687.300415,98.791618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,890.465454,685.491638,117.303581,819.206116,616.817871,83.897430,1126.965820,817.558289,460.304321,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.041260,687.469177,99.674423,,,,1117.693481,841.815369,267.370667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,889.905090,685.785645,118.987274,818.699951,617.248291,85.060921,1126.052612,817.767822,460.140808,,,,,,,,,,,,,,,,,,,,,,,,,,,,765.660095,687.707947,101.038788,,,,1117.189209,842.815796,267.666443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,889.481018,686.359192,119.920540,818.025757,617.555847,86.626747,1124.874878,817.894592,460.116211,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.990601,687.983582,103.034637,,,,1116.866089,843.590332,267.886932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,889.323303,687.072144,120.812012,817.649841,617.865479,88.032394,1123.733643,818.052246,459.781006,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.506042,688.422485,104.529015,,,,1116.572266,844.201843,268.024323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,889.011047,687.709595,121.606552,817.263062,618.450195,89.883522,1122.281738,818.164307,460.040863,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.072876,688.816406,105.805183,,,,1116.960938,845.038879,267.643372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,888.522339,688.335693,122.967186,817.009827,619.286255,91.657425,1121.237305,818.063965,460.450012,,,,,,,,,,,,,,,,,,,,,,,,,,,,763.654785,689.408508,107.395668,,,,1117.099121,846.053406,267.529083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,887.941956,688.716675,124.625595,816.277954,619.736328,93.378967,1119.951172,818.282715,460.286743,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.813110,689.700317,109.875763,,,,1116.020996,847.199951,268.226807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,886.998230,689.208374,126.323814,814.683838,620.419617,96.231834,1118.899048,818.469177,460.008911,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.566101,690.546570,112.231049,,,,1115.203613,847.963257,268.791443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,885.808105,690.267944,127.868980,813.375183,620.890808,98.512726,1118.061523,818.596924,459.229919,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.785645,691.436218,113.881760,,,,1114.843506,848.726196,269.060211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,884.660217,691.069763,129.613998,811.877808,621.434265,100.646103,1116.894165,818.538940,459.635864,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.059998,692.185730,115.936676,,,,1114.444824,849.580444,269.194031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,883.710999,691.649048,130.962646,810.937561,622.158875,103.359917,1115.527100,818.645691,459.669800,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.873657,692.856506,118.370094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,882.038757,692.180603,133.096115,809.159302,622.885681,106.044876,1114.110352,818.921509,459.507172,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.034668,693.726685,120.804192,,,,,,,1112.717651,851.211487,270.102631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,880.375610,692.764832,135.441574,807.072266,623.553101,109.205948,1112.640503,818.945801,459.325134,,,,,,,,,,,,,,,,,,,,,,,,,,,,755.368652,694.585449,123.709061,,,,,,,1111.760254,851.709351,270.405457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,878.765076,693.578003,136.988037,805.197266,624.222046,111.188721,1111.268555,818.939636,459.373840,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.543396,695.455505,126.227318,,,,,,,1110.677734,852.227722,270.649231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,876.409973,694.288025,138.957672,802.719910,624.914368,113.944382,1110.198486,819.069336,459.416412,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.106567,696.172424,128.611923,,,,,,,1109.629639,852.796997,270.977112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,874.315613,695.122070,140.680557,800.179688,625.631226,116.033951,1108.745850,819.171875,459.371490,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.985107,697.033813,131.172134,,,,,,,1108.458984,853.550842,271.283875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,871.549805,695.624634,142.858978,797.321045,626.419556,118.775848,1107.121338,819.212463,459.267853,,,,,,,,,,,,,,,,,,,,,,,,,,,,745.888855,697.592346,134.123856,,,,,,,1107.529297,854.105713,271.609314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,868.969177,696.140259,144.907135,794.347290,626.888489,121.226852,1105.151733,819.049011,459.558990,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.256531,698.400757,136.397980,,,,,,,1105.827148,854.559814,271.846588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
