Grasp46
Date:,2025/04/16
Time:,14:28:23
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
63,893.167969,556.669678,75.351799,986.536194,607.078857,119.362144,925.634033,528.863708,96.266335,,,,,,,,,,,,,1201.749512,801.029053,391.383209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,894.489502,561.131348,75.801491,987.221191,610.531616,120.363266,925.832886,532.596802,97.562241,,,,,,,,,,,,,1202.815918,801.402893,392.053406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,896.348999,566.292358,76.626297,987.798462,614.090820,120.996552,925.522095,536.603943,99.415718,,,,,,,,,,,,,1203.563232,802.177246,392.381012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,898.509094,571.799500,77.345993,987.915405,617.518066,122.012955,925.258545,540.185242,100.485916,,,,,,,,,,,,,1204.534058,802.460693,393.278320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,899.937134,576.547668,77.859169,988.464233,621.055481,122.315979,925.310181,544.214478,102.263451,,,,,,,,,,,,,1205.711426,802.895569,393.958893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,900.811096,580.951111,79.094086,988.221069,623.238708,121.907700,925.199951,548.055481,103.385628,,,,,,,,,,,,,1206.563843,803.431885,394.458771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,900.756287,585.073853,80.421021,988.295166,627.466064,123.104897,924.731506,551.776184,104.749313,,,,,,,,,,,,,1207.420654,803.830566,394.972809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,900.801025,589.565063,81.619499,988.603394,631.123718,123.960991,924.323059,555.538818,106.042374,,,,,,,,,,,,,1208.192383,804.354187,395.535797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,900.793030,593.995911,82.051033,988.629456,634.530640,124.018967,924.292358,559.318726,106.873459,,,,,,,,,,,,,1208.926025,804.630615,396.293884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,900.723938,598.533508,83.152519,988.477173,638.022461,124.969307,923.848938,562.968201,107.872086,,,,,,,,,,,,,1209.465210,804.896667,396.724182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,900.441223,602.452698,84.109650,988.053589,641.435669,125.444267,923.275391,566.359253,108.734596,,,,,,,,,,,,,1209.925171,805.338684,397.063507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,899.855652,606.889099,85.022766,987.916016,644.647278,124.931114,922.882568,569.881042,109.756508,,,,,,,,,,,,,1210.575073,805.680786,397.557617,1169.048828,819.764954,223.082809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,987.857361,647.804443,125.439682,922.490784,573.445251,110.300392,,,,,,,,,,,,,1211.213013,805.982605,397.945648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,987.621765,650.639038,125.870819,921.789246,577.124634,111.323784,,,,,,,,,,,,,1212.156616,806.305908,398.818115,,,,1172.537720,821.281250,223.001465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,987.029480,653.517578,126.421196,921.012634,580.346863,111.940445,,,,,,,,,,,,,1212.746582,806.776917,399.449005,,,,1172.417236,823.955383,224.464340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,986.838135,656.798767,126.703415,919.779236,583.730103,112.987267,,,,,,,,,,,,,1213.126343,807.134949,399.767151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,986.564453,659.736755,126.443909,919.224304,586.818542,113.573761,,,,,,,,,,,,,1213.476440,807.444153,400.070587,,,,,,,1175.331787,824.403564,224.935623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,986.047668,662.403870,126.547676,918.099121,589.760437,114.262482,,,,,,,,,,,,,1213.896484,807.769958,400.412415,,,,,,,1175.827881,827.016724,225.642227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,985.524292,665.387268,126.969559,917.510864,593.369507,114.553047,,,,,,,,,,,,,1214.348145,808.094299,400.655701,,,,,,,1176.150024,828.441650,226.320969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,985.126770,669.276001,127.771217,916.912537,596.899414,114.729233,,,,,,,,,,,,,1214.939331,808.365295,401.013824,,,,,,,1176.697876,827.831726,226.443436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,983.797546,670.920044,127.695213,915.943970,600.196533,115.448250,,,,,,,,,,,,,1215.273804,808.503723,401.245605,,,,,,,1177.505493,829.212097,226.340515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,983.223877,673.250916,127.202553,915.138123,603.073792,116.163666,,,,,,,,,,,,,1215.682617,808.706787,401.538361,,,,,,,1178.056519,830.419067,226.802719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,983.230164,675.702026,126.495201,914.069458,605.909180,116.627373,,,,,,,,,,,,,1215.770386,808.975952,401.622803,,,,,,,1177.897949,831.589111,227.664749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,982.887451,678.252686,126.532021,913.146301,608.511475,116.995598,,,,,,,,,,,,,1215.962158,809.199646,401.681641,,,,,,,1178.040649,832.448059,228.383194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,981.927002,680.712708,126.297173,911.925415,611.078430,117.047386,,,,,,,,,,,,,1216.046753,809.403870,401.738373,,,,,,,1177.942871,833.183472,228.536530,889.154785,661.759949,92.863922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,980.907288,682.783569,126.543365,910.837769,613.736816,116.851776,,,,,,,,,,,,,1216.150879,809.677979,401.890350,,,,,,,1178.482056,833.481140,228.205826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,980.042542,685.034546,126.277748,910.352722,616.110535,117.170242,,,,,,,,,,,,,1216.222778,809.898254,401.857391,,,,,,,1178.317627,834.529175,228.661819,,,,885.905090,670.217163,93.521637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,979.266541,686.778198,125.885399,909.463440,618.293091,116.788963,,,,,,,,,,,,,1216.241333,810.051819,401.850098,,,,,,,1178.120361,835.378113,229.039871,,,,884.580627,674.586426,92.956734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,978.601196,688.657288,125.521439,909.086243,620.394714,116.952675,,,,,,,,,,,,,1216.226563,810.260986,401.843475,,,,,,,1177.861572,835.957397,228.908386,,,,883.170837,678.896484,92.860023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,977.691589,690.565308,124.950912,907.899658,622.265015,116.655464,,,,,,,,,,,,,1216.085449,810.427551,401.827667,,,,,,,1177.604980,836.533264,229.003052,,,,881.728882,682.952393,92.708542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,976.757568,692.395325,124.674591,906.334839,624.183594,116.720322,,,,,,,,,,,,,1215.963623,810.657410,401.727814,,,,,,,1177.182251,836.911682,228.924866,,,,879.749817,687.182251,93.437035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,975.851807,694.035217,124.551720,905.415527,626.016235,116.507233,,,,,,,,,,,,,1215.743774,810.825684,401.652679,,,,,,,1176.744019,837.354919,228.931091,,,,877.670776,690.930359,93.635162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,974.459229,695.278809,124.669014,904.537598,628.713440,115.838425,,,,,,,,,,,,,1215.359863,811.040222,401.368225,,,,,,,1175.815308,837.800293,229.256989,,,,875.488342,694.699219,93.805618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,972.995117,696.884583,124.269440,903.609497,629.476318,115.374336,,,,,,,,,,,,,1214.732666,811.267151,400.950348,,,,,,,1175.232788,838.214294,229.323105,,,,872.843323,698.386108,95.110710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,972.046143,698.505798,123.744568,903.027405,630.272217,115.322395,,,,,,,,,,,,,1214.519165,811.315796,400.800385,,,,,,,1174.753662,838.778809,229.067612,,,,870.056885,701.887146,95.892540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,970.934265,699.545166,123.519928,902.035828,631.203918,115.318298,,,,,,,,,,,,,1214.154053,811.395752,400.548309,,,,,,,1174.287476,839.164978,228.903107,,,,867.398865,705.140991,96.478966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,969.323608,700.954956,123.636513,900.898926,632.485413,115.171577,,,,,,,,,,,,,1213.757813,811.610901,400.280579,,,,,,,1173.820435,839.585327,229.015137,,,,864.767456,708.205200,96.220146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,967.901855,702.347656,123.234375,900.532715,633.304321,115.089699,,,,,,,,,,,,,1213.210815,811.767029,399.690857,,,,,,,1173.404053,839.911621,229.001740,,,,862.403259,711.208740,95.177841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,967.038879,703.633545,122.792778,899.536560,634.668030,115.779816,,,,,,,,,,,,,1212.791992,811.892883,399.435150,,,,,,,1173.051270,840.115112,228.818924,,,,858.911255,714.308594,96.263725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,966.116882,704.893127,122.554626,898.114746,636.011719,116.118347,,,,,,,,,,,,,1212.386475,812.048401,399.278107,,,,,,,1172.467651,840.444580,228.499161,,,,854.643311,717.173523,98.685951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,964.577026,706.299988,122.250168,897.225281,637.015991,116.943138,,,,,,,,,,,,,1211.770508,812.171631,398.625336,,,,,,,1171.551270,840.919495,228.110306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,963.199768,707.082275,122.393143,896.341125,637.842896,117.507408,,,,,,,,,,,,,1211.130371,812.285706,398.107605,,,,,,,1170.468018,841.234802,228.003647,,,,,,,848.906067,722.586670,99.457657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,961.459351,707.644104,122.677719,895.008545,638.279785,117.808456,,,,,,,,,,,,,1210.428223,812.387085,397.950226,,,,,,,1169.336914,841.393860,227.800140,,,,,,,846.121460,725.343567,100.980972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,959.489746,708.710083,122.319336,893.577271,638.733765,118.033882,,,,,,,,,,,,,1209.874023,812.511230,397.724701,,,,,,,1168.355591,841.300903,228.056656,,,,,,,842.819458,727.546692,101.542740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,958.462158,709.898926,121.905434,892.418823,639.251831,118.757423,,,,,,,,,,,,,1209.126709,812.634705,397.468842,,,,,,,1167.373901,841.368713,227.645966,,,,,,,839.786682,730.064575,102.732971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,957.405212,710.704102,121.593338,891.161743,640.056519,118.956055,,,,,,,,,,,,,1208.286621,812.771545,397.039795,,,,,,,1166.439697,841.577148,226.854874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,955.648132,711.377014,121.737434,890.399841,640.665222,119.707016,,,,,,,,,,,,,1207.262329,812.919739,396.345184,,,,,,,1165.649780,841.506958,226.375504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,953.627563,711.673645,122.097488,888.942688,640.983948,121.044273,,,,,,,,,,,,,1206.391968,812.931824,396.101929,,,,,,,1164.487183,841.537292,226.506744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,952.271851,712.430420,122.188057,887.356262,640.951477,120.962830,,,,,,,,,,,,,1205.547363,812.994202,395.710571,,,,,,,1162.973389,841.451172,226.472885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,950.949036,713.296631,122.316788,886.181824,641.406555,121.079300,,,,,,,,,,,,,1204.823242,812.997131,395.408478,,,,,,,1161.295654,841.213867,226.026627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,949.055664,714.067139,122.127777,885.328125,641.781189,121.406906,,,,,,,,,,,,,1204.022095,813.080383,395.002899,,,,,,,1160.451050,841.111389,225.579681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,947.298889,714.428284,121.947556,884.701233,641.853210,122.605263,,,,,,,,,,,,,1203.314575,813.011963,394.447113,,,,,,,1159.597290,840.951721,224.799835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,945.757446,714.988281,121.924324,883.464722,641.490173,123.276566,,,,,,,,,,,,,1202.741455,813.006775,393.976898,,,,,,,1158.191040,840.938599,224.478333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,943.936829,715.578979,121.674019,881.757385,641.110840,123.194939,,,,,,,,,,,,,1201.991333,812.911560,393.502960,,,,,,,1156.326538,840.856995,224.171387,,,,,,,,,,815.281006,746.652893,113.827171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,942.301819,715.642273,122.050774,880.797363,640.796875,123.154526,,,,,,,,,,,,,1200.874146,813.101196,392.918762,,,,,,,1155.051758,840.774658,224.148087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,940.358826,715.916138,122.517906,880.304260,640.514465,123.166992,,,,,,,,,,,,,1199.818604,813.139038,392.471619,,,,,,,1154.254761,840.658875,223.871033,,,,,,,,,,,,,810.133911,747.488953,117.254532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,938.692505,716.059937,121.944275,879.962769,640.183838,123.255081,,,,,,,,,,,,,1198.923706,813.072021,392.056152,,,,,,,1152.835449,840.315613,223.104599,,,,,,,,,,,,,809.024536,747.566406,117.218666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,937.319641,716.220520,121.719337,879.127441,639.537598,123.731628,,,,,,,,,,,,,1198.262939,813.031494,391.771515,,,,,,,1151.056885,840.119385,222.934937,,,,,,,,,,,,,807.319885,747.502991,118.486580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,935.426758,716.121094,122.217545,877.683472,638.833740,124.297714,,,,,,,,,,,,,1197.491211,812.993042,391.408020,,,,,,,1149.509033,839.684021,223.052109,,,,,,,,,,,,,804.350586,747.655701,119.900604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,933.941467,716.289917,121.092438,876.347961,638.409424,124.301498,,,,,,,,,,,,,1196.362793,813.049866,390.926849,,,,,,,1147.918457,839.183777,222.621902,,,,,,,,,,,,,802.503845,747.370361,120.817001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,932.916382,716.030823,120.677231,875.664856,638.043335,124.424263,,,,,,,,,,,,,1195.311768,812.781128,390.441864,,,,,,,1146.528687,838.900330,221.829437,,,,,,,,,,,,,801.209961,746.616272,121.763725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,931.033936,715.704224,120.956863,874.766846,637.288513,124.701447,,,,,,,,,,,,,1194.551758,812.684509,389.973541,,,,,,,1144.818726,838.777100,221.789322,,,,,,,,,,,,,799.300842,746.070862,122.708801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,929.406372,715.730896,120.761047,873.882141,636.472900,125.054909,,,,,,,,,,,,,1193.874268,812.632568,389.508881,,,,,,,1142.754272,838.449585,221.813156,,,,,,,,,,,,,797.028137,745.451111,123.577347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,928.227539,715.329895,120.875687,873.050659,635.792480,125.274826,,,,,,,,,,,,,1192.949219,812.737244,388.932648,,,,,,,1141.466797,838.461731,221.074234,,,,,,,,,,,,,795.076904,744.688293,124.506699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,926.125549,714.847107,121.385300,872.130493,635.086121,125.542175,,,,,,,,,,,,,1192.023193,812.901245,388.311676,,,,,,,1140.021118,838.410950,221.085159,,,,,,,,,,,,,793.056213,743.536438,125.025391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,924.582947,714.454285,121.515106,871.026917,634.186096,125.953484,,,,,,,,,,,,,1191.289063,812.799744,387.887482,,,,,,,1137.936279,838.220764,221.404694,,,,,,,,,,,,,791.796448,742.385315,125.260757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,923.057434,714.294983,121.145226,870.075317,633.414001,126.274277,,,,,,,,,,,,,1190.417358,812.673706,387.478210,,,,,,,1136.264038,838.174500,220.682495,,,,,,,,,,,,,791.093811,740.655579,125.454552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,921.712952,713.761658,121.518547,869.467468,632.699768,126.305267,,,,,,,,,,,,,1189.753906,812.655884,387.313446,,,,,,,1134.840454,837.864014,220.390793,,,,,,,,,,,,,789.293945,739.866882,126.682350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,919.997620,713.418762,122.076996,869.141785,631.814392,126.413666,,,,,,,,,,,,,1188.848633,812.484924,386.841248,,,,,,,1133.146973,837.533142,220.781998,,,,,,,,,,,,,787.168396,738.692505,127.675468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,919.075317,713.186646,121.916512,868.610413,630.749573,126.779274,,,,,,,,,,,,,1187.540649,812.824219,386.565186,,,,,,,1131.334229,837.167542,220.436615,,,,,,,,,,,,,785.291504,737.168152,128.195282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,917.353699,712.366272,121.090958,867.388367,629.752869,126.482231,,,,,,,,,,,,,1186.723145,812.927307,386.405701,,,,,,,1129.853271,836.862122,219.437607,,,,,,,,,,,,,783.342712,735.893921,128.482407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,915.521851,711.569580,121.260056,866.697632,629.231506,126.264915,,,,,,,,,,,,,1185.777100,812.978821,385.928986,,,,,,,1128.404785,836.520203,219.825546,,,,,,,,,,,,,781.789185,733.843872,128.923218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,914.880554,711.020691,121.299286,865.808105,628.287537,125.829742,,,,,,,,,,,,,1184.692993,812.970642,385.631134,,,,,,,1126.564941,836.268433,219.851196,,,,,,,,,,,,,780.881165,732.373474,128.838364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,913.894836,710.332764,121.098869,865.213257,627.000061,126.201706,,,,,,,,,,,,,1183.685059,812.596680,385.354309,,,,,,,1125.230469,836.225037,219.184845,,,,,,,,,,,,,779.764709,730.922058,128.914749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
