Grasp46
Date:,2025/04/16
Time:,14:28:23
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
137,,,,912.282471,709.908813,121.007866,864.078735,626.041260,125.423737,,,,,,,,,,,,,1182.908325,812.341187,384.837036,,,,,,,1124.062012,836.005615,218.837372,,,,,,,,,,,,,777.825134,729.669189,129.247925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,911.118896,709.517090,120.870178,863.386902,625.305115,124.565079,,,,,,,,,,,,,1182.404663,812.235168,384.426910,,,,,,,1122.599976,835.715942,219.086182,,,,,,,,,,,,,776.968567,728.170593,129.832138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,910.262817,708.983337,120.439461,862.791870,624.788940,124.049126,,,,,,,,,,,,,,,,,,,,,,1120.921875,835.458557,219.136215,,,,,,,,,,,,,775.971741,726.534851,130.250961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,909.343872,708.404663,120.529480,861.730103,624.137024,125.062752,,,,,,,,,,,,,,,,,,,,,,1119.708252,835.097168,218.733643,,,,,,,,,,,,,775.151306,725.426697,130.710632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,908.249512,707.878845,120.834084,860.511719,623.505859,124.415527,,,,,,,,,,,,,,,,,,,,,,1118.695068,834.661926,218.407867,,,,,,,,,,,,,773.815613,724.360535,131.323624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,907.241943,707.455872,120.826950,859.242859,623.045776,123.734749,,,,,,,,,,,,,,,,,,,,,,1117.598633,834.451233,218.568314,,,,,,,,,,,,,772.746216,722.912842,131.870712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,906.598633,707.171570,120.508812,858.752625,622.459839,123.609268,,,,,,,,,,,,,,,,,,,,,,1116.381470,834.230408,218.675797,,,,,,,,,,,,,771.700073,721.637695,132.031891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,905.722351,706.858826,120.192757,857.678711,622.263123,123.153534,,,,,,,,,,,,,,,,,,,,,,1114.875244,834.028870,218.197235,,,,,,,,,,,,,771.108643,720.760620,131.574417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,905.045166,706.536011,120.403252,856.180786,621.723511,122.170570,,,,,,,,,,,,,,,,,,,,,,1113.912964,833.834412,217.910416,,,,,,,,,,,,,770.921448,719.483459,131.551773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,903.997559,706.185791,120.535141,854.770081,621.280457,122.197037,,,,,,,,,,,,,,,,,,,,,,1113.385376,833.630798,217.724365,,,,,,,,,,,,,770.329102,718.061462,131.576782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,902.779053,705.739380,120.628487,853.452881,620.669983,121.438362,,,,,,,,,,,,,,,,,,,,,,1112.933228,833.479248,217.660858,,,,,,,,,,,,,769.230225,717.105286,131.606445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,902.294556,705.429321,120.548065,852.444580,620.173279,120.808067,,,,,,,,,,,,,,,,,,,,,,1112.187134,833.362244,217.341675,,,,,,,,,,,,,768.232666,716.054199,131.495972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,901.679321,704.944824,120.589561,850.039551,619.905762,119.360794,,,,,,,,,,,,,,,,,,,,,,1111.083496,833.387451,217.021225,,,,,,,,,,,,,767.865417,715.011169,131.154526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,901.037781,704.576599,120.581612,847.885864,619.985596,117.988724,,,,,,,,,,,,,,,,,,,,,,1109.942139,833.366455,216.931107,,,,,,,,,,,,,767.509094,713.980469,130.611725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,900.325500,704.019409,120.986000,845.726807,620.205627,116.891258,,,,,,,,,,,,,,,,,,,,,,1108.872925,833.275146,216.763550,,,,,,,,,,,,,766.768188,712.887817,130.202454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,899.464661,703.512878,121.237274,843.073669,620.254089,115.965210,,,,,,,,,,,,,,,,,,,,,,1108.474976,833.221191,216.616104,,,,,,,,,,,,,766.028320,711.922668,129.941498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,898.701233,703.223206,121.263718,840.809265,620.636719,113.472519,,,,,,,,,,,,,,,,,,,,,,1108.259277,833.132507,216.591705,,,,,,,,,,,,,765.600891,711.161255,129.539902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,898.624023,703.161133,120.884270,838.281189,621.345337,111.885239,,,,,,,,,,,,,,,,,,,,,,1107.962646,833.093079,216.449356,,,,,,,,,,,,,765.652161,710.312744,128.662933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,898.476013,702.954407,120.577759,835.698608,622.119141,110.705620,,,,,,,,,,,,,,,,,,,,,,1107.493042,833.032532,216.198807,,,,,,,,,,,,,766.501953,709.486877,127.307671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,898.177979,702.670349,119.948845,833.528564,622.993713,109.347527,,,,,,,,,,,,,,,,,,,,,,1106.944336,833.022888,215.935242,,,,,,,,,,,,,767.031677,708.921753,126.525215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,898.104614,702.361633,119.584297,831.024536,623.793884,108.123627,,,,,,,,,,,,,,,,,,,,,,1106.348633,833.044128,215.720184,,,,,,,,,,,,,766.252747,708.960754,126.420479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,897.742493,702.203308,119.306549,829.628601,624.134460,107.398972,,,,,,,,,,,,,,,,,,,,,,1105.732544,833.095459,215.555817,,,,,,,,,,,,,766.423767,708.453125,126.159874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,897.459351,702.136658,119.021385,828.814575,624.335388,107.112045,,,,,,,,,,,,,,,,,,,,,,1105.047119,833.092346,215.307785,,,,,,,,,,,,,767.240723,707.533447,125.585678,1166.416626,812.591309,380.453094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,897.302612,701.995239,118.715431,828.010071,624.632263,106.948082,,,,,,,,,,,,,,,,,,,,,,1104.604126,833.043884,215.068085,,,,,,,,,,,,,767.589600,706.821106,124.835464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,897.144226,701.942627,118.498276,827.147217,625.149292,106.663261,,,,,,,,,,,,,,,,,,,,,,1104.375732,833.037109,214.891327,,,,,,,,,,,,,767.753113,705.964111,123.789314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,896.930176,701.856567,118.321571,826.384827,625.521118,106.182663,,,,,,,,,,,,,,,,,,,,,,1104.301636,833.098572,214.821075,,,,,,,,,,,,,768.280518,704.864075,122.929070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,896.737854,701.768555,118.110085,825.730286,625.803223,105.511375,,,,,,,,,,,,,,,,,,,,,,1104.104370,833.192749,214.626480,,,,,,,,,,,,,768.603333,704.106262,122.565338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,896.628662,701.646606,117.994156,825.171570,626.124329,104.922768,,,,,,,,,,,,,,,,,,,,,,1103.942017,833.233704,214.411331,,,,,,,,,,,,,768.505371,703.995728,122.333923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,896.465637,701.453308,118.005783,824.861450,626.250854,104.704987,,,,,,,,,,,,,,,,,,,,,,1103.705811,833.205872,214.141327,,,,,,,,,,,,,768.595459,703.865784,122.315491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,896.417175,701.319031,117.945999,824.694153,626.430359,104.711563,,,,,,,,,,,,,,,,,,,,,,1103.546875,833.275452,213.811615,,,,,,,,,,,,,768.707642,703.600220,122.518265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,896.401611,701.292175,117.936218,824.484863,626.717651,104.681427,,,,,,,,,,,,,,,,,,,,,,1103.423218,833.424561,213.503540,,,,,,,,,,,,,768.906921,703.353638,122.731461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,896.344727,701.213379,117.996071,824.322693,626.951233,104.701126,,,,,,,,,,,,,,,,,,,,,,1103.305176,833.625610,213.144577,,,,,,,,,,,,,768.777771,703.064026,122.952538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,896.305603,701.112000,118.029144,824.214172,627.071106,104.517494,,,,,,,,,,,,,,,,,,,,,,1103.145386,833.806030,212.732376,,,,,,,,,,,,,768.753357,702.941345,123.046410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,896.259827,701.101257,118.042953,824.021606,627.206482,104.370888,,,,,,,,,,,,,,,,,,,,,,1103.071289,833.892151,212.501999,,,,,,,,,,,,,768.874756,702.833557,123.084457,,,,1161.665161,814.218384,378.521851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,896.203613,701.094299,118.000122,823.974304,627.371460,104.390678,,,,,,,,,,,,,,,,,,,,,,1102.965942,834.077515,212.243439,,,,,,,,,,,,,768.952271,702.724060,123.029266,,,,1161.231201,814.385681,378.413208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,896.191772,701.079956,117.989067,823.929749,627.504456,104.448601,,,,,,,,,,,,,,,,,,,,,,1102.833130,834.222412,212.101028,,,,,,,,,,,,,769.150879,702.549927,122.893555,,,,1160.526978,814.591553,378.325012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,896.309326,701.180603,118.133972,823.939087,627.680115,104.817421,,,,,,,,,,,,,,,,,,,,,,1102.811279,834.408447,211.975189,,,,,,,,,,,,,769.284912,702.521423,122.856079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,896.236206,701.221985,118.148766,823.851746,627.890442,105.182388,,,,,,,,,,,,,,,,,,,,,,1102.773804,834.545044,211.912613,,,,,,,,,,,,,769.306824,702.528442,122.826706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,896.298889,701.403320,118.192772,823.782959,628.049805,105.513390,,,,,,,,,,,,,,,,,,,,,,1102.764038,834.665588,211.780762,,,,,,,,,,,,,769.435547,702.613892,122.875832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,896.268066,701.534607,118.215393,823.710327,628.137634,105.860344,,,,,,,,,,,,,,,,,,,,,,1102.845703,834.787537,211.681244,,,,,,,,,,,,,769.476318,702.740112,122.903786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,896.307617,701.744568,118.232788,823.741333,628.333923,106.217903,,,,,,,,,,,,,,,,,,,,,,1102.807495,834.856079,211.620071,,,,,,,,,,,,,769.435791,702.856873,122.930130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,896.235474,702.072144,118.616905,823.785583,628.423706,106.543945,,,,,,,,,,,,,,,,,,,,,,1102.781982,834.919006,211.478180,,,,,,,,,,,,,769.430176,703.005493,123.177643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,896.226379,702.259033,118.939117,823.765259,628.500000,106.971359,,,,,,,,,,,,,,,,,,,,,,1102.860107,835.036926,211.375916,,,,,,,,,,,,,769.367554,703.204407,123.264816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,896.005310,702.379517,119.391815,823.598511,628.616638,107.696266,,,,,,,,,,,,,,,,,,,,,,1102.841309,835.229309,211.298935,,,,,,,,,,,,,769.367798,703.431030,123.267296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,895.894653,702.566711,119.885063,823.542969,628.795471,108.470100,,,,,,,,,,,,,,,,,,,,,,1102.905518,835.367249,211.219238,,,,,,,,,,,,,769.380676,703.641968,123.306267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,895.653076,702.831482,120.379875,823.551331,629.183777,109.284729,,,,,,,,,,,,,,,,,,,,,,1103.058960,835.505920,211.134048,,,,,,,,,,,,,769.490601,703.839966,123.502243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,895.639709,702.962158,120.762695,823.498413,629.480591,110.037300,,,,,,,,,,,,,,,,,,,,,,1103.134521,835.620483,211.044373,,,,,,,,,,,,,769.580933,704.094055,124.073067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,896.041016,702.863708,121.582733,823.492310,629.712219,110.678162,,,,,,,,,,,,,,,,,,,,,,1103.067383,835.935242,210.597641,,,,,,,,,,,,,769.593506,704.341003,124.627945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,896.232056,702.751343,122.127129,823.355103,629.783936,111.249283,,,,,,,,,,,,,,,,,,,,,,1103.315674,836.147827,210.453873,,,,,,,,,,,,,769.583740,704.543152,125.126709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,896.220520,702.803955,122.619293,823.258362,629.798035,112.090706,,,,,,,,,,,,,,,,,,,,,,1103.729248,836.479370,210.279266,,,,,,,,,,,,,769.698669,704.745178,125.689720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,896.193909,702.821899,123.028587,823.136475,629.965698,112.831604,,,,,,,,,,,,,,,,,,,,,,1103.969116,836.788757,210.032761,,,,,,,,,,,,,769.780273,704.975952,126.328018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,896.114014,702.933777,123.758598,822.964478,630.344849,113.711128,,,,,,,,,,,,,,,,,,,,,,1104.485229,836.903870,210.102982,,,,,,,,,,,,,769.801880,705.098572,127.243622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,895.803589,702.854919,124.855873,822.786377,630.560486,114.658699,,,,,,,,,,,,,,,,,,,,,,1104.946777,837.060059,209.938721,,,,,,,,,,,,,769.620178,705.177124,128.396118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,895.181885,703.083740,126.050018,822.481262,630.745117,115.665688,,,,,,,,,,,,,,,,,,,,,,1105.206909,837.267334,209.687881,,,,,,,,,,,,,769.305969,705.499023,129.800568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,895.227478,703.115967,127.405708,822.015381,630.962769,116.751244,,,,,,,,,,,,,,,,,,,,,,1105.480347,837.449707,209.515213,,,,,,,,,,,,,768.973694,705.778992,130.860367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,895.310791,702.979919,128.121246,821.652466,631.251038,117.836441,,,,,,,,,,,,,,,,,,,,,,1105.688354,837.714172,209.425720,,,,,,,,,,,,,768.963501,705.995605,131.667618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,895.190674,702.834229,128.806747,821.279663,631.528259,119.178047,,,,,,,,,,,,,,,,,,,,,,1105.847290,837.841919,209.440643,,,,,,,,,,,,,769.001709,706.242554,132.918503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,894.601990,703.146240,129.772430,820.464661,631.649658,120.614311,,,,,,,,,,,,,,,,,,,,,,1105.891235,838.013611,209.455032,,,,,,,,,,,,,768.871399,706.466797,134.666092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,893.887451,703.900391,131.358688,820.188049,631.884033,122.297699,,,,,,,,,,,,,,,,,,,,,,1105.914063,838.102234,209.451797,,,,,,,,,,,,,768.414246,706.718750,135.972092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,893.399353,704.146912,132.882538,819.930176,632.232910,123.835266,,,,,,,,,,,,,,,,,,,,,,1105.990479,838.256653,209.526749,,,,,,,,,,,,,767.792542,707.215149,137.218704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,893.541870,704.278076,133.653091,819.554810,632.461487,125.007988,,,,,,,,,,,,,,,,,,,,,,1106.003784,838.378235,209.559357,,,,,,,,,,,,,767.377625,707.766907,138.748688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,893.339539,704.129700,134.496460,818.659058,632.788208,126.802246,,,,,,,,,,,,,,,,,,,,,,1106.012817,838.587646,209.579681,,,,,,,,,,,,,766.718689,707.984253,140.456390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,892.673096,704.365784,135.544403,817.774414,633.444153,128.777573,,,,,,,,,,,,,,,,,,,,,,1105.762695,838.818542,209.526459,,,,,,,,,,,,,766.142090,708.555664,142.013306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,892.269409,704.656677,137.425278,816.343872,633.355530,130.657135,,,,,,,,,,,,,,,,,,,,,,1105.606445,838.943054,209.580154,,,,,,,,,,,,,765.407593,708.996948,143.400085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,891.474854,705.043823,138.932693,815.975281,633.836731,132.028412,,,,,,,,,,,,,,,,,,,,,,1105.531250,839.035706,209.823837,,,,,,,,,,,,,764.778564,709.560425,144.932877,,,,,,,1149.417603,818.527527,375.986481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,889.760803,705.423645,140.567596,814.860962,634.468750,133.862900,,,,,,,,,,,,,,,,,,,,,,1105.125854,839.392151,210.125549,,,,,,,,,,,,,764.103394,710.100525,146.234528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,888.131653,705.870422,141.739319,813.964844,634.868103,135.912567,,,,,,,,,,,,,,,,,,,,,,1104.618164,839.639282,210.268433,,,,,,,,,,,,,763.332336,710.514648,148.073120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,887.568420,706.253662,142.821228,812.978455,635.288452,137.077591,,,,,,,,,,,,,,,,,,,,,,1103.945190,839.861816,210.508011,,,,,,,,,,,,,762.065247,711.025452,149.926407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,887.376892,706.228699,144.341705,811.724792,635.750488,138.838440,,,,,,,,,,,,,,,,,,,,,,1103.318115,840.088257,210.767517,,,,,,,,,,,,,760.787415,711.557007,151.450302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,885.954102,706.435181,145.461685,810.127258,636.164429,140.917007,,,,,,,,,,,,,,,,,,,,,,1102.875854,840.210205,210.858459,,,,,,,,,,,,,759.580139,712.208679,153.016846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,883.656250,706.813110,146.684082,808.540344,636.483521,142.120956,,,,,,,,,,,,,,,,,,,,,,1102.329712,840.348755,210.625778,,,,,,,,,,,,,758.253967,712.660706,154.150909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,882.085083,707.343750,148.570724,806.997864,636.731934,143.317520,,,,,,,,,,,,,,,,,,,,,,1101.327026,840.524963,210.756927,,,,,,,,,,,,,757.107483,713.174133,156.052887,,,,,,,,,,1144.073486,819.209473,375.041595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,881.229126,707.262329,149.901978,805.201294,637.294922,145.384125,,,,,,,,,,,,,,,,,,,,,,1099.705444,840.913147,210.895432,,,,,,,,,,,,,755.229980,713.514099,157.724548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,878.985901,707.669434,150.753113,803.133179,637.580933,146.580261,,,,,,,,,,,,,,,,,,,,,,1098.450439,840.985229,211.107346,,,,,,,,,,,,,753.753235,713.787781,159.064651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,876.859192,708.187744,151.834137,801.155151,638.038696,147.740723,,,,,,,,,,,,,,,,,,,,,,1097.713379,841.194336,211.109924,,,,,,,,,,,,,751.953674,714.659607,160.578369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,875.298279,708.267212,153.180817,799.124146,638.636108,148.954025,,,,,,,,,,,,,,,,,,,,,,1096.604004,841.461731,211.196838,,,,,,,,,,,,,749.871338,715.244934,162.044662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
