Grasp67
Date:,2025/04/22
Time:,16:06:48
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,804.373047,504.470154,31.581421,987.952698,687.930664,302.770294,1023.865295,799.403381,504.301392,898.468201,487.431671,34.419914,920.840393,579.286560,59.241661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,804.392456,504.464600,31.510515,987.972046,687.966370,302.744202,1023.984314,799.527466,504.186249,898.486328,487.470245,34.392967,920.832336,579.254456,59.244511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,804.386108,504.464783,31.558615,987.972473,688.065063,302.703644,1024.246704,799.688660,504.056458,898.460632,487.480133,34.351910,920.837708,579.222351,59.119553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,804.383057,504.474854,31.565210,988.004700,688.073425,302.691315,1024.288208,799.841675,504.009491,898.449951,487.477448,34.303215,920.890747,579.230652,59.067036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,804.406738,504.469818,31.521534,988.076965,688.158203,302.679199,1024.358521,800.000610,503.921509,898.451294,487.489410,34.343075,920.937805,579.227905,59.070427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,804.386597,504.464874,31.563120,988.079224,688.284851,302.622192,1024.515015,800.059509,503.796326,898.484253,487.458221,34.354519,920.863892,579.248962,59.203190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,804.353638,504.468384,31.564339,988.126343,688.269592,302.745789,1024.648804,800.278381,503.614563,898.494385,487.446167,34.352364,920.861694,579.243286,59.115795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,804.382568,504.451202,31.544567,988.096558,688.346741,302.640442,1024.780151,800.413635,503.532959,898.471802,487.467590,34.321739,920.923645,579.199097,59.123108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,804.376709,504.466766,31.562254,988.138672,688.480103,302.604919,1024.941040,800.513550,503.434692,898.524170,487.484039,34.319477,920.864258,579.218872,59.095875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,804.388977,504.471375,31.570553,988.232117,688.762634,302.317749,1025.037109,800.694946,503.423126,898.505798,487.461853,34.337498,920.836182,579.253540,59.222164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,804.404724,504.457642,31.534422,988.229126,688.659973,302.505981,1025.148315,800.930237,503.408081,898.481140,487.375946,34.373268,920.761841,579.246338,59.288467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,804.419006,504.452393,31.598467,988.253601,688.828308,302.277771,1025.214233,801.180054,503.363312,898.467957,487.428741,34.407803,920.757996,579.265259,59.321594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,804.371216,504.453430,31.534933,988.348633,688.768494,302.524506,1025.251953,801.339355,503.658569,898.467285,487.461121,34.404728,920.808960,579.232605,59.171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,804.384521,504.448456,31.531590,988.243042,688.844666,302.554749,1025.295166,801.601440,503.445679,898.453369,487.475525,34.360706,920.856018,579.229065,59.147461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,804.406372,504.465637,31.572876,988.298218,688.946045,302.511292,1025.522827,801.813843,503.330475,898.484863,487.459320,34.343502,920.800781,579.222168,59.168987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,804.440247,504.451355,31.572533,988.369751,688.967102,302.453918,1025.616821,802.066101,503.245026,898.495972,487.450928,34.344376,920.847168,579.247009,59.131004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,804.399902,504.458221,31.584833,988.428040,689.024414,302.480042,1025.744019,802.347107,503.148773,898.493774,487.449860,34.348244,920.880371,579.222839,59.171692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,804.373108,504.463074,31.583059,988.456421,689.127747,302.538086,1025.723267,802.539673,503.094177,898.502380,487.452545,34.359367,920.824036,579.237305,59.182007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,804.354065,504.471741,31.562672,988.527100,689.196350,302.494965,1025.829468,802.772705,503.054291,898.460999,487.461578,34.322380,920.819702,579.203674,59.233768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,804.420288,504.473511,31.554581,988.547485,689.282959,302.515442,1025.867310,802.931213,502.980438,898.470581,487.508026,34.319626,920.820740,579.189758,59.249416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,804.412842,504.460358,31.591984,988.588074,689.494690,302.237946,1025.960205,803.131714,502.916077,898.491394,487.470978,34.338768,920.846863,579.220215,59.272839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,804.436096,504.449524,31.553066,988.642151,689.612732,302.125488,1026.054932,803.261169,502.867523,898.412415,487.485504,34.320168,920.825928,579.208313,59.276398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,804.456116,504.422516,31.549425,988.774414,689.713196,302.135132,1026.193604,803.464539,502.806671,898.420227,487.488434,34.343678,920.819824,579.193420,59.248093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,804.448303,504.415833,31.611265,988.816895,689.620789,302.408295,1026.257324,803.583984,502.767700,898.481079,487.457092,34.353127,920.825989,579.206116,59.282890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,804.426147,504.435974,31.589985,988.873901,689.725281,302.477692,1026.276489,803.801331,502.787933,898.462769,487.475037,34.361843,920.805054,579.208496,59.314465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,804.439697,504.450684,31.566322,988.919678,689.810547,302.544189,1026.350220,803.925232,502.683411,898.429382,487.497986,34.326759,920.770752,579.196228,59.304119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,804.443787,504.440704,31.517782,988.978577,689.937561,302.482208,1026.372559,804.048462,502.618103,898.412781,487.503174,34.302773,920.739258,579.114319,59.354023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,804.481750,504.431396,31.539766,989.064941,690.078857,302.441772,1026.589478,804.230103,502.600983,898.442871,487.502258,34.336823,920.728149,579.089539,59.378780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,804.473938,504.423431,31.556963,989.146851,690.256409,302.461182,1026.525391,804.443970,502.575378,898.433594,487.473083,34.256985,920.700134,579.077698,59.393635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,804.419495,504.438110,31.562237,989.266479,690.376343,302.502441,1026.522095,804.652710,502.560913,898.421204,487.486298,34.251785,920.693665,579.077209,59.396656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,804.435730,504.464294,31.532753,989.268494,690.473328,302.528809,1026.655518,804.862366,502.569244,898.433167,487.469086,34.208164,920.720337,579.110413,59.426853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,804.451538,504.421997,31.566462,989.417114,690.680664,302.608795,1026.873047,805.064087,502.517212,898.457275,487.477783,34.277893,920.675598,579.102173,59.467613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,804.489502,504.428589,31.551937,989.646362,690.786499,302.737518,1027.017578,805.368958,502.491699,898.423340,487.494781,34.311176,920.667603,579.057922,59.547771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,804.475769,504.443085,31.579247,989.686768,690.933716,302.718964,1027.166748,805.637451,502.491394,898.387390,487.457184,34.261009,920.700745,579.065063,59.565052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,804.477600,504.432220,31.557207,989.730530,691.070801,302.716217,1027.404785,805.868774,502.379272,898.420959,487.465607,34.235996,920.643311,579.062927,59.613209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,804.462097,504.434387,31.527039,989.783936,691.188904,302.797424,1028.025269,806.043884,502.295105,898.447571,487.397827,34.274548,920.590576,579.035889,59.638355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,804.470886,504.410034,31.651861,989.901855,691.290283,302.799438,1028.255249,806.293335,502.030304,898.473083,487.361053,34.271301,920.541931,578.955994,59.732864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,804.459961,504.416046,31.588737,989.964417,691.480286,302.712341,1028.427734,806.530823,501.945801,898.441284,487.351379,34.191635,920.579590,578.905151,59.779736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,804.445618,504.427246,31.534323,990.111328,691.640381,302.795990,1028.756714,806.696167,501.829193,898.441345,487.379822,34.190643,920.383667,578.899719,59.911644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,804.506409,504.407440,31.577236,990.274109,691.856934,302.825439,1028.882080,806.937378,501.846191,898.364075,487.293610,34.148815,920.344482,578.874329,60.028774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,804.501709,504.371704,31.601171,990.407104,692.148621,302.854034,1029.176147,807.081421,501.912445,898.296265,487.322784,34.081448,920.312439,578.775635,60.113621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,804.453918,504.374420,31.575315,990.579102,692.699646,302.827148,1029.398071,807.267212,501.951385,898.376648,487.314728,33.897633,920.255371,578.802063,60.433712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,804.458252,504.301300,31.588045,990.726257,693.417664,302.757202,1029.666992,807.533691,501.982025,898.374451,487.265442,33.763683,920.207764,578.780151,60.631897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,804.402161,504.285370,31.512142,990.808777,693.976624,302.870667,1029.877686,807.798584,502.011444,898.348816,487.237213,33.722546,920.092407,578.680542,60.783184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,804.370117,504.267792,31.555254,991.170410,694.525879,302.714600,1030.153076,808.241699,502.011627,898.313171,487.103912,33.666870,920.052429,578.555481,60.956825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,804.363647,504.251526,31.519056,991.681030,695.017761,302.482178,1030.394531,808.514954,501.971741,898.153748,487.051361,33.413956,919.917664,578.427917,61.137920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,804.313354,504.250153,31.504807,992.100952,695.573425,302.353027,1030.682617,809.002258,501.919800,898.112610,486.999359,33.316017,919.777039,578.194092,61.378403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,804.260498,504.125641,31.393871,992.308594,696.462708,302.350739,1031.066650,809.501465,501.683502,898.056458,486.972961,33.215099,919.532410,577.679199,62.151314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,804.160339,504.086060,31.438042,992.573364,697.576660,302.605804,1031.672852,809.989929,501.873932,898.055054,486.888062,33.176662,919.085815,577.249939,62.852856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,804.021973,504.116882,31.383200,993.219910,698.595398,302.579315,1032.107544,810.411560,501.872467,897.921143,486.765533,33.107948,918.867554,577.353943,62.999268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,803.787842,504.047760,31.383245,993.998779,699.464355,302.242584,1032.642456,810.804077,501.868439,897.775330,486.599670,33.134045,918.713257,577.062195,63.301125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,803.610229,503.933807,31.359493,994.578552,700.581299,302.089600,1032.934082,811.217712,501.611176,897.636353,486.454437,33.131870,918.587463,576.667786,63.727890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,803.392334,503.833801,31.345783,994.922729,701.859375,302.193756,1033.417480,811.697449,501.441986,896.979065,486.223022,33.022881,918.337097,576.193970,64.189438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,803.181580,503.801147,31.495747,995.477539,702.819275,302.179626,1033.614014,812.448120,501.316315,897.178528,485.987793,32.847107,918.161255,575.632019,64.769402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,802.980286,503.729614,31.541433,996.205933,704.217651,302.049683,1033.952515,813.333130,501.305908,896.955750,485.733490,32.899853,917.962646,575.294861,65.596199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,802.326416,503.698639,31.697632,996.908875,705.718628,302.532135,1034.468628,813.942749,501.188110,896.798218,485.460022,32.666801,917.843262,574.999512,66.432343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,802.025146,503.604614,31.711014,997.300293,706.947937,302.884857,1035.155640,814.458801,501.058167,896.727539,485.275024,32.319965,917.497925,574.497803,67.387436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,802.002258,503.431213,31.606558,997.921692,708.623413,302.831390,1035.787842,814.910217,500.970215,896.603760,485.068298,32.201530,917.089600,573.770691,68.095184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,801.787292,503.242676,31.586237,998.831238,709.868958,302.182800,1036.126465,815.654175,500.947571,896.482544,484.915985,32.140968,916.754639,573.149902,69.193344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,801.544678,503.077240,31.489071,999.698303,711.240417,301.809143,1036.812988,816.765259,500.848633,896.470398,484.763550,32.161694,916.390198,572.469238,70.239975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,801.768860,502.605316,31.186018,999.992310,712.647583,302.051361,1037.886108,817.585327,500.559448,896.423706,484.498993,32.222984,916.170593,571.855225,71.324005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,801.298157,502.483704,31.134243,1000.352539,713.730957,302.296814,1039.039551,818.153503,500.104950,896.464050,484.322021,32.320435,916.110779,571.478394,72.756248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,801.079651,502.344879,31.283169,1001.249146,715.386230,302.661713,1039.636963,818.842590,500.111908,896.578857,484.107880,32.422665,916.069885,571.125916,74.343895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,801.462830,501.935791,31.118017,1002.114197,716.833435,302.919128,1040.012085,819.544678,500.365234,896.799927,483.855194,32.500492,915.771729,570.771606,75.686523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,801.446411,501.720123,30.822235,1002.734314,717.807251,303.184052,1040.964355,820.401550,500.660553,897.260315,483.637634,32.794777,915.439819,570.177307,76.862801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,801.330872,501.624390,30.780983,1002.988342,719.250610,303.853424,1042.101074,821.291382,500.770630,897.879089,483.258484,32.982262,915.023132,569.659973,78.618736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,801.306335,501.412567,30.932610,1003.542419,720.411072,304.080536,1042.776489,821.786865,500.776398,898.597046,482.759613,32.942261,914.535217,569.035767,80.986511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,801.202942,501.175018,31.012182,1004.506592,721.661377,303.910339,1043.087891,822.501099,500.892883,899.375916,482.598358,33.143894,913.925171,568.343811,82.712883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,801.107544,500.970337,31.159784,1005.263611,723.054321,304.417603,1043.473633,823.292908,501.045959,900.089600,482.313019,33.695641,913.548828,567.746521,83.906883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,801.030396,500.717957,31.256947,1005.537109,724.003296,305.378387,1044.213013,824.126953,501.079926,900.432007,482.517761,34.249722,913.008545,567.588562,86.128357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,800.929993,500.548065,31.370914,1005.826233,725.146667,305.997406,1045.059692,824.773621,501.220245,901.420105,482.069885,34.458103,912.903809,567.179749,88.305977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,800.812683,500.391327,31.213049,1006.549377,726.649841,306.345184,1045.188721,825.581299,501.667084,902.186646,481.667633,34.928730,912.024048,566.660461,90.064026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,800.837952,500.172180,31.241461,1007.097961,727.656433,306.851501,1044.988037,826.449829,501.969910,902.407043,481.487335,35.613449,910.959167,566.154358,92.507545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
