Grasp12
Date:,2025/04/15
Time:,13:40:44
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,932.236267,815.816101,81.404343,1035.562622,933.909363,467.122559,794.038879,782.787659,62.909954,883.719482,727.976563,48.752472,1054.877808,978.027832,292.688843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,931.905823,815.647339,82.273193,1035.590820,933.881409,467.132599,793.766602,782.875732,64.258705,883.638672,727.405762,49.671860,1054.259521,978.342957,293.048218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,931.389709,815.463440,82.986610,1035.647705,934.002686,467.063141,792.840332,782.535950,65.682976,883.468079,726.760620,50.530342,1054.574707,978.225342,292.955444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,930.874573,815.238037,83.592422,1035.688232,934.040222,466.937164,792.177307,782.240234,66.603172,883.221558,726.265747,51.431435,1054.952637,978.202881,292.734802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,930.472412,814.978638,84.047119,1035.725830,934.058472,466.775757,791.445374,781.874878,67.687820,883.109985,725.911682,52.199173,1055.086548,978.205078,292.623169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,930.064941,814.688293,84.390739,1035.700195,934.038879,466.641235,790.941956,781.827026,69.237122,883.016418,725.260620,52.823334,1055.023315,978.222717,292.536041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,929.489441,814.348328,84.938858,1035.619751,934.068542,466.446533,790.843506,781.403503,70.447456,882.824219,724.580017,53.473961,1054.898071,978.220581,292.584503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,928.786682,813.926147,85.501045,1035.698608,934.019104,466.400269,790.448669,780.908264,71.426575,882.565796,723.994446,54.052296,1054.678589,978.250488,292.593353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,928.083008,813.802734,86.035233,1035.957642,933.951599,466.122375,790.006104,780.338501,72.262932,882.317383,723.372498,54.634331,1054.640991,978.140930,292.506348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,927.531433,813.683716,86.401802,1036.027222,933.902405,465.918213,789.234863,779.587280,74.126266,882.074219,722.724731,55.376694,1054.496582,978.092346,292.350433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,927.137207,813.384705,86.653938,1035.917969,933.803467,465.750275,788.273987,778.990601,75.066711,881.790588,721.970764,56.433441,1054.391113,978.070923,291.872894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
