Grasp10
Date:,2025/04/08
Time:,12:53:06
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
81,,,,131.155746,888.035767,304.034241,289.653656,579.760864,69.180870,,,,143.421432,876.993103,163.445999,,,,,,,,,,261.934052,712.284729,77.533356,,,,350.169678,655.216309,62.207417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,131.471771,887.722168,303.525574,290.780853,579.896851,68.642128,,,,144.042343,876.641357,162.613907,,,,,,,,,,262.718170,711.745300,76.491318,,,,349.598541,654.218079,60.049187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,131.734283,887.214722,302.920013,291.799530,580.167053,68.182693,,,,144.464722,876.337280,161.418915,,,,,,,,,,263.381256,711.193909,75.795914,,,,349.017151,653.804749,58.004402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,131.960480,886.750977,302.278229,292.526764,580.247253,67.413109,,,,145.030243,875.762451,161.245026,,,,,,,,,,263.769073,710.605530,75.369339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,132.268646,886.169373,301.818573,292.833466,580.215820,66.655525,,,,145.307800,875.138184,161.230331,,,,,,,,,,263.976471,710.100281,74.982315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,132.562637,885.705872,301.496307,293.116486,579.960693,65.884911,,,,145.735977,874.427917,161.093918,,,,,,,,,,263.941742,709.690918,74.590469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,132.704498,885.263306,301.183594,293.388367,579.694519,65.265617,,,,146.082870,873.934143,160.986557,,,,,,,,,,263.873260,709.251831,74.352051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,132.893860,884.850708,300.976898,293.485260,579.453613,64.924721,,,,146.425385,873.733398,160.963776,,,,,,,,,,263.835022,708.571045,74.332230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,133.121857,884.433777,300.751587,293.459503,579.257324,64.747581,,,,146.652298,873.560120,160.924393,,,,,,,,,,263.968170,707.842468,74.243820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,133.293961,883.944214,300.442047,293.621521,578.994629,64.614616,,,,147.151596,873.485535,160.322662,,,,,,,,,,263.670197,707.273743,74.607658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,133.406677,883.432739,300.195648,293.464203,578.673218,64.352280,,,,147.788208,873.379456,159.590210,,,,,,,,,,263.304474,706.711853,74.991295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,133.605026,883.048340,299.894714,293.394409,578.278320,64.262650,,,,148.251663,873.329224,159.217865,,,,,,,,,,263.146271,706.312805,75.276237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,133.745132,882.567627,299.513763,293.320313,577.758301,64.136818,,,,148.434204,873.048706,159.228958,,,,,,,,,,263.137238,705.643494,75.618851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,133.849503,882.189087,299.156311,293.345123,577.299316,64.232559,,,,148.570343,872.804321,159.551575,,,,,,,,,,263.151306,705.038208,75.977913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,133.949432,881.767639,298.845612,293.335724,576.865662,64.363396,,,,148.669952,872.499756,159.379684,,,,,,,,,,263.175354,704.547913,76.263451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,133.933884,881.272522,298.524323,293.358826,576.693604,64.576347,,,,148.713882,872.136414,159.204651,,,,,,,,,,263.260956,704.133118,76.502121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,133.932907,880.773560,298.328217,293.050110,576.384705,65.057701,,,,148.672379,871.764099,159.115952,,,,,,,,,,263.352448,703.866455,76.786377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,133.925873,880.308289,298.268341,292.905365,576.005554,65.270363,,,,148.430893,871.288391,159.006256,,,,,,,,,,263.410522,703.601990,77.006477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,133.919159,879.857849,298.255096,292.927185,575.815796,65.378922,,,,148.232162,870.986084,158.903366,,,,,,,,,,263.410400,703.288086,77.326912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,133.909363,879.445618,298.169403,292.703705,575.702087,65.546875,,,,147.960739,870.722534,158.744812,,,,,,,,,,263.410797,702.999512,77.648224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,133.876251,878.983643,298.146057,292.325165,575.505920,65.900024,,,,147.760422,870.356506,158.575058,,,,,,,,,,263.360107,702.719788,78.073524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,133.865906,878.450623,298.103577,291.820618,575.481750,66.117912,,,,147.586029,869.990784,157.830811,,,,,,,,,,263.141785,702.324951,78.603554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,133.830124,877.806641,298.058380,291.421265,575.376160,66.516052,,,,147.468750,869.441345,157.369522,,,,,,,,,,263.008667,701.984375,79.008957,,,,,,,348.469147,647.625854,62.764587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,133.789413,877.230591,298.069031,290.812012,575.187012,67.250702,,,,147.222641,868.978882,157.458832,,,,,,,,,,262.862854,701.610596,79.601746,,,,,,,348.142029,646.911133,64.252808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,133.757751,876.590515,297.935028,290.166534,574.759888,68.013863,,,,146.838348,868.542969,157.877945,,,,,,,,,,262.703888,701.162292,80.343567,,,,,,,347.503815,646.236633,66.059593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,133.734177,875.933289,297.831573,289.680267,574.184631,68.725372,,,,146.417526,868.127197,158.228210,,,,,,,,,,262.314178,700.760742,81.138756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,133.639084,875.177795,297.714508,289.017181,573.830688,69.886635,,,,146.092850,867.791016,158.472183,,,,,,,,,,261.906738,700.378174,82.006233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,133.650070,874.365479,297.600616,288.388519,573.146240,71.206696,,,,145.900833,867.579590,158.654083,,,,,,,,,,261.494598,699.807251,83.107353,,,,,,,,,,346.753387,644.030701,71.451431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,133.510696,873.664612,297.606018,287.848450,572.521301,72.659332,,,,145.727249,867.155029,158.836761,,,,,,,,,,261.125885,699.350342,83.926796,,,,,,,,,,346.330872,643.151306,74.062172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,133.531693,872.888306,297.204865,287.314301,571.636108,74.178726,,,,145.566177,866.630005,159.026474,,,,,,,,,,260.862518,698.455261,85.173584,,,,,,,,,,345.660431,642.056213,76.789131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,133.509842,871.828064,297.071228,286.948303,570.552673,75.813049,,,,145.498840,866.015503,159.314590,,,,,,,,,,260.515503,697.344238,86.594032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,133.377762,870.944458,297.298737,286.447632,569.946228,77.361130,,,,145.456604,865.293091,159.627518,,,,,,,,,,260.322784,696.301331,88.152832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,133.533951,870.007751,297.230438,285.874451,568.842102,79.393799,,,,145.451920,864.567383,159.898712,,,,,,,,,,259.964722,695.401611,89.670959,,,,,,,,,,,,,344.766388,638.672058,83.563019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,133.650696,868.952942,297.123840,285.540222,567.106750,81.494202,,,,145.369278,864.125244,160.108261,,,,,,,,,,259.539185,694.080994,91.345222,,,,,,,,,,,,,344.396362,637.467224,86.108604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,133.764023,867.999146,297.218597,285.459320,565.904053,83.510529,,,,145.272766,863.398743,160.289642,,,,,,,,,,258.711639,692.454712,93.111160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,133.694031,867.127441,297.358124,285.195282,564.339172,85.629486,,,,145.266205,862.263916,160.619263,,,,,,,,,,258.398376,690.852844,94.588509,,,,,,,,,,,,,,,,343.865204,634.683167,91.045258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,133.689163,866.117126,297.464966,285.134705,562.539795,87.679893,,,,145.258240,861.287231,161.173874,,,,,,,,,,258.372284,689.269592,96.049492,,,,,,,,,,,,,,,,343.925720,632.676208,93.098404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,133.770294,865.166443,297.438019,285.261017,560.628601,89.490204,,,,145.052261,860.264771,161.734055,,,,,,,,,,257.994171,686.980042,97.871361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,133.936676,864.424194,297.101685,285.041748,558.467468,91.979332,,,,144.862717,858.524719,162.490936,,,,,,,,,,257.852264,685.179443,99.243584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,134.237717,863.460938,296.765747,284.971283,556.631226,94.635513,,,,144.780197,857.380310,163.060562,,,,,,,,,,257.404419,683.039490,100.780052,,,,,,,,,,,,,,,,,,,343.196930,627.006409,99.706154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,134.383377,862.497009,297.135040,284.548157,554.104309,97.148842,,,,144.810547,855.411133,163.429047,,,,,,,,,,256.860260,680.552612,102.718422,,,,,,,,,,,,,,,,,,,342.792938,624.630432,101.591431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,134.409882,861.611694,297.288300,284.354340,551.437683,99.123955,,,,144.983261,853.856812,163.731140,,,,,,,,,,256.964569,678.163513,104.523880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,134.475922,860.567505,297.503540,284.259247,548.797058,101.346413,,,,144.906845,851.807678,164.164612,,,,,,,,,,256.794952,675.799194,106.245285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,134.566864,859.535278,297.728912,284.151581,546.411987,103.925797,,,,144.565628,849.668274,164.110641,,,,,,,,,,256.604919,673.095520,108.013687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,134.642380,858.403870,297.742371,283.728058,543.494141,106.328110,,,,,,,,,,,,,,,,256.568726,670.147156,109.949654,,,,,,,,,,,,,,,,,,,,,,342.272064,613.802124,109.935661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,134.643234,857.161926,298.061401,283.374725,540.465454,108.933022,,,,,,,,,,,,,,,,256.776215,667.220398,111.441910,,,,,,,,,,,,,,,,,,,,,,342.278412,610.689758,111.164047,145.098557,845.293396,163.777313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,134.650360,855.900879,298.226929,282.912140,537.389343,111.473351,,,,,,,,,,,,,,,,256.529724,664.204834,112.788612,,,,,,,,,,,,,,,,,,,,,,,,,145.367096,842.738098,164.038086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,134.810730,854.703003,298.180023,282.649994,533.954651,114.078018,,,,,,,,,,,,,,,,256.540436,661.151062,114.480949,,,,,,,,,,,,,,,,,,,,,,,,,145.568329,840.324768,164.554916,341.762268,604.261047,115.067825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,135.397095,853.142029,297.964935,282.098846,530.596497,116.341278,,,,,,,,,,,,,,,,256.552277,657.673096,116.201210,,,,,,,,,,,,,,,,,,,,,,,,,145.603638,837.666626,165.097961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,135.802856,851.742065,297.646851,281.766541,527.331177,118.716805,,,,,,,,,,,,,,,,256.548584,654.177673,117.234154,,,,,,,,,,,,,,,,,,,,,,,,,145.842468,834.898621,164.957520,,,,341.199890,597.332153,118.319687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,136.088150,850.186279,297.778168,281.670898,523.695801,120.823067,,,,,,,,,,,,,,,,256.636078,650.840149,118.549187,,,,,,,,,,,,,,,,,,,,,,,,,146.197601,832.102234,164.859314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,136.100571,848.443542,298.036011,281.489960,519.796936,122.738899,,,,,,,,,,,,,,,,256.784790,647.190491,119.413094,,,,,,,,,,,,,,,,,,,,,,,,,146.523666,829.229187,164.784637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,136.242172,846.628479,297.882996,280.792938,515.474121,125.302765,,,,,,,,,,,,,,,,256.456085,643.157654,121.192429,,,,,,,,,,,,,,,,,,,,,,,,,146.902420,826.079956,164.825439,,,,,,,340.441895,585.848389,123.310394,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,136.571686,844.926575,297.791412,280.423553,511.480011,127.656052,,,,,,,,,,,,,,,,256.400513,639.275452,122.422852,,,,,,,,,,,,,,,,,,,,,,,,,147.580078,823.343018,164.864639,,,,,,,340.258911,582.036499,125.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,136.961426,843.110413,297.803009,280.170105,507.721130,129.601318,,,,,,,,,,,,,,,,256.578247,635.176697,123.456963,,,,,,,,,,,,,,,,,,,,,,,,,147.981827,820.076050,165.233505,,,,,,,339.429016,578.075989,126.664650,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,137.471924,841.077087,297.828949,279.996643,503.452179,131.180756,,,,,,,,,,,,,,,,256.488007,631.058533,124.623276,,,,,,,,,,,,,,,,,,,,,,,,,148.375763,816.561218,164.988678,,,,,,,339.532074,573.748352,127.849419,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,137.970993,839.051575,297.895386,279.817505,498.905701,132.907700,,,,,,,,,,,,,,,,256.496979,626.821899,125.571663,,,,,,,,,,,,,,,,,,,,,,,,,148.825073,812.932007,165.008804,,,,,,,339.565430,569.203369,129.320587,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,138.351395,837.082458,297.788269,279.176300,494.949371,134.703873,,,,,,,,,,,,,,,,256.634460,622.419983,126.396042,,,,,,,,,,,,,,,,,,,,,,,,,149.528900,808.928162,165.448151,,,,,,,339.243500,564.729309,130.476776,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,138.870636,834.908630,297.321350,278.873291,490.320038,135.832260,,,,,,,,,,,,,,,,256.731354,617.806519,127.549057,,,,,,,,,,,,,,,,,,,,,,,,,150.090179,805.171570,165.797974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,139.421051,832.775269,297.365082,278.801147,485.641571,137.064011,,,,,,,,,,,,,,,,256.590790,613.342224,128.509109,,,,,,,,,,,,,,,,,,,,,,,,,150.699982,801.646362,165.569534,,,,,,,,,,339.194946,555.277405,132.676636,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,139.846420,830.549438,297.569824,278.629791,480.981812,138.143845,,,,,,,,,,,,,,,,256.506561,608.802368,129.285004,,,,,,,,,,,,,,,,,,,,,,,,,151.414322,797.621277,165.593460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,140.069519,828.238281,297.866638,277.880127,476.309662,139.470551,,,,,,,,,,,,,,,,257.140594,604.136780,129.903320,,,,,,,,,,,,,,,,,,,,,,,,,152.018906,793.308472,165.990952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,140.889099,825.944458,297.820892,277.356415,471.828705,140.699997,,,,,,,,,,,,,,,,257.457275,599.537781,130.331421,,,,,,,,,,,,,,,,,,,,,,,,,152.329636,789.158203,166.553558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,141.486679,823.756775,297.908356,277.263153,466.626373,141.354523,,,,,,,,,,,,,,,,257.679291,594.752869,130.654709,,,,,,,,,,,,,,,,,,,,,,,,,152.828018,785.216431,166.455780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,141.858200,821.341370,297.928223,277.178528,461.867950,141.894958,,,,,,,,,,,,,,,,258.156006,590.079224,131.197113,,,,,,,,,,,,,,,,,,,,,,,,,153.880127,781.028687,166.736404,,,,,,,,,,,,,339.070557,529.559998,138.245773,,,,,,,,,,,,,,,,,,,,,
146,,,,142.364929,818.956604,298.022034,276.866852,456.874908,142.808777,,,,,,,,,,,,,,,,258.385925,585.177124,131.980225,,,,,,,,,,,,,,,,,,,,,,,,,154.303146,776.795105,167.186768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,143.074692,816.629639,297.940002,276.557465,452.002899,143.514038,,,,,,,,,,,,,,,,258.452240,580.341675,132.103897,,,,,,,,,,,,,,,,,,,,,,,,,155.024323,772.914734,167.763168,,,,,,,,,,,,,,,,338.732422,519.179932,138.866135,,,,,,,,,,,,,,,,,,
148,,,,143.602768,814.072144,298.061432,276.258636,446.802399,143.949265,,,,,,,,,,,,,,,,258.610046,575.273499,132.815826,,,,,,,,,,,,,,,,,,,,,,,,,155.926407,768.596191,168.083588,,,,,,,,,,,,,,,,338.973633,514.251709,139.784561,,,,,,,,,,,,,,,,,,
149,,,,143.855698,811.781860,298.443848,276.252960,441.905334,144.209442,,,,,,,,,,,,,,,,259.105713,570.348755,133.485687,,,,,,,,,,,,,,,,,,,,,,,,,156.297836,764.171997,168.409378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,144.487427,809.375793,298.566803,276.590515,436.994781,144.333206,,,,,,,,,,,,,,,,259.343323,565.182861,133.804260,,,,,,,,,,,,,,,,,,,,,,,,,157.241760,760.118835,169.174545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,145.150635,806.918945,298.954285,276.718109,431.589294,144.415009,,,,,,,,,,,,,,,,259.536499,560.133057,133.896149,,,,,,,,,,,,,,,,,,,,,,,,,157.984756,755.773987,170.135254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,145.452728,804.506470,299.523865,276.684814,426.654327,144.615097,,,,,,,,,,,,,,,,259.845673,554.925110,134.035660,,,,,,,,,,,,,,,,,,,,,,,,,158.761414,751.340759,170.698364,,,,,,,,,,,,,,,,,,,339.700104,492.920654,140.361832,,,,,,,,,,,,,,,
153,,,,145.940720,802.078735,299.421204,276.907745,421.136017,144.063385,,,,,,,,,,,,,,,,260.430542,549.789429,134.289932,,,,,,,,,,,,,,,,,,,,,,,,,159.946564,747.434937,170.960266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,146.743118,799.595337,299.600403,276.847076,416.325317,144.407211,,,,,,,,,,,,,,,,260.639923,544.747986,134.289932,,,,,,,,,,,,,,,,,,,,,,,,,160.675049,743.011108,171.487442,,,,,,,,,,,,,,,,,,,,,,340.095245,482.569672,139.637085,,,,,,,,,,,,
155,,,,147.194916,797.013306,300.292511,276.846039,410.747864,144.045410,,,,,,,,,,,,,,,,260.854858,539.786621,134.372025,,,,,,,,,,,,,,,,,,,,,,,,,161.875427,738.554626,172.322372,,,,,,,,,,,,,,,,,,,,,,340.268738,477.910706,139.797546,,,,,,,,,,,,
156,,,,147.840042,794.681091,300.344116,276.923645,406.251831,143.781570,,,,,,,,,,,,,,,,261.101288,534.984497,134.482834,,,,,,,,,,,,,,,,,,,,,,,,,162.400787,734.407593,172.994568,,,,,,,,,,,,,,,,,,,,,,340.710327,472.494049,139.493256,,,,,,,,,,,,
157,,,,148.919296,792.213135,300.524719,276.949890,400.858246,143.422928,,,,,,,,,,,,,,,,261.675385,530.102966,134.737427,,,,,,,,,,,,,,,,,,,,,,,,,163.643845,729.992310,173.201706,,,,,,,,,,,,,,,,,,,,,,341.159180,467.336456,139.756821,,,,,,,,,,,,
158,,,,149.452972,789.603210,301.233795,277.003021,396.363586,143.089691,,,,,,,,,,,,,,,,261.947693,525.221924,134.832443,,,,,,,,,,,,,,,,,,,,,,,,,164.262253,725.797058,173.692490,,,,,,,,,,,,,,,,,,,,,,341.496735,462.052948,139.418137,,,,,,,,,,,,
159,,,,150.050140,787.033936,301.169250,276.887634,391.315979,142.877090,,,,,,,,,,,,,,,,262.470276,520.724670,134.466064,,,,,,,,,,,,,,,,,,,,,,,,,165.434906,721.742981,174.380768,,,,,,,,,,,,,,,,,,,,,,341.269714,457.174011,139.549286,,,,,,,,,,,,
160,,,,151.009827,784.469971,301.657654,276.677551,386.829895,142.683517,,,,,,,,,,,,,,,,262.708282,515.819397,134.771286,,,,,,,,,,,,,,,,,,,,,,,,,166.381180,717.782654,174.825836,,,,,,,,,,,,,,,,,,,,,,341.179993,452.083496,139.662155,,,,,,,,,,,,
161,,,,151.557434,781.828674,302.355042,276.514069,382.154510,142.773468,,,,,,,,,,,,,,,,263.724304,511.523865,134.405441,,,,,,,,,,,,,,,,,,,,,,,,,167.234070,713.466248,175.892426,,,,,,,,,,,,,,,,,,,,,,341.681335,447.213989,139.056931,,,,,,,,,,,,
162,,,,152.159119,779.250061,302.525085,276.224976,377.311310,142.660995,,,,,,,,,,,,,,,,264.432739,507.028442,133.922699,,,,,,,,,,,,,,,,,,,,,,,,,167.837952,709.641418,176.554535,,,,,,,,,,,,,,,,,,,,,,342.077118,442.324188,139.503159,,,,,,,,,,,,
163,,,,153.127304,776.729736,302.671143,276.187653,373.176483,142.700226,,,,,,,,,,,,,,,,265.030426,502.412933,133.478668,,,,,,,,,,,,,,,,,,,,,,,,,169.483231,706.067444,176.743942,,,,,,,,,,,,,,,,,,,,,,342.269226,437.537292,139.151962,,,,,,,,,,,,
164,,,,154.078583,774.328247,302.706940,276.025635,368.451965,142.421890,,,,,,,,,,,,,,,,265.390869,498.097534,133.270691,,,,,,,,,,,,,,,,,,,,,,,,,170.405045,702.279175,177.433868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,154.678040,771.565002,303.092468,276.122223,364.074432,142.326477,,,,,,,,,,,,,,,,266.127014,493.670044,133.456894,,,,,,,,,,,,,,,,,,,,,,,,,171.646286,698.290100,178.017395,,,,,,,,,,,,,,,,,,,,,,,,,342.321045,427.549805,138.042908,,,,,,,,,
166,,,,155.296768,768.963440,303.806519,276.145325,359.818695,141.916916,,,,,,,,,,,,,,,,266.372620,489.210846,133.786270,,,,,,,,,,,,,,,,,,,,,,,,,172.591415,694.503845,178.646729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,155.976044,766.472107,304.129822,276.373383,355.201355,141.469879,,,,,,,,,,,,,,,,266.689087,484.968292,133.299576,,,,,,,,,,,,,,,,,,,,,,,,,174.007263,690.875366,179.201981,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.549927,418.300354,136.403336,,,,,,
168,,,,157.002319,764.110535,303.998444,276.487549,350.576904,141.249908,,,,,,,,,,,,,,,,267.037689,480.879761,132.924500,,,,,,,,,,,,,,,,,,,,,,,,,174.927612,687.391235,179.308731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,157.738754,761.602722,304.661804,276.910461,346.566010,140.293030,,,,,,,,,,,,,,,,267.901947,476.407593,132.566315,,,,,,,,,,,,,,,,,,,,,,,,,176.546509,683.851563,180.565033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.215088,409.578339,134.402054,,,
170,,,,158.452744,759.261658,304.753174,277.271851,342.518768,139.174179,,,,,,,,,,,,,,,,268.364136,472.122742,132.466232,,,,,,,,,,,,,,,,,,,,,,,,,177.631622,680.316101,181.133667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.495544,405.027222,133.461227,,,
171,,,,159.403183,756.896545,304.940918,277.473419,338.167542,138.389832,,,,,,,,,,,,,,,,268.950378,468.057129,131.816147,,,,,,,,,,,,,,,,,,,,,,,,,179.261047,676.886108,181.657654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,160.358597,754.396912,305.319794,277.830933,334.154114,137.161560,,,,,,,,,,,,,,,,269.320740,464.298798,131.317108,,,,,,,,,,,,,,,,,,,,,,,,,180.265091,673.450562,182.247910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.100800,396.947815,131.196182
