Grasp78
Date:,2025/04/22
Time:,16:53:31
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
13,895.300293,561.876038,68.511108,849.165222,482.055359,31.253315,765.697327,518.057007,31.533197,1022.798767,782.637878,440.088593,977.972290,756.742065,250.960571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,895.226013,562.038269,68.579552,849.172913,482.043060,31.257370,765.735413,517.959717,31.519093,1023.034973,782.748169,440.107117,978.151367,756.864197,250.993820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,895.172546,562.167542,68.719589,849.223083,482.047760,31.264141,765.739136,517.953979,31.526505,1023.266724,782.857666,440.148254,978.309265,756.970886,251.029968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,895.152649,562.273804,68.842262,849.240417,482.109741,31.241478,765.809692,517.840088,31.540237,1023.653442,782.976013,439.844666,978.528992,757.174866,250.960098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,895.085022,562.431091,68.967148,849.312195,482.143524,31.207863,765.909912,517.807251,31.566530,1024.055542,782.987000,439.996124,978.822327,757.405273,250.952698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,895.079285,562.635803,69.119598,849.390991,482.196991,31.229143,765.975525,517.700745,31.546738,1024.413208,783.050598,440.088165,979.091187,757.732605,250.910172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,895.007202,562.897034,69.240677,849.716614,483.202118,31.022989,766.071533,517.657410,31.562325,1024.768188,783.193604,440.042816,979.570496,758.020325,250.892517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,894.867493,563.093079,69.494553,849.917053,483.594849,30.798174,766.142212,517.562561,31.676937,1025.174805,783.165466,439.973175,980.086731,758.462585,250.681900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,894.745789,563.313660,69.803261,849.994629,482.656250,31.080944,766.163452,517.526001,31.692951,1025.489746,783.157654,439.917938,980.597473,758.762878,250.564499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,894.488831,563.603271,70.293823,850.052490,482.144592,31.415390,766.247437,517.528992,31.712543,1025.677856,783.276062,439.831879,981.006714,758.956848,250.671524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,894.307251,563.844482,70.310997,850.225647,482.196075,31.477413,766.634521,517.567688,31.681793,1026.106323,783.263489,439.753571,981.190674,759.263306,250.693787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,894.332031,564.066956,70.458931,850.407410,482.306335,31.390503,766.588013,517.511658,31.668146,1026.135864,783.506531,439.679657,981.456116,759.601868,250.826859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,894.211487,564.301392,70.716522,850.703857,482.495178,31.478312,766.571655,517.514160,31.647915,1026.497681,783.669861,439.794159,981.678345,760.132690,250.770935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,894.097290,564.544983,70.980759,850.992126,482.657623,31.466328,766.705994,517.398193,31.724566,1026.783813,784.013794,439.680756,981.598450,760.883972,250.984802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,894.105713,564.844788,71.364433,851.252441,482.737244,31.391039,766.874390,517.375977,31.645988,1027.317749,784.300842,439.690033,981.932922,761.763000,251.011566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,894.034424,565.196167,71.914734,851.614075,482.745209,31.474346,767.131531,517.371643,31.619032,1027.734863,784.655334,439.626404,982.678345,762.520142,250.792633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,893.959961,565.401428,72.471611,851.927124,482.843628,31.527084,767.406372,517.324524,31.765331,1028.212158,785.003967,439.630737,983.342407,763.006470,250.438522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,893.940857,565.543274,73.186035,852.359314,482.840698,31.613663,767.664856,517.253357,31.622562,1028.654663,785.240112,439.668182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,893.781799,565.773560,74.028625,852.965515,482.897675,31.858639,768.078613,517.304382,31.747538,1028.971069,785.535767,439.733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,893.785217,566.213379,75.010307,853.838379,482.986938,32.087807,768.614929,517.300720,31.742283,1029.311523,785.918823,439.936920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,893.756470,566.663818,75.680855,855.025635,483.188629,32.558392,769.269165,517.247864,31.812275,1029.816895,786.442627,440.324585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,893.880371,567.493286,76.511139,856.033386,483.203644,33.145336,769.718140,517.118103,32.293320,1030.473633,786.768555,440.331573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,893.970520,568.197815,77.313904,856.697998,483.410919,33.911552,770.437134,516.847534,32.440872,1031.259888,787.140137,439.998840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,893.919495,568.740295,78.140320,857.652466,483.681122,35.290516,771.403320,516.807922,32.211582,1032.450073,787.447815,439.645447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,894.448853,569.467468,79.966423,858.612732,483.906921,36.430874,772.463013,516.542419,32.662083,1032.989624,787.891785,439.481842,,,,990.197571,770.715393,250.190918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,894.649414,570.279785,81.193954,859.666992,484.213654,37.635654,773.965210,516.397644,32.801159,1033.487305,788.379639,439.904297,,,,991.094543,772.039673,250.386414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,894.813110,571.260803,82.273788,860.690186,484.609344,39.187164,775.460815,516.057007,33.021412,1034.141724,788.965027,440.155029,,,,992.691223,773.481873,250.397934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,895.153259,572.417847,83.521706,861.572266,485.236328,41.000374,777.455078,515.487244,33.531433,1035.173584,789.568726,440.126801,,,,994.236206,774.600586,250.210861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,895.758179,573.263733,85.095901,862.753296,485.502686,42.489418,779.158508,515.132568,34.337944,1036.215332,790.263245,440.233734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,896.443726,574.406250,86.098534,863.779236,486.326080,44.793087,781.153809,514.913818,35.154381,1036.664551,791.153503,440.285950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,897.619507,575.694702,88.403053,865.418335,487.217926,46.785389,782.880554,514.476257,36.799961,1036.983276,791.796631,440.458282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,898.302124,576.624451,89.832603,867.400391,487.677612,48.261589,785.185669,513.873779,38.122993,1037.672241,792.743408,440.505402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,899.234192,577.965332,91.355194,868.615051,488.356628,50.375404,787.471375,513.923523,39.531662,1038.484009,793.860840,440.586517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,900.201172,579.504883,92.968262,870.543152,489.286285,52.380550,789.503662,513.503967,41.214821,1039.605835,794.648804,440.758789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,901.407593,580.533386,95.232574,872.968445,490.030365,54.053345,792.184326,513.170044,42.699463,1040.822144,795.177673,440.909851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,902.498718,582.001404,96.736885,875.003662,490.935120,55.880669,795.174805,512.757813,44.288048,1042.650879,796.094055,440.977539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,903.890442,583.586182,98.469254,877.174438,491.674011,57.937489,797.907898,512.504761,45.941860,1043.896484,797.171265,440.867188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,905.409363,585.013062,100.501457,880.093140,492.644775,59.642662,800.562012,512.417358,47.945686,1044.583130,798.033936,441.001190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,906.565857,586.645996,102.520943,882.521057,493.885254,61.910793,803.611267,512.336731,49.164700,1045.919922,799.135986,441.254333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,908.423950,588.264709,103.973183,885.487183,494.906342,63.581070,806.647095,512.053650,51.239468,1047.157349,800.502319,441.444916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,910.278625,589.886841,105.655983,888.256592,496.379486,65.588951,810.511597,512.129028,52.029247,1047.875732,801.823425,441.908936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,912.077087,591.553528,107.551750,891.194519,497.313873,67.743561,814.450439,512.589417,53.453785,1049.168213,802.998657,441.905243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,913.807434,593.530334,109.379890,894.262085,498.796021,69.834114,818.035034,512.848022,55.401817,1050.525269,804.143860,442.173981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,915.794189,595.670593,111.116470,897.456360,500.423523,71.961685,822.141296,513.456482,56.669411,1052.449463,805.223755,442.437653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,917.623108,597.545044,112.970749,900.521118,501.940491,73.719124,826.867676,513.797668,57.859966,1054.202881,806.315063,442.514618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,920.084595,599.524597,114.322960,903.502441,503.668335,76.005554,831.213257,514.332031,59.281628,1055.271240,807.536133,442.744904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,922.246277,601.512390,116.534630,906.803833,505.503510,77.959602,835.131104,515.422363,61.478996,1056.805176,808.782349,443.179749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,924.326355,604.049622,117.975647,909.533325,507.299072,79.933571,839.357910,516.408630,62.825409,1058.088257,809.955688,443.926361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,926.754822,606.369812,119.542961,912.616577,509.157745,81.878914,843.588318,517.880188,64.102974,1059.372559,811.702820,443.976196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,929.194031,608.183838,121.242241,915.345337,511.237488,83.563179,847.193054,519.685974,66.255577,1060.244751,813.080383,444.257050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,931.626770,610.715454,122.354782,918.097717,513.530457,85.434296,850.735535,521.624695,67.347885,1061.738037,814.276306,444.831970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,933.857300,613.281738,124.073563,920.957825,515.589233,86.869598,854.007935,523.797607,69.000549,1063.691284,815.619995,445.173920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,936.121155,615.420227,125.538651,923.499695,518.391296,88.485886,856.950989,526.260742,70.572563,1065.056152,816.620056,445.226196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,938.518982,618.353760,126.870949,925.811646,520.450317,89.867180,859.852356,529.205322,72.298462,1066.958984,817.854675,445.529480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,940.854553,621.232117,128.359161,927.680176,522.884521,91.973595,862.171082,532.195679,73.686729,1067.981567,819.323547,446.345245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,943.061523,623.707703,129.217911,929.997620,525.689087,93.762131,864.535461,535.243652,75.052200,1068.892700,820.518433,446.745209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,945.393311,626.621277,130.571533,931.819031,528.213257,95.452606,866.688660,538.595459,76.865044,1069.745483,822.003479,447.116272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,947.724854,629.663513,131.669876,933.719421,531.137573,97.285263,868.494751,542.002258,77.943695,1071.170166,823.377991,447.518799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,949.303589,632.952942,132.879074,935.303345,534.237610,98.741196,870.407288,545.638916,79.458984,1072.920654,824.666199,447.783112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,951.037048,636.353699,134.036407,936.702515,537.403809,100.507797,871.751770,549.668274,80.795395,1073.807129,825.905579,447.765564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,952.737122,639.522278,135.154770,937.770569,540.618225,102.049576,873.223816,553.851196,82.067711,1075.133423,826.913574,448.544464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,954.111877,643.064819,136.057007,938.333252,543.935913,103.430321,874.547119,558.279663,83.274055,1077.020630,827.838196,448.736481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,955.923523,646.499939,136.873337,939.415649,547.367126,104.514374,875.768066,562.755066,83.839348,1078.716797,828.885986,448.936462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,957.046692,649.862854,137.782059,939.931458,550.986633,105.903763,876.220276,567.528503,85.048836,1079.391968,830.081787,449.119568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,958.597412,653.521606,138.385651,939.700500,554.640381,107.055603,876.754150,572.546448,85.538872,1080.550537,830.940857,449.945404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,959.408325,657.165955,139.255676,939.563354,558.593445,108.013290,876.872803,577.888611,86.651146,1082.001709,832.029297,450.701538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,960.507935,660.879639,140.143417,939.001160,562.598633,108.977036,876.926636,583.054077,87.247391,1083.301636,833.243286,450.630524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,961.054932,664.666870,140.447357,938.195679,566.496948,110.027519,876.524841,589.020935,87.765335,1084.362793,834.061523,450.708344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,962.391846,668.532288,140.795105,937.204407,570.611450,111.143463,876.317810,594.594055,88.126610,1085.498657,834.923157,451.440613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,963.008606,672.325989,141.259857,936.174805,575.035645,112.025421,875.817871,600.706787,88.753632,1086.864136,836.079590,452.067047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,963.728760,676.269531,141.347839,935.168701,579.262390,112.704880,875.078308,606.599731,89.150200,1087.891357,836.867065,452.147034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,963.924622,680.200867,142.378342,933.813904,583.594727,113.432121,874.093384,612.894836,90.164787,1089.014160,837.422852,452.438538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,964.258057,684.024353,142.373993,932.232910,588.007202,114.003311,872.542664,619.024963,90.735634,1090.723267,838.113281,452.905579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,964.680847,688.057556,142.658356,930.489380,592.594299,115.400139,870.715515,625.405945,91.162827,1091.926758,839.068542,453.247833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,964.755615,691.859558,143.131699,928.870361,596.689514,115.718002,868.999573,632.130188,92.454079,1092.455200,839.691101,453.580444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,964.984375,695.653442,142.937775,926.947815,601.161194,116.212357,867.355103,638.980225,92.576302,1093.472534,840.480225,454.134094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,964.730469,699.409668,143.298187,925.123962,605.692627,116.558098,865.738708,645.434509,93.524712,1094.810303,841.134888,454.678253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,964.998535,703.066772,143.572433,922.803772,610.460022,117.063248,864.152771,651.430542,96.003441,1095.993042,841.622620,455.111420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,965.125549,706.469910,143.326309,920.856567,615.080322,117.078087,861.642639,657.295166,97.576790,1096.937256,842.122742,455.148529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,965.022095,709.808716,143.535110,918.523621,619.537964,117.611771,859.601685,663.612366,98.978699,1098.071045,842.630127,455.287537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,964.755371,713.193542,143.755173,916.257446,624.035278,117.869247,,,,1099.427490,843.103882,455.949036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,964.843140,716.855347,143.425797,914.316650,628.190247,118.108650,,,,1100.200806,843.700073,456.542389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,964.751892,719.865295,143.368057,912.071472,632.343628,118.165421,,,,1100.437500,844.170715,456.822357,,,,,,,853.016052,685.884766,101.896851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,964.208191,722.695618,143.271759,910.078247,636.527466,118.889389,,,,1101.084595,844.507690,457.010315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,963.542358,725.659973,143.297043,908.004578,640.624268,119.270805,,,,1102.056641,844.810547,456.995544,,,,,,,,,,849.211060,703.751160,103.594322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,963.205444,728.861450,143.074875,905.588989,644.708923,120.143532,,,,1103.099487,845.148499,456.884735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,962.688477,731.819031,142.657379,903.575989,648.340515,120.540215,,,,1103.662109,845.495728,457.007141,,,,,,,,,,,,,844.674133,714.615173,105.672295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,962.215210,734.254944,142.843063,901.910095,651.871460,121.345818,,,,,,,,,,,,,,,,,,,843.321167,719.974731,105.304382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,961.218201,736.971069,142.917328,900.268921,655.049011,122.051056,,,,,,,,,,,,,,,,,,,842.008850,725.487549,105.395348,1104.039673,846.045044,457.501160,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,959.870483,739.367065,142.909943,898.491943,657.833191,122.636223,,,,,,,,,,,,,,,,,,,840.374756,730.290894,106.154877,1104.277832,846.283386,457.715607,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,958.982788,741.616394,142.862686,897.196045,660.543701,122.470642,,,,,,,,,,,,,,,,,,,,,,1104.687012,846.505798,457.868805,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,958.101807,743.663208,142.354675,896.143311,662.761902,122.707138,,,,,,,,,,,,,,,,,,,,,,1105.343506,846.866882,457.520386,836.179382,739.035522,107.636726,,,,,,,,,,,,,,,,,,,,,,,,
105,957.439087,745.262756,142.084991,895.219238,664.575500,123.095528,,,,,,,,,,,,,,,,,,,,,,1105.529053,847.069519,457.290192,833.205566,743.208374,109.332382,,,,,,,,,,,,,,,,,,,,,,,,
106,956.218750,746.907471,141.553589,894.101746,665.974365,123.519005,,,,,,,,,,,,,,,,,,,,,,1105.915283,847.228455,457.057953,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,954.920654,748.444946,141.365387,893.174866,667.261230,123.579178,,,,,,,,,,,,,,,,,,,,,,1106.155029,847.270935,456.919983,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,953.947754,749.603210,141.197708,892.479797,668.432678,122.952812,,,,,,,,,,,,,,,,,,,,,,1106.332886,847.227478,456.731537,,,,827.932739,751.942932,110.660973,,,,,,,,,,,,,,,,,,,,,
109,952.944275,750.844177,140.731888,891.998535,669.204529,122.572670,,,,,,,,,,,,,,,,,,,,,,1106.412598,847.331787,456.529694,,,,825.665283,753.881531,111.873909,,,,,,,,,,,,,,,,,,,,,
110,951.656189,751.903931,140.413208,891.656006,669.862854,122.692230,,,,,,,,,,,,,,,,,,,,,,1106.472168,847.668823,455.931183,,,,823.468140,755.484619,113.021126,,,,,,,,,,,,,,,,,,,,,
111,950.640991,752.755432,140.431854,890.933411,670.234009,122.741989,,,,,,,,,,,,,,,,,,,,,,1106.236572,847.558350,455.890228,,,,821.819336,757.002625,114.463585,,,,,,,,,,,,,,,,,,,,,
112,950.253601,753.599976,139.847870,890.304321,670.488037,122.589798,,,,,,,,,,,,,,,,,,,,,,1105.870117,847.671326,455.522125,,,,820.140015,757.875000,115.543663,,,,,,,,,,,,,,,,,,,,,
113,948.375488,753.989319,139.328888,889.582886,670.596680,122.502785,,,,,,,,,,,,,,,,,,,,,,1105.583984,847.692200,455.288696,,,,817.715027,758.360046,116.670731,1119.811646,891.705750,279.584351,,,,,,,,,,,,,,,,,,
114,947.135437,754.460022,139.250946,889.268372,670.341736,122.388542,,,,,,,,,,,,,,,,,,,,,,1105.152100,847.774414,455.038361,,,,815.700684,758.788635,118.285660,1119.101440,892.087891,279.119934,,,,,,,,,,,,,,,,,,
115,946.288818,754.837585,139.044174,888.836670,670.020325,122.287437,,,,,,,,,,,,,,,,,,,,,,1104.669922,847.959900,454.807343,,,,813.834167,758.850647,120.007813,1118.388794,892.559753,278.694031,,,,,,,,,,,,,,,,,,
116,944.883545,754.954041,138.698410,888.336182,669.466064,122.384377,,,,,,,,,,,,,,,,,,,,,,1104.573730,848.032837,454.621918,,,,811.770203,758.613831,121.667839,1116.557617,893.441101,279.238617,,,,,,,,,,,,,,,,,,
117,943.371216,754.973450,138.458801,887.982666,669.011230,122.265884,,,,,,,,,,,,,,,,,,,,,,1104.378174,848.079285,454.330048,,,,809.924316,758.416748,122.788231,1114.732422,893.696838,279.193054,,,,,,,,,,,,,,,,,,
118,942.097290,754.875061,138.398514,887.671631,668.478638,122.003281,,,,,,,,,,,,,,,,,,,,,,1104.124634,848.145203,454.185425,,,,808.112854,757.725098,123.645340,1113.310547,893.447998,278.720673,,,,,,,,,,,,,,,,,,
119,940.536377,754.935608,138.083786,887.425842,667.914368,121.914719,,,,,,,,,,,,,,,,,,,,,,1103.692017,848.123108,454.128967,,,,806.467651,757.130432,124.013222,1112.472900,893.679565,277.799377,,,,,,,,,,,,,,,,,,
120,939.020203,754.715576,137.482132,886.871643,667.112854,121.759071,,,,,,,,,,,,,,,,,,,,,,1103.469971,848.176208,453.668121,,,,804.663269,756.263367,124.962204,1111.673218,893.775085,276.874695,,,,,,,,,,,,,,,,,,
