Grasp29
Date:,2025/04/16
Time:,11:09:42
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,775.240723,536.747803,31.278872,908.501587,566.486938,63.150906,848.968445,494.501678,30.536926,1146.437988,809.920654,336.972229,1029.276733,757.845886,149.647629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,775.266235,536.751404,31.348272,908.491577,566.492493,63.175404,849.046204,494.486542,30.554371,1146.359863,810.004456,336.926605,1029.170776,757.920166,149.671234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,775.236633,536.755737,31.337566,908.470642,566.489563,63.136562,848.989746,494.496490,30.511944,1146.322388,810.011475,336.920715,1029.577148,757.845886,149.555618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,775.264709,536.745361,31.314268,908.471313,566.491089,63.122799,849.083008,494.520172,30.515863,1146.456055,809.999207,337.079803,1029.433960,757.808167,149.708420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,775.258728,536.732666,31.243679,908.532288,566.620361,63.106895,849.065735,494.512329,30.478588,1146.565552,810.060242,337.169739,1029.301025,757.976990,149.704224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,775.263672,536.736023,31.295557,908.522034,566.634216,63.099155,849.054321,494.504639,30.560480,1146.585083,810.060486,337.167542,1029.211182,757.878662,149.878448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,775.226501,536.732544,31.324900,908.548462,566.624329,63.093033,849.091187,494.510315,30.540247,1146.581543,810.113220,337.165405,1029.177734,757.835938,149.943130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,775.279968,536.733643,31.340313,908.565552,566.618286,63.098877,849.106018,494.521057,30.517143,1146.609619,810.181335,337.253265,1029.179688,757.926331,149.957535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,775.283691,536.727417,31.341450,908.649353,566.747375,63.059273,849.106079,494.525085,30.512407,1146.654175,810.201599,337.230042,1029.233154,757.948120,150.045410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,775.284851,536.738159,31.355261,908.633179,566.737915,63.085480,849.100464,494.486298,30.518631,1146.726563,810.127625,337.333527,1029.138550,758.011230,150.092621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,775.327026,536.753479,31.399563,908.695801,566.858093,63.117668,849.090576,494.525574,30.594309,1146.848022,810.271057,337.455139,1029.273682,757.982178,150.145493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,775.385681,536.732971,31.414429,908.740967,566.986511,63.130154,849.128723,494.539368,30.568426,1146.907227,810.260864,337.460999,1029.297241,758.044922,150.077820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,775.492004,536.644592,31.438965,908.775818,567.114807,63.117981,849.208557,494.507538,30.611931,1146.866089,810.239014,337.387360,1029.297485,758.090271,149.991547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,775.623291,536.601440,31.482239,908.839111,567.320923,63.041763,849.291626,494.487244,30.696394,1146.994507,810.352478,337.514984,1029.314331,758.265808,150.019379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,775.548218,536.687561,31.198372,908.884033,567.539734,63.067474,849.401550,494.499146,30.725353,1147.046143,810.345093,337.492065,1029.666138,758.219299,149.641983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,775.954895,536.585510,31.536606,909.104126,567.525024,63.691517,849.552979,494.394897,30.647621,1147.114990,810.382080,337.581512,1029.717285,758.389160,149.590622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,776.348022,536.514832,31.816811,909.260681,567.570251,64.211922,849.805847,494.309814,30.986578,1147.173584,810.393433,337.544220,1029.677490,758.569885,149.529617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,776.646667,536.447754,31.967653,909.352051,567.666626,64.365608,850.407959,493.784454,30.801752,1147.315552,810.407288,337.617645,1030.161011,758.523560,149.378403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,777.225220,536.257507,32.234047,909.603943,567.847290,64.481895,851.140991,493.287231,30.874485,1147.440918,810.413452,337.674377,1030.673218,758.704407,149.147293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,777.942322,536.111633,32.652119,909.861450,568.118896,64.572838,852.195374,492.677582,31.262033,1147.589844,810.374756,337.492218,1031.038696,759.164185,148.469299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,778.573059,536.043945,33.744335,910.203308,568.647705,65.027435,853.131653,491.775421,31.569218,1147.884277,810.362915,337.422424,1031.396240,759.502502,148.574402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,779.282288,536.041992,35.617611,910.593018,569.377869,66.135002,854.390625,490.686707,31.902470,1148.087769,810.358948,337.322845,1031.458618,759.992371,148.584503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,779.892029,535.957520,37.560303,910.932068,570.146667,66.703613,856.145325,489.570160,32.561504,1148.572144,810.306458,337.227570,1031.889038,760.580261,148.382782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,781.084900,536.027100,41.073051,911.487793,570.997192,67.350952,858.212463,488.671356,33.368298,1148.826416,810.368286,336.797394,1032.392822,761.424866,147.484818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,782.231812,535.973450,45.248207,912.355835,571.767151,68.374939,860.415833,487.463715,34.628670,1149.177002,810.424255,336.680420,1033.543701,761.647827,146.577728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,783.464417,536.085999,50.159054,913.660583,572.621765,69.173927,862.913269,486.340424,36.187145,1149.768677,810.503662,336.564758,1034.462646,761.984863,145.885818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,784.581055,536.147278,55.723660,914.731140,573.893372,70.519005,865.039063,486.356598,39.397282,1150.273682,810.583557,336.327209,1035.107788,762.928406,145.447952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,786.338745,536.225586,61.601524,915.998169,575.384338,71.137260,867.201172,486.242249,42.946480,1150.932617,810.680664,336.399780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,788.663330,536.373413,68.246246,917.890137,577.690247,72.875786,869.029297,486.777008,47.329308,1151.257935,811.001587,336.419556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,790.969360,536.512512,75.050713,919.326233,578.480103,74.658386,871.109802,487.243378,51.504311,1151.645142,811.320068,336.379700,,,,1038.657593,766.059570,143.135345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,793.947388,536.535828,81.757385,921.667542,579.960022,76.478279,873.302734,487.806061,55.857231,1152.264526,811.828125,335.951324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,797.301453,536.671875,88.543503,923.699524,581.271545,78.596237,875.572632,488.931732,60.297840,1153.107178,812.531677,335.633331,,,,,,,1040.719238,769.487000,141.722214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,800.529968,537.659546,96.099648,926.123718,582.692932,81.176987,878.136597,490.441925,65.634010,1153.924561,813.240234,335.355591,,,,,,,1042.353027,770.708679,141.434158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,805.239807,538.349365,103.675354,,,,880.695740,492.064148,71.014511,1154.849243,813.902893,335.043549,,,,,,,1043.403320,772.606995,141.214584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,810.003906,539.342712,111.840340,,,,882.954956,493.825256,76.432877,1155.151978,814.603088,334.975433,,,,,,,1045.477295,774.199829,140.841385,928.841370,590.657471,83.957199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,814.649963,541.233337,120.104248,,,,886.458191,495.520355,81.137375,1155.921753,815.444153,334.557129,,,,,,,1047.071289,775.390198,140.311066,931.417542,593.420593,86.371971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,820.085083,543.043213,128.911102,,,,889.472900,497.391174,86.041229,1157.258179,816.322693,334.160980,,,,,,,1049.286133,777.053284,139.686996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,826.275879,544.654053,136.971985,,,,893.102905,499.268219,90.862610,1158.660156,817.152100,334.051086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,832.807556,546.882935,145.148743,,,,896.830505,501.041504,94.961777,1159.769287,817.864136,334.155823,,,,,,,,,,,,,1054.005371,780.395630,139.051865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,838.869812,549.985840,153.559021,,,,900.658630,503.208588,98.758537,1161.745605,818.666748,334.172791,,,,,,,,,,,,,1054.674438,782.265503,139.379517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,845.409363,552.939880,161.491455,,,,904.532349,505.071136,102.853142,1163.042114,819.650208,333.795227,,,,,,,,,,,,,1056.420044,784.148132,139.449951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,851.840942,556.026245,169.556229,,,,908.385498,507.057312,106.978355,1163.795166,820.567993,333.825439,,,,,,,,,,,,,1059.193237,785.647644,139.507996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,858.558472,559.223145,176.178528,,,,911.669312,509.036316,110.162102,1165.525024,821.471985,333.563385,,,,,,,,,,,,,1061.455688,787.009766,139.511795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,865.689636,562.024048,182.401367,,,,915.273499,511.162201,113.738060,1167.632446,822.157532,333.580719,,,,,,,,,,,,,1063.823242,788.816040,139.786575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,872.019165,565.440918,188.508469,,,,919.259460,512.741882,117.180527,1169.363892,822.970032,334.080872,,,,,,,,,,,,,1065.780273,790.239502,140.487076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,877.641479,568.862122,193.898804,,,,922.951172,514.756470,120.417885,1170.930298,823.700623,334.092590,,,,,,,,,,,,,1067.049561,792.915894,140.816360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,882.919067,572.843262,199.109222,,,,,,,1172.184570,824.428528,333.653046,,,,,,,,,,,,,1068.811523,794.664001,141.789459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,888.505798,576.808533,204.680817,,,,,,,1173.862183,825.449341,334.049133,,,,,,,,,,,,,1071.449219,796.356201,142.252228,929.879517,520.960327,127.620049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,893.612305,581.602600,209.100510,,,,,,,1176.184570,825.956787,334.587036,,,,,,,,,,,,,1073.691162,797.522400,143.102783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,897.812439,586.717224,213.466171,,,,,,,1177.760742,826.761414,334.374756,,,,,,,,,,,,,1076.169556,799.302185,143.991470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,901.832886,592.178528,217.628265,,,,,,,1179.194824,827.419617,334.633850,,,,,,,,,,,,,1077.694336,801.330261,144.327728,,,,937.699951,528.910645,137.530624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,904.624084,597.489319,221.295822,,,,,,,1181.018921,828.091736,335.142609,,,,,,,,,,,,,1079.363281,803.330933,145.412476,,,,940.101501,530.626160,141.644562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,907.090698,603.110229,224.640625,,,,,,,1182.899536,828.779602,335.111877,,,,,,,,,,,,,1081.694580,805.046753,146.022522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,908.672852,608.917725,227.612854,,,,,,,1184.475464,829.358093,335.405060,,,,,,,,,,,,,1084.300537,806.141907,146.578766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,909.455933,614.739258,230.393204,,,,,,,1185.870361,830.218628,335.924286,,,,,,,,,,,,,1086.998657,807.710999,146.828964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,909.612976,620.866028,232.652603,,,,,,,1187.789185,830.565735,336.667023,,,,,,,,,,,,,1089.293579,809.164978,147.596680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,909.435791,626.214905,234.376892,,,,,,,1189.463257,831.236572,336.631409,,,,,,,,,,,,,1090.644409,811.445923,147.993393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,909.164978,631.888062,235.428833,,,,,,,1190.923706,831.877136,337.147400,,,,,,,,,,,,,1092.999512,812.866455,148.596405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,907.688110,637.432251,236.568024,,,,,,,1191.888672,832.520386,337.684082,,,,,,,,,,,,,,,,,,,,,,939.712280,557.517822,151.718643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,906.076782,643.279114,236.991623,,,,,,,1193.311035,832.960449,337.834808,,,,,,,,,,,,,,,,,,,,,,,,,1098.117065,815.448547,148.950073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,903.802124,649.247498,237.368561,,,,,,,1195.478638,833.174561,338.312653,,,,,,,,,,,,,,,,,,,,,,,,,1099.416992,816.351196,149.724915,937.742859,565.302979,154.464127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,901.762024,655.498230,237.792145,,,,,,,1196.633911,833.671936,338.484161,,,,,,,,,,,,,,,,,,,,,,,,,1101.072144,817.772217,150.076996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,899.926575,661.329529,236.893555,,,,,,,1197.232178,834.049500,338.697235,,,,,,,,,,,,,,,,,,,,,,,,,1102.837036,819.377991,150.430923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,897.212463,667.522095,236.136093,,,,,,,1197.848022,834.307617,339.104950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,894.568665,673.250793,235.050827,,,,,,,1199.008301,834.636902,339.384003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930.614197,579.626831,158.159485,1107.225952,820.706970,150.070099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,891.074341,679.238098,234.014252,,,,,,,1200.476685,834.710510,339.787201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.568970,582.572327,158.357147,1107.480591,822.033569,150.490921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,887.670105,685.176819,232.426895,,,,,,,1201.436401,834.771606,339.877014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.570679,823.258423,150.921890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
