Grasp63
Date:,2025/04/22
Time:,16:05:25
Type:,test
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,1043.586914,838.596802,286.321320,895.342041,796.808899,62.072926,756.623779,807.116272,34.243874,819.437439,741.949402,34.535065,1105.180542,877.503540,495.024292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1043.384888,838.753174,286.138245,895.308899,796.789551,62.077984,756.561951,807.101074,34.289692,819.448547,741.893494,34.594082,1105.209595,877.566284,494.990417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1043.220093,838.806335,286.241638,895.282715,796.808350,62.139046,756.594788,807.113586,34.273918,819.407898,741.926697,34.576141,1105.315918,877.647644,494.933685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1043.377686,838.787903,286.188782,895.270996,796.815186,62.161705,756.728516,807.104614,34.318008,819.439819,741.921814,34.675407,1105.421753,877.648560,494.861237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1043.525391,838.797546,286.144745,895.302246,796.824768,62.143211,756.653564,807.113281,34.247105,819.408081,741.919067,34.562035,1105.444946,877.717224,494.848785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1043.479248,838.831177,286.135986,895.297546,796.808167,62.124256,756.622131,807.116882,34.233833,819.486816,741.908081,34.543571,1105.330322,877.673218,495.005096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1043.562134,838.830261,286.075958,895.254272,796.793884,62.145878,756.599304,807.098450,34.275852,819.493164,741.916870,34.595901,1105.441284,877.869080,494.865021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1043.861084,838.721375,286.059387,895.266602,796.802917,62.147648,756.592224,807.112244,34.272335,819.441895,741.828430,34.562889,1105.564819,877.895630,494.700073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1043.606812,838.824585,286.035950,895.340881,796.791382,62.076351,756.579285,807.124084,34.289032,819.418457,741.886780,34.634804,1105.682495,877.874939,494.633514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1043.549927,838.935364,286.084930,895.374512,796.786926,62.039017,756.578125,807.105469,34.283794,819.414368,741.929382,34.543449,1105.777588,877.982361,494.567505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
